Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type	Option=Uninsulated	Option=R-13	Option=R-19	Option=R-30	Option=R-38	Option=None
CR10	1960s	Crawl	Multifamily	0	0	0	0	0	1
CR11	1960s	Crawl	Multifamily	0	0	0	0	0	1
CR02	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR05	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR03	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR04	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR06	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR07	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR08	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR09	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR10	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR11	1970s	Crawl	Multifamily	0	0	0	0	0	1
CR02	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR05	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR03	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR04	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR06	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR07	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR08	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR09	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR10	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR11	1980s	Crawl	Multifamily	0	0	0	0	0	1
CR02	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR05	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR03	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR04	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR06	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR07	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR08	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR09	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR10	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR11	1990s	Crawl	Multifamily	0	0	0	0	0	1
CR02	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR05	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR03	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR04	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR06	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR07	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR08	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR09	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR10	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR11	2000s	Crawl	Multifamily	0	0	0	0	0	1
CR02	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	<1950	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	1950s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	1960s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	1970s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	1980s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	1990s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR05	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR03	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR04	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR06	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR07	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR08	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR09	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR10	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR11	2000s	Heated Basement	Multifamily	0	0	0	0	0	1
CR02	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	<1950	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	1950s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	1960s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	1970s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	1980s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	1990s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR05	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR03	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR04	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR06	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR07	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR08	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR09	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR10	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR11	2000s	Unheated Basement	Multifamily	0	0	0	0	0	1
CR02	<1950	Slab	Multifamily	0	0	0	0	0	1
CR05	<1950	Slab	Multifamily	0	0	0	0	0	1
CR03	<1950	Slab	Multifamily	0	0	0	0	0	1
CR04	<1950	Slab	Multifamily	0	0	0	0	0	1
CR06	<1950	Slab	Multifamily	0	0	0	0	0	1
CR07	<1950	Slab	Multifamily	0	0	0	0	0	1
CR08	<1950	Slab	Multifamily	0	0	0	0	0	1
CR09	<1950	Slab	Multifamily	0	0	0	0	0	1
CR10	<1950	Slab	Multifamily	0	0	0	0	0	1
CR11	<1950	Slab	Multifamily	0	0	0	0	0	1
CR02	1950s	Slab	Multifamily	0	0	0	0	0	1
CR05	1950s	Slab	Multifamily	0	0	0	0	0	1
CR03	1950s	Slab	Multifamily	0	0	0	0	0	1
CR04	1950s	Slab	Multifamily	0	0	0	0	0	1
CR06	1950s	Slab	Multifamily	0	0	0	0	0	1
CR07	1950s	Slab	Multifamily	0	0	0	0	0	1
CR08	1950s	Slab	Multifamily	0	0	0	0	0	1
CR09	1950s	Slab	Multifamily	0	0	0	0	0	1
CR10	1950s	Slab	Multifamily	0	0	0	0	0	1
CR11	1950s	Slab	Multifamily	0	0	0	0	0	1
CR02	1960s	Slab	Multifamily	0	0	0	0	0	1
CR05	1960s	Slab	Multifamily	0	0	0	0	0	1
CR03	1960s	Slab	Multifamily	0	0	0	0	0	1
CR04	1960s	Slab	Multifamily	0	0	0	0	0	1
CR06	1960s	Slab	Multifamily	0	0	0	0	0	1
CR07	1960s	Slab	Multifamily	0	0	0	0	0	1
CR08	1960s	Slab	Multifamily	0	0	0	0	0	1
CR09	1960s	Slab	Multifamily	0	0	0	0	0	1
CR10	1960s	Slab	Multifamily	0	0	0	0	0	1
CR11	1960s	Slab	Multifamily	0	0	0	0	0	1
CR02	1970s	Slab	Multifamily	0	0	0	0	0	1
CR05	1970s	Slab	Multifamily	0	0	0	0	0	1
CR03	1970s	Slab	Multifamily	0	0	0	0	0	1
CR04	1970s	Slab	Multifamily	0	0	0	0	0	1
CR06	1970s	Slab	Multifamily	0	0	0	0	0	1
CR07	1970s	Slab	Multifamily	0	0	0	0	0	1
CR08	1970s	Slab	Multifamily	0	0	0	0	0	1
CR09	1970s	Slab	Multifamily	0	0	0	0	0	1
CR10	1970s	Slab	Multifamily	0	0	0	0	0	1
CR11	1970s	Slab	Multifamily	0	0	0	0	0	1
CR02	1980s	Slab	Multifamily	0	0	0	0	0	1
CR05	1980s	Slab	Multifamily	0	0	0	0	0	1
CR03	1980s	Slab	Multifamily	0	0	0	0	0	1
CR04	1980s	Slab	Multifamily	0	0	0	0	0	1
CR06	1980s	Slab	Multifamily	0	0	0	0	0	1
CR07	1980s	Slab	Multifamily	0	0	0	0	0	1
CR08	1980s	Slab	Multifamily	0	0	0	0	0	1
CR09	1980s	Slab	Multifamily	0	0	0	0	0	1
CR10	1980s	Slab	Multifamily	0	0	0	0	0	1
CR11	1980s	Slab	Multifamily	0	0	0	0	0	1
CR02	1990s	Slab	Multifamily	0	0	0	0	0	1
CR05	1990s	Slab	Multifamily	0	0	0	0	0	1
CR03	1990s	Slab	Multifamily	0	0	0	0	0	1
CR04	1990s	Slab	Multifamily	0	0	0	0	0	1
CR06	1990s	Slab	Multifamily	0	0	0	0	0	1
CR07	1990s	Slab	Multifamily	0	0	0	0	0	1
CR08	1990s	Slab	Multifamily	0	0	0	0	0	1
CR09	1990s	Slab	Multifamily	0	0	0	0	0	1
CR10	1990s	Slab	Multifamily	0	0	0	0	0	1
CR11	1990s	Slab	Multifamily	0	0	0	0	0	1
CR02	2000s	Slab	Multifamily	0	0	0	0	0	1
CR05	2000s	Slab	Multifamily	0	0	0	0	0	1
CR03	2000s	Slab	Multifamily	0	0	0	0	0	1
CR04	2000s	Slab	Multifamily	0	0	0	0	0	1
CR06	2000s	Slab	Multifamily	0	0	0	0	0	1
CR07	2000s	Slab	Multifamily	0	0	0	0	0	1
CR08	2000s	Slab	Multifamily	0	0	0	0	0	1
CR09	2000s	Slab	Multifamily	0	0	0	0	0	1
CR10	2000s	Slab	Multifamily	0	0	0	0	0	1
CR11	2000s	Slab	Multifamily	0	0	0	0	0	1
