Building,Location Weather Year,Usage Level,Geometry Building Type ACS,Location,Location Region,Location Weather Filename,Vintage ACS,Vintage,Heating Fuel,Geometry Building Type RECS,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry House Size,Geometry Stories,Geometry Building Number Units MF,Geometry Building Number Units SFA,Geometry Garage,Bedrooms,Corridor,Geometry Unit Stories SF,Geometry Unit Stories MF,Occupants,Orientation,Eaves,Door Area,Window Areas,Overhangs,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier Unfinished Attic,Roof Material,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Interior Shading,Windows,Doors,Water Heater,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Ceiling Fan,Dehumidifier,Refrigerator,Refrigeration Schedule,Cooking Range,Cooking Range Schedule,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Plug Loads Schedule,Electric Vehicle,Misc Extra Refrigerator,Misc Freezer,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Misc Pool Schedule,Misc Well Pump,Ducts,Infiltration,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,Days Shifted,Geometry Perimeter Footprint Ratio
2346,TMY3,High,3 or 4 Unit,MO_Springfield.Rgnl.AP.724400,CR08,USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,1980-99s,1990s,Electricity,Multi-Family with 2 - 4 Units,<5,Unheated Basement,Masonry,0-1499,1,3,None,None,3,Double-Loaded Interior,N/a,1,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-30, Vented",R-30,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,Uninsulated,"CMU, 6-in Hollow, R-19","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,65F,72F,No,No,0F,0F,None,None,National Average,None,EF 10.5,National Average,"Electric, 120% Usage",National Average,"318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"30% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour3,Hour10,None,Day87,0.13
2347,TMY3,High,Single-Family Detached,MO_Kansas.City.Intl.AP.724460,CR08,USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,<1940,<1940,Natural Gas,Single-Family Detached,<5,Heated Basement,WoodStud,1500-2499,2,None,None,None,4,Double-Loaded Interior,2,N/a,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,65F,75F,No,No,0F,0F,None,None,National Average,None,EF 10.2,National Average,"Electric, 120% Usage",National Average,"290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% LED,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,In Finished Space,15 ACH50,"Year-Round, 3 days/wk",None,Hour17,Hour19,None,Day51,0.13
2348,TMY3,Medium,Single-Family Detached,TN_Knoxville-McGhee.Tyson.AP.723260,CR08,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,2000-09s,2000s,Electricity,Single-Family Detached,<5,Crawl,Masonry,0-1499,1,None,None,None,3,Double-Loaded Interior,1,N/a,3,Northeast,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,70F,Yes,No,3F,0F,None,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,Has Pool,None,1.0 HP Pump,National Average,None,"20% Leakage, R-6",10 ACH50,"Year-Round, 3 days/wk",None,Hour15,Hour18,None,Day74,0.13
2349,TMY3,Medium,Single-Family Detached,AL_Mobile-Rgnl.AP.722230,CR09,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,2000-09s,2000s,Electricity,Single-Family Detached,<5,Slab,Masonry,0-1499,1,None,None,None,3,Double-Loaded Interior,1,N/a,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",2ft R10 Exterior,None,None,None,None,R-13,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 13",Central,76F,68F,No,Yes,0F,5F,Night Setback,None,National Average,None,EF 10.2,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-8",10 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour14,None,Day361,0.13
2350,TMY3,Low,20 to 49 Unit,NY_New.York-J.F.Kennedy.Intl.AP.744860,CR07,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,1960-79s,1960s,Natural Gas,Multi-Family with 5+ Units,20 to 49 Units low,Unheated Basement,Masonry,0-1499,3,42,None,None,1,Double-Loaded Interior,N/a,1,1,Southeast,2 ft,20 ft^2,F15 B15 L15 R15,None,7,"Ceiling R-19, Vented",R-38,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 72% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,75F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 10.2,National Average,"Gas, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",100% LED,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour22,Hour9,None,Day190,0.13
2351,TMY3,Medium,Single-Family Detached,LA_Shreveport.Rgnl.AP.722480,CR09,USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,1940-59s,1940s,Natural Gas,Single-Family Detached,<5,Slab,Masonry,0-1499,1,None,None,None,2,Double-Loaded Interior,2,N/a,4,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 60% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,75F,No,Yes,0F,9F,Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-4",25 ACH50,"Year-Round, 3 days/wk",None,Hour17,Hour21,None,Day21,0.13
2352,TMY3,Medium,Single-Family Detached,VA_Roanoke.Rgnl.AP-Woodrum.Field.724110,CR08,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,1980-99s,1980s,Electricity,Single-Family Detached,<5,Heated Basement,WoodStud,1500-2499,1,None,None,2 Car,2,Double-Loaded Interior,1,N/a,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 13, 7.7 HSPF",None,None,None,None,None,None,None,Central,70F,70F,Yes,No,12F,0F,None,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,Typical Efficiency,In Finished Space,10 ACH50,"Year-Round, 3 days/wk",None,Hour22,Hour6,None,Day280,0.13
2353,TMY3,Medium,3 or 4 Unit,AL_Mobile-Rgnl.AP.722230,CR09,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,1980-99s,1980s,Electricity,Multi-Family with 2 - 4 Units,<5,Slab,Masonry,0-1499,1,3,None,None,2,Double-Loaded Interior,N/a,1,3,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Only Heating Shared,Boiler Baseboards Heating Only,None,None,None,None,None,No,None,None,None,None,None,None,None,"AC, SEER 10",Central,70F,78F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-4",15 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour15,None,Day67,0.13
2354,TMY3,Medium,Single-Family Detached,TX_Dallas-Fort.Worth.Intl.AP.722590,CR09,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,1960-79s,1970s,Natural Gas,Single-Family Detached,<5,Slab,Masonry,0-1499,2,None,None,None,3,Double-Loaded Interior,1,N/a,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,76F,75F,No,No,0F,0F,None,None,National Average,None,EF 10.2,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"30% Leakage, R-4",20 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour16,None,Day24,0.13
2355,TMY3,Low,Mobile Home,KY_Louisville-Standiford.Field.724230,CR08,USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,1980-99s,1980s,Electricity,Mobile Home,<5,Unheated Basement,WoodStud,0-1499,1,None,None,None,1,Double-Loaded Interior,1,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,Typical Efficiency,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour16,None,Day49,0.13
2356,TMY3,High,Single-Family Detached,FL_Orlando.Intl.AP.722050,CR09,USA_FL_Orlando.Intl.AP.722050_TMY3.epw,1960-79s,1970s,Electricity,Single-Family Detached,<5,Slab,Masonry,0-1499,1,None,None,1 Car,2,Double-Loaded Interior,1,N/a,3,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 13",Central,75F,72F,Yes,Yes,3F,2F,Night Setup,Day,National Average,None,EF 15.9,National Average,"Electric, 120% Usage",National Average,"290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,Typical Efficiency,"10% Leakage, R-4",20 ACH50,"Year-Round, 3 days/wk",None,Hour21,Hour17,None,Day245,0.13
2357,TMY3,Low,2 Unit,NC_Wilmington.Intl.AP.723013,CR09,USA_NC_Wilmington.Intl.AP.723013_TMY3.epw,1980-99s,1990s,Electricity,Multi-Family with 2 - 4 Units,<5,Crawl,Masonry,0-1499,1,2,None,None,1,Double-Loaded Interior,N/a,2,6,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-19, Vented",R-30,None,"Asphalt Shingles, Medium",None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,70F,Yes,Yes,3F,2F,Day Setup and Night Setback,Night,National Average,None,EF 15.9,National Average,"Gas, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour6,None,Day280,0.13
2358,TMY3,Medium,Single-Family Detached,CA_Sacramento.Exec.AP.724830,CR11,USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,1940-59s,1940s,Natural Gas,Single-Family Detached,<5,Slab,Masonry,0-1499,1,None,None,None,2,Double-Loaded Interior,2,N/a,1,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",Uninsulated,None,None,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,72F,75F,Yes,Yes,3F,9F,Night Setback,Night,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Gas, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed","EF 12, Average Installed",None,None,None,None,None,None,None,National Average,Typical Efficiency,"30% Leakage, R-4",20 ACH50,"Year-Round, 3 days/wk",None,Hour4,Hour12,None,Day283,0.13
2359,TMY3,High,10 to 19 Unit,MD_Baltimore-Washington.Intl.AP.724060,CR08,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,1960-79s,1960s,Electricity,Multi-Family with 5+ Units,10 to 19 Units low,Unheated Basement,Masonry,0-1499,1,16,None,None,2,Double-Loaded Interior,N/a,1,3,North,2 ft,20 ft^2,F15 B15 L15 R15,None,12,"Ceiling R-7, Vented",R-49,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,200% Usage,"Uninsulated, TrunkBranch, Copper",None,Only Cooling Shared,Fan Coil Cooling Only,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,None,Central,62F,75F,No,No,0F,0F,None,None,National Average,None,EF 6.7,National Average,"Electric, 120% Usage",National Average,"318 Rated kWh, 120% Usage",Yes,"Standard, 120% Usage","Electric, 120% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,200%,National Average,None,"EF 6.9, Average Installed","EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour17,Hour17,None,Day338,0.13
2360,TMY3,Low,Single-Family Detached,GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190,CR09,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw,1960-79s,1960s,Natural Gas,Single-Family Detached,<5,Unheated Basement,Masonry,2500-3499,2,None,None,2 Car,3,Double-Loaded Interior,1,N/a,2,Southeast,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,70F,68F,No,Yes,0F,5F,Day Setup and Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour11,None,Day127,0.13
2361,TMY3,Medium,3 or 4 Unit,MO_Kansas.City.Intl.AP.724460,CR08,USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,1960-79s,1970s,Natural Gas,Multi-Family with 2 - 4 Units,<5,Unheated Basement,Masonry,0-1499,1,4,None,None,2,Double-Loaded Interior,N/a,1,3,South,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-38, Vented",R-13,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,70F,Yes,No,3F,0F,None,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour17,None,Day320,0.13
2362,TMY3,Low,Single-Family Detached,OR_Eugene-Mahlon.Sweet.AP.726930,CR06,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,1980-99s,1980s,Electricity,Single-Family Detached,<5,Crawl,WoodStud,1500-2499,1,None,None,2 Car,3,Double-Loaded Interior,1,N/a,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,"Uninsulated, Vented",None,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Electric Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,Yes,"ASHP, SEER 10, 6.2 HSPF",None,None,None,None,None,None,None,Central,68F,68F,No,No,0F,0F,None,None,National Average,None,EF 15.9,National Average,"Electric, 80% Usage",National Average,"318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,Typical Efficiency,"30% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour13,Hour5,None,Day300,0.13
2363,TMY3,Medium,Single-Family Detached,TN_Nashville.Intl.AP.723270,CR08,USA_TN_Nashville.Intl.AP.723270_TMY3.epw,2000-09s,2000s,Natural Gas,Single-Family Detached,<5,Slab,WoodStud,0-1499,1,None,None,None,3,Double-Loaded Interior,1,N/a,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",2ft R5 Exterior,None,None,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",2+ Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,75F,70F,Yes,No,6F,0F,None,Night,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"318 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-8",10 ACH50,"Year-Round, 3 days/wk",None,Hour22,Hour13,None,Day271,0.13
2364,TMY3,Low,Single-Family Detached,MT_Missoula.Intl.AP.727730,CR05,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,1980-99s,1990s,Natural Gas,Single-Family Detached,<5,Heated Basement,WoodStud,1500-2499,2,None,None,None,2,Double-Loaded Interior,1,N/a,6,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,R-13,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,50% Usage,"Uninsulated, TrunkBranch, Copper",None,Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,None,None,70F,75F,Yes,Yes,3F,2F,Day Setup,Night,National Average,None,EF 6.7,National Average,"Gas, 80% Usage",National Average,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,National Average,None,None,None,Gas Fireplace,None,None,None,None,None,None,National Average,None,In Finished Space,7 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour16,None,Day357,0.13
2365,TMY3,Medium,20 to 49 Unit,CA_San.Francisco.Intl.AP.724940,CR11,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,2000-09s,2000s,Electricity,Multi-Family with 5+ Units,20 to 49 Units low,Slab,Masonry,0-1499,2,20,None,None,1,Double-Loaded Interior,N/a,1,2,North,2 ft,20 ft^2,F15 B15 L15 R15,None,27,"Ceiling R-19, Vented",R-38,None,"Asphalt Shingles, Medium","2ft R5 Perimeter, R5 Gap",None,None,None,None,R-19,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7",1 Pane,Fiberglass,Gas Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,70F,Yes,Yes,6F,2F,Day Setup and Night Setback,Day and Night,National Average,None,EF 15.9,National Average,"Gas, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, R-8",8 ACH50,"Year-Round, 3 days/wk",None,Hour14,Hour14,None,Day158,0.13
