Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
179,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour11,None,4A,"MD, Montgomery County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01003",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,2000-2499,1500-2499,2,None,None,No,None,8,None,None,3,2,Occupied,West,F12 B12 L12 R12,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",15 ACH50,0.13
180,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour8,None,4A,"NJ, Burlington County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 02002",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,2000-2499,1500-2499,1,None,None,No,None,30,None,2 Car,4,5,Occupied,West,F9 B9 L9 R9,4,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-13,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,70F,70F,Yes,Yes,6F,2F,Night Setup,Night -1h,EF 17.6,"Electric, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",7 ACH50,0.13
181,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour0,Hour16,None,4A,"VA, Henrico County",VA_Richmond.Intl.AP.724010,Non-CBSA South Atlantic,VA,CR08,South Atlantic,South,PJM,Mixed-Humid,"VA, 51225",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Heated Basement,WoodStud,1500-1999,1500-2499,2,None,None,No,None,36,None,None,2,2,Occupied,North,F15 B15 L15 R15,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,Uninsulated,"Wood Stud, R-11",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 13",Central,76F,68F,Yes,Yes,3F,5F,Day Setup +3h,Night -5h,EF 10.5,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,25 ACH50,0.13
182,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour20,None,5A,"IL, Will County",IL_Chicago-OHare.Intl.AP.725300,"CBSA Chicago-Naperville-Elgin, IL-IN-WI",IL,CR04,East North Central,Midwest,PJM,Cold,"IL, 03106",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,1500-1999,1500-2499,3,None,None,No,None,36,None,None,3,2,Occupied,West,F12 B12 L12 R12,12,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Wall R-10, Unvented",None,None,None,Uninsulated,"Wood Stud, R-11",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,65F,70F,Yes,No,3F,0F,None,Day and Night -5h,EF 15.9,"Gas, 120% Usage","318 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",None,None,None,None,None,None,"10% Leakage, Uninsulated",15 ACH50,0.13
183,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour4,Hour19,None,4A,"MD, Baltimore County",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00502",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Unheated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,30,None,2 Car,3,2,Occupied,South,F15 B15 L15 R15,12,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Ceiling R-19,None,None,R-13,"CMU, 6-in Hollow, R-19",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 76% AFUE",None,None,None,None,"AC, SEER 10",Central,72F,75F,No,Yes,0F,5F,Night Setup -2h,None,EF 17.6,"Electric, 100% Usage",None,None,None,None,None,None,None,None,None,None,"20% Leakage, Uninsulated",15 ACH50,0.13
184,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour1,Hour21,None,2A,"LA, Orleans Parish",LA_New.Orleans.Intl.AP.722310,Non-CBSA West South Central,LA,CR09,West South Central,South,MISO,Hot-Humid,"LA, 02400",Single-Family Attached,1970s,1960-79,Single-Family Attached,Electricity,<5,Slab,WoodStud,500-749,0-1499,1,None,None,No,None,8,None,None,2,2,Occupied,North,F15 B15 L15 R15,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Electric Tankless,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,78F,72F,Yes,No,3F,0F,None,Night -5h,EF 17.6,"Electric, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",None,None,None,None,None,None,"30% Leakage, R-4",20 ACH50,0.13
185,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour14,Hour15,None,3B,"CA, Los Angeles County",CA_Los.Angeles.Intl.AP.722950,"CBSA Los Angeles-Long Beach-Anaheim, CA",CA,CR11,Pacific,West,None,Hot-Dry,"CA, 03750",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,500-749,0-1499,1,None,None,No,None,8,None,None,3,4,Occupied,South,F9 B9 L9 R9,7,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 60% AFUE",None,None,None,None,None,None,70F,68F,No,No,0F,0F,None,None,EF 17.6,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",EF 15.9,None,None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
186,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour21,Hour14,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00805",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Heated Basement,Masonry,1500-1999,1500-2499,2,None,None,No,None,6,None,None,3,5,Occupied,West,F18 B18 L18 R18,27,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,75F,75F,No,No,0F,0F,None,None,EF 6.7,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",EF 10.2,None,None,None,None,None,In Finished Space,20 ACH50,0.13
187,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour15,Hour15,None,4A,"VA, Alexandria city",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",VA,CR08,South Atlantic,South,PJM,Mixed-Humid,"VA, 51255",Single-Family Attached,1990s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,1500-1999,1500-2499,1,None,None,No,None,8,None,2 Car,3,3,Occupied,Northeast,F30 B30 L30 R30,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,75F,Yes,No,6F,0F,None,Day and Night -3h,EF 17.6,"Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",EF 15.9,None,None,None,None,None,"30% Leakage, Uninsulated",10 ACH50,0.13
188,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,Typical Efficiency,"Year-Round, 3 days/wk",None,Hour23,Hour17,None,5A,"IL, Lake County",IL_Chicago-OHare.Intl.AP.725300,"CBSA Chicago-Naperville-Elgin, IL-IN-WI",IL,CR04,East North Central,Midwest,None,Cold,"IL, 03306",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,1500-1999,1500-2499,1,None,None,No,None,5,None,2 Car,3,1,Occupied,Southeast,F9 B9 L9 R9,7,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,72F,67F,No,No,0F,0F,None,None,EF 17.6,"Electric, 120% Usage",None,Yes,"EnergyStar, 120% Usage","Electric, 120% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,8 ACH50,0.13
189,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour21,Hour8,None,3A,"NC, New Hanover County",NC_Wilmington.Intl.AP.723013,Non-CBSA South Atlantic,NC,CR09,South Atlantic,South,None,Hot-Humid,"NC, 04700",Single-Family Attached,1990s,1980-99,Single-Family Attached,Electricity,<5,Crawl,Masonry,1000-1499,0-1499,2,None,None,No,None,5,None,None,3,1,Occupied,North,F30 B30 L30 R30,27,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-13, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Furnace,None,None,None,None,None,"AC, SEER 10",Central,70F,75F,No,Yes,0F,5F,Day Setup,None,EF 17.6,"Electric, 100% Usage","290 Rated kWh, 100% Usage",Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",20 ACH50,0.13
190,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour8,None,5A,"NJ, Mercer County",PA_Allentown-Lehigh.Valley.Intl.AP.725170,Non-CBSA Middle Atlantic,NJ,CR07,Middle Atlantic,Northeast,PJM,Cold,"NJ, 02301",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,WoodStud,1000-1499,0-1499,2,None,None,No,None,20,None,None,3,4,Occupied,Southwest,F12 B12 L12 R12,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 15",Central,70F,70F,Yes,Yes,6F,9F,Night Setup -4h,Day and Night -1h,EF 17.6,"Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"20% Leakage, Uninsulated",8 ACH50,0.13
191,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour23,Hour7,None,5B,"UT, Salt Lake County",UT_Salt.Lake.City.Intl.AP.725720,Non-CBSA Mountain,UT,CR05,Mountain,West,None,Cold,"UT, 35005",Single-Family Attached,1970s,1960-79,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,750-999,0-1499,1,None,None,No,None,12,None,None,2,2,Occupied,North,F9 B9 L9 R9,27,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, R-7",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,None,Central,72F,67F,No,Yes,0F,9F,Day Setup +1h,None,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 17.6,None,None,None,None,None,In Finished Space,15 ACH50,0.13
192,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour2,Hour16,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00801",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,1000-1499,0-1499,1,None,None,No,None,8,None,None,3,2,Occupied,East,F18 B18 L18 R18,12,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",2+ Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,70F,75F,Yes,Yes,6F,9F,Night Setup -5h,Night -3h,EF 17.6,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,25 ACH50,0.13
193,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour19,Hour16,None,4A,"PA, Philadelphia County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"PA, 03202",Single-Family Attached,1940s,1940-59,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,500-749,0-1499,1,None,None,No,None,10,None,None,1,2,Occupied,South,F12 B12 L12 R12,12,"Ceiling R-19, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,70F,70F,No,No,0F,0F,None,None,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,None,Electric,None,None,None,In Finished Space,40 ACH50,0.13
194,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour6,Hour17,None,4A,"MD, Baltimore city",MD_Baltimore-Washington.Intl.AP.724060,Non-CBSA South Atlantic,MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 00805",Single-Family Attached,1950s,1940-59,Single-Family Attached,Natural Gas,<5,Unheated Basement,Masonry,1000-1499,0-1499,1,None,None,No,None,12,None,1 Car,2,2,Occupied,Northwest,F15 B15 L15 R15,12,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,75F,75F,Yes,No,12F,0F,None,Night +2h,EF 17.6,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",EF 17.6,None,None,None,None,None,"30% Leakage, Uninsulated",25 ACH50,0.13
195,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour9,Hour6,None,4A,"DE, New Castle County",DE_Wilmington-New.Castle.County.AP.724089,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",DE,CR08,South Atlantic,South,PJM,Mixed-Humid,"DE, 00101",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1500-1999,1500-2499,2,None,None,No,None,10,None,None,3,5,Occupied,North,F15 B15 L15 R15,None,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 13",Central,65F,68F,Yes,Yes,6F,5F,Day Setup +2h,Day and Night -1h,EF 17.6,"Electric, 80% Usage","290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",EF 17.6,"EF 12, National Average",None,None,None,None,"30% Leakage, R-4",50 ACH50,0.13
196,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour17,None,5A,"PA, Berks County",PA_Allentown-Lehigh.Valley.Intl.AP.725170,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 02702",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,2000-2499,1500-2499,1,None,None,No,None,15,None,None,4,1,Occupied,East,F9 B9 L9 R9,7,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Uninsulated, Vented",None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,72F,76F,Yes,Yes,3F,2F,Day Setup -4h,Day and Night +4h,EF 17.6,"Gas, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",EF 15.9,None,None,None,None,None,"10% Leakage, Uninsulated",15 ACH50,0.13
197,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour15,None,4A,"NY, Richmond County",NJ_Newark.Intl.AP.725020,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 03902",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,Masonry,1000-1499,0-1499,2,None,None,No,None,5,None,None,3,4,Occupied,South,F9 B9 L9 R9,12,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-19,"CMU, 6-in Hollow, R-19",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 72% AFUE",None,None,None,None,"AC, SEER 13",Central,72F,68F,No,Yes,0F,5F,Day and Night Setup -4h,None,EF 10.5,"Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",25 ACH50,0.13
