Building,Usage Level,Corridor,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Solar Hot Water,Ceiling Fan,Dehumidifier,Refrigeration Schedule,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Pool Schedule,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,ASHRAE IECC Climate Zone 2004,County,Location,AHS Region,State,Location Region,Census Division,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units HL,Geometry Foundation Type,Geometry Wall Type,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Has Rear Units MF,Geometry Building Horizontal Location MF,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Garage,Bedrooms,Occupants,Vacancy Status,Orientation,Window Areas,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier,Roof Material Unfinished Attic,Roof Material Finished Roof,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Windows,Water Heater,Hot Water Distribution,HVAC System Is Shared,HVAC System Shared Electricity,HVAC System Shared Natural Gas,HVAC System Shared Propane,HVAC System Shared Fuel Oil,HVAC System Shared Other Fuel,HVAC System Shared None,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Ducts,Infiltration,Geometry Perimeter Footprint Ratio
519,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour16,Hour18,None,5A,"PA, Allegheny County",PA_Pittsburgh.Intl.AP.725200,Non-CBSA Middle Atlantic,PA,CR07,Middle Atlantic,Northeast,PJM,Cold,"PA, 01702",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Heated Basement,Masonry,1500-1999,1500-2499,2,None,None,No,None,6,Right,1 Car,3,2,Occupied,East,F12 B12 L12 R12,12,"Ceiling R-7, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Uninsulated,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,None,None,72F,68F,Yes,No,3F,0F,None,Day and Night +3h,EF 17.6,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,In Finished Space,20 ACH50,0.13
520,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour10,Hour23,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04009",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,90,Left,None,3,1,Occupied,East,F18 B18 L18 R18,None,"Uninsulated, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,68F,No,No,0F,0F,None,None,EF 15.9,"Gas, 120% Usage",None,None,None,None,None,None,None,None,None,None,"20% Leakage, Uninsulated",40 ACH50,0.13
521,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour10,Hour23,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04009",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,90,Middle,None,3,1,Occupied,East,F18 B18 L18 R18,None,"Uninsulated, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,68F,No,No,0F,0F,None,None,EF 15.9,"Gas, 120% Usage",None,None,None,None,None,None,None,None,None,None,"20% Leakage, Uninsulated",40 ACH50,0.13
522,High,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,200% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour10,Hour23,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04009",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Unheated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,90,Right,None,3,1,Occupied,East,F18 B18 L18 R18,None,"Uninsulated, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,70F,68F,No,No,0F,0F,None,None,EF 15.9,"Gas, 120% Usage",None,None,None,None,None,None,None,None,None,None,"20% Leakage, Uninsulated",40 ACH50,0.13
523,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour12,None,5A,"MI, Macomb County",MI_Detroit.Metro.AP.725370,"CBSA Detroit-Warren-Dearborn, MI",MI,CR04,East North Central,Midwest,MISO,Cold,"MI, 03003",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,5,Left,2 Car,3,4,Occupied,Northwest,F9 B9 L9 R9,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-30,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,68F,Yes,No,12F,0F,None,Night +1h,EF 15.9,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,15 ACH50,0.13
524,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour12,None,5A,"MI, Macomb County",MI_Detroit.Metro.AP.725370,"CBSA Detroit-Warren-Dearborn, MI",MI,CR04,East North Central,Midwest,MISO,Cold,"MI, 03003",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,5,Middle,2 Car,3,4,Occupied,Northwest,F9 B9 L9 R9,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-30,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,68F,Yes,No,12F,0F,None,Night +1h,EF 15.9,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,15 ACH50,0.13
525,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,50%,None,Gas Fireplace,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour12,None,5A,"MI, Macomb County",MI_Detroit.Metro.AP.725370,"CBSA Detroit-Warren-Dearborn, MI",MI,CR04,East North Central,Midwest,MISO,Cold,"MI, 03003",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,Masonry,2000-2499,1500-2499,1,None,None,No,None,5,Right,2 Car,3,4,Occupied,Northwest,F9 B9 L9 R9,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-5,None,R-30,"CMU, 6-in Hollow, R-15",2+ Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 13",Central,68F,68F,Yes,No,12F,0F,None,Night +1h,EF 15.9,"Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Gas, 80% Usage",None,"EF 12, National Average",None,None,None,None,In Finished Space,15 ACH50,0.13
526,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour14,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04010",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,2,None,None,No,None,30,Left,None,2,1,Occupied,North,F9 B9 L9 R9,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,75F,Yes,No,12F,0F,None,Night +1h,EF 17.6,"Electric, 100% Usage",None,Yes,"Standard, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
527,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour14,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04010",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,2,None,None,No,None,30,Middle,None,2,1,Occupied,North,F9 B9 L9 R9,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,75F,Yes,No,12F,0F,None,Night +1h,EF 17.6,"Electric, 100% Usage",None,Yes,"Standard, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
528,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour20,Hour14,None,4A,"NY, Kings County",NY_New.York-J.F.Kennedy.Intl.AP.744860,"CBSA New York-Newark-Jersey City, NY-NJ-PA",NY,CR07,Middle Atlantic,Northeast,NYISO,Mixed-Humid,"NY, 04010",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,2,None,None,No,None,30,Right,None,2,1,Occupied,North,F9 B9 L9 R9,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",1 Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Boiler, 80% AFUE",None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,75F,Yes,No,12F,0F,None,Night +1h,EF 17.6,"Electric, 100% Usage",None,Yes,"Standard, 100% Usage","Gas, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",20 ACH50,0.13
529,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour14,None,6A,"MN, Dakota County",MN_Minneapolis-St.Paul.Intl.AP.726580,Non-CBSA West North Central,MN,CR02,West North Central,Midwest,MISO,Cold,"MN, 01502",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,6,Left,2 Car,4,2,Occupied,North,F18 B18 L18 R18,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-19",1 Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,67F,No,Yes,0F,2F,Day Setup,None,EF 15.9,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,In Finished Space,4 ACH50,0.13
530,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour14,None,6A,"MN, Dakota County",MN_Minneapolis-St.Paul.Intl.AP.726580,Non-CBSA West North Central,MN,CR02,West North Central,Midwest,MISO,Cold,"MN, 01502",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,6,Middle,2 Car,4,2,Occupied,North,F18 B18 L18 R18,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-19",1 Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,67F,No,Yes,0F,2F,Day Setup,None,EF 15.9,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,In Finished Space,4 ACH50,0.13
531,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,None,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour22,Hour14,None,6A,"MN, Dakota County",MN_Minneapolis-St.Paul.Intl.AP.726580,Non-CBSA West North Central,MN,CR02,West North Central,Midwest,MISO,Cold,"MN, 01502",Single-Family Attached,2000s,2000-09,Single-Family Attached,Natural Gas,<5,Heated Basement,WoodStud,2000-2499,1500-2499,2,None,None,No,None,6,Right,2 Car,4,2,Occupied,North,F18 B18 L18 R18,12,"Ceiling R-49, Vented",None,No,"Asphalt Shingles, Medium",None,None,None,None,Wall R-10,None,R-30,"Wood Stud, R-19",1 Pane,Gas Standard,"Uninsulated, HomeRun, PEX",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 92.5% AFUE",None,None,None,None,"AC, SEER 10",Central,67F,67F,No,Yes,0F,2F,Day Setup,None,EF 15.9,"Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,In Finished Space,4 ACH50,0.13
532,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour13,None,3C,"CA, San Francisco County",CA_San.Francisco.Intl.AP.724940,"CBSA San Francisco-Oakland-Hayward, CA",CA,CR11,Pacific,West,None,Marine,"CA, 07505",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,30,Left,None,4,6,Occupied,North,F12 B12 L12 R12,None,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Room,70F,67F,Yes,No,12F,0F,None,Night -2h,EF 15.9,"Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
533,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour13,None,3C,"CA, San Francisco County",CA_San.Francisco.Intl.AP.724940,"CBSA San Francisco-Oakland-Hayward, CA",CA,CR11,Pacific,West,None,Marine,"CA, 07505",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,30,Middle,None,4,6,Occupied,North,F12 B12 L12 R12,None,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Room,70F,67F,Yes,No,12F,0F,None,Night -2h,EF 15.9,"Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
534,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,None,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour5,Hour13,None,3C,"CA, San Francisco County",CA_San.Francisco.Intl.AP.724940,"CBSA San Francisco-Oakland-Hayward, CA",CA,CR11,Pacific,West,None,Marine,"CA, 07505",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,<5,Slab,Masonry,1000-1499,0-1499,1,None,None,No,None,30,Right,None,4,6,Occupied,North,F12 B12 L12 R12,None,"Ceiling R-13, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",2+ Pane,Gas Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Wall/Floor Furnace, 68% AFUE",None,None,None,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Room,70F,67F,Yes,No,12F,0F,None,Night -2h,EF 15.9,"Gas, 80% Usage","290 Rated kWh, 80% Usage",Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"10% Leakage, R-4",15 ACH50,0.13
535,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour11,None,4A,"MD, Montgomery County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01003",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,2000-2499,1500-2499,2,None,None,No,None,8,Left,None,3,2,Occupied,West,F12 B12 L12 R12,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",15 ACH50,0.13
536,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour11,None,4A,"MD, Montgomery County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01003",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,2000-2499,1500-2499,2,None,None,No,None,8,Middle,None,3,2,Occupied,West,F12 B12 L12 R12,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",15 ACH50,0.13
537,Medium,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,100% Usage,None,Standard Efficiency,None,National Average,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour17,Hour11,None,4A,"MD, Montgomery County",VA_Sterling-Washington.Dulles.Intl.AP.724030,"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV",MD,CR08,South Atlantic,South,PJM,Mixed-Humid,"MD, 01003",Single-Family Attached,1980s,1980-99,Single-Family Attached,Electricity,<5,Slab,Masonry,2000-2499,1500-2499,2,None,None,No,None,8,Right,None,3,2,Occupied,West,F12 B12 L12 R12,27,"Ceiling R-30, Vented",None,No,"Asphalt Shingles, Medium",None,Uninsulated,None,None,None,None,R-19,"CMU, 6-in Hollow, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,EF 15.9,"Electric, 100% Usage","318 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",None,None,None,None,None,None,"20% Leakage, R-4",15 ACH50,0.13
538,Low,Double-Loaded Interior,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.7",Fiberglass,50% Usage,None,Standard Efficiency,None,National Average,100% LED,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,National Average,None,"Year-Round, 3 days/wk",None,Hour18,Hour8,None,4A,"NJ, Burlington County",PA_Philadelphia.Intl.AP.724080,"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NJ,CR07,Middle Atlantic,Northeast,PJM,Mixed-Humid,"NJ, 02002",Single-Family Attached,1980s,1980-99,Single-Family Attached,Natural Gas,<5,Crawl,WoodStud,2000-2499,1500-2499,1,None,None,No,None,30,Left,2 Car,4,5,Occupied,West,F9 B9 L9 R9,4,"Ceiling R-38, Vented",None,No,"Asphalt Shingles, Medium",None,None,"Ceiling R-19, Vented",None,None,None,R-13,"Wood Stud, R-11",1 Pane,Electric Standard,"Uninsulated, TrunkBranch, Copper",Neither Shared,None,None,None,None,None,None,No,None,None,"Gas Furnace, 80% AFUE",None,None,None,None,"AC, SEER 10",Central,70F,70F,Yes,Yes,6F,2F,Night Setup,Night -1h,EF 17.6,"Electric, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",None,None,None,None,None,None,"30% Leakage, Uninsulated",7 ACH50,0.13
