Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Mar 05, 2001",1.465,1.633,1.659,1.672,1.603,1.63,1.664,1.88,1.704,1.646,1.707,1.836,1.788,1.627,1.553,1.58,,,1.531,1.696,1.338,,1.284,1.085,,1.565,1.5,1.332,1.284,,1.22,1.476,,1.166,,1.367,,,,,,,,,,
"Mar 12, 2001",1.434,1.602,1.64,1.642,1.594,1.617,1.64,1.86,1.689,1.615,1.705,1.809,1.731,1.606,1.502,1.535,,,1.47,1.688,1.307,,1.253,1.061,,1.443,1.464,1.317,1.257,,1.151,1.455,,1.16,,1.361,,,,,,,,,,
"Mar 19, 2001",1.397,1.563,1.622,1.594,1.572,1.607,1.632,1.808,1.676,1.566,1.692,1.664,1.698,1.564,1.469,1.499,,,1.439,1.641,1.272,,1.243,1.046,,1.416,1.395,1.285,1.226,,1.123,1.404,,1.124,,1.322,,,,,,,,,,
"Oct 01, 2001",1.146,1.337,1.442,1.355,1.493,1.445,1.423,1.411,1.489,1.337,1.368,1.458,1.347,1.354,1.265,1.247,,,1.205,1.318,1.023,,1.008,0.887,,1.133,1.145,0.984,0.949,0.815,0.86,1.153,,0.887,,1.045,,,,,,,,,,
"Oct 08, 2001",1.14,1.33,1.438,1.351,1.487,1.437,1.433,1.409,1.476,1.331,1.355,1.442,1.337,1.341,1.276,1.237,,,1.184,1.328,1.019,,0.987,0.878,,1.145,1.144,0.974,0.947,0.797,0.85,1.155,,0.885,,1.036,,,,,,,,,,
"Oct 15, 2001",1.135,1.33,1.436,1.364,1.482,1.434,1.418,1.412,1.478,1.333,1.38,1.439,1.334,1.338,1.283,1.236,,,1.181,1.328,1.011,,0.984,0.872,,1.122,1.137,0.984,0.94,0.798,0.852,1.136,,0.89,,1.036,,,,,,,,,,
"Oct 22, 2001",1.137,1.329,1.435,1.357,1.486,1.435,1.426,1.413,1.472,1.336,1.38,1.448,1.333,1.346,1.28,1.225,,,1.161,1.332,1.013,,0.985,0.869,,1.121,1.138,0.985,0.957,0.786,0.846,1.131,,0.891,,1.04,,,,,,,,,,
"Oct 29, 2001",1.135,1.328,1.427,1.359,1.486,1.424,1.41,1.411,1.463,1.339,1.414,1.45,1.35,1.348,1.276,1.224,,,1.16,1.333,1.01,,0.984,0.872,,1.121,1.141,0.979,0.948,0.774,0.846,1.133,,0.893,,1.037,,,,,,,,,,
"Nov 05, 2001",1.138,1.331,1.423,1.368,1.455,1.41,1.405,1.457,1.47,1.337,1.413,1.447,1.345,1.345,1.277,1.241,,,1.182,1.34,1.012,,0.999,0.867,,1.129,1.134,0.979,0.956,0.771,0.849,1.128,,0.887,,1.039,,,,,,,,,,
"Nov 12, 2001",1.134,1.323,1.417,1.36,1.448,1.413,1.402,1.462,1.452,1.323,1.409,1.425,1.322,1.33,1.266,1.24,,,1.181,1.34,1.011,,1.003,0.865,,1.126,1.132,0.977,0.954,0.772,0.849,1.133,,0.88,,1.034,,,,,,,,,,
"Nov 19, 2001",1.132,1.321,1.411,1.353,1.433,1.407,1.397,1.455,1.454,1.321,1.408,1.424,1.323,1.333,1.257,1.24,,,1.18,1.341,1.008,,0.995,0.864,,1.124,1.137,0.97,0.956,0.779,0.849,1.124,,0.876,,1.031,,,,,,,,,,
"Nov 26, 2001",1.126,1.313,1.41,1.355,1.436,1.403,1.392,1.45,1.453,1.316,1.397,1.412,1.32,1.326,1.257,1.223,,,1.161,1.327,1.004,,0.997,0.85,,1.123,1.139,0.958,0.955,0.77,0.837,1.128,,0.878,,1.016,,,,,,,,,,
"Dec 03, 2001",1.12,1.302,1.396,1.336,1.43,1.379,1.393,1.441,1.427,1.305,1.392,1.398,1.315,1.326,1.234,1.214,,,1.15,1.322,1.002,,0.992,0.847,,1.122,1.151,0.952,0.936,0.768,0.835,1.129,,0.884,,1.014,,,,,,,,,,
"Dec 10, 2001",1.116,1.298,1.391,1.334,1.416,1.359,1.398,1.441,1.426,1.297,1.385,1.389,1.308,1.312,1.231,1.218,,,1.162,1.313,0.997,,0.984,0.846,,1.122,1.136,0.95,0.936,0.777,0.835,1.123,,0.88,,1.005,,,,,,,,,,
"Dec 17, 2001",1.117,1.297,1.392,1.333,1.405,1.366,1.4,1.436,1.43,1.295,1.36,1.379,1.307,1.315,1.231,1.215,,,1.162,1.305,1.001,,0.983,0.842,,1.123,1.155,0.956,0.935,0.773,0.832,1.137,,0.876,,1.004,,,,,,,,,,
"Dec 24, 2001",1.121,1.3,1.391,1.328,1.405,1.368,1.399,1.437,1.43,1.3,1.367,1.38,1.31,1.322,1.236,1.218,,,1.166,1.305,1.004,,0.993,0.845,,1.125,1.16,0.949,0.937,0.773,0.829,1.151,,0.876,,1.007,,,,,,,,,,
"Dec 31, 2001",1.127,1.303,1.395,1.344,1.407,1.361,1.409,1.437,1.429,1.304,1.369,1.384,1.317,1.323,1.241,1.222,,,1.171,1.308,1.012,,1.005,0.845,,1.144,1.162,0.949,0.958,0.769,0.829,1.156,,0.873,,1.013,,,,,,,,,,
"Jan 07, 2002",1.133,1.309,1.402,1.342,1.421,1.373,1.412,1.436,1.439,1.308,1.372,1.389,1.324,1.33,1.242,1.229,,,1.173,1.323,1.02,,1.034,0.848,,1.152,1.174,0.952,0.963,0.769,0.84,1.163,,0.873,,1.013,,,,,,,,,,
"Jan 14, 2002",1.134,1.312,1.405,1.341,1.423,1.369,1.421,1.482,1.441,1.31,1.372,1.384,1.326,1.336,1.242,1.235,,,1.178,1.332,1.018,,1.034,0.847,,1.15,1.159,0.952,0.959,0.77,0.838,1.17,,0.861,,1.018,,,,,,,,,,
"Jan 21, 2002",1.134,1.316,1.405,1.337,1.43,1.359,1.424,1.482,1.449,1.316,1.372,1.392,1.33,1.342,1.249,1.238,,,1.181,1.335,1.016,,1.032,0.841,,1.153,1.163,0.939,0.962,0.77,0.84,1.166,,0.861,,1.016,,,,,,,,,,
"Jan 28, 2002",1.135,1.316,1.403,1.333,1.426,1.357,1.419,1.482,1.449,1.315,1.372,1.392,1.33,1.337,1.251,1.243,,,1.188,1.337,1.017,,1.031,0.841,,1.149,1.166,0.951,0.962,0.773,0.839,1.159,,0.861,,1.016,,,,,,,,,,
"Feb 04, 2002",1.133,1.315,1.404,1.333,1.428,1.355,1.423,1.482,1.453,1.314,1.371,1.392,1.338,1.334,1.249,1.24,,,1.182,1.336,1.016,,1.015,0.844,,1.152,1.161,0.954,0.959,0.773,0.839,1.16,,0.861,,1.021,,,,,,,,,,
"Feb 11, 2002",1.13,1.315,1.405,1.333,1.426,1.359,1.423,1.471,1.452,1.314,1.366,1.391,1.335,1.334,1.252,1.24,,,1.183,1.336,1.01,,1.012,0.842,,1.14,1.157,0.952,0.958,0.735,0.827,1.147,,0.854,,1.022,,,,,,,,,,
"Feb 18, 2002",1.128,1.316,1.405,1.334,1.433,1.357,1.422,1.471,1.452,1.315,1.374,1.389,1.329,1.334,1.255,1.242,,,1.184,1.34,1.006,,1.011,0.842,,1.139,1.156,0.95,0.942,0.735,0.824,1.143,,0.856,,1.017,,,,,,,,,,
"Feb 25, 2002",1.125,1.315,1.406,1.339,1.431,1.363,1.422,1.471,1.449,1.316,1.374,1.395,1.334,1.334,1.256,1.235,,,1.175,1.336,1.003,,1.001,0.842,,1.131,1.156,0.95,0.934,0.734,0.824,1.14,,0.851,,1.017,,,,,,,,,,
"Mar 04, 2002",1.125,1.315,1.402,1.339,1.433,1.352,1.422,1.474,1.441,1.318,1.376,1.397,1.342,1.334,1.257,1.234,,,1.18,1.326,1.003,,1.006,0.842,,1.127,1.152,0.95,0.945,0.736,0.824,1.135,,0.843,,1.016,,,,,,,,,,
"Mar 11, 2002",1.122,1.316,1.4,1.337,1.433,1.355,1.414,1.475,1.441,1.321,1.381,1.395,1.342,1.337,1.262,1.237,,,1.181,1.329,0.996,,1,0.845,,1.126,1.129,0.95,0.933,0.739,0.814,1.116,,0.838,,1.016,,,,,,,,,,
"Mar 18, 2002",1.123,1.318,1.404,1.337,1.433,1.355,1.418,1.475,1.453,1.324,1.388,1.39,1.347,1.341,1.262,1.235,,,1.182,1.323,0.996,,0.986,0.844,,1.121,1.128,0.972,0.933,0.734,0.809,1.112,,0.839,,1.017,,,,,,,,,,
"Oct 07, 2002",1.122,1.317,1.398,1.325,1.521,1.363,1.411,1.389,1.395,1.332,1.366,1.406,1.377,1.337,1.293,1.219,,,1.172,1.314,0.989,,0.995,0.79,,1.096,1.107,0.92,0.918,0.721,0.812,1.105,,0.841,,0.961,,,,,,,,,,
"Oct 14, 2002",1.131,1.326,1.403,1.336,1.512,1.388,1.414,1.385,1.395,1.337,1.381,1.418,1.382,1.333,1.304,1.236,,,1.187,1.336,0.998,,1.008,0.793,,1.104,1.117,0.926,0.929,0.734,0.814,1.114,,0.85,,0.976,,,,,,,,,,
"Oct 21, 2002",1.137,1.333,1.41,1.338,1.516,1.393,1.434,1.388,1.398,1.347,1.39,1.423,1.4,1.337,1.319,1.243,,,1.194,1.342,1.003,,1.013,0.797,,1.121,1.117,0.928,0.931,0.736,0.827,1.111,,0.859,,0.976,,,,,,,,,,
"Oct 28, 2002",1.141,1.334,1.41,1.339,1.51,1.392,1.434,1.397,1.398,1.35,1.399,1.424,1.407,1.339,1.324,1.24,,,1.19,1.343,1.01,,1.019,0.811,,1.13,1.119,0.937,0.943,0.739,0.842,1.109,,0.87,,0.982,,,,,,,,,,
"Nov 04, 2002",1.151,1.336,1.413,1.341,1.515,1.403,1.44,1.399,1.398,1.354,1.395,1.431,1.408,1.344,1.326,1.237,,,1.189,1.333,1.026,,1.028,0.834,,1.145,1.133,0.965,0.961,0.743,0.862,1.124,,0.877,,0.996,,,,,,,,,,
"Nov 11, 2002",1.158,1.344,1.416,1.343,1.519,1.411,1.441,1.399,1.398,1.358,1.399,1.433,1.425,1.349,1.327,1.257,,,1.213,1.345,1.033,,1.038,0.83,,1.152,1.137,0.981,0.964,0.743,0.867,1.138,,0.886,,1.001,,,,,,,,,,
"Nov 18, 2002",1.161,1.348,1.417,1.337,1.521,1.406,1.443,1.41,1.402,1.359,1.394,1.435,1.434,1.35,1.328,1.267,,,1.221,1.36,1.035,,1.041,0.831,,1.147,1.142,0.981,0.964,0.743,0.868,1.151,,0.884,,1.005,,,,,,,,,,
"Nov 25, 2002",1.168,1.351,1.417,1.339,1.52,1.403,1.447,1.41,1.402,1.364,1.392,1.439,1.441,1.353,1.334,1.271,,,1.221,1.371,1.044,,1.047,0.836,,1.163,1.15,0.986,0.982,0.743,0.876,1.157,,0.888,,1.018,,,,,,,,,,
"Dec 02, 2002",1.175,1.354,1.423,1.351,1.517,1.409,1.455,1.463,1.405,1.367,1.399,1.44,1.431,1.358,1.337,1.273,,,1.221,1.377,1.053,,1.051,0.853,,1.191,1.157,0.99,0.986,0.744,0.88,1.161,,0.894,,1.022,,,,,,,,,,
"Dec 09, 2002",1.188,1.368,1.427,1.359,1.526,1.419,1.458,1.459,1.406,1.379,1.407,1.465,1.45,1.362,1.355,1.298,,,1.243,1.41,1.065,,1.085,0.86,,1.202,1.163,0.996,1.002,0.747,0.884,1.182,,0.899,,1.032,,,,,,,,,,
"Dec 16, 2002",1.208,1.388,1.451,1.373,1.534,1.422,1.478,1.467,1.446,1.396,1.43,1.495,1.484,1.365,1.381,1.319,,,1.264,1.431,1.085,,1.107,0.882,,1.229,1.175,1.01,1.021,0.784,0.903,1.199,,0.911,,1.061,,,,,,,,,,
"Dec 23, 2002",1.231,1.411,1.46,1.393,1.563,1.412,1.486,1.486,1.455,1.424,1.477,1.52,1.518,1.39,1.408,1.347,,,1.29,1.465,1.109,,1.116,0.892,,1.247,1.219,1.032,1.049,0.793,0.913,1.233,,0.935,,1.073,,,,,,,,,,
"Dec 30, 2002",1.252,1.435,1.487,1.424,1.577,1.428,1.495,1.51,1.498,1.447,1.493,1.533,1.535,1.419,1.429,1.368,,,1.311,1.484,1.128,,1.149,0.89,,1.288,1.231,1.046,1.062,0.799,0.938,1.259,,0.944,,1.087,,,,,,,,,,
"Jan 06, 2003",1.268,1.46,1.511,1.445,1.581,1.471,1.55,1.511,1.505,1.471,1.515,1.547,1.565,1.456,1.44,1.398,,,1.342,1.513,1.138,,1.153,0.909,,1.3,1.246,1.051,1.064,0.806,0.949,1.274,,0.948,,1.101,,,,,,,,,,
"Jan 13, 2003",1.276,1.466,1.515,1.448,1.581,1.471,1.556,1.514,1.511,1.483,1.529,1.575,1.581,1.464,1.451,1.397,,,1.334,1.525,1.146,,1.156,0.919,,1.302,1.245,1.06,1.085,0.806,0.954,1.295,,0.948,,1.112,,,,,,,,,,
"Jan 20, 2003",1.326,1.513,1.534,1.49,1.607,1.486,1.57,1.58,1.524,1.53,1.595,1.62,1.625,1.504,1.505,1.469,,,1.416,1.577,1.198,,1.207,0.946,,1.357,1.321,1.11,1.129,0.843,0.978,1.355,,0.983,,1.149,,,,,,,,,,
"Jan 27, 2003",1.359,1.557,1.583,1.542,1.614,1.521,1.585,1.581,1.608,1.578,1.674,1.687,1.713,1.537,1.552,1.503,,,1.44,1.632,1.225,,1.229,0.967,,1.387,1.371,1.125,1.153,0.855,1.013,1.373,,0.99,,1.163,,,,,,,,,,
"Feb 03, 2003",1.437,1.644,1.641,1.586,1.651,1.567,1.653,1.653,1.673,1.678,1.866,1.794,1.815,1.621,1.653,1.598,,,1.556,1.686,1.298,,1.312,1.021,,1.485,1.465,1.178,1.192,0.901,1.06,1.472,,1.038,,1.214,,,,,,,,,,
"Feb 10, 2003",1.483,1.687,1.711,1.621,1.692,1.608,1.693,1.666,1.787,1.722,1.948,1.861,1.922,1.645,1.697,1.613,,,1.558,1.721,1.346,,1.357,1.087,,1.516,1.498,1.247,1.263,0.973,1.127,1.495,,1.096,,1.268,,,,,,,,,,
"Feb 17, 2003",1.497,1.701,1.727,1.64,1.73,1.633,1.707,1.692,1.796,1.745,1.918,1.885,1.945,1.681,1.711,1.612,,,1.546,1.747,1.36,,1.38,1.082,,1.51,1.506,1.271,1.277,0.943,1.146,1.524,,1.108,,1.313,,,,,,,,,,
"Feb 24, 2003",1.504,1.711,1.735,1.66,1.741,1.648,1.71,1.703,1.801,1.753,1.927,1.895,1.959,1.69,1.716,1.626,,,1.552,1.776,1.365,,1.377,1.09,,1.523,1.52,1.271,1.277,0.948,1.121,1.539,,1.092,,1.311,,,,,,,,,,
"Mar 03, 2003",1.722,1.896,1.916,1.867,1.824,1.745,1.86,1.764,2.052,1.927,2.01,2.028,2.133,1.902,1.871,1.832,,,1.786,1.926,1.606,,1.609,1.256,,1.809,1.793,1.507,1.484,1.181,1.317,1.817,,1.226,,1.533,,,,,,,,,,
"Mar 10, 2003",1.654,1.848,1.894,1.838,1.911,1.838,1.892,1.806,1.931,1.887,2.039,2.046,2.098,1.88,1.779,1.749,,,1.663,1.924,1.522,,1.54,1.122,,1.68,1.759,1.403,1.389,0.975,1.258,1.748,,1.192,,1.464,,,,,,,,,,
"Mar 17, 2003",1.581,1.786,1.83,1.796,1.873,1.837,1.905,1.812,1.772,1.835,2.008,2.021,2.069,1.832,1.708,1.672,,,1.587,1.843,1.44,,1.448,1.107,,1.621,1.619,1.335,1.304,0.966,1.207,1.628,,1.168,,1.42,,,,,,,,,,
"Oct 06, 2003",1.282,1.459,1.541,1.482,1.579,1.496,1.534,1.737,1.56,1.474,1.495,1.595,1.524,1.456,1.456,1.346,,,1.301,1.435,1.148,,1.123,0.992,,1.252,1.264,1.097,1.121,0.925,0.983,1.254,,1.029,,1.145,,,,,,,,,,
"Oct 13, 2003",1.305,1.478,1.546,1.471,1.559,1.503,1.551,1.754,1.567,1.503,1.534,1.606,1.545,1.491,1.481,1.361,,,1.324,1.437,1.172,,1.133,1.05,,1.269,1.259,1.132,1.155,0.96,1,1.272,,1.062,,1.184,,,,,,,,,,
"Oct 20, 2003",1.322,1.489,1.57,1.481,1.559,1.498,1.564,1.793,1.623,1.504,1.542,1.588,1.551,1.494,1.484,1.377,,,1.344,1.442,1.193,,1.14,1.052,,1.277,1.304,1.165,1.178,0.966,1.038,1.288,,1.071,,1.2,,,,,,,,,,
"Oct 27, 2003",1.325,1.495,1.583,1.484,1.583,1.501,1.549,1.799,1.658,1.506,1.537,1.598,1.576,1.497,1.479,1.382,,,1.349,1.45,1.194,,1.141,1.053,,1.283,1.305,1.155,1.178,0.968,1.05,1.305,,1.073,,1.189,,,,,,,,,,
"Nov 03, 2003",1.325,1.498,1.589,1.502,1.585,1.505,1.56,1.783,1.661,1.507,1.525,1.608,1.588,1.496,1.48,1.384,,,1.351,1.45,1.192,,1.116,1.046,,1.297,1.312,1.155,1.175,0.964,1.052,1.308,,1.066,,1.185,,,,,,,,,,
"Nov 10, 2003",1.327,1.501,1.596,1.508,1.567,1.526,1.578,1.772,1.662,1.511,1.527,1.605,1.613,1.496,1.486,1.385,,,1.352,1.451,1.193,,1.119,1.045,,1.296,1.314,1.14,1.184,0.955,1.051,1.312,,1.071,,1.188,,,,,,,,,,
"Nov 17, 2003",1.33,1.509,1.618,1.517,1.568,1.52,1.58,1.773,1.72,1.513,1.531,1.61,1.618,1.498,1.49,1.388,,,1.353,1.457,1.192,,1.116,1.026,,1.309,1.313,1.137,1.19,0.952,1.045,1.319,,1.07,,1.188,,,,,,,,,,
"Nov 24, 2003",1.336,1.516,1.619,1.517,1.565,1.521,1.585,1.798,1.72,1.522,1.532,1.613,1.615,1.503,1.506,1.396,,,1.36,1.47,1.198,,1.113,1.026,,1.324,1.331,1.144,1.198,0.952,1.043,1.325,,1.063,,1.189,,,,,,,,,,
"Dec 01, 2003",1.341,1.519,1.623,1.52,1.579,1.526,1.59,1.792,1.72,1.524,1.541,1.62,1.621,1.505,1.507,1.401,,,1.359,1.486,1.203,,1.124,1.026,,1.333,1.334,1.159,1.198,0.945,1.038,1.333,,1.065,,1.191,,,,,,,,,,
"Dec 08, 2003",1.354,1.534,1.63,1.528,1.594,1.532,1.594,1.805,1.727,1.541,1.549,1.652,1.637,1.52,1.524,1.421,,,1.372,1.521,1.215,,1.135,1.03,,1.355,1.339,1.187,1.196,0.942,1.043,1.364,,1.077,,1.198,,,,,,,,,,
"Dec 15, 2003",1.392,1.58,1.654,1.581,1.622,1.543,1.62,1.851,1.745,1.59,1.621,1.713,1.687,1.565,1.572,1.483,,,1.441,1.57,1.248,,1.189,1.047,,1.405,1.376,1.2,1.225,0.957,1.064,1.402,,1.099,,1.236,,,,,,,,,,
"Dec 22, 2003",1.414,1.608,1.703,1.609,1.631,1.592,1.652,1.88,1.824,1.613,1.636,1.738,1.727,1.581,1.603,1.497,,,1.454,1.584,1.264,,1.222,1.05,,1.423,1.398,1.203,1.242,0.956,1.081,1.428,,1.105,,1.246,,,,,,,,,,
"Dec 29, 2003",1.418,1.61,1.702,1.615,1.629,1.596,1.636,1.893,1.829,1.618,1.635,1.734,1.716,1.593,1.604,1.499,,,1.453,1.592,1.27,,1.247,1.054,,1.423,1.407,1.2,1.242,0.959,1.077,1.432,,1.112,,1.245,,,,,,,,,,
"Jan 05, 2004",1.428,1.624,1.71,1.629,1.633,1.6,1.652,1.9,1.832,1.627,1.644,1.742,1.739,1.598,1.615,1.528,,,1.48,1.627,1.277,,1.267,1.049,,1.439,1.418,1.211,1.242,0.959,1.086,1.437,,1.115,,1.249,,,,,,,,,,
"Jan 12, 2004",1.497,1.702,1.76,1.721,1.68,1.645,1.702,1.97,1.873,1.698,1.754,1.793,1.807,1.66,1.699,1.647,,,1.598,1.747,1.339,,1.335,1.103,,1.541,1.496,1.254,1.279,1.027,1.12,1.514,,1.135,,1.296,,,,,,,,,,
"Jan 19, 2004",1.523,1.741,1.8,1.749,1.714,1.684,1.749,1.977,1.914,1.753,1.767,1.833,1.844,1.733,1.741,1.659,,,1.601,1.777,1.356,,1.362,1.105,,1.55,1.521,1.281,1.283,1.008,1.126,1.545,,1.131,,1.311,,,,,,,,,,
"Jan 26, 2004",1.536,1.758,1.827,1.776,1.736,1.716,1.784,2.006,1.937,1.77,1.788,1.869,1.873,1.749,1.753,1.664,,,1.606,1.782,1.365,,1.363,1.105,,1.572,1.531,1.288,1.295,1.006,1.137,1.57,,1.134,,1.314,,,,,,,,,,
"Feb 02, 2004",1.537,1.77,1.85,1.813,1.757,1.729,1.803,2.023,1.963,1.78,1.796,1.881,1.925,1.766,1.747,1.667,,,1.605,1.794,1.358,,1.369,1.108,,1.567,1.5,1.275,1.29,0.99,1.129,1.581,,1.126,,1.311,,,,,,,,,,
"Feb 09, 2004",1.536,1.773,1.87,1.792,1.766,1.71,1.806,2.018,2.024,1.783,1.793,1.881,1.92,1.768,1.756,1.651,,,1.587,1.78,1.354,,1.36,1.108,,1.547,1.495,1.283,1.301,1.011,1.13,1.559,,1.126,,1.311,,,,,,,,,,
"Feb 16, 2004",1.535,1.772,1.877,1.792,1.77,1.703,1.834,2.013,2.027,1.778,1.793,1.88,1.921,1.765,1.742,1.648,,,1.585,1.777,1.353,,1.356,1.095,,1.548,1.497,1.287,1.308,0.993,1.132,1.556,,1.124,,1.309,,,,,,,,,,
"Feb 23, 2004",1.535,1.773,1.88,1.802,1.769,1.706,1.838,2.009,2.027,1.781,1.793,1.881,1.907,1.765,1.754,1.646,,,1.588,1.764,1.352,,1.356,1.094,,1.547,1.503,1.281,1.307,0.992,1.136,1.556,,1.127,,1.299,,,,,,,,,,
"Mar 01, 2004",1.53,1.775,1.875,1.826,1.778,1.707,1.808,2.024,2.026,1.791,1.799,1.889,1.907,1.766,1.779,1.64,,,1.572,1.78,1.342,,1.354,1.091,,1.525,1.497,1.281,1.288,0.984,1.13,1.525,,1.121,,1.294,,,,,,,,,,
"Mar 08, 2004",1.513,1.752,1.873,1.805,1.786,1.719,1.804,1.998,2.022,1.77,1.79,1.888,1.864,1.761,1.733,1.59,,,1.549,1.676,1.33,,1.348,1.089,,1.511,1.49,1.271,1.266,0.983,1.131,1.482,,1.109,,1.285,,,,,,,,,,
"Mar 15, 2004",1.483,1.715,1.861,1.799,1.781,1.707,1.803,1.999,1.998,1.714,1.782,1.87,1.85,1.689,1.676,1.562,,,1.523,1.643,1.305,,1.301,1.065,,1.484,1.456,1.247,1.245,0.984,1.119,1.458,,1.102,,1.286,,,,,,,,,,
"Oct 04, 2004",1.573,1.796,1.908,1.866,1.919,1.854,1.914,1.966,1.958,1.834,1.957,1.919,1.946,1.797,1.792,1.719,,,1.618,1.96,1.385,,1.434,1.185,,1.548,1.44,1.365,1.399,1.158,1.213,1.511,,1.205,,1.357,,,,,,,,,,
"Oct 11, 2004",1.604,1.826,1.937,1.884,1.96,1.869,1.932,1.99,2.008,1.862,1.986,1.922,1.997,1.824,1.822,1.752,,,1.647,2.003,1.418,,1.476,1.211,,1.592,1.484,1.376,1.439,1.195,1.241,1.554,,1.226,,1.37,,,,,,,,,,
"Oct 18, 2004",1.626,1.845,1.962,1.921,1.959,1.874,1.94,2.109,2.081,1.885,2.011,1.95,2.002,1.828,1.902,1.761,,,1.666,2.014,1.453,,1.488,1.234,,1.616,1.525,1.403,1.459,1.227,1.262,1.597,,1.255,,1.424,,,,,,,,,,
"Oct 25, 2004",1.657,1.871,2.007,1.941,2.047,1.912,1.962,2.196,2.139,1.934,2.065,2.006,2.009,1.895,1.93,1.737,,,1.71,1.862,1.496,,1.528,1.318,,1.653,1.559,1.474,1.491,1.312,1.306,1.598,,1.319,,1.482,,,,,,,,,,
"Nov 01, 2004",1.682,1.894,2.015,1.954,2.067,1.916,1.965,2.228,2.143,1.973,2.073,2.054,2.054,1.937,1.953,1.749,,,1.723,1.868,1.525,,1.568,1.314,,1.677,1.594,1.475,1.55,1.29,1.337,1.648,,1.329,,1.48,,,,,,,,,,
"Nov 08, 2004",1.69,1.904,2.042,1.948,2.094,1.967,2.038,2.226,2.107,1.982,2.057,2.061,2.056,1.957,1.946,1.752,,,1.725,1.88,1.531,,1.585,1.303,,1.68,1.591,1.472,1.547,1.297,1.35,1.672,,1.324,,1.519,,,,,,,,,,
"Nov 15, 2004",1.689,1.901,2.03,1.932,2.06,1.957,2.034,2.222,2.104,1.974,2.01,2.069,2.053,1.942,1.951,1.758,,,1.729,1.895,1.533,,1.593,1.312,,1.684,1.588,1.482,1.559,1.29,1.351,1.668,,1.313,,1.5,,,,,,,,,,
"Nov 22, 2004",1.688,1.899,2.037,1.933,2.082,1.969,2.029,2.22,2.111,1.986,2.01,2.07,2.059,1.957,1.964,1.737,,,1.704,1.889,1.532,,1.582,1.311,,1.694,1.6,1.479,1.542,1.278,1.347,1.675,,1.315,,1.509,,,,,,,,,,
"Nov 29, 2004",1.704,1.915,2.057,1.958,2.134,1.969,2.051,2.234,2.118,1.986,1.995,2.048,2.067,1.959,1.974,1.772,,,1.746,1.892,1.548,,1.6,1.312,,1.709,1.624,1.495,1.554,1.288,1.356,1.682,,1.331,,1.544,,,,,,,,,,
"Dec 06, 2004",1.71,1.918,2.047,1.941,2.131,1.946,2.034,2.219,2.125,1.987,2.009,2.05,2.067,1.959,1.975,1.783,,,1.76,1.891,1.555,,1.61,1.305,,1.721,1.616,1.511,1.558,1.265,1.348,1.705,,1.318,,1.576,,,,,,,,,,
"Dec 13, 2004",1.713,1.939,2.044,1.932,2.135,1.932,2.043,2.233,2.114,1.98,1.983,2.049,2.046,1.962,1.948,1.849,,,1.836,1.908,1.545,,1.619,1.285,,1.714,1.618,1.494,1.542,1.248,1.337,1.712,,1.304,,1.555,,,,,,,,,,
"Dec 20, 2004",1.718,1.949,2.052,1.938,2.152,1.925,2.051,2.238,2.13,1.999,2.005,2.052,2.04,1.988,1.972,1.848,,,1.834,1.909,1.545,,1.635,1.288,,1.763,1.625,1.516,1.532,1.251,1.331,1.718,,1.306,,1.518,,,,,,,,,,
