Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Feb 24, 2003",1.752,1.777,1.757,1.801,1.679,1.76,1.723,1.771,1.765,1.817,1.732,2.013,1.819,1.848,1.871,1.748,1.6,1.523,1.653,1.483,,1.486,1.326,1.473,1.557,1.433,1.302,1.51,1.48
"Mar 03, 2003",1.838,1.867,1.854,1.918,1.717,1.88,1.78,1.87,1.796,1.909,1.835,2.083,1.907,1.915,1.966,1.849,1.631,1.546,1.689,1.529,,1.529,1.363,1.503,1.611,1.48,1.336,1.557,1.526
"Mar 10, 2003",1.854,1.885,1.862,1.923,1.777,1.863,1.809,1.882,1.839,1.936,1.833,2.114,1.919,1.961,1.991,1.872,1.636,1.55,1.695,1.527,,1.536,1.368,1.532,1.611,1.482,1.339,1.551,1.518
"Mar 17, 2003",1.803,1.831,1.793,1.862,1.746,1.761,1.788,1.808,1.811,1.889,1.811,2.084,1.907,1.894,1.933,1.841,1.623,1.531,1.687,1.497,,1.483,1.328,1.474,1.587,1.463,1.313,1.527,1.479
"Oct 06, 2003",1.344,1.358,1.295,1.354,1.274,1.265,1.26,1.296,1.367,1.42,1.295,1.512,1.437,1.414,1.493,1.338,1.254,1.23,1.271,1.215,,1.191,1.135,1.15,1.236,1.23,1.109,1.18,1.253
"Oct 13, 2003",1.379,1.392,1.335,1.398,1.29,1.312,1.291,1.349,1.383,1.452,1.323,1.558,1.463,1.457,1.519,1.372,1.268,1.245,1.283,1.261,,1.232,1.197,1.176,1.266,1.319,1.168,1.231,1.275
"Oct 20, 2003",1.383,1.395,1.34,1.402,1.305,1.321,1.269,1.334,1.4,1.451,1.333,1.564,1.457,1.453,1.504,1.386,1.275,1.26,1.285,1.277,,1.24,1.209,1.207,1.281,1.328,1.161,1.237,1.31
"Oct 27, 2003",1.386,1.399,1.343,1.398,1.314,1.322,1.292,1.329,1.402,1.456,1.321,1.504,1.46,1.458,1.509,1.394,1.283,1.265,1.296,1.271,,1.233,1.191,1.197,1.283,1.299,1.148,1.24,1.308
"Nov 03, 2003",1.383,1.398,1.347,1.395,1.317,1.333,1.301,1.325,1.402,1.45,1.315,1.504,1.461,1.459,1.495,1.393,1.281,1.261,1.295,1.258,,1.223,1.152,1.187,1.28,1.28,1.109,1.23,1.293
"Nov 10, 2003",1.386,1.401,1.348,1.392,1.315,1.337,1.302,1.325,1.407,1.456,1.314,1.504,1.461,1.464,1.504,1.396,1.281,1.261,1.294,1.252,,1.222,1.138,1.19,1.28,1.27,1.105,1.22,1.285
"Nov 17, 2003",1.4,1.417,1.368,1.407,1.323,1.363,1.313,1.36,1.421,1.471,1.332,1.58,1.489,1.48,1.524,1.403,1.285,1.264,1.3,1.25,,1.22,1.141,1.197,1.282,1.269,1.122,1.21,1.284
"Nov 24, 2003",1.411,1.43,1.383,1.421,1.342,1.376,1.328,1.403,1.433,1.482,1.332,1.611,1.501,1.496,1.535,1.411,1.294,1.27,1.311,1.245,,1.234,1.148,1.211,1.252,1.267,1.114,1.213,1.278
"Dec 01, 2003",1.413,1.434,1.387,1.418,1.345,1.386,1.33,1.397,1.434,1.486,1.369,1.61,1.501,1.493,1.535,1.422,1.293,1.267,1.311,1.237,,1.235,1.141,1.192,1.242,1.261,1.088,1.206,1.268
"Dec 08, 2003",1.426,1.447,1.399,1.426,1.355,1.397,1.346,1.419,1.45,1.501,1.407,1.656,1.518,1.514,1.552,1.431,1.305,1.272,1.327,1.241,,1.24,1.138,1.197,1.249,1.258,1.088,1.215,1.269
"Dec 15, 2003",1.459,1.481,1.447,1.491,1.386,1.446,1.369,1.494,1.471,1.527,1.429,1.72,1.532,1.548,1.58,1.45,1.324,1.279,1.354,1.263,,1.261,1.15,1.204,1.299,1.269,1.101,1.237,1.279
"Dec 22, 2003",1.489,1.514,1.478,1.514,1.412,1.484,1.403,1.513,1.494,1.561,1.466,1.763,1.571,1.587,1.619,1.475,1.356,1.321,1.38,1.276,,1.273,1.16,1.223,1.306,1.284,1.108,1.259,1.288
"Dec 29, 2003",1.491,1.517,1.477,1.513,1.42,1.477,1.423,1.51,1.494,1.566,1.456,1.763,1.572,1.594,1.626,1.478,1.361,1.324,1.386,1.274,,1.273,1.154,1.227,1.298,1.281,1.106,1.259,1.289
"Jan 05, 2004",1.498,1.523,1.488,1.522,1.428,1.495,1.435,1.5,1.498,1.569,1.463,1.763,1.577,1.594,1.628,1.484,1.366,1.332,1.39,1.279,,1.282,1.163,1.229,1.303,1.279,1.108,1.27,1.293
"Jan 12, 2004",1.562,1.59,1.549,1.59,1.487,1.541,1.506,1.591,1.587,1.64,1.53,1.835,1.635,1.667,1.703,1.552,1.435,1.401,1.458,1.317,,1.328,1.2,1.292,1.35,1.294,1.126,1.31,1.329
"Jan 19, 2004",1.584,1.614,1.581,1.607,1.518,1.582,1.55,1.625,1.61,1.659,1.555,1.885,1.673,1.706,1.723,1.557,1.456,1.414,1.484,1.324,,1.333,1.21,1.299,1.366,1.303,1.143,1.318,1.328
"Jan 26, 2004",1.622,1.652,1.623,1.668,1.547,1.613,1.601,1.652,1.663,1.697,1.611,1.931,1.71,1.737,1.746,1.614,1.479,1.421,1.518,1.354,,1.375,1.234,1.342,1.395,1.326,1.168,1.349,1.357
"Feb 02, 2004",1.625,1.657,1.626,1.677,1.565,1.607,1.614,1.648,1.667,1.703,1.595,1.934,1.716,1.743,1.746,1.629,1.488,1.43,1.527,1.345,,1.364,1.225,1.322,1.387,1.319,1.171,1.34,1.349
"Feb 09, 2004",1.615,1.647,1.607,1.668,1.572,1.571,1.604,1.613,1.661,1.699,1.565,1.937,1.724,1.736,1.737,1.631,1.48,1.418,1.523,1.339,,1.361,1.212,1.304,1.377,1.315,1.153,1.336,1.341
"Feb 16, 2004",1.611,1.642,1.602,1.663,1.562,1.57,1.608,1.585,1.657,1.693,1.573,1.874,1.715,1.717,1.73,1.634,1.476,1.413,1.519,1.345,,1.351,1.212,1.311,1.384,1.319,1.154,1.349,1.349
"Feb 23, 2004",1.609,1.64,1.602,1.664,1.559,1.567,1.605,1.614,1.654,1.688,1.573,1.934,1.722,1.721,1.72,1.63,1.477,1.414,1.52,1.347,,1.352,1.21,1.315,1.384,1.32,1.157,1.359,1.346
"Mar 01, 2004",1.603,1.63,1.586,1.647,1.557,1.557,1.582,1.53,1.65,1.682,1.567,1.77,1.708,1.697,1.719,1.627,1.478,1.416,1.52,1.365,,1.363,1.247,1.33,1.386,1.331,1.177,1.398,1.365
"Mar 08, 2004",1.601,1.627,1.584,1.645,1.554,1.555,1.556,1.552,1.656,1.678,1.557,1.813,1.709,1.691,1.715,1.623,1.476,1.416,1.518,1.381,,1.413,1.258,1.345,1.404,1.335,1.193,1.404,1.381
"Mar 15, 2004",1.591,1.617,1.574,1.641,1.553,1.54,1.544,1.528,1.652,1.667,1.54,1.843,1.696,1.671,1.706,1.615,1.471,1.41,1.513,1.372,,1.388,1.244,1.337,1.4,1.335,1.197,1.391,1.373
"Oct 04, 2004",1.828,1.836,1.812,1.852,1.76,1.784,1.828,1.862,1.829,1.865,1.852,2.072,1.852,1.899,1.944,1.755,1.761,1.765,1.758,1.738,,1.796,1.659,1.736,1.751,1.734,1.621,1.707,1.762
"Oct 11, 2004",1.908,1.92,1.891,1.909,1.837,1.899,1.883,1.938,1.857,1.954,1.904,2.148,1.886,1.969,2.049,1.836,1.815,1.798,1.824,1.783,,1.829,1.703,1.782,1.797,1.807,1.661,1.749,1.796
"Oct 18, 2004",1.992,2.004,1.971,2.011,1.921,1.956,1.94,2.023,1.991,2.041,2.032,2.235,1.957,2.063,2.129,1.931,1.894,1.879,1.904,1.858,,1.914,1.776,1.875,1.854,1.914,1.736,1.819,1.859
"Oct 25, 2004",2.06,2.074,2.04,2.085,1.978,2.02,2.036,2.095,2.048,2.113,2.075,2.346,2.044,2.123,2.199,2.011,1.951,1.94,1.957,1.913,,1.95,1.82,1.911,1.957,1.938,1.788,1.873,1.922
"Nov 01, 2004",2.06,2.075,2.034,2.065,1.995,1.993,2.098,2.069,2.061,2.117,2.051,2.358,2.07,2.132,2.205,2.002,1.967,1.938,1.984,1.895,,1.928,1.796,1.889,1.97,1.927,1.768,1.838,1.902
"Nov 08, 2004",2.028,2.044,2.001,2.02,1.962,1.961,2.089,2.035,2.033,2.087,2.012,2.357,2.06,2.086,2.181,1.969,1.945,1.918,1.962,1.859,,1.885,1.754,1.803,1.934,1.905,1.71,1.79,1.874
"Nov 15, 2004",2.017,2.036,1.982,1.99,1.961,1.945,2.061,2.027,2.009,2.088,2.007,2.357,2.055,2.068,2.207,1.949,1.92,1.882,1.943,1.816,,1.842,1.718,1.777,1.903,1.839,1.678,1.742,1.842
"Nov 22, 2004",2.025,2.044,1.995,2.018,1.966,1.947,2.064,2.048,2.03,2.094,2.061,2.32,2.047,2.091,2.206,1.953,1.923,1.88,1.949,1.828,,1.851,1.729,1.801,1.884,1.859,1.672,1.768,1.853
"Nov 29, 2004",2.03,2.049,1.997,2.018,1.966,1.956,2.061,2.046,2.036,2.101,2.041,2.308,2.038,2.096,2.214,1.968,1.919,1.883,1.941,1.829,,1.858,1.727,1.809,1.882,1.854,1.688,1.762,1.86
"Dec 06, 2004",1.97,1.991,1.932,1.966,1.918,1.859,2.039,1.964,1.968,2.046,1.966,2.272,2.021,2.023,2.144,1.935,1.887,1.86,1.902,1.752,,1.796,1.643,1.696,1.849,1.762,1.629,1.678,1.78
"Dec 13, 2004",1.947,1.97,1.907,1.935,1.881,1.849,2.005,1.932,1.957,2.031,1.942,2.259,2.003,1.995,2.157,1.889,1.849,1.815,1.87,1.685,,1.713,1.612,1.639,1.783,1.684,1.548,1.63,1.705
"Dec 20, 2004",1.993,2.019,1.973,2.002,1.907,1.95,2.028,1.999,2.027,2.068,2.044,2.271,2.032,2.062,2.177,1.933,1.871,1.824,1.899,1.719,,1.726,1.605,1.733,1.786,1.691,1.546,1.702,1.743
"Dec 27, 2004",1.978,2.002,1.953,1.973,1.906,1.913,2.044,1.982,2.009,2.052,2.027,2.272,2.034,2.052,2.16,1.908,1.875,1.835,1.899,1.717,,1.743,1.565,1.711,1.818,1.703,1.531,1.669,1.747
"Jan 03, 2005",1.951,1.976,1.922,1.95,1.89,1.861,2.028,1.944,1.982,2.028,1.985,2.259,2.018,2.016,2.145,1.88,1.865,1.825,1.889,1.684,,1.7,1.547,1.652,1.807,1.667,1.495,1.641,1.704
"Jan 10, 2005",1.946,1.97,1.919,1.961,1.868,1.866,2.01,1.925,1.984,2.02,1.971,2.247,1.998,1.998,2.149,1.866,1.863,1.831,1.882,1.677,,1.698,1.54,1.653,1.797,1.664,1.496,1.641,1.685
"Jan 17, 2005",1.964,1.987,1.939,1.99,1.879,1.893,2.014,1.924,1.991,2.035,2.017,2.247,1.998,2.024,2.147,1.898,1.874,1.834,1.898,1.716,,1.728,1.563,1.697,1.797,1.714,1.519,1.692,1.733
"Jan 24, 2005",1.99,2.014,1.969,2.012,1.913,1.938,2.032,1.96,1.992,2.062,2.049,2.26,2.014,2.059,2.167,1.93,1.88,1.835,1.907,1.731,,1.751,1.588,1.701,1.811,1.723,1.549,1.721,1.736
"Jan 31, 2005",2.018,2.043,1.992,2.026,1.931,1.965,2.066,1.98,2.029,2.096,2.034,2.297,2.024,2.097,2.211,1.959,1.899,1.857,1.924,1.749,,1.758,1.604,1.731,1.835,1.735,1.566,1.735,1.761
"Feb 07, 2005",1.99,2.013,1.968,1.992,1.92,1.936,2.063,1.942,2.025,2.062,2.004,2.26,2.019,2.068,2.173,1.918,1.884,1.85,1.905,1.739,,1.734,1.593,1.702,1.832,1.737,1.557,1.725,1.745
"Feb 14, 2005",1.981,2.003,1.961,2.001,1.913,1.919,2.058,1.917,2.027,2.048,2.016,2.223,2.015,2.056,2.147,1.917,1.875,1.84,1.896,1.743,,1.742,1.601,1.694,1.83,1.732,1.554,1.736,1.752
"Feb 21, 2005",1.984,2.005,1.967,2.019,1.91,1.926,2.037,1.93,2.03,2.046,2.021,2.223,2.015,2.06,2.137,1.923,1.878,1.843,1.899,1.758,,1.762,1.6,1.712,1.83,1.749,1.571,1.75,1.773
"Feb 28, 2005",2.043,2.061,2.031,2.07,1.969,2.002,2.089,2.015,2.091,2.1,2.074,2.272,2.045,2.115,2.195,1.975,1.905,1.864,1.929,1.847,,1.864,1.733,1.811,1.902,1.837,1.649,1.837,1.859
"Mar 07, 2005",2.089,2.108,2.079,2.125,2.038,2.041,2.124,2.068,2.113,2.145,2.11,2.322,2.08,2.172,2.222,2.042,1.961,1.915,1.988,1.878,,1.894,1.758,1.878,1.925,1.866,1.727,1.858,1.901
"Mar 14, 2005",2.119,2.139,2.113,2.173,2.061,2.065,2.15,2.127,2.161,2.175,2.126,2.371,2.116,2.217,2.25,2.063,1.983,1.932,2.014,1.897,,1.927,1.775,1.904,1.946,1.901,1.773,1.867,1.914
"Oct 03, 2005",2.692,2.685,2.632,2.724,2.564,2.569,2.628,2.68,2.658,2.716,2.66,2.925,2.642,2.745,2.809,2.585,2.766,2.716,2.792,2.756,,2.796,2.686,2.835,2.749,2.737,2.608,2.754,2.771
"Oct 10, 2005",2.648,2.636,2.571,2.614,2.54,2.514,2.626,2.602,2.621,2.666,2.609,2.825,2.632,2.685,2.75,2.543,2.797,2.795,2.797,2.777,,2.827,2.753,2.897,2.813,2.83,2.661,2.672,2.787
"Oct 17, 2005",2.65,2.634,2.561,2.622,2.517,2.505,2.602,2.581,2.594,2.667,2.595,2.887,2.623,2.691,2.767,2.523,2.806,2.822,2.797,2.82,,2.824,2.806,2.877,2.859,2.889,2.686,2.671,2.87
"Oct 24, 2005",2.623,2.595,2.522,2.579,2.477,2.467,2.579,2.533,2.554,2.633,2.569,2.849,2.566,2.655,2.728,2.5,2.737,2.747,2.731,2.911,,3.02,2.936,2.865,3.045,2.956,2.804,2.674,2.966
"Oct 31, 2005",2.577,2.566,2.489,2.542,2.406,2.458,2.52,2.514,2.552,2.614,2.545,2.849,2.573,2.615,2.712,2.483,2.642,2.585,2.673,2.7,,2.785,2.567,2.694,2.799,2.755,2.515,2.501,2.744
"Nov 07, 2005",2.508,2.508,2.435,2.498,2.365,2.392,2.468,2.439,2.497,2.557,2.48,2.812,2.528,2.557,2.649,2.435,2.55,2.541,2.555,2.508,,2.565,2.321,2.518,2.638,2.526,2.269,2.355,2.545
"Nov 14, 2005",2.466,2.469,2.397,2.449,2.322,2.361,2.434,2.415,2.473,2.521,2.437,2.762,2.501,2.507,2.615,2.401,2.48,2.473,2.483,2.426,,2.437,2.217,2.377,2.507,2.438,2.181,2.298,2.497
"Nov 21, 2005",2.431,2.441,2.37,2.418,2.306,2.33,2.415,2.376,2.443,2.497,2.409,2.762,2.457,2.472,2.604,2.371,2.404,2.396,2.409,2.328,,2.323,2.159,2.29,2.406,2.334,2.106,2.197,2.402
"Nov 28, 2005",2.417,2.429,2.361,2.413,2.309,2.314,2.403,2.373,2.416,2.483,2.405,2.749,2.441,2.464,2.58,2.366,2.389,2.372,2.398,2.293,,2.283,2.104,2.227,2.372,2.274,2.07,2.201,2.366
"Dec 05, 2005",2.41,2.426,2.357,2.411,2.267,2.332,2.37,2.39,2.412,2.484,2.394,2.737,2.416,2.448,2.585,2.377,2.36,2.35,2.366,2.247,,2.242,2.086,2.208,2.308,2.243,2.014,2.161,2.308
"Dec 12, 2005",2.414,2.429,2.357,2.405,2.257,2.344,2.365,2.389,2.426,2.489,2.41,2.737,2.407,2.467,2.591,2.376,2.361,2.353,2.365,2.257,,2.244,2.107,2.217,2.312,2.268,2.05,2.187,2.301
"Dec 19, 2005",2.438,2.454,2.379,2.415,2.303,2.369,2.382,2.402,2.455,2.518,2.45,2.712,2.432,2.511,2.603,2.421,2.372,2.348,2.386,2.27,,2.264,2.135,2.222,2.326,2.28,2.048,2.193,2.316
"Dec 26, 2005",2.433,2.45,2.384,2.431,2.302,2.364,2.398,2.399,2.453,2.508,2.463,2.712,2.43,2.505,2.601,2.397,2.371,2.346,2.384,2.247,,2.233,2.109,2.182,2.308,2.245,2.012,2.214,2.275
"Jan 02, 2006",2.433,2.451,2.396,2.45,2.321,2.369,2.406,2.403,2.463,2.5,2.445,2.787,2.435,2.484,2.6,2.382,2.377,2.355,2.39,2.238,,2.223,2.107,2.193,2.294,2.231,2.001,2.198,2.271
"Jan 09, 2006",2.444,2.462,2.409,2.465,2.351,2.38,2.398,2.423,2.474,2.509,2.46,2.786,2.433,2.504,2.598,2.403,2.385,2.352,2.404,2.248,,2.259,2.13,2.201,2.309,2.246,2.034,2.202,2.271
"Jan 16, 2006",2.431,2.452,2.401,2.472,2.34,2.363,2.396,2.4,2.465,2.498,2.45,2.798,2.445,2.512,2.581,2.385,2.368,2.328,2.389,2.202,,2.188,2.126,2.126,2.268,2.22,2.003,2.146,2.216
"Jan 23, 2006",2.463,2.485,2.44,2.521,2.357,2.402,2.439,2.443,2.496,2.529,2.502,2.811,2.449,2.551,2.597,2.438,2.383,2.342,2.405,2.223,,2.201,2.131,2.144,2.273,2.218,2.03,2.193,2.25
"Jan 30, 2006",2.461,2.482,2.432,2.483,2.375,2.405,2.437,2.429,2.494,2.531,2.484,2.811,2.469,2.541,2.6,2.439,2.385,2.362,2.396,2.229,,2.217,2.132,2.162,2.282,2.218,2.044,2.199,2.255
"Feb 06, 2006",2.447,2.466,2.417,2.467,2.36,2.386,2.435,2.417,2.475,2.512,2.468,2.811,2.453,2.525,2.586,2.412,2.373,2.35,2.386,2.237,,2.234,2.149,2.177,2.283,2.223,2.067,2.201,2.269
"Feb 13, 2006",2.417,2.436,2.379,2.425,2.333,2.338,2.396,2.389,2.463,2.486,2.424,2.811,2.455,2.491,2.582,2.354,2.363,2.336,2.377,2.218,,2.203,2.143,2.132,2.276,2.205,2.044,2.174,2.247
"Feb 20, 2006",2.397,2.414,2.366,2.414,2.295,2.334,2.391,2.376,2.453,2.459,2.427,2.761,2.432,2.457,2.55,2.337,2.331,2.302,2.346,2.214,,2.192,2.119,2.13,2.267,2.211,2.033,2.166,2.249
"Feb 27, 2006",2.412,2.43,2.389,2.457,2.298,2.366,2.373,2.397,2.469,2.471,2.439,2.761,2.407,2.479,2.56,2.352,2.332,2.298,2.35,2.223,,2.223,2.133,2.154,2.274,2.216,2.061,2.183,2.249
"Mar 06, 2006",2.443,2.458,2.42,2.496,2.323,2.405,2.379,2.432,2.483,2.498,2.458,2.761,2.428,2.519,2.581,2.384,2.347,2.318,2.363,2.282,,2.298,2.168,2.236,2.335,2.257,2.108,2.244,2.316
"Mar 13, 2006",2.419,2.432,2.385,2.441,2.312,2.363,2.366,2.386,2.486,2.477,2.429,2.749,2.409,2.503,2.554,2.37,2.342,2.302,2.363,2.272,,2.284,2.167,2.21,2.343,2.254,2.092,2.217,2.304
"Oct 02, 2006",2.396,2.411,2.368,2.455,2.253,2.319,2.394,2.344,2.548,2.452,2.452,2.667,2.418,2.435,2.541,2.34,2.336,2.347,2.33,2.245,,2.257,2.272,2.177,2.274,2.24,2.128,2.158,2.316
"Oct 09, 2006",2.387,2.402,2.356,2.45,2.218,2.316,2.376,2.332,2.532,2.444,2.438,2.667,2.41,2.439,2.534,2.324,2.319,2.328,2.315,2.241,,2.241,2.241,2.172,2.262,2.246,2.11,2.157,2.316
"Oct 16, 2006",2.385,2.398,2.357,2.455,2.213,2.326,2.354,2.336,2.522,2.437,2.382,2.667,2.402,2.437,2.516,2.334,2.316,2.325,2.311,2.259,,2.276,2.226,2.195,2.297,2.269,2.118,2.195,2.305
"Oct 23, 2006",2.387,2.397,2.357,2.456,2.222,2.317,2.355,2.337,2.511,2.435,2.38,2.673,2.414,2.432,2.509,2.335,2.319,2.332,2.312,2.294,,2.317,2.25,2.206,2.347,2.293,2.138,2.228,2.342
"Oct 30, 2006",2.382,2.39,2.35,2.453,2.218,2.314,2.34,2.321,2.5,2.427,2.387,2.66,2.415,2.435,2.497,2.325,2.316,2.327,2.31,2.304,,2.328,2.253,2.257,2.349,2.316,2.138,2.25,2.336
"Nov 06, 2006",2.37,2.377,2.338,2.449,2.205,2.287,2.345,2.311,2.483,2.414,2.353,2.66,2.4,2.417,2.478,2.325,2.299,2.301,2.298,2.305,,2.348,2.256,2.246,2.37,2.309,2.128,2.228,2.346
"Nov 13, 2006",2.38,2.382,2.346,2.47,2.22,2.283,2.342,2.324,2.5,2.418,2.359,2.697,2.41,2.423,2.489,2.317,2.296,2.289,2.3,2.353,,2.38,2.301,2.272,2.403,2.379,2.209,2.247,2.422
"Nov 20, 2006",2.374,2.377,2.337,2.46,2.204,2.27,2.339,2.327,2.507,2.415,2.382,2.697,2.397,2.421,2.482,2.319,2.296,2.287,2.301,2.344,,2.361,2.308,2.262,2.4,2.375,2.215,2.236,2.41
"Nov 27, 2006",2.379,2.382,2.345,2.455,2.205,2.287,2.356,2.331,2.529,2.419,2.402,2.698,2.407,2.427,2.49,2.313,2.299,2.285,2.307,2.344,,2.364,2.316,2.258,2.402,2.371,2.23,2.235,2.41
"Dec 04, 2006",2.442,2.449,2.411,2.527,2.292,2.352,2.364,2.429,2.59,2.492,2.487,2.81,2.428,2.522,2.566,2.382,2.321,2.307,2.329,2.363,,2.378,2.329,2.297,2.41,2.377,2.221,2.286,2.414
"Dec 11, 2006",2.444,2.454,2.412,2.511,2.313,2.357,2.387,2.421,2.568,2.497,2.485,2.81,2.448,2.526,2.572,2.383,2.343,2.315,2.357,2.348,,2.334,2.319,2.264,2.398,2.36,2.189,2.283,2.393
"Dec 18, 2006",2.444,2.455,2.419,2.524,2.316,2.363,2.394,2.422,2.566,2.494,2.502,2.781,2.458,2.53,2.558,2.388,2.34,2.307,2.357,2.34,,2.342,2.321,2.257,2.399,2.372,2.204,2.251,2.386
"Dec 25, 2006",2.434,2.446,2.405,2.516,2.297,2.342,2.392,2.399,2.561,2.488,2.483,2.792,2.447,2.525,2.56,2.371,2.334,2.31,2.346,2.317,,2.321,2.304,2.202,2.38,2.346,2.19,2.207,2.386
"Jan 01, 2007",2.415,2.427,2.389,2.498,2.293,2.315,2.392,2.382,2.555,2.466,2.442,2.771,2.429,2.496,2.534,2.359,2.322,2.299,2.334,2.295,,2.298,2.293,2.158,2.368,2.339,2.169,2.171,2.361
"Jan 08, 2007",2.388,2.402,2.36,2.478,2.248,2.276,2.391,2.353,2.533,2.444,2.381,2.771,2.424,2.446,2.517,2.342,2.294,2.275,2.304,2.25,,2.252,2.271,2.093,2.337,2.308,2.117,2.083,2.338
"Jan 15, 2007",2.351,2.369,2.341,2.435,2.23,2.271,2.372,2.32,2.558,2.403,2.358,2.77,2.431,2.394,2.484,2.283,2.253,2.219,2.271,2.171,,2.165,2.218,2.03,2.275,2.238,2.045,2.03,2.213
"Jan 22, 2007",2.333,2.354,2.334,2.425,2.221,2.266,2.37,2.315,2.55,2.381,2.357,2.728,2.415,2.385,2.46,2.254,2.24,2.202,2.261,2.128,,2.129,2.197,2.015,2.188,2.197,2.015,2.004,2.172
"Jan 29, 2007",2.36,2.382,2.357,2.456,2.242,2.301,2.345,2.343,2.576,2.416,2.42,2.716,2.397,2.43,2.5,2.289,2.232,2.2,2.248,2.147,,2.136,2.136,2.033,2.189,2.205,2.009,2.069,2.181
"Feb 05, 2007",2.413,2.433,2.397,2.494,2.28,2.356,2.35,2.396,2.598,2.476,2.479,2.739,2.448,2.521,2.53,2.377,2.272,2.224,2.298,2.216,,2.207,2.156,2.123,2.237,2.249,2.079,2.171,2.252
"Feb 12, 2007",2.449,2.469,2.438,2.54,2.338,2.394,2.371,2.442,2.619,2.511,2.535,2.769,2.475,2.555,2.576,2.396,2.293,2.241,2.32,2.258,,2.259,2.19,2.163,2.305,2.284,2.097,2.208,2.286
"Feb 19, 2007",2.453,2.469,2.44,2.531,2.346,2.391,2.404,2.433,2.633,2.51,2.52,2.769,2.476,2.562,2.568,2.401,2.299,2.259,2.321,2.291,,2.28,2.181,2.195,2.35,2.313,2.108,2.265,2.302
"Feb 26, 2007",2.473,2.485,2.463,2.551,2.388,2.416,2.423,2.438,2.631,2.522,2.518,2.737,2.486,2.575,2.579,2.414,2.309,2.269,2.331,2.354,,2.365,2.283,2.277,2.41,2.381,2.181,2.294,2.383
"Mar 05, 2007",2.496,2.505,2.486,2.57,2.398,2.442,2.454,2.49,2.647,2.539,2.554,2.771,2.489,2.593,2.594,2.437,2.331,2.293,2.352,2.404,,2.42,2.299,2.319,2.48,2.442,2.246,2.324,2.439
"Mar 12, 2007",2.495,2.501,2.486,2.558,2.41,2.443,2.46,2.496,2.65,2.531,2.544,2.771,2.486,2.581,2.586,2.429,2.33,2.289,2.351,2.432,,2.468,2.344,2.335,2.507,2.494,2.293,2.328,2.472
"Oct 08, 2007",2.774,2.772,2.735,2.802,2.707,2.693,2.693,2.773,2.757,2.811,2.816,3.025,2.731,2.854,2.869,2.718,2.686,2.674,2.693,2.793,,2.815,2.732,2.685,2.846,2.906,2.694,2.667,2.842
"Oct 15, 2007",2.794,2.793,2.756,2.832,2.724,2.719,2.714,2.802,2.708,2.829,2.834,3.06,2.741,2.886,2.889,2.729,2.72,2.728,2.715,2.805,,2.823,2.751,2.692,2.839,2.918,2.698,2.703,2.841
"Oct 22, 2007",2.869,2.87,2.837,2.905,2.81,2.793,2.815,2.87,2.825,2.904,2.888,3.136,2.805,2.957,2.968,2.806,2.791,2.792,2.79,2.856,,2.876,2.76,2.786,2.883,2.951,2.72,2.771,2.89
"Oct 29, 2007",2.953,2.956,2.921,2.994,2.859,2.888,2.902,2.945,2.926,2.993,2.966,3.147,2.885,3.03,3.051,2.914,2.859,2.861,2.857,2.926,,2.964,2.787,2.892,2.94,2.977,2.78,2.877,2.959
"Nov 05, 2007",3.11,3.112,3.08,3.18,3.04,3.029,3.027,3.115,3.048,3.149,3.102,3.409,3.009,3.209,3.224,3.04,2.99,2.994,2.988,3.091,,3.122,2.969,3.019,3.13,3.12,2.932,3.055,3.111
"Nov 12, 2007",3.206,3.208,3.17,3.264,3.142,3.134,3.091,3.185,3.141,3.25,3.185,3.501,3.132,3.29,3.322,3.154,3.09,3.104,3.082,3.185,,3.197,3.059,3.105,3.269,3.204,3.006,3.141,3.201
"Nov 19, 2007",3.215,3.218,3.183,3.259,3.135,3.148,3.161,3.191,3.177,3.257,3.199,3.521,3.17,3.296,3.328,3.155,3.099,3.098,3.099,3.185,,3.188,3.092,3.088,3.261,3.22,3.011,3.144,3.192
