Level,Parameter,Option,Saturation
2,City,"MO, Chesterfield",0.000152565
2,City,"MO, Columbia",0.000377409
2,City,"MO, Florissant",0.000169274
2,City,"MO, Independence",0.000399751
2,City,"MO, Jefferson City",0.000141695
2,City,"MO, Joplin",0.000176552
2,City,"MO, Kansas City",0.001704
2,City,"MO, Lees Summit",0.000274023
2,City,"MO, Ofallon",0.000236783
2,City,"MO, Springfield",0.000598885
2,City,"MO, St Charles",0.000217087
2,City,"MO, St Joseph",0.000248463
2,City,"MO, St Louis",0.00130945
2,City,"MO, St Peters",0.000169555
2,City,"MO, University City",0.000132113
2,City,"MS, Biloxi",0.00015839
2,City,"MS, Gulfport",0.000254946
2,City,"MS, Hattiesburg",0.000160821
2,City,"MS, Jackson",0.000564428
2,City,"MS, Meridian",0.000142123
2,City,"MS, Southaven",0.000147977
2,City,"MS, Tupelo",0.000115464
2,City,"MT, Billings",0.000363849
2,City,"MT, Bozeman",0.000143732
2,City,"MT, Butte-Silver Bow Balance",0.000122962
2,City,"MT, Great Falls",0.000202323
2,City,"MT, Missoula",0.000239105
2,City,"NC, Asheville",0.000307409
2,City,"NC, Burlington",0.000173856
2,City,"NC, Cary",0.0004462
2,City,"NC, Chapel Hill",0.000158057
2,City,"NC, Charlotte",0.00246689
2,City,"NC, Concord",0.00025121
2,City,"NC, Durham",0.000825
2,City,"NC, Fayetteville",0.000692704
2,City,"NC, Gastonia",0.000236508
2,City,"NC, Goldsboro",0.000121563
2,City,"NC, Greensboro",0.0009629
2,City,"NC, Greenville",0.000309696
2,City,"NC, Hickory",0.000138636
2,City,"NC, High Point",0.00034771
2,City,"NC, Huntersville",0.000146431
2,City,"NC, Jacksonville",0.000180217
2,City,"NC, Kannapolis",0.000149099
2,City,"NC, Raleigh",0.00140192
2,City,"NC, Rocky Mount",0.000198797
2,City,"NC, Wilmington",0.000418844
2,City,"NC, Wilson",0.000164356
2,City,"NC, Winston-Salem",0.000790504
2,City,"ND, Bismarck",0.000233942
2,City,"ND, Fargo",0.000407043
2,City,"ND, Grand Forks",0.000186058
2,City,"ND, Minot",0.000158869
2,City,"NE, Bellevue",0.000151478
2,City,"NE, Grand Island",0.000149212
2,City,"NE, Lincoln",0.000853928
2,City,"NE, Omaha",0.00132704
2,City,"NH, Concord",0.000136847
2,City,"NH, Manchester",0.000365178
2,City,"NH, Nashua",0.000274229
2,City,"NJ, Atlantic City",0.000148043
2,City,"NJ, Bayonne",0.000205504
2,City,"NJ, Camden",0.000226302
2,City,"NJ, Clifton",0.000239663
2,City,"NJ, East Orange",0.000221521
2,City,"NJ, Elizabeth",0.000331319
2,City,"NJ, Fort Lee",0.00013581
2,City,"NJ, Hackensack",0.000148685
2,City,"NJ, Hoboken",0.000202103
2,City,"NJ, Jersey City",0.000830486
2,City,"NJ, Linden",0.000115661
2,City,"NJ, New Brunswick",0.000117384
2,City,"NJ, Newark",0.000826875
2,City,"NJ, Ocean City",0.000148789
2,City,"NJ, Passaic",0.000159233
2,City,"NJ, Paterson",0.000369466
2,City,"NJ, Perth Amboy",0.000124136
2,City,"NJ, Plainfield",0.000122084
2,City,"NJ, Sayreville",0.000127694
2,City,"NJ, Toms River",0.000274417
2,City,"NJ, Trenton",0.000258506
2,City,"NJ, Union City",0.000196605
2,City,"NJ, Vineland",0.000170489
2,City,"NJ, West New York",0.000154041
2,City,"NM, Albuquerque",0.00181152
2,City,"NM, Clovis",0.000122657
2,City,"NM, Farmington",0.00013155
2,City,"NM, Las Cruces",0.000337725
2,City,"NM, Rio Rancho",0.000264166
2,City,"NM, Roswell",0.000150345
2,City,"NM, Santa Fe",0.000278238
2,City,"NM, South Valley",0.000113467
2,City,Not in a census Place,0.265076
2,City,"NV, Carson City",0.000174995
2,City,"NV, Enterprise",0.000401979
2,City,"NV, Henderson",0.000903451
2,City,"NV, Las Vegas",0.00187112
2,City,"NV, North Las Vegas",0.000578151
2,City,"NV, Pahrump",0.000129158
2,City,"NV, Paradise",0.00084247
2,City,"NV, Reno",0.000771257
2,City,"NV, Sparks",0.000288812
2,City,"NV, Spring Valley",0.000634624
2,City,"NV, Sunrise Manor",0.000526664
2,City,"NV, Whitney",0.000122167
2,City,"NY, Albany",0.000354427
2,City,"NY, Binghamton",0.000175443
2,City,"NY, Brighton",0.000123725
2,City,"NY, Buffalo",0.000977037
2,City,"NY, Cheektowaga",0.000266973
2,City,"NY, Coram",0.000117676
2,City,"NY, Hempstead",0.000128104
2,City,"NY, Irondequoit",0.000178291
2,City,"NY, Levittown",0.000124844
2,City,"NY, Long Beach",0.000124135
2,City,"NY, Mount Vernon",0.000203677
2,City,"NY, New Rochelle",0.00022437
2,City,"NY, New York",0.0256319
2,City,"NY, Niagara Falls",0.000193561
2,City,"NY, Rochester",0.000729662
2,City,"NY, Rome",0.000113804
2,City,"NY, Schenectady",0.000236105
2,City,"NY, Syracuse",0.000489296
2,City,"NY, Tonawanda",0.000258423
2,City,"NY, Troy",0.000174532
2,City,"NY, Utica",0.000204318
2,City,"NY, West Seneca",0.00015416
2,City,"NY, White Plains",0.000170191
2,City,"NY, Yonkers",0.000611279
2,City,"OH, Akron",0.000726255
2,City,"OH, Beavercreek",0.000143862
2,City,"OH, Boardman",0.000123902
2,City,"OH, Canton",0.00026763
2,City,"OH, Cincinnati",0.00119664
2,City,"OH, Cleveland",0.00157679
2,City,"OH, Cleveland Heights",0.000162575
2,City,"OH, Columbus",0.00285281
2,City,"OH, Cuyahoga Falls",0.000176644
2,City,"OH, Dayton",0.000554261
2,City,"OH, Delaware",0.000112625
2,City,"OH, Dublin",0.000117996
2,City,"OH, Elyria",0.00018831
2,City,"OH, Euclid",0.000195979
2,City,"OH, Fairborn",0.00011905
2,City,"OH, Fairfield",0.000138645
2,City,"OH, Findlay",0.000143915
2,City,"OH, Grove City",0.000117398
2,City,"OH, Hamilton",0.000211153
2,City,"OH, Huber Heights",0.000124641
2,City,"OH, Kettering",0.0002026
2,City,"OH, Lakewood",0.00020314
2,City,"OH, Lancaster",0.000133013
2,City,"OH, Lima",0.000124984
2,City,"OH, Lorain",0.000217454
2,City,"OH, Mansfield",0.000161415
2,City,"OH, Marion",0.000111898
2,City,"OH, Mentor",0.000154257
2,City,"OH, Middletown",0.000172995
2,City,"OH, Newark",0.000162698
2,City,"OH, Parma",0.00026818
2,City,"OH, Springfield",0.000210945
2,City,"OH, Stow",0.000112722
2,City,"OH, Strongsville",0.000138942
2,City,"OH, Toledo",0.00103036
2,City,"OH, Warren",0.000148824
2,City,"OH, Youngstown",0.000251436
2,City,"OK, Bartlesville",0.000125984
2,City,"OK, Broken Arrow",0.000297133
2,City,"OK, Edmond",0.000260753
2,City,"OK, Enid",0.000163705
2,City,"OK, Lawton",0.000300394
2,City,"OK, Midwest City",0.000193138
2,City,"OK, Moore",0.000172089
2,City,"OK, Muskogee",0.000133026
2,City,"OK, Norman",0.000383744
2,City,"OK, Oklahoma City",0.00199048
2,City,"OK, Stillwater",0.00015702
2,City,"OK, Tulsa",0.00140258
2,City,"OR, Albany",0.000159475
2,City,"OR, Aloha",0.000134048
2,City,"OR, Beaverton",0.000300677
2,City,"OR, Bend",0.000281854
2,City,"OR, Corvallis",0.000178511
2,City,"OR, Eugene",0.000529603
2,City,"OR, Grants Pass",0.000114352
2,City,"OR, Gresham",0.000305188
2,City,"OR, Hillsboro",0.000287168
2,City,"OR, Lake Oswego",0.000128165
2,City,"OR, Medford",0.00024743
2,City,"OR, Portland",0.00203665
2,City,"OR, Salem",0.000469478
2,City,"OR, Springfield",0.000190458
2,City,"OR, Tigard",0.000154049
2,City,"PA, Allentown",0.000341843
2,City,"PA, Altoona",0.000153928
2,City,"PA, Bethlehem",0.000232233
2,City,"PA, Erie",0.000341121
2,City,"PA, Harrisburg",0.000184406
2,City,"PA, Lancaster",0.000172792
2,City,"PA, Levittown",0.000141983
2,City,"PA, Philadelphia",0.00500633
2,City,"PA, Pittsburgh",0.00114717
2,City,"PA, Reading",0.000253074
2,City,"PA, Scranton",0.000252016
2,City,"PA, Wilkes-Barre",0.000142023
2,City,"PA, York",0.000144515
2,City,"RI, Cranston",0.000244049
2,City,"RI, East Providence",0.00015575
2,City,"RI, Pawtucket",0.000232083
2,City,"RI, Providence",0.000527886
2,City,"RI, Warwick",0.000280638
2,City,"RI, Woonsocket",0.000145313
2,City,"SC, Charleston",0.00046626
2,City,"SC, Columbia",0.000399017
2,City,"SC, Florence",0.000132027
2,City,"SC, Goose Creek",0.000112007
2,City,"SC, Greenville",0.000231556
2,City,"SC, Hilton Head Island",0.000252038
2,City,"SC, Mount Pleasant",0.000244208
2,City,"SC, Myrtle Beach",0.000186876
2,City,"SC, North Charleston",0.000336
2,City,"SC, North Myrtle Beach",0.000211833
2,City,"SC, Rock Hill",0.000221923
2,City,"SC, Spartanburg",0.000133375
2,City,"SC, Summerville",0.000148869
2,City,"SC, Sumter",0.00014356
2,City,"SD, Rapid City",0.000231011
2,City,"SD, Sioux Falls",0.000531156
2,City,"TN, Bartlett",0.000149628
2,City,"TN, Chattanooga",0.000603976
2,City,"TN, Clarksville",0.000440714
2,City,"TN, Cleveland",0.000137278
2,City,"TN, Collierville",0.000121686
2,City,"TN, Columbia",0.000123254
2,City,"TN, Franklin",0.000215463
2,City,"TN, Germantown",0.000115194
2,City,"TN, Hendersonville",0.000164081
2,City,"TN, Jackson",0.000217109
2,City,"TN, Johnson City",0.000238348
2,City,"TN, Kingsport",0.000181063
2,City,"TN, Knoxville",0.000669383
2,City,"TN, Memphis",0.00221729
2,City,"TN, Murfreesboro",0.000369834
2,City,"TN, Nashville-Davidson Metropolitan Government Balance",0.00211071
2,City,"TN, Smyrna",0.000131737
2,City,"TX, Abilene",0.000364366
2,City,"TX, Allen",0.000228029
2,City,"TX, Amarillo",0.000619567
2,City,"TX, Arlington",0.00109693
2,City,"TX, Atascocita",0.000183728
2,City,"TX, Austin",0.0028282
2,City,"TX, Baytown",0.000219585
2,City,"TX, Beaumont",0.000392903
2,City,"TX, Bedford",0.000166552
2,City,"TX, Brownsville",0.000421382
2,City,"TX, Bryan",0.000239
2,City,"TX, Burleson",0.000116987
2,City,"TX, Carrollton",0.000359145
2,City,"TX, Cedar Hill",0.000124256
2,City,"TX, Cedar Park",0.00014997
2,City,"TX, College Station",0.000322447
2,City,"TX, Conroe",0.000189284
2,City,"TX, Coppell",0.000115343
2,City,"TX, Corpus Christi",0.000962896
2,City,"TX, Dallas",0.00405438
2,City,"TX, Denton",0.000351868
2,City,"TX, Desoto",0.000151756
2,City,"TX, Edinburg",0.000195328
2,City,"TX, El Paso",0.00179524
2,City,"TX, Euless",0.00017414
2,City,"TX, Flower Mound",0.00017896
2,City,"TX, Fort Worth",0.0023043
2,City,"TX, Frisco",0.000372775
2,City,"TX, Galveston",0.000237706
2,City,"TX, Garland",0.000598241
2,City,"TX, Georgetown",0.000163899
2,City,"TX, Grand Prairie",0.000477557
2,City,"TX, Grapevine",0.000151991
2,City,"TX, Haltom City",0.000118558
2,City,"TX, Harlingen",0.000188346
2,City,"TX, Houston",0.00694474
2,City,"TX, Hurst",0.00011564
2,City,"TX, Irving",0.0006711
2,City,"TX, Keller",0.000113173
2,City,"TX, Killeen",0.000439023
2,City,"TX, Laredo",0.000546019
2,City,"TX, League City",0.000268611
2,City,"TX, Lewisville",0.000313581
2,City,"TX, Longview",0.000249579
2,City,"TX, Lubbock",0.000766117
2,City,"TX, Lufkin",0.000112165
2,City,"TX, Mansfield",0.000165506
2,City,"TX, Mcallen",0.000360197
2,City,"TX, Mckinney",0.000412919
2,City,"TX, Mesquite",0.000376602
2,City,"TX, Midland",0.000349644
2,City,"TX, Mission",0.000220166
2,City,"TX, Missouri City",0.000179902
2,City,"TX, New Braunfels",0.000199732
2,City,"TX, North Richland Hills",0.000202668
2,City,"TX, Odessa",0.00032243
2,City,"TX, Pasadena",0.000402947
2,City,"TX, Pearland",0.000283199
2,City,"TX, Pflugerville",0.000137666
2,City,"TX, Pharr",0.000175561
2,City,"TX, Plano",0.000813641
2,City,"TX, Port Arthur",0.000181963
2,City,"TX, Richardson",0.000320504
2,City,"TX, Round Rock",0.000273288
2,City,"TX, Rowlett",0.00015031
2,City,"TX, San Angelo",0.000299546
2,City,"TX, San Antonio",0.0040072
2,City,"TX, San Marcos",0.000176789
2,City,"TX, Sherman",0.000122057
2,City,"TX, Spring",0.000151139
2,City,"TX, Sugar Land",0.000207538
2,City,"TX, Temple",0.000225084
2,City,"TX, Texarkana",0.000122476
2,City,"TX, Texas City",0.000147141
2,City,"TX, The Colony",0.000123233
2,City,"TX, The Woodlands",0.000312858
2,City,"TX, Tyler",0.000318608
2,City,"TX, Victoria",0.000198504
2,City,"TX, Waco",0.000403838
2,City,"TX, Wichita Falls",0.000323969
2,City,"TX, Wylie",0.00011234
2,City,"UT, Layton",0.000178576
2,City,"UT, Lehi",0.000113343
2,City,"UT, Logan",0.000130403
2,City,"UT, Millcreek",0.000198134
2,City,"UT, Murray",0.000144052
2,City,"UT, Ogden",0.000243526
2,City,"UT, Orem",0.000204863
2,City,"UT, Provo",0.000256511
2,City,"UT, Salt Lake City",0.00061009
2,City,"UT, Sandy",0.000226243
2,City,"UT, South Jordan",0.000149605
2,City,"UT, St George",0.000250771
2,City,"UT, Taylorsville",0.000150677
2,City,"UT, West Jordan",0.000246614
2,City,"UT, West Valley City",0.000286935
2,City,"VA, Alexandria",0.000560121
2,City,"VA, Arlington",0.000826249
2,City,"VA, Ashburn",0.00012684
2,City,"VA, Blacksburg",0.000114684
2,City,"VA, Centreville",0.000189242
2,City,"VA, Charlottesville",0.000150192
2,City,"VA, Chesapeake",0.000655006
2,City,"VA, Dale City",0.000158911
2,City,"VA, Danville",0.000166625
2,City,"VA, Hampton",0.000449598
2,City,"VA, Harrisonburg",0.000134564
2,City,"VA, Lake Ridge",0.00011679
2,City,"VA, Leesburg",0.000128251
2,City,"VA, Lynchburg",0.000241125
2,City,"VA, Mclean",0.0001298
2,City,"VA, Mechanicsville",0.000112232
2,City,"VA, Newport News",0.000578075
2,City,"VA, Norfolk",0.00072083
2,City,"VA, Petersburg",0.000122964
2,City,"VA, Portsmouth",0.000306187
2,City,"VA, Reston",0.000199984
2,City,"VA, Richmond",0.000745089
2,City,"VA, Roanoke",0.000353071
2,City,"VA, Suffolk",0.000260317
2,City,"VA, Tuckahoe",0.000144621
2,City,"VA, Virginia Beach",0.00135777
2,City,"VT, Burlington",0.000124523
2,City,"WA, Auburn",0.000219266
2,City,"WA, Bellevue",0.0004238
2,City,"WA, Bellingham",0.000276758
2,City,"WA, Bremerton",0.000134045
2,City,"WA, Edmonds",0.000139396
2,City,"WA, Everett",0.00033628
2,City,"WA, Federal Way",0.000271086
2,City,"WA, Kennewick",0.000220375
2,City,"WA, Kent",0.000274398
2,City,"WA, Kirkland",0.000184691
2,City,"WA, Lacey",0.000147224
2,City,"WA, Lakewood",0.000202239
2,City,"WA, Longview",0.000120563
2,City,"WA, Marysville",0.000182243
2,City,"WA, Olympia",0.000174692
2,City,"WA, Pasco",0.000151329
2,City,"WA, Puyallup",0.000122572
2,City,"WA, Redmond",0.000190625
2,City,"WA, Renton",0.000301976
2,City,"WA, Richland",0.000164726
2,City,"WA, Sammamish",0.000123735
2,City,"WA, Seattle",0.00240796
2,City,"WA, Shoreline",0.000166843
2,City,"WA, South Hill",0.000147286
2,City,"WA, Spokane",0.00071742
2,City,"WA, Spokane Valley",0.000295217
2,City,"WA, Tacoma",0.000653443
2,City,"WA, Vancouver",0.000524055
2,City,"WA, Yakima",0.000265101
2,City,"WI, Appleton",0.000221073
2,City,"WI, Beloit",0.000114994
2,City,"WI, Eau Claire",0.000216532
2,City,"WI, Fond Du Lac",0.000143912
2,City,"WI, Green Bay",0.000338369
2,City,"WI, Greenfield",0.000130871
2,City,"WI, Janesville",0.000206717
2,City,"WI, Kenosha",0.000304857
2,City,"WI, La Crosse",0.000168484
2,City,"WI, Madison",0.000825918
2,City,"WI, Manitowoc",0.000119762
2,City,"WI, Menomonee Falls",0.000114707
2,City,"WI, Milwaukee",0.00191787
2,City,"WI, New Berlin",0.000128356
2,City,"WI, Oshkosh",0.000214408
2,City,"WI, Racine",0.000252117
2,City,"WI, Sheboygan",0.000165069
2,City,"WI, Waukesha",0.000225908
2,City,"WI, Wausau",0.000139779
2,City,"WI, Wauwatosa",0.000160372
2,City,"WI, West Allis",0.000220282
2,City,"WV, Charleston",0.000189879
2,City,"WV, Huntington",0.000185962
2,City,"WV, Parkersburg",0.000115061
2,City,"WY, Casper",0.000194574
2,City,"WY, Cheyenne",0.00021337
2,County,"AK, Aleutians East Borough",7.49692e-06
2,County,"AK, Aleutians West Census Area",1.46059e-05
2,County,"AK, Anchorage Municipality",0.0008537
2,County,"AK, Bethel Census Area",4.46533e-05
2,County,"AK, Bristol Bay Borough",6.78079e-06
2,County,"AK, Denali Borough",1.27634e-05
2,County,"AK, Dillingham Census Area",1.82313e-05
2,County,"AK, Fairbanks North Star Borough",0.000310842
2,County,"AK, Haines Borough",1.2107e-05
2,County,"AK, Hoonah-Angoon Census Area",1.2286e-05
2,County,"AK, Juneau City and Borough",9.89369e-05
2,County,"AK, Kenai Peninsula Borough",0.000229398
2,County,"AK, Ketchikan Gateway Borough",4.66524e-05
2,County,"AK, Kodiak Island Borough",3.97e-05
2,County,"AK, Kusilvak Census Area",1.67841e-05
2,County,"AK, Lake and Peninsula Borough",1.08239e-05
2,County,"AK, Matanuska-Susitna Borough",0.000308955
2,County,"AK, Nome Census Area",3.02338e-05
2,County,"AK, North Slope Borough",1.9022e-05
2,County,"AK, Northwest Arctic Borough",2.03051e-05
2,County,"AK, Petersburg Borough",1.31588e-05
2,County,"AK, Prince of Wales-Hyder Census Area",2.50568e-05
2,County,"AK, Sitka City and Borough",3.06739e-05
2,County,"AK, Skagway Municipality",4.7667e-06
2,County,"AK, Southeast Fairbanks Census Area",2.91e-05
2,County,"AK, Valdez-Cordova Census Area",4.55558e-05
2,County,"AK, Wrangell City and Borough",1.05031e-05
2,County,"AK, Yakutat City and Borough",2.91671e-06
2,County,"AK, Yukon-Koyukuk Census Area",3.0286e-05
2,County,"AL, Autauga County",0.000169438
2,County,"AL, Baldwin County",0.000802499
2,County,"AL, Barbour County",8.80385e-05
2,County,"AL, Bibb County",6.69277e-05
2,County,"AL, Blount County",0.000177912
2,County,"AL, Bullock County",3.32848e-05
2,County,"AL, Butler County",7.39546e-05
2,County,"AL, Calhoun County",0.000397791
2,County,"AL, Chambers County",0.000126105
2,County,"AL, Cherokee County",0.000121293
2,County,"AL, Chilton County",0.000143673
2,County,"AL, Choctaw County",5.40151e-05
2,County,"AL, Clarke County",9.39092e-05
2,County,"AL, Clay County",5.03151e-05
2,County,"AL, Cleburne County",4.98974e-05
2,County,"AL, Coffee County",0.000170542
2,County,"AL, Colbert County",0.000195114
2,County,"AL, Conecuh County",5.26276e-05
2,County,"AL, Coosa County",4.81369e-05
2,County,"AL, Covington County",0.000140114
2,County,"AL, Crenshaw County",4.9972e-05
2,County,"AL, Cullman County",0.000277124
2,County,"AL, Dale County",0.00017037
2,County,"AL, Dallas County",0.000150997
2,County,"AL, DeKalb County",0.000231756
2,County,"AL, Elmore County",0.000248569
2,County,"AL, Escambia County",0.000122494
2,County,"AL, Etowah County",0.000354361
2,County,"AL, Fayette County",6.27503e-05
2,County,"AL, Franklin County",0.000104808
2,County,"AL, Geneva County",9.43119e-05
2,County,"AL, Greene County",3.72682e-05
2,County,"AL, Hale County",5.71034e-05
2,County,"AL, Henry County",6.67635e-05
2,County,"AL, Houston County",0.000346015
2,County,"AL, Jackson County",0.000184797
2,County,"AL, Jefferson County",0.00227714
2,County,"AL, Lamar County",5.46566e-05
2,County,"AL, Lauderdale County",0.000330559
2,County,"AL, Lawrence County",0.000113245
2,County,"AL, Lee County",0.000490104
2,County,"AL, Limestone County",0.000264928
2,County,"AL, Lowndes County",3.79023e-05
2,County,"AL, Macon County",7.62522e-05
2,County,"AL, Madison County",0.00115408
2,County,"AL, Marengo County",7.61478e-05
2,County,"AL, Marion County",0.000109671
2,County,"AL, Marshall County",0.000301011
2,County,"AL, Mobile County",0.00135476
2,County,"AL, Monroe County",8.41072e-05
2,County,"AL, Montgomery County",0.000772645
2,County,"AL, Morgan County",0.000384341
2,County,"AL, Perry County",3.5008e-05
2,County,"AL, Pickens County",7.0486e-05
2,County,"AL, Pike County",0.00011737
2,County,"AL, Randolph County",8.90455e-05
2,County,"AL, Russell County",0.000199314
2,County,"AL, Shelby County",0.000623789
2,County,"AL, St. Clair County",0.000267382
2,County,"AL, Sumter County",5.04793e-05
2,County,"AL, Talladega County",0.000277476
2,County,"AL, Tallapoosa County",0.000164544
2,County,"AL, Tuscaloosa County",0.000655872
2,County,"AL, Walker County",0.000229069
2,County,"AL, Washington County",6.24668e-05
2,County,"AL, Wilcox County",4.19156e-05
2,County,"AL, Winston County",9.99887e-05
2,County,"AR, Arkansas County",7.04262e-05
2,County,"AR, Ashley County",7.53496e-05
2,County,"AR, Baxter County",0.000168498
2,County,"AR, Benton County",0.000731243
2,County,"AR, Boone County",0.000126127
2,County,"AR, Bradley County",4.34075e-05
2,County,"AR, Calhoun County",2.15433e-05
2,County,"AR, Carroll County",0.000101309
2,County,"AR, Chicot County",4.03342e-05
2,County,"AR, Clark County",7.76173e-05
2,County,"AR, Clay County",5.99679e-05
2,County,"AR, Cleburne County",0.000118265
2,County,"AR, Cleveland County",3.02711e-05
2,County,"AR, Columbia County",8.63675e-05
2,County,"AR, Conway County",7.26044e-05
2,County,"AR, Craighead County",0.000322837
2,County,"AR, Crawford County",0.000197157
2,County,"AR, Crittenden County",0.000161179
2,County,"AR, Cross County",5.88042e-05
2,County,"AR, Dallas County",3.19644e-05
2,County,"AR, Desha County",4.68688e-05
2,County,"AR, Drew County",6.32501e-05
2,County,"AR, Faulkner County",0.000363679
2,County,"AR, Franklin County",5.9856e-05
2,County,"AR, Fulton County",5.03225e-05
2,County,"AR, Garland County",0.000376934
2,County,"AR, Grant County",5.84834e-05
2,County,"AR, Greene County",0.000137846
2,County,"AR, Hempstead County",7.78039e-05
2,County,"AR, Hot Spring County",0.000106904
2,County,"AR, Howard County",4.64734e-05
2,County,"AR, Independence County",0.00012139
2,County,"AR, Izard County",5.37988e-05
2,County,"AR, Jackson County",5.66782e-05
2,County,"AR, Jefferson County",0.000247711
2,County,"AR, Johnson County",8.46667e-05
2,County,"AR, Lafayette County",3.23897e-05
2,County,"AR, Lawrence County",5.94456e-05
2,County,"AR, Lee County",3.25463e-05
2,County,"AR, Lincoln County",3.61941e-05
2,County,"AR, Little River County",4.81071e-05
2,County,"AR, Logan County",7.55585e-05
2,County,"AR, Lonoke County",0.000212994
2,County,"AR, Madison County",5.58129e-05
2,County,"AR, Marion County",6.96952e-05
2,County,"AR, Miller County",0.000144694
2,County,"AR, Mississippi County",0.000152885
2,County,"AR, Monroe County",3.31281e-05
2,County,"AR, Montgomery County",4.28183e-05
2,County,"AR, Nevada County",3.38816e-05
2,County,"AR, Newton County",3.48365e-05
2,County,"AR, Ouachita County",9.7445e-05
2,County,"AR, Perry County",3.66043e-05
2,County,"AR, Phillips County",7.57598e-05
2,County,"AR, Pike County",4.15649e-05
2,County,"AR, Poinsett County",8.15037e-05
2,County,"AR, Polk County",7.48349e-05
2,County,"AR, Pope County",0.000192958
2,County,"AR, Prairie County",3.35459e-05
2,County,"AR, Pulaski County",0.00135192
2,County,"AR, Randolph County",6.36827e-05
2,County,"AR, Saline County",0.00034911
2,County,"AR, Scott County",3.86483e-05
2,County,"AR, Searcy County",3.65819e-05
2,County,"AR, Sebastian County",0.000418149
2,County,"AR, Sevier County",5.12774e-05
2,County,"AR, Sharp County",7.32983e-05
2,County,"AR, St. Francis County",8.1295e-05
2,County,"AR, Stone County",5.04196e-05
2,County,"AR, Union County",0.000146864
2,County,"AR, Van Buren County",7.71474e-05
2,County,"AR, Washington County",0.000671849
2,County,"AR, White County",0.000247197
2,County,"AR, Woodruff County",2.9003e-05
2,County,"AR, Yell County",7.26716e-05
2,County,"AZ, Apache County",0.000244116
2,County,"AZ, Cochise County",0.000450568
2,County,"AZ, Coconino County",0.000480661
2,County,"AZ, Gila County",0.000247197
2,County,"AZ, Graham County",9.89739e-05
2,County,"AZ, Greenlee County",3.30013e-05
2,County,"AZ, La Paz County",0.000121099
2,County,"AZ, Maricopa County",0.0125352
2,County,"AZ, Mohave County",0.000840079
2,County,"AZ, Navajo County",0.000429331
2,County,"AZ, Pima County",0.003363
2,County,"AZ, Pinal County",0.00124169
2,County,"AZ, Santa Cruz County",0.000135205
2,County,"AZ, Yavapai County",0.00084185
2,County,"AZ, Yuma County",0.000671895
2,County,"CA, Alameda County",0.00442202
2,County,"CA, Alpine County",1.3211e-05
2,County,"CA, Amador County",0.000135787
2,County,"CA, Butte County",0.000727409
2,County,"CA, Calaveras County",0.000209645
2,County,"CA, Colusa County",5.92219e-05
2,County,"CA, Contra Costa County",0.00303459
2,County,"CA, Del Norte County",8.44876e-05
2,County,"CA, El Dorado County",0.000663025
2,County,"CA, Fresno County",0.00241585
2,County,"CA, Glenn County",8.13471e-05
2,County,"CA, Humboldt County",0.000465375
2,County,"CA, Imperial County",0.000424497
2,County,"CA, Inyo County",7.09632e-05
2,County,"CA, Kern County",0.00217292
2,County,"CA, Kings County",0.000335332
2,County,"CA, Lake County",0.000265808
2,County,"CA, Lassen County",9.4931e-05
2,County,"CA, Los Angeles County",0.0260349
2,County,"CA, Madera County",0.000371817
2,County,"CA, Marin County",0.000837407
2,County,"CA, Mariposa County",7.70876e-05
2,County,"CA, Mendocino County",0.000303569
2,County,"CA, Merced County",0.000627652
2,County,"CA, Modoc County",3.91033e-05
2,County,"CA, Mono County",0.000104435
2,County,"CA, Monterey County",0.0010456
2,County,"CA, Napa County",0.000412522
2,County,"CA, Nevada County",0.00039677
2,County,"CA, Orange County",0.0079976
2,County,"CA, Placer County",0.00117778
2,County,"CA, Plumas County",0.000117064
2,County,"CA, Riverside County",0.00611912
2,County,"CA, Sacramento County",0.00419232
2,County,"CA, San Benito County",0.00013531
2,County,"CA, San Bernardino County",0.0052847
2,County,"CA, San Diego County",0.00885936
2,County,"CA, San Francisco County",0.00288504
2,County,"CA, San Joaquin County",0.00177354
2,County,"CA, San Luis Obispo County",0.00089067
2,County,"CA, San Mateo County",0.00204242
2,County,"CA, Santa Barbara County",0.00115306
2,County,"CA, Santa Clara County",0.00486295
2,County,"CA, Santa Cruz County",0.000785161
2,County,"CA, Shasta County",0.000581417
2,County,"CA, Sierra County",1.75226e-05
2,County,"CA, Siskiyou County",0.000179285
2,County,"CA, Solano County",0.00115692
2,County,"CA, Sonoma County",0.00154457
2,County,"CA, Stanislaus County",0.00134561
2,County,"CA, Sutter County",0.000254387
2,County,"CA, Tehama County",0.000203088
2,County,"CA, Trinity County",6.5555e-05
2,County,"CA, Tulare County",0.00108657
2,County,"CA, Tuolumne County",0.000233918
2,County,"CA, Ventura County",0.00212419
2,County,"CA, Yolo County",0.000570496
2,County,"CA, Yuba County",0.00020916
2,County,"CO, Adams County",0.00123873
2,County,"CO, Alamosa County",5.01882e-05
2,County,"CO, Arapahoe County",0.00181171
2,County,"CO, Archuleta County",6.68754e-05
2,County,"CO, Baca County",1.66573e-05
2,County,"CO, Bent County",1.63589e-05
2,County,"CO, Boulder County",0.000977522
2,County,"CO, Broomfield County",0.000190541
2,County,"CO, Chaffee County",7.7192e-05
2,County,"CO, Cheyenne County",6.89269e-06
2,County,"CO, Clear Creek County",4.23704e-05
2,County,"CO, Conejos County",3.20092e-05
2,County,"CO, Costilla County",2.0044e-05
2,County,"CO, Crowley County",1.16295e-05
2,County,"CO, Custer County",3.1666e-05
