siteid,ducts_it,DB_BothSides_FlowExponent_Calculated,DB_OneSide_FlowExponent_Calculated,DB_OneSide_WhichSide,DB_BothSides_C,DB_OneSide_C,Sup_Q50_Calc,Ret_Q50_Calc,Sup_Q25_Calc,Ret_Q25_Calc,TrueFlow_Static_ReturnPressure,TrueFlow_Static_SupplyPressure,TrueFlow_Static_TotalPressure_Calculated,TrueFlow_CorrectionFactor_Calculated,TrueFlow_CorrectedFlow_Calculated,TrueFlow_Notes,slf_halfplen,rlf_halfplen,DB_FanType,DB_MajorityReturnLocation,DB_MajoritySupplyLocation,DB_RemainderReturnLocation,DB_RemainderSupplyLocation,DB_SqFt,DB_WholeHouse,SummarySketchSqFt_Calculated,DuctSurfaceReturnBranch,DuctSurfaceReturnPlenum,DuctSurfaceSupplyBranch,DuctSurfaceSupplyPlenum,DuctSurfaceReturnSqft,DuctSurfaceSupplySqft,DuctSurfaceTotalSqft,DB_Notes,DB_BothSides_Testfailed,DB_OneSide_Testfailed,TF_Testfailed
20477,1,0.69,0.55,Return,5.61,3.35,56.57,29.06,33.02,19.82,22.0,58.0,80.0,1.16,1069.0,,0.02,0.01,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1341.0,0.0,100.43,223.18,83.55,100.43,306.73,407.17,,0,0,0
20565,1,0.7,0.54,Return,14.83,5.35,192.11,45.6,114.2,31.2,116.0,27.6,144.0,1.04,1075.0,,0.02,0.04,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2574.0,,110.77,54.71,229.77,,284.48,,,0,0,0
20650,1,0.61,,Return,12.36,,,,,,35.0,75.0,110.0,0.98,912.0,true flow had to be secured against the return grill. no filter access was possible.,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1008.0,,14.15,117.23,,,,,"was not able to split the system to do a single sided test. the flue pipe for the gas furnace runs right in front of the filter slot and the blower compartment cannot be accessed at the furnace. filter slot itself is only 10""x3"" itsel",0,0,0
20685,1,0.45,0.64,Supply,32.61,11.52,142.0,53.99,91.0,51.64,68.0,119.0,187.0,0.96,708.0,,0.22,0.15,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1631.0,48.04,87.95,136.57,131.97,135.99,268.55,404.54,,0,0,0
20707,1,,,,,,,,,,115.0,35.4,150.0,0.91,930.0,,,,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2184.0,47.73,47.73,158.53,138.93,95.47,297.46,392.93,readings on both 25 and 50 pa were 30 cfm?,1,0,0
20775,1,0.58,,,143.11,,,,,,,,,,,,,,PSC,Inside heated space,Inside heated space,,"Unheated buffer space (Attic, Garage, Crawl)",,1,3930.0,,,,,,,,,0,0,0
20825,1,0.58,,,19.31,,,,,,115.0,125.0,240.0,1.0,785.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1419.0,,63.8,213.06,47.1,,260.16,,,0,0,0
20863,1,,0.62,Supply,,18.14,205.12,,133.47,,29.0,34.0,63.0,0.93,516.0,,0.2,0.18,ECM,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1450.0,0.0,35.44,330.85,35.44,35.44,366.3,401.75,whole system test,0,0,0
20878,1,0.53,0.69,Return,77.61,7.32,524.87,110.61,369.45,68.38,81.0,23.2,104.0,2.07,1785.0,,0.02,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1632.0,36.92,150.39,179.76,190.53,187.32,370.29,557.61,,0,0,0
20958,1,,0.63,Supply,,28.66,349.55,,224.42,,95.0,46.0,141.0,1.35,1955.0,"24 x 30 filter slot lead to large corrrection factor - 20"" plate used. extremely good airflow- ductwork looked great for airflow.  crawl joist return air plenum had plumbing and electricl cuts into the joist bays without any sealing.",0.1,0.17,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2400.0,,313.87,312.63,241.76,,554.39,,"Ducts are in a crawl with perimeter insulation, 3 supply registers in the crawl, leaky supply and return ducts, uninsulated supply and return trunks- this is a conditioned crawl.  See duct location for accuracy.  Duct pressure was at 49PA on 50",0,0,0
20998,1,0.67,0.63,Supply,3.71,3.21,37.8,13.39,24.43,7.73,64.7,19.1,84.0,0.99,933.0,,0.01,0.03,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",2167.0,0,2643.0,,,46.89,66.27,,113.17,,,0,0,0
21021,1,0.56,,Return,,,,,,,58.0,0.0,58.0,0.91,675.0,Unable to access supply plenum.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1272.0,,80.9,31.26,31.26,,62.52,,Huge air leak at return plenum due to it not being sealed properly upon installation.,0,1,0
21107,1,0.66,,,48.83,,,,,,,,,,,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1410.0,,,,,,,,"According to Surveyor, DB was a test run because furnace was not used - hence not TF test. ",0,0,0
21214,1,0.54,,,53.19,,,,,,10.6,9.7,20.0,0.98,785.0,,,,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,4032.0,0.0,8.86,66.05,29.54,8.86,95.59,104.45,,0,0,0
21219,1,0.48,,,76.15,,,,,,53.0,28.0,81.0,1.07,1287.0,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,1523.0,88.62,118.16,236.32,56.71,206.78,293.04,499.83,NO,0,0,0
21233,1,0.74,0.45,Return,6.56,25.13,23.35,146.2,33.92,107.02,47.5,31.2,79.0,0.95,678.0,"ac coil, electric filter",0.12,0.15,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1271.0,0.0,61.39,62.52,125.6,61.39,188.13,249.53,,0,0,0
21252,1,,0.6,Return,,,,,,,125.0,21.0,146.0,1.08,1180.0,,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3500.0,,251.21,525.13,62.8,,587.93,,,1,0,0
21264,1,0.69,0.63,Supply,23.44,17.02,202.05,155.44,130.34,90.27,,,,,,New Heat Pump installed in home.  Looks like it had commisioning done at air handler.  But looks like return side static pressure was taken before filter on return side instead of side between filter and air handler.  All tests performed for Ec,0.01,0.05,ECM,Inside heated space,Inside heated space,Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,1963.0,,65.72,78.15,188.32,,266.47,,,0,0,1
21316,1,0.52,,,31.41,,,,,,103.0,63.0,166.0,1.25,921.0,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,986.0,,18.9,218.84,39.63,,258.47,,The ductwork in this crawl was estimated from above-crawl access was complex.,0,0,0
21334,1,0.72,0.51,Return,23.51,34.24,138.29,258.41,59.83,180.63,70.0,82.0,152.0,0.98,617.0,,0.37,0.34,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1200.0,98.86,105.68,62.52,205.94,204.55,268.46,473.01,many vents inaccessible or very hard to access,0,0,0
21343,1,0.58,0.58,Return,48.75,5.47,428.77,54.0,285.6,36.0,99.0,39.0,138.0,1.01,881.0,,0.03,0.06,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2100.0,,84.31,112.29,99.63,,211.92,,,0,0,0
21355,1,0.58,0.58,Return,34.49,8.6,250.34,86.3,167.47,57.36,218.0,169.4,387.0,0.88,826.0,,0.14,0.16,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1040.0,109.97,15.34,177.55,16.34,125.32,193.89,319.22,"No door on filter slot. Whole system test ran with filter sitting half-way out of slot to account for return duct loss through filter slot, and allow airflow between return and supply sides. Return-side split ran with filter *completely* inside",0,0,0
21367,1,0.7,0.69,Supply,41.52,20.46,307.0,342.79,190.0,209.15,14.5,99.7,114.0,0.98,660.0,,0.46,0.12,PSC,Inside heated space,Inside heated space,Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,1697.0,,0.0,36.42,,,,,l,0,0,0
21391,1,0.61,0.52,Return,19.02,10.49,128.72,82.75,80.62,57.39,70.8,14.4,85.0,0.87,612.0,40 degree day.. system ran for 5 minutes before cycling off,0.04,0.11,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1418.0,,,,,,,,none,0,0,0
21414,1,0.68,0.61,Supply,13.15,10.32,115.28,78.51,75.18,45.14,121.0,50.5,172.0,0.97,928.0,,0.08,0.13,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,,,1,1369.0,83.76,59.08,109.42,184.95,142.84,294.37,437.22,,0,0,0
21431,1,0.49,0.48,Supply,5.51,4.17,27.89,10.68,19.92,7.4,137.3,26.3,164.0,0.96,906.0,,0.01,0.03,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2760.0,,,,,,,,,0,0,0
21437,1,0.59,0.7,Supply,87.01,39.84,623.52,276.86,383.01,212.11,55.0,145.0,200.0,0.96,1263.0,,0.64,0.32,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,3050.0,26.21,24.78,417.77,49.57,51.0,467.34,518.34,,0,0,0
21452,1,0.53,0.64,Supply,37.16,10.13,123.79,175.48,79.46,127.34,130.8,51.2,182.0,0.98,698.0,,0.11,0.21,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1230.0,59.08,179.08,101.6,142.34,238.16,243.95,482.11,,0,0,0
21471,1,0.67,0.5,Return,35.18,17.83,363.54,126.74,217.87,89.54,107.1,39.7,147.0,0.99,753.0,,0.1,0.17,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,2521.0,,136.1,275.72,157.03,,432.76,,,0,0,0
21504,1,0.74,0.74,Supply,22.3,15.02,273.42,143.22,163.51,84.52,104.9,50.4,155.0,1.02,928.0,,0.17,0.3,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1986.0,1,1646.0,,70.62,62.52,78.5,,141.03,,your ecponets are causing errors.,0,0,0
21531,1,0.72,,,28.23,,,,,,72.6,54.3,127.0,1.03,1057.0,,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2249.0,109.97,15.95,501.32,87.98,125.93,589.3,715.23,,0,0,0
21615,1,0.68,0.6,Return,24.57,11.66,234.17,123.29,141.24,81.19,101.6,115.0,217.0,0.89,777.0,,0.17,0.16,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1605.0,,67.2,101.6,168.31,,269.91,,,0,0,0
21668,1,0.52,0.49,Return,28.06,4.1,190.54,28.47,131.98,20.2,122.6,12.5,135.0,0.82,629.0,"Outside Air  6"" in open position- true flow placed under the OSA to capture full flow",0.01,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1209.0,0.0,78.76,171.74,70.62,78.76,242.36,321.13,"DuctBlaster on return grill- grill was not removed due to caulk, paint, and dust.",0,0,0
21678,1,0.53,,,25.41,,,,,,96.0,29.8,126.0,0.93,761.0,,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1596.0,,,,,,,,,0,0,0
21692,1,,0.5,Supply,,4.76,34.0,,24.0,,32.0,15.0,47.0,0.96,460.0,i know its giving me an error message but i doubkle checked the numbers and they are correct.,0.02,0.04,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1824.0,,,78.15,14.15,,92.3,,over 50 year old oil furnace with 2 main registers at ahu and 2 duct runs to registers.,0,0,0
21703,1,0.49,0.57,Return,54.15,32.58,63.02,312.72,57.1,209.48,72.3,65.0,137.0,0.99,702.0,,0.34,0.36,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,1308.0,44.31,87.63,101.6,100.17,131.94,201.78,333.72,,0,0,0
21708,1,0.63,0.61,Supply,14.01,12.46,140.61,24.1,91.53,14.92,113.0,10.0,123.0,0.83,677.0,,0.04,0.22,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1392.0,,64.72,117.23,177.24,,294.48,,,0,0,0
21719,1,0.66,0.68,Return,7.53,4.61,34.93,67.93,22.55,42.18,55.0,37.0,92.0,1.02,792.0,"static pressures taken with tfg in place, filter was totally clogged - never changed",0.04,0.05,PSC,Inside heated space,Between floors / in ouside wall,Inside heated space,Between floors / in ouside wall,,1,2376.0,125.33,44.21,167.1,84.07,169.54,251.18,420.72,,0,0,0
21746,1,,,Supply,,,,,,,44.0,84.0,128.0,0.99,1008.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1800.0,,96.06,759.63,251.21,,1010.85,,,1,1,0
21768,1,0.58,0.64,Supply,97.07,60.89,754.79,187.0,483.19,146.46,85.0,55.0,140.0,1.0,1036.0,,0.49,0.65,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1168.0,47.1,83.76,104.44,78.76,130.86,183.21,314.07,house had 3 toe kicks that i was unable to access to properly plug because the flooring had been done around them. leakage numbers were high but i was unable to locate a significant problem with the ductwork as the return in the attic was locat,0,0,0
21787,1,0.65,0.61,Supply,20.4,24.04,263.99,1.85,172.66,3.97,250.0,50.0,300.0,0.98,963.0,,0.17,0.48,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,1952.0,12.56,6.4,246.97,41.2,18.96,288.18,307.15,one supply under cabinet register unblocked   ring 2 used for tests,0,0,0
21828,1,0.69,0.68,Supply,8.95,8.59,124.16,9.46,77.36,5.4,122.3,35.8,158.0,0.83,881.0,,0.06,0.16,ECM,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1410.0,,0.0,101.6,123.57,,225.18,,Furnace in closet inside conditioned space.. House acts as return for HVAC.,0,0,0
21898,1,0.59,0.69,Supply,24.02,52.88,804.95,555.14,496.89,331.91,28.5,15.8,44.0,0.91,1016.0,see photos for filter box location and possible deviations.,0.21,0.33,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2793.0,,,,,,,,,0,0,0
21922,1,0.56,0.5,Return,10.55,4.33,65.6,31.06,43.38,21.91,106.0,84.2,190.0,0.86,770.0,,0.03,0.04,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1090.0,0.0,47.26,135.77,49.43,47.26,185.2,232.47,,0,0,0
22059,1,0.57,0.54,Return,38.68,3.44,330.48,29.06,222.3,19.91,103.0,37.0,140.0,1.82,1966.0,,0.008594639,0.01,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1208.0,,153.61,156.31,188.29,,344.6,,,0,0,0
22125,1,0.72,0.73,Return,34.51,6.34,484.47,112.52,292.66,67.6,26.0,33.0,59.0,1.06,1131.0,,0.04,0.03,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1400.0,32.36,17.72,190.89,17.72,50.08,208.62,258.7,unable to tape off one supply register due to excessive clutter in the way,0,0,0
22131,1,0.63,,,11.51,,,,,,38.0,32.0,70.0,0.91,500.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1004.0,,2.08,101.6,26.25,,127.86,,filter was at return grille. no way to split the system at the air handler,0,0,0
22138,1,0.53,0.72,Supply,31.68,14.44,247.0,6.99,149.35,26.29,106.0,20.0,126.0,0.89,1038.0,,0.07,0.24,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2544.0,,128.3,59.39,351.92,,411.32,,,0,0,0
22144,1,0.7,0.61,Supply,16.95,18.76,204.0,60.1,133.67,28.69,55.6,96.0,152.0,0.96,549.0,,0.36,0.25,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,,,1,1232.0,39.38,14.82,187.57,14.82,54.21,202.4,256.62,,0,0,0
22177,1,,0.59,Supply,,19.77,199.03,,132.21,,105.5,36.2,142.0,1.11,1324.0,,0.08,0.15,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,4779.0,,,51.58,9.42,,61.0,,"SUPPLY SIDE ONLY TEST -  returns completely within conditioned space, no whole-duct test performed",0,0,0
22181,1,0.57,,,9.0,,,,,,16.5,39.6,56.0,0.93,662.0,"two returns enter the same unit-14"" true flow was used on each side separately with the opposite filter in place.  Raw flow appears to be twice the percentage calculated which appears to be correct for two returns.  Modifications to this s",,,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2814.0,0.0,21.7,54.71,0.0,21.7,54.71,76.41,modifications to the duct system have been made and wioll continue to be made in the fuuture.  THe house could not be pressurized above 30.  22.1 was the max pressure,0,0,0
22215,1,0.72,0.6,Supply,10.33,12.66,135.36,37.88,88.96,16.16,39.9,25.8,66.0,0.9,758.0,,0.07,0.1,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1610.0,43.96,252.06,236.73,241.56,296.02,478.29,774.31,,0,0,0
22306,1,,0.57,Supply,,21.32,202.0,,135.62,,,,,,,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2016.0,17.72,47.26,82.71,141.79,64.98,224.51,289.5,,0,0,0
22369,1,0.68,,Supply,35.73,,,,,,20.2,22.0,42.0,0.98,1313.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2166.0,101.6,109.9,101.6,94.2,211.51,195.81,407.32,,0,0,0
22493,1,0.58,0.63,Supply,30.9,11.56,140.0,159.0,90.0,110.0,60.0,35.0,95.0,0.98,998.0,,0.07,0.1,ECM,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3872.0,31.4,73.31,104.44,131.28,104.72,235.72,340.44,"was not able to access 2 floor supply registers. found a return after the test was done. ducts are all sealed and well put together, even the ones inside the conditioned space. ",0,0,0
22514,1,0.66,,,17.98,,,,,,45.0,98.0,143.0,1.04,927.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1901.0,,,,,,,,,0,0,0
22557,1,0.74,0.62,Return,14.98,13.6,118.53,158.24,62.65,102.44,117.0,175.0,292.0,1.0,1190.0,bruce suspects clogged filter is the result of the high static numbers,0.18,0.14,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1532.0,,,156.31,29.54,,185.85,,,0,0,0
22576,1,,0.61,Return,,47.89,,523.2,,342.51,24.0,98.0,122.0,0.97,959.0,,0.53,0.22,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,2388.0,88.62,90.45,404.5,192.58,179.07,597.08,776.16,unable to pressurize the whole system @50. most likely a duct disconnect,0,0,0
22580,1,,,,,,,,,,,,,,,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,Between floors / in ouside wall,,1,1722.0,,,,,,,,,0,0,0
22597,1,0.7,,,9.78,,,,,,,,,,,"Could not fit TF at furnace.  Taped TF to RA grill.  Funky hog hair filter is 11""x21""difficult to remove.",,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1012.0,,138.16,221.69,114.41,,336.1,,,0,0,1
22607,1,0.6,0.62,Return,11.69,3.18,87.0,36.0,57.64,23.42,156.0,18.0,174.0,0.97,891.0,"90% Trane furnace, has AC coil but no outdoor AC unit.",0.01,0.05,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1191.0,46.89,73.31,132.86,103.39,120.21,236.26,356.47,,0,0,0
22612,1,0.56,0.48,Return,25.26,9.2,169.89,60.23,112.4,43.17,75.6,29.2,105.0,0.97,1004.0,5% added on to actual number. this system provides no heat. ac only.,0.03,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1857.0,1,1857.0,0.0,17.72,158.53,11.48,17.72,170.01,187.74,ac only on this system,0,0,0
22615,1,0.68,,,31.18,,,,,,,,,,,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,,,1,1441.0,74.73,265.86,151.96,214.34,340.6,366.31,706.91,,0,0,0
22641,1,,,Supply,,,,,,,,,,,,,,,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,6414.0,,,,,,,,,0,0,0
22699,1,,0.55,Supply,,28.05,247.0,,168.0,,103.0,42.0,145.0,0.93,945.0,,0.16,0.26,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1760.0,,,132.86,34.13,,167.0,,,0,0,0
22702,1,0.58,0.7,Supply,40.58,14.76,233.34,161.9,143.08,120.99,24.7,135.0,160.0,1.02,1360.0,"return static taken  above electronic filter , supply in plenum   used time avg 5 ",0.21,0.06,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3565.0,,,,,,,,"fan at AHU ,used ring 1 for whole system pressures   55.5 pa is correct in DP WRT tab   ",0,0,0
22878,1,0.74,0.72,Supply,8.73,4.18,72.52,85.64,43.76,50.9,31.3,28.8,60.0,0.98,970.0,,0.03,0.03,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,3769.0,100.4,61.39,356.69,153.49,161.8,510.19,672.0,,0,0,0
22890,1,0.56,0.63,Supply,5.31,1.41,17.06,32.1,10.97,22.17,113.0,37.5,150.0,0.88,594.0,,0.01,0.03,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1995.0,,,18.75,26.25,,45.01,,"Almost all duct work was inside thermal envelope of home.  Home had addiditon with crawl space.  one small 10 inch supply trunk extended about 10 feet into crawl with 2 branch one about 4 feet and the other 8 feet, with R6 insulation 100 percen",0,0,0
22903,1,0.5,0.58,Return,58.53,11.74,309.17,114.26,221.85,76.35,73.0,27.1,100.0,0.85,972.0,,0.05,0.09,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2378.0,107.53,92.94,158.8,206.78,200.47,365.59,566.07,,0,0,0
22919,1,,0.71,Supply,,2.94,47.19,,28.86,,,130.0,130.0,1.05,614.0,"unducted return, but not a manufactured home",0.09,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",950.0,0,1960.0,,,127.26,13.72,,140.99,,"unducted return. furnace is under the stairwell in conditioned space and that is where it takes its make up air from. just a vent through the wall to the rest of the house.  this system heats the 1st floor, there is a similiar system in the att",0,0,0
