TMY3,wsf,Weather Station,Latitude,Longitude,State,
690190,0.56,Abilene Dyess AFB,32.43,-99.85,Texas,
722410,0.44,Port Arthur Jefferson County,29.95,-94.02,Texas,
722420,0.53,Galveston/Scholes,29.3,-94.80,Texas,
722429,0.38,Houston/D.W. Hooks,30.07,-95.55,Texas,
722430,0.42,Houston Bush Intercontinental,30,-95.37,Texas,
722435,0.41,Houston William P Hobby AP,29.65,-95.28,Texas,
722436,0.4,Houston Ellington AFB [Clear Lake - UT],29.57,-95.09,Texas,
722445,0.4,College Station Easterwood Fl,30.58,-96.37,Texas,
722446,0.41,Lufkin Angelina Co,31.23,-94.75,Texas,
722448,0.45,Tyler/Pounds Fld,32.35,-95.40,Texas,
722470,0.43,Longview Gregg County AP [Overton - UT],32.29,-94.98,Texas,
722499,0.37,Nacogdoches (AWOS),31.58,-94.72,Texas,
722500,0.48,Brownsville S Padre Isl Intl,25.9,-97.43,Texas,
722505,0.49,Harlingen Rio Grande Valley I,26.23,-97.65,Texas,
722506,0.49,McAllen Miller Intl AP [Edinburg - UT],26.31,-98.17,Texas,
722510,0.53,Corpus Christi Intl Arpt [UT],27.88,-97.63,Texas,
722515,0.52,Corpus Christi NAS,27.68,-97.28,Texas,
722516,0.44,Kingsville,27.5,-97.82,Texas,
722517,0.48,Alice Intl AP,27.73,-98.03,Texas,
722520,0.55,Laredo Intl AP [UT],27.57,-99.49,Texas,
722523,0.4,San Antonio/Stinson,29.33,-98.47,Texas,
722524,0.45,Rockport/Aransas Co,28.08,-97.05,Texas,
722526,0.44,Cotulla Faa AP,28.45,-99.22,Texas,
722530,0.45,San Antonio Intl AP,29.53,-98.47,Texas,
722533,0.43,Hondo Municipal AP,29.37,-99.17,Texas,
722535,0.45,San Antonio Kelly Field AFB,29.38,-98.58,Texas,
722536,0.43,Randolph AFB,29.53,-98.28,Texas,
722540,0.41,Austin Mueller Municipal AP [UT],30.29,-97.74,Texas,
722544,0.44,Camp Mabry,30.32,-97.77,Texas,
722547,0.45,Georgetown (AWOS),30.68,-97.68,Texas,
722550,0.47,Victoria Regional AP,28.87,-96.93,Texas,
722555,0.48,Palacios Municipal AP,28.72,-96.25,Texas,
722560,0.53,Waco Regional AP,31.62,-97.23,Texas,
722563,0.48,McGregor (AWOS),31.48,-97.32,Texas,
722570,0.46,Fort Hood,31.13,-97.72,Texas,
722575,0.47,Killeen Muni (AWOS),31.08,-97.68,Texas,
722576,0.49,Robert Gray AAF,31.07,-97.83,Texas,
722577,0.5,Draughon Miller Cen,31.15,-97.40,Texas,
722583,0.53,Dallas Love Field,32.85,-96.85,Texas,
722587,0.48,Cox Fld,33.63,-95.45,Texas,
722588,0.44,Greenville/Majors,33.07,-96.07,Texas,
722590,0.53,Dallas-Fort Worth Intl AP,32.9,-97.02,Texas,
722594,0.49,Fort Worth Alliance,32.98,-97.32,Texas,
722595,0.49,Fort Worth NAS,32.77,-97.45,Texas,
722596,0.52,Fort Worth Meacham,32.82,-97.37,Texas,
722597,0.48,Mineral Wells Municipal AP,32.78,-98.07,Texas,
722598,0.53,Dallas/Addison Arpt,32.97,-96.83,Texas,
722599,0.5,Dallas/Redbird Arpt,32.68,-96.87,Texas,
722610,0.46,Del Rio [UT],29.38,-100.91,Texas,
722615,0.46,Del Rio Laughlin AFB,29.37,-100.78,Texas,
722630,0.52,San Angelo Mathis Field,31.35,-100.50,Texas,
722636,0.67,Dalhart Municipal AP,36.02,-102.55,Texas,
722640,0.55,Marfa AP,30.37,-104.02,Texas,
722650,0.6,Midland International AP,31.95,-102.18,Texas,
722656,0.54,Wink Winkler County AP,31.78,-103.20,Texas,
722660,0.58,Abilene Regional AP [UT],32.47,-99.71,Texas,
722670,0.58,Lubbock International AP,33.67,-101.82,Texas,
722700,0.48,El Paso International AP [UT],31.77,-106.50,Texas,
723510,0.59,Wichita Falls Municipal Arpt,33.98,-98.50,Texas,
723604,0.57,Childress Municipal AP,34.43,-100.28,Texas,
723630,0.68,Amarillo International AP [Canyon - UT],34.99,-101.90,Texas,
724723,0.55,Blanding,37.62,-109.48,Utah,
724735,0.5,Hanksville,38.37,-110.72,Utah,
724754,0.49,Saint George (AWOS),37.08,-113.60,Utah,
724755,0.6,Cedar City Municipal AP,37.7,-113.10,Utah,
724756,0.7,Bryce Cnyn Faa AP,37.7,-112.15,Utah,
724776,0.54,Moab/Canyonlands [UO],38.58,-109.54,Utah,
724795,0.6,Delta,39.33,-112.58,Utah,
725705,0.55,Vernal,40.43,-109.52,Utah,
725720,0.61,Salt Lake City Intl Arpt [ISIS],40.77,-111.97,Utah,
725724,0.56,Provo Muni (AWOS),40.22,-111.72,Utah,
725750,0.55,Ogden Hinkley Airport,41.2,-112.02,Utah,
725755,0.62,Ogden Hill AFB,41.12,-111.97,Utah,
725810,0.56,Wendover Usaf Auxiliary Field,40.72,-114.03,Utah,
725165,0.54,Rutland State,43.52,-72.95,Vermont,
726115,0.51,Springfield/Hartnes,43.35,-72.52,Vermont,
726145,0.56,Montpelier AP,44.2,-72.57,Vermont,
726170,0.61,Burlington International AP,44.47,-73.15,Vermont,
785430,0.49,Charlotte Amalie Harry S Trum,18.35,-64.97,"Virgin Islands, American",
723075,0.49,Oceana NAS,36.82,-76.03,Virginia,
723080,0.55,Norfolk International AP,36.9,-76.20,Virginia,
723083,0.41,Franklin NAAS,36.7,-76.90,Virginia,
723085,0.49,Norfolk NAS,36.95,-76.28,Virginia,
723086,0.51,Newport News,37.13,-76.50,Virginia,
724010,0.48,Richmond International AP,37.52,-77.32,Virginia,
724014,0.4,Dinwiddie Co,37.18,-77.52,Virginia,
724016,0.41,Charlottesville Faa,38.13,-78.45,Virginia,
724017,0.4,Farmville,37.35,-78.43,Virginia,
724026,0.45,Melfa/Accomack Arpt,37.65,-75.77,Virginia,
724030,0.47,Washington DC Dulles Intl Ar [Sterling-ISIS],38.98,-77.47,Virginia,
724033,0.43,Shannon Arpt,38.27,-77.45,Virginia,
724035,0.45,Quantico MCAS,38.5,-77.30,Virginia,
724036,0.46,Manassas Muni (AWOS),38.72,-77.52,Virginia,
724037,0.4,Davison AAF,38.72,-77.18,Virginia,
724050,0.51,Washington Dc Reagan AP,38.87,-77.03,Virginia,
724053,0.45,Winchester Rgnl,39.15,-78.15,Virginia,
724055,0.44,Leesburg/Godfrey,39.08,-77.57,Virginia,
724056,0.45,Marion / Wytheville,36.9,-81.35,Virginia,
724058,0.43,Abingdon,36.68,-82.03,Virginia,
724100,0.44,Lynchburg Regional Arpt,37.33,-79.20,Virginia,
724105,0.43,Staunton/Shenandoah,38.27,-78.90,Virginia,
724106,0.43,Danville Faa AP,36.57,-79.33,Virginia,
724107,0.48,Hillsville,36.77,-80.82,Virginia,
724110,0.46,Roanoke Regional AP,37.32,-79.97,Virginia,
724113,0.43,Virginia Tech Arpt,37.22,-80.42,Virginia,
724115,0.62,Hot Springs/Ingalls,37.95,-79.83,Virginia,
724116,0.43,Pulaski,37.13,-80.68,Virginia,
724117,0.43,Wise/Lonesome Pine,36.98,-82.53,Virginia,
745980,0.49,Langley AFB,37.08,-76.35,Virginia,
745985,0.4,Martinsville,36.63,-80.02,Virginia,
690230,0.61,Whidbey Island NAS,48.35,-122.67,Washington,
726988,0.61,The Dalles Municipal Arpt,45.62,-121.15,Washington,
727810,0.57,Yakima Air Terminal,46.57,-120.55,Washington,
727815,0.66,Stampede Pass,47.28,-121.33,Washington,
727825,0.57,Wenatchee/Pangborn,47.4,-120.20,Washington,
727826,0.6,Ephrata AP FCWOS,47.3,-119.52,Washington,
727827,0.55,Moses Lake Grant County AP,47.2,-119.32,Washington,
727840,0.61,Hanford,46.57,-119.60,Washington,
727845,0.54,Pasco,46.27,-119.12,Washington,
727846,0.56,Walla Walla City County AP,46.1,-118.28,Washington,
727850,0.64,Spokane International AP [Cheney - UO],47.49,-117.59,Washington,
727855,0.63,Fairchild AFB,47.63,-117.65,Washington,
727856,0.56,Felts Fld,47.68,-117.32,Washington,
727857,0.59,Pullman/Moscow Rgnl,46.75,-117.12,Washington,
727885,0.57,William R Fairchild,48.12,-123.50,Washington,
727920,0.54,Olympia Airport,46.97,-122.90,Washington,
727923,0.61,Hoquiam AP,46.98,-123.93,Washington,
727924,0.52,Kelso Wb AP,46.13,-122.90,Washington,
727926,0.52,Toledo-Winlock Mem,46.48,-122.80,Washington,
727928,0.55,Bremerton National,47.48,-122.75,Washington,
727930,0.56,Seattle-Tacoma Intl A,47.47,-122.32,Washington,
727934,0.51,Renton Muni,47.48,-122.22,Washington,
727935,0.49,Seattle Boeing Field [ISIS],47.68,-122.25,Washington,
727937,0.54,Snohomish Co,47.9,-122.28,Washington,
727938,0.53,Tacoma Narrows,47.27,-122.58,Washington,
727970,0.56,Quillayute State Airport,47.93,-124.57,Washington,
727976,0.58,Bellingham Intl AP,48.8,-122.53,Washington,
742060,0.54,Tacoma McChord AFB,47.15,-122.48,Washington,
742070,0.52,Gray AAF,47.08,-122.58,Washington,
724120,0.46,Beckley Raleigh Co Mem AP,37.8,-81.12,West Virginia,
724125,0.4,Bluefield/Mercer Co [Nrel],37.27,-81.24,West Virginia,
724127,0.52,Lewisburg/Greenbrie,37.87,-80.40,West Virginia,
724140,0.42,Charleston Yeager Arpt,38.38,-81.58,West Virginia,
724170,0.49,Elkins-Randolph Co Arp,38.88,-79.85,West Virginia,
724175,0.45,Harrison Marion Rgn,39.28,-80.23,West Virginia,
724176,0.43,Morgantown Hart Field,39.65,-79.92,West Virginia,
724177,0.44,Martinsburg Eastern Wv Reg AP,39.4,-77.98,West Virginia,
724250,0.44,Huntington Tri-State Arpt,38.38,-82.55,West Virginia,
724273,0.44,Parkersburg Wood County AP,39.35,-81.43,West Virginia,
724275,0.48,Wheeling Ohio County AP,40.18,-80.65,West Virginia,
726400,0.65,Milwaukee Mitchell Intl AP,42.95,-87.90,Wisconsin,
726404,0.59,Minocqua/Woodruff,45.93,-89.73,Wisconsin,
726410,0.61,Madison Dane Co Regional Arpt [ISIS],43.13,-89.33,Wisconsin,
726415,0.59,Janesville/Rock Co.,42.62,-89.03,Wisconsin,
726416,0.53,Lone Rock Faa AP,43.2,-90.18,Wisconsin,
726430,0.57,La Crosse Municipal Arpt,43.87,-91.25,Wisconsin,
726435,0.58,Eau Claire County AP,44.87,-91.48,Wisconsin,
726450,0.6,Green Bay Austin Straubel Int,44.48,-88.13,Wisconsin,
726455,0.6,Manitowac Muni AWOS,44.13,-87.68,Wisconsin,
726456,0.59,Wittman Rgnl,43.98,-88.55,Wisconsin,
726457,0.62,Appleton/Outagamie,44.25,-88.52,Wisconsin,
726458,0.61,Sturgeon Bay,44.85,-87.42,Wisconsin,
726463,0.58,Wausau Municipal Arpt,44.92,-89.63,Wisconsin,
726464,0.52,Watertown,43.17,-88.72,Wisconsin,
726465,0.58,Mosinee/Central Wi,44.78,-89.67,Wisconsin,
726467,0.55,Rice Lake Municipal,45.48,-91.72,Wisconsin,
726468,0.55,Phillips/Price Co.,45.7,-90.40,Wisconsin,
726574,0.58,Marshfield Muni,44.63,-90.18,Wisconsin,
726626,0.6,Antigo/Lang (AWOS),45.15,-87.15,Wisconsin,
727415,0.58,Rhinelander Oneida,45.63,-89.47,Wisconsin,
725640,0.72,Cheyenne Municipal Arpt,41.15,-104.80,Wyoming,
725645,0.76,Laramie General Brees Field,41.32,-105.68,Wyoming,
725690,0.72,Casper Natrona Co Intl AP,42.9,-106.47,Wyoming,
725744,0.7,Rock Springs Arpt [Green River-UO],41.46,-109.44,Wyoming,
725745,0.76,Rawlins Municipal AP,41.8,-107.20,Wyoming,
725760,0.6,Lander Hunt Field,42.82,-108.73,Wyoming,
725765,0.64,Riverton Municipl AP,43.05,-108.45,Wyoming,
725775,0.7,Evanston/Burns Fld,41.28,-111.03,Wyoming,
725776,0.71,Jackson Hole,43.6,-110.73,Wyoming,
726650,0.69,Gillette/Gillette-C,44.35,-105.53,Wyoming,
726660,0.61,Sheridan County Arpt,44.77,-106.97,Wyoming,
726665,0.57,Worland Municipal,43.97,-107.95,Wyoming,
726700,0.6,Cody Muni (AWOS),44.52,-109.02,Wyoming,
711230,0.7,Edmonton,53.53,-114.1,Alberta,
712430,0.78,Lethbridge,49.63,-112.8,Alberta,
718720,0.7,Medecine Hat,50.02,-110.72,Alberta,
718770,0.73,Calgary,51.12,-114.02,Alberta,
719320,0.66,Fort McMurray,56.65,-111.22,Alberta,
719400,0.72,Grande Prairie,55.18,-118.88,Alberta,
711010,0.75,Sandspit,53.25,-131.82,British Columbia,
711080,0.55,Abbotsford,49.03,-122.37,British Columbia,
711090,0.65,Port Hardy,50.68,-127.37,British Columbia,
717680,0.57,Summerland,49.57,-119.65,British Columbia,
717990,0.57,Victoria,48.65,-123.43,British Columbia,
718800,0.63,Cranbrook,49.6,-115.78,British Columbia,
718870,0.57,Kamloops,50.7,-120.45,British Columbia,
718920,0.57,Vancouver,49.18,-123.17,British Columbia,
718930,0.62,Comox,49.72,-124.9,British Columbia,
718960,0.64,Prince George,53.88,-122.68,British Columbia,
718980,0.7,Prince Rupert,54.3,-130.43,British Columbia,
719430,0.76,Fort St John,56.23,-120.73,British Columbia,
719500,0.64,Smithers,54.82,-127.18,British Columbia,
711400,0.73,Brandon,49.92,-99.95,Manitoba,
718520,0.72,Winniped,49.9,-97.23,Manitoba,
718670,0.73,The Pas,53.97,-101.1,Manitoba,
719130,0.98,Churchill,58.75,-94.07,Manitoba,
716090,0.76,Saint John,45.32,-65.88,New Brunswick,
717000,0.64,Fredericton,45.87,-66.53,New Brunswick,
717440,0.66,Miramichi,47.02,-65.45,New Brunswick,
718010,0.89,St Johns,47.62,-52.73,Newfoundland,
718030,0.83,Gander,48.95,-54.57,Newfoundland,
718150,0.74,Stephenville,48.53,-58.55,Newfoundland,
718160,0.8,Goose,53.32,-60.37,Newfoundland,
718170,1.05,Battle Harbour,52.3,-55.83,Newfoundland,
719360,0.84,Yellowknife,62.47,-114.45,Northwest Territories,
719570,0.86,Inuvik,68.3,-133.48,Northwest Territories,
713970,0.66,Greenwood,44.98,-64.92,Nova Scotia,
713980,0.67,Truro,45.37,-63.27,Nova Scotia,
716000,0.84,Sable Island,43.93,-60.02,Nova Scotia,
716010,0.63,Shearwater,44.63,-63.5,Nova Scotia,
717070,0.82,Sydney,46.17,-60.05,Nova Scotia,
719240,1.28,Resolute,74.72,-94.98,Nunavut,
712600,0.67,Sault Ste Marie,46.48,-84.52,Ontario,
715270,0.61,Simcoe,42.85,-80.27,Ontario,
715380,0.57,Windsor,42.27,-82.97,Ontario,
716200,0.67,Kingston,44.22,-76.6,Ontario,
716210,0.61,Trenton,44.12,-77.53,Ontario,
716230,0.59,London,43.03,-81.15,Ontario,
716240,0.58,Toronto,43.67,-79.63,Ontario,
716280,0.59,Ottawa,45.32,-75.67,Ontario,
716300,0.61,Muskoka,44.97,-79.3,Ontario,
716310,0.63,Mount Forest,43.98,-80.75,Ontario,
717310,0.62,North Bay,46.35,-79.43,Ontario,
717390,0.69,Timmins,48.57,-81.37,Ontario,
717490,0.69,Thunder Bay,48.37,-89.32,Ontario,
717060,0.7,Charlottetown,46.28,-63.13,Prince Edward Island,
711870,0.77,Baie Comeau,49.13,-68.2,Quebec,
713710,0.66,St Hubert,45.52,-73.42,Quebec,
714210,0.82,Lake Eon,51.87,-63.28,Quebec,
716100,0.61,Sherbrooke,45.43,-71.68,Quebec,
716270,0.6,Montreal Intl AP,45.47,-73.75,Quebec,
716278,0.56,Montreal Jean Brebeuf,45.5,-73.62,Quebec,
716278,0.57,Montreal Mirabel,45.68,-74.03,Quebec,
717140,0.62,Quebec,46.8,-71.38,Quebec,
717150,0.69,Riviere du Loup,47.8,-69.55,Quebec,
717180,0.77,Mont Joli,48.6,-68.22,Quebec,
717200,0.61,Ste Agathe des Monts,46.05,-74.28,Quebec,
717250,0.71,Val-d'Or,48.07,-77.78,Quebec,
717270,0.7,Bagotville,48.33,-71,Quebec,
717280,0.73,Roberval,48.52,-72.27,Quebec,
718110,0.76,Sept-Iles,50.22,-66.27,Quebec,
718270,0.83,La Grande Riviere,53.63,-77.7,Quebec,
718280,0.9,Schefferville,54.8,-66.82,Quebec,
719050,0.94,Kuujjuarapik,55.28,-77.77,Quebec,
719060,0.93,Kuujuaq,58.1,-68.42,Quebec,
719650,0.87,Nitchequon,53.2,-70.9,Quebec,
719660,1,Grindstone Island,47.38,-61.87,Quebec,
718620,0.78,Estevan,49.22,-102.97,Saskatchewan,
718630,0.8,Regina,50.43,-104.67,Saskatchewan,
718660,0.75,Saskatoon,52.17,-106.68,Saskatchewan,
718700,0.81,Swift Current,50.28,-107.68,Saskatchewan,
718760,0.72,North Battleford,52.77,-108.25,Saskatchewan,
719640,0.77,Whitehorse,60.72,-135.07,Yukon Territory,
