Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR11	2000s	Single-Family Attached	Ambient	0	0	0	1	0	0
CR02	2010s	Single-Family Attached	Ambient	0	0	0	0	1	0
CR03	2010s	Single-Family Attached	Ambient	0	0	0	0	1	0
CR04	2010s	Single-Family Attached	Ambient	0	0	0	0	1	0
CR05	2010s	Single-Family Attached	Ambient	0	0	0	0	1	0
CR06	2010s	Single-Family Attached	Ambient	0	0	0	0	1	0
CR07	2010s	Single-Family Attached	Ambient	0	0	0	1	0	0
CR08	2010s	Single-Family Attached	Ambient	0	0	0	1	0	0
CR09	2010s	Single-Family Attached	Ambient	0	0	1	0	0	0
CR10	2010s	Single-Family Attached	Ambient	0	0	1	0	0	0
CR11	2010s	Single-Family Attached	Ambient	0	0	0	1	0	0
CR02	<1940	Single-Family Detached	Ambient	0	1	0	0	0	3.67139e-05
CR03	<1940	Single-Family Detached	Ambient	0	1	0	0	0	4.48896e-05
CR04	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000163596
CR05	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000164959
CR06	<1940	Single-Family Detached	Ambient	0	1	0	0	0	6.77839e-05
CR07	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000163039
CR08	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000178182
CR09	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000721814
CR10	<1940	Single-Family Detached	Ambient	0	1	0	0	0	3.49798e-05
CR11	<1940	Single-Family Detached	Ambient	0	1	0	0	0	0.000256425
CR02	1940s	Single-Family Detached	Ambient	0	1	0	0	0	7.38597e-06
CR03	1940s	Single-Family Detached	Ambient	0	1	0	0	0	3.32123e-05
CR04	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0.000157928
CR05	1940s	Single-Family Detached	Ambient	0	1	0	0	0	4.89192e-07
CR06	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0
CR07	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0.000111978
CR08	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0.000140464
CR09	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0.000987069
CR10	1940s	Single-Family Detached	Ambient	0	1	0	0	0	9.71646e-06
CR11	1940s	Single-Family Detached	Ambient	0	1	0	0	0	0.000156991
CR02	1950s	Single-Family Detached	Ambient	0	1	0	0	0	1.56453e-05
CR03	1950s	Single-Family Detached	Ambient	0	1	0	0	0	8.36627e-05
CR04	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0.000351232
CR05	1950s	Single-Family Detached	Ambient	0	1	0	0	0	5.89323e-07
CR06	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0
CR07	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0.000271663
CR08	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0.000291653
CR09	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0.00257207
CR10	1950s	Single-Family Detached	Ambient	0	1	0	0	0	2.48607e-05
CR11	1950s	Single-Family Detached	Ambient	0	1	0	0	0	0.000379504
CR02	1960s	Single-Family Detached	Ambient	0	1	0	0	0	6.10606e-05
CR03	1960s	Single-Family Detached	Ambient	0	1	0	0	0	7.15709e-05
CR04	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.000265647
CR05	1960s	Single-Family Detached	Ambient	0	1	0	0	0	4.00356e-05
CR06	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.000194059
CR07	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.000242835
CR08	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.000384277
CR09	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.00132973
CR10	1960s	Single-Family Detached	Ambient	0	1	0	0	0	2.55005e-05
CR11	1960s	Single-Family Detached	Ambient	0	1	0	0	0	0.000180283
CR02	1970s	Single-Family Detached	Ambient	0	1	0	0	0	8.35947e-05
CR03	1970s	Single-Family Detached	Ambient	0	1	0	0	0	6.75532e-05
CR04	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.000271818
CR05	1970s	Single-Family Detached	Ambient	0	1	0	0	0	7.88021e-05
CR06	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.00028994
CR07	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.000205724
CR08	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.000463298
CR09	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.00182029
CR10	1970s	Single-Family Detached	Ambient	0	1	0	0	0	4.0071e-05
CR11	1970s	Single-Family Detached	Ambient	0	1	0	0	0	0.000192605
CR02	1980s	Single-Family Detached	Ambient	0	0.62	0.14	0.24	0	0.000153911
CR03	1980s	Single-Family Detached	Ambient	0	0.41	0.26	0.33	0	9.29596e-05
CR04	1980s	Single-Family Detached	Ambient	0	0.56	0.2	0.24	0	0.000159938
CR05	1980s	Single-Family Detached	Ambient	0	0.77	0.06	0.17	0	0.000177796
CR06	1980s	Single-Family Detached	Ambient	0	0.23	0.17	0.6	0	7.62494e-05
CR07	1980s	Single-Family Detached	Ambient	0	0.47	0.2	0.33	0	0.000141175
CR08	1980s	Single-Family Detached	Ambient	0	0.41	0.12	0.47	0	0.000239262
CR09	1980s	Single-Family Detached	Ambient	0	0.57	0.2	0.23	0	0.00198604
CR10	1980s	Single-Family Detached	Ambient	0	0.41	0.51	0.08	0	0.000165806
CR11	1980s	Single-Family Detached	Ambient	0	0.23	0.17	0.6	0	0.000431147
CR02	1990s	Single-Family Detached	Ambient	0	0.23	0.17	0.6	0	0.000196458
CR03	1990s	Single-Family Detached	Ambient	0	0.77	0.06	0.17	0	7.8082e-05
CR04	1990s	Single-Family Detached	Ambient	0	0.41	0.26	0.33	0	0.00024334
CR05	1990s	Single-Family Detached	Ambient	0	0.62	0.14	0.24	0	0.000268749
CR06	1990s	Single-Family Detached	Ambient	0	0.56	0.2	0.24	0	0.000120326
CR07	1990s	Single-Family Detached	Ambient	0	0.23	0.17	0.6	0	0.000131795
CR08	1990s	Single-Family Detached	Ambient	0	0.47	0.2	0.33	0	0.000276544
CR09	1990s	Single-Family Detached	Ambient	0	0.41	0.12	0.47	0	0.00207469
CR10	1990s	Single-Family Detached	Ambient	0	0.57	0.2	0.23	0	0.000247755
CR11	1990s	Single-Family Detached	Ambient	0	0.41	0.51	0.08	0	0.000365646
CR02	2000s	Single-Family Detached	Ambient	0	0	0	0	1	3.43567e-05
CR03	2000s	Single-Family Detached	Ambient	0	0	0	0	1	2.05191e-05
CR04	2000s	Single-Family Detached	Ambient	0	0	0	0	1	7.27112e-05
CR05	2000s	Single-Family Detached	Ambient	0	0	0	0	1	0.000190451
CR06	2000s	Single-Family Detached	Ambient	0	0	0	0	1	0.000263483
CR07	2000s	Single-Family Detached	Ambient	0	0	0	1	0	4.66612e-05
CR08	2000s	Single-Family Detached	Ambient	0	0	0	1	0	0.000154269
CR09	2000s	Single-Family Detached	Ambient	0	0	1	0	0	0.00198243
CR10	2000s	Single-Family Detached	Ambient	0	0	1	0	0	0.000163238
CR11	2000s	Single-Family Detached	Ambient	0	0	0	1	0	0.000369248
CR02	2010s	Single-Family Detached	Ambient	0	0	0	0	1	1.13418e-05
CR03	2010s	Single-Family Detached	Ambient	0	0	0	0	1	5.87161e-06
CR04	2010s	Single-Family Detached	Ambient	0	0	0	0	1	1.85884e-05
CR05	2010s	Single-Family Detached	Ambient	0	0	0	0	1	6.74144e-05
CR06	2010s	Single-Family Detached	Ambient	0	0	0	0	1	9.30944e-05
CR07	2010s	Single-Family Detached	Ambient	0	0	0	1	0	1.31274e-05
CR08	2010s	Single-Family Detached	Ambient	0	0	0	1	0	4.7551e-05
CR09	2010s	Single-Family Detached	Ambient	0	0	1	0	0	0.000733046
CR10	2010s	Single-Family Detached	Ambient	0	0	1	0	0	3.59159e-05
CR11	2010s	Single-Family Detached	Ambient	0	0	0	1	0	8.04593e-05
CR02	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	<1940	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1940s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1950s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1960s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1970s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1980s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	1990s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	2000s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR03	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR04	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR05	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR06	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR07	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR08	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR09	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR10	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR11	2010s	Mobile Home	Heated Basement	0	1	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR04	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR05	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR06	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR08	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR09	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR10	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Heated Basement	0	1	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR02	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR03	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR04	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR05	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR06	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR07	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR08	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR09	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR10	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
CR11	1990s	Multi-Family with 5+ Units	Heated Basement	0	1	0	0	0	0
