Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
MO, Gasconade County	Mobile Home	Occupied	1	0	0	115	6.10437e-06
MO, Gasconade County	Mobile Home	Vacant	1	0	0	115	1.41336e-06
MO, Gasconade County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.04066e-06
MO, Gasconade County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.38957e-07
MO, Gasconade County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.10799e-06
MO, Gasconade County	Multi-Family with 5+ Units	Vacant	1	0	0	115	6.29787e-07
MO, Gasconade County	Single-Family Attached	Occupied	1	0	0	115	7.82673e-07
MO, Gasconade County	Single-Family Attached	Vacant	1	0	0	115	1.06341e-08
MO, Gasconade County	Single-Family Detached	Occupied	0.997198	0.00280245	22.8063	8138	3.54698e-05
MO, Gasconade County	Single-Family Detached	Vacant	1	0	0	115	8.89079e-06
MO, Gentry County	Mobile Home	Occupied	1	0	0	115	1.1565e-06
MO, Gentry County	Mobile Home	Vacant	1	0	0	115	4.4998e-07
MO, Gentry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.54756e-06
MO, Gentry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.96488e-07
MO, Gentry County	Multi-Family with 5+ Units	Occupied	1	0	0	115	9.74693e-07
MO, Gentry County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.4677e-07
MO, Gentry County	Single-Family Attached	Occupied	1	0	0	115	2.17401e-07
MO, Gentry County	Single-Family Attached	Vacant	1	0	0	115	2.29124e-08
MO, Gentry County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.5323e-05
MO, Gentry County	Single-Family Detached	Vacant	1	0	0	115	3.8483e-06
MO, Greene County	Mobile Home	Occupied	1	0	0	115	2.43188e-05
MO, Greene County	Mobile Home	Vacant	1	0	0	115	4.27792e-06
MO, Greene County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.6623e-05
MO, Greene County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.74702e-06
MO, Greene County	Multi-Family with 5+ Units	Occupied	1	0	0	115	0.000153572
MO, Greene County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.80982e-05
MO, Greene County	Single-Family Attached	Occupied	1	0	0	115	2.76727e-05
MO, Greene County	Single-Family Attached	Vacant	1	0	0	115	1.45884e-06
MO, Greene County	Single-Family Detached	Occupied	0.99804	0.00196008	253.454	129308	0.000641334
MO, Greene County	Single-Family Detached	Vacant	1	0	0	115	4.75641e-05
MO, Grundy County	Mobile Home	Occupied	1	0	0	115	1.80805e-06
MO, Grundy County	Mobile Home	Vacant	1	0	0	115	7.03492e-07
MO, Grundy County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.41943e-06
MO, Grundy County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.63525e-07
MO, Grundy County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.52382e-06
MO, Grundy County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.29458e-07
MO, Grundy County	Single-Family Attached	Occupied	1	0	0	115	3.39881e-07
MO, Grundy County	Single-Family Attached	Vacant	1	0	0	115	3.58208e-08
MO, Grundy County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.39558e-05
MO, Grundy County	Single-Family Detached	Vacant	1	0	0	115	6.01636e-06
MO, Harrison County	Mobile Home	Occupied	1	0	0	115	1.58833e-06
MO, Harrison County	Mobile Home	Vacant	1	0	0	115	6.18001e-07
MO, Harrison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.12542e-06
MO, Harrison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.07196e-07
MO, Harrison County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.33864e-06
MO, Harrison County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.01574e-07
MO, Harrison County	Single-Family Attached	Occupied	1	0	0	115	2.98578e-07
MO, Harrison County	Single-Family Attached	Vacant	1	0	0	115	3.14678e-08
MO, Harrison County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.10446e-05
MO, Harrison County	Single-Family Detached	Vacant	1	0	0	115	5.28523e-06
MO, Henry County	Mobile Home	Occupied	1	0	0	115	7.12437e-06
MO, Henry County	Mobile Home	Vacant	1	0	0	115	2.4713e-06
MO, Henry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.65476e-06
MO, Henry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.09613e-07
MO, Henry County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.13004e-06
MO, Henry County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.26286e-07
MO, Henry County	Single-Family Attached	Occupied	1	0	0	115	7.73923e-07
MO, Henry County	Single-Family Attached	Vacant	1	0	0	115	1.70815e-07
MO, Henry County	Single-Family Detached	Occupied	0.996773	0.00322734	35.1264	10884	5.56309e-05
MO, Henry County	Single-Family Detached	Vacant	1	0	0	115	8.81019e-06
MO, Hickory County	Mobile Home	Occupied	1	0	0	115	4.92475e-06
MO, Hickory County	Mobile Home	Vacant	1	0	0	115	3.13765e-06
MO, Hickory County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.56809e-06
MO, Hickory County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.48649e-07
MO, Hickory County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.69229e-06
MO, Hickory County	Multi-Family with 5+ Units	Vacant	1	0	0	115	6.07665e-08
MO, Hickory County	Single-Family Attached	Occupied	1	0	0	115	6.33293e-07
MO, Hickory County	Single-Family Attached	Vacant	1	0	0	115	1.08917e-07
MO, Hickory County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.92458e-05
MO, Hickory County	Single-Family Detached	Vacant	1	0	0	115	7.83692e-06
MO, Holt County	Mobile Home	Occupied	1	0	0	115	1.00411e-06
MO, Holt County	Mobile Home	Vacant	1	0	0	115	3.90687e-07
MO, Holt County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.34364e-06
MO, Holt County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.5742e-07
MO, Holt County	Multi-Family with 5+ Units	Occupied	1	0	0	115	8.46259e-07
MO, Holt County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.27431e-07
MO, Holt County	Single-Family Attached	Occupied	1	0	0	115	1.88754e-07
MO, Holt County	Single-Family Attached	Vacant	1	0	0	115	1.98933e-08
MO, Holt County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.33039e-05
MO, Holt County	Single-Family Detached	Vacant	1	0	0	115	3.34121e-06
MO, Howard County	Mobile Home	Occupied	1	0	0	115	1.57885e-06
MO, Howard County	Mobile Home	Vacant	1	0	0	115	6.50438e-07
MO, Howard County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.80589e-06
MO, Howard County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.08989e-07
MO, Howard County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.4233e-06
MO, Howard County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.05939e-07
MO, Howard County	Single-Family Attached	Occupied	1	0	0	115	4.50789e-07
MO, Howard County	Single-Family Attached	Vacant	1	0	0	115	6.91492e-08
MO, Howard County	Single-Family Detached	Occupied	0.99499	0.00500969	22.759	4543	2.35176e-05
MO, Howard County	Single-Family Detached	Vacant	1	0	0	115	3.89167e-06
MO, Howell County	Mobile Home	Occupied	1	0	0	115	1.70705e-05
MO, Howell County	Mobile Home	Vacant	1	0	0	115	4.76783e-06
MO, Howell County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	6.54822e-06
MO, Howell County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	7.50319e-07
MO, Howell County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.71693e-06
MO, Howell County	Multi-Family with 5+ Units	Vacant	1	0	0	115	5.98603e-07
MO, Howell County	Single-Family Attached	Occupied	1	0	0	115	6.63904e-07
MO, Howell County	Single-Family Attached	Vacant	1	0	0	115	1.75197e-07
MO, Howell County	Single-Family Detached	Occupied	0.998063	0.00193735	34.9982	18065	8.56859e-05
MO, Howell County	Single-Family Detached	Vacant	1	0	0	115	1.66299e-05
MO, Iron County	Mobile Home	Occupied	1	0	0	115	4.48792e-06
MO, Iron County	Mobile Home	Vacant	1	0	0	115	1.73736e-06
MO, Iron County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.86816e-06
MO, Iron County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.41678e-07
MO, Iron County	Multi-Family with 5+ Units	Occupied	1	0	0	115	9.61593e-07
MO, Iron County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.6796e-07
MO, Iron County	Single-Family Attached	Occupied	1	0	0	115	3.22935e-07
MO, Iron County	Single-Family Attached	Vacant	1	0	0	115	2.05748e-08
MO, Iron County	Single-Family Detached	Occupied	0.997937	0.00206328	10.8859	5276	2.36766e-05
MO, Iron County	Single-Family Detached	Vacant	1	0	0	115	5.82029e-06
MO, Jackson County	Mobile Home	Occupied	1	0	0	115	1.71077e-05
MO, Jackson County	Mobile Home	Vacant	1	0	0	115	2.9464e-06
MO, Jackson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	0.00014348
MO, Jackson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.79458e-05
MO, Jackson County	Multi-Family with 5+ Units	Occupied	1	0	0	115	0.000356003
MO, Jackson County	Multi-Family with 5+ Units	Vacant	1	0	0	115	7.3679e-05
MO, Jackson County	Single-Family Attached	Occupied	1	0	0	115	0.00011595
MO, Jackson County	Single-Family Attached	Vacant	1	0	0	115	1.31606e-05
MO, Jackson County	Single-Family Detached	Occupied	0.994947	0.0050528	1593.99	315466	0.00144751
MO, Jackson County	Single-Family Detached	Vacant	1	0	0	115	0.00017031
MO, Jasper County	Mobile Home	Occupied	1	0	0	115	2.73792e-05
MO, Jasper County	Mobile Home	Vacant	1	0	0	115	3.89206e-06
MO, Jasper County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.81817e-05
MO, Jasper County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.61265e-06
MO, Jasper County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.6653e-05
MO, Jasper County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.7933e-06
MO, Jasper County	Single-Family Attached	Occupied	1	0	0	115	5.79346e-06
MO, Jasper County	Single-Family Attached	Vacant	1	0	0	115	4.30237e-07
MO, Jasper County	Single-Family Detached	Occupied	0.997963	0.0020372	104.657	51373	0.000277418
MO, Jasper County	Single-Family Detached	Vacant	1	0	0	115	2.94845e-05
MO, Jefferson County	Mobile Home	Occupied	1	0	0	115	6.1876e-05
MO, Jefferson County	Mobile Home	Vacant	1	0	0	115	5.82468e-06
MO, Jefferson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.11364e-05
MO, Jefferson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.43101e-06
MO, Jefferson County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.72646e-05
MO, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.99046e-06
MO, Jefferson County	Single-Family Attached	Occupied	1	0	0	115	8.91557e-06
MO, Jefferson County	Single-Family Attached	Vacant	1	0	0	115	1.20137e-06
MO, Jefferson County	Single-Family Detached	Occupied	0.994409	0.00559073	496.636	88832	0.000499233
MO, Jefferson County	Single-Family Detached	Vacant	1	0	0	115	3.39562e-05
MO, Johnson County	Mobile Home	Occupied	1	0	0	115	9.7449e-06
MO, Johnson County	Mobile Home	Vacant	1	0	0	115	2.90978e-06
MO, Johnson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.25066e-05
MO, Johnson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.61571e-06
MO, Johnson County	Multi-Family with 5+ Units	Occupied	1	0	0	115	6.92552e-06
MO, Johnson County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.21963e-06
MO, Johnson County	Single-Family Attached	Occupied	1	0	0	115	5.04505e-06
MO, Johnson County	Single-Family Attached	Vacant	1	0	0	115	3.62716e-07
MO, Johnson County	Single-Family Detached	Occupied	0.993665	0.00633523	138.127	21803	0.000112926
MO, Johnson County	Single-Family Detached	Vacant	1	0	0	115	1.04113e-05
MO, Knox County	Mobile Home	Occupied	1	0	0	115	1.17034e-06
MO, Knox County	Mobile Home	Vacant	1	0	0	115	5.14015e-07
MO, Knox County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.12092e-06
MO, Knox County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.4041e-07
MO, Knox County	Multi-Family with 5+ Units	Occupied	1	0	0	115	7.97396e-07
MO, Knox County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.47211e-07
MO, Knox County	Single-Family Attached	Occupied	1	0	0	115	2.26888e-07
MO, Knox County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Knox County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.06144e-05
MO, Knox County	Single-Family Detached	Vacant	1	0	0	115	2.22342e-06
MO, Laclede County	Mobile Home	Occupied	1	0	0	115	1.15335e-05
MO, Laclede County	Mobile Home	Vacant	1	0	0	115	7.34822e-06
MO, Laclede County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	6.01432e-06
MO, Laclede County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.16517e-07
MO, Laclede County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.96325e-06
MO, Laclede County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.42312e-07
MO, Laclede County	Single-Family Attached	Occupied	1	0	0	115	1.48314e-06
MO, Laclede County	Single-Family Attached	Vacant	1	0	0	115	2.55078e-07
MO, Laclede County	Single-Family Detached	Occupied	0.998026	0.0019736	31.1295	15773	6.84921e-05
MO, Laclede County	Single-Family Detached	Vacant	1	0	0	115	1.83536e-05
MO, Lafayette County	Mobile Home	Occupied	1	0	0	115	6.56841e-06
MO, Lafayette County	Mobile Home	Vacant	1	0	0	115	1.96129e-06
MO, Lafayette County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	8.42991e-06
MO, Lafayette County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.08904e-06
MO, Lafayette County	Multi-Family with 5+ Units	Occupied	1	0	0	115	4.66805e-06
MO, Lafayette County	Multi-Family with 5+ Units	Vacant	1	0	0	115	8.22074e-07
MO, Lafayette County	Single-Family Attached	Occupied	1	0	0	115	3.40054e-06
MO, Lafayette County	Single-Family Attached	Vacant	1	0	0	115	2.44484e-07
MO, Lafayette County	Single-Family Detached	Occupied	0.995676	0.00432388	63.5437	14696	7.61162e-05
MO, Lafayette County	Single-Family Detached	Vacant	1	0	0	115	7.01756e-06
MO, Lawrence County	Mobile Home	Occupied	1	0	0	115	1.08483e-05
MO, Lawrence County	Mobile Home	Vacant	1	0	0	115	3.76304e-06
MO, Lawrence County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.56509e-06
MO, Lawrence County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.28256e-07
MO, Lawrence County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.24341e-06
MO, Lawrence County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.96835e-07
MO, Lawrence County	Single-Family Attached	Occupied	1	0	0	115	1.17845e-06
MO, Lawrence County	Single-Family Attached	Vacant	1	0	0	115	2.601e-07
MO, Lawrence County	Single-Family Detached	Occupied	0.997992	0.00200758	33.2717	16573	8.4709e-05
MO, Lawrence County	Single-Family Detached	Vacant	1	0	0	115	1.34153e-05
MO, Lewis County	Mobile Home	Occupied	1	0	0	115	2.31492e-06
MO, Lewis County	Mobile Home	Vacant	1	0	0	115	1.01672e-06
MO, Lewis County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.21717e-06
MO, Lewis County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.75531e-07
MO, Lewis County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.57725e-06
MO, Lewis County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.91184e-07
MO, Lewis County	Single-Family Attached	Occupied	1	0	0	115	4.48784e-07
MO, Lewis County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Lewis County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.09953e-05
MO, Lewis County	Single-Family Detached	Vacant	1	0	0	115	4.39793e-06
MO, Lincoln County	Mobile Home	Occupied	1	0	0	115	1.36989e-05
MO, Lincoln County	Mobile Home	Vacant	1	0	0	115	4.12398e-06
MO, Lincoln County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	6.40633e-06
MO, Lincoln County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.71388e-06
MO, Lincoln County	Multi-Family with 5+ Units	Occupied	1	0	0	115	5.19059e-06
MO, Lincoln County	Multi-Family with 5+ Units	Vacant	1	0	0	115	9.95216e-07
MO, Lincoln County	Single-Family Attached	Occupied	1	0	0	115	3.32112e-06
MO, Lincoln County	Single-Family Attached	Vacant	1	0	0	115	4.98717e-07
MO, Lincoln County	Single-Family Detached	Occupied	0.996593	0.00340689	71.9194	21110	0.000104605
MO, Lincoln County	Single-Family Detached	Vacant	1	0	0	115	1.79115e-05
MO, Linn County	Mobile Home	Occupied	1	0	0	115	2.30974e-06
MO, Linn County	Mobile Home	Vacant	1	0	0	115	8.98693e-07
MO, Linn County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.09077e-06
MO, Linn County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.92141e-07
MO, Linn County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.94664e-06
MO, Linn County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.93127e-07
MO, Linn County	Single-Family Attached	Occupied	1	0	0	115	4.3419e-07
MO, Linn County	Single-Family Attached	Vacant	1	0	0	115	4.57602e-08
MO, Linn County	Single-Family Detached	Occupied	0.998198	0.00180216	11.4996	6381	3.06029e-05
MO, Linn County	Single-Family Detached	Vacant	1	0	0	115	7.68575e-06
MO, Livingston County	Mobile Home	Occupied	1	0	0	115	2.43933e-06
MO, Livingston County	Mobile Home	Vacant	1	0	0	115	9.49114e-07
MO, Livingston County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.26417e-06
MO, Livingston County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.25364e-07
MO, Livingston County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.05586e-06
MO, Livingston County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.09573e-07
MO, Livingston County	Single-Family Attached	Occupied	1	0	0	115	4.5855e-07
MO, Livingston County	Single-Family Attached	Vacant	1	0	0	115	4.83276e-08
MO, Livingston County	Single-Family Detached	Occupied	0.998074	0.00192578	12.9778	6739	3.23199e-05
MO, Livingston County	Single-Family Detached	Vacant	1	0	0	115	8.11696e-06
MO, Macon County	Mobile Home	Occupied	1	0	0	115	3.93186e-06
MO, Macon County	Mobile Home	Vacant	1	0	0	115	1.72688e-06
MO, Macon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.76583e-06
MO, Macon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.07681e-07
MO, Macon County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.67893e-06
MO, Macon County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.94571e-07
MO, Macon County	Single-Family Attached	Occupied	1	0	0	115	7.62252e-07
MO, Macon County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Macon County	Single-Family Detached	Occupied	0.998264	0.00173637	13.2537	7633	3.56602e-05
MO, Macon County	Single-Family Detached	Vacant	1	0	0	115	7.46981e-06
MO, Madison County	Mobile Home	Occupied	1	0	0	115	5.05528e-06
MO, Madison County	Mobile Home	Vacant	1	0	0	115	1.95699e-06
MO, Madison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.10433e-06
MO, Madison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.97514e-07
MO, Madison County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.08316e-06
MO, Madison County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.01835e-07
MO, Madison County	Single-Family Attached	Occupied	1	0	0	115	3.6376e-07
MO, Madison County	Single-Family Attached	Vacant	1	0	0	115	2.31758e-08
MO, Madison County	Single-Family Detached	Occupied	0.998047	0.00195309	11.6072	5943	2.66697e-05
MO, Madison County	Single-Family Detached	Vacant	1	0	0	115	6.55608e-06
MO, Maries County	Mobile Home	Occupied	1	0	0	115	3.4325e-06
MO, Maries County	Mobile Home	Vacant	1	0	0	115	7.94737e-07
MO, Maries County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.83437e-06
MO, Maries County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.59287e-07
MO, Maries County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.18532e-06
MO, Maries County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.5413e-07
MO, Maries County	Single-Family Attached	Occupied	1	0	0	115	4.40098e-07
MO, Maries County	Single-Family Attached	Vacant	1	0	0	115	5.97959e-09
MO, Maries County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.99447e-05
MO, Maries County	Single-Family Detached	Vacant	1	0	0	115	4.9993e-06
MO, Marion County	Mobile Home	Occupied	1	0	0	115	6.64135e-06
MO, Marion County	Mobile Home	Vacant	1	0	0	115	2.9169e-06
MO, Marion County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	6.3609e-06
MO, Marion County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.36426e-06
MO, Marion County	Multi-Family with 5+ Units	Occupied	1	0	0	115	4.52501e-06
MO, Marion County	Multi-Family with 5+ Units	Vacant	1	0	0	115	8.35386e-07
MO, Marion County	Single-Family Attached	Occupied	1	0	0	115	1.28753e-06
MO, Marion County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Marion County	Single-Family Detached	Occupied	0.998066	0.00193363	24.9303	12893	6.0234e-05
MO, Marion County	Single-Family Detached	Vacant	1	0	0	115	1.26173e-05
MO, McDonald County	Mobile Home	Occupied	1	0	0	115	9.06467e-06
MO, McDonald County	Mobile Home	Vacant	1	0	0	115	3.627e-06
MO, McDonald County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.24322e-06
MO, McDonald County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.38081e-07
MO, McDonald County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.50742e-06
MO, McDonald County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.42616e-06
MO, McDonald County	Single-Family Attached	Occupied	1	0	0	115	7.62699e-07
MO, McDonald County	Single-Family Attached	Vacant	1	0	0	115	4.19386e-07
MO, McDonald County	Single-Family Detached	Occupied	0.997975	0.00202542	19.9342	9842	3.82472e-05
MO, McDonald County	Single-Family Detached	Vacant	1	0	0	115	1.17445e-05
MO, Mercer County	Mobile Home	Occupied	1	0	0	115	7.65209e-07
MO, Mercer County	Mobile Home	Vacant	1	0	0	115	2.97733e-07
MO, Mercer County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.02396e-06
MO, Mercer County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.96174e-07
MO, Mercer County	Multi-Family with 5+ Units	Occupied	1	0	0	115	6.44914e-07
MO, Mercer County	Multi-Family with 5+ Units	Vacant	1	0	0	115	9.71119e-08
MO, Mercer County	Single-Family Attached	Occupied	1	0	0	115	1.43845e-07
MO, Mercer County	Single-Family Attached	Vacant	1	0	0	115	1.51602e-08
MO, Mercer County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.01386e-05
MO, Mercer County	Single-Family Detached	Vacant	1	0	0	115	2.54626e-06
MO, Miller County	Mobile Home	Occupied	1	0	0	115	7.61454e-06
MO, Miller County	Mobile Home	Vacant	1	0	0	115	4.63288e-06
MO, Miller County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.64062e-06
MO, Miller County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.81258e-06
MO, Miller County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.27266e-06
MO, Miller County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.42767e-06
MO, Miller County	Single-Family Attached	Occupied	1	0	0	115	3.54748e-06
MO, Miller County	Single-Family Attached	Vacant	1	0	0	115	5.37596e-07
MO, Miller County	Single-Family Detached	Occupied	0.997174	0.00282576	36.0709	12765	4.08449e-05
MO, Miller County	Single-Family Detached	Vacant	1	0	0	115	2.64913e-05
MO, Mississippi County	Mobile Home	Occupied	1	0	0	115	3.42868e-06
MO, Mississippi County	Mobile Home	Vacant	1	0	0	115	7.98647e-07
MO, Mississippi County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.61639e-06
MO, Mississippi County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.20705e-07
MO, Mississippi County	Multi-Family with 5+ Units	Occupied	1	0	0	115	7.10264e-07
MO, Mississippi County	Multi-Family with 5+ Units	Vacant	1	0	0	115	7.7101e-08
MO, Mississippi County	Single-Family Attached	Occupied	1	0	0	115	3.87768e-07
MO, Mississippi County	Single-Family Attached	Vacant	1	0	0	115	2.49102e-09
MO, Mississippi County	Single-Family Detached	Occupied	0.997076	0.00292442	16.7072	5713	2.92611e-05
MO, Mississippi County	Single-Family Detached	Vacant	1	0	0	115	3.98233e-06
MO, Moniteau County	Mobile Home	Occupied	1	0	0	115	2.29791e-06
MO, Moniteau County	Mobile Home	Vacant	1	0	0	115	4.91256e-07
MO, Moniteau County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.81816e-06
MO, Moniteau County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.64884e-07
MO, Moniteau County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.99588e-06
MO, Moniteau County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.36062e-07
MO, Moniteau County	Single-Family Attached	Occupied	1	0	0	115	8.01991e-07
MO, Moniteau County	Single-Family Attached	Vacant	1	0	0	115	8.83802e-08
MO, Moniteau County	Single-Family Detached	Occupied	0.997753	0.00224662	13.7965	6141	3.05986e-05
MO, Moniteau County	Single-Family Detached	Vacant	1	0	0	115	3.70522e-06
MO, Monroe County	Mobile Home	Occupied	1	0	0	115	2.47667e-06
MO, Monroe County	Mobile Home	Vacant	1	0	0	115	1.08776e-06
MO, Monroe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.37209e-06
MO, Monroe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.08758e-07
MO, Monroe County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.68745e-06
MO, Monroe County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.1153e-07
MO, Monroe County	Single-Family Attached	Occupied	1	0	0	115	4.80142e-07
MO, Monroe County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Monroe County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.24623e-05
MO, Monroe County	Single-Family Detached	Vacant	1	0	0	115	4.70522e-06
MO, Montgomery County	Mobile Home	Occupied	1	0	0	115	3.99675e-06
