Dependency=Location Weather	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
MO_Kansas.City.Intl.AP.724460	1960s	0.21	0	0.69	0	0.02	0.09
MO_Kansas.City.Intl.AP.724460	1970s	0.32	0.02	0.48	0	0.06	0.12
MO_Kansas.City.Intl.AP.724460	1980s	0.25	0	0.44	0	0.14	0.18
MO_Kansas.City.Intl.AP.724460	1990s	0.24	0	0.57	0	0.01	0.17
MO_Kansas.City.Intl.AP.724460	2000s	0.28	0	0.52	0	0.09	0.1
MO_Springfield.Rgnl.AP.724400	<1950	0.13	0	0.61	0	0.09	0.17
MO_Springfield.Rgnl.AP.724400	1950s	0.22	0	0.75	0	0.03	0
MO_Springfield.Rgnl.AP.724400	1960s	0.21	0	0.69	0	0.02	0.09
MO_Springfield.Rgnl.AP.724400	1970s	0.32	0.02	0.48	0	0.06	0.12
MO_Springfield.Rgnl.AP.724400	1980s	0.25	0	0.44	0	0.14	0.18
MO_Springfield.Rgnl.AP.724400	1990s	0.24	0	0.57	0	0.01	0.17
MO_Springfield.Rgnl.AP.724400	2000s	0.28	0	0.52	0	0.09	0.1
MO_St.Louis-Lambert.Intl.AP.724340	<1950	0.13	0	0.61	0	0.09	0.17
MO_St.Louis-Lambert.Intl.AP.724340	1950s	0.22	0	0.75	0	0.03	0
MO_St.Louis-Lambert.Intl.AP.724340	1960s	0.21	0	0.69	0	0.02	0.09
MO_St.Louis-Lambert.Intl.AP.724340	1970s	0.32	0.02	0.48	0	0.06	0.12
MO_St.Louis-Lambert.Intl.AP.724340	1980s	0.25	0	0.44	0	0.14	0.18
MO_St.Louis-Lambert.Intl.AP.724340	1990s	0.24	0	0.57	0	0.01	0.17
MO_St.Louis-Lambert.Intl.AP.724340	2000s	0.28	0	0.52	0	0.09	0.1
MS_Jackson.Intl.AP.722350	<1950	0.28	0	0.43	0	0.06	0.23
MS_Jackson.Intl.AP.722350	1950s	0.22	0	0.66	0	0.1	0.03
MS_Jackson.Intl.AP.722350	1960s	0.31	0	0.53	0	0.08	0.09
MS_Jackson.Intl.AP.722350	1970s	0.54	0	0.23	0	0.04	0.18
MS_Jackson.Intl.AP.722350	1980s	0.5	0	0.26	0	0.1	0.14
MS_Jackson.Intl.AP.722350	1990s	0.63	0	0.22	0	0.03	0.12
MS_Jackson.Intl.AP.722350	2000s	0.55	0	0.29	0	0.05	0.11
MS_Meridian-Key.Field.722340	<1950	0.28	0	0.43	0	0.06	0.23
MS_Meridian-Key.Field.722340	1950s	0.22	0	0.66	0	0.1	0.03
MS_Meridian-Key.Field.722340	1960s	0.31	0	0.53	0	0.08	0.09
MS_Meridian-Key.Field.722340	1970s	0.54	0	0.23	0	0.04	0.18
MS_Meridian-Key.Field.722340	1980s	0.5	0	0.26	0	0.1	0.14
MS_Meridian-Key.Field.722340	1990s	0.63	0	0.22	0	0.03	0.12
MS_Meridian-Key.Field.722340	2000s	0.55	0	0.29	0	0.05	0.11
MT_Billings-Logan.Intl.AP.726770	<1950	0.08	0	0.92	0	0	0
MT_Billings-Logan.Intl.AP.726770	1950s	0.2	0	0.62	0	0.18	0
MT_Billings-Logan.Intl.AP.726770	1960s	0	0	1	0	0	0
MT_Billings-Logan.Intl.AP.726770	1970s	0.04	0	0.81	0	0	0.15
MT_Billings-Logan.Intl.AP.726770	1980s	0.3	0	0.67	0	0.02	0
MT_Billings-Logan.Intl.AP.726770	1990s	0	0	0.72	0	0	0.28
MT_Billings-Logan.Intl.AP.726770	2000s	0.27	0	0.57	0	0	0.16
MT_Cut.Bank.Muni.AP.727796	<1950	0.08	0	0.92	0	0	0
MT_Cut.Bank.Muni.AP.727796	1950s	0.2	0	0.62	0	0.18	0
MT_Cut.Bank.Muni.AP.727796	1960s	0	0	1	0	0	0
MT_Cut.Bank.Muni.AP.727796	1970s	0.04	0	0.81	0	0	0.15
MT_Cut.Bank.Muni.AP.727796	1980s	0.3	0	0.67	0	0.02	0
MT_Cut.Bank.Muni.AP.727796	1990s	0	0	0.72	0	0	0.28
MT_Cut.Bank.Muni.AP.727796	2000s	0.27	0	0.57	0	0	0.16
MT_Glasgow.Intl.AP.727680	<1950	0.08	0	0.92	0	0	0
MT_Glasgow.Intl.AP.727680	1950s	0.2	0	0.62	0	0.18	0
MT_Glasgow.Intl.AP.727680	1960s	0	0	1	0	0	0
MT_Glasgow.Intl.AP.727680	1970s	0.04	0	0.81	0	0	0.15
MT_Glasgow.Intl.AP.727680	1980s	0.3	0	0.67	0	0.02	0
MT_Glasgow.Intl.AP.727680	1990s	0	0	0.72	0	0	0.28
MT_Glasgow.Intl.AP.727680	2000s	0.27	0	0.57	0	0	0.16
MT_Great.Falls.Intl.AP.727750	<1950	0.08	0	0.92	0	0	0
MT_Great.Falls.Intl.AP.727750	1950s	0.2	0	0.62	0	0.18	0
MT_Great.Falls.Intl.AP.727750	1960s	0	0	1	0	0	0
MT_Great.Falls.Intl.AP.727750	1970s	0.04	0	0.81	0	0	0.15
MT_Great.Falls.Intl.AP.727750	1980s	0.3	0	0.67	0	0.02	0
MT_Great.Falls.Intl.AP.727750	1990s	0	0	0.72	0	0	0.28
MT_Great.Falls.Intl.AP.727750	2000s	0.27	0	0.57	0	0	0.16
MT_Helena.Rgnl.AP.727720	<1950	0.08	0	0.92	0	0	0
MT_Helena.Rgnl.AP.727720	1950s	0.2	0	0.62	0	0.18	0
MT_Helena.Rgnl.AP.727720	1960s	0	0	1	0	0	0
MT_Helena.Rgnl.AP.727720	1970s	0.04	0	0.81	0	0	0.15
MT_Helena.Rgnl.AP.727720	1980s	0.3	0	0.67	0	0.02	0
MT_Helena.Rgnl.AP.727720	1990s	0	0	0.72	0	0	0.28
MT_Helena.Rgnl.AP.727720	2000s	0.27	0	0.57	0	0	0.16
MT_Kalispell-Glacier.Park.Intl.AP.727790	<1950	0.08	0	0.92	0	0	0
MT_Kalispell-Glacier.Park.Intl.AP.727790	1950s	0.2	0	0.62	0	0.18	0
MT_Kalispell-Glacier.Park.Intl.AP.727790	1960s	0	0	1	0	0	0
MT_Kalispell-Glacier.Park.Intl.AP.727790	1970s	0.04	0	0.81	0	0	0.15
MT_Kalispell-Glacier.Park.Intl.AP.727790	1980s	0.3	0	0.67	0	0.02	0
MT_Kalispell-Glacier.Park.Intl.AP.727790	1990s	0	0	0.72	0	0	0.28
MT_Kalispell-Glacier.Park.Intl.AP.727790	2000s	0.27	0	0.57	0	0	0.16
MT_Lewistown.Muni.AP.726776	<1950	0.08	0	0.92	0	0	0
MT_Lewistown.Muni.AP.726776	1950s	0.2	0	0.62	0	0.18	0
MT_Lewistown.Muni.AP.726776	1960s	0	0	1	0	0	0
MT_Lewistown.Muni.AP.726776	1970s	0.04	0	0.81	0	0	0.15
MT_Lewistown.Muni.AP.726776	1980s	0.3	0	0.67	0	0.02	0
MT_Lewistown.Muni.AP.726776	1990s	0	0	0.72	0	0	0.28
MT_Lewistown.Muni.AP.726776	2000s	0.27	0	0.57	0	0	0.16
MT_Miles.City.Muni.AP.742300	<1950	0.08	0	0.92	0	0	0
MT_Miles.City.Muni.AP.742300	1950s	0.2	0	0.62	0	0.18	0
MT_Miles.City.Muni.AP.742300	1960s	0	0	1	0	0	0
MT_Miles.City.Muni.AP.742300	1970s	0.04	0	0.81	0	0	0.15
MT_Miles.City.Muni.AP.742300	1980s	0.3	0	0.67	0	0.02	0
MT_Miles.City.Muni.AP.742300	1990s	0	0	0.72	0	0	0.28
MT_Miles.City.Muni.AP.742300	2000s	0.27	0	0.57	0	0	0.16
MT_Missoula.Intl.AP.727730	<1950	0.08	0	0.92	0	0	0
MT_Missoula.Intl.AP.727730	1950s	0.2	0	0.62	0	0.18	0
MT_Missoula.Intl.AP.727730	1960s	0	0	1	0	0	0
MT_Missoula.Intl.AP.727730	1970s	0.04	0	0.81	0	0	0.15
MT_Missoula.Intl.AP.727730	1980s	0.3	0	0.67	0	0.02	0
MT_Missoula.Intl.AP.727730	1990s	0	0	0.72	0	0	0.28
MT_Missoula.Intl.AP.727730	2000s	0.27	0	0.57	0	0	0.16
NC_Asheville.Rgnl.AP.723150	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Asheville.Rgnl.AP.723150	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Asheville.Rgnl.AP.723150	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Asheville.Rgnl.AP.723150	1970s	0.57	0	0.27	0	0.07	0.09
NC_Asheville.Rgnl.AP.723150	1980s	0.62	0.05	0.23	0	0	0.11
NC_Asheville.Rgnl.AP.723150	1990s	0.69	0	0.2	0	0.05	0.06
NC_Asheville.Rgnl.AP.723150	2000s	0.4	0	0.58	0	0	0.02
NC_Cape.Hatteras.723040	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Cape.Hatteras.723040	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Cape.Hatteras.723040	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Cape.Hatteras.723040	1970s	0.57	0	0.27	0	0.07	0.09
NC_Cape.Hatteras.723040	1980s	0.62	0.05	0.23	0	0	0.11
NC_Cape.Hatteras.723040	1990s	0.69	0	0.2	0	0.05	0.06
NC_Cape.Hatteras.723040	2000s	0.4	0	0.58	0	0	0.02
NC_Charlotte-Douglas.Intl.AP.723140	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Charlotte-Douglas.Intl.AP.723140	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Charlotte-Douglas.Intl.AP.723140	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Charlotte-Douglas.Intl.AP.723140	1970s	0.57	0	0.27	0	0.07	0.09
NC_Charlotte-Douglas.Intl.AP.723140	1980s	0.62	0.05	0.23	0	0	0.11
NC_Charlotte-Douglas.Intl.AP.723140	1990s	0.69	0	0.2	0	0.05	0.06
NC_Charlotte-Douglas.Intl.AP.723140	2000s	0.4	0	0.58	0	0	0.02
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1970s	0.57	0	0.27	0	0.07	0.09
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1980s	0.62	0.05	0.23	0	0	0.11
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1990s	0.69	0	0.2	0	0.05	0.06
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	2000s	0.4	0	0.58	0	0	0.02
NC_Raleigh-Durham.Intl.AP.723060	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Raleigh-Durham.Intl.AP.723060	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Raleigh-Durham.Intl.AP.723060	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Raleigh-Durham.Intl.AP.723060	1970s	0.57	0	0.27	0	0.07	0.09
NC_Raleigh-Durham.Intl.AP.723060	1980s	0.62	0.05	0.23	0	0	0.11
NC_Raleigh-Durham.Intl.AP.723060	1990s	0.69	0	0.2	0	0.05	0.06
NC_Raleigh-Durham.Intl.AP.723060	2000s	0.4	0	0.58	0	0	0.02
NC_Wilmington.Intl.AP.723013	<1950	0.19	0.05	0.59	0	0.12	0.06
NC_Wilmington.Intl.AP.723013	1950s	0.51	0.11	0.12	0	0.14	0.13
NC_Wilmington.Intl.AP.723013	1960s	0.31	0.06	0.44	0.05	0.05	0.1
NC_Wilmington.Intl.AP.723013	1970s	0.57	0	0.27	0	0.07	0.09
NC_Wilmington.Intl.AP.723013	1980s	0.62	0.05	0.23	0	0	0.11
NC_Wilmington.Intl.AP.723013	1990s	0.69	0	0.2	0	0.05	0.06
NC_Wilmington.Intl.AP.723013	2000s	0.4	0	0.58	0	0	0.02
ND_Bismarck.Muni.AP.727640	<1950	0.1	0.06	0.52	0	0.09	0.23
ND_Bismarck.Muni.AP.727640	1950s	0.07	0.1	0.69	0	0	0.14
ND_Bismarck.Muni.AP.727640	1960s	0.14	0.05	0.68	0	0	0.13
ND_Bismarck.Muni.AP.727640	1970s	0.14	0.06	0.64	0	0.01	0.15
ND_Bismarck.Muni.AP.727640	1980s	0.14	0.05	0.55	0	0.03	0.23
ND_Bismarck.Muni.AP.727640	1990s	0.03	0	0.67	0	0.01	0.29
ND_Bismarck.Muni.AP.727640	2000s	0.16	0	0.58	0	0	0.26
ND_Fargo-Hector.Intl.AP.727530	<1950	0.1	0.06	0.52	0	0.09	0.23
ND_Fargo-Hector.Intl.AP.727530	1950s	0.07	0.1	0.69	0	0	0.14
ND_Fargo-Hector.Intl.AP.727530	1960s	0.14	0.05	0.68	0	0	0.13
ND_Fargo-Hector.Intl.AP.727530	1970s	0.14	0.06	0.64	0	0.01	0.15
ND_Fargo-Hector.Intl.AP.727530	1980s	0.14	0.05	0.55	0	0.03	0.23
ND_Fargo-Hector.Intl.AP.727530	1990s	0.03	0	0.67	0	0.01	0.29
ND_Fargo-Hector.Intl.AP.727530	2000s	0.16	0	0.58	0	0	0.26
ND_Minot.Intl.AP.727676	<1950	0.1	0.06	0.52	0	0.09	0.23
ND_Minot.Intl.AP.727676	1950s	0.07	0.1	0.69	0	0	0.14
ND_Minot.Intl.AP.727676	1960s	0.14	0.05	0.68	0	0	0.13
ND_Minot.Intl.AP.727676	1970s	0.14	0.06	0.64	0	0.01	0.15
ND_Minot.Intl.AP.727676	1980s	0.14	0.05	0.55	0	0.03	0.23
ND_Minot.Intl.AP.727676	1990s	0.03	0	0.67	0	0.01	0.29
ND_Minot.Intl.AP.727676	2000s	0.16	0	0.58	0	0	0.26
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	<1950	0.11	0	0.75	0	0.04	0.11
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1950s	0.08	0	0.92	0	0	0
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1960s	0.04	0	0.96	0	0	0
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1970s	0.12	0	0.76	0	0.06	0.07
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1980s	0.39	0	0.57	0	0	0.05
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1990s	0.14	0	0.86	0	0	0
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	2000s	0.19	0	0.68	0	0	0.13
NE_Norfolk-Karl.Stefan.Mem.AP.725560	<1950	0.11	0	0.75	0	0.04	0.11
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1950s	0.08	0	0.92	0	0	0
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1960s	0.04	0	0.96	0	0	0
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1970s	0.12	0	0.76	0	0.06	0.07
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1980s	0.39	0	0.57	0	0	0.05
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1990s	0.14	0	0.86	0	0	0
NE_Norfolk-Karl.Stefan.Mem.AP.725560	2000s	0.19	0	0.68	0	0	0.13
NE_North.Platte.Rgnl.AP.725620	<1950	0.11	0	0.75	0	0.04	0.11
NE_North.Platte.Rgnl.AP.725620	1950s	0.08	0	0.92	0	0	0
NE_North.Platte.Rgnl.AP.725620	1960s	0.04	0	0.96	0	0	0
NE_North.Platte.Rgnl.AP.725620	1970s	0.12	0	0.76	0	0.06	0.07
NE_North.Platte.Rgnl.AP.725620	1980s	0.39	0	0.57	0	0	0.05
NE_North.Platte.Rgnl.AP.725620	1990s	0.14	0	0.86	0	0	0
NE_North.Platte.Rgnl.AP.725620	2000s	0.19	0	0.68	0	0	0.13
NE_Omaha-Eppley.Airfield.725500	<1950	0.11	0	0.75	0	0.04	0.11
NE_Omaha-Eppley.Airfield.725500	1950s	0.08	0	0.92	0	0	0
NE_Omaha-Eppley.Airfield.725500	1960s	0.04	0	0.96	0	0	0
NE_Omaha-Eppley.Airfield.725500	1970s	0.12	0	0.76	0	0.06	0.07
NE_Omaha-Eppley.Airfield.725500	1980s	0.39	0	0.57	0	0	0.05
NE_Omaha-Eppley.Airfield.725500	1990s	0.14	0	0.86	0	0	0
NE_Omaha-Eppley.Airfield.725500	2000s	0.19	0	0.68	0	0	0.13
NE_Scottsbluff-W.B.Heilig.Field.725660	<1950	0.11	0	0.75	0	0.04	0.11
NE_Scottsbluff-W.B.Heilig.Field.725660	1950s	0.08	0	0.92	0	0	0
NE_Scottsbluff-W.B.Heilig.Field.725660	1960s	0.04	0	0.96	0	0	0
NE_Scottsbluff-W.B.Heilig.Field.725660	1970s	0.12	0	0.76	0	0.06	0.07
NE_Scottsbluff-W.B.Heilig.Field.725660	1980s	0.39	0	0.57	0	0	0.05
NE_Scottsbluff-W.B.Heilig.Field.725660	1990s	0.14	0	0.86	0	0	0
NE_Scottsbluff-W.B.Heilig.Field.725660	2000s	0.19	0	0.68	0	0	0.13
NH_Concord.Muni.AP.726050	<1950	0	0.68	0.2	0	0.1	0.02
NH_Concord.Muni.AP.726050	1950s	0.02	0.78	0.12	0	0.08	0
NH_Concord.Muni.AP.726050	1960s	0	0.73	0.13	0	0.1	0.04
NH_Concord.Muni.AP.726050	1970s	0.02	0.49	0.15	0	0.28	0.06
NH_Concord.Muni.AP.726050	1980s	0.07	0.59	0.16	0	0.14	0.03
NH_Concord.Muni.AP.726050	1990s	0	0.61	0.13	0	0.21	0.05
NH_Concord.Muni.AP.726050	2000s	0	0.66	0.1	0	0.15	0.09
NJ_Atlantic.City.Intl.AP.724070	<1950	0	0.3	0.62	0	0.09	0
NJ_Atlantic.City.Intl.AP.724070	1950s	0	0.11	0.89	0	0	0
NJ_Atlantic.City.Intl.AP.724070	1960s	0.05	0.1	0.85	0	0	0
NJ_Atlantic.City.Intl.AP.724070	1970s	0.09	0.13	0.78	0	0	0
NJ_Atlantic.City.Intl.AP.724070	1980s	0	0	1	0	0	0
NJ_Atlantic.City.Intl.AP.724070	1990s	0.07	0.07	0.76	0	0	0.1
NJ_Atlantic.City.Intl.AP.724070	2000s	0	0	1	0	0	0
NJ_Newark.Intl.AP.725020	<1950	0	0.3	0.62	0	0.09	0
NJ_Newark.Intl.AP.725020	1950s	0	0.11	0.89	0	0	0
NJ_Newark.Intl.AP.725020	1960s	0.05	0.1	0.85	0	0	0
NJ_Newark.Intl.AP.725020	1970s	0.09	0.13	0.78	0	0	0
NJ_Newark.Intl.AP.725020	1980s	0	0	1	0	0	0
NJ_Newark.Intl.AP.725020	1990s	0.07	0.07	0.76	0	0	0.1
NJ_Newark.Intl.AP.725020	2000s	0	0	1	0	0	0
NM_Albuquerque.Intl.AP.723650	<1950	0	0	0.52	0	0.48	0
NM_Albuquerque.Intl.AP.723650	1950s	0	0	1	0	0	0
NM_Albuquerque.Intl.AP.723650	1960s	0.8	0	0.2	0	0	0
NM_Albuquerque.Intl.AP.723650	1970s	0.04	0.12	0.79	0	0.04	0
NM_Albuquerque.Intl.AP.723650	1980s	0.25	0	0.6	0	0.07	0.08
NM_Albuquerque.Intl.AP.723650	1990s	0.03	0	0.78	0	0	0.19
NM_Albuquerque.Intl.AP.723650	2000s	0.14	0	0.64	0.05	0.12	0.04
NM_Tucumcari.AP.723676	<1950	0	0	0.52	0	0.48	0
NM_Tucumcari.AP.723676	1950s	0	0	1	0	0	0
NM_Tucumcari.AP.723676	1960s	0.8	0	0.2	0	0	0
NM_Tucumcari.AP.723676	1970s	0.04	0.12	0.79	0	0.04	0
NM_Tucumcari.AP.723676	1980s	0.25	0	0.6	0	0.07	0.08
NM_Tucumcari.AP.723676	1990s	0.03	0	0.78	0	0	0.19
NM_Tucumcari.AP.723676	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Elko.Muni.AP.725825	<1950	0	0	0.52	0	0.48	0
NV_Elko.Muni.AP.725825	1950s	0	0	1	0	0	0
NV_Elko.Muni.AP.725825	1960s	0.8	0	0.2	0	0	0
NV_Elko.Muni.AP.725825	1970s	0.04	0.12	0.79	0	0.04	0
NV_Elko.Muni.AP.725825	1980s	0.25	0	0.6	0	0.07	0.08
NV_Elko.Muni.AP.725825	1990s	0.03	0	0.78	0	0	0.19
NV_Elko.Muni.AP.725825	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Ely-Yelland.Field.724860	<1950	0	0	0.52	0	0.48	0
NV_Ely-Yelland.Field.724860	1950s	0	0	1	0	0	0
NV_Ely-Yelland.Field.724860	1960s	0.8	0	0.2	0	0	0
NV_Ely-Yelland.Field.724860	1970s	0.04	0.12	0.79	0	0.04	0
NV_Ely-Yelland.Field.724860	1980s	0.25	0	0.6	0	0.07	0.08
NV_Ely-Yelland.Field.724860	1990s	0.03	0	0.78	0	0	0.19
NV_Ely-Yelland.Field.724860	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Las.Vegas-McCarran.Intl.AP.723860	<1950	0	0	0.52	0	0.48	0
NV_Las.Vegas-McCarran.Intl.AP.723860	1950s	0	0	1	0	0	0
NV_Las.Vegas-McCarran.Intl.AP.723860	1960s	0.8	0	0.2	0	0	0
NV_Las.Vegas-McCarran.Intl.AP.723860	1970s	0.04	0.12	0.79	0	0.04	0
NV_Las.Vegas-McCarran.Intl.AP.723860	1980s	0.25	0	0.6	0	0.07	0.08
NV_Las.Vegas-McCarran.Intl.AP.723860	1990s	0.03	0	0.78	0	0	0.19
NV_Las.Vegas-McCarran.Intl.AP.723860	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Reno-Tahoe.Intl.AP.724880	<1950	0	0	0.52	0	0.48	0
NV_Reno-Tahoe.Intl.AP.724880	1950s	0	0	1	0	0	0
NV_Reno-Tahoe.Intl.AP.724880	1960s	0.8	0	0.2	0	0	0
NV_Reno-Tahoe.Intl.AP.724880	1970s	0.04	0.12	0.79	0	0.04	0
NV_Reno-Tahoe.Intl.AP.724880	1980s	0.25	0	0.6	0	0.07	0.08
NV_Reno-Tahoe.Intl.AP.724880	1990s	0.03	0	0.78	0	0	0.19
NV_Reno-Tahoe.Intl.AP.724880	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Tonopah.AP.724855	<1950	0	0	0.52	0	0.48	0
NV_Tonopah.AP.724855	1950s	0	0	1	0	0	0
NV_Tonopah.AP.724855	1960s	0.8	0	0.2	0	0	0
NV_Tonopah.AP.724855	1970s	0.04	0.12	0.79	0	0.04	0
NV_Tonopah.AP.724855	1980s	0.25	0	0.6	0	0.07	0.08
NV_Tonopah.AP.724855	1990s	0.03	0	0.78	0	0	0.19
NV_Tonopah.AP.724855	2000s	0.14	0	0.64	0.05	0.12	0.04
NV_Winnemucca.Muni.AP.725830	<1950	0	0	0.52	0	0.48	0
NV_Winnemucca.Muni.AP.725830	1950s	0	0	1	0	0	0
NV_Winnemucca.Muni.AP.725830	1960s	0.8	0	0.2	0	0	0
NV_Winnemucca.Muni.AP.725830	1970s	0.04	0.12	0.79	0	0.04	0
NV_Winnemucca.Muni.AP.725830	1980s	0.25	0	0.6	0	0.07	0.08
NV_Winnemucca.Muni.AP.725830	1990s	0.03	0	0.78	0	0	0.19
NV_Winnemucca.Muni.AP.725830	2000s	0.14	0	0.64	0.05	0.12	0.04
NY_Albany.County.AP.725180	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Albany.County.AP.725180	1950s	0.05	0.33	0.61	0	0.01	0
NY_Albany.County.AP.725180	1960s	0.02	0.24	0.65	0	0.09	0
NY_Albany.County.AP.725180	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_Albany.County.AP.725180	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Albany.County.AP.725180	1990s	0.09	0.25	0.66	0	0	0
NY_Albany.County.AP.725180	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_Binghamton-Edwin.A.Link.Field.725150	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Binghamton-Edwin.A.Link.Field.725150	1950s	0.05	0.33	0.61	0	0.01	0
NY_Binghamton-Edwin.A.Link.Field.725150	1960s	0.02	0.24	0.65	0	0.09	0
NY_Binghamton-Edwin.A.Link.Field.725150	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_Binghamton-Edwin.A.Link.Field.725150	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Binghamton-Edwin.A.Link.Field.725150	1990s	0.09	0.25	0.66	0	0	0
NY_Binghamton-Edwin.A.Link.Field.725150	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1950s	0.05	0.33	0.61	0	0.01	0
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1960s	0.02	0.24	0.65	0	0.09	0
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1990s	0.09	0.25	0.66	0	0	0
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_Massena.AP.726223	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Massena.AP.726223	1950s	0.05	0.33	0.61	0	0.01	0
NY_Massena.AP.726223	1960s	0.02	0.24	0.65	0	0.09	0
NY_Massena.AP.726223	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_Massena.AP.726223	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Massena.AP.726223	1990s	0.09	0.25	0.66	0	0	0
NY_Massena.AP.726223	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_New.York-J.F.Kennedy.Intl.AP.744860	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_New.York-J.F.Kennedy.Intl.AP.744860	1950s	0.05	0.33	0.61	0	0.01	0
NY_New.York-J.F.Kennedy.Intl.AP.744860	1960s	0.02	0.24	0.65	0	0.09	0
NY_New.York-J.F.Kennedy.Intl.AP.744860	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_New.York-J.F.Kennedy.Intl.AP.744860	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_New.York-J.F.Kennedy.Intl.AP.744860	1990s	0.09	0.25	0.66	0	0	0
NY_New.York-J.F.Kennedy.Intl.AP.744860	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_Rochester-Greater.Rochester.Intl.AP.725290	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Rochester-Greater.Rochester.Intl.AP.725290	1950s	0.05	0.33	0.61	0	0.01	0
NY_Rochester-Greater.Rochester.Intl.AP.725290	1960s	0.02	0.24	0.65	0	0.09	0
NY_Rochester-Greater.Rochester.Intl.AP.725290	1970s	0.06	0.3	0.46	0	0.15	0.04
NY_Rochester-Greater.Rochester.Intl.AP.725290	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Rochester-Greater.Rochester.Intl.AP.725290	1990s	0.09	0.25	0.66	0	0	0
NY_Rochester-Greater.Rochester.Intl.AP.725290	2000s	0.05	0.11	0.49	0	0.11	0.23
NY_Syracuse-Hancock.Intl.AP.725190	<1950	0.02	0.29	0.66	0	0.02	0.01
NY_Syracuse-Hancock.Intl.AP.725190	1950s	0.05	0.33	0.61	0	0.01	0
NY_Syracuse-Hancock.Intl.AP.725190	1960s	0.02	0.24	0.65	0	0.09	0
NY_Syracuse-Hancock.Intl.AP.725190	1970s	0.06	0.3	0.46	0	0.15	0.04
