Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Option=None	Option=Yes	source_count	source_weight	sampling_probability
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 5+ Units	Other Fuel	0.509	0.491	4	3610.53	2.93089e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Multi-Family with 5+ Units	Propane	1	0	2	1833.53	5.64832e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	Electricity	0.039481	0.96052	249	221919	0.00147002
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	Fuel Oil	0	1	1	974.7	2.08071e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	Natural Gas	0.017473	0.982527	240	217570	0.00183325
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	None	0.5	0.5	0	0	1.16192e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	Other Fuel	0.5	0.5	0	0	6.23781e-06
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Attached	Propane	0	1	2	2025.55	2.58146e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	Electricity	0.021754	0.978246	388	366200	0.00254581
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	Fuel Oil	0	1	65	59930.7	0.00052566
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	Natural Gas	0.011159	0.988841	599	547169	0.0043483
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	None	0.5	0.5	0	0	1.4686e-05
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	Other Fuel	0	1	21	19848.5	0.000177357
CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV	Single-Family Detached	Propane	0	1	32	31184.5	0.000325244
Non-CBSA East North Central	Mobile Home	Electricity	0.100534	0.899466	54	185590	0.00124508
Non-CBSA East North Central	Mobile Home	Fuel Oil	0	1	3	8638.74	9.17183e-05
Non-CBSA East North Central	Mobile Home	Natural Gas	0.06171	0.93829	72	234373	0.00242768
Non-CBSA East North Central	Mobile Home	None	0.5	0.5	0	0	2.15535e-05
Non-CBSA East North Central	Mobile Home	Other Fuel	0.249898	0.750102	10	37815.8	0.000333908
Non-CBSA East North Central	Mobile Home	Propane	0.168559	0.831441	38	109837	0.00114941
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	Electricity	0.483454	0.516546	116	285959	0.00274606
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	Fuel Oil	1	0	1	3798.04	2.1027e-05
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	Natural Gas	0.360003	0.639997	157	465965	0.00545183
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	4.15683e-05
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	Other Fuel	1	0	1	299.789	5.17228e-05
Non-CBSA East North Central	Multi-Family with 2 - 4 Units	Propane	0.599643	0.400357	3	12582.8	0.000130636
Non-CBSA East North Central	Multi-Family with 5+ Units	Electricity	0.637112	0.362888	371	925435	0.0079839
Non-CBSA East North Central	Multi-Family with 5+ Units	Fuel Oil	0.970792	0.029208	13	23393.7	1.67742e-05
Non-CBSA East North Central	Multi-Family with 5+ Units	Natural Gas	0.566586	0.433414	219	576432	0.00616892
Non-CBSA East North Central	Multi-Family with 5+ Units	None	0.5	0.5	0	0	0.000233911
Non-CBSA East North Central	Multi-Family with 5+ Units	Other Fuel	0.741546	0.258454	3	9629.56	0.000253252
Non-CBSA East North Central	Multi-Family with 5+ Units	Propane	0	1	1	3984.06	0.000154749
Non-CBSA East North Central	Single-Family Attached	Electricity	0.254332	0.745668	68	202122	0.000943615
Non-CBSA East North Central	Single-Family Attached	Fuel Oil	0	1	2	5425.3	1.0699e-05
Non-CBSA East North Central	Single-Family Attached	Natural Gas	0.10354	0.89646	196	599297	0.00320334
Non-CBSA East North Central	Single-Family Attached	None	0.5	0.5	0	0	8.52908e-06
Non-CBSA East North Central	Single-Family Attached	Other Fuel	0.5	0.5	0	0	2.07567e-05
Non-CBSA East North Central	Single-Family Attached	Propane	0	1	1	3069.14	6.53374e-05
Non-CBSA East North Central	Single-Family Detached	Electricity	0.03931	0.96069	462	1.55812e+06	0.0109188
Non-CBSA East North Central	Single-Family Detached	Fuel Oil	0.065593	0.934407	50	161251	0.00158177
Non-CBSA East North Central	Single-Family Detached	Natural Gas	0.021887	0.978113	1836	6.50989e+06	0.0533393
Non-CBSA East North Central	Single-Family Detached	None	1	0	1	3115.9	0.00017432
Non-CBSA East North Central	Single-Family Detached	Other Fuel	0.035764	0.964236	113	366055	0.00350258
Non-CBSA East North Central	Single-Family Detached	Propane	0.026114	0.973886	288	979732	0.00870616
Non-CBSA East South Central	Mobile Home	Electricity	0.042363	0.957637	173	586631	0.00577645
Non-CBSA East South Central	Mobile Home	Fuel Oil	0.5	0.5	0	0	6.97836e-05
Non-CBSA East South Central	Mobile Home	Natural Gas	0.142138	0.857862	17	53019.2	0.000490732
Non-CBSA East South Central	Mobile Home	None	1	0	1	3099.02	4.69317e-05
Non-CBSA East South Central	Mobile Home	Other Fuel	0.127296	0.872704	15	55907.5	0.000251205
Non-CBSA East South Central	Mobile Home	Propane	0.090127	0.909873	12	44091.7	0.000837986
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	Electricity	0.242015	0.757985	139	266145	0.0026713
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	5.03114e-06
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	Natural Gas	0.317328	0.682672	53	106906	0.00101427
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	1.8828e-05
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	Other Fuel	0	1	1	4856.16	1.14129e-05
Non-CBSA East South Central	Multi-Family with 2 - 4 Units	Propane	1	0	1	2378.97	2.76536e-05
Non-CBSA East South Central	Multi-Family with 5+ Units	Electricity	0.425799	0.574201	259	668692	0.00620369
Non-CBSA East South Central	Multi-Family with 5+ Units	Fuel Oil	1	0	1	288.456	3.44962e-06
Non-CBSA East South Central	Multi-Family with 5+ Units	Natural Gas	0.33039	0.66961	45	87330.8	0.000959649
Non-CBSA East South Central	Multi-Family with 5+ Units	None	0.5	0.5	0	0	5.24539e-05
Non-CBSA East South Central	Multi-Family with 5+ Units	Other Fuel	0	1	1	4115.88	2.69499e-05
Non-CBSA East South Central	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	2.91181e-05
Non-CBSA East South Central	Single-Family Attached	Electricity	0.149877	0.850123	73	185568	0.000819279
Non-CBSA East South Central	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	8.91008e-07
Non-CBSA East South Central	Single-Family Attached	Natural Gas	0.119684	0.880316	26	55878.1	0.000558763
Non-CBSA East South Central	Single-Family Attached	None	0.5	0.5	0	0	4.52123e-06
Non-CBSA East South Central	Single-Family Attached	Other Fuel	0.5	0.5	0	0	4.17874e-06
Non-CBSA East South Central	Single-Family Attached	Propane	0	1	1	3278.13	1.88412e-05
Non-CBSA East South Central	Single-Family Detached	Electricity	0.022612	0.977388	906	3.15414e+06	0.022012
Non-CBSA East South Central	Single-Family Detached	Fuel Oil	0.5	0.5	0	0	0.000177712
Non-CBSA East South Central	Single-Family Detached	Natural Gas	0.017575	0.982425	495	1.70239e+06	0.0164784
Non-CBSA East South Central	Single-Family Detached	None	0.5	0.5	0	0	0.000104577
Non-CBSA East South Central	Single-Family Detached	Other Fuel	0.115289	0.884711	39	146141	0.000931758
Non-CBSA East South Central	Single-Family Detached	Propane	0	1	77	285875	0.00293542
Non-CBSA Middle Atlantic	Mobile Home	Electricity	0.051154	0.948846	15	55570	0.000311441
Non-CBSA Middle Atlantic	Mobile Home	Fuel Oil	0.113936	0.886064	16	53969.9	0.000928314
Non-CBSA Middle Atlantic	Mobile Home	Natural Gas	0.062708	0.937292	27	95777.7	0.00068105
Non-CBSA Middle Atlantic	Mobile Home	None	0.5	0.5	0	0	1.22663e-05
Non-CBSA Middle Atlantic	Mobile Home	Other Fuel	0.146856	0.853144	23	74492.5	0.00025237
Non-CBSA Middle Atlantic	Mobile Home	Propane	0.007368	0.992632	23	77592.4	0.000668286
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	Electricity	0.607919	0.392081	71	199822	0.0015011
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	Fuel Oil	0.514326	0.485674	18	64655.1	0.0003712
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	Natural Gas	0.406497	0.593503	119	364349	0.00390895
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	2.95565e-05
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	Other Fuel	0.050865	0.949135	3	7258.07	7.23126e-05
Non-CBSA Middle Atlantic	Multi-Family with 2 - 4 Units	Propane	0	1	4	12001.9	0.000170931
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	Electricity	0.819516	0.180484	120	266467	0.0030086
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	Fuel Oil	0.987145	0.012855	17	59734.4	0.000175299
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	Natural Gas	0.604975	0.395025	80	216994	0.00269326
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	None	0.5	0.5	0	0	8.88474e-05
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	Other Fuel	0.5	0.5	0	0	8.77287e-05
Non-CBSA Middle Atlantic	Multi-Family with 5+ Units	Propane	0.703455	0.296545	4	13163.1	0.000105299
Non-CBSA Middle Atlantic	Single-Family Attached	Electricity	0.143131	0.856869	52	148403	0.00095642
Non-CBSA Middle Atlantic	Single-Family Attached	Fuel Oil	0.060575	0.939425	19	75997.7	0.000532693
Non-CBSA Middle Atlantic	Single-Family Attached	Natural Gas	0.073541	0.926459	111	356658	0.00283978
Non-CBSA Middle Atlantic	Single-Family Attached	None	1	0	1	4747.27	9.80156e-06
Non-CBSA Middle Atlantic	Single-Family Attached	Other Fuel	0	1	2	8457.16	6.67655e-05
Non-CBSA Middle Atlantic	Single-Family Attached	Propane	0.420226	0.579774	2	1432.39	7.14939e-05
Non-CBSA Middle Atlantic	Single-Family Detached	Electricity	0.014347	0.985653	154	583318	0.00435778
Non-CBSA Middle Atlantic	Single-Family Detached	Fuel Oil	0.024806	0.975194	236	879630	0.00656518
Non-CBSA Middle Atlantic	Single-Family Detached	Natural Gas	0.015531	0.984469	624	2.26167e+06	0.0191195
Non-CBSA Middle Atlantic	Single-Family Detached	None	0	1	1	2784.31	7.86882e-05
Non-CBSA Middle Atlantic	Single-Family Detached	Other Fuel	0.031254	0.968746	96	325104	0.002807
Non-CBSA Middle Atlantic	Single-Family Detached	Propane	0.009482	0.990518	87	321202	0.0022203
Non-CBSA Mountain	Mobile Home	Electricity	0.156356	0.843644	48	179487	0.00146356
Non-CBSA Mountain	Mobile Home	Fuel Oil	0.5	0.5	0	0	2.48266e-05
Non-CBSA Mountain	Mobile Home	Natural Gas	0.093957	0.906043	82	273000	0.00228254
Non-CBSA Mountain	Mobile Home	None	1	0	1	3689.98	4.68559e-05
Non-CBSA Mountain	Mobile Home	Other Fuel	0.064524	0.935476	17	66405.8	0.000560042
Non-CBSA Mountain	Mobile Home	Propane	0.205488	0.794512	26	97982.2	0.00079573
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	Electricity	0.388028	0.611972	60	178170	0.00157799
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	7.09697e-06
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	Natural Gas	0.349334	0.650666	79	231135	0.00193848
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	2.49951e-05
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	2.91689e-05
Non-CBSA Mountain	Multi-Family with 2 - 4 Units	Propane	0.05918	0.94082	2	5166.64	6.22848e-05
Non-CBSA Mountain	Multi-Family with 5+ Units	Electricity	0.45828	0.54172	197	543048	0.0049457
Non-CBSA Mountain	Multi-Family with 5+ Units	Fuel Oil	1	0	2	1107.86	1.55902e-05
Non-CBSA Mountain	Multi-Family with 5+ Units	Natural Gas	0.407562	0.592438	148	412000	0.00405799
Non-CBSA Mountain	Multi-Family with 5+ Units	None	0.5	0.5	0	0	0.000122953
Non-CBSA Mountain	Multi-Family with 5+ Units	Other Fuel	0.879334	0.120666	6	12111.3	0.000100928
Non-CBSA Mountain	Multi-Family with 5+ Units	Propane	0.546132	0.453868	2	7087.06	0.000115267
Non-CBSA Mountain	Single-Family Attached	Electricity	0.056285	0.943715	43	135671	0.000906829
Non-CBSA Mountain	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	4.02092e-06
Non-CBSA Mountain	Single-Family Attached	Natural Gas	0.065788	0.934212	90	291441	0.00209631
Non-CBSA Mountain	Single-Family Attached	None	0.5	0.5	0	0	1.08715e-05
Non-CBSA Mountain	Single-Family Attached	Other Fuel	0	1	1	4643.27	3.61674e-05
Non-CBSA Mountain	Single-Family Attached	Propane	0	1	4	17951.5	4.50245e-05
Non-CBSA Mountain	Single-Family Detached	Electricity	0.035462	0.964538	279	1.01471e+06	0.00737813
Non-CBSA Mountain	Single-Family Detached	Fuel Oil	0	1	1	3253.82	0.000176115
Non-CBSA Mountain	Single-Family Detached	Natural Gas	0.008713	0.991287	873	3.12448e+06	0.02598
Non-CBSA Mountain	Single-Family Detached	None	1	0	1	4869.14	0.00011084
Non-CBSA Mountain	Single-Family Detached	Other Fuel	0.120094	0.879906	65	284581	0.0022704
Non-CBSA Mountain	Single-Family Detached	Propane	0.009469	0.990531	80	338709	0.00228805
Non-CBSA New England	Mobile Home	Electricity	0	1	4	12815.6	3.69148e-05
Non-CBSA New England	Mobile Home	Fuel Oil	0	1	7	26851.4	0.000659393
Non-CBSA New England	Mobile Home	Natural Gas	0	1	3	8533.84	5.61228e-05
Non-CBSA New England	Mobile Home	None	0.5	0.5	0	0	5.62877e-06
Non-CBSA New England	Mobile Home	Other Fuel	0	1	10	31593.5	9.02806e-05
Non-CBSA New England	Mobile Home	Propane	0	1	3	5477.84	0.000164393
Non-CBSA New England	Multi-Family with 2 - 4 Units	Electricity	0.715973	0.284027	39	110938	0.00089883
Non-CBSA New England	Multi-Family with 2 - 4 Units	Fuel Oil	0.467803	0.532197	40	135610	0.00129665
Non-CBSA New England	Multi-Family with 2 - 4 Units	Natural Gas	0.490029	0.509971	110	339469	0.00290465
Non-CBSA New England	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	3.02824e-05
Non-CBSA New England	Multi-Family with 2 - 4 Units	Other Fuel	0	1	1	3146.7	6.97896e-05
Non-CBSA New England	Multi-Family with 2 - 4 Units	Propane	0.209501	0.790499	6	19367.1	0.000287868
Non-CBSA New England	Multi-Family with 5+ Units	Electricity	0.743712	0.256288	114	255371	0.00215469
Non-CBSA New England	Multi-Family with 5+ Units	Fuel Oil	0.72102	0.27898	31	70160.4	0.000607291
Non-CBSA New England	Multi-Family with 5+ Units	Natural Gas	0.615055	0.384945	74	164302	0.00205071
Non-CBSA New England	Multi-Family with 5+ Units	None	0.5	0.5	0	0	5.42328e-05
Non-CBSA New England	Multi-Family with 5+ Units	Other Fuel	0.519494	0.480506	2	7289.42	5.71949e-05
Non-CBSA New England	Multi-Family with 5+ Units	Propane	0.665396	0.334604	8	24926.4	0.000207437
Non-CBSA New England	Single-Family Attached	Electricity	0.31056	0.68944	26	51690.4	0.000282807
Non-CBSA New England	Single-Family Attached	Fuel Oil	0	1	11	42788.6	0.000250231
Non-CBSA New England	Single-Family Attached	Natural Gas	0.162449	0.837551	34	98856.6	0.000806218
Non-CBSA New England	Single-Family Attached	None	0.5	0.5	0	0	3.82833e-06
Non-CBSA New England	Single-Family Attached	Other Fuel	0.407645	0.592355	4	19441.5	2.7441e-05
Non-CBSA New England	Single-Family Attached	Propane	0	1	2	12175.7	0.000107752
Non-CBSA New England	Single-Family Detached	Electricity	0.065366	0.934634	50	183000	0.000943633
Non-CBSA New England	Single-Family Detached	Fuel Oil	0.023017	0.976983	328	1.19948e+06	0.0111067
Non-CBSA New England	Single-Family Detached	Natural Gas	0.01428	0.98572	192	678352	0.00525301
Non-CBSA New England	Single-Family Detached	None	0.5	0.5	0	0	2.85033e-05
Non-CBSA New England	Single-Family Detached	Other Fuel	0.011872	0.988128	64	258677	0.00202147
Non-CBSA New England	Single-Family Detached	Propane	0	1	51	195180	0.00176685
Non-CBSA Pacific	Mobile Home	Electricity	0.135591	0.864409	93	284937	0.00213174
Non-CBSA Pacific	Mobile Home	Fuel Oil	0.5	0.5	0	0	5.30436e-05
Non-CBSA Pacific	Mobile Home	Natural Gas	0.045434	0.954566	41	161412	0.00128307
Non-CBSA Pacific	Mobile Home	None	0	1	1	2972.12	6.60482e-05
Non-CBSA Pacific	Mobile Home	Other Fuel	0	1	18	66709.7	0.000503654
Non-CBSA Pacific	Mobile Home	Propane	0.277137	0.722863	13	48238.8	0.000393299
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	Electricity	0.465238	0.534762	139	361132	0.00246163
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	9.26807e-06
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	Natural Gas	0.472362	0.527638	70	209059	0.00205813
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	None	0.704787	0.295213	8	23556.1	0.000140739
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	Other Fuel	0	1	1	4094.05	4.0017e-05
Non-CBSA Pacific	Multi-Family with 2 - 4 Units	Propane	0	1	2	5873.73	6.65578e-05
Non-CBSA Pacific	Multi-Family with 5+ Units	Electricity	0.546468	0.453532	398	1.06245e+06	0.00756333
Non-CBSA Pacific	Multi-Family with 5+ Units	Fuel Oil	1	0	2	3395.77	1.19171e-05
Non-CBSA Pacific	Multi-Family with 5+ Units	Natural Gas	0.584576	0.415424	137	386650	0.00347081
Non-CBSA Pacific	Multi-Family with 5+ Units	None	0.619113	0.380887	47	122310	0.000418868
Non-CBSA Pacific	Multi-Family with 5+ Units	Other Fuel	0.936124	0.063876	4	9154.5	6.70393e-05
Non-CBSA Pacific	Multi-Family with 5+ Units	Propane	0.619576	0.380424	4	7223.01	0.000107171
Non-CBSA Pacific	Single-Family Attached	Electricity	0.097729	0.902271	107	300683	0.00139636
Non-CBSA Pacific	Single-Family Attached	Fuel Oil	0	1	1	3047.36	8.61067e-06
Non-CBSA Pacific	Single-Family Attached	Natural Gas	0.054756	0.945244	113	352615	0.00226568
Non-CBSA Pacific	Single-Family Attached	None	0	1	3	9138.34	8.4103e-05
Non-CBSA Pacific	Single-Family Attached	Other Fuel	0.457168	0.542832	3	6497.57	4.86042e-05
Non-CBSA Pacific	Single-Family Attached	Propane	0.494357	0.505643	2	8178	6.69722e-05
Non-CBSA Pacific	Single-Family Detached	Electricity	0.035079	0.964921	468	1.61927e+06	0.012457
Non-CBSA Pacific	Single-Family Detached	Fuel Oil	0	1	13	43235.1	0.000538603
Non-CBSA Pacific	Single-Family Detached	Natural Gas	0.015725	0.984275	897	3.2647e+06	0.025176
Non-CBSA Pacific	Single-Family Detached	None	0.102484	0.897516	107	382229	0.000370189
Non-CBSA Pacific	Single-Family Detached	Other Fuel	0.032501	0.9675	104	414150	0.00324724
Non-CBSA Pacific	Single-Family Detached	Propane	0.017095	0.982905	56	240305	0.00263729
Non-CBSA South Atlantic	Mobile Home	Electricity	0.07718	0.92282	478	1.58865e+06	0.0149964
Non-CBSA South Atlantic	Mobile Home	Fuel Oil	0	1	5	15134.6	0.000484069
Non-CBSA South Atlantic	Mobile Home	Natural Gas	0	1	7	20602	0.000484575
Non-CBSA South Atlantic	Mobile Home	None	0	1	1	3902.83	0.000172597
Non-CBSA South Atlantic	Mobile Home	Other Fuel	0.042153	0.957848	23	73055.9	0.000364489
Non-CBSA South Atlantic	Mobile Home	Propane	0.031871	0.968129	32	107330	0.0011845
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	Electricity	0.282049	0.717951	278	781948	0.00652806
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	5.42043e-05
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	Natural Gas	0.239571	0.760429	38	96915.7	0.00130219
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	None	0.540098	0.459902	2	7217.28	8.38188e-05
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	Other Fuel	0.475736	0.524264	2	7432.02	2.35197e-05
Non-CBSA South Atlantic	Multi-Family with 2 - 4 Units	Propane	0	1	2	1245.75	7.4335e-05
Non-CBSA South Atlantic	Multi-Family with 5+ Units	Electricity	0.331653	0.668347	681	2.00777e+06	0.0198392
Non-CBSA South Atlantic	Multi-Family with 5+ Units	Fuel Oil	0	1	1	510.497	4.15616e-05
Non-CBSA South Atlantic	Multi-Family with 5+ Units	Natural Gas	0.412501	0.587499	66	184062	0.00237978
Non-CBSA South Atlantic	Multi-Family with 5+ Units	None	0.528226	0.471774	2	6739.81	0.000223357
Non-CBSA South Atlantic	Multi-Family with 5+ Units	Other Fuel	0.50278	0.49722	3	7295.32	4.93139e-05
Non-CBSA South Atlantic	Multi-Family with 5+ Units	Propane	0	1	1	3175.5	0.000120352
Non-CBSA South Atlantic	Single-Family Attached	Electricity	0.057937	0.942063	318	956865	0.00552781
Non-CBSA South Atlantic	Single-Family Attached	Fuel Oil	0.019203	0.980797	9	26584.4	0.000119961
Non-CBSA South Atlantic	Single-Family Attached	Natural Gas	0.05755	0.94245	97	279441	0.0030002
Non-CBSA South Atlantic	Single-Family Attached	None	0	1	2	425.73	6.43049e-05
Non-CBSA South Atlantic	Single-Family Attached	Other Fuel	0	1	2	4047.82	2.35553e-05
Non-CBSA South Atlantic	Single-Family Attached	Propane	0	1	1	732.619	8.89722e-05
Non-CBSA South Atlantic	Single-Family Detached	Electricity	0.022926	0.977075	2198	7.74065e+06	0.0620056
Non-CBSA South Atlantic	Single-Family Detached	Fuel Oil	0.010132	0.989868	92	315345	0.00314336
Non-CBSA South Atlantic	Single-Family Detached	Natural Gas	0.023345	0.976655	652	2.32208e+06	0.0210988
Non-CBSA South Atlantic	Single-Family Detached	None	0.341497	0.658503	7	21134.2	0.000514365
Non-CBSA South Atlantic	Single-Family Detached	Other Fuel	0.009044	0.990956	88	328221	0.00216665
Non-CBSA South Atlantic	Single-Family Detached	Propane	0.040438	0.959563	119	439485	0.00512033
Non-CBSA West North Central	Mobile Home	Electricity	0.056726	0.943274	41	121058	0.00107219
Non-CBSA West North Central	Mobile Home	Fuel Oil	0	1	1	811.32	2.81343e-05
Non-CBSA West North Central	Mobile Home	Natural Gas	0.076231	0.923769	48	153698	0.0011551
Non-CBSA West North Central	Mobile Home	None	1	0	1	2860.5	1.45791e-05
Non-CBSA West North Central	Mobile Home	Other Fuel	0.142068	0.857932	6	19434.7	0.000190361
Non-CBSA West North Central	Mobile Home	Propane	0.04334	0.95666	24	68736	0.000845767
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	Electricity	0.549054	0.450946	59	139728	0.00180424
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	8.4928e-06
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	Natural Gas	0.458611	0.541389	61	172473	0.00219267
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	2.75756e-05
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	Other Fuel	0.5	0.5	0	0	3.37231e-05
Non-CBSA West North Central	Multi-Family with 2 - 4 Units	Propane	0.03302	0.96698	4	8928.81	7.36334e-05
Non-CBSA West North Central	Multi-Family with 5+ Units	Electricity	0.585225	0.414775	293	791747	0.00603135
Non-CBSA West North Central	Multi-Family with 5+ Units	Fuel Oil	1	0	4	12848.8	2.05151e-05
Non-CBSA West North Central	Multi-Family with 5+ Units	Natural Gas	0.641691	0.358309	152	448828	0.00370894
Non-CBSA West North Central	Multi-Family with 5+ Units	None	0.5	0.5	0	0	0.000192514
Non-CBSA West North Central	Multi-Family with 5+ Units	Other Fuel	1	0	3	10736.1	0.000180695
Non-CBSA West North Central	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	0.000125523
Non-CBSA West North Central	Single-Family Attached	Electricity	0.134186	0.865814	56	154569	0.000851746
Non-CBSA West North Central	Single-Family Attached	Fuel Oil	0.5	0.5	0	0	3.41878e-06
Non-CBSA West North Central	Single-Family Attached	Natural Gas	0.077995	0.922005	110	355945	0.0023728
Non-CBSA West North Central	Single-Family Attached	None	0.5	0.5	0	0	7.8114e-06
Non-CBSA West North Central	Single-Family Attached	Other Fuel	0	1	2	4794.07	1.19764e-05
Non-CBSA West North Central	Single-Family Attached	Propane	0	1	3	11481.7	5.16415e-05
Non-CBSA West North Central	Single-Family Detached	Electricity	0.018945	0.981055	374	1.24603e+06	0.0096295
Non-CBSA West North Central	Single-Family Detached	Fuel Oil	0	1	15	46048.8	0.000554797
Non-CBSA West North Central	Single-Family Detached	Natural Gas	0.01529	0.98471	1127	3.94275e+06	0.0302133
Non-CBSA West North Central	Single-Family Detached	None	0.5	0.5	0	0	0.000116728
Non-CBSA West North Central	Single-Family Detached	Other Fuel	0.059068	0.940932	53	168349	0.00174581
Non-CBSA West North Central	Single-Family Detached	Propane	0.019309	0.980691	197	644900	0.0063919
Non-CBSA West South Central	Mobile Home	Electricity	0.066531	0.933469	235	783160	0.00643609
Non-CBSA West South Central	Mobile Home	Fuel Oil	0.5	0.5	0	0	2.68588e-05
Non-CBSA West South Central	Mobile Home	Natural Gas	0.074886	0.925114	18	63354	0.000904188
Non-CBSA West South Central	Mobile Home	None	1	0	1	3630.87	4.46209e-05
Non-CBSA West South Central	Mobile Home	Other Fuel	0.247986	0.752014	8	24479.4	0.000216854
Non-CBSA West South Central	Mobile Home	Propane	0.102457	0.897543	12	40630.3	0.000898658
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	Electricity	0.422145	0.577855	214	453983	0.00364685
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	Fuel Oil	0.5	0.5	0	0	2.40454e-06
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	Natural Gas	0.245739	0.754261	54	120869	0.00123541
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	None	0.5	0.5	0	0	2.98839e-05
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	Other Fuel	0	1	1	2952.57	7.85328e-06
Non-CBSA West South Central	Multi-Family with 2 - 4 Units	Propane	0.480598	0.519402	2	7919.37	2.99952e-05
Non-CBSA West South Central	Multi-Family with 5+ Units	Electricity	0.436533	0.563467	343	888302	0.00856348
Non-CBSA West South Central	Multi-Family with 5+ Units	Fuel Oil	0.5	0.5	0	0	4.89442e-06
Non-CBSA West South Central	Multi-Family with 5+ Units	Natural Gas	0.44064	0.55936	42	94463.8	0.00113357
Non-CBSA West South Central	Multi-Family with 5+ Units	None	0.5	0.5	0	0	6.92581e-05
Non-CBSA West South Central	Multi-Family with 5+ Units	Other Fuel	0.5	0.5	0	0	1.47852e-05
Non-CBSA West South Central	Multi-Family with 5+ Units	Propane	0.5	0.5	0	0	4.62357e-05
Non-CBSA West South Central	Single-Family Attached	Electricity	0.207331	0.792669	88	200828	0.00102122
