Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"ID, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Clearwater County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Custer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Elmore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Fremont County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Gem County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Gooding County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Idaho County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Jerome County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Kootenai County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Latah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Lemhi County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Lewis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Minidoka County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Nez Perce County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Oneida County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Owyhee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Payette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Power County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Shoshone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Teton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Twin Falls County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Valley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ID, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Alexander County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Bond County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Bureau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Calhoun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Champaign County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Christian County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Coles County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Cook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, De Witt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, DeKalb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, DuPage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Edgar County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Edwards County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Effingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Ford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Gallatin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Grundy County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Hardin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Henderson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Iroquois County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Jersey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Jo Daviess County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Kane County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Kankakee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Kendall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, LaSalle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Livingston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Macon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Macoupin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Mason County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Massac County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, McDonough County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, McHenry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, McLean County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Menard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Moultrie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Ogle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Peoria County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Piatt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Pope County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Pulaski County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Randolph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Richland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Rock Island County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Saline County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Sangamon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Schuyler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, St. Clair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Stark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Stephenson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Tazewell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Vermilion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Wabash County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, White County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Whiteside County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Will County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Williamson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Winnebago County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IL, Woodford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Allen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Bartholomew County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Blackford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Daviess County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Dearborn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Decatur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, DeKalb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Dubois County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Elkhart County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Floyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Fountain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Gibson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Hendricks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Howard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Huntington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Jasper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Jay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Jennings County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Kosciusko County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, LaGrange County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, LaPorte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Martin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Miami County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Newton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Noble County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Ohio County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Orange County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Owen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Parke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Porter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Posey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Pulaski County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Randolph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Ripley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Rush County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Spencer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, St. Joseph County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Starke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Steuben County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Sullivan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Switzerland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Tippecanoe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Tipton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Vanderburgh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Vermillion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Vigo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Wabash County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Warrick County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Wells County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, White County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"IN, Whitley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Allen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Anderson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Atchison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Barber County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Barton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Bourbon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Chase County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Chautauqua County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Cherokee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Cheyenne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Cloud County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Coffey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Comanche County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Cowley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Decatur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Dickinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Doniphan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Edwards County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Elk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Ellis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Ellsworth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Finney County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Ford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Geary County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Gove County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Graham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Gray County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Greeley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Greenwood County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Harper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Harvey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Haskell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Hodgeman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Jewell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Kearny County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Kingman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Kiowa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Labette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Lane County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Leavenworth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Linn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Lyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, McPherson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Meade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Miami County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Mitchell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Morris County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Morton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Nemaha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Neosho County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Ness County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Norton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Osage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Osborne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Ottawa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Pawnee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Phillips County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Pottawatomie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Pratt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Rawlins County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Reno County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Republic County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Rice County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Riley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Rooks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Rush County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Russell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Saline County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Sedgwick County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Seward County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Shawnee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Sheridan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Sherman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Smith County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Stafford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Stanton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Stevens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Sumner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Thomas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Trego County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Wabaunsee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Wallace County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
