Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Heating Setpoint Has Offset	Dependency=HVAC Has Zonal Electric Heating	Option=Day	Option=Day -1h	Option=Day -2h	Option=Day -3h	Option=Day -4h	Option=Day -5h	Option=Day +1h	Option=Day +2h	Option=Day +3h	Option=Day +4h	Option=Day +5h	Option=Day and Night	Option=Day and Night -1h	Option=Day and Night -2h	Option=Day and Night -3h	Option=Day and Night -4h	Option=Day and Night -5h	Option=Day and Night +1h	Option=Day and Night +2h	Option=Day and Night +3h	Option=Day and Night +4h	Option=Day and Night +5h	Option=Night	Option=Night -1h	Option=Night -2h	Option=Night -3h	Option=Night -4h	Option=Night -5h	Option=Night +1h	Option=Night +2h	Option=Night +3h	Option=Night +4h	Option=Night +5h	Option=None	source_count	source_weight	sampling_probability
4C	Multi-Family with 2 - 4 Units	Yes	Yes	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00776186	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.00283989	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0.0803073	0	42	66689.2	0.00017811
4C	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	263642	0.000813413
4C	Multi-Family with 5+ Units	Yes	Yes	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00746335	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.00352633	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0.0799194	0	34	275898	0.000851224
4C	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	17688.6	8.02521e-05
4C	Single-Family Attached	Yes	Yes	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.0024176	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.00471617	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0.0837753	0	40	27652.7	0.000125458
4C	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	109615	0.000805955
4C	Single-Family Detached	Yes	Yes	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0.00388596	0	0	0	0	0	0	0	0	0	0	0	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0.0870231	0	25	147167	0.00108206
5A	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	66	493948	0.00484628
5A	Mobile Home	Yes	No	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.0176932	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.00681953	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0.0663964	0	32	224765	0.00220524
5A	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	134	1.39606e+06	0.0133698
5A	Multi-Family with 2 - 4 Units	Yes	No	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.00582622	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0058191	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0.0792638	0	99	1.02651e+06	0.00983071
5A	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	217	2.06701e+06	0.0194421
5A	Multi-Family with 5+ Units	Yes	No	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00403543	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.00639621	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0.0804775	0	140	1.27214e+06	0.0119656
5A	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	195	911454	0.00700604
5A	Single-Family Attached	Yes	No	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00279717	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.00638577	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0.0817261	0	183	718769	0.00552493
5A	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1375	9.47262e+06	0.0756686
5A	Single-Family Detached	Yes	No	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00201123	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.00521956	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0.0836783	0	1311	8.15755e+06	0.0651636
5A	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	26553.4	0.000182026
5A	Mobile Home	Yes	Yes	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0	35	14821	7.74529e-05
5A	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	297963	0.000984319
5A	Multi-Family with 2 - 4 Units	Yes	Yes	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.00582922	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.0108279	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0.074252	0	14	146276	0.000483224
5A	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	77	713219	0.00273287
5A	Multi-Family with 5+ Units	Yes	Yes	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00902028	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.00531685	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0.076572	0	53	462540	0.00177234
5A	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	58544.4	0.000501405
5A	Single-Family Attached	Yes	Yes	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.000822894	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.00510126	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0.0849849	0	35	14581.5	0.000124883
5A	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	312632	0.00240824
5A	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.00476485	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0.0861442	0	28	139834	0.00107715
5B	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	134331	0.00131814
5B	Mobile Home	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.00491332	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0.0859958	0	29	121642	0.00119362
5B	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	107291	0.00113197
5B	Multi-Family with 2 - 4 Units	Yes	No	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00421344	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.00579109	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0.0809046	0	40	73564.9	0.000776142
5B	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	361331	0.00320926
5B	Multi-Family with 5+ Units	Yes	No	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.00556041	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0070348	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0.0783139	0	31	230117	0.00204385
5B	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	142540	0.000999452
5B	Single-Family Attached	Yes	No	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00293278	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.00523775	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0.0827386	0	35	120278	0.000843358
5B	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	258	1.26851e+06	0.00909127
5B	Single-Family Detached	Yes	No	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.000578591	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.00256619	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0.0877643	0	432	2.00596e+06	0.0143764
5B	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	18945.2	0.000127858
5B	Mobile Home	Yes	Yes	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0	0	0	0	0	0	0	0	0	0	0	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0	17	17388.5	0.000146872
5B	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	24292.9	0.000117102
5B	Multi-Family with 2 - 4 Units	Yes	Yes	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.00373312	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0068313	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0.0803447	0	20	14510.2	0.000142149
5B	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	110907	0.000329971
5B	Multi-Family with 5+ Units	Yes	Yes	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00409519	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.00749385	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0.07932	0	17	149608	0.000445115
5B	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	6000.88	7.55904e-05
5B	Single-Family Attached	Yes	Yes	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0.00464316	0	0	0	0	0	0	0	0	0	0	0	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0.0862659	0	17	4854.43	8.68312e-05
5B	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	45545.1	0.000628083
5B	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	13	58731	0.000809922
6A	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	207090	0.00213504
6A	Mobile Home	Yes	No	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00489343	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.00617779	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0.0798379	0	36	113713	0.00117235
6A	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	226507	0.00263352
6A	Multi-Family with 2 - 4 Units	Yes	No	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.00168805	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0129472	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0.0762739	0	36	182298	0.00211952
6A	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	90	569987	0.0050733
6A	Multi-Family with 5+ Units	Yes	No	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0051588	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.0120943	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0.073656	0	44	291939	0.00259848
6A	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	77	212966	0.00175836
6A	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0066902	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0.0842189	0	46	112768	0.000931075
6A	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	582	2.58807e+06	0.0211689
6A	Single-Family Detached	Yes	No	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.000551048	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.00673524	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0.0836228	0	561	2.38076e+06	0.0194733
6A	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	2.82064e-05
6A	Mobile Home	Yes	Yes	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0	0	0	0	0	0	0	0	0	0	0	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0	14	0	1.71573e-05
6A	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	79888.1	0.000217638
6A	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.00495409	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0.085955	0	18	37630.1	0.000102515
6A	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	143519	0.000573016
6A	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0068546	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0.0840545	0	14	98090.6	0.000391636
6A	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	4586.06	5.4081e-05
6A	Single-Family Attached	Yes	Yes	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0.00333576	0	0	0	0	0	0	0	0	0	0	0	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0.0875733	0	14	1956.31	3.28963e-05
6A	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	91117.7	0.000516868
6A	Single-Family Detached	Yes	Yes	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0.00345175	0	0	0	0	0	0	0	0	0	0	0	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0.0874573	0	12	56258.1	0.000319126
6B	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	42460.2	0.000459454
6B	Mobile Home	Yes	No	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00191901	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.00985477	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0.0791353	0	21	42543.7	0.000460357
6B	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	28599.3	0.000333964
6B	Multi-Family with 2 - 4 Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	10	19161	0.00022375
6B	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	51147.5	0.000552543
6B	Multi-Family with 5+ Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	10	20479.9	0.000221243
6B	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	23609.4	0.000162363
6B	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0110883	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0.0798208	0	12	25811.8	0.000177509
6B	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	142	283880	0.00268113
6B	Single-Family Detached	Yes	No	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00287342	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.00726624	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0.0807694	0	167	340035	0.00321149
6B	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	925.11	4.6198e-05
6B	Mobile Home	Yes	Yes	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0	0	0	0	0	0	0	0	0	0	0	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0	12	1494.93	3.90705e-05
6B	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	6644.02	5.08397e-05
6B	Multi-Family with 2 - 4 Units	Yes	Yes	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0	18	13044	3.17864e-05
6B	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	27734.8	0.000105074
6B	Multi-Family with 5+ Units	Yes	Yes	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0	18	8450.63	3.20153e-05
6B	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	3840.76	1.83994e-05
6B	Single-Family Attached	Yes	Yes	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0	0	0	0	0	0	0	0	0	0	0	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0	12	2682.67	1.55607e-05
6B	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	19738	0.000221864
