Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
4B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	12	20183.1	9.2399e-05
4B	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7288e-07
4B	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0324704	0.0234885	0.05949	0.060024	0.18567	0.248103	0.182592	0.170594	0.0137093	0.0177749	0.0060836	0	0	7.34479e-08
4B	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0234322	0	0.0703	0.0243225	0.199279	0.221922	0.147616	0.233555	0	0.0157352	0.0638382	0	0	1.12644e-06
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	15535.4	6.51434e-06
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	1.56101e-06
4B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	15535.4	2.23631e-05
4B	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0324704	0.0234885	0.05949	0.060024	0.18567	0.248103	0.182592	0.170594	0.0137093	0.0177749	0.0060836	0	0	0
4B	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0234322	0	0.0703	0.0243225	0.199279	0.221922	0.147616	0.233555	0	0.0157352	0.0638382	0	0	0
4B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	0	2.2305e-05
4B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	843	0	2.59432e-06
4B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	12	0	9.2435e-05
4B	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	35412.2	6.83472e-05
4B	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	843	9652.53	8.51461e-06
4B	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	12	25759.6	0.000285988
4B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	0	1.66546e-06
4B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	843	0	1.90324e-07
4B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	12	0	5.8266e-06
4B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	5669	3.82322e-05
4B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	843	0	4.64735e-06
4B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	12	5669	0.000142872
4B	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4759e-06
4B	Multi-Family with 5+ Units	No	None	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	1.40961e-07
4B	Multi-Family with 5+ Units	No	None	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	0	0	5.10676e-06
4B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	0
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	0
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	0	1.35273e-05
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	25	0	1.53869e-06
4B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.101432	0	0.0279713	0.105286	0.166546	0.343802	0.126882	0.0599687	0	0.0681134	0	37	0	4.70103e-05
4B	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4B	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	0
4B	Multi-Family with 5+ Units	Yes	None	Renter	0	0	0	0.0830162	0	0.209112	0.185307	0.153845	0.285703	0	0	0.0830162	0	0	0
4B	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	125	0	4.77434e-06
4B	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	109	0	1.14119e-05
4B	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	16	0	1.05652e-05
4B	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	125	14907	2.41913e-05
4B	Single-Family Attached	No	Ducted Heating	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	109	2111.61	7.86646e-05
4B	Single-Family Attached	No	Ducted Heating	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	16	12795.4	6.33236e-05
4B	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	125	0	3.96139e-07
4B	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	109	0	7.00415e-07
4B	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	16	0	7.49667e-07
4B	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	125	0	6.17667e-06
4B	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	109	0	1.20661e-05
4B	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	16	0	1.15543e-05
4B	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85103e-07
4B	Single-Family Attached	No	None	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	0	0	6.98997e-07
4B	Single-Family Attached	No	None	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	0	0	7.86233e-07
4B	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	2.61986e-06
4B	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	3.6089e-06
4B	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	4.18453e-06
4B	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4B	Single-Family Attached	Yes	None	Owner	0	0.0317775	0.0211865	0.0563477	0.0582474	0.183112	0.240802	0.206942	0.165845	0.0133995	0.0164032	0.00593703	0	0	0
4B	Single-Family Attached	Yes	None	Renter	0	0.134916	0	0	0	0.125636	0.317102	0.191824	0.106376	0	0.124145	0	0	0	0
4B	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	107	20361.9	7.75308e-05
4B	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.0364066	0.00719826	0.0540991	0.0667325	0.209787	0.244877	0.171338	0.179599	0.0153515	0.00780835	0.0068019	97	16428.5	0.000277935
4B	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	10	3933.39	6.89834e-05
4B	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	103	452982	0.000569441
4B	Single-Family Detached	No	Ducted Heating	Owner	0	0.0374711	0.00740874	0.055681	0.0686837	0.210266	0.252037	0.152763	0.184851	0.0158004	0.00803667	0.00700079	94	426709	0.00242537
4B	Single-Family Detached	No	Ducted Heating	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	10	26273.3	0.000573785
4B	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	107	0	9.45401e-06
4B	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.0364066	0.00719826	0.0540991	0.0667325	0.209787	0.244877	0.171338	0.179599	0.0153515	0.00780835	0.0068019	97	0	2.83535e-05
4B	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	10	0	7.60227e-06
4B	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	103	162200	0.000233321
4B	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0374711	0.00740874	0.055681	0.0686837	0.210266	0.252037	0.152763	0.184851	0.0158004	0.00803667	0.00700079	94	135141	0.000727885
4B	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	10	27058.9	0.000171348
4B	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34366e-06
4B	Single-Family Detached	No	None	Owner	0	0.0374409	0.00740276	0.055636	0.0686283	0.210253	0.251834	0.153291	0.184702	0.0157876	0.00803018	0.00699514	0	0	7.08004e-06
4B	Single-Family Detached	No	None	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	0	0	1.93498e-06
4B	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
4B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0
4B	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	0
4B	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	4.14531e-05
4B	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	23	0	0.000131273
4B	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.0901805	0	0.0454342	0	0.218432	0.442272	0	0.203682	0	0	0	13	0	3.52031e-05
4B	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4B	Single-Family Detached	Yes	None	Owner	0	0.0374409	0.00740276	0.055636	0.0686283	0.210253	0.251834	0.153291	0.184702	0.0157876	0.00803018	0.00699514	0	0	0
4B	Single-Family Detached	Yes	None	Renter	0	0.186958	0	0	0	0.0618136	0.397598	0.142193	0.14741	0	0.0640275	0	0	0	0
4C	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	32	38815	3.33824e-05
4C	Mobile Home	No	Ducted Heat Pump	Owner	0	0	0.0357772	0.136631	0	0.188539	0.393319	0.138418	0.0813677	0	0	0.025947	32	38815	0.000236776
4C	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	0	6.74801e-05
4C	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	25	117383	6.43642e-05
4C	Mobile Home	No	Ducted Heating	Owner	0	0	0.0448896	0.171431	0	0.176523	0.346955	0.125554	0.102092	0	0	0.0325557	25	117383	0.000443843
4C	Mobile Home	No	Ducted Heating	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	0	0.000130082
4C	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	32	0	3.04693e-06
4C	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0	0.0357772	0.136631	0	0.188539	0.393319	0.138418	0.0813677	0	0	0.025947	32	0	2.08992e-05
4C	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	0	6.09858e-06
4C	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	25	35012.9	3.78062e-05
4C	Mobile Home	No	Non-Ducted Heating	Owner	0	0	0.0448896	0.171431	0	0.176523	0.346955	0.125554	0.102092	0	0	0.0325557	25	35012.9	0.000236236
4C	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	0	7.16659e-05
4C	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77835e-07
4C	Mobile Home	No	None	Owner	0	0.0578605	0.0288009	0.152045	0	0.199963	0.298937	0.176004	0.0655017	0	0	0.0208876	0	0	6.70253e-06
4C	Mobile Home	No	None	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	0	0	2.17507e-06
4C	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0
4C	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.174895	0	0.127122	0	0.242441	0.182773	0.272768	0	0	0	0	13	0	0
4C	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0
4C	Mobile Home	Yes	Ducted Heating	Owner	0	0.174895	0	0.127122	0	0.242441	0.182773	0.272768	0	0	0	0	13	0	0
4C	Mobile Home	Yes	Ducted Heating	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0
4C	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.174895	0	0.127122	0	0.242441	0.182773	0.272768	0	0	0	0	13	0	0
4C	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	14	103559	3.87074e-05
4C	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.174895	0	0.127122	0	0.242441	0.182773	0.272768	0	0	0	0	13	94532.7	0.000275508
4C	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	9026.17	7.88723e-05
4C	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4C	Mobile Home	Yes	None	Owner	0	0.0578605	0.0288009	0.152045	0	0.199963	0.298937	0.176004	0.0655017	0	0	0.0208876	0	0	0
4C	Mobile Home	Yes	None	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	0	0	0
4C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	11660	1.02595e-05
4C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	0	1.38418e-05
4C	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.121947	0	0.107068	0.0578539	0.275148	0.194493	0.0253151	0.133284	0	0.0473972	0.037495	33	11660	0.00010395
4C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	13269.1	4.44666e-05
4C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	0	5.42301e-05
4C	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.121947	0	0.107068	0.0578539	0.275148	0.194493	0.0253151	0.133284	0	0.0473972	0.037495	33	13269.1	0.000421352
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	0	4.11955e-06
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	0	5.64809e-06
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0.121947	0	0.107068	0.0578539	0.275148	0.194493	0.0253151	0.133284	0	0.0473972	0.037495	33	0	4.19055e-05
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	0	5.69874e-05
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	0	6.85265e-05
4C	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.121947	0	0.107068	0.0578539	0.275148	0.194493	0.0253151	0.133284	0	0.0473972	0.037495	33	0	0.000539662
4C	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86062e-07
4C	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	0	0	9.82966e-07
4C	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.223323	0	0.327862	0.00767345	0.127773	0.235791	0.00335767	0.0629603	0	0.00628653	0.00497316	0	0	8.06364e-06
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.238825	0	0.361625	0	0.105237	0.242106	0	0.0522067	0	0	0	17	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.238825	0	0.361625	0	0.105237	0.242106	0	0.0522067	0	0	0	17	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.238825	0	0.361625	0	0.105237	0.242106	0	0.0522067	0	0	0	17	0	0
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	169623	3.7793e-05
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	6599.89	4.73681e-05
4C	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.238825	0	0.361625	0	0.105237	0.242106	0	0.0522067	0	0	0	17	163024	0.00036786
4C	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
