Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Space Combination	Dependency=Vintage ACS	Dependency=Water Heater In Unit	Option=Attic	Option=Conditioned Mechanical Room	Option=Crawlspace	Option=Garage	Option=Heated Basement	Option=Living Space	Option=Outside	Option=Unheated Basement	source_count	source_weight	sampling_probability
7AK	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	2000-09	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Mobile Home, Ambient, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	40	0	2.62581e-06
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	4.8427e-06
7AK	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.9499	2.3923e-07
7AK	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	3.89882e-06
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.441306	0	0.558694	239	92.6716	2.6175e-06
7AK	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.9499	1.29305e-07
7AK	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	2.10734e-06
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0.0423789	0	0	0.957621	0	0	239	92.6716	1.09475e-06
7AK	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.9499	5.4081e-08
7AK	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	8.81378e-07
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	2.35536e-06
7AK	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.9499	1.16355e-07
7AK	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	92.6716	1.89629e-06
7AK	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	1.27085e-06
7AK	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	5.10445e-07
7AK	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	1.06213e-06
7AK	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.441306	0	0.558694	239	0	6.86901e-07
7AK	Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	2.75898e-07
7AK	Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	5.74088e-07
7AK	Multi-Family with 5+ Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0.0423789	0	0	0.957621	0	0	239	0	3.87813e-07
7AK	Multi-Family with 5+ Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	1.55768e-07
7AK	Multi-Family with 5+ Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	3.24121e-07
7AK	Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	5.17586e-07
7AK	Multi-Family with 5+ Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	2.07892e-07
7AK	Multi-Family with 5+ Units Top Unit, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	239	0	4.3258e-07
7AK	Single-Family Attached, Heated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	8.03023e-08
7AK	Single-Family Attached, Heated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	8.13445e-06
7AK	Single-Family Attached, Heated Basement, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	1.59892e-07
7AK	Single-Family Attached, Heated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	4.22852e-06
7AK	Single-Family Attached, Slab, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	7.42844e-08
7AK	Single-Family Attached, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	7.52485e-06
7AK	Single-Family Attached, Slab, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	1.4791e-07
7AK	Single-Family Attached, Slab, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	3.91163e-06
7AK	Single-Family Attached, Unheated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	4.0151e-08
7AK	Single-Family Attached, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	524.772	4.06721e-06
7AK	Single-Family Attached, Unheated Basement, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	7.99459e-08
7AK	Single-Family Attached, Unheated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	2.11425e-06
7AK	Single-Family Attached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	1.12969e-08
7AK	Single-Family Attached, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	1.14436e-06
7AK	Single-Family Attached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	2.24937e-08
7AK	Single-Family Attached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	5.94869e-07
7AK	Single-Family Attached, Vented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	4.16261e-08
7AK	Single-Family Attached, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	525.952	4.21664e-06
7AK	Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	8.2883e-08
7AK	Single-Family Attached, Vented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	2.19193e-06
7AK	Single-Family Detached, Ambient, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	0
7AK	Single-Family Detached, Ambient, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	705.211	0
7AK	Single-Family Detached, Ambient, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	0
7AK	Single-Family Detached, Ambient, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	377.068	0
7AK	Single-Family Detached, Heated Basement, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	4.64293e-08
7AK	Single-Family Detached, Heated Basement, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0.175312	0.0337694	0	0	19	0	3.76777e-07
7AK	Single-Family Detached, Heated Basement, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	5.66814e-08
7AK	Single-Family Detached, Heated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	4.03643e-08
7AK	Single-Family Detached, Heated Basement, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	4.7365e-06
7AK	Single-Family Detached, Heated Basement, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.854328	0.096626	0.0490463	0	0	13	431.379	1.51062e-05
7AK	Single-Family Detached, Heated Basement, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	1.52181e-06
7AK	Single-Family Detached, Heated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	8.11148e-06
7AK	Single-Family Detached, Heated Basement, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	3.02725e-07
7AK	Single-Family Detached, Heated Basement, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0.175312	0.0337694	0	0	19	0	8.29779e-07
7AK	Single-Family Detached, Heated Basement, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	7.16025e-08
7AK	Single-Family Detached, Heated Basement, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	0	5.3902e-07
7AK	Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	0	6.08799e-06
7AK	Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0.175312	0.0337694	0	0	19	575.349	2.25112e-05
7AK	Single-Family Detached, Heated Basement, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0.14759	0.277208	0	0	40	223.302	2.53804e-06
7AK	Single-Family Detached, Heated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0.214606	0.785394	0	0	13	656.088	9.94684e-06
7AK	Single-Family Detached, Slab, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	2.69991e-08
7AK	Single-Family Detached, Slab, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	2.53791e-07
7AK	Single-Family Detached, Slab, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.612e-07
7AK	Single-Family Detached, Slab, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	705.211	3.92735e-08
7AK	Single-Family Detached, Slab, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	5.18405e-06
7AK	Single-Family Detached, Slab, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.945708	0	0.0542923	0	0	13	1212.99	1.16021e-05
7AK	Single-Family Detached, Slab, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	2403.78	5.78794e-06
7AK	Single-Family Detached, Slab, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	2077.94	4.6929e-06
7AK	Single-Family Detached, Slab, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	3.4494e-07
7AK	Single-Family Detached, Slab, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	6.58937e-07
7AK	Single-Family Detached, Slab, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	3.06002e-07
7AK	Single-Family Detached, Slab, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	3.02616e-07
7AK	Single-Family Detached, Slab, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	6.35095e-06
7AK	Single-Family Detached, Slab, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	1722.52	1.67979e-05
7AK	Single-Family Detached, Slab, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	8.89018e-06
7AK	Single-Family Detached, Slab, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	5.96612e-06
7AK	Single-Family Detached, Unheated Basement, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	2.32146e-08
7AK	Single-Family Detached, Unheated Basement, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0	0.0337694	0	0.175312	19	0	1.30435e-07
7AK	Single-Family Detached, Unheated Basement, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	9.13345e-08
7AK	Single-Family Detached, Unheated Basement, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	1.5141e-08
7AK	Single-Family Detached, Unheated Basement, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	2.36824e-06
7AK	Single-Family Detached, Unheated Basement, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.854328	0	0.0490463	0	0.096626	13	0	6.19563e-06
7AK	Single-Family Detached, Unheated Basement, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	3.20664e-06
7AK	Single-Family Detached, Unheated Basement, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	368.005	2.96742e-06
7AK	Single-Family Detached, Unheated Basement, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	1.51362e-07
7AK	Single-Family Detached, Unheated Basement, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0	0.0337694	0	0.175312	19	0	3.5476e-07
7AK	Single-Family Detached, Unheated Basement, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	1.68438e-07
7AK	Single-Family Detached, Unheated Basement, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	1.97e-07
7AK	Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	3.04399e-06
7AK	Single-Family Detached, Unheated Basement, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.790919	0	0.0337694	0	0.175312	19	0	8.90401e-06
7AK	Single-Family Detached, Unheated Basement, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.575202	0	0.277208	0	0.14759	40	0	4.95067e-06
7AK	Single-Family Detached, Unheated Basement, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	0.785394	0	0.214606	13	0	3.64329e-06
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.00634e-08
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	5.65433e-08
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	3.95932e-08
7AK	Single-Family Detached, Unvented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	6.56357e-09
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.02663e-06
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.945708	0	0.0542923	0	0	13	0	2.68579e-06
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.39007e-06
7AK	Single-Family Detached, Unvented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	1.28637e-06
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	6.56149e-08
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	1.53788e-07
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	7.30175e-08
7AK	Single-Family Detached, Unvented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	8.5399e-08
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.31956e-06
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	252.367	3.85986e-06
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	223.302	2.1461e-06
7AK	Single-Family Detached, Unvented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	1.57936e-06
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.9215e-08
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	1.01504e-07
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.03781e-07
7AK	Single-Family Detached, Vented Crawlspace, Finished Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	5.60602e-09
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	7.10939e-07
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.945708	0	0.0542923	0	0	13	3695.22	5.22245e-06
7AK	Single-Family Detached, Vented Crawlspace, No Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	995.822	3.26424e-06
7AK	Single-Family Detached, Vented Crawlspace, No Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	1920.49	3.83953e-06
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	3.8401e-08
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	0	3.03778e-07
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.65634e-07
7AK	Single-Family Detached, Vented Crawlspace, Unvented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	0	2.63168e-07
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 1 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	0	1.07511e-06
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage	2000-09	Yes	0	0	0	0.959052	0	0.040948	0	0	19	1030.46	7.39631e-06
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, 3 Car Garage	2000-09	Yes	0	0	0	0.674795	0	0.325205	0	0	40	736.887	5.17465e-06
7AK	Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage	2000-09	Yes	0	0	0	0	0	1	0	0	13	1239.82	4.52532e-06
7AK	Mobile Home, Ambient, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	10	0	0
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	6.8713e-07
7AK	Multi-Family with 2 - 4 Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	75.0323	4.42448e-08
7AK	Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	5.55216e-07
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	3.71398e-07
7AK	Multi-Family with 2 - 4 Units Middle Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	75.0323	2.39146e-08
7AK	Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	3.00098e-07
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	1.55334e-07
7AK	Multi-Family with 2 - 4 Units Middle Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	75.0323	1.00021e-08
7AK	Multi-Family with 2 - 4 Units Top Unit, Unvented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	1.25514e-07
7AK	Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	3.34202e-07
7AK	Multi-Family with 2 - 4 Units Middle Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	75.0323	2.15195e-08
7AK	Multi-Family with 2 - 4 Units Top Unit, Vented Crawlspace, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	74.8076	2.70043e-07
7AK	Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	229.733	8.70762e-07
7AK	Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	230.423	4.262e-07
7AK	Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	229.733	7.2533e-07
7AK	Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage	2010s	No	0	1	0	0	0	0	0	0	312	229.733	4.70652e-07
