Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
400%+	Multi-Family with 5+ Units	UT	Not Available	0	0	1	35	23030.3	0
400%+	Multi-Family with 5+ Units	UT	Owner	0.0673447	0.932655	0	44	0	5.21902e-05
400%+	Multi-Family with 5+ Units	UT	Renter	0.083044	0.916956	0	31	23030.3	0.000211425
Not Available	Multi-Family with 5+ Units	UT	Not Available	0.0675127	0.932487	0	13	141744	0.000178114
Not Available	Multi-Family with 5+ Units	UT	Owner	0	0	1	10	12738	0
Not Available	Multi-Family with 5+ Units	UT	Renter	0	0	1	12	129006	0
0-100%	Multi-Family with 5+ Units	VA	Not Available	0	0	1	81	56558.4	0
0-100%	Multi-Family with 5+ Units	VA	Owner	0.189384	0.810616	0	25	4497.31	3.04103e-05
0-100%	Multi-Family with 5+ Units	VA	Renter	0.0815125	0.918488	0	75	52061.1	0.00061371
100-150%	Multi-Family with 5+ Units	VA	Not Available	0	0	1	70	66048.3	0
100-150%	Multi-Family with 5+ Units	VA	Owner	0.165321	0.834679	0	18	7389.12	1.80255e-05
100-150%	Multi-Family with 5+ Units	VA	Renter	0.227838	0.772162	0	62	58659.2	0.000351363
150-200%	Multi-Family with 5+ Units	VA	Not Available	0	0	1	10	82725.6	0
150-200%	Multi-Family with 5+ Units	VA	Owner	0.165321	0.834679	0	18	13700.7	2.17623e-05
150-200%	Multi-Family with 5+ Units	VA	Renter	0.100773	0.899227	0	51	69024.9	0.000304888
200-300%	Multi-Family with 5+ Units	VA	Not Available	0	0	1	14	75006.2	0
200-300%	Multi-Family with 5+ Units	VA	Owner	0.00647664	0.993523	0	23	18956.9	5.29717e-05
200-300%	Multi-Family with 5+ Units	VA	Renter	0.168601	0.831399	0	10	56049.3	0.00055476
300-400%	Multi-Family with 5+ Units	VA	Not Available	0	0	1	77	59685.4	0
300-400%	Multi-Family with 5+ Units	VA	Owner	0.0051878	0.994812	0	19	23631.3	5.24521e-05
300-400%	Multi-Family with 5+ Units	VA	Renter	0.0913718	0.908628	0	58	36054.1	0.000445682
400%+	Multi-Family with 5+ Units	VA	Not Available	0	0	1	31	240316	0
400%+	Multi-Family with 5+ Units	VA	Owner	0.0186453	0.981355	0	62	59418.2	0.000362661
400%+	Multi-Family with 5+ Units	VA	Renter	0.0592724	0.940728	0	22	180897	0.00131848
Not Available	Multi-Family with 5+ Units	VA	Not Available	0.0764794	0.923521	0	59	580339	0.000517295
Not Available	Multi-Family with 5+ Units	VA	Owner	0	0	1	14	127594	0
Not Available	Multi-Family with 5+ Units	VA	Renter	0	0	1	45	452746	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	0	0	1	55	9809.69	0
0-100%	Multi-Family with 5+ Units	VT	Owner	0.419043	0.580957	0	23	0	1.3053e-06
0-100%	Multi-Family with 5+ Units	VT	Renter	0.133863	0.866137	0	50	9809.69	5.39299e-05
100-150%	Multi-Family with 5+ Units	VT	Not Available	0	0	1	43	3546.36	0
100-150%	Multi-Family with 5+ Units	VT	Owner	0.475336	0.524664	0	17	0	8.40568e-07
100-150%	Multi-Family with 5+ Units	VT	Renter	0.163776	0.836224	0	40	3546.36	3.51723e-05
150-200%	Multi-Family with 5+ Units	VT	Not Available	0	0	1	35	1409.35	0
150-200%	Multi-Family with 5+ Units	VT	Owner	0.475336	0.524664	0	17	905.026	1.04589e-06
150-200%	Multi-Family with 5+ Units	VT	Renter	0.127976	0.872024	0	32	504.319	2.10519e-05
200-300%	Multi-Family with 5+ Units	VT	Not Available	0	0	1	46	5702.64	0
200-300%	Multi-Family with 5+ Units	VT	Owner	0.310865	0.689135	0	15	1730.79	2.67113e-06
200-300%	Multi-Family with 5+ Units	VT	Renter	0.0248173	0.975183	0	41	3971.84	2.86032e-05
300-400%	Multi-Family with 5+ Units	VT	Not Available	0	0	1	27	1181.2	0
300-400%	Multi-Family with 5+ Units	VT	Owner	0.330056	0.669944	0	24	0	3.09062e-06
300-400%	Multi-Family with 5+ Units	VT	Renter	0.024077	0.975923	0	24	1181.2	2.12378e-05
400%+	Multi-Family with 5+ Units	VT	Not Available	0	0	1	82	9703.34	0
400%+	Multi-Family with 5+ Units	VT	Owner	0.104853	0.895147	0	14	0	1.19562e-05
400%+	Multi-Family with 5+ Units	VT	Renter	0.0194318	0.980568	0	68	9703.34	3.43671e-05
Not Available	Multi-Family with 5+ Units	VT	Not Available	0.181967	0.818033	0	23	31352.6	5.35727e-05
Not Available	Multi-Family with 5+ Units	VT	Owner	0	0	1	27	2635.82	0
Not Available	Multi-Family with 5+ Units	VT	Renter	0	0	1	21	28716.7	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	0	0	1	17	164276	0
0-100%	Multi-Family with 5+ Units	WA	Owner	0.058597	0.941403	0	18	7584.02	2.60527e-05
0-100%	Multi-Family with 5+ Units	WA	Renter	0	1	0	16	156692	0.000682983
100-150%	Multi-Family with 5+ Units	WA	Not Available	0	0	1	13	44676.3	0
100-150%	Multi-Family with 5+ Units	WA	Owner	0.058597	0.941403	0	18	0	1.74677e-05
100-150%	Multi-Family with 5+ Units	WA	Renter	0.016235	0.983765	0	13	44676.3	0.000434077
150-200%	Multi-Family with 5+ Units	WA	Not Available	0	0	1	10	63047.3	0
150-200%	Multi-Family with 5+ Units	WA	Owner	0.058597	0.941403	0	18	0	2.00171e-05
150-200%	Multi-Family with 5+ Units	WA	Renter	0.142975	0.857025	0	10	63047.3	0.000362701
200-300%	Multi-Family with 5+ Units	WA	Not Available	0	0	1	15	104827	0
200-300%	Multi-Family with 5+ Units	WA	Owner	0	1	0	11	8029.35	4.72869e-05
200-300%	Multi-Family with 5+ Units	WA	Renter	0	1	0	14	96797.5	0.000603599
300-400%	Multi-Family with 5+ Units	WA	Not Available	0	0	1	57	51226.3	0
300-400%	Multi-Family with 5+ Units	WA	Owner	0	1	0	11	6996.86	4.99925e-05
300-400%	Multi-Family with 5+ Units	WA	Renter	0	1	0	52	44229.4	0.000447487
400%+	Multi-Family with 5+ Units	WA	Not Available	0	0	1	37	262751	0
400%+	Multi-Family with 5+ Units	WA	Owner	0.0297057	0.970294	0	21	35372.8	0.000283437
400%+	Multi-Family with 5+ Units	WA	Renter	0.029795	0.970205	0	31	227379	0.00115669
Not Available	Multi-Family with 5+ Units	WA	Not Available	0.032713	0.967287	0	79	690804	0.000387497
Not Available	Multi-Family with 5+ Units	WA	Owner	0	0	1	28	57983	0
Not Available	Multi-Family with 5+ Units	WA	Renter	0	0	1	71	632821	0
0-100%	Multi-Family with 5+ Units	WI	Not Available	0	0	1	15	127113	0
0-100%	Multi-Family with 5+ Units	WI	Owner	0.10542	0.89458	0	16	0	1.63431e-05
0-100%	Multi-Family with 5+ Units	WI	Renter	0.144527	0.855473	0	15	127113	0.000559883
100-150%	Multi-Family with 5+ Units	WI	Not Available	0	0	1	38	20289.7	0
100-150%	Multi-Family with 5+ Units	WI	Owner	0.10542	0.89458	0	16	0	1.49634e-05
100-150%	Multi-Family with 5+ Units	WI	Renter	0.186497	0.813503	0	36	20289.7	0.000383596
150-200%	Multi-Family with 5+ Units	WI	Not Available	0	0	1	25	52852.3	0
150-200%	Multi-Family with 5+ Units	WI	Owner	0.10542	0.89458	0	16	0	1.5216e-05
150-200%	Multi-Family with 5+ Units	WI	Renter	0.409773	0.590227	0	23	52852.3	0.00031394
200-300%	Multi-Family with 5+ Units	WI	Not Available	0	0	1	13	70436.2	0
200-300%	Multi-Family with 5+ Units	WI	Owner	0.314071	0.685929	0	11	0	3.24684e-05
200-300%	Multi-Family with 5+ Units	WI	Renter	0.0105047	0.989495	0	13	70436.2	0.000491176
300-400%	Multi-Family with 5+ Units	WI	Not Available	0	0	1	35	64028.6	0
300-400%	Multi-Family with 5+ Units	WI	Owner	0.247548	0.752452	0	10	0	3.16646e-05
300-400%	Multi-Family with 5+ Units	WI	Renter	0.0700076	0.929992	0	29	64028.6	0.000322193
400%+	Multi-Family with 5+ Units	WI	Not Available	0	0	1	17	96474.5	0
400%+	Multi-Family with 5+ Units	WI	Owner	0.0409333	0.959067	0	28	9267.26	0.00010408
400%+	Multi-Family with 5+ Units	WI	Renter	0.19876	0.80124	0	16	87207.2	0.000538369
Not Available	Multi-Family with 5+ Units	WI	Not Available	0.151415	0.848585	0	49	431195	0.000298881
Not Available	Multi-Family with 5+ Units	WI	Owner	0	0	1	38	9267.26	0
Not Available	Multi-Family with 5+ Units	WI	Renter	0	0	1	48	421927	0
0-100%	Multi-Family with 5+ Units	WV	Not Available	0	0	1	81	20145.6	0
0-100%	Multi-Family with 5+ Units	WV	Owner	0.189384	0.810616	0	25	0	1.81521e-06
0-100%	Multi-Family with 5+ Units	WV	Renter	0.0815125	0.918488	0	75	20145.6	0.000150397
100-150%	Multi-Family with 5+ Units	WV	Not Available	0	0	1	70	7897.05	0
100-150%	Multi-Family with 5+ Units	WV	Owner	0.165321	0.834679	0	18	0	1.19053e-06
100-150%	Multi-Family with 5+ Units	WV	Renter	0.227838	0.772162	0	62	7897.05	6.50543e-05
150-200%	Multi-Family with 5+ Units	WV	Not Available	0	0	1	58	878.91	0
150-200%	Multi-Family with 5+ Units	WV	Owner	0.165321	0.834679	0	18	0	1.13482e-06
150-200%	Multi-Family with 5+ Units	WV	Renter	0.100773	0.899227	0	51	878.91	3.91923e-05
200-300%	Multi-Family with 5+ Units	WV	Not Available	0	0	1	111	4885.47	0
200-300%	Multi-Family with 5+ Units	WV	Owner	0.00647664	0.993523	0	23	0	2.60167e-06
200-300%	Multi-Family with 5+ Units	WV	Renter	0.0833377	0.916662	0	88	4885.47	5.17028e-05
300-400%	Multi-Family with 5+ Units	WV	Not Available	0	0	1	77	0	0
300-400%	Multi-Family with 5+ Units	WV	Owner	0.0051878	0.994812	0	19	0	1.97809e-06
300-400%	Multi-Family with 5+ Units	WV	Renter	0.0913718	0.908628	0	58	0	2.79849e-05
400%+	Multi-Family with 5+ Units	WV	Not Available	0	0	1	233	8732.91	0
400%+	Multi-Family with 5+ Units	WV	Owner	0.0186453	0.981355	0	62	0	6.46658e-06
400%+	Multi-Family with 5+ Units	WV	Renter	0.0702951	0.929705	0	171	8732.91	4.50185e-05
Not Available	Multi-Family with 5+ Units	WV	Not Available	0.0860029	0.913997	0	482	42540	9.14091e-05
Not Available	Multi-Family with 5+ Units	WV	Owner	0	0	1	97	0	0
Not Available	Multi-Family with 5+ Units	WV	Renter	0	0	1	385	42540	0
0-100%	Multi-Family with 5+ Units	WY	Not Available	0	0	1	26	10784.8	0
0-100%	Multi-Family with 5+ Units	WY	Owner	0.0372053	0.962795	0	25	0	5.68629e-07
0-100%	Multi-Family with 5+ Units	WY	Renter	0.0704872	0.929513	0	26	10784.8	3.75524e-05
100-150%	Multi-Family with 5+ Units	WY	Not Available	0	0	1	20	5125.67	0
100-150%	Multi-Family with 5+ Units	WY	Owner	0.0372053	0.962795	0	25	0	2.28852e-07
100-150%	Multi-Family with 5+ Units	WY	Renter	0.148395	0.851605	0	20	5125.67	1.91852e-05
150-200%	Multi-Family with 5+ Units	WY	Not Available	0	0	1	18	3257.9	0
150-200%	Multi-Family with 5+ Units	WY	Owner	0.0372053	0.962795	0	25	0	2.96439e-07
150-200%	Multi-Family with 5+ Units	WY	Renter	0.314661	0.685339	0	15	3257.9	1.63687e-05
200-300%	Multi-Family with 5+ Units	WY	Not Available	0	0	1	32	4313.12	0
200-300%	Multi-Family with 5+ Units	WY	Owner	0.0103208	0.989679	0	44	0	7.81467e-07
200-300%	Multi-Family with 5+ Units	WY	Renter	0.00875011	0.99125	0	27	4313.12	2.52849e-05
300-400%	Multi-Family with 5+ Units	WY	Not Available	0	0	1	19	1965.58	0
300-400%	Multi-Family with 5+ Units	WY	Owner	0.0103208	0.989679	0	44	0	8.06929e-07
300-400%	Multi-Family with 5+ Units	WY	Renter	0.0300094	0.969991	0	18	1965.58	1.5524e-05
400%+	Multi-Family with 5+ Units	WY	Not Available	0	0	1	35	5646.97	0
400%+	Multi-Family with 5+ Units	WY	Owner	0.0673447	0.932655	0	44	0	2.61821e-06
400%+	Multi-Family with 5+ Units	WY	Renter	0.083044	0.916956	0	31	5646.97	2.14672e-05
Not Available	Multi-Family with 5+ Units	WY	Not Available	0.0615218	0.938478	0	15	31094	4.52627e-05
Not Available	Multi-Family with 5+ Units	WY	Owner	0	0	1	10	0	0
Not Available	Multi-Family with 5+ Units	WY	Renter	0	0	1	15	31094	0
0-100%	Single-Family Attached	AK	Not Available	0	0	1	27	3116.61	0
0-100%	Single-Family Attached	AK	Owner	0.626744	0.373256	0	16	695.88	4.83576e-06
0-100%	Single-Family Attached	AK	Renter	0.689169	0.310831	0	11	2420.73	6.03106e-06
100-150%	Single-Family Attached	AK	Not Available	0	0	1	28	2404.07	0
100-150%	Single-Family Attached	AK	Owner	0.744442	0.255558	0	23	1964.41	2.5698e-06
100-150%	Single-Family Attached	AK	Renter	0.699103	0.300897	0	16	439.66	5.37783e-06
150-200%	Single-Family Attached	AK	Not Available	0	0	1	13	3763.48	0
150-200%	Single-Family Attached	AK	Owner	0.658367	0.341633	0	36	2616.4	3.76101e-06
150-200%	Single-Family Attached	AK	Renter	0.624097	0.375903	0	10	1147.07	6.45822e-06
200-300%	Single-Family Attached	AK	Not Available	0	0	1	16	6310.12	0
200-300%	Single-Family Attached	AK	Owner	0.673346	0.326654	0	37	1517.03	1.09451e-05
200-300%	Single-Family Attached	AK	Renter	0.501174	0.498826	0	11	4793.09	1.35063e-05
300-400%	Single-Family Attached	AK	Not Available	0	0	1	16	4019.58	0
300-400%	Single-Family Attached	AK	Owner	0.6563	0.3437	0	79	2085.92	1.24597e-05
300-400%	Single-Family Attached	AK	Renter	0.583218	0.416782	0	16	1933.66	1.10459e-05
400%+	Single-Family Attached	AK	Not Available	0	0	1	19	8975.17	0
400%+	Single-Family Attached	AK	Owner	0.361174	0.638826	0	10	4389.66	5.28288e-05
400%+	Single-Family Attached	AK	Renter	0.517241	0.482759	0	17	4585.51	2.68306e-05
Not Available	Single-Family Attached	AK	Not Available	0.368483	0.631517	0	51	28589	1.20478e-05
Not Available	Single-Family Attached	AK	Owner	0	0	1	24	13269.3	0
Not Available	Single-Family Attached	AK	Renter	0	0	1	27	15319.7	0
0-100%	Single-Family Attached	AL	Not Available	0	0	1	20	14472.5	0
0-100%	Single-Family Attached	AL	Owner	0.53025	0.46975	0	77	2493.74	9.54358e-06
0-100%	Single-Family Attached	AL	Renter	0.362477	0.637523	0	16	11978.7	1.75585e-05
100-150%	Single-Family Attached	AL	Not Available	0	0	1	13	4050.35	0
100-150%	Single-Family Attached	AL	Owner	0.626386	0.373614	0	100	4050.35	8.76034e-06
100-150%	Single-Family Attached	AL	Renter	0.343134	0.656866	0	39	0	9.94363e-06
150-200%	Single-Family Attached	AL	Not Available	0	0	1	13	0	0
150-200%	Single-Family Attached	AL	Owner	0.53765	0.46235	0	102	0	1.10101e-05
150-200%	Single-Family Attached	AL	Renter	0.193772	0.806228	0	27	0	1.03534e-05
200-300%	Single-Family Attached	AL	Not Available	0	0	1	23	0	0
200-300%	Single-Family Attached	AL	Owner	0.202763	0.797237	0	10	0	2.2155e-05
200-300%	Single-Family Attached	AL	Renter	0.21943	0.78057	0	13	0	1.88237e-05
300-400%	Single-Family Attached	AL	Not Available	0	0	1	16	8098.69	0
300-400%	Single-Family Attached	AL	Owner	0.487662	0.512338	0	233	2665.99	2.10343e-05
300-400%	Single-Family Attached	AL	Renter	0.384242	0.615758	0	20	5432.69	1.185e-05
400%+	Single-Family Attached	AL	Not Available	0	0	1	34	9974.95	0
400%+	Single-Family Attached	AL	Owner	0.300852	0.699148	0	23	5786.74	6.11587e-05
400%+	Single-Family Attached	AL	Renter	0.210812	0.789188	0	11	4188.21	2.15166e-05
Not Available	Single-Family Attached	AL	Not Available	0.430718	0.569282	0	11	36596.5	3.15445e-05
Not Available	Single-Family Attached	AL	Owner	0	0	1	41	14996.8	0
Not Available	Single-Family Attached	AL	Renter	0	0	1	47	21599.6	0
0-100%	Single-Family Attached	AR	Not Available	0	0	1	22	8027.77	0
0-100%	Single-Family Attached	AR	Owner	0.324517	0.675483	0	115	1532.6	4.67204e-06
0-100%	Single-Family Attached	AR	Renter	0.279752	0.720248	0	18	6495.18	1.99696e-05
100-150%	Single-Family Attached	AR	Not Available	0	0	1	20	5283.75	0
100-150%	Single-Family Attached	AR	Owner	0.556429	0.443571	0	145	144.394	4.56896e-06
100-150%	Single-Family Attached	AR	Renter	0.346648	0.653352	0	15	5139.36	1.48527e-05
150-200%	Single-Family Attached	AR	Not Available	0	0	1	23	11154.8	0
150-200%	Single-Family Attached	AR	Owner	0.559668	0.440332	0	158	1696.08	4.70769e-06
150-200%	Single-Family Attached	AR	Renter	0.250245	0.749755	0	16	9458.69	1.24114e-05
200-300%	Single-Family Attached	AR	Not Available	0	0	1	24	3650.84	0
200-300%	Single-Family Attached	AR	Owner	0.312916	0.687084	0	14	2817.29	8.63322e-06
200-300%	Single-Family Attached	AR	Renter	0	1	0	10	833.551	1.78829e-05
300-400%	Single-Family Attached	AR	Not Available	0	0	1	15	3269.7	0
300-400%	Single-Family Attached	AR	Owner	0.435258	0.564742	0	267	1381.89	6.43307e-06
300-400%	Single-Family Attached	AR	Renter	0.329684	0.670316	0	39	1887.81	1.10894e-05
400%+	Single-Family Attached	AR	Not Available	0	0	1	32	3522.95	0
400%+	Single-Family Attached	AR	Owner	0.0600141	0.939986	0	23	3522.95	2.25676e-05
400%+	Single-Family Attached	AR	Renter	0.286086	0.713914	0	44	0	1.81474e-05
Not Available	Single-Family Attached	AR	Not Available	0.377578	0.622422	0	15	34909.8	1.68751e-05
Not Available	Single-Family Attached	AR	Owner	0	0	1	47	11095.2	0
Not Available	Single-Family Attached	AR	Renter	0	0	1	53	23814.6	0
0-100%	Single-Family Attached	AZ	Not Available	0	0	1	49	13265.3	0
0-100%	Single-Family Attached	AZ	Owner	0.325561	0.674439	0	29	0	4.33591e-05
0-100%	Single-Family Attached	AZ	Renter	0.497993	0.502007	0	20	13265.3	5.34686e-05
100-150%	Single-Family Attached	AZ	Not Available	0	0	1	68	8034.46	0
100-150%	Single-Family Attached	AZ	Owner	0.422275	0.577725	0	52	1597.66	4.25673e-05
100-150%	Single-Family Attached	AZ	Renter	0.33799	0.66201	0	16	6436.8	3.962e-05
150-200%	Single-Family Attached	AZ	Not Available	0	0	1	74	4174.9	0
150-200%	Single-Family Attached	AZ	Owner	0.3247	0.6753	0	59	3171.69	4.49738e-05
150-200%	Single-Family Attached	AZ	Renter	0.556063	0.443937	0	15	1003.21	3.78968e-05
200-300%	Single-Family Attached	AZ	Not Available	0	0	1	11	22322.3	0
200-300%	Single-Family Attached	AZ	Owner	0.255637	0.744363	0	163	9315.66	9.93259e-05
200-300%	Single-Family Attached	AZ	Renter	0.280903	0.719097	0	33	13006.7	6.36359e-05
300-400%	Single-Family Attached	AZ	Not Available	0	0	1	16	10979.8	0
300-400%	Single-Family Attached	AZ	Owner	0.404167	0.595833	0	159	4664.66	8.46293e-05
300-400%	Single-Family Attached	AZ	Renter	0.110085	0.889915	0	22	6315.09	4.3218e-05
400%+	Single-Family Attached	AZ	Not Available	0	0	1	25	57518.6	0
400%+	Single-Family Attached	AZ	Owner	0.0593473	0.940653	0	21	47395.2	0.000245835
400%+	Single-Family Attached	AZ	Renter	0.0810358	0.918964	0	14	10123.5	8.95964e-05
Not Available	Single-Family Attached	AZ	Not Available	0.097349	0.902651	0	43	116295	0.000164454
Not Available	Single-Family Attached	AZ	Owner	0	0	1	27	66144.9	0
Not Available	Single-Family Attached	AZ	Renter	0	0	1	16	50150.5	0
0-100%	Single-Family Attached	CA	Not Available	0	0	1	18	116390	0
0-100%	Single-Family Attached	CA	Owner	0.290471	0.709529	0	65	36876.4	0.000185164
0-100%	Single-Family Attached	CA	Renter	0.135659	0.864341	0	12	79513.7	0.000433307
100-150%	Single-Family Attached	CA	Not Available	0	0	1	18	105233	0
100-150%	Single-Family Attached	CA	Owner	0.454715	0.545285	0	90	41730.2	0.000143027
100-150%	Single-Family Attached	CA	Renter	0.131887	0.868113	0	11	63502.5	0.000329687
150-200%	Single-Family Attached	CA	Not Available	0	0	1	17	71624.9	0
150-200%	Single-Family Attached	CA	Owner	0.115508	0.884492	0	13	51570.1	0.000168494
150-200%	Single-Family Attached	CA	Renter	0.311313	0.688687	0	35	20054.8	0.000298494
200-300%	Single-Family Attached	CA	Not Available	0	0	1	34	147809	0
200-300%	Single-Family Attached	CA	Owner	0.0649775	0.935022	0	24	94699.3	0.000391759
200-300%	Single-Family Attached	CA	Renter	0.147876	0.852124	0	10	53110	0.000521784
300-400%	Single-Family Attached	CA	Not Available	0	0	1	23	92826.5	0
300-400%	Single-Family Attached	CA	Owner	0.144408	0.855592	0	16	65724.5	0.000402241
300-400%	Single-Family Attached	CA	Renter	0.224147	0.775853	0	14	27102	0.000377943
400%+	Single-Family Attached	CA	Not Available	0	0	1	70	441759	0
400%+	Single-Family Attached	CA	Owner	0.100008	0.899992	0	50	315577	0.00236993
400%+	Single-Family Attached	CA	Renter	0.0396431	0.960357	0	20	126182	0.00116749
Not Available	Single-Family Attached	CA	Not Available	0.0941527	0.905847	0	136	975642	0.000497498
Not Available	Single-Family Attached	CA	Owner	0	0	1	88	606178	0
Not Available	Single-Family Attached	CA	Renter	0	0	1	48	369465	0
0-100%	Single-Family Attached	CO	Not Available	0	0	1	55	0	0
0-100%	Single-Family Attached	CO	Owner	0.43334	0.56666	0	33	0	3.59544e-05
0-100%	Single-Family Attached	CO	Renter	0.351592	0.648408	0	22	0	4.79505e-05
100-150%	Single-Family Attached	CO	Not Available	0	0	1	12	4598.98	0
100-150%	Single-Family Attached	CO	Owner	0.541751	0.458249	0	63	4598.98	3.36839e-05
100-150%	Single-Family Attached	CO	Renter	0.454294	0.545706	0	25	0	3.5422e-05
150-200%	Single-Family Attached	CO	Not Available	0	0	1	127	8791.28	0
150-200%	Single-Family Attached	CO	Owner	0.460538	0.539462	0	108	8791.28	3.99819e-05
150-200%	Single-Family Attached	CO	Renter	0.265016	0.734984	0	19	0	3.89655e-05
200-300%	Single-Family Attached	CO	Not Available	0	0	1	30	17037.6	0
200-300%	Single-Family Attached	CO	Owner	0.273087	0.726913	0	21	12869.7	0.000101743
200-300%	Single-Family Attached	CO	Renter	0.175961	0.824039	0	35	4167.98	7.83687e-05
300-400%	Single-Family Attached	CO	Not Available	0	0	1	10	29397.1	0
300-400%	Single-Family Attached	CO	Owner	0.404592	0.595408	0	17	13453.4	0.000104231
300-400%	Single-Family Attached	CO	Renter	0.382188	0.617812	0	10	15943.7	6.11958e-05
400%+	Single-Family Attached	CO	Not Available	0	0	1	24	87118.8	0
400%+	Single-Family Attached	CO	Owner	0.353976	0.646024	0	17	66555.5	0.000383368
400%+	Single-Family Attached	CO	Renter	0.336522	0.663478	0	12	20563.3	0.00014821
Not Available	Single-Family Attached	CO	Not Available	0.314679	0.685321	0	34	146944	9.38372e-05
Not Available	Single-Family Attached	CO	Owner	0	0	1	25	106269	0
Not Available	Single-Family Attached	CO	Renter	0	0	1	34	40675	0
0-100%	Single-Family Attached	CT	Not Available	0	0	1	11	12945.9	0
0-100%	Single-Family Attached	CT	Owner	0.351247	0.648753	0	36	5424.05	1.582e-05
0-100%	Single-Family Attached	CT	Renter	0	1	0	13	7521.82	3.15136e-05
100-150%	Single-Family Attached	CT	Not Available	0	0	1	62	0	0
100-150%	Single-Family Attached	CT	Owner	0.506328	0.493672	0	57	0	1.43374e-05
100-150%	Single-Family Attached	CT	Renter	0.148754	0.851246	0	25	0	1.97515e-05
150-200%	Single-Family Attached	CT	Not Available	0	0	1	12	9058.72	0
150-200%	Single-Family Attached	CT	Owner	0.443465	0.556535	0	87	7089.49	1.8296e-05
150-200%	Single-Family Attached	CT	Renter	0.00148357	0.998516	0	11	1969.23	1.82708e-05
200-300%	Single-Family Attached	CT	Not Available	0	0	1	36	14760.2	0
200-300%	Single-Family Attached	CT	Owner	0.314767	0.685233	0	27	9555.71	4.76913e-05
200-300%	Single-Family Attached	CT	Renter	0.357604	0.642396	0	22	5204.44	3.18212e-05
300-400%	Single-Family Attached	CT	Not Available	0	0	1	23	0	0
300-400%	Single-Family Attached	CT	Owner	0.40329	0.59671	0	20	0	4.74217e-05
300-400%	Single-Family Attached	CT	Renter	0.356958	0.643042	0	11	0	2.53982e-05
400%+	Single-Family Attached	CT	Not Available	0	0	1	17	39536.7	0
400%+	Single-Family Attached	CT	Owner	0.25348	0.74652	0	14	32305.8	0.00021215
400%+	Single-Family Attached	CT	Renter	0.12838	0.87162	0	14	7230.86	7.0405e-05
Not Available	Single-Family Attached	CT	Not Available	0.158351	0.841649	0	30	76301.4	4.79654e-05
Not Available	Single-Family Attached	CT	Owner	0	0	1	22	54375.1	0
Not Available	Single-Family Attached	CT	Renter	0	0	1	31	21926.4	0
0-100%	Single-Family Attached	DC	Not Available	0	0	1	55	4358.26	0
0-100%	Single-Family Attached	DC	Owner	0.427469	0.572531	0	14	0	1.53769e-05
0-100%	Single-Family Attached	DC	Renter	0.181694	0.818306	0	41	4358.26	2.16894e-05
100-150%	Single-Family Attached	DC	Not Available	0	0	1	43	2758.45	0
100-150%	Single-Family Attached	DC	Owner	0.430028	0.569972	0	25	1453.62	1.07163e-05
100-150%	Single-Family Attached	DC	Renter	0.19005	0.80995	0	18	1304.83	1.06328e-05
150-200%	Single-Family Attached	DC	Not Available	0	0	1	37	2136.47	0
150-200%	Single-Family Attached	DC	Owner	0.109868	0.890132	0	22	2011.33	1.19558e-05
150-200%	Single-Family Attached	DC	Renter	0.200963	0.799037	0	15	125.132	9.38681e-06
200-300%	Single-Family Attached	DC	Not Available	0	0	1	73	1485.96	0
200-300%	Single-Family Attached	DC	Owner	0.237187	0.762813	0	45	516.189	2.77948e-05
200-300%	Single-Family Attached	DC	Renter	0.245758	0.754242	0	28	969.774	1.44793e-05
300-400%	Single-Family Attached	DC	Not Available	0	0	1	78	1893.06	0
300-400%	Single-Family Attached	DC	Owner	0.265165	0.734835	0	51	1008.45	2.99675e-05
300-400%	Single-Family Attached	DC	Renter	0.0567641	0.943236	0	27	884.605	1.18544e-05
400%+	Single-Family Attached	DC	Not Available	0	0	1	49	47535.3	0
400%+	Single-Family Attached	DC	Owner	0.156478	0.843522	0	37	35994.8	0.000285557
400%+	Single-Family Attached	DC	Renter	0	1	0	12	11540.5	6.5233e-05
Not Available	Single-Family Attached	DC	Not Available	0.176404	0.823596	0	60	60167.5	4.49919e-05
Not Available	Single-Family Attached	DC	Owner	0	0	1	41	40984.4	0
Not Available	Single-Family Attached	DC	Renter	0	0	1	19	19183.1	0
0-100%	Single-Family Attached	DE	Not Available	0	0	1	55	2490.83	0
0-100%	Single-Family Attached	DE	Owner	0.427469	0.572531	0	14	0	1.94515e-05
0-100%	Single-Family Attached	DE	Renter	0.181694	0.818306	0	41	2490.83	2.7463e-05
100-150%	Single-Family Attached	DE	Not Available	0	0	1	43	2527.81	0
100-150%	Single-Family Attached	DE	Owner	0.430028	0.569972	0	25	2527.81	1.3405e-05
100-150%	Single-Family Attached	DE	Renter	0.19005	0.80995	0	18	0	1.56973e-05
150-200%	Single-Family Attached	DE	Not Available	0	0	1	37	0	0
150-200%	Single-Family Attached	DE	Owner	0.109868	0.890132	0	22	0	1.4646e-05
150-200%	Single-Family Attached	DE	Renter	0.200963	0.799037	0	15	0	1.50068e-05
200-300%	Single-Family Attached	DE	Not Available	0	0	1	73	3573.37	0
200-300%	Single-Family Attached	DE	Owner	0.237187	0.762813	0	45	2388.81	3.62888e-05
