Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
MS, Pike County	0	0	1	0	0	0	0	0	2490	17946	0.000133871
MS, Pontotoc County	0	0	0	0	1	0	0	0	1734	12553	9.36405e-05
MS, Prentiss County	0	0	0	0	1	0	0	0	1744	11081	8.26601e-05
MS, Quitman County	0	0	1	0	0	0	0	0	1289	3593	2.68024e-05
MS, Rankin County	0	0	1	0	0	0	0	0	3645	58219	0.000434291
MS, Scott County	0	0	1	0	0	0	0	0	1796	11476	8.56066e-05
MS, Sharkey County	0	0	1	0	0	0	0	0	1312	2118	1.57994e-05
MS, Simpson County	0	0	1	0	0	0	0	0	2136	11951	8.91498e-05
MS, Smith County	0	0	1	0	0	0	0	0	1449	7252	5.40972e-05
MS, Stone County	0	0	1	0	0	0	0	0	1394	7243	5.40301e-05
MS, Sunflower County	0	0	1	0	0	0	0	0	3322	9700	7.23583e-05
MS, Tallahatchie County	0	0	0	0	1	0	0	0	1979	5535	4.1289e-05
MS, Tate County	0	0	1	0	0	0	0	0	1158	11150	8.31747e-05
MS, Tippah County	0	0	0	0	1	0	0	0	1434	9731	7.25895e-05
MS, Tishomingo County	0	0	0	0	1	0	0	0	2410	10312	7.69236e-05
MS, Tunica County	0	0	1	0	0	0	0	0	1842	4825	3.59927e-05
MS, Union County	0	0	0	0	1	0	0	0	1500	11731	8.75088e-05
MS, Walthall County	0	0	1	0	0	0	0	0	1058	7135	5.32244e-05
MS, Warren County	0	0	1	0	0	0	0	0	2058	21868	0.000163127
MS, Washington County	0	0	1	0	0	0	0	0	4471	21618	0.000161262
MS, Wayne County	0	0	1	0	0	0	0	0	1731	9216	6.87478e-05
MS, Webster County	0	0	0	0	1	0	0	0	851	4807	3.58584e-05
MS, Wilkinson County	0	0	1	0	0	0	0	0	988	5044	3.76263e-05
MS, Winston County	0	0	0	0	1	0	0	0	1517	8769	6.54133e-05
MS, Yalobusha County	0	0	0	0	1	0	0	0	1331	6375	4.75551e-05
MS, Yazoo County	0	0	1	0	0	0	0	0	1890	10063	7.50661e-05
MT, Beaverhead County	0	0	0	0	1	0	0	0	3682	5256	3.92077e-05
MT, Big Horn County	0	0	0	0	1	0	0	0	4087	4668	3.48215e-05
MT, Blaine County	0	0	0	0	0	0	0	1	2336	2816	2.10062e-05
MT, Broadwater County	0	0	0	0	1	0	0	0	1816	2691	2.00738e-05
MT, Carbon County	0	0	0	0	1	0	0	0	2568	6459	4.81816e-05
MT, Carter County	0	0	0	0	1	0	0	0	1350	789	5.88563e-06
MT, Cascade County	0	0	0	0	1	0	0	0	4375	37714	0.000281332
MT, Chouteau County	0	0	0	0	1	0	0	0	1566	2863	2.13568e-05
MT, Custer County	0	0	1	0	0	0	0	0	1905	5606	4.18186e-05
MT, Daniels County	0	0	1	0	0	0	0	0	635	1144	8.5338e-06
MT, Dawson County	0	0	1	0	0	0	0	0	1087	4346	3.24194e-05
MT, Deer Lodge County	0	0	0	0	1	0	0	0	1341	5122	3.82081e-05
MT, Fallon County	0	0	1	0	0	0	0	0	947	1483	1.10626e-05
MT, Fergus County	0	0	0	0	1	0	0	0	1638	5810	4.33403e-05
MT, Flathead County	0	0	0	0	1	0	0	0	7786	47407	0.000353638
MT, Gallatin County	0	0	0	0	1	0	0	0	6695	44932	0.000335175
MT, Garfield County	0	0	0	0	1	0	0	0	1000	842	6.28099e-06
MT, Glacier County	0	0	0	0	1	0	0	0	2393	5309	3.9603e-05
MT, Golden Valley County	0	0	0	0	1	0	0	0	874	453	3.3792e-06
MT, Granite County	0	0	0	0	1	0	0	0	1552	2782	2.07526e-05
MT, Hill County	0	0	0	0	0	0	0	1	3074	7212	5.37987e-05
MT, Jefferson County	0	0	0	0	1	0	0	0	3352	5042	3.76113e-05
MT, Judith Basin County	0	0	0	0	1	0	0	0	1363	1338	9.98095e-06
MT, Lake County	0	0	0	0	1	0	0	0	4711	16585	0.000123718
MT, Lewis and Clark County	0	0	0	0	1	0	0	0	4890	30646	0.000228607
MT, Liberty County	0	0	0	0	0	0	0	1	1156	1081	8.06384e-06
MT, Lincoln County	0	0	0	0	1	0	0	0	5880	11484	8.56661e-05
MT, Madison County	0	0	0	0	1	0	0	0	3705	6906	5.1516e-05
MT, McCone County	0	0	0	0	0	0	0	1	502	1022	7.62372e-06
MT, Meagher County	0	0	0	0	1	0	0	0	1209	1378	1.02794e-05
MT, Mineral County	0	0	0	0	1	0	0	0	1572	2448	1.82612e-05
MT, Missoula County	0	0	0	0	1	0	0	0	5863	51463	0.000383894
MT, Musselshell County	0	0	0	0	1	0	0	0	1417	2695	2.01037e-05
MT, Park County	0	0	0	0	1	0	0	0	3003	9369	6.98891e-05
MT, Petroleum County	0	0	0	0	1	0	0	0	696	318	2.37215e-06
MT, Phillips County	0	0	0	0	0	0	0	1	2154	2310	1.72317e-05
MT, Pondera County	0	0	0	0	1	0	0	0	1356	2639	1.96859e-05
MT, Powder River County	0	0	0	0	1	0	0	0	1137	1035	7.72069e-06
MT, Powell County	0	0	0	0	1	0	0	0	2231	3090	2.30502e-05
MT, Prairie County	0	0	1	0	0	0	0	0	477	664	4.95318e-06
MT, Ravalli County	0	0	0	0	1	0	0	0	3232	19542	0.000145776
MT, Richland County	0	0	1	0	0	0	0	0	1744	5032	3.75368e-05
MT, Roosevelt County	0	0	1	0	0	0	0	0	1675	4082	3.04502e-05
MT, Rosebud County	0	0	0	0	1	0	0	0	2261	4104	3.06142e-05
MT, Sanders County	0	0	0	0	1	0	0	0	3133	6653	4.96288e-05
MT, Sheridan County	0	0	1	0	0	0	0	0	1379	2095	1.56279e-05
MT, Silver Bow County	0	0	0	0	1	0	0	0	3148	16812	0.000125411
MT, Stillwater County	0	0	0	0	1	0	0	0	1870	4811	3.58882e-05
MT, Sweet Grass County	0	0	0	0	1	0	0	0	1760	2016	1.50386e-05
MT, Teton County	0	0	0	0	1	0	0	0	1605	2882	2.14986e-05
MT, Toole County	0	0	0	0	0	0	0	1	1347	2346	1.75003e-05
MT, Treasure County	0	0	0	0	0	0	0	1	537	452	3.37174e-06
MT, Valley County	0	0	0	0	0	0	0	1	2255	4833	3.60523e-05
MT, Wheatland County	0	0	0	0	1	0	0	0	879	1297	9.67514e-06
MT, Wibaux County	0	0	1	0	0	0	0	0	323	557	4.155e-06
MT, Yellowstone County	0	0	0	0	1	0	0	0	5759	66708	0.000497616
NC, Alamance County	0	0	0	0	1	0	0	0	4369	68211	0.000508827
NC, Alexander County	0	0	0	0	1	0	0	0	1109	16179	0.000120689
NC, Alleghany County	0	0	0	0	1	0	0	0	941	8108	6.04824e-05
NC, Anson County	0	0	0	0	1	0	0	0	1673	11512	8.58751e-05
NC, Ashe County	0	0	0	0	1	0	0	0	1524	17420	0.000129946
NC, Avery County	0	0	0	0	1	0	0	0	1403	14008	0.000104494
NC, Beaufort County	0	0	0	0	0	0	1	0	2857	25387	0.000189378
NC, Bertie County	0	0	0	0	0	0	1	0	980	9759	7.27983e-05
NC, Bladen County	0	0	0	0	1	0	0	0	2160	17639	0.00013158
NC, Brunswick County	0	0	0	0	1	0	0	0	6147	81727	0.000609652
NC, Buncombe County	0	0	0	0	1	0	0	0	6577	115984	0.000865197
NC, Burke County	0	0	0	0	1	0	0	0	3100	40618	0.000302994
NC, Cabarrus County	0	0	0	0	1	0	0	0	4356	75287	0.000561613
NC, Caldwell County	0	0	0	0	1	0	0	0	2647	37658	0.000280915
NC, Camden County	0	0	0	0	0	0	1	0	300	4142	3.08978e-05
NC, Carteret County	0	0	0	0	1	0	0	0	3823	48932	0.000365014
NC, Caswell County	0	0	0	0	1	0	0	0	877	10626	7.92658e-05
NC, Catawba County	0	0	0	0	1	0	0	0	5199	68076	0.00050782
NC, Chatham County	0	0	0	0	1	0	0	0	2232	30056	0.000224207
NC, Cherokee County	0	0	0	0	1	0	0	0	2573	17709	0.000132102
NC, Chowan County	0	0	0	0	0	0	1	0	558	7256	5.4127e-05
NC, Clay County	0	0	0	0	1	0	0	0	890	7223	5.38808e-05
NC, Cleveland County	0	0	0	0	1	0	0	0	3467	43285	0.00032289
NC, Columbus County	0	0	0	0	1	0	0	0	2976	25935	0.000193465
NC, Craven County	0	0	0	0	1	0	0	0	3508	45946	0.000342739
NC, Cumberland County	0	0	0	0	1	0	0	0	6793	143412	0.0010698
NC, Currituck County	0	0	0	0	0	0	1	0	741	15017	0.000112021
NC, Dare County	0	0	0	0	1	0	0	0	2154	34031	0.000253858
NC, Davidson County	0	0	0	0	1	0	0	0	5442	73053	0.000544947
NC, Davie County	0	0	0	0	1	0	0	0	1110	18241	0.000136071
NC, Duplin County	0	0	0	0	1	0	0	0	3298	25518	0.000190355
NC, Durham County	0	0	0	0	1	0	0	0	5029	128160	0.000956024
NC, Edgecombe County	0	0	0	0	0	0	1	0	2202	24684	0.000184133
NC, Forsyth County	0	0	0	0	1	0	0	0	7734	160821	0.00119966
NC, Franklin County	0	0	0	0	1	0	0	0	1825	26934	0.000200917
NC, Gaston County	0	0	0	0	1	0	0	0	5668	90212	0.000672947
NC, Gates County	0	0	0	0	0	0	1	0	453	5228	3.89989e-05
NC, Graham County	0	0	0	0	1	0	0	0	1096	5939	4.43027e-05
NC, Granville County	0	0	0	0	1	0	0	0	1999	23309	0.000173876
NC, Greene County	0	0	0	0	1	0	0	0	679	8151	6.08033e-05
NC, Guilford County	0	0	0	0	1	0	0	0	11028	223530	0.00166745
NC, Halifax County	0	0	0	0	1	0	0	0	2559	25696	0.000191682
NC, Harnett County	0	0	0	0	1	0	0	0	2843	49283	0.000367632
NC, Haywood County	0	0	0	0	1	0	0	0	3523	35098	0.000261818
NC, Henderson County	0	0	0	0	1	0	0	0	4252	55547	0.000414359
NC, Hertford County	0	0	0	0	0	0	1	0	1003	10547	7.86765e-05
NC, Hoke County	0	0	0	0	1	0	0	0	1674	19817	0.000147828
NC, Hyde County	0	0	0	0	0	0	1	0	959	3362	2.50792e-05
NC, Iredell County	0	0	0	0	1	0	0	0	5217	70448	0.000525515
NC, Jackson County	0	0	0	0	1	0	0	0	3572	26509	0.000197747
NC, Johnston County	0	0	0	0	1	0	0	0	4007	70272	0.000524202
NC, Jones County	0	0	0	0	1	0	0	0	941	4863	3.62761e-05
NC, Lee County	0	0	0	0	1	0	0	0	1864	24234	0.000180776
NC, Lenoir County	0	0	0	0	1	0	0	0	2279	27319	0.00020379
NC, Lincoln County	0	0	0	0	1	0	0	0	1847	33947	0.000253232
NC, Macon County	0	0	0	0	1	0	0	0	2799	25334	0.000188982
NC, Madison County	0	0	0	0	1	0	0	0	2157	10698	7.98029e-05
NC, Martin County	0	0	0	0	0	0	1	0	1228	11561	8.62407e-05
NC, McDowell County	0	0	0	0	1	0	0	0	1985	20922	0.00015607
NC, Mecklenburg County	0	0	0	0	1	0	0	0	12596	419325	0.003128
NC, Mitchell County	0	0	0	0	1	0	0	0	1213	8751	6.52791e-05
NC, Montgomery County	0	0	0	0	1	0	0	0	1646	16012	0.000119443
NC, Moore County	0	0	0	0	1	0	0	0	3698	45323	0.000338092
NC, Nash County	0	0	0	0	1	0	0	0	3286	42404	0.000316317
NC, New Hanover County	0	0	0	0	1	0	0	0	5046	105579	0.00078758
NC, Northampton County	0	0	0	0	0	0	1	0	1046	11542	8.60988e-05
NC, Onslow County	0	0	0	0	1	0	0	0	4336	75588	0.000563858
NC, Orange County	0	0	0	0	1	0	0	0	2652	56474	0.000421275
NC, Pamlico County	0	0	0	0	1	0	0	0	1068	7581	5.65514e-05
NC, Pasquotank County	0	0	0	0	0	0	1	0	1112	16922	0.000126232
NC, Pender County	0	0	0	0	1	0	0	0	2068	27363	0.000204117
NC, Perquimans County	0	0	0	0	0	0	1	0	525	7025	5.24038e-05
NC, Person County	0	0	0	0	1	0	0	0	1736	18205	0.000135802
NC, Pitt County	0	0	0	0	0	0	1	0	4138	76744	0.000572481
NC, Polk County	0	0	0	0	1	0	0	0	1059	11497	8.57631e-05
NC, Randolph County	0	0	0	0	1	0	0	0	3969	61310	0.00045735
NC, Richmond County	0	0	0	0	1	0	0	0	2021	20999	0.000156645
NC, Robeson County	0	0	0	0	1	0	0	0	5799	52318	0.000390273
NC, Rockingham County	0	0	0	0	1	0	0	0	2845	43591	0.000325173
NC, Rowan County	0	0	0	0	1	0	0	0	4259	60472	0.000451098
NC, Rutherford County	0	0	0	0	1	0	0	0	3207	33908	0.000252941
NC, Sampson County	0	0	0	0	1	0	0	0	2149	27154	0.000202558
NC, Scotland County	0	0	0	0	1	0	0	0	1921	15173	0.000113185
NC, Stanly County	0	0	0	0	1	0	0	0	2237	27282	0.000203513
NC, Stokes County	0	0	0	0	1	0	0	0	1490	21868	0.000163127
NC, Surry County	0	0	0	0	1	0	0	0	3119	33625	0.000250829
NC, Swain County	0	0	0	0	1	0	0	0	1397	8797	6.56223e-05
NC, Transylvania County	0	0	0	0	1	0	0	0	1990	19366	0.000144463
NC, Tyrrell County	0	0	0	0	0	0	1	0	457	2048	1.52773e-05
NC, Union County	0	0	0	0	1	0	0	0	5063	76549	0.000571026
NC, Vance County	0	0	0	0	1	0	0	0	1661	19964	0.000148924
NC, Wake County	0	0	0	0	1	0	0	0	14422	401178	0.00299263
NC, Warren County	0	0	0	0	1	0	0	0	829	11771	8.78072e-05
NC, Washington County	0	0	0	0	0	0	1	0	633	6420	4.78908e-05
NC, Watauga County	0	0	0	0	1	0	0	0	2393	32983	0.00024604
NC, Wayne County	0	0	0	0	1	0	0	0	3530	53202	0.000396867
NC, Wilkes County	0	0	0	0	1	0	0	0	3501	33046	0.00024651
NC, Wilson County	0	0	0	0	1	0	0	0	2388	35714	0.000266413
NC, Yadkin County	0	0	0	0	1	0	0	0	1159	17242	0.000128619
NC, Yancey County	0	0	0	0	1	0	0	0	1117	11072	8.25927e-05
ND, Adams County	0	0	1	0	0	0	0	0	1348	1369	1.02122e-05
ND, Barnes County	0	0	1	0	0	0	0	0	2934	5754	4.29226e-05
ND, Benson County	0	0	1	0	0	0	0	0	2633	2989	2.22968e-05
ND, Billings County	0	0	1	0	0	0	0	0	1000	524	3.90883e-06
ND, Bottineau County	0	0	1	0	0	0	0	0	3162	4387	3.27253e-05
ND, Bowman County	0	0	1	0	0	0	0	0	1808	1730	1.29052e-05
ND, Burke County	0	0	1	0	0	0	0	0	1949	1404	1.04733e-05
ND, Burleigh County	0	0	1	0	0	0	0	0	5030	39774	0.000296699
ND, Cass County	0	0	1	0	0	0	0	0	7921	75400	0.000562454
ND, Cavalier County	0	0	1	0	0	0	0	0	2176	2316	1.72764e-05
ND, Dickey County	0	0	1	0	0	0	0	0	1656	2655	1.98053e-05
ND, Divide County	0	0	1	0	0	0	0	0	1444	1467	1.09433e-05
ND, Dunn County	0	0	1	0	0	0	0	0	2619	2450	1.8276e-05
ND, Eddy County	0	0	1	0	0	0	0	0	1142	1320	9.84672e-06
ND, Emmons County	0	0	1	0	0	0	0	0	2449	2083	1.55384e-05
ND, Foster County	0	0	1	0	0	0	0	0	1337	1809	1.34944e-05
ND, Golden Valley County	0	0	1	0	0	0	0	0	1404	1006	7.50435e-06
ND, Grand Forks County	0	0	1	0	0	0	0	0	4210	31288	0.000233396
ND, Grant County	0	0	1	0	0	0	0	0	2000	1706	1.27261e-05
ND, Griggs County	0	0	1	0	0	0	0	0	1252	1410	1.05181e-05
ND, Hettinger County	0	0	1	0	0	0	0	0	1637	1463	1.09134e-05
ND, Kidder County	0	0	1	0	0	0	0	0	1808	1706	1.27261e-05
ND, LaMoure County	0	0	1	0	0	0	0	0	2053	2228	1.662e-05
ND, Logan County	0	0	1	0	0	0	0	0	1109	1181	8.80979e-06
ND, McHenry County	0	0	1	0	0	0	0	0	3572	3062	2.28413e-05
ND, McIntosh County	0	0	1	0	0	0	0	0	1375	1858	1.386e-05
ND, McKenzie County	0	0	1	0	0	0	0	0	3301	4622	3.44783e-05
ND, McLean County	0	0	1	0	0	0	0	0	5016	5908	4.40714e-05
ND, Mercer County	0	0	1	0	0	0	0	0	2589	4667	3.4814e-05
ND, Morton County	0	0	1	0	0	0	0	0	4262	13733	0.000102443
ND, Mountrail County	0	0	1	0	0	0	0	0	3227	4722	3.52242e-05
ND, Nelson County	0	0	1	0	0	0	0	0	1956	1911	1.42553e-05
ND, Oliver County	0	0	1	0	0	0	0	0	1362	954	7.11646e-06
ND, Pembina County	0	0	1	0	0	0	0	0	2091	3867	2.88463e-05
ND, Pierce County	0	0	1	0	0	0	0	0	1687	2337	1.74331e-05
ND, Ramsey County	0	0	1	0	0	0	0	0	2639	5772	4.30568e-05
ND, Ransom County	0	0	1	0	0	0	0	0	1546	2668	1.99022e-05
ND, Renville County	0	0	1	0	0	0	0	0	1734	1279	9.54081e-06
ND, Richland County	0	0	1	0	0	0	0	0	3403	7622	5.68572e-05
ND, Rolette County	0	0	1	0	0	0	0	0	2498	5492	4.09682e-05
ND, Sargent County	0	0	1	0	0	0	0	0	1776	2058	1.53519e-05
ND, Sheridan County	0	0	1	0	0	0	0	0	1000	869	6.4824e-06
ND, Sioux County	0	0	1	0	0	0	0	0	1064	1333	9.94367e-06
ND, Slope County	0	0	1	0	0	0	0	0	1000	440	3.28223e-06
ND, Stark County	0	0	1	0	0	0	0	0	3594	13412	0.000100049
ND, Steele County	0	0	1	0	0	0	0	0	1268	1244	9.27976e-06
ND, Stutsman County	0	0	1	0	0	0	0	0	4800	10065	7.50809e-05
ND, Towner County	0	0	1	0	0	0	0	0	1437	1331	9.92876e-06
ND, Traill County	0	0	1	0	0	0	0	0	2175	3810	2.84211e-05
ND, Walsh County	0	0	1	0	0	0	0	0	3311	5569	4.15426e-05
ND, Ward County	0	0	1	0	0	0	0	0	6416	31257	0.000233165
ND, Wells County	0	0	1	0	0	0	0	0	2310	2516	1.87684e-05
ND, Williams County	0	0	1	0	0	0	0	0	5279	16337	0.000121868
NE, Adams County	0	0	0	0	0	0	0	1	2930	13675	0.00010201
NE, Antelope County	0	0	0	0	0	0	0	1	2284	3284	2.44974e-05
NE, Arthur County	0	0	0	0	0	0	0	1	172	259	1.93204e-06
NE, Banner County	0	0	0	0	0	0	0	1	503	384	2.86448e-06
NE, Blaine County	0	0	0	0	0	0	0	1	322	352	2.62577e-06
NE, Boone County	0	0	0	0	0	0	0	1	1596	2628	1.96039e-05
NE, Box Butte County	0	0	0	0	0	0	0	1	1748	5440	4.05802e-05
NE, Boyd County	0	0	0	0	0	0	0	1	926	1385	1.03316e-05
NE, Brown County	0	0	0	0	0	0	0	1	777	1873	1.39718e-05
NE, Buffalo County	0	0	0	0	0	0	0	1	5035	19742	0.000147268
NE, Burt County	0	0	0	0	0	0	0	1	1703	3456	2.57804e-05
NE, Butler County	0	0	0	0	0	0	0	1	2192	4059	3.02785e-05
NE, Cass County	0	0	0	0	0	0	0	1	3494	11272	8.40846e-05
NE, Cedar County	0	0	0	0	0	0	0	1	2382	4131	3.08155e-05
NE, Chase County	0	0	0	0	0	0	0	1	1064	1939	1.44642e-05
NE, Cherry County	0	0	0	0	0	0	0	1	2571	3082	2.29906e-05
NE, Cheyenne County	0	0	0	0	0	0	0	1	2430	4947	3.69027e-05
NE, Clay County	0	0	0	0	0	0	0	1	2128	2990	2.23042e-05
NE, Colfax County	0	0	0	0	0	0	0	1	1720	4121	3.07409e-05
NE, Cuming County	0	0	0	0	0	0	0	1	2057	4210	3.14049e-05
NE, Custer County	0	0	0	0	0	0	0	1	4209	5587	4.16769e-05
NE, Dakota County	0	0	0	0	0	0	0	1	1633	7753	5.78343e-05
NE, Dawes County	0	0	0	0	0	0	0	1	2205	4223	3.1502e-05
NE, Dawson County	0	0	0	0	0	0	0	1	4092	10156	7.57598e-05
NE, Deuel County	0	0	0	0	0	0	0	1	804	994	7.41484e-06
NE, Dixon County	0	0	0	0	0	0	0	1	1535	2680	1.99917e-05
NE, Dodge County	0	0	0	0	0	0	0	1	3633	16608	0.000123889
NE, Douglas County	0	0	0	0	0	0	0	1	12248	227013	0.00169343
NE, Dundy County	0	0	0	0	0	0	0	1	859	1102	8.22048e-06
NE, Fillmore County	0	0	0	0	0	0	0	1	1754	2918	2.17671e-05
NE, Franklin County	0	0	0	0	0	0	0	1	1267	1720	1.28305e-05
NE, Frontier County	0	0	0	0	0	0	0	1	1450	1541	1.14952e-05
NE, Furnas County	0	0	0	0	0	0	0	1	2103	2710	2.02155e-05
NE, Gage County	0	0	0	0	0	0	0	1	3305	10420	7.7729e-05
NE, Garden County	0	0	0	0	0	0	0	1	964	1346	1.00406e-05
NE, Garfield County	0	0	0	0	0	0	0	1	450	1211	9.03358e-06
NE, Gosper County	0	0	0	0	0	0	0	1	947	1251	9.33197e-06
NE, Grant County	0	0	0	0	0	0	0	1	346	385	2.87194e-06
NE, Greeley County	0	0	0	0	0	0	0	1	782	1300	9.69749e-06
NE, Hall County	0	0	0	0	0	0	0	1	5819	24127	0.000179978
NE, Hamilton County	0	0	0	0	0	0	0	1	2100	4037	3.01144e-05
NE, Harlan County	0	0	0	0	0	0	0	1	1531	2393	1.78508e-05
NE, Hayes County	0	0	0	0	0	0	0	1	577	527	3.93121e-06
NE, Hitchcock County	0	0	0	0	0	0	0	1	996	1727	1.28827e-05
NE, Holt County	0	0	0	0	0	0	0	1	3407	5217	3.89168e-05
NE, Hooker County	0	0	0	0	0	0	0	1	188	427	3.18525e-06
NE, Howard County	0	0	0	0	0	0	0	1	2063	3007	2.2431e-05
NE, Jefferson County	0	0	0	0	0	0	0	1	1638	3903	2.91149e-05
NE, Johnson County	0	0	0	0	0	0	0	1	1360	2162	1.61277e-05
NE, Kearney County	0	0	0	0	0	0	0	1	1266	2924	2.18119e-05
NE, Keith County	0	0	0	0	0	0	0	1	1790	5365	4.00209e-05
NE, Keya Paha County	0	0	0	0	0	0	0	1	559	506	3.77456e-06
NE, Kimball County	0	0	0	0	1	0	0	0	1365	1970	1.46954e-05
NE, Knox County	0	0	0	0	0	0	0	1	2660	4840	3.61044e-05
NE, Lancaster County	0	0	0	0	0	0	0	1	8189	125247	0.000934292
NE, Lincoln County	0	0	0	0	0	0	0	1	5330	16632	0.000124068
NE, Logan County	0	0	0	0	0	0	0	1	289	421	3.14049e-06
NE, Loup County	0	0	0	0	0	0	0	1	285	417	3.11065e-06
NE, Madison County	0	0	0	0	0	0	0	1	3232	15101	0.000112648
NE, McPherson County	0	0	0	0	0	0	0	1	220	240	1.79031e-06
NE, Merrick County	0	0	0	0	0	0	0	1	2152	3740	2.78988e-05
NE, Morrill County	0	0	0	0	0	0	0	1	2078	2422	1.80672e-05
NE, Nance County	0	0	0	0	0	0	0	1	1289	1838	1.37108e-05
NE, Nemaha County	0	0	0	0	0	0	0	1	1648	3499	2.61011e-05
NE, Nuckolls County	0	0	0	0	0	0	0	1	1417	2454	1.83059e-05
NE, Otoe County	0	0	0	0	0	0	0	1	3031	7073	5.27618e-05
NE, Pawnee County	0	0	0	0	0	0	0	1	1301	1601	1.19428e-05
NE, Perkins County	0	0	0	0	0	0	0	1	994	1444	1.07717e-05
NE, Phelps County	0	0	0	0	0	0	0	1	2196	4208	3.139e-05
NE, Pierce County	0	0	0	0	0	0	0	1	1630	3224	2.40498e-05
NE, Platte County	0	0	0	0	0	0	0	1	3643	13606	0.000101495
NE, Polk County	0	0	0	0	0	0	0	1	1336	2707	2.01931e-05
NE, Red Willow County	0	0	0	0	0	0	0	1	1778	5275	3.93495e-05
NE, Richardson County	0	0	0	0	0	0	0	1	2076	4390	3.27476e-05
NE, Rock County	0	0	0	0	0	0	0	1	522	878	6.54954e-06
NE, Saline County	0	0	0	0	0	0	0	1	2053	5790	4.31911e-05
NE, Sarpy County	0	0	0	0	0	0	0	1	5432	65751	0.000490477
NE, Saunders County	0	0	0	0	0	0	0	1	3762	9380	6.9971e-05
NE, Scotts Bluff County	0	0	0	0	0	0	0	1	6083	16327	0.000121793
NE, Seward County	0	0	0	0	0	0	0	1	2276	6993	5.2165e-05
NE, Sheridan County	0	0	0	0	0	0	0	1	2811	2901	2.16403e-05
NE, Sherman County	0	0	0	0	0	0	0	1	1331	1940	1.44716e-05
NE, Sioux County	0	0	0	0	1	0	0	0	1148	779	5.81104e-06
NE, Stanton County	0	0	0	0	0	0	0	1	1399	2645	1.97307e-05
NE, Thayer County	0	0	0	0	0	0	0	1	1567	2733	2.03871e-05
NE, Thomas County	0	0	0	0	0	0	0	1	329	391	2.9167e-06
NE, Thurston County	0	0	0	0	0	0	0	1	1403	2408	1.79627e-05
NE, Valley County	0	0	0	0	0	0	0	1	1508	2298	1.71422e-05
NE, Washington County	0	0	0	0	0	0	0	1	2088	8419	6.28023e-05
NE, Wayne County	0	0	0	0	0	0	0	1	1640	3833	2.85927e-05
NE, Webster County	0	0	0	0	0	0	0	1	1320	1903	1.41956e-05
NE, Wheeler County	0	0	0	0	0	0	0	1	246	546	4.07294e-06
NE, York County	0	0	0	0	0	0	0	1	2381	6273	4.6794e-05
NH, Belknap County	0	0	0	1	0	0	0	0	3387	37715	0.000281339
NH, Carroll County	0	0	0	1	0	0	0	0	4943	40287	0.000300525
NH, Cheshire County	0	0	0	1	0	0	0	0	4582	34964	0.000260817
NH, Coos County	0	0	0	1	0	0	0	0	4369	21277	0.000158718
NH, Grafton County	0	0	0	1	0	0	0	0	5163	51773	0.000386207
NH, Hillsborough County	0	0	0	1	0	0	0	0	8945	167606	0.00125027
NH, Merrimack County	0	0	0	1	0	0	0	0	5154	63711	0.00047526
NH, Rockingham County	0	0	0	1	0	0	0	0	7082	128637	0.000959581
NH, Strafford County	0	0	0	1	0	0	0	0	2865	52396	0.000390854
NH, Sullivan County	0	0	0	1	0	0	0	0	2347	22363	0.000166819
NJ, Atlantic County	0	0	0	0	0	0	1	0	10968	127617	0.000951972
NJ, Bergen County	0	0	0	0	0	0	1	0	13380	354772	0.00264646
NJ, Burlington County	0	0	0	0	0	0	1	0	11695	177623	0.001325
NJ, Camden County	0	0	0	0	0	0	1	0	10573	205800	0.00153519
NJ, Cape May County	0	0	0	0	0	0	1	0	5182	98900	0.000737756
NJ, Cumberland County	0	0	0	0	0	0	1	0	4464	56299	0.000419968
NJ, Essex County	0	0	0	0	0	0	1	0	8751	314384	0.00234518
NJ, Gloucester County	0	0	0	0	0	0	1	0	6292	112106	0.000836267
NJ, Hudson County	0	0	0	0	0	0	1	0	4286	276087	0.0020595
NJ, Hunterdon County	0	0	0	0	0	0	1	0	3512	49875	0.000372047
NJ, Mercer County	0	0	0	0	0	0	1	0	6347	144171	0.00107546
NJ, Middlesex County	0	0	0	0	0	0	1	0	12730	298832	0.00222917
NJ, Monmouth County	0	0	0	0	0	0	1	0	14943	260222	0.00194116
NJ, Morris County	0	0	0	0	0	0	1	0	9411	191081	0.00142539
NJ, Ocean County	0	0	0	0	0	0	1	0	16067	280508	0.00209248
NJ, Passaic County	0	0	0	0	0	0	1	0	6736	176639	0.00131766
NJ, Salem County	0	0	0	0	0	0	1	0	2752	27630	0.000206109
NJ, Somerset County	0	0	0	0	0	0	1	0	5595	125232	0.000934182
NJ, Sussex County	0	0	0	0	0	0	1	0	4475	62236	0.000464256
NJ, Union County	0	0	0	0	0	0	1	0	7563	201107	0.00150018
NJ, Warren County	0	0	0	0	0	0	1	0	3866	45321	0.000338077
NM, Bernalillo County	0	0	0	0	1	0	0	0	12946	288016	0.00214848
NM, Catron County	0	0	0	0	1	0	0	0	1981	3930	2.93163e-05
NM, Chaves County	0	0	0	0	0	0	0	1	6724	26710	0.000199246
NM, Cibola County	0	0	0	0	1	0	0	0	5022	11110	8.28761e-05
NM, Colfax County	0	0	0	0	1	0	0	0	4102	10059	7.50364e-05
NM, Curry County	0	0	0	0	0	0	0	1	2859	20685	0.000154302
