Dependency=County	Option=Cold	Option=Hot-Dry	Option=Hot-Humid	Option=Marine	Option=Mixed-Dry	Option=Mixed-Humid	Option=Very Cold	source_count	source_weight	sampling_probability
IN, Gibson County	0	0	0	0	0	1	0	7	14760	0.000110832
IN, Grant County	1	0	0	0	0	0	0	16	30302	0.000227536
IN, Greene County	0	0	0	0	0	1	0	9	15090	0.00011331
IN, Hamilton County	1	0	0	0	0	0	0	39	116900	0.000877797
IN, Hancock County	1	0	0	0	0	0	0	10	28918	0.000217144
IN, Harrison County	0	0	0	0	0	1	0	6	16646	0.000124994
IN, Hendricks County	1	0	0	0	0	0	0	21	58421	0.000438682
IN, Henry County	1	0	0	0	0	0	0	13	21155	0.000158852
IN, Howard County	1	0	0	0	0	0	0	20	38732	0.000290836
IN, Huntington County	1	0	0	0	0	0	0	9	15883	0.000119265
IN, Jackson County	0	0	0	0	0	1	0	10	18552	0.000139306
IN, Jasper County	1	0	0	0	0	0	0	8	13354	0.000100275
IN, Jay County	1	0	0	0	0	0	0	7	9185	6.89698e-05
IN, Jefferson County	0	0	0	0	0	1	0	7	14315	0.000107491
IN, Jennings County	0	0	0	0	0	1	0	6	12075	9.06705e-05
IN, Johnson County	1	0	0	0	0	0	0	22	58747	0.00044113
IN, Knox County	0	0	0	0	0	1	0	10	16969	0.000127419
IN, Kosciusko County	1	0	0	0	0	0	0	19	37573	0.000282134
IN, LaGrange County	1	0	0	0	0	0	0	8	14381	0.000107986
IN, LaPorte County	1	0	0	0	0	0	0	29	48752	0.000366076
IN, Lake County	1	0	0	0	0	0	0	118	210391	0.00157982
IN, Lawrence County	0	0	0	0	0	1	0	10	20957	0.000157365
IN, Madison County	1	0	0	0	0	0	0	37	58808	0.000441586
IN, Marion County	1	0	0	0	0	0	0	224	419514	0.0031501
IN, Marshall County	1	0	0	0	0	0	0	12	19952	0.000149819
IN, Martin County	0	0	0	0	0	1	0	3	4751	3.5675e-05
IN, Miami County	1	0	0	0	0	0	0	10	15327	0.00011509
IN, Monroe County	0	0	0	0	0	1	0	31	60104	0.000451319
IN, Montgomery County	1	0	0	0	0	0	0	9	16550	0.000124273
IN, Morgan County	1	0	0	0	0	0	0	13	27949	0.000209868
IN, Newton County	1	0	0	0	0	0	0	4	6026	4.52491e-05
IN, Noble County	1	0	0	0	0	0	0	10	20206	0.000151726
IN, Ohio County	0	0	0	0	0	1	0	2	2796	2.0995e-05
IN, Orange County	0	0	0	0	0	1	0	6	9101	6.8339e-05
IN, Owen County	1	0	0	0	0	0	0	5	9990	7.50144e-05
IN, Parke County	1	0	0	0	0	0	0	4	8065	6.05597e-05
IN, Perry County	0	0	0	0	0	1	0	5	8527	6.40288e-05
IN, Pike County	0	0	0	0	0	1	0	4	5714	4.29061e-05
IN, Porter County	1	0	0	0	0	0	0	33	67065	0.000503588
IN, Posey County	0	0	0	0	0	1	0	7	11335	8.51139e-05
IN, Pulaski County	1	0	0	0	0	0	0	4	6044	4.53841e-05
IN, Putnam County	1	0	0	0	0	0	0	7	14808	0.000111193
IN, Randolph County	1	0	0	0	0	0	0	8	11644	8.74342e-05
IN, Ripley County	0	0	0	0	0	1	0	6	12107	9.09108e-05
IN, Rush County	1	0	0	0	0	0	0	5	7463	5.60394e-05
IN, Scott County	0	0	0	0	0	1	0	5	10440	7.83933e-05
IN, Shelby County	1	0	0	0	0	0	0	10	19117	0.000143549
IN, Spencer County	0	0	0	0	0	1	0	5	8943	6.71526e-05
IN, St. Joseph County	1	0	0	0	0	0	0	75	115569	0.000867802
IN, Starke County	1	0	0	0	0	0	0	7	10982	8.24633e-05
IN, Steuben County	1	0	0	0	0	0	0	9	19514	0.00014653
IN, Sullivan County	0	0	0	0	0	1	0	5	8868	6.65894e-05
IN, Switzerland County	0	0	0	0	0	1	0	3	5092	3.82356e-05
IN, Tippecanoe County	1	0	0	0	0	0	0	37	73859	0.000554604
IN, Tipton County	1	0	0	0	0	0	0	4	6959	5.22549e-05
IN, Union County	1	0	0	0	0	0	0	2	3227	2.42314e-05
IN, Vanderburgh County	0	0	0	0	0	1	0	49	83428	0.000626456
IN, Vermillion County	1	0	0	0	0	0	0	5	7456	5.59867e-05
IN, Vigo County	1	0	0	0	0	0	0	28	46481	0.000349023
IN, Wabash County	1	0	0	0	0	0	0	8	14114	0.000105981
IN, Warren County	1	0	0	0	0	0	0	2	3679	2.76254e-05
IN, Warrick County	0	0	0	0	0	1	0	11	24930	0.000187198
IN, Washington County	0	0	0	0	0	1	0	6	12204	9.16391e-05
IN, Wayne County	1	0	0	0	0	0	0	17	31153	0.000233927
IN, Wells County	1	0	0	0	0	0	0	7	11692	8.77947e-05
IN, White County	1	0	0	0	0	0	0	8	12959	9.73087e-05
IN, Whitley County	1	0	0	0	0	0	0	7	14447	0.000108482
KS, Allen County	0	0	0	0	0	1	0	5	6268	4.70661e-05
KS, Anderson County	0	0	0	0	0	1	0	2	3713	2.78807e-05
KS, Atchison County	0	0	0	0	0	1	0	4	6947	5.21647e-05
KS, Barber County	0	0	0	0	0	1	0	2	2794	2.098e-05
KS, Barton County	0	0	0	0	0	1	0	8	12629	9.48305e-05
KS, Bourbon County	0	0	0	0	0	1	0	5	7119	5.34562e-05
KS, Brown County	0	0	0	0	0	1	0	3	4756	3.57125e-05
KS, Butler County	0	0	0	0	0	1	0	13	26382	0.000198101
KS, Chase County	0	0	0	0	0	1	0	1	1497	1.12409e-05
KS, Chautauqua County	0	0	0	0	0	1	0	1	2144	1.60992e-05
KS, Cherokee County	0	0	0	0	0	1	0	6	9816	7.37078e-05
KS, Cheyenne County	1	0	0	0	0	0	0	1	1504	1.12935e-05
KS, Clark County	0	0	0	0	0	1	0	1	1147	8.61276e-06
KS, Clay County	0	0	0	0	0	1	0	2	4049	3.04038e-05
KS, Cloud County	1	0	0	0	0	0	0	4	4636	3.48116e-05
KS, Coffey County	0	0	0	0	0	1	0	3	3989	2.99533e-05
KS, Comanche County	0	0	0	0	0	1	0	1	1003	7.53146e-06
KS, Cowley County	0	0	0	0	0	1	0	11	15999	0.000120136
KS, Crawford County	0	0	0	0	0	1	0	11	17891	0.000134343
KS, Decatur County	1	0	0	0	0	0	0	2	1802	1.35311e-05
KS, Dickinson County	0	0	0	0	0	1	0	6	9099	6.83239e-05
KS, Doniphan County	0	0	0	0	0	1	0	3	3548	2.66416e-05
KS, Douglas County	0	0	0	0	0	1	0	22	48245	0.00036227
KS, Edwards County	0	0	0	0	0	1	0	2	1624	1.21945e-05
KS, Elk County	0	0	0	0	0	1	0	1	1746	1.31106e-05
KS, Ellis County	1	0	0	0	0	0	0	6	13059	9.80596e-05
KS, Ellsworth County	0	0	0	0	0	1	0	2	3217	2.41563e-05
KS, Finney County	0	0	0	0	0	1	0	12	13315	9.99817e-05
KS, Ford County	0	0	0	0	0	1	0	7	12106	9.09032e-05
KS, Franklin County	0	0	0	0	0	1	0	5	11088	8.32591e-05
KS, Geary County	0	0	0	0	0	1	0	8	15080	0.000113235
KS, Gove County	1	0	0	0	0	0	0	2	1372	1.03023e-05
KS, Graham County	1	0	0	0	0	0	0	2	1489	1.11808e-05
KS, Grant County	0	0	0	0	0	1	0	2	2929	2.19936e-05
KS, Gray County	0	0	0	0	0	1	0	2	2399	1.8014e-05
KS, Greeley County	1	0	0	0	0	0	0	1	613	4.60299e-06
KS, Greenwood County	0	0	0	0	0	1	0	3	4037	3.03136e-05
KS, Hamilton County	1	0	0	0	0	0	0	1	1105	8.2974e-06
KS, Harper County	0	0	0	0	0	1	0	3	3159	2.37207e-05
KS, Harvey County	0	0	0	0	0	1	0	6	14627	0.000109833
KS, Haskell County	0	0	0	0	0	1	0	1	1668	1.25249e-05
KS, Hodgeman County	0	0	0	0	0	1	0	1	1040	7.8093e-06
KS, Jackson County	0	0	0	0	0	1	0	3	5768	4.33116e-05
KS, Jefferson County	0	0	0	0	0	1	0	4	8208	6.16334e-05
KS, Jewell County	1	0	0	0	0	0	0	2	2022	1.51831e-05
KS, Johnson County	0	0	0	0	0	1	0	130	233108	0.0017504
KS, Kearny County	0	0	0	0	0	1	0	1	1548	1.16238e-05
KS, Kingman County	0	0	0	0	0	1	0	3	3816	2.86542e-05
KS, Kiowa County	0	0	0	0	0	1	0	1	1224	9.19096e-06
KS, Labette County	0	0	0	0	0	1	0	8	10054	7.54949e-05
KS, Lane County	1	0	0	0	0	0	0	1	978	7.34375e-06
KS, Leavenworth County	0	0	0	0	0	1	0	16	29106	0.000218556
KS, Lincoln County	0	0	0	0	0	1	0	1	1857	1.39441e-05
KS, Linn County	0	0	0	0	0	1	0	2	5460	4.0999e-05
KS, Logan County	1	0	0	0	0	0	0	1	1439	1.08054e-05
KS, Lyon County	0	0	0	0	0	1	0	8	15199	0.000114129
KS, Marion County	0	0	0	0	0	1	0	4	5932	4.45431e-05
KS, Marshall County	0	0	0	0	0	1	0	4	4894	3.67488e-05
KS, McPherson County	0	0	0	0	0	1	0	7	12864	9.65951e-05
KS, Meade County	0	0	0	0	0	1	0	2	1970	1.47926e-05
KS, Miami County	0	0	0	0	0	1	0	8	13324	0.000100049
KS, Mitchell County	1	0	0	0	0	0	0	2	3294	2.47345e-05
KS, Montgomery County	0	0	0	0	0	1	0	13	16447	0.0001235
KS, Morris County	0	0	0	0	0	1	0	2	3195	2.39912e-05
KS, Morton County	0	0	0	0	0	1	0	1	1453	1.09105e-05
KS, Nemaha County	0	0	0	0	0	1	0	3	4573	3.43384e-05
KS, Neosho County	0	0	0	0	0	1	0	5	7685	5.77062e-05
KS, Ness County	1	0	0	0	0	0	0	2	1723	1.29379e-05
KS, Norton County	1	0	0	0	0	0	0	1	2537	1.90502e-05
KS, Osage County	0	0	0	0	0	1	0	5	7492	5.62571e-05
KS, Osborne County	1	0	0	0	0	0	0	1	2183	1.63921e-05
KS, Ottawa County	0	0	0	0	0	1	0	2	2762	2.07397e-05
KS, Pawnee County	0	0	0	0	0	1	0	2	3147	2.36306e-05
KS, Phillips County	1	0	0	0	0	0	0	3	3063	2.3e-05
KS, Pottawatomie County	0	0	0	0	0	1	0	4	9066	6.80762e-05
KS, Pratt County	0	0	0	0	0	1	0	3	4480	3.364e-05
KS, Rawlins County	1	0	0	0	0	0	0	1	1450	1.0888e-05
KS, Reno County	0	0	0	0	0	1	0	17	28293	0.000212451
KS, Republic County	1	0	0	0	0	0	0	3	2894	2.17309e-05
KS, Rice County	0	0	0	0	0	1	0	3	4560	3.42407e-05
KS, Riley County	0	0	0	0	0	1	0	14	29837	0.000224045
KS, Rooks County	1	0	0	0	0	0	0	2	2763	2.07472e-05
KS, Rush County	0	0	0	0	0	1	0	2	1789	1.34335e-05
KS, Russell County	0	0	0	0	0	1	0	2	3885	2.91723e-05
KS, Saline County	0	0	0	0	0	1	0	12	24208	0.000181777
KS, Scott County	1	0	0	0	0	0	0	1	2271	1.70528e-05
KS, Sedgwick County	0	0	0	0	0	1	0	124	214578	0.00161125
KS, Seward County	0	0	0	0	0	1	0	5	8112	6.09125e-05
KS, Shawnee County	0	0	0	0	0	1	0	43	79499	0.000596955
KS, Sheridan County	1	0	0	0	0	0	0	2	1257	9.43877e-06
KS, Sherman County	1	0	0	0	0	0	0	2	3123	2.34505e-05
KS, Smith County	1	0	0	0	0	0	0	2	2246	1.68651e-05
KS, Stafford County	0	0	0	0	0	1	0	2	2303	1.72931e-05
KS, Stanton County	0	0	0	0	0	1	0	1	1095	8.22231e-06
KS, Stevens County	0	0	0	0	0	1	0	2	2281	1.71279e-05
KS, Sumner County	0	0	0	0	0	1	0	6	10845	8.14345e-05
KS, Thomas County	1	0	0	0	0	0	0	2	3550	2.66567e-05
KS, Trego County	1	0	0	0	0	0	0	1	1688	1.26751e-05
KS, Wabaunsee County	0	0	0	0	0	1	0	2	3254	2.44341e-05
KS, Wallace County	1	0	0	0	0	0	0	1	790	5.93209e-06
KS, Washington County	0	0	0	0	0	1	0	2	2940	2.20764e-05
KS, Wichita County	1	0	0	0	0	0	0	1	965	7.24614e-06
KS, Wilson County	0	0	0	0	0	1	0	4	4654	3.49467e-05
KS, Woodson County	0	0	0	0	0	1	0	2	2007	1.50704e-05
KS, Wyandotte County	0	0	0	0	0	1	0	70	67297	0.000505329
KY, Adair County	0	0	0	0	0	1	0	7	8505	6.38635e-05
KY, Allen County	0	0	0	0	0	1	0	6	9326	7.00284e-05
KY, Anderson County	0	0	0	0	0	1	0	5	9254	6.94878e-05
KY, Ballard County	0	0	0	0	0	1	0	3	3882	2.91497e-05
KY, Barren County	0	0	0	0	0	1	0	10	19402	0.000145688
KY, Bath County	0	0	0	0	0	1	0	3	5385	4.04357e-05
KY, Bell County	0	0	0	0	0	1	0	9	13098	9.83521e-05
KY, Boone County	0	0	0	0	0	1	0	22	47878	0.000359513
KY, Bourbon County	0	0	0	0	0	1	0	6	9007	6.7633e-05
KY, Boyd County	0	0	0	0	0	1	0	13	21682	0.000162809
KY, Boyle County	0	0	0	0	0	1	0	7	12399	9.31034e-05
KY, Bracken County	0	0	0	0	0	1	0	3	3827	2.87367e-05
KY, Breathitt County	0	0	0	0	0	1	0	7	6205	4.65931e-05
KY, Breckinridge County	0	0	0	0	0	1	0	6	10622	7.976e-05
KY, Bullitt County	0	0	0	0	0	1	0	18	30445	0.000228611
KY, Butler County	0	0	0	0	0	1	0	5	5855	4.39649e-05
KY, Caldwell County	0	0	0	0	0	1	0	3	6285	4.71938e-05
KY, Calloway County	0	0	0	0	0	1	0	9	18339	0.000137707
KY, Campbell County	0	0	0	0	0	1	0	25	39873	0.000299405
KY, Carlisle County	0	0	0	0	0	1	0	3	2440	1.83218e-05
KY, Carroll County	0	0	0	0	0	1	0	3	4691	3.52245e-05
KY, Carter County	0	0	0	0	0	1	0	7	12286	9.2255e-05
KY, Casey County	0	0	0	0	0	1	0	5	7419	5.57088e-05
KY, Christian County	0	0	0	0	0	1	0	19	29723	0.000223189
KY, Clark County	0	0	0	0	0	1	0	10	15756	0.000118311
KY, Clay County	0	0	0	0	0	1	0	6	8850	6.64542e-05
KY, Clinton County	0	0	0	0	0	1	0	3	5258	3.9482e-05
KY, Crittenden County	0	0	0	0	0	1	0	4	4561	3.42483e-05
KY, Cumberland County	0	0	0	0	0	1	0	2	3663	2.75052e-05
KY, Daviess County	0	0	0	0	0	1	0	23	42483	0.000319003
KY, Edmonson County	0	0	0	0	0	1	0	4	6454	4.84628e-05
KY, Elliott County	0	0	0	0	0	1	0	2	3362	2.5245e-05
KY, Estill County	0	0	0	0	0	1	0	4	6853	5.14589e-05
KY, Fayette County	0	0	0	0	0	1	0	82	138858	0.00104268
KY, Fleming County	0	0	0	0	0	1	0	4	6609	4.96267e-05
KY, Floyd County	0	0	0	0	0	1	0	10	18159	0.000136355
KY, Franklin County	0	0	0	0	0	1	0	11	23233	0.000174455
KY, Fulton County	0	0	0	0	0	1	0	2	3362	2.5245e-05
KY, Gallatin County	0	0	0	0	0	1	0	2	3835	2.87967e-05
KY, Garrard County	0	0	0	0	0	1	0	4	7464	5.60469e-05
KY, Grant County	0	0	0	0	0	1	0	4	9966	7.48342e-05
KY, Graves County	0	0	0	0	0	1	0	9	16755	0.000125812
KY, Grayson County	0	0	0	0	0	1	0	7	13505	0.000101408
KY, Green County	0	0	0	0	0	1	0	4	5287	3.96998e-05
KY, Greenup County	0	0	0	0	0	1	0	9	16274	0.000122201
KY, Hancock County	0	0	0	0	0	1	0	3	3724	2.79633e-05
KY, Hardin County	0	0	0	0	0	1	0	22	45661	0.000342866
KY, Harlan County	0	0	0	0	0	1	0	11	13469	0.000101138
KY, Harrison County	0	0	0	0	0	1	0	5	8208	6.16334e-05
KY, Hart County	0	0	0	0	0	1	0	5	8748	6.56883e-05
KY, Henderson County	0	0	0	0	0	1	0	11	20475	0.000153746
KY, Henry County	0	0	0	0	0	1	0	5	6662	5.00245e-05
KY, Hickman County	0	0	0	0	0	1	0	1	2340	1.75709e-05
KY, Hopkins County	0	0	0	0	0	1	0	12	21272	0.00015973
KY, Jackson County	0	0	0	0	0	1	0	3	6514	4.89133e-05
KY, Jefferson County	0	0	0	0	0	1	0	191	341528	0.00256453
KY, Jessamine County	0	0	0	0	0	1	0	9	19934	0.000149683
KY, Johnson County	0	0	0	0	0	1	0	6	10547	7.91968e-05
KY, Kenton County	0	0	0	0	0	1	0	41	69520	0.000522022
KY, Knott County	0	0	0	0	0	1	0	5	7441	5.58742e-05
KY, Knox County	0	0	0	0	0	1	0	8	14476	0.0001087
KY, Larue County	0	0	0	0	0	1	0	4	6270	4.70811e-05
KY, Laurel County	0	0	0	0	0	1	0	13	25434	0.000190982
KY, Lawrence County	0	0	0	0	0	1	0	5	7264	5.45449e-05
KY, Lee County	0	0	0	0	0	1	0	3	3438	2.58158e-05
KY, Leslie County	0	0	0	0	0	1	0	3	5264	3.95271e-05
KY, Letcher County	0	0	0	0	0	1	0	7	11576	8.69235e-05
KY, Lewis County	0	0	0	0	0	1	0	4	6478	4.86429e-05
KY, Lincoln County	0	0	0	0	0	1	0	6	10850	8.1472e-05
KY, Livingston County	0	0	0	0	0	1	0	2	4815	3.61557e-05
KY, Logan County	0	0	0	0	0	1	0	6	12312	9.24503e-05
KY, Lyon County	0	0	0	0	0	1	0	3	4815	3.61557e-05
KY, Madison County	0	0	0	0	0	1	0	19	35815	0.000268932
KY, Magoffin County	0	0	0	0	0	1	0	4	5935	4.45656e-05
KY, Marion County	0	0	0	0	0	1	0	6	8214	6.16785e-05
KY, Marshall County	0	0	0	0	0	1	0	6	15929	0.00011961
KY, Martin County	0	0	0	0	0	1	0	3	5145	3.86334e-05
KY, Mason County	0	0	0	0	0	1	0	5	8147	6.11753e-05
KY, McCracken County	0	0	0	0	0	1	0	17	31513	0.000236629
KY, McCreary County	0	0	0	0	0	1	0	4	7438	5.58516e-05
KY, McLean County	0	0	0	0	0	1	0	3	4256	3.1958e-05
KY, Meade County	0	0	0	0	0	1	0	8	12170	9.13839e-05
KY, Menifee County	0	0	0	0	0	1	0	2	3854	2.89395e-05
KY, Mercer County	0	0	0	0	0	1	0	5	10054	7.54949e-05
KY, Metcalfe County	0	0	0	0	0	1	0	3	4680	3.5142e-05
KY, Monroe County	0	0	0	0	0	1	0	4	5202	3.90616e-05
KY, Montgomery County	0	0	0	0	0	1	0	6	11755	8.82677e-05
KY, Morgan County	0	0	0	0	0	1	0	5	5870	4.40776e-05
KY, Muhlenberg County	0	0	0	0	0	1	0	9	13663	0.000102595
KY, Nelson County	0	0	0	0	0	1	0	9	18569	0.000139434
KY, Nicholas County	0	0	0	0	0	1	0	2	3244	2.43589e-05
KY, Ohio County	0	0	0	0	0	1	0	7	10232	7.68315e-05
KY, Oldham County	0	0	0	0	0	1	0	14	21291	0.000159873
KY, Owen County	0	0	0	0	0	1	0	3	5634	4.23054e-05
KY, Owsley County	0	0	0	0	0	1	0	2	2169	1.62869e-05
KY, Pendleton County	0	0	0	0	0	1	0	3	6320	4.74566e-05
KY, Perry County	0	0	0	0	0	1	0	8	12794	9.60694e-05
KY, Pike County	0	0	0	0	0	1	0	19	30330	0.000227746
KY, Powell County	0	0	0	0	0	1	0	2	5587	4.19524e-05
KY, Pulaski County	0	0	0	0	0	1	0	14	31189	0.000234197
KY, Robertson County	0	0	0	0	0	1	0	1	1147	8.61276e-06
KY, Rockcastle County	0	0	0	0	0	1	0	4	7701	5.78264e-05
KY, Rowan County	0	0	0	0	0	1	0	4	10128	7.60505e-05
KY, Russell County	0	0	0	0	0	1	0	5	9947	7.46914e-05
KY, Scott County	0	0	0	0	0	1	0	14	20517	0.000154061
KY, Shelby County	0	0	0	0	0	1	0	9	17046	0.000127997
KY, Simpson County	0	0	0	0	0	1	0	4	7569	5.68352e-05
KY, Spencer County	0	0	0	0	0	1	0	4	6925	5.19996e-05
KY, Taylor County	0	0	0	0	0	1	0	5	10959	8.22905e-05
KY, Todd County	0	0	0	0	0	1	0	4	5285	3.96849e-05
KY, Trigg County	0	0	0	0	0	1	0	5	7841	5.88776e-05
KY, Trimble County	0	0	0	0	0	1	0	2	3930	2.95101e-05
KY, Union County	0	0	0	0	0	1	0	4	6193	4.65029e-05
KY, Warren County	0	0	0	0	0	1	0	24	49864	0.000374427
KY, Washington County	0	0	0	0	0	1	0	3	5097	3.82731e-05
KY, Wayne County	0	0	0	0	0	1	0	5	10843	8.14195e-05
KY, Webster County	0	0	0	0	0	1	0	4	5920	4.4453e-05
KY, Whitley County	0	0	0	0	0	1	0	8	15180	0.000113986
KY, Wolfe County	0	0	0	0	0	1	0	2	3651	2.74153e-05
KY, Woodford County	0	0	0	0	0	1	0	8	10938	8.21329e-05
LA, Acadia Parish	0	0	1	0	0	0	0	12	25867	0.000194234
LA, Allen Parish	0	0	1	0	0	0	0	5	9782	7.34522e-05
LA, Ascension Parish	0	0	1	0	0	0	0	14	44127	0.000331346
LA, Assumption Parish	0	0	1	0	0	0	0	6	10502	7.88586e-05
LA, Avoyelles Parish	0	0	1	0	0	0	0	9	18184	0.000136542
LA, Beauregard Parish	0	0	1	0	0	0	0	7	15220	0.000114286
LA, Bienville Parish	0	0	1	0	0	0	0	5	7731	5.80518e-05
LA, Bossier Parish	0	0	1	0	0	0	0	22	53917	0.000404861
LA, Caddo Parish	0	0	1	0	0	0	0	64	112745	0.000846598
LA, Calcasieu Parish	0	0	1	0	0	0	0	44	85898	0.000645
LA, Caldwell Parish	0	0	1	0	0	0	0	3	5028	3.7755e-05
LA, Cameron Parish	0	0	1	0	0	0	0	3	3641	2.734e-05
LA, Catahoula Parish	0	0	1	0	0	0	0	3	4905	3.68314e-05
LA, Claiborne Parish	0	0	1	0	0	0	0	5	7755	5.82319e-05
LA, Concordia Parish	0	0	1	0	0	0	0	5	9434	7.08396e-05
LA, De Soto Parish	0	0	1	0	0	0	0	7	12432	9.33513e-05
LA, East Baton Rouge Parish	0	0	1	0	0	0	0	92	191397	0.00143718
LA, East Carroll Parish	0	0	0	0	0	1	0	3	3076	2.30976e-05
LA, East Feliciana Parish	0	0	1	0	0	0	0	5	8177	6.14005e-05
LA, Evangeline Parish	0	0	1	0	0	0	0	8	14842	0.000111447
LA, Franklin Parish	0	0	1	0	0	0	0	6	9109	6.83991e-05
LA, Grant Parish	0	0	1	0	0	0	0	5	9031	6.78134e-05
LA, Iberia Parish	0	0	1	0	0	0	0	16	30077	0.000225846
LA, Iberville Parish	0	0	1	0	0	0	0	7	13009	9.76835e-05
LA, Jackson Parish	0	0	1	0	0	0	0	5	7738	5.81043e-05
LA, Jefferson Davis Parish	0	0	1	0	0	0	0	7	13596	0.000102091
LA, Jefferson Parish	0	0	1	0	0	0	0	127	189170	0.00142046
LA, La Salle Parish	0	0	1	0	0	0	0	3	6581	4.94164e-05
LA, Lafayette Parish	0	0	1	0	0	0	0	43	97847	0.000734725
LA, Lafourche Parish	0	0	1	0	0	0	0	24	39711	0.000298186
LA, Lincoln Parish	0	0	1	0	0	0	0	10	19722	0.000148092
LA, Livingston Parish	0	0	1	0	0	0	0	17	53673	0.000403026
LA, Madison Parish	0	0	1	0	0	0	0	5	4928	3.70042e-05
LA, Morehouse Parish	0	0	0	0	0	1	0	8	12502	9.3877e-05
LA, Natchitoches Parish	0	0	1	0	0	0	0	9	18762	0.000140884
LA, Orleans Parish	0	0	1	0	0	0	0	177	192358	0.0014444
LA, Ouachita Parish	0	0	1	0	0	0	0	40	66334	0.000498099
LA, Plaquemines Parish	0	0	1	0	0	0	0	9	9866	7.40829e-05
LA, Pointe Coupee Parish	0	0	1	0	0	0	0	6	11298	8.48358e-05
LA, Rapides Parish	0	0	1	0	0	0	0	33	56988	0.000427918
LA, Red River Parish	0	0	1	0	0	0	0	2	4140	3.10872e-05
LA, Richland Parish	0	0	1	0	0	0	0	6	8829	6.62965e-05
LA, Sabine Parish	0	0	1	0	0	0	0	7	14433	0.000108377
LA, St. Bernard Parish	0	0	1	0	0	0	0	18	16871	0.000126682
LA, St. Charles Parish	0	0	1	0	0	0	0	13	20289	0.000152348
LA, St. Helena Parish	0	0	1	0	0	0	0	2	5157	3.87235e-05
LA, St. James Parish	0	0	1	0	0	0	0	7	8702	6.53426e-05
LA, St. John the Baptist Parish	0	0	1	0	0	0	0	11	17619	0.000132299
LA, St. Landry Parish	0	0	1	0	0	0	0	19	36172	0.000271612
LA, St. Martin Parish	0	0	1	0	0	0	0	11	22536	0.000169221
LA, St. Mary Parish	0	0	1	0	0	0	0	17	23206	0.000174252
LA, St. Tammany Parish	0	0	1	0	0	0	0	43	98916	0.000742752
LA, Tangipahoa Parish	0	0	1	0	0	0	0	20	52513	0.000394316
LA, Tensas Parish	0	0	1	0	0	0	0	3	3377	2.53578e-05
LA, Terrebonne Parish	0	0	1	0	0	0	0	22	44616	0.000335018
LA, Union Parish	0	0	1	0	0	0	0	6	11429	8.58199e-05
LA, Vermilion Parish	0	0	1	0	0	0	0	13	25869	0.000194248
LA, Vernon Parish	0	0	1	0	0	0	0	12	21719	0.000163087
LA, Washington Parish	0	0	1	0	0	0	0	11	21284	0.00015982
LA, Webster Parish	0	0	1	0	0	0	0	11	19427	0.000145877
LA, West Baton Rouge Parish	0	0	1	0	0	0	0	5	10078	7.56749e-05
LA, West Carroll Parish	0	0	0	0	0	1	0	3	5076	3.81155e-05
LA, West Feliciana Parish	0	0	1	0	0	0	0	3	5249	3.94144e-05
LA, Winn Parish	0	0	1	0	0	0	0	4	7233	5.43124e-05
MA, Barnstable County	1	0	0	0	0	0	0	57	161632	0.00121369
MA, Berkshire County	1	0	0	0	0	0	0	39	68391	0.000513545
MA, Bristol County	1	0	0	0	0	0	0	126	231247	0.00173643
MA, Dukes County	1	0	0	0	0	0	0	5	17536	0.000131677
MA, Essex County	1	0	0	0	0	0	0	163	308459	0.0023162
MA, Franklin County	1	0	0	0	0	0	0	18	33684	0.000252931
MA, Hampden County	1	0	0	0	0	0	0	103	192032	0.00144196
MA, Hampshire County	1	0	0	0	0	0	0	36	62915	0.000472427
MA, Middlesex County	1	0	0	0	0	0	0	318	619399	0.00465104
MA, Nantucket County	1	0	0	0	0	0	0	6	11844	8.8936e-05
MA, Norfolk County	1	0	0	0	0	0	0	130	273280	0.00205205
MA, Plymouth County	1	0	0	0	0	0	0	101	202564	0.00152104
MA, Suffolk County	1	0	0	0	0	0	0	204	324390	0.00243584
MA, Worcester County	1	0	0	0	0	0	0	172	329285	0.00247259
MD, Allegany County	0	0	0	0	0	1	0	23	33211	0.000249379
MD, Anne Arundel County	0	0	0	0	0	1	0	105	219319	0.00164686
MD, Baltimore County	0	0	0	0	0	1	0	214	337031	0.00253074
MD, Baltimore city	0	0	0	0	0	1	0	200	296923	0.00222957
MD, Calvert County	0	0	0	0	0	1	0	19	34613	0.000259907
MD, Caroline County	0	0	0	0	0	1	0	9	13525	0.000101558
MD, Carroll County	0	0	0	0	0	1	0	38	63123	0.000473988
MD, Cecil County	0	0	0	0	0	1	0	19	42269	0.000317395
MD, Charles County	0	0	0	0	0	1	0	31	58014	0.000435623
MD, Dorchester County	0	0	0	0	0	1	0	10	16700	0.000125399
MD, Frederick County	0	0	0	0	0	1	0	61	93645	0.000703175
MD, Garrett County	1	0	0	0	0	0	0	7	19080	0.000143271
MD, Harford County	0	0	0	0	0	1	0	57	98277	0.000737958
MD, Howard County	0	0	0	0	0	1	0	55	115003	0.000863551
MD, Kent County	0	0	0	0	0	1	0	6	10667	8.00979e-05
MD, Montgomery County	0	0	0	0	0	1	0	215	385485	0.00289458
MD, Prince George's County	0	0	0	0	0	1	0	218	330708	0.00248326
MD, Queen Anne's County	0	0	0	0	0	1	0	14	20754	0.000155841
MD, Somerset County	0	0	0	0	0	1	0	8	11244	8.44306e-05
MD, St. Mary's County	0	0	0	0	0	1	0	18	43276	0.000324958
