Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Single-Family Detached	Non-Ducted Heat Pump	MA	1980-99	0	0	0	1	0	0	30	8832.2	1.64297e-05
Single-Family Detached	Non-Ducted Heating	MA	1980-99	0.331859	0	0	0	0.104185	0.563957	23	92803.3	0.000588754
Single-Family Detached	None	MA	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.56075e-06
Single-Family Detached	Ducted Heat Pump	MA	2000-09	0	1	0	0	0	0	19	0	1.18099e-05
Single-Family Detached	Ducted Heating	MA	2000-09	0.861357	0	0	0	0	0.138643	17	66662.8	0.000625744
Single-Family Detached	Non-Ducted Heat Pump	MA	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Detached	Non-Ducted Heating	MA	2000-09	0.340715	0	0	0	0.29964	0.359645	30	12046.2	0.000115875
Single-Family Detached	None	MA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	4.42694e-07
Single-Family Detached	Ducted Heat Pump	MA	2010s	0	1	0	0	0	0	19	0	3.02368e-06
Single-Family Detached	Ducted Heating	MA	2010s	0.910973	0	0	0	0	0.0890266	15	42977.3	0.000225051
Single-Family Detached	Non-Ducted Heat Pump	MA	2010s	0	0	0	1	0	0	30	0	3.1566e-06
Single-Family Detached	Non-Ducted Heating	MA	2010s	0.030037	0	0	0	0.282408	0.687555	19	2672.76	3.33539e-05
Single-Family Detached	None	MA	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.71756e-07
Single-Family Detached	Ducted Heat Pump	MA	<1940	0	1	0	0	0	0	67	0	6.91971e-06
Single-Family Detached	Ducted Heating	MA	<1940	0.370256	0	0	0	0.11385	0.515894	54	183603	0.00153612
Single-Family Detached	Non-Ducted Heat Pump	MA	<1940	0	0	0	1	0	0	30	0	1.34232e-05
Single-Family Detached	Non-Ducted Heating	MA	<1940	0.112239	0	0	0	0.0880448	0.799717	38	131872	0.00116059
Single-Family Detached	None	MA	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	2.87019e-06
Mobile Home	Ducted Heat Pump	MD	1940-59	0	1	0	0	0	0	66	0	7.55785e-07
Mobile Home	Ducted Heating	MD	1940-59	0.823196	0	0	0	0.0376575	0.139147	281	10164.5	4.72097e-06
Mobile Home	Non-Ducted Heat Pump	MD	1940-59	0	0	0	1	0	0	35	0	4.63963e-08
Mobile Home	Non-Ducted Heating	MD	1940-59	0.413568	0	0	0	0.101783	0.484649	98	0	1.89103e-06
Mobile Home	None	MD	1940-59	0.64578	0	0	0	0.169416	0.184805	12	0	1.72098e-07
Mobile Home	Ducted Heat Pump	MD	1960-79	0	1	0	0	0	0	15	0	8.64751e-06
Mobile Home	Ducted Heating	MD	1960-79	0.655676	0	0	0	0.067396	0.276928	17	0	3.80942e-05
Mobile Home	Non-Ducted Heat Pump	MD	1960-79	0	0	0	1	0	0	10	0	1.13268e-07
Mobile Home	Non-Ducted Heating	MD	1960-79	0.0542436	0	0	0	0.159387	0.78637	10	0	1.65415e-05
Mobile Home	None	MD	1960-79	0.950053	0	0	0	0	0.0499471	28	0	9.07699e-07
Mobile Home	Ducted Heat Pump	MD	1980-99	0	1	0	0	0	0	52	0	2.19078e-05
Mobile Home	Ducted Heating	MD	1980-99	0.538132	0	0	0	0.16115	0.300718	36	6763.98	6.57945e-05
Mobile Home	Non-Ducted Heat Pump	MD	1980-99	0	0	0	1	0	0	13	0	0
Mobile Home	Non-Ducted Heating	MD	1980-99	0.21068	0	0	0	0.122392	0.666927	21	0	2.71197e-05
Mobile Home	None	MD	1980-99	0.915753	0	0	0	0.0295389	0.0547081	44	0	4.11048e-07
Mobile Home	Ducted Heat Pump	MD	2000-09	0	1	0	0	0	0	14	0	8.13587e-06
Mobile Home	Ducted Heating	MD	2000-09	0.702495	0	0	0	0.198231	0.0992737	15	0	3.00753e-05
Mobile Home	Non-Ducted Heat Pump	MD	2000-09	0	0	0	1	0	0	35	0	0
Mobile Home	Non-Ducted Heating	MD	2000-09	0.782953	0	0	0	0.0328618	0.184185	27	0	8.14704e-06
Mobile Home	None	MD	2000-09	0.968696	0	0	0	0.0313038	0	27	0	2.06078e-07
Mobile Home	Ducted Heat Pump	MD	2010s	0	1	0	0	0	0	10	0	3.48303e-06
Mobile Home	Ducted Heating	MD	2010s	0.940417	0	0	0	0.0465636	0.0130195	158	0	7.3633e-06
Mobile Home	Non-Ducted Heat Pump	MD	2010s	0	0	0	1	0	0	35	0	5.19195e-07
Mobile Home	Non-Ducted Heating	MD	2010s	0.797705	0	0	0	0.0572044	0.145091	34	0	1.49334e-06
Mobile Home	None	MD	2010s	0.99354	0	0	0	0.00645994	0	16	0	0
Mobile Home	Ducted Heat Pump	MD	<1940	0	1	0	0	0	0	27	0	3.95691e-07
Mobile Home	Ducted Heating	MD	<1940	0.832148	0	0	0	0.0515955	0.116257	150	0	1.91911e-06
Mobile Home	Non-Ducted Heat Pump	MD	<1940	0	0	0	1	0	0	35	0	6.19484e-08
Mobile Home	Non-Ducted Heating	MD	<1940	0.228981	0	0	0	0.154184	0.616835	69	0	1.12433e-06
Mobile Home	None	MD	<1940	0.590941	0	0	0	0.2541	0.154959	12	0	1.16036e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	1940-59	0	1	0	0	0	0	25	0	1.73832e-05
Multi-Family with 2 - 4 Units	Ducted Heating	MD	1940-59	0.489581	0	0	0	0.171499	0.33892	13	12531.6	5.19311e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	1940-59	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	1940-59	0.424094	0	0	0	0	0.575906	11	15489	6.19544e-05
Multi-Family with 2 - 4 Units	None	MD	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	1.85256e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	1960-79	0	1	0	0	0	0	28	0	2.45573e-05
Multi-Family with 2 - 4 Units	Ducted Heating	MD	1960-79	0.82474	0	0	0	0.0931341	0.0821257	26	29225.3	9.19867e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	1960-79	0	0	0	1	0	0	14	0	4.02065e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	1960-79	0.478127	0	0	0	0.292378	0.229496	10	4626.19	2.95617e-05
Multi-Family with 2 - 4 Units	None	MD	1960-79	0.717095	0	0	0	0.138197	0.144707	21	0	1.40825e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	1980-99	0	1	0	0	0	0	14	13078.8	4.54669e-05
Multi-Family with 2 - 4 Units	Ducted Heating	MD	1980-99	0.963421	0	0	0	0	0.0365794	19	14472.9	6.18253e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	1980-99	0	0	0	1	0	0	14	0	1.91275e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	1980-99	0.812982	0	0	0	0.0841135	0.102905	26	0	1.64115e-05
Multi-Family with 2 - 4 Units	None	MD	1980-99	0.975068	0	0	0	0.0249323	0	25	0	2.27858e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	2000-09	0	1	0	0	0	0	23	0	5.78262e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MD	2000-09	0.829064	0	0	0	0.168032	0.00290437	58	0	2.08315e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	2000-09	0	0	0	1	0	0	14	0	2.28968e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	2000-09	0.742575	0	0	0	0.0973331	0.160092	22	0	2.42021e-06
Multi-Family with 2 - 4 Units	None	MD	2000-09	0.879106	0	0	0	0.0501536	0.0707403	17	6615.49	2.74104e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	2010s	0	1	0	0	0	0	20	0	2.32323e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MD	2010s	0.822674	0	0	0	0.127324	0.0500015	44	6255.71	6.22352e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	2010s	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	2010s	0.637679	0	0	0	0.0936288	0.268692	13	0	1.63469e-06
Multi-Family with 2 - 4 Units	None	MD	2010s	0.910476	0	0	0	0.0371397	0.0523846	26	0	3.53678e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MD	<1940	0	1	0	0	0	0	21	0	3.95163e-05
Multi-Family with 2 - 4 Units	Ducted Heating	MD	<1940	0.73662	0	0	0	0.173649	0.0897303	19	11182.3	6.75384e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MD	<1940	0	0	0	1	0	0	14	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MD	<1940	0.234704	0	0	0	0.0343296	0.730966	27	16180.5	0.000104985
Multi-Family with 2 - 4 Units	None	MD	<1940	0.849495	0	0	0	0.085747	0.0647577	102	0	1.82897e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MD	1940-59	0	1	0	0	0	0	17	0	4.93239e-05
Multi-Family with 5+ Units	Ducted Heating	MD	1940-59	0.800324	0	0	0	0.0800128	0.119663	20	11674.8	0.000124423
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	1940-59	0	0	0	1	0	0	14	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MD	1940-59	0.269775	0	0	0	0.156792	0.573433	33	35866.3	0.000170871
Multi-Family with 5+ Units	None	MD	1940-59	0.849495	0	0	0	0.085747	0.0647577	102	0	3.80109e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MD	1960-79	0	1	0	0	0	0	22	28602.9	0.000245868
Multi-Family with 5+ Units	Ducted Heating	MD	1960-79	0.729252	0	0	0	0.182524	0.0882239	11	99867.4	0.000800176
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	1960-79	0	0	0	1	0	0	14	0	1.29705e-05
Multi-Family with 5+ Units	Non-Ducted Heating	MD	1960-79	0.76079	0	0	0	0	0.23921	23	9537.09	0.000268964
Multi-Family with 5+ Units	None	MD	1960-79	0.737349	0	0	0	0.12423	0.138421	16	0	1.5007e-05
Multi-Family with 5+ Units	Ducted Heat Pump	MD	1980-99	0	1	0	0	0	0	25	45785.4	0.000213457
Multi-Family with 5+ Units	Ducted Heating	MD	1980-99	0.848581	0	0	0	0.0766909	0.0747276	13	128534	0.000781939
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	1980-99	0	0	0	1	0	0	14	19770.4	5.8024e-05
Multi-Family with 5+ Units	Non-Ducted Heating	MD	1980-99	0.812538	0	0	0	0.0781434	0.109318	22	28210.9	0.000226755
Multi-Family with 5+ Units	None	MD	1980-99	0.970739	0	0	0	0.0292608	0	20	20279.7	8.63113e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MD	2000-09	0	1	0	0	0	0	19	25252.7	0.000104034
Multi-Family with 5+ Units	Ducted Heating	MD	2000-09	0.831259	0	0	0	0.168741	0	49	53420.9	0.000363148
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	2000-09	0	0	0	1	0	0	14	0	7.84669e-06
Multi-Family with 5+ Units	Non-Ducted Heating	MD	2000-09	0.742575	0	0	0	0.0973331	0.160092	22	10347.7	3.40033e-05
Multi-Family with 5+ Units	None	MD	2000-09	0.86031	0	0	0	0.0579511	0.0817385	14	0	4.41079e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MD	2010s	0	1	0	0	0	0	18	0	9.47306e-05
Multi-Family with 5+ Units	Ducted Heating	MD	2010s	0.873433	0	0	0	0.0708095	0.055758	39	24273.2	0.000184114
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	2010s	0	0	0	1	0	0	14	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MD	2010s	0.683261	0	0	0	0	0.316739	11	0	4.17299e-05
Multi-Family with 5+ Units	None	MD	2010s	0.910476	0	0	0	0.0371397	0.0523846	26	0	3.04668e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MD	<1940	0	1	0	0	0	0	14	0	6.16954e-05
Multi-Family with 5+ Units	Ducted Heating	MD	<1940	0.705882	0	0	0	0.294118	0	11	9596.96	5.6858e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MD	<1940	0	0	0	1	0	0	14	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MD	<1940	0.347027	0	0	0	0.0583572	0.594616	20	6664.42	0.000100393
Multi-Family with 5+ Units	None	MD	<1940	0.849495	0	0	0	0.085747	0.0647577	102	0	2.30323e-06
Single-Family Attached	Ducted Heat Pump	MD	1940-59	0	1	0	0	0	0	66	1847.9	5.6657e-05
Single-Family Attached	Ducted Heating	MD	1940-59	0.921125	0	0	0	0.0356221	0.0432531	14	42723	0.000525561
Single-Family Attached	Non-Ducted Heat Pump	MD	1940-59	0	0	0	1	0	0	35	0	8.63803e-07
Single-Family Attached	Non-Ducted Heating	MD	1940-59	0.509141	0	0	0	0.150353	0.340507	27	10196.8	0.000128428
Single-Family Attached	None	MD	1940-59	0.64578	0	0	0	0.169416	0.184805	12	0	5.39858e-06
Single-Family Attached	Ducted Heat Pump	MD	1960-79	0	1	0	0	0	0	15	13875.7	0.000158083
Single-Family Attached	Ducted Heating	MD	1960-79	0.645195	0	0	0	0.0594965	0.295309	12	56331.9	0.000409376
Single-Family Attached	Non-Ducted Heat Pump	MD	1960-79	0	0	0	1	0	0	10	0	1.79261e-06
Single-Family Attached	Non-Ducted Heating	MD	1960-79	0.491749	0	0	0	0.126685	0.381566	67	10374.3	5.34239e-05
Single-Family Attached	None	MD	1960-79	0.947827	0	0	0	0	0.0521731	27	0	3.55508e-06
Single-Family Attached	Ducted Heat Pump	MD	1980-99	0	1	0	0	0	0	10	48569.2	0.000416616
Single-Family Attached	Ducted Heating	MD	1980-99	1	0	0	0	0	0	10	42956.1	0.000658287
Single-Family Attached	Non-Ducted Heat Pump	MD	1980-99	0	0	0	1	0	0	13	5090.79	5.02457e-05
Single-Family Attached	Non-Ducted Heating	MD	1980-99	0.575449	0	0	0	0.166956	0.257594	60	4052.43	0.000106222
Single-Family Attached	None	MD	1980-99	0.967933	0	0	0	0.0320666	0	41	0	5.43569e-06
Single-Family Attached	Ducted Heat Pump	MD	2000-09	0	1	0	0	0	0	25	0	7.22088e-05
Single-Family Attached	Ducted Heating	MD	2000-09	0.892033	0	0	0	0	0.107967	11	46184.3	0.00030935
Single-Family Attached	Non-Ducted Heat Pump	MD	2000-09	0	0	0	1	0	0	35	0	0
Single-Family Attached	Non-Ducted Heating	MD	2000-09	0.870269	0	0	0	0	0.129731	23	0	9.18916e-06
Single-Family Attached	None	MD	2000-09	0.965548	0	0	0	0.0344524	0	25	0	1.28978e-06
Single-Family Attached	Ducted Heat Pump	MD	2010s	0	1	0	0	0	0	14	4895.22	3.72508e-05
Single-Family Attached	Ducted Heating	MD	2010s	1	0	0	0	0	0	10	37305.5	0.000145175
Single-Family Attached	Non-Ducted Heat Pump	MD	2010s	0	0	0	1	0	0	35	0	3.17143e-06
Single-Family Attached	Non-Ducted Heating	MD	2010s	0.797705	0	0	0	0.0572044	0.145091	34	0	8.35913e-06
Single-Family Attached	None	MD	2010s	0.99354	0	0	0	0.00645994	0	16	0	1.58406e-07
Single-Family Attached	Ducted Heat Pump	MD	<1940	0	1	0	0	0	0	27	4775.4	4.70299e-05
Single-Family Attached	Ducted Heating	MD	<1940	0.72771	0	0	0	0.160365	0.111925	35	30997.2	0.000417629
Single-Family Attached	Non-Ducted Heat Pump	MD	<1940	0	0	0	1	0	0	35	0	1.40234e-06
Single-Family Attached	Non-Ducted Heating	MD	<1940	0.298264	0	0	0	0.214945	0.486791	25	12515	0.000238441
Single-Family Attached	None	MD	<1940	0.590941	0	0	0	0.2541	0.154959	12	0	3.60436e-06
Single-Family Detached	Ducted Heat Pump	MD	1940-59	0	1	0	0	0	0	59	1636.26	0.000175676
Single-Family Detached	Ducted Heating	MD	1940-59	0.829271	0	0	0	0.0829941	0.0877344	32	167881	0.00133718
Single-Family Detached	Non-Ducted Heat Pump	MD	1940-59	0	0	0	1	0	0	35	0	9.29524e-06
Single-Family Detached	Non-Ducted Heating	MD	1940-59	0.682056	0	0	0	0	0.317944	10	27869.6	0.000312789
Single-Family Detached	None	MD	1940-59	0.733045	0	0	0	0.185472	0.0814833	10	1690.11	3.72069e-06
Single-Family Detached	Ducted Heat Pump	MD	1960-79	0	1	0	0	0	0	138	43680	0.000326973
Single-Family Detached	Ducted Heating	MD	1960-79	0.932391	0	0	0	0.0437479	0.0238606	43	245596	0.00159407
Single-Family Detached	Non-Ducted Heat Pump	MD	1960-79	0	0	0	1	0	0	10	0	7.38093e-06
Single-Family Detached	Non-Ducted Heating	MD	1960-79	0.66488	0	0	0	0.209288	0.125832	10	58385.6	0.000505356
Single-Family Detached	None	MD	1960-79	0.94013	0	0	0	0	0.0598697	22	0	6.08466e-06
Single-Family Detached	Ducted Heat Pump	MD	1980-99	0	1	0	0	0	0	26	145983	0.00107013
Single-Family Detached	Ducted Heating	MD	1980-99	0.906176	0	0	0	0.0623201	0.0315036	37	219158	0.00120965
Single-Family Detached	Non-Ducted Heat Pump	MD	1980-99	0	0	0	1	0	0	13	0	0
Single-Family Detached	Non-Ducted Heating	MD	1980-99	0.534786	0	0	0	0.175471	0.289743	51	35470	0.0002893
Single-Family Detached	None	MD	1980-99	0.961568	0	0	0	0.0384324	0	33	10231.6	8.76382e-06
Single-Family Detached	Ducted Heat Pump	MD	2000-09	0	1	0	0	0	0	120	25743.3	0.000182657
Single-Family Detached	Ducted Heating	MD	2000-09	1	0	0	0	0	0	14	76895.9	0.000790403
Single-Family Detached	Non-Ducted Heat Pump	MD	2000-09	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	MD	2000-09	0.857303	0	0	0	0	0.142697	21	4643.63	7.98149e-05
Single-Family Detached	None	MD	2000-09	0.954851	0	0	0	0.0451486	0	18	0	2.78715e-06
Single-Family Detached	Ducted Heat Pump	MD	2010s	0	1	0	0	0	0	83	15932.4	7.35466e-05
Single-Family Detached	Ducted Heating	MD	2010s	0.945761	0	0	0	0.0380362	0.0162032	122	11403.4	0.000228048
Single-Family Detached	Non-Ducted Heat Pump	MD	2010s	0	0	0	1	0	0	35	0	0
Single-Family Detached	Non-Ducted Heating	MD	2010s	0.797705	0	0	0	0.0572044	0.145091	34	0	2.14423e-05
Single-Family Detached	None	MD	2010s	1	0	0	0	0	0	13	0	7.9582e-07
Single-Family Detached	Ducted Heat Pump	MD	<1940	0	1	0	0	0	0	20	4228.46	7.71454e-05
Single-Family Detached	Ducted Heating	MD	<1940	0.734292	0	0	0	0	0.265708	13	63006.5	0.00057219
Single-Family Detached	Non-Ducted Heat Pump	MD	<1940	0	0	0	1	0	0	35	0	1.40227e-05
Single-Family Detached	Non-Ducted Heating	MD	<1940	0.225133	0	0	0	0.147849	0.627018	43	40571.5	0.000331849
Single-Family Detached	None	MD	<1940	0.590941	0	0	0	0.2541	0.154959	12	4367.64	2.92838e-06
Mobile Home	Ducted Heat Pump	ME	1940-59	0	1	0	0	0	0	67	0	0
Mobile Home	Ducted Heating	ME	1940-59	0.325343	0	0	0	0.103721	0.570937	261	2940.12	4.29736e-06
Mobile Home	Non-Ducted Heat Pump	ME	1940-59	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	ME	1940-59	0.210466	0	0	0	0.146267	0.643267	181	0	2.01038e-06
Mobile Home	None	ME	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	0
Mobile Home	Ducted Heat Pump	ME	1960-79	0	1	0	0	0	0	20	0	4.30776e-07
Mobile Home	Ducted Heating	ME	1960-79	0.298215	0	0	0	0.41826	0.283525	13	2806.41	6.56875e-05
Mobile Home	Non-Ducted Heat Pump	ME	1960-79	0	0	0	1	0	0	30	0	2.632e-07
Mobile Home	Non-Ducted Heating	ME	1960-79	0.239349	0	0	0	0.125151	0.6355	124	8511.49	4.85041e-05
Mobile Home	None	ME	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.97415e-07
Mobile Home	Ducted Heat Pump	ME	1980-99	0	1	0	0	0	0	21	0	3.11661e-06
Mobile Home	Ducted Heating	ME	1980-99	0.303633	0	0	0	0.153247	0.54312	21	19308.5	0.000155257
Mobile Home	Non-Ducted Heat Pump	ME	1980-99	0	0	0	1	0	0	30	0	1.11391e-06
Mobile Home	Non-Ducted Heating	ME	1980-99	0.181234	0	0	0	0.312275	0.506492	115	0	7.76396e-05
Mobile Home	None	ME	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.04269e-07
Mobile Home	Ducted Heat Pump	ME	2000-09	0	1	0	0	0	0	19	0	4.67907e-07
Mobile Home	Ducted Heating	ME	2000-09	0.700011	0	0	0	0.0749895	0.225	91	5332.06	5.14512e-05
Mobile Home	Non-Ducted Heat Pump	ME	2000-09	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	ME	2000-09	0.32113	0	0	0	0.299973	0.378896	38	3058.14	2.22285e-05
Mobile Home	None	ME	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.81454e-07
Mobile Home	Ducted Heat Pump	ME	2010s	0	1	0	0	0	0	19	0	1.91996e-07
Mobile Home	Ducted Heating	ME	2010s	0.834446	0	0	0	0.0739751	0.0915788	57	4239.19	1.10136e-05
Mobile Home	Non-Ducted Heat Pump	ME	2010s	0	0	0	1	0	0	30	0	2.00436e-07
Mobile Home	Non-Ducted Heating	ME	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	3.96575e-06
Mobile Home	None	ME	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Mobile Home	Ducted Heat Pump	ME	<1940	0	1	0	0	0	0	67	0	2.44862e-08
Mobile Home	Ducted Heating	ME	<1940	0.348966	0	0	0	0.155129	0.495905	165	0	9.98517e-07
Mobile Home	Non-Ducted Heat Pump	ME	<1940	0	0	0	1	0	0	30	0	4.74994e-08
Mobile Home	Non-Ducted Heating	ME	<1940	0.116844	0	0	0	0.173399	0.709757	139	0	1.28372e-06
Mobile Home	None	ME	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	4.11055e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	1940-59	0	1	0	0	0	0	17	0	1.11733e-06
Multi-Family with 2 - 4 Units	Ducted Heating	ME	1940-59	0.0867029	0	0	0	0.21666	0.696637	35	3890.62	2.48635e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	1940-59	0	0	0	1	0	0	16	0	1.76932e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	1940-59	0.0855249	0	0	0	0.196866	0.717609	57	8081.77	4.29766e-05
Multi-Family with 2 - 4 Units	None	ME	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	6.76914e-08
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	1960-79	0	1	0	0	0	0	43	0	2.02474e-06
Multi-Family with 2 - 4 Units	Ducted Heating	ME	1960-79	0.0709597	0	0	0	0.237371	0.691669	22	7565.18	2.96535e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	1960-79	0.0306303	0	0	0	0.115911	0.853458	20	0	6.88775e-05
Multi-Family with 2 - 4 Units	None	ME	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	8.22817e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	1980-99	0	1	0	0	0	0	11	0	1.0396e-06
Multi-Family with 2 - 4 Units	Ducted Heating	ME	1980-99	0.281028	0	0	0	0.160663	0.558309	25	3380.88	3.21778e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	1980-99	0	0	0	0	0.589027	0.410973	10	14280.4	6.96876e-05
Multi-Family with 2 - 4 Units	None	ME	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	6.86288e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	ME	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	0	1.05487e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	2000-09	0	0	0	1	0	0	10	0	2.51587e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	2000-09	0.333596	0	0	0	0.111921	0.554482	19	0	1.92858e-05
Multi-Family with 2 - 4 Units	None	ME	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	2010s	0	1	0	0	0	0	43	0	2.70226e-07
Multi-Family with 2 - 4 Units	Ducted Heating	ME	2010s	0.698741	0	0	0	0	0.301259	17	0	4.14871e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	2010s	0	0	0	1	0	0	10	0	1.51602e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	2010s	0.343655	0	0	0	0.238146	0.418199	10	6020.9	6.78314e-06
Multi-Family with 2 - 4 Units	None	ME	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	0
Multi-Family with 2 - 4 Units	Ducted Heat Pump	ME	<1940	0	1	0	0	0	0	17	0	3.30142e-06
Multi-Family with 2 - 4 Units	Ducted Heating	ME	<1940	0.0892414	0	0	0	0.223004	0.687755	34	10054.2	0.000101176
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	ME	<1940	0	0	0	1	0	0	16	0	1.80928e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	ME	<1940	0.139096	0	0	0	0.262339	0.598565	50	20885.2	0.000126691
Multi-Family with 2 - 4 Units	None	ME	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	1.95428e-06
Multi-Family with 5+ Units	Ducted Heat Pump	ME	1940-59	0	1	0	0	0	0	17	0	1.49193e-06
Multi-Family with 5+ Units	Ducted Heating	ME	1940-59	0.188446	0	0	0	0.25782	0.553734	25	4304.85	1.6866e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	1940-59	0	0	0	1	0	0	16	2009.99	3.48597e-07
Multi-Family with 5+ Units	Non-Ducted Heating	ME	1940-59	0.0337754	0	0	0	0.156337	0.809887	31	5004.6	2.98206e-05
Multi-Family with 5+ Units	None	ME	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	5.04204e-08
Multi-Family with 5+ Units	Ducted Heat Pump	ME	1960-79	0	1	0	0	0	0	43	0	1.63071e-06
Multi-Family with 5+ Units	Ducted Heating	ME	1960-79	0.362579	0	0	0	0	0.637421	18	3479.69	2.8233e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	1960-79	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	ME	1960-79	0.123559	0	0	0	0.213998	0.662443	39	7526.78	7.15611e-05
Multi-Family with 5+ Units	None	ME	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	1.36723e-06
Multi-Family with 5+ Units	Ducted Heat Pump	ME	1980-99	0	1	0	0	0	0	11	0	2.41106e-06
Multi-Family with 5+ Units	Ducted Heating	ME	1980-99	0.247041	0	0	0	0.147609	0.605349	18	7020.07	3.62734e-05
