Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
Level 2 charger	200-300%	Mobile Home	Owner	2010s	0	1	0	1.76693	9.81405e-19	3.79451e-08
Level 2 charger	200-300%	Mobile Home	Owner	<1940	0	1	0	1.76693	9.81405e-19	5.29561e-09
Level 2 charger	200-300%	Mobile Home	Renter	1940-59	0	1	0	0.0615371	3.93567e-20	1.51644e-08
Level 2 charger	200-300%	Mobile Home	Renter	1960-79	0	1	0	0.0615371	3.93567e-20	1.47194e-07
Level 2 charger	200-300%	Mobile Home	Renter	1980-99	0	1	0	0.0615371	3.93567e-20	2.15129e-07
Level 2 charger	200-300%	Mobile Home	Renter	2000-09	0	1	0	0.0615371	3.91603	6.94596e-08
Level 2 charger	200-300%	Mobile Home	Renter	2010s	0	1	0	0.0615371	3.93567e-20	2.07854e-08
Level 2 charger	200-300%	Mobile Home	Renter	<1940	0	1	0	0.0615371	3.93567e-20	3.72244e-09
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0376348	48.077	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0376348	1.17861e-18	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.0376348	1.17861e-18	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.0376348	1.17861e-18	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0376348	1.17861e-18	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0376348	124.242	0
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.000683837	0.993598	6.05794e-08
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.000683837	2.43582e-20	9.21137e-08
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.000683837	2.43582e-20	7.33742e-08
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.000683837	2.43582e-20	2.05194e-08
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.000683837	2.43582e-20	5.33716e-09
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.000683837	2.56769	1.05945e-07
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0281514	35.2476	1.60007e-06
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.0281514	8.64099e-19	2.6988e-06
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.0281514	8.64099e-19	2.1419e-06
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.0281514	8.64099e-19	6.22757e-07
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.0281514	8.64099e-19	2.2715e-07
Level 2 charger	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0281514	91.0878	2.18597e-06
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0308949	9.90916e-19	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0308949	134.838	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.0308949	9.90916e-19	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0308949	9.90916e-19	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0308949	9.90916e-19	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0308949	9.90916e-19	0
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	0.000461148	1.38885e-20	7.21372e-08
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	0.000461148	1.88987	2.36121e-07
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	0.000461148	1.38885e-20	1.76706e-07
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	0.000461148	1.38885e-20	5.31897e-08
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0.000461148	1.38885e-20	2.38467e-08
Level 2 charger	200-300%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0.000461148	1.38885e-20	5.43655e-08
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.0238032	7.70178e-19	4.90991e-07
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0238032	104.802	1.45019e-06
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.0238032	7.70178e-19	1.30057e-06
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.0238032	7.70178e-19	4.93155e-07
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.0238032	7.70178e-19	2.62437e-07
Level 2 charger	200-300%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.0238032	7.70178e-19	5.26261e-07
Level 2 charger	200-300%	Single-Family Attached	Not Available	1940-59	0	0	1	2.07015	1.1955e-18	0
Level 2 charger	200-300%	Single-Family Attached	Not Available	1960-79	0	0	1	2.07015	196.831	0
Level 2 charger	200-300%	Single-Family Attached	Not Available	1980-99	0	0	1	2.07015	1.1955e-18	0
Level 2 charger	200-300%	Single-Family Attached	Not Available	2000-09	0	0	1	2.07015	50.4767	0
Level 2 charger	200-300%	Single-Family Attached	Not Available	2010s	0	0	1	2.07015	60.0841	0
Level 2 charger	200-300%	Single-Family Attached	Not Available	<1940	0	0	1	2.07015	1.1955e-18	0
Level 2 charger	200-300%	Single-Family Attached	Owner	1940-59	0	1	0	0.761656	4.19311e-19	0
Level 2 charger	200-300%	Single-Family Attached	Owner	1960-79	0	1	0	0.761656	69.0366	0
Level 2 charger	200-300%	Single-Family Attached	Owner	1980-99	0	1	0	0.761656	4.19311e-19	0
Level 2 charger	200-300%	Single-Family Attached	Owner	2000-09	0	1	0	0.761656	17.7042	0
Level 2 charger	200-300%	Single-Family Attached	Owner	2010s	0	1	0	0.761656	21.0739	0
Level 2 charger	200-300%	Single-Family Attached	Owner	<1940	0	1	0	0.761656	4.19311e-19	0
Level 2 charger	200-300%	Single-Family Attached	Renter	1940-59	0	1	0	0.31972	1.98781e-19	2.52789e-07
Level 2 charger	200-300%	Single-Family Attached	Renter	1960-79	0	1	0	0.31972	32.7279	4.25321e-07
Level 2 charger	200-300%	Single-Family Attached	Renter	1980-99	0	1	0	0.31972	1.98781e-19	5.14945e-07
Level 2 charger	200-300%	Single-Family Attached	Renter	2000-09	0	1	0	0.31972	8.39295	2.32094e-07
Level 2 charger	200-300%	Single-Family Attached	Renter	2010s	0	1	0	0.31972	9.99041	8.14599e-08
Level 2 charger	200-300%	Single-Family Attached	Renter	<1940	0	1	0	0.31972	1.98781e-19	2.26455e-07
Level 2 charger	200-300%	Single-Family Detached	Not Available	1940-59	0	0	1	0.344878	1121.61	0
Level 2 charger	200-300%	Single-Family Detached	Not Available	1960-79	0	0	1	0.312033	1304.31	0
Level 2 charger	200-300%	Single-Family Detached	Not Available	1980-99	0	0	1	0.41057	1511.06	0
Level 2 charger	200-300%	Single-Family Detached	Not Available	2000-09	0	0	1	0.344878	1399.59	0
Level 2 charger	200-300%	Single-Family Detached	Not Available	2010s	0	0	1	0.328456	1184.46	0
Level 2 charger	200-300%	Single-Family Detached	Not Available	<1940	0	0	1	0.164228	518.539	0
Level 2 charger	200-300%	Single-Family Detached	Owner	1940-59	0	1	0	0.266192	846.269	1.58332e-05
Level 2 charger	200-300%	Single-Family Detached	Owner	1960-79	0	1	0	0.24084	984.118	1.84848e-05
Level 2 charger	200-300%	Single-Family Detached	Owner	1980-99	0	1	0	0.316895	1140.11	1.51475e-05
Level 2 charger	200-300%	Single-Family Detached	Owner	2000-09	0	1	0	0.266192	1056.01	7.79514e-06
Level 2 charger	200-300%	Single-Family Detached	Owner	2010s	0	1	0	0.253516	893.688	1.96268e-06
Level 2 charger	200-300%	Single-Family Detached	Owner	<1940	0	1	0	0.126758	391.244	7.88697e-06
Level 2 charger	200-300%	Single-Family Detached	Renter	1940-59	0	1	0	0.00504831	19.3579	5.34234e-07
Level 2 charger	200-300%	Single-Family Detached	Renter	1960-79	0	1	0	0.00456752	22.5111	5.65969e-07
Level 2 charger	200-300%	Single-Family Detached	Renter	1980-99	0	1	0	0.0060099	26.0793	4.95403e-07
Level 2 charger	200-300%	Single-Family Detached	Renter	2000-09	0	1	0	0.00504831	24.1556	2.78112e-07
Level 2 charger	200-300%	Single-Family Detached	Renter	2010s	0	1	0	0.00480792	20.4426	7.47501e-08
Level 2 charger	200-300%	Single-Family Detached	Renter	<1940	0	1	0	0.00240396	8.94947	2.73376e-07
Level 2 charger	300-400%	Mobile Home	Not Available	1940-59	0	0	1	0.618371	3.76249e-19	0
Level 2 charger	300-400%	Mobile Home	Not Available	1960-79	0	0	1	0.618371	3.76249e-19	0
Level 2 charger	300-400%	Mobile Home	Not Available	1980-99	0	0	1	0.618371	3.76249e-19	0
Level 2 charger	300-400%	Mobile Home	Not Available	2000-09	0	0	1	0.618371	37.4372	0
Level 2 charger	300-400%	Mobile Home	Not Available	2010s	0	0	1	0.618371	3.76249e-19	0
Level 2 charger	300-400%	Mobile Home	Not Available	<1940	0	0	1	0.618371	3.76249e-19	0
Level 2 charger	300-400%	Mobile Home	Owner	1940-59	0	1	0	0.496649	3.10147e-19	8.84432e-09
Level 2 charger	300-400%	Mobile Home	Owner	1960-79	0	1	0	0.496649	3.10147e-19	1.17799e-07
Level 2 charger	300-400%	Mobile Home	Owner	1980-99	0	1	0	0.496649	3.10147e-19	1.67048e-07
Level 2 charger	300-400%	Mobile Home	Owner	2000-09	0	1	0	0.496649	30.86	5.93768e-08
Level 2 charger	300-400%	Mobile Home	Owner	2010s	0	1	0	0.496649	3.10147e-19	1.8462e-08
Level 2 charger	300-400%	Mobile Home	Owner	<1940	0	1	0	0.496649	3.10147e-19	2.67355e-09
Level 2 charger	300-400%	Mobile Home	Renter	1940-59	0	1	0	0.00657014	3.1903e-21	7.43708e-09
Level 2 charger	300-400%	Mobile Home	Renter	1960-79	0	1	0	0.00657014	3.1903e-21	7.42593e-08
Level 2 charger	300-400%	Mobile Home	Renter	1980-99	0	1	0	0.00657014	3.1903e-21	1.12574e-07
Level 2 charger	300-400%	Mobile Home	Renter	2000-09	0	1	0	0.00657014	0.317439	3.7545e-08
Level 2 charger	300-400%	Mobile Home	Renter	2010s	0	1	0	0.00657014	3.1903e-21	1.24265e-08
Level 2 charger	300-400%	Mobile Home	Renter	<1940	0	1	0	0.00657014	3.1903e-21	1.92149e-09
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0154846	19.9071	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.0154846	4.88026e-19	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.0154846	4.88026e-19	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.0154846	4.88026e-19	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.0154846	4.88026e-19	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0154846	51.4446	0
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.000356995	0.399276	5.74307e-08
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.000356995	9.78831e-21	8.12896e-08
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.000356995	9.78831e-21	6.60453e-08
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.000356995	9.78831e-21	2.11046e-08
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.000356995	9.78831e-21	5.55245e-09
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.000356995	1.03182	1.02324e-07
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0111279	14.6678	6.82588e-07
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.0111279	3.59584e-19	1.12079e-06
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.0111279	3.59584e-19	8.9264e-07
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.0111279	3.59584e-19	2.58883e-07
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.0111279	3.59584e-19	9.54479e-08
Level 2 charger	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0111279	37.905	9.80075e-07
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.0154854	5.87197e-19	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0154854	79.9024	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.0154854	5.87197e-19	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.0154854	5.87197e-19	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.0154854	5.87197e-19	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.0154854	5.87197e-19	0
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	0.000348168	1.34531e-20	6.30995e-08
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	0.000348168	1.83062	2.11212e-07
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	0.000348168	1.34531e-20	1.61841e-07
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	0.000348168	1.34531e-20	5.60832e-08
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0.000348168	1.34531e-20	2.72945e-08
Level 2 charger	300-400%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0.000348168	1.34531e-20	5.51866e-08
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.0111894	4.2289e-19	9.49074e-07
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0111894	57.5445	2.85213e-06
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.0111894	4.2289e-19	2.64621e-06
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.0111894	4.2289e-19	1.04178e-06
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.0111894	4.2289e-19	6.07643e-07
Level 2 charger	300-400%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.0111894	4.2289e-19	1.04506e-06
Level 2 charger	300-400%	Single-Family Attached	Not Available	1940-59	0	0	1	1.47178	8.59801e-19	0
Level 2 charger	300-400%	Single-Family Attached	Not Available	1960-79	0	0	1	1.47178	141.56	0
Level 2 charger	300-400%	Single-Family Attached	Not Available	1980-99	0	0	1	1.47178	8.59801e-19	0
Level 2 charger	300-400%	Single-Family Attached	Not Available	2000-09	0	0	1	1.47178	36.3026	0
Level 2 charger	300-400%	Single-Family Attached	Not Available	2010s	0	0	1	1.47178	43.2122	0
Level 2 charger	300-400%	Single-Family Attached	Not Available	<1940	0	0	1	1.47178	8.59801e-19	0
Level 2 charger	300-400%	Single-Family Attached	Owner	1940-59	0	1	0	0.590206	3.38497e-19	5.4494e-07
Level 2 charger	300-400%	Single-Family Attached	Owner	1960-79	0	1	0	0.590206	55.7312	1.07893e-06
Level 2 charger	300-400%	Single-Family Attached	Owner	1980-99	0	1	0	0.590206	3.38497e-19	1.49211e-06
Level 2 charger	300-400%	Single-Family Attached	Owner	2000-09	0	1	0	0.590206	14.2921	6.56682e-07
Level 2 charger	300-400%	Single-Family Attached	Owner	2010s	0	1	0	0.590206	17.0123	1.88495e-07
Level 2 charger	300-400%	Single-Family Attached	Owner	<1940	0	1	0	0.590206	3.38497e-19	5.03367e-07
Level 2 charger	300-400%	Single-Family Attached	Renter	1940-59	0	1	0	0.197877	1.19336e-19	1.63862e-07
Level 2 charger	300-400%	Single-Family Attached	Renter	1960-79	0	1	0	0.197877	19.6478	3.10053e-07
Level 2 charger	300-400%	Single-Family Attached	Renter	1980-99	0	1	0	0.197877	1.19336e-19	3.89682e-07
Level 2 charger	300-400%	Single-Family Attached	Renter	2000-09	0	1	0	0.197877	5.0386	1.89134e-07
Level 2 charger	300-400%	Single-Family Attached	Renter	2010s	0	1	0	0.197877	5.99762	6.70749e-08
Level 2 charger	300-400%	Single-Family Attached	Renter	<1940	0	1	0	0.197877	1.19336e-19	1.511e-07
Level 2 charger	300-400%	Single-Family Detached	Not Available	1940-59	0	0	1	0.284022	874.885	0
Level 2 charger	300-400%	Single-Family Detached	Not Available	1960-79	0	0	1	0.256972	1017.4	0
Level 2 charger	300-400%	Single-Family Detached	Not Available	1980-99	0	0	1	0.338121	1178.66	0
Level 2 charger	300-400%	Single-Family Detached	Not Available	2000-09	0	0	1	0.284022	1091.72	0
Level 2 charger	300-400%	Single-Family Detached	Not Available	2010s	0	0	1	0.270497	923.908	0
Level 2 charger	300-400%	Single-Family Detached	Not Available	<1940	0	0	1	0.135248	404.474	0
Level 2 charger	300-400%	Single-Family Detached	Owner	1940-59	0	1	0	0.240262	733.978	3.62925e-05
Level 2 charger	300-400%	Single-Family Detached	Owner	1960-79	0	1	0	0.21738	853.536	4.36399e-05
Level 2 charger	300-400%	Single-Family Detached	Owner	1980-99	0	1	0	0.286026	988.829	3.86672e-05
Level 2 charger	300-400%	Single-Family Detached	Owner	2000-09	0	1	0	0.240262	915.888	2.08755e-05
Level 2 charger	300-400%	Single-Family Detached	Owner	2010s	0	1	0	0.228821	775.105	5.76127e-06
Level 2 charger	300-400%	Single-Family Detached	Owner	<1940	0	1	0	0.11441	339.33	1.80941e-05
Level 2 charger	300-400%	Single-Family Detached	Renter	1940-59	0	1	0	0.00182493	6.18235	0
Level 2 charger	300-400%	Single-Family Detached	Renter	1960-79	0	1	0	0.00165113	7.1894	0
Level 2 charger	300-400%	Single-Family Detached	Renter	1980-99	0	1	0	0.00217254	8.32899	0
Level 2 charger	300-400%	Single-Family Detached	Renter	2000-09	0	1	0	0.00182493	7.7146	0
Level 2 charger	300-400%	Single-Family Detached	Renter	2010s	0	1	0	0.00173803	6.52877	0
Level 2 charger	300-400%	Single-Family Detached	Renter	<1940	0	1	0	0.000869015	2.85821	0
Level 2 charger	400%+	Mobile Home	Not Available	1940-59	0	0	1	0.834865	5.15128e-19	0
Level 2 charger	400%+	Mobile Home	Not Available	1960-79	0	0	1	0.834865	5.15128e-19	0
Level 2 charger	400%+	Mobile Home	Not Available	1980-99	0	0	1	0.834865	5.15128e-19	0
Level 2 charger	400%+	Mobile Home	Not Available	2000-09	0	0	1	0.834865	51.2558	0
Level 2 charger	400%+	Mobile Home	Not Available	2010s	0	0	1	0.834865	5.15128e-19	0
Level 2 charger	400%+	Mobile Home	Not Available	<1940	0	0	1	0.834865	5.15128e-19	0
Level 2 charger	400%+	Mobile Home	Owner	1940-59	0	1	0	0.689401	4.27298e-19	4.93748e-07
Level 2 charger	400%+	Mobile Home	Owner	1960-79	0	1	0	0.689401	4.27298e-19	5.9104e-06
Level 2 charger	400%+	Mobile Home	Owner	1980-99	0	1	0	0.689401	4.27298e-19	8.98617e-06
Level 2 charger	400%+	Mobile Home	Owner	2000-09	0	1	0	0.689401	42.5167	3.66721e-06
Level 2 charger	400%+	Mobile Home	Owner	2010s	0	1	0	0.689401	4.27298e-19	1.2156e-06
Level 2 charger	400%+	Mobile Home	Owner	<1940	0	1	0	0.689401	4.27298e-19	1.99486e-07
Level 2 charger	400%+	Mobile Home	Renter	1940-59	0	1	0	0.00695296	4.10155e-21	6.15507e-08
Level 2 charger	400%+	Mobile Home	Renter	1960-79	0	1	0	0.00695296	4.10155e-21	6.21556e-07
Level 2 charger	400%+	Mobile Home	Renter	1980-99	0	1	0	0.00695296	4.10155e-21	8.67575e-07
Level 2 charger	400%+	Mobile Home	Renter	2000-09	0	1	0	0.00695296	0.408109	2.93423e-07
Level 2 charger	400%+	Mobile Home	Renter	2010s	0	1	0	0.00695296	4.10155e-21	1.23423e-07
Level 2 charger	400%+	Mobile Home	Renter	<1940	0	1	0	0.00695296	4.10155e-21	2.50914e-08
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.049842	83.7004	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	0.049842	2.05193e-18	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	0.049842	2.05193e-18	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.049842	2.05193e-18	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.049842	2.05193e-18	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.049842	216.301	0
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.00220731	3.81606	4.52565e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	0.00220731	9.35513e-20	6.24524e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	0.00220731	9.35513e-20	4.95441e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	0.00220731	9.35513e-20	1.87891e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0.00220731	9.35513e-20	6.41336e-07
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.00220731	9.86158	1.07045e-05
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0310693	51.7726	3.64044e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	0.0310693	1.26921e-18	5.60632e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	0.0310693	1.26921e-18	4.29298e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	0.0310693	1.26921e-18	1.24429e-06
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0.0310693	1.26921e-18	5.16024e-07
Level 2 charger	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0310693	133.792	7.12198e-06
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	0.134017	5.76822e-18	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.134017	784.907	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	0.134017	5.76822e-18	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	0.134017	5.76822e-18	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	0.134017	5.76822e-18	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	0.134017	5.76822e-18	0
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	0.00675848	3.22562e-19	4.39e-06
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	0.00675848	43.8924	1.20502e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	0.00675848	3.22562e-19	1.0281e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	0.00675848	3.22562e-19	5.88156e-06
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0.00675848	3.22562e-19	3.22531e-06
Level 2 charger	400%+	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0.00675848	3.22562e-19	7.66641e-06
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	0.080504	3.3627e-18	1.62882e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.080504	457.577	4.67302e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	0.080504	3.3627e-18	4.3626e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	0.080504	3.3627e-18	2.32915e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0.080504	3.3627e-18	1.68146e-05
Level 2 charger	400%+	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0.080504	3.3627e-18	2.41973e-05
Level 2 charger	400%+	Single-Family Attached	Not Available	1940-59	0	0	1	12.4596	9.76204e-18	0
Level 2 charger	400%+	Single-Family Attached	Not Available	1960-79	0	0	1	12.4596	1607.25	0
Level 2 charger	400%+	Single-Family Attached	Not Available	1980-99	0	0	1	12.4596	9.76204e-18	0
Level 2 charger	400%+	Single-Family Attached	Not Available	2000-09	0	0	1	12.4596	412.174	0
Level 2 charger	400%+	Single-Family Attached	Not Available	2010s	0	0	1	12.4596	490.625	0
Level 2 charger	400%+	Single-Family Attached	Not Available	<1940	0	0	1	12.4596	9.76204e-18	0
Level 2 charger	400%+	Single-Family Attached	Owner	1940-59	0	1	0	7.52125	6.03818e-18	1.3341e-05
Level 2 charger	400%+	Single-Family Attached	Owner	1960-79	0	1	0	7.52125	994.146	2.80702e-05
Level 2 charger	400%+	Single-Family Attached	Owner	1980-99	0	1	0	7.52125	6.03818e-18	4.22072e-05
Level 2 charger	400%+	Single-Family Attached	Owner	2000-09	0	1	0	7.52125	254.945	2.1244e-05
Level 2 charger	400%+	Single-Family Attached	Owner	2010s	0	1	0	7.52125	303.47	8.66424e-06
Level 2 charger	400%+	Single-Family Attached	Owner	<1940	0	1	0	7.52125	6.03818e-18	1.60702e-05
Level 2 charger	400%+	Single-Family Attached	Renter	1940-59	0	1	0	0.618446	4.45096e-19	9.99418e-06
Level 2 charger	400%+	Single-Family Attached	Renter	1960-79	0	1	0	0.618446	73.282	2.15848e-05
Level 2 charger	400%+	Single-Family Attached	Renter	1980-99	0	1	0	0.618446	4.45096e-19	2.87353e-05
Level 2 charger	400%+	Single-Family Attached	Renter	2000-09	0	1	0	0.618446	18.7929	1.54957e-05
Level 2 charger	400%+	Single-Family Attached	Renter	2010s	0	1	0	0.618446	22.3698	5.93699e-06
Level 2 charger	400%+	Single-Family Attached	Renter	<1940	0	1	0	0.618446	4.45096e-19	1.14518e-05
Level 2 charger	400%+	Single-Family Detached	Not Available	1940-59	0	0	1	2.33842	10471.2	0
