Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Cooling Setpoint Has Offset	Dependency=Geometry Building Type RECS	Option=Day and Night Setup	Option=Day and Night Setup -1h	Option=Day and Night Setup -2h	Option=Day and Night Setup -3h	Option=Day and Night Setup -4h	Option=Day and Night Setup -5h	Option=Day and Night Setup +1h	Option=Day and Night Setup +2h	Option=Day and Night Setup +3h	Option=Day and Night Setup +4h	Option=Day and Night Setup +5h	Option=Day Setup	Option=Day Setup -1h	Option=Day Setup -2h	Option=Day Setup -3h	Option=Day Setup -4h	Option=Day Setup -5h	Option=Day Setup +1h	Option=Day Setup +2h	Option=Day Setup +3h	Option=Day Setup +4h	Option=Day Setup +5h	Option=Day Setup and Night Setback	Option=Day Setup and Night Setback -1h	Option=Day Setup and Night Setback -2h	Option=Day Setup and Night Setback -3h	Option=Day Setup and Night Setback -4h	Option=Day Setup and Night Setback -5h	Option=Day Setup and Night Setback +1h	Option=Day Setup and Night Setback +2h	Option=Day Setup and Night Setback +3h	Option=Day Setup and Night Setback +4h	Option=Day Setup and Night Setback +5h	Option=Night Setback	Option=Night Setback -1h	Option=Night Setback -2h	Option=Night Setback -3h	Option=Night Setback -4h	Option=Night Setback -5h	Option=Night Setback +1h	Option=Night Setback +2h	Option=Night Setback +3h	Option=Night Setback +4h	Option=Night Setback +5h	Option=Night Setup	Option=Night Setup -1h	Option=Night Setup -2h	Option=Night Setup -3h	Option=Night Setup -4h	Option=Night Setup -5h	Option=Night Setup +1h	Option=Night Setup +2h	Option=Night Setup +3h	Option=Night Setup +4h	Option=Night Setup +5h	Option=None	source_count	source_weight	sampling_probability
6A	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00121575	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.00145917	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.0813451	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0.00688907	0	20	71181.9	0.000743934
6A	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	76	450014	0.00433765
6A	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0163261	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0137272	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0452984	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0.0155575	0	15	76309	0.000735536
6A	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	136	871045	0.00681693
6A	Yes	Multi-Family with 5+ Units	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.00320054	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.0068118	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.00640589	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.0445009	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0.02999	0	37	232491	0.00181951
6A	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	91	229123	0.00191449
6A	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0.00253639	0	0	0	0	0	0	0	0	0	0	0	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0526205	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0.0357522	0	38	103154	0.000861924
6A	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	843	3.62176e+06	0.0293625
6A	Yes	Single-Family Detached	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00206098	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00332587	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.00124002	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0611376	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0.0231446	0	335	1.49444e+06	0.0121158
6B	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	54398	0.000625392
6B	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0.00907735	0	0	0	0	0	0	0	0	0	0	0	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.0792852	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0.00254651	0	17	33026	0.000379687
6B	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	50129.8	0.000475921
6B	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0	10	17318.6	0.000164419
6B	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	81795	0.00069106
6B	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0	10	26017.8	0.000219816
6B	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	33168.3	0.000221636
6B	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00350085	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.00906525	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0674776	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0.0108654	0	13	22776.3	0.000152195
6B	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	233	477562	0.00455751
6B	Yes	Single-Family Detached	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00351129	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.00274904	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.000580316	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0682671	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0.0158014	0	94	182637	0.00174296
7A	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	169	13763.3	0.000247797
7A	Yes	Mobile Home	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0	0	0	0	0	0	0	0	0	0	0	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0	68	17879	0.000321897
7A	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	49634	0.00028708
7A	Yes	Multi-Family with 2 - 4 Units	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.0027691	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.00449381	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0128208	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0402585	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0.0305668	0	22	10810.6	6.25277e-05
7A	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	92226.4	0.000672323
7A	Yes	Multi-Family with 5+ Units	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00349901	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0.00567833	0	0	0	0	0	0	0	0	0	0	0	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.045738	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0.0359937	0	18	41012.9	0.000298981
7A	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	23200.4	0.000160638
7A	Yes	Single-Family Attached	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00140763	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0.00202597	0	0	0	0	0	0	0	0	0	0	0	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0643349	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0.0231406	0	68	6855.55	4.74673e-05
7A	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	136	426617	0.00432241
7A	Yes	Single-Family Detached	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00133313	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0.00237014	0	0	0	0	0	0	0	0	0	0	0	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.063948	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0.0232578	0	58	145601	0.0014752
7AK	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	10561.5	8.49386e-05
7AK	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
7AK	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	22380	0.000216819
7AK	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	1197.56	1.1602e-05
7AK	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	28968	0.000207132
7AK	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	1070.2	7.65229e-06
7AK	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	22213.9	0.00013998
7AK	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
7AK	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	152	120044	0.00108833
7AK	Yes	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	3351.87	3.03881e-05
7B	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	285	0	8.90849e-05
7B	Yes	Mobile Home	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0	124	0	0
7B	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	9139.16	6.45523e-05
7B	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0	10	0	0
7B	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0.000226626
7B	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.0867327	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0.00417638	0	10	0	0
7B	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	285	1849.6	8.00354e-05
7B	Yes	Single-Family Attached	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0	124	0	0
7B	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	285	17240.1	0.000671351
7B	Yes	Single-Family Detached	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00268954	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00369739	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.00131044	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.0697178	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0.013494	0	124	0	0
8AK	No	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	49	944.437	3.18953e-05
8AK	Yes	Mobile Home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5.19423e-07
8AK	No	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	2167.75	5.99103e-05
8AK	Yes	Multi-Family with 2 - 4 Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8.84726e-07
8AK	No	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	51	2185.89	5.44185e-05
8AK	Yes	Multi-Family with 5+ Units	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	8.03626e-07
8AK	No	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	6375.09	2.87176e-05
8AK	Yes	Single-Family Attached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
8AK	No	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	35042.4	0.000335699
8AK	Yes	Single-Family Detached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0	0	0	0	0	0	0	0	0	0	7	689.874	6.60884e-06
# Created by: sources\recs\recs2020\tsv_maker.py
# Description: The period and offset for the dwelling unit's cooling setpoint. Default for the day is from 9am to 5pm and for the night is 10pm to 7am.
# Source: Constructed using U.S. EIA 2020 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: For dependency conditions with low samples, the following lumpings are used in progressive order until there are enough samples: 1) lumping buildings into Single-Family and Multi-Family only,  2) lumping buildings into Single-Family and Multi-Family only and lumping nearby climate zones within  A/B regions and separately 7AK and 8AK 3) lumping all building types together and lumping climate zones within A/B regions and separately 7AK and 8AK
