Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
200-300%	Single-Family Attached	Fuel Oil	MT	Renter	0.0526265	0	0.943133	0.00424025	0	7.01595	3.37658e-18	4.58712e-08
200-300%	Single-Family Attached	Fuel Oil	NC	Not Available	0	0	0	0	1	8.565	4.27822e-19	0
200-300%	Single-Family Attached	Fuel Oil	NC	Owner	0	0	1	0	0	0.418949	2.69372e-21	3.00589e-07
200-300%	Single-Family Attached	Fuel Oil	NC	Renter	0	0	1	0	0	3.02453	3.62621e-19	2.76506e-07
200-300%	Single-Family Attached	Fuel Oil	ND	Not Available	0	0	0	0	1	3.88002	1.25113e-18	0
200-300%	Single-Family Attached	Fuel Oil	ND	Owner	0.0955494	0	0.899942	0.00450885	0	6.92902	5.27612e-19	1.56388e-08
200-300%	Single-Family Attached	Fuel Oil	ND	Renter	0	0	0.995093	0.00490672	0	1.5871	1.53798e-19	1.15451e-08
200-300%	Single-Family Attached	Fuel Oil	NE	Not Available	0	0	0	0	1	5.6047	3.85409e-19	0
200-300%	Single-Family Attached	Fuel Oil	NE	Owner	0.00915644	0	0.986209	0.00463453	0	1.50451e-19	5.63344e-58	6.16194e-09
200-300%	Single-Family Attached	Fuel Oil	NE	Renter	0	0	0.995396	0.00460372	0	1.66949	3.85409e-19	1.03752e-08
200-300%	Single-Family Attached	Fuel Oil	NH	Not Available	0	0	0	0	1	0.408621	11.6294	0
200-300%	Single-Family Attached	Fuel Oil	NH	Owner	0	0	1	0	0	0.0377618	0.176562	4.64687e-06
200-300%	Single-Family Attached	Fuel Oil	NH	Renter	0	0	1	0	0	0.218944	8.94005	2.33622e-06
200-300%	Single-Family Attached	Fuel Oil	NJ	Not Available	0	0	0	0	1	0.193071	108.499	0
200-300%	Single-Family Attached	Fuel Oil	NJ	Owner	0	0	1	0	0	0.334932	26.6544	7.05203e-06
200-300%	Single-Family Attached	Fuel Oil	NJ	Renter	0	0	1	0	0	0.202868	27.5994	4.90256e-06
200-300%	Single-Family Attached	Fuel Oil	NM	Not Available	0	0	0	0	1	0.473335	1.61949e-19	0
200-300%	Single-Family Attached	Fuel Oil	NM	Owner	0.5781	0	0.4219	0	0	2.65572e-19	6.2169e-58	0
200-300%	Single-Family Attached	Fuel Oil	NM	Renter	0	0	1	0	0	0.867781	1.61949e-19	0
200-300%	Single-Family Attached	Fuel Oil	NV	Not Available	0	0	0	0	1	0.774358	7.92206e-19	0
200-300%	Single-Family Attached	Fuel Oil	NV	Owner	0.220622	0	0.779378	0	0	2.52787	1.02951e-19	2.18221e-07
200-300%	Single-Family Attached	Fuel Oil	NV	Renter	0	0	1	0	0	0.90788	3.23987e-19	2.0828e-07
200-300%	Single-Family Attached	Fuel Oil	NY	Not Available	0	0	0	0	1	0.390291	539.049	0
200-300%	Single-Family Attached	Fuel Oil	NY	Owner	0	0	1	0	0	0.170949	222.458	1.79384e-05
200-300%	Single-Family Attached	Fuel Oil	NY	Renter	0	0	1	0	0	0.158597	68.9296	7.94774e-06
200-300%	Single-Family Attached	Fuel Oil	OH	Not Available	0	0	0	0	1	2.62897	3.227e-20	0
200-300%	Single-Family Attached	Fuel Oil	OH	Owner	0	0	0.996052	0.00394771	0	0.200849	4.53521e-22	3.52454e-07
200-300%	Single-Family Attached	Fuel Oil	OH	Renter	0	0	0.996052	0.00394771	0	0.823931	2.50723e-20	3.97557e-07
200-300%	Single-Family Attached	Fuel Oil	OK	Not Available	0	0	0	0	1	0.614576	1.65698e-19	0
200-300%	Single-Family Attached	Fuel Oil	OK	Owner	8.03735e-05	0	0.99992	0	0	0.358502	1.65698e-19	5.89646e-09
200-300%	Single-Family Attached	Fuel Oil	OK	Renter	0	0	1	0	0	1.08394e-20	2.96894e-58	1.5708e-08
200-300%	Single-Family Attached	Fuel Oil	OR	Not Available	0	0	0	0	1	3.16969	4.09566e-19	0
200-300%	Single-Family Attached	Fuel Oil	OR	Owner	0	0	0.97352	0.0264797	0	0.949768	8.46519e-20	1.6575e-07
200-300%	Single-Family Attached	Fuel Oil	OR	Renter	0	0	0.97352	0.0264797	0	0.589315	1.21818e-19	4.17897e-07
200-300%	Single-Family Attached	Fuel Oil	PA	Not Available	0	0	0	0	1	0.388396	1035.95	0
200-300%	Single-Family Attached	Fuel Oil	PA	Owner	0	0	1	0	0	0.112287	261.2	8.22139e-05
200-300%	Single-Family Attached	Fuel Oil	PA	Renter	0	0	1	0	0	0.0820358	256.784	4.19102e-05
200-300%	Single-Family Attached	Fuel Oil	RI	Not Available	0	0	0	0	1	0.691889	45.7883	0
200-300%	Single-Family Attached	Fuel Oil	RI	Owner	0	0	1	0	0	0.263494	11.8059	1.08859e-06
200-300%	Single-Family Attached	Fuel Oil	RI	Renter	0	0	1	0	0	0.208122	11.0938	7.25664e-07
200-300%	Single-Family Attached	Fuel Oil	SC	Not Available	0	0	0	0	1	17.5077	5.53674e-18	0
200-300%	Single-Family Attached	Fuel Oil	SC	Owner	0	0	1	0	0	9.18035	4.0062e-18	1.00631e-07
200-300%	Single-Family Attached	Fuel Oil	SC	Renter	0	0	1	0	0	1.00308	1.23536e-19	4.33347e-08
200-300%	Single-Family Attached	Fuel Oil	SD	Not Available	0	0	0	0	1	2.64469	1.0842e-19	0
200-300%	Single-Family Attached	Fuel Oil	SD	Owner	0.0137631	0	0.981521	0.0047159	0	1.85691	1.0842e-19	6.37279e-09
200-300%	Single-Family Attached	Fuel Oil	SD	Renter	0	0	0.995294	0.00470643	0	1.0654e-19	1.98299e-57	8.35637e-09
200-300%	Single-Family Attached	Fuel Oil	TN	Not Available	0	0	0	0	1	2.64106	1.48344e-18	0
200-300%	Single-Family Attached	Fuel Oil	TN	Owner	0	0	1	0	0	0.310589	1.08527e-19	7.37492e-08
200-300%	Single-Family Attached	Fuel Oil	TN	Renter	0	0	1	0	0	1.08901	7.89488e-19	4.94139e-08
200-300%	Single-Family Attached	Fuel Oil	TX	Not Available	0	0	0	0	1	1.42884	2.51462e-18	0
200-300%	Single-Family Attached	Fuel Oil	TX	Owner	7.78824e-05	0	0.999922	0	0	0.713594	7.20007e-19	1.76196e-07
200-300%	Single-Family Attached	Fuel Oil	TX	Renter	0	0	1	0	0	0.442848	5.435e-19	2.02412e-07
200-300%	Single-Family Attached	Fuel Oil	UT	Not Available	0	0	0	0	1	6.48625	2.55549e-18	0
200-300%	Single-Family Attached	Fuel Oil	UT	Owner	0.173413	0	0.822758	0.00382854	0	3.43235	1.46041e-18	2.88841e-08
200-300%	Single-Family Attached	Fuel Oil	UT	Renter	0.263201	0	0.733363	0.00343564	0	1.84671	1.52191e-19	2.74673e-08
200-300%	Single-Family Attached	Fuel Oil	VA	Not Available	0	0	0	0	1	10.0532	7.7776e-19	0
200-300%	Single-Family Attached	Fuel Oil	VA	Owner	0	0	1	0	0	3.84922	3.00055e-19	5.86007e-07
200-300%	Single-Family Attached	Fuel Oil	VA	Renter	0	0	1	0	0	1.46096	1.11646e-19	6.21002e-07
200-300%	Single-Family Attached	Fuel Oil	VT	Not Available	0	0	0	0	1	1.28983	26.2019	0
200-300%	Single-Family Attached	Fuel Oil	VT	Owner	0	0	1	0	0	0.967376	26.2019	9.33732e-07
200-300%	Single-Family Attached	Fuel Oil	VT	Renter	0	0	1	0	0	3.78749e-20	6.0496e-38	5.33354e-07
200-300%	Single-Family Attached	Fuel Oil	WA	Not Available	0	0	0	0	1	4.54117	8.55387e-19	0
200-300%	Single-Family Attached	Fuel Oil	WA	Owner	0	0	0.973976	0.0260243	0	0.989785	9.35443e-20	3.25492e-07
200-300%	Single-Family Attached	Fuel Oil	WA	Renter	0	0	0.973976	0.0260243	0	1.03617	3.83187e-19	4.67655e-07
200-300%	Single-Family Attached	Fuel Oil	WI	Not Available	0	0	0	0	1	4.59742	3.24664e-18	0
200-300%	Single-Family Attached	Fuel Oil	WI	Owner	0	0	0.995998	0.00400248	0	7.00182	8.9543e-19	3.41324e-07
200-300%	Single-Family Attached	Fuel Oil	WI	Renter	0	0	0.995998	0.00400248	0	3.49279	7.32002e-19	3.55519e-07
200-300%	Single-Family Attached	Fuel Oil	WV	Not Available	0	0	0	0	1	4.61231	26.8318	0
200-300%	Single-Family Attached	Fuel Oil	WV	Owner	0	0	1	0	0	2.84321	26.8318	6.77345e-08
200-300%	Single-Family Attached	Fuel Oil	WV	Renter	0	0	1	0	0	3.77135e-20	1.21937e-38	5.35339e-08
200-300%	Single-Family Attached	Fuel Oil	WY	Not Available	0	0	0	0	1	4.11047	1.89458e-18	0
200-300%	Single-Family Attached	Fuel Oil	WY	Owner	0.158546	0	0.83756	0.00389399	0	2.38089	1.29722e-18	0
200-300%	Single-Family Attached	Fuel Oil	WY	Renter	0.242899	0	0.753574	0.00352723	0	0.827394	5.63976e-20	0
200-300%	Single-Family Attached	Natural Gas	AL	Not Available	0	0	0	0	1	1.87397e-20	3.62586e-38	0
200-300%	Single-Family Attached	Natural Gas	AL	Owner	0	0	1	0	0	8.14771e-21	3.62586e-38	7.49758e-06
200-300%	Single-Family Attached	Natural Gas	AL	Renter	0	0	1	0	0	1.0592e-20	3.62586e-38	6.13149e-06
200-300%	Single-Family Attached	Natural Gas	AR	Not Available	0	0	0	0	1	0.763199	70.9386	0
200-300%	Single-Family Attached	Natural Gas	AR	Owner	0	0	1	0	0	0.343553	42.2435	3.57386e-06
200-300%	Single-Family Attached	Natural Gas	AR	Renter	0	0	1	0	0	0.072605	3.69796	7.23441e-06
200-300%	Single-Family Attached	Natural Gas	AZ	Not Available	0	0	0	0	1	0.204985	650.647	0
200-300%	Single-Family Attached	Natural Gas	AZ	Owner	0	0.0307053	0.969295	0	0	1.26762	113.317	2.77409e-05
200-300%	Single-Family Attached	Natural Gas	AZ	Renter	0	0.0580688	0.941931	0	0	0.358319	220.902	1.89505e-05
200-300%	Single-Family Attached	Natural Gas	CA	Not Available	0	0	0	0	1	1.35206	6119.42	0
200-300%	Single-Family Attached	Natural Gas	CA	Owner	0	0	1	0	0	0.611466	2511.89	0.000263172
200-300%	Single-Family Attached	Natural Gas	CA	Renter	0	0	1	0	0	0.142886	790.059	0.000335341
200-300%	Single-Family Attached	Natural Gas	CO	Not Available	0	0	0	0	1	0.773263	622.206	0
200-300%	Single-Family Attached	Natural Gas	CO	Owner	0	0	1	0	0	0.408868	355.017	7.15115e-05
200-300%	Single-Family Attached	Natural Gas	CO	Renter	0	0	1	0	0	0.220694	37.2362	5.51719e-05
200-300%	Single-Family Attached	Natural Gas	CT	Not Available	0	0	0	0	1	1.13705	701.262	0
200-300%	Single-Family Attached	Natural Gas	CT	Owner	0	0	1	0	0	0.552093	293.917	2.75697e-05
200-300%	Single-Family Attached	Natural Gas	CT	Renter	0	0	1	0	0	0.245009	87.186	1.76359e-05
200-300%	Single-Family Attached	Natural Gas	DC	Not Available	0	0	0	0	1	0.410959	9.4738	0
200-300%	Single-Family Attached	Natural Gas	DC	Owner	0	0	1	0	0	0.0880013	1.14321	2.06007e-05
200-300%	Single-Family Attached	Natural Gas	DC	Renter	0	0	1	0	0	0.102872	4.03505	1.0126e-05
200-300%	Single-Family Attached	Natural Gas	DE	Not Available	0	0	0	0	1	10.4616	55.5749	0
200-300%	Single-Family Attached	Natural Gas	DE	Owner	0	0.00545449	0.994546	0	0	4.31112	24.8364	2.13933e-05
200-300%	Single-Family Attached	Natural Gas	DE	Renter	0	0.00545449	0.994546	0	0	1.33017	6.10707	1.57601e-05
200-300%	Single-Family Attached	Natural Gas	FL	Not Available	0	0	0	0	1	2.83615	89.396	0
200-300%	Single-Family Attached	Natural Gas	FL	Owner	0	0.00535769	0.994642	0	0	0.97728	34.3909	1.38632e-05
200-300%	Single-Family Attached	Natural Gas	FL	Renter	0	0.00535769	0.994642	0	0	1.6754	12.8922	8.77618e-06
200-300%	Single-Family Attached	Natural Gas	GA	Not Available	0	0	0	0	1	1.03502	982.523	0
200-300%	Single-Family Attached	Natural Gas	GA	Owner	0	0	1	0	0	0.196534	93.227	4.86201e-05
200-300%	Single-Family Attached	Natural Gas	GA	Renter	0	0	1	0	0	0.274706	470.448	3.65828e-05
200-300%	Single-Family Attached	Natural Gas	IA	Not Available	0	0	0	0	1	1.32748	743.304	0
200-300%	Single-Family Attached	Natural Gas	IA	Owner	0.0240661	0	0.975934	0	0	0.627504	336.91	2.91883e-05
200-300%	Single-Family Attached	Natural Gas	IA	Renter	0	0	1	0	0	0.129204	79.3612	1.68402e-05
200-300%	Single-Family Attached	Natural Gas	ID	Not Available	0	0	0	0	1	3.89355	634.747	0
200-300%	Single-Family Attached	Natural Gas	ID	Owner	0.00181987	0	0.99818	0	0	2.01901	348.331	7.64222e-06
200-300%	Single-Family Attached	Natural Gas	ID	Renter	0.00309488	0	0.996905	0	0	1.17745	42.6485	9.27533e-06
200-300%	Single-Family Attached	Natural Gas	IL	Not Available	0	0	0	0	1	0.313617	927.19	0
200-300%	Single-Family Attached	Natural Gas	IL	Owner	0	0	1	0	0	0.891378	890.631	0.000180161
200-300%	Single-Family Attached	Natural Gas	IL	Renter	0	0	1	0	0	0.00999224	0.367668	8.60764e-05
200-300%	Single-Family Attached	Natural Gas	IN	Not Available	0	0	0	0	1	0.31653	556.609	0
200-300%	Single-Family Attached	Natural Gas	IN	Owner	0	0	1	0	0	0.558598	249.407	4.84285e-05
200-300%	Single-Family Attached	Natural Gas	IN	Renter	0	0	1	0	0	0.152215	60.839	4.12109e-05
200-300%	Single-Family Attached	Natural Gas	KS	Not Available	0	0	0	0	1	1.06389	2092.97	0
200-300%	Single-Family Attached	Natural Gas	KS	Owner	0	0	1	0	0	0.5201	1014.63	1.77924e-05
200-300%	Single-Family Attached	Natural Gas	KS	Renter	0	0	1	0	0	0.096256	193.091	3.19144e-05
200-300%	Single-Family Attached	Natural Gas	KY	Not Available	0	0	0	0	1	0.239875	359.682	0
200-300%	Single-Family Attached	Natural Gas	KY	Owner	0	0	1	0	0	0.0854042	55.1688	1.72173e-05
200-300%	Single-Family Attached	Natural Gas	KY	Renter	0	0	1	0	0	0.172463	133.119	1.24003e-05
200-300%	Single-Family Attached	Natural Gas	LA	Not Available	0	0	0	0	1	0.755432	88.3622	0
200-300%	Single-Family Attached	Natural Gas	LA	Owner	0	0	1	0	0	0.440669	88.3622	4.94809e-06
200-300%	Single-Family Attached	Natural Gas	LA	Renter	0	0	1	0	0	7.04966e-21	4.43236e-38	8.69563e-06
200-300%	Single-Family Attached	Natural Gas	MA	Not Available	0	0	0	0	1	0.415219	640.097	0
200-300%	Single-Family Attached	Natural Gas	MA	Owner	0	0	1	0	0	0.229054	315.527	5.30115e-05
200-300%	Single-Family Attached	Natural Gas	MA	Renter	0	0	1	0	0	0.19438	56.8071	3.81611e-05
200-300%	Single-Family Attached	Natural Gas	MD	Not Available	0	0	0	0	1	0.306496	1036.15	0
200-300%	Single-Family Attached	Natural Gas	MD	Owner	0	0	1	0	0	0.194085	580.303	0.000153456
200-300%	Single-Family Attached	Natural Gas	MD	Renter	0	0	1	0	0	0.166113	65.6065	9.73616e-05
200-300%	Single-Family Attached	Natural Gas	ME	Not Available	0	0	0	0	1	4.5018	78.1221	0
200-300%	Single-Family Attached	Natural Gas	ME	Owner	0	0	1	0	0	3.27217	73.3752	2.69176e-06
200-300%	Single-Family Attached	Natural Gas	ME	Renter	0	0	1	0	0	0.0848924	0.0743873	1.54596e-06
200-300%	Single-Family Attached	Natural Gas	MI	Not Available	0	0	0	0	1	0.598636	3047.98	0
200-300%	Single-Family Attached	Natural Gas	MI	Owner	0	0	1	0	0	1.0529	1121.16	0.000139029
200-300%	Single-Family Attached	Natural Gas	MI	Renter	0	0	1	0	0	0.376905	471.967	7.72446e-05
200-300%	Single-Family Attached	Natural Gas	MN	Not Available	0	0	0	0	1	2.16884	1919.89	0
200-300%	Single-Family Attached	Natural Gas	MN	Owner	0	0	1	0	0	1.5228	1919.89	0.000102956
200-300%	Single-Family Attached	Natural Gas	MN	Renter	0	0	1	0	0	2.82835e-21	3.67985e-38	5.71907e-05
200-300%	Single-Family Attached	Natural Gas	MO	Not Available	0	0	0	0	1	1.17103	2460.74	0
200-300%	Single-Family Attached	Natural Gas	MO	Owner	0	0	1	0	0	0.517575	975.085	3.31122e-05
200-300%	Single-Family Attached	Natural Gas	MO	Renter	0	0	1	0	0	0.129241	337.807	4.01808e-05
200-300%	Single-Family Attached	Natural Gas	MS	Not Available	0	0	0	0	1	1.1952	496.996	0
200-300%	Single-Family Attached	Natural Gas	MS	Owner	0	0	1	0	0	0.253539	118.309	3.28363e-06
200-300%	Single-Family Attached	Natural Gas	MS	Renter	0	0	1	0	0	0.345948	130.335	3.07781e-06
200-300%	Single-Family Attached	Natural Gas	MT	Not Available	0	0	0	0	1	4.0432	286.262	0
200-300%	Single-Family Attached	Natural Gas	MT	Owner	0.00165516	0	0.998345	0	0	0.0848677	0.257396	7.79492e-06
200-300%	Single-Family Attached	Natural Gas	MT	Renter	0.00281509	0	0.997185	0	0	4.57562	269.351	8.41028e-06
200-300%	Single-Family Attached	Natural Gas	NC	Not Available	0	0	0	0	1	0.957265	445.164	0
200-300%	Single-Family Attached	Natural Gas	NC	Owner	0	0	1	0	0	0.0468238	2.80291	4.6638e-05
200-300%	Single-Family Attached	Natural Gas	NC	Renter	0	0	1	0	0	0.338035	377.32	3.12925e-05
200-300%	Single-Family Attached	Natural Gas	ND	Not Available	0	0	0	0	1	0.437185	175.473	0
200-300%	Single-Family Attached	Natural Gas	ND	Owner	0	0	1	0	0	0.780735	73.9984	7.82441e-06
200-300%	Single-Family Attached	Natural Gas	ND	Renter	0	0	1	0	0	0.178828	21.5705	4.80777e-06
200-300%	Single-Family Attached	Natural Gas	NE	Not Available	0	0	0	0	1	2.76288	61.3322	0
200-300%	Single-Family Attached	Natural Gas	NE	Owner	0.00261722	0	0.997383	0	0	7.41659e-20	8.96479e-38	1.15941e-05
200-300%	Single-Family Attached	Natural Gas	NE	Renter	0	0	1	0	0	0.822986	61.3322	1.50234e-05
200-300%	Single-Family Attached	Natural Gas	NH	Not Available	0	0	0	0	1	1.46732	16.6012	0
200-300%	Single-Family Attached	Natural Gas	NH	Owner	0	0	1	0	0	0.135599	0.252046	7.60784e-06
200-300%	Single-Family Attached	Natural Gas	NH	Renter	0	0	1	0	0	0.786208	12.7621	4.93949e-06
200-300%	Single-Family Attached	Natural Gas	NJ	Not Available	0	0	0	0	1	0.55508	2857.77	0
200-300%	Single-Family Attached	Natural Gas	NJ	Owner	0	0	1	0	0	0.96293	702.053	0.000132356
200-300%	Single-Family Attached	Natural Gas	NJ	Renter	0	0.134301	0.865699	0	0	0.583244	726.942	8.83287e-05
200-300%	Single-Family Attached	Natural Gas	NM	Not Available	0	0	0	0	1	0.118334	36.1299	0
200-300%	Single-Family Attached	Natural Gas	NM	Owner	0	0	1	0	0	6.63929e-20	1.38696e-37	1.4286e-05
200-300%	Single-Family Attached	Natural Gas	NM	Renter	0	0	1	0	0	0.216945	36.1299	1.23374e-05
200-300%	Single-Family Attached	Natural Gas	NV	Not Available	0	0	0	0	1	0.290384	309.871	0
200-300%	Single-Family Attached	Natural Gas	NV	Owner	0	0	1	0	0	0.94795	40.2694	2.20492e-05
200-300%	Single-Family Attached	Natural Gas	NV	Renter	0	0	1	0	0	0.340455	126.727	2.0985e-05
200-300%	Single-Family Attached	Natural Gas	NY	Not Available	0	0	0	0	1	1.29284	5782.81	0
200-300%	Single-Family Attached	Natural Gas	NY	Owner	0.0253565	0	0.974643	0	0	0.566269	2386.49	0.000209654
200-300%	Single-Family Attached	Natural Gas	NY	Renter	0	0	1	0	0	0.525352	739.464	8.92817e-05
200-300%	Single-Family Attached	Natural Gas	OH	Not Available	0	0	0	0	1	0.296819	46.0578	0
200-300%	Single-Family Attached	Natural Gas	OH	Owner	0	0	1	0	0	0.0226765	0.647294	0.00011158
200-300%	Single-Family Attached	Natural Gas	OH	Renter	0	0	1	0	0	0.0930244	35.7849	9.06565e-05
200-300%	Single-Family Attached	Natural Gas	OK	Not Available	0	0	0	0	1	0.392925	32.2733	0
200-300%	Single-Family Attached	Natural Gas	OK	Owner	0	0	1	0	0	0.229206	32.2733	7.35965e-06
200-300%	Single-Family Attached	Natural Gas	OK	Renter	0	0	1	0	0	6.93013e-21	5.78267e-38	1.55984e-05
200-300%	Single-Family Attached	Natural Gas	OR	Not Available	0	0	0	0	1	2.89703	92.2858	0
200-300%	Single-Family Attached	Natural Gas	OR	Owner	0	0	1	0	0	0.868068	19.0742	1.48505e-05
200-300%	Single-Family Attached	Natural Gas	OR	Renter	0	0	1	0	0	0.538622	27.4486	2.27299e-05
200-300%	Single-Family Attached	Natural Gas	PA	Not Available	0	0	0	0	1	1.89343	8750.06	0
200-300%	Single-Family Attached	Natural Gas	PA	Owner	0	0	1	0	0	0.547402	2206.2	0.000503004
200-300%	Single-Family Attached	Natural Gas	PA	Renter	0	0	1	0	0	0.399925	2168.91	0.000254779
200-300%	Single-Family Attached	Natural Gas	RI	Not Available	0	0	0	0	1	2.48451	88.096	0
200-300%	Single-Family Attached	Natural Gas	RI	Owner	0	0	1	0	0	0.946182	22.7144	6.44569e-06
200-300%	Single-Family Attached	Natural Gas	RI	Renter	0	0	1	0	0	0.747348	21.3442	4.15062e-06
200-300%	Single-Family Attached	Natural Gas	SC	Not Available	0	0	0	0	1	15.757	895.072	0
200-300%	Single-Family Attached	Natural Gas	SC	Owner	0	0	1	0	0	8.26232	647.645	1.18249e-05
200-300%	Single-Family Attached	Natural Gas	SC	Renter	0	0	1	0	0	0.902771	19.9709	6.97642e-06
200-300%	Single-Family Attached	Natural Gas	SD	Not Available	0	0	0	0	1	0.13658	14.2978	0
200-300%	Single-Family Attached	Natural Gas	SD	Owner	0.0273067	0	0.972693	0	0	0.0958967	14.2978	7.59135e-06
200-300%	Single-Family Attached	Natural Gas	SD	Renter	0	0	1	0	0	5.50205e-21	2.61506e-37	5.68534e-06
200-300%	Single-Family Attached	Natural Gas	TN	Not Available	0	0	0	0	1	0.52021	396.014	0
200-300%	Single-Family Attached	Natural Gas	TN	Owner	0	0	1	0	0	0.0611766	28.972	2.59242e-05
200-300%	Single-Family Attached	Natural Gas	TN	Renter	0	0	1	0	0	0.214502	210.758	1.9446e-05
200-300%	Single-Family Attached	Natural Gas	TX	Not Available	0	0	0	0	1	0.515318	2499.34	0
200-300%	Single-Family Attached	Natural Gas	TX	Owner	0	0	1	0	0	0.257362	715.63	4.38518e-05
200-300%	Single-Family Attached	Natural Gas	TX	Renter	0	0	1	0	0	0.159716	540.195	5.32584e-05
200-300%	Single-Family Attached	Natural Gas	UT	Not Available	0	0	0	0	1	1.05754	1686.97	0
200-300%	Single-Family Attached	Natural Gas	UT	Owner	0	0	1	0	0	0.559622	964.065	3.70501e-05
200-300%	Single-Family Attached	Natural Gas	UT	Renter	0	0	1	0	0	0.301093	100.467	2.78538e-05
200-300%	Single-Family Attached	Natural Gas	VA	Not Available	0	0	0	0	1	1.36014	891.283	0
200-300%	Single-Family Attached	Natural Gas	VA	Owner	0	0	1	0	0	0.520777	343.852	7.40924e-05
200-300%	Single-Family Attached	Natural Gas	VA	Renter	0	0	1	0	0	0.197659	127.941	6.19585e-05
200-300%	Single-Family Attached	Natural Gas	VT	Not Available	0	0	0	0	1	4.63168	85.3056	0
200-300%	Single-Family Attached	Natural Gas	VT	Owner	0	0	1	0	0	3.47376	85.3056	4.03564e-06
200-300%	Single-Family Attached	Natural Gas	VT	Renter	0	0	1	0	0	1.36005e-19	1.96957e-37	2.33284e-06
200-300%	Single-Family Attached	Natural Gas	WA	Not Available	0	0	0	0	1	4.15053	122.674	0
200-300%	Single-Family Attached	Natural Gas	WA	Owner	0	0	1	0	0	0.904642	13.4155	1.99375e-05
200-300%	Single-Family Attached	Natural Gas	WA	Renter	0	0	1	0	0	0.947037	54.9543	2.6238e-05
200-300%	Single-Family Attached	Natural Gas	WI	Not Available	0	0	0	0	1	0.617932	2645.81	0
200-300%	Single-Family Attached	Natural Gas	WI	Owner	0	0	1	0	0	0.941105	729.721	5.77722e-05
200-300%	Single-Family Attached	Natural Gas	WI	Renter	0	0	1	0	0	0.469462	596.537	5.29646e-05
200-300%	Single-Family Attached	Natural Gas	WV	Not Available	0	0	0	0	1	4.15108	112.174	0
200-300%	Single-Family Attached	Natural Gas	WV	Owner	0	0	1	0	0	2.55889	112.174	3.3091e-06
200-300%	Single-Family Attached	Natural Gas	WV	Renter	0	0	1	0	0	3.39422e-20	5.09774e-38	2.80089e-06
200-300%	Single-Family Attached	Natural Gas	WY	Not Available	0	0	0	0	1	2.68074	132.843	0
200-300%	Single-Family Attached	Natural Gas	WY	Owner	0.00948607	0	0.990514	0	0	1.55276	90.9577	4.34389e-06
200-300%	Single-Family Attached	Natural Gas	WY	Renter	0.0160457	0	0.983954	0	0	0.539605	3.95447	4.28188e-06
200-300%	Single-Family Attached	None	AL	Not Available	0	0	0	0	1	9.11663e-20	3.73768e-58	0
200-300%	Single-Family Attached	None	AL	Owner	0	0	1	0	0	3.96375e-20	3.73768e-58	5.19819e-08
200-300%	Single-Family Attached	None	AL	Renter	0	0	1	0	0	5.15288e-20	3.73768e-58	4.82972e-08
200-300%	Single-Family Attached	None	AR	Not Available	0	0	0	0	1	0.763199	5.66696e-19	0
200-300%	Single-Family Attached	None	AR	Owner	0.000107344	0	0.999893	0	0	0.343553	3.37464e-19	3.41607e-08
200-300%	Single-Family Attached	None	AR	Renter	0	0	1	0	0	0.072605	2.95413e-20	6.17551e-08
200-300%	Single-Family Attached	None	AZ	Not Available	0	0	0	0	1	0.48881	116.209	0
200-300%	Single-Family Attached	None	AZ	Owner	0.0849957	0.022869	0.892135	0	0	3.02279	20.239	7.75795e-07
200-300%	Single-Family Attached	None	AZ	Renter	0	0.0475161	0.952484	0	0	0.854452	39.4544	6.6556e-07
200-300%	Single-Family Attached	None	CA	Not Available	0	0	0	0	1	0.414631	2166.2	0
200-300%	Single-Family Attached	None	CA	Owner	0	0	1	0	0	0.187516	889.177	1.33108e-05
200-300%	Single-Family Attached	None	CA	Renter	0	0	1	0	0	0.0438185	279.671	2.60251e-05
200-300%	Single-Family Attached	None	CO	Not Available	0	0	0	0	1	3.40236	5.92995e-19	0
200-300%	Single-Family Attached	None	CO	Owner	0.0431223	0	0.956878	0	0	1.79902	3.3835e-19	1.59419e-07
200-300%	Single-Family Attached	None	CO	Renter	0.0712679	0	0.928732	0	0	0.971052	3.54881e-20	1.28841e-07
200-300%	Single-Family Attached	None	CT	Not Available	0	0	0	0	1	21.6039	1.72298e-18	0
200-300%	Single-Family Attached	None	CT	Owner	0	0	0.998494	0.00150577	0	10.4898	7.22146e-19	1.5174e-07
200-300%	Single-Family Attached	None	CT	Renter	0	0	0.998494	0.00150577	0	4.65517	2.14214e-19	7.84645e-08
200-300%	Single-Family Attached	None	DC	Not Available	0	0	0	0	1	0.25685	0.463965	0
200-300%	Single-Family Attached	None	DC	Owner	0	0	1	0	0	0.0550008	0.0559869	1.54124e-07
200-300%	Single-Family Attached	None	DC	Renter	0	0	1	0	0	0.0642949	0.197611	1.05648e-07
200-300%	Single-Family Attached	None	DE	Not Available	0	0	0	0	1	1.7094	3.48414e-19	0
200-300%	Single-Family Attached	None	DE	Owner	0	0	1	0	0	0.704432	1.55706e-19	6.93546e-08
200-300%	Single-Family Attached	None	DE	Renter	0	0	1	0	0	0.217349	3.82868e-20	4.76132e-08
200-300%	Single-Family Attached	None	FL	Not Available	0	0	0	0	1	0.370738	2185.85	0
200-300%	Single-Family Attached	None	FL	Owner	0	0	1	0	0	0.127749	840.9	8.61235e-06
