Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=Finished Attic or Cathedral Ceilings	Option=None	Option=Unvented Attic	Option=Vented Attic	source_count	source_weight	sampling_probability
Mountain South	Mobile Home	2	<1940	0	1	0	0	258	0	0
Mountain South	Mobile Home	3	<1940	0	1	0	0	258	0	0
Mountain South	Mobile Home	4+	<1940	0	1	0	0	258	0	0
Mountain South	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	39	0	1.30972e-05
Mountain South	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	39	0	2.29435e-05
Mountain South	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	39	0	1.0403e-05
Mountain South	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	39	0	4.32462e-06
Mountain South	Multi-Family with 5+ Units	1	<1940	0	1	0	0	72	3227.02	3.23604e-06
Mountain South	Multi-Family with 5+ Units	2	<1940	0	1	0	0	72	3227.02	7.79026e-06
Mountain South	Multi-Family with 5+ Units	3	<1940	0	1	0	0	72	3227.02	1.46687e-05
Mountain South	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	72	3227.02	3.45277e-05
Mountain South	Single-Family Attached	1	<1940	0	0.6269	0.0284607	0.34464	28	5713.44	1.18717e-05
Mountain South	Single-Family Attached	2	<1940	0	0.881664	0	0.118336	12	0	1.76252e-05
Mountain South	Single-Family Attached	3	<1940	0.0273293	0.787784	0.0273293	0.157558	32	0	2.12534e-06
Mountain South	Single-Family Attached	4+	<1940	0	1	0	0	14	0	0
Mountain South	Single-Family Detached	1	<1940	0	0.618611	0.0200401	0.361348	23	89474.9	0.000360462
Mountain South	Single-Family Detached	2	<1940	0.0548861	0.459214	0.0245239	0.461376	155	3312.45	0.00019857
Mountain South	Single-Family Detached	3	<1940	0.0210452	0.599602	0.0189829	0.36037	83	0	4.57579e-06
Mountain South	Single-Family Detached	4+	<1940	0	1	0	0	13	0	0
New England	Mobile Home	1	1940-59	0	1	0	0	101	1409.14	4.00387e-05
New England	Mobile Home	2	1940-59	0	1	0	0	101	1409.14	0
New England	Mobile Home	3	1940-59	0	1	0	0	101	1409.14	0
New England	Mobile Home	4+	1940-59	0	1	0	0	101	1409.14	0
New England	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	94	49765.5	0.000108555
New England	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	94	49765.5	0.000819166
New England	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	94	49765.5	0.000202091
New England	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	94	49765.5	3.75197e-05
New England	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	62	34914.9	5.40377e-05
New England	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	62	34914.9	0.000268019
New England	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	62	34914.9	0.000203485
New England	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	62	34914.9	0.000290837
New England	Single-Family Attached	1	1940-59	0	0.588969	0	0.411031	11	9548.81	0.000108537
New England	Single-Family Attached	2	1940-59	0.13542	0.412506	0.102168	0.349906	24	21623.1	7.31815e-05
New England	Single-Family Attached	3	1940-59	0.107552	0.673638	0	0.21881	16	3348.22	3.04534e-06
New England	Single-Family Attached	4+	1940-59	0	1	0	0	12	3340.68	0
New England	Single-Family Detached	1	1940-59	0	0.31809	0.057876	0.624033	96	272622	0.00443264
New England	Single-Family Detached	2	1940-59	0.0546411	0.455413	0.0319126	0.458033	291	488792	0.0012803
New England	Single-Family Detached	3	1940-59	0.0493972	0.697321	0.0709669	0.182315	19	26502.4	4.37551e-05
New England	Single-Family Detached	4+	1940-59	0	1	0	0	10	4776.11	0
New England	Mobile Home	1	1960-79	0	1	0	0	18	12831	0.00037731
New England	Mobile Home	2	1960-79	0	1	0	0	18	12831	0
New England	Mobile Home	3	1960-79	0	1	0	0	18	12831	0
New England	Mobile Home	4+	1960-79	0	1	0	0	18	12831	0
New England	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	43	65405	0.000194679
New England	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	43	65405	0.000888267
New England	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	43	65405	0.000195173
New England	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	43	65405	1.73296e-06
New England	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	60	78501.3	0.000174377
New England	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	60	78501.3	0.000893235
New England	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	60	78501.3	0.000745996
New England	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	60	78501.3	0.00060997
New England	Single-Family Attached	1	1960-79	0	0.619304	0.0371923	0.343504	15	5785.29	0.000232801
New England	Single-Family Attached	2	1960-79	0.0396291	0.402391	0.0396291	0.51835	16	29525.5	0.000159518
New England	Single-Family Attached	3	1960-79	0.0616637	0.641638	0.00163028	0.295068	64	0	9.50047e-06
New England	Single-Family Attached	4+	1960-79	0	1	0	0	12	0	0
New England	Single-Family Detached	1	1960-79	0	0.296853	0.012522	0.690625	118	327134	0.00528589
New England	Single-Family Detached	2	1960-79	0.0249569	0.219138	0.0225888	0.733316	131	346114	0.00142229
New England	Single-Family Detached	3	1960-79	0.10758	0.347181	0.0607739	0.484465	13	37931.3	9.04372e-05
New England	Single-Family Detached	4+	1960-79	0	1	0	0	10	3158.45	0
New England	Mobile Home	1	1980-99	0	1	0	0	22	13718.1	0.000529228
New England	Mobile Home	2	1980-99	0	1	0	0	22	13718.1	0
New England	Mobile Home	3	1980-99	0	1	0	0	22	13718.1	0
New England	Mobile Home	4+	1980-99	0	1	0	0	22	13718.1	0
New England	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	17	26013	0.000114224
New England	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	17	26013	0.000764105
New England	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	17	26013	7.52241e-05
New England	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	17	26013	3.8427e-06
New England	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	53	65068.6	0.00013925
New England	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	53	65068.6	0.000772
New England	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	53	65068.6	0.000785121
New England	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	53	65068.6	0.00032949
New England	Single-Family Attached	1	1980-99	0	0.541595	0.0690299	0.389375	12	23764.1	0.000319875
New England	Single-Family Attached	2	1980-99	0.0232362	0.321457	0	0.655307	35	70223.4	0.000473954
New England	Single-Family Attached	3	1980-99	0.0772473	0.496947	0.00628584	0.41952	20	19708.4	3.87538e-05
New England	Single-Family Attached	4+	1980-99	0	1	0	0	12	0	0
New England	Single-Family Detached	1	1980-99	0	0.4228	0.0162942	0.560906	53	149590	0.00349635
New England	Single-Family Detached	2	1980-99	0.0469249	0.266482	0.0372705	0.649322	194	546509	0.00232492
New England	Single-Family Detached	3	1980-99	0.335749	0.409032	0	0.25522	10	29624.8	8.60152e-05
New England	Single-Family Detached	4+	1980-99	0	1	0	0	10	0	0
New England	Mobile Home	1	2000-09	0	1	0	0	10	6006.79	0.000165762
New England	Mobile Home	2	2000-09	0	1	0	0	10	6006.79	0
New England	Mobile Home	3	2000-09	0	1	0	0	10	6006.79	0
New England	Mobile Home	4+	2000-09	0	1	0	0	10	6006.79	0
New England	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	10	6534.44	2.6382e-05
New England	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	10	6534.44	0.000205177
New England	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	10	6534.44	1.86886e-05
New England	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	10	6534.44	1.22859e-06
New England	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	17	21564.9	3.68049e-05
New England	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	17	21564.9	0.000196234
New England	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	17	21564.9	0.000186381
New England	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	17	21564.9	0.000330207
New England	Single-Family Attached	1	2000-09	0	0.465452	0.131006	0.403543	15	4892.87	0.000154078
New England	Single-Family Attached	2	2000-09	0.0799283	0.526113	0	0.393959	15	24420.7	0.000183153
New England	Single-Family Attached	3	2000-09	0.0358599	0.537309	0	0.426831	21	13921.1	3.22413e-05
New England	Single-Family Attached	4+	2000-09	0	1	0	0	12	0	0
New England	Single-Family Detached	1	2000-09	0	0.476965	0.0631947	0.45984	22	54559.4	0.00148381
New England	Single-Family Detached	2	2000-09	0.0282348	0.138073	0.00288587	0.830807	72	202636	0.000948063
New England	Single-Family Detached	3	2000-09	0.194951	0.372661	0.0463119	0.386075	89	11820	1.60092e-05
New England	Single-Family Detached	4+	2000-09	0	1	0	0	10	0	0
New England	Mobile Home	1	2010s	0	1	0	0	12	1059.8	4.30731e-05
New England	Mobile Home	2	2010s	0	1	0	0	12	1059.8	0
New England	Mobile Home	3	2010s	0	1	0	0	12	1059.8	0
New England	Mobile Home	4+	2010s	0	1	0	0	12	1059.8	0
New England	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	10	6892.87	1.18591e-05
New England	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	10	6892.87	9.22299e-05
New England	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	10	6892.87	9.3977e-06
New England	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	10	6892.87	6.17807e-07
New England	Multi-Family with 5+ Units	1	2010s	0	1	0	0	25	23762	2.21947e-05
New England	Multi-Family with 5+ Units	2	2010s	0	1	0	0	25	23762	0.000106929
New England	Multi-Family with 5+ Units	3	2010s	0	1	0	0	25	23762	0.000119933
New England	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	25	23762	0.000241523
New England	Single-Family Attached	1	2010s	0	0.465452	0.131006	0.403543	15	0	5.5504e-05
New England	Single-Family Attached	2	2010s	0.201968	0.15629	0	0.641742	10	15959.9	6.93959e-05
New England	Single-Family Attached	3	2010s	0.0358599	0.537309	0	0.426831	21	6841.46	1.33238e-05
New England	Single-Family Attached	4+	2010s	0	1	0	0	12	0	0
New England	Single-Family Detached	1	2010s	0	0.565456	0.0631406	0.371403	23	45608.7	0.000406128
New England	Single-Family Detached	2	2010s	0.0376851	0.269208	0.0246343	0.668473	43	87874.8	0.000294801
New England	Single-Family Detached	3	2010s	0.194951	0.372661	0.0463119	0.386075	89	1190.24	4.04295e-06
New England	Single-Family Detached	4+	2010s	0	1	0	0	10	0	0
New England	Mobile Home	1	<1940	0	1	0	0	101	0	1.80253e-05
New England	Mobile Home	2	<1940	0	1	0	0	101	0	0
New England	Mobile Home	3	<1940	0	1	0	0	101	0	0
New England	Mobile Home	4+	<1940	0	1	0	0	101	0	0
New England	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	86	94110.4	0.00120804
New England	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	86	94110.4	0.00211624
New England	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	86	94110.4	0.000933071
New England	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	86	94110.4	0.000387887
New England	Multi-Family with 5+ Units	1	<1940	0	1	0	0	51	52108.3	0.000146402
New England	Multi-Family with 5+ Units	2	<1940	0	1	0	0	51	52108.3	0.000320692
New England	Multi-Family with 5+ Units	3	<1940	0	1	0	0	51	52108.3	0.000570693
New England	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	51	52108.3	0.00102089
New England	Single-Family Attached	1	<1940	0	0.588969	0	0.411031	11	5749.43	0.000131812
New England	Single-Family Attached	2	<1940	0.161805	0.3724	0.104979	0.360816	20	32697.4	0.000241871
New England	Single-Family Attached	3	<1940	0.107552	0.673638	0	0.21881	16	8652.56	3.40903e-05
New England	Single-Family Attached	4+	<1940	0	1	0	0	12	0	0
New England	Single-Family Detached	1	<1940	0	0.0691416	0.125073	0.805785	35	85051.1	0.00296272
New England	Single-Family Detached	2	<1940	0.0917834	0.335525	0.0403495	0.532343	223	558184	0.00307371
New England	Single-Family Detached	3	<1940	0.0743903	0.544176	0.106873	0.27456	17	45478.1	0.000107058
New England	Single-Family Detached	4+	<1940	0	1	0	0	10	12342.6	0
Pacific	Mobile Home	1	1940-59	0	1	0	0	258	3398.66	0.00022941
Pacific	Mobile Home	2	1940-59	0	1	0	0	258	3398.66	0
Pacific	Mobile Home	3	1940-59	0	1	0	0	258	3398.66	0
Pacific	Mobile Home	4+	1940-59	0	1	0	0	258	3398.66	0
Pacific	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	30	46247	0.000150923
Pacific	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	30	46247	0.00113887
Pacific	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	30	46247	0.000381642
Pacific	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	30	46247	7.08548e-05
Pacific	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	60	99009.9	0.000228323
Pacific	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	60	99009.9	0.00108752
Pacific	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	60	99009.9	0.000832871
Pacific	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	60	99009.9	0.00106611
Pacific	Single-Family Attached	1	1940-59	0	0.532547	0.0182873	0.449166	16	63442.8	0.000746772
Pacific	Single-Family Attached	2	1940-59	0	0.881664	0	0.118336	12	24125	0.00040576
Pacific	Single-Family Attached	3	1940-59	0.0273293	0.787784	0.0273293	0.157558	32	0	1.58502e-05
Pacific	Single-Family Attached	4+	1940-59	0	1	0	0	14	0	0
Pacific	Single-Family Detached	1	1940-59	0	0.421975	0.0439078	0.534117	297	1.77914e+06	0.0152559
Pacific	Single-Family Detached	2	1940-59	0.0404035	0.499225	0.0226204	0.437751	101	390332	0.00347117
Pacific	Single-Family Detached	3	1940-59	0.0210452	0.599602	0.0189829	0.36037	83	20405.4	0.000110175
Pacific	Single-Family Detached	4+	1940-59	0	1	0	0	13	3012.15	0
Pacific	Mobile Home	1	1960-79	0	1	0	0	51	108235	0.00284759
Pacific	Mobile Home	2	1960-79	0	1	0	0	51	108235	0
Pacific	Mobile Home	3	1960-79	0	1	0	0	51	108235	0
Pacific	Mobile Home	4+	1960-79	0	1	0	0	51	108235	0
Pacific	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	43	118454	0.000555902
Pacific	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	43	118454	0.00253643
Pacific	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	43	118454	0.000715473
Pacific	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	43	118454	6.35277e-06
Pacific	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	140	323303	0.000819309
Pacific	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	140	323303	0.00426109
Pacific	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	140	323303	0.0036162
Pacific	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	140	323303	0.00275767
Pacific	Single-Family Attached	1	1960-79	0	0.674491	0.0325782	0.292931	43	240433	0.00162085
Pacific	Single-Family Attached	2	1960-79	0.0276504	0.563804	0.0689969	0.339549	39	163320	0.00109601
Pacific	Single-Family Attached	3	1960-79	0.0273293	0.787784	0.0273293	0.157558	32	14376.6	2.78279e-05
Pacific	Single-Family Attached	4+	1960-79	0	1	0	0	14	0	0
Pacific	Single-Family Detached	1	1960-79	0	0.488833	0.0311775	0.47999	279	2.05884e+06	0.0179326
Pacific	Single-Family Detached	2	1960-79	0.053294	0.47831	0.0283576	0.440038	137	745832	0.00458354
Pacific	Single-Family Detached	3	1960-79	0	0.57851	0	0.42149	15	60324.5	0.000310641
Pacific	Single-Family Detached	4+	1960-79	0	1	0	0	13	5749.78	0
Pacific	Mobile Home	1	1980-99	0	1	0	0	34	66894.6	0.00246687
Pacific	Mobile Home	2	1980-99	0	1	0	0	34	66894.6	0
Pacific	Mobile Home	3	1980-99	0	1	0	0	34	66894.6	0
Pacific	Mobile Home	4+	1980-99	0	1	0	0	34	66894.6	0
Pacific	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	46	115080	0.000342575
Pacific	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	46	115080	0.00229166
Pacific	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	46	115080	0.000290143
Pacific	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	46	115080	1.48215e-05
Pacific	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	101	278554	0.000658384
Pacific	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	101	278554	0.00376055
Pacific	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	101	278554	0.00377527
Pacific	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	101	278554	0.00162193
Pacific	Single-Family Attached	1	1980-99	0	0.594966	0.0331462	0.371888	29	149101	0.00119024
Pacific	Single-Family Attached	2	1980-99	0.0490485	0.608495	0.049874	0.292583	55	238302	0.0016416
Pacific	Single-Family Attached	3	1980-99	0.0273293	0.787784	0.0273293	0.157558	32	34151.2	0.000122432
Pacific	Single-Family Attached	4+	1980-99	0	1	0	0	14	5392.64	0
Pacific	Single-Family Detached	1	1980-99	0	0.425679	0.0489122	0.525409	181	1.25953e+06	0.0140203
Pacific	Single-Family Detached	2	1980-99	0.0401716	0.400843	0.0436538	0.515332	209	1.26144e+06	0.00670159
Pacific	Single-Family Detached	3	1980-99	0.0557571	0.64599	0.0482718	0.249981	23	113924	0.000245789
Pacific	Single-Family Detached	4+	1980-99	0	1	0	0	13	20961.2	0
Pacific	Mobile Home	1	2000-09	0	1	0	0	10	16886.7	0.000772802
Pacific	Mobile Home	2	2000-09	0	1	0	0	10	16886.7	0
Pacific	Mobile Home	3	2000-09	0	1	0	0	10	16886.7	0
Pacific	Mobile Home	4+	2000-09	0	1	0	0	10	16886.7	0
Pacific	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	13	15208.3	7.69742e-05
Pacific	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	13	15208.3	0.000598641
Pacific	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	13	15208.3	7.2366e-05
Pacific	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	13	15208.3	4.75736e-06
Pacific	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	60	143238	0.000167543
Pacific	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	60	143238	0.000958888
Pacific	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	60	143238	0.000860011
Pacific	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	60	143238	0.00164715
Pacific	Single-Family Attached	1	2000-09	0	0.672706	0.0150889	0.312205	33	31053.9	0.000551811
Pacific	Single-Family Attached	2	2000-09	0	0.597889	0	0.402111	21	71246.4	0.000569
Pacific	Single-Family Attached	3	2000-09	0.0754395	0.790023	0.0754395	0.0590977	12	18394.6	7.60828e-05
Pacific	Single-Family Attached	4+	2000-09	0	1	0	0	14	0	0
Pacific	Single-Family Detached	1	2000-09	0	0.44927	0.0312431	0.519487	85	558006	0.00650793
Pacific	Single-Family Detached	2	2000-09	0.0182063	0.338715	0.0131747	0.629905	130	705924	0.00460622
Pacific	Single-Family Detached	3	2000-09	0	0.286538	0	0.713462	10	49532.4	7.53307e-05
Pacific	Single-Family Detached	4+	2000-09	0	1	0	0	13	703.774	0
Pacific	Mobile Home	1	2010s	0	1	0	0	15	5282.84	0.000195537
Pacific	Mobile Home	2	2010s	0	1	0	0	15	5282.84	0
Pacific	Mobile Home	3	2010s	0	1	0	0	15	5282.84	0
Pacific	Mobile Home	4+	2010s	0	1	0	0	15	5282.84	0
Pacific	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	13	12612.7	3.04914e-05
Pacific	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	13	12612.7	0.000237136
Pacific	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	13	12612.7	2.6915e-05
Pacific	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	13	12612.7	1.7694e-06
Pacific	Multi-Family with 5+ Units	1	2010s	0	1	0	0	59	120075	8.31967e-05
Pacific	Multi-Family with 5+ Units	2	2010s	0	1	0	0	59	120075	0.000426368
Pacific	Multi-Family with 5+ Units	3	2010s	0	1	0	0	59	120075	0.000482836
Pacific	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	59	120075	0.00115069
Pacific	Single-Family Attached	1	2010s	0	0.672706	0.0150889	0.312205	33	4146.51	0.000184006
Pacific	Single-Family Attached	2	2010s	0.129219	0.437232	0.129219	0.30433	14	31950.2	0.000214022
Pacific	Single-Family Attached	3	2010s	0.0754395	0.790023	0.0754395	0.0590977	12	28145.8	4.18044e-05
Pacific	Single-Family Attached	4+	2010s	0	1	0	0	14	0	0
Pacific	Single-Family Detached	1	2010s	0	0.330572	0.116358	0.55307	39	203035	0.00164798
Pacific	Single-Family Detached	2	2010s	0.00680542	0.618981	0.0204312	0.353783	71	345717	0.0012453
Pacific	Single-Family Detached	3	2010s	0.034823	0.348589	0.034823	0.581765	14	17950.4	1.97089e-05
Pacific	Single-Family Detached	4+	2010s	0	1	0	0	13	0	0
Pacific	Mobile Home	1	<1940	0	1	0	0	258	0	5.06079e-05
Pacific	Mobile Home	2	<1940	0	1	0	0	258	0	0
Pacific	Mobile Home	3	<1940	0	1	0	0	258	0	0
Pacific	Mobile Home	4+	<1940	0	1	0	0	258	0	0
Pacific	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	17	33391.7	0.000371028
Pacific	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	17	33391.7	0.000649964
Pacific	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	17	33391.7	0.000319126
Pacific	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	17	33391.7	0.000132664
Pacific	Multi-Family with 5+ Units	1	<1940	0	1	0	0	37	95042.8	0.000111504
Pacific	Multi-Family with 5+ Units	2	<1940	0	1	0	0	37	95042.8	0.000289823
Pacific	Multi-Family with 5+ Units	3	<1940	0	1	0	0	37	95042.8	0.000585071
Pacific	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	37	95042.8	0.00137069
Pacific	Single-Family Attached	1	<1940	0	0.561976	0.0417936	0.396231	16	38352.8	0.000314747
Pacific	Single-Family Attached	2	<1940	0	0.881664	0	0.118336	12	32426.2	0.000409793
Pacific	Single-Family Attached	3	<1940	0.0273293	0.787784	0.0273293	0.157558	32	0	2.9423e-05
Pacific	Single-Family Attached	4+	<1940	0	1	0	0	14	0	0
Pacific	Single-Family Detached	1	<1940	0	0.450754	0.0612203	0.488026	134	942053	0.00508927
Pacific	Single-Family Detached	2	<1940	0.0785029	0.366824	0.0266813	0.527992	67	346149	0.00349919
Pacific	Single-Family Detached	3	<1940	0.0210452	0.599602	0.0189829	0.36037	83	17278.1	0.000117715
Pacific	Single-Family Detached	4+	<1940	0	1	0	0	13	7784.1	0
South Atlantic	Mobile Home	1	1940-59	0	1	0	0	14	16376.4	0.000285542
South Atlantic	Mobile Home	2	1940-59	0	1	0	0	14	16376.4	0
South Atlantic	Mobile Home	3	1940-59	0	1	0	0	14	16376.4	0
South Atlantic	Mobile Home	4+	1940-59	0	1	0	0	14	16376.4	0
South Atlantic	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	34	28169.9	0.00011687
South Atlantic	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	34	28169.9	0.000881906
South Atlantic	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	34	28169.9	0.000244593
South Atlantic	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	34	28169.9	4.54106e-05
South Atlantic	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	72	53276.2	0.000140544
South Atlantic	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	72	53276.2	0.000709084
South Atlantic	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	72	53276.2	0.00054638
South Atlantic	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	72	53276.2	0.000771044
South Atlantic	Single-Family Attached	1	1940-59	0	0.595458	0.0791264	0.325416	26	26995.1	0.000923219
South Atlantic	Single-Family Attached	2	1940-59	0.0533846	0.46459	0.0529776	0.429048	63	88624.5	0.000479177
South Atlantic	Single-Family Attached	3	1940-59	0.0776959	0.427435	0.0107374	0.484132	13	12201.1	3.47102e-05
South Atlantic	Single-Family Attached	4+	1940-59	0	1	0	0	11	327.081	0
South Atlantic	Single-Family Detached	1	1940-59	0	0.388595	0.0662098	0.545195	211	1.3323e+06	0.0138383
South Atlantic	Single-Family Detached	2	1940-59	0.0961065	0.316368	0.105428	0.482097	151	504463	0.00354877
South Atlantic	Single-Family Detached	3	1940-59	0.156637	0.283075	0.0942007	0.466088	14	31104.8	0.000120292
South Atlantic	Single-Family Detached	4+	1940-59	0	1	0	0	11	7902.69	0
South Atlantic	Mobile Home	1	1960-79	0	1	0	0	43	101293	0.00430647
South Atlantic	Mobile Home	2	1960-79	0	1	0	0	43	101293	0
South Atlantic	Mobile Home	3	1960-79	0	1	0	0	43	101293	0
South Atlantic	Mobile Home	4+	1960-79	0	1	0	0	43	101293	0
South Atlantic	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	48	91964.4	0.000481322
South Atlantic	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	48	91964.4	0.00219614
South Atlantic	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	48	91964.4	0.000524685
South Atlantic	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	48	91964.4	4.65874e-06
South Atlantic	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	118	318332	0.000803986
South Atlantic	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	118	318332	0.00410454
South Atlantic	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	118	318332	0.00335957
South Atlantic	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	118	318332	0.00278173
South Atlantic	Single-Family Attached	1	1960-79	0	0.65871	0	0.34129	22	149611	0.0014331
South Atlantic	Single-Family Attached	2	1960-79	0.0471064	0.312532	0.0152767	0.625085	38	175708	0.0011091
South Atlantic	Single-Family Attached	3	1960-79	0.0340805	0.388298	0.0929849	0.484636	62	17883.9	4.5054e-05
South Atlantic	Single-Family Attached	4+	1960-79	0	1	0	0	11	0	0
South Atlantic	Single-Family Detached	1	1960-79	0	0.345695	0.0377823	0.616523	323	2.62689e+06	0.0237053
South Atlantic	Single-Family Detached	2	1960-79	0.0555515	0.211533	0.0510545	0.681861	124	783973	0.00572825
South Atlantic	Single-Family Detached	3	1960-79	0.160071	0.229452	0.0650899	0.545386	55	29866.6	0.000380077
South Atlantic	Single-Family Detached	4+	1960-79	0	1	0	0	11	0	0
South Atlantic	Mobile Home	1	1980-99	0	1	0	0	112	269044	0.0105103
South Atlantic	Mobile Home	2	1980-99	0	1	0	0	112	269044	0
South Atlantic	Mobile Home	3	1980-99	0	1	0	0	112	269044	0
South Atlantic	Mobile Home	4+	1980-99	0	1	0	0	112	269044	0
South Atlantic	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	43	92411.7	0.000425052
