Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
Multi-Family with 2 - 4 Units	Propane	MD	2010s	0	0.502224	0	0.497776	0	22	0	7.52508e-08
Multi-Family with 2 - 4 Units	Electricity	MD	<1940	0.571069	0.138609	0	0.290322	0	12	11466.9	7.69241e-05
Multi-Family with 2 - 4 Units	Fuel Oil	MD	<1940	0	0.30158	0	0.69842	0	78	0	1.26763e-05
Multi-Family with 2 - 4 Units	Natural Gas	MD	<1940	0	0.309801	0	0.690199	0	10	15895.9	0.000115806
Multi-Family with 2 - 4 Units	None	MD	<1940	0	0	0	0	1	104	0	1.82897e-06
Multi-Family with 2 - 4 Units	Other Fuel	MD	<1940	0	0.30158	0	0.69842	0	78	0	1.57198e-06
Multi-Family with 2 - 4 Units	Propane	MD	<1940	0	0.30158	0	0.69842	0	78	0	5.0616e-06
Multi-Family with 5+ Units	Electricity	MD	1940s	0.536867	0.249433	0	0.213701	0	26	3713.66	4.87836e-05
Multi-Family with 5+ Units	Fuel Oil	MD	1940s	0	0.30158	0	0.69842	0	78	0	2.50738e-06
Multi-Family with 5+ Units	Natural Gas	MD	1940s	0	0.268676	0	0.731324	0	17	2578.88	4.74365e-05
Multi-Family with 5+ Units	None	MD	1940s	0	0	0	0	1	104	0	1.28791e-06
Multi-Family with 5+ Units	Other Fuel	MD	1940s	0	0.30158	0	0.69842	0	78	0	7.67572e-07
Multi-Family with 5+ Units	Propane	MD	1940s	0	0.30158	0	0.69842	0	78	0	1.5998e-06
Multi-Family with 5+ Units	Electricity	MD	1950s	0.167781	0.378805	0	0.453413	0	12	17679.3	0.00011586
Multi-Family with 5+ Units	Fuel Oil	MD	1950s	0	0.30158	0	0.69842	0	78	0	2.87543e-06
Multi-Family with 5+ Units	Natural Gas	MD	1950s	0	0.428663	0	0.571337	0	12	23569.3	0.000120963
Multi-Family with 5+ Units	None	MD	1950s	0	0	0	0	1	104	0	2.51318e-06
Multi-Family with 5+ Units	Other Fuel	MD	1950s	0	0.30158	0	0.69842	0	78	0	2.38091e-06
Multi-Family with 5+ Units	Propane	MD	1950s	0	0.30158	0	0.69842	0	78	0	1.44383e-06
Multi-Family with 5+ Units	Electricity	MD	1960s	0.421374	0.360583	0.0444089	0.173634	0	27	44207.1	0.000268768
Multi-Family with 5+ Units	Fuel Oil	MD	1960s	0	0.283877	0	0.716123	0	39	0	7.43818e-06
Multi-Family with 5+ Units	Natural Gas	MD	1960s	0	0.973859	0	0.0261405	0	17	27480.1	0.00028129
Multi-Family with 5+ Units	None	MD	1960s	0	0	0	0	1	27	0	6.16028e-06
Multi-Family with 5+ Units	Other Fuel	MD	1960s	0	0.283877	0	0.716123	0	39	0	3.89747e-06
Multi-Family with 5+ Units	Propane	MD	1960s	0	0.283877	0	0.716123	0	39	0	4.6304e-06
Multi-Family with 5+ Units	Electricity	MD	1970s	0.306326	0.507516	0	0.186158	0	48	30765.3	0.000433004
Multi-Family with 5+ Units	Fuel Oil	MD	1970s	0	0.283877	0	0.716123	0	39	0	3.52156e-06
Multi-Family with 5+ Units	Natural Gas	MD	1970s	0	0.71197	0	0.28803	0	12	35555	0.000310875
Multi-Family with 5+ Units	None	MD	1970s	0	0	0	0	1	14	0	8.84668e-06
Multi-Family with 5+ Units	Other Fuel	MD	1970s	0	0.283877	0	0.716123	0	39	0	3.29283e-06
Multi-Family with 5+ Units	Propane	MD	1970s	0	0.283877	0	0.716123	0	39	0	1.12612e-05
Multi-Family with 5+ Units	Electricity	MD	1980s	0.187845	0.524344	0.103963	0.183848	0	10	98578.7	0.00046387
Multi-Family with 5+ Units	Fuel Oil	MD	1980s	0	0.334885	0	0.665115	0	29	0	1.11539e-06
Multi-Family with 5+ Units	Natural Gas	MD	1980s	0	0.819805	0	0.180195	0	11	20439.2	0.000192709
Multi-Family with 5+ Units	None	MD	1980s	0	0	0	0	1	13	20279.7	4.8424e-06
Multi-Family with 5+ Units	Other Fuel	MD	1980s	0	0.334885	0	0.665115	0	29	0	2.41754e-06
Multi-Family with 5+ Units	Propane	MD	1980s	0	0.334885	0	0.665115	0	29	0	7.68198e-06
Multi-Family with 5+ Units	Electricity	MD	1990s	0.364581	0.437409	0.0261847	0.171826	0	34	85890	0.000375479
Multi-Family with 5+ Units	Fuel Oil	MD	1990s	0	0.334885	0	0.665115	0	29	0	3.38335e-06
Multi-Family with 5+ Units	Natural Gas	MD	1990s	0	0.846705	0	0.153295	0	10	17393	0.000224216
Multi-Family with 5+ Units	None	MD	1990s	0	0	0	0	1	12	0	3.78873e-06
Multi-Family with 5+ Units	Other Fuel	MD	1990s	0	0.334885	0	0.665115	0	29	0	2.1089e-06
Multi-Family with 5+ Units	Propane	MD	1990s	0	0.334885	0	0.665115	0	29	0	7.19448e-06
Multi-Family with 5+ Units	Electricity	MD	2000s	0.357654	0.525532	0.0257689	0.0910454	0	55	71260.1	0.000309651
Multi-Family with 5+ Units	Fuel Oil	MD	2000s	0	0.502224	0	0.497776	0	22	0	3.71997e-07
Multi-Family with 5+ Units	Natural Gas	MD	2000s	0	0.989405	0	0.0105954	0	21	17761.2	0.000191395
Multi-Family with 5+ Units	None	MD	2000s	0	0	0	0	1	15	0	4.41079e-06
Multi-Family with 5+ Units	Other Fuel	MD	2000s	0	0.502224	0	0.497776	0	22	0	1.10817e-06
Multi-Family with 5+ Units	Propane	MD	2000s	0	0.502224	0	0.497776	0	22	0	6.50588e-06
Multi-Family with 5+ Units	Electricity	MD	2010s	0.427097	0.44246	0	0.130443	0	50	7210.76	0.00023833
Multi-Family with 5+ Units	Fuel Oil	MD	2010s	0	0.502224	0	0.497776	0	22	0	1.36636e-06
Multi-Family with 5+ Units	Natural Gas	MD	2010s	0	0.89817	0	0.10183	0	18	17062.5	7.66464e-05
Multi-Family with 5+ Units	None	MD	2010s	0	0	0	0	1	12	0	3.04668e-06
Multi-Family with 5+ Units	Other Fuel	MD	2010s	0	0.502224	0	0.497776	0	22	0	1.24787e-06
Multi-Family with 5+ Units	Propane	MD	2010s	0	0.502224	0	0.497776	0	22	0	2.98359e-06
Multi-Family with 5+ Units	Electricity	MD	<1940	0.536867	0.249433	0	0.213701	0	26	9596.96	0.000114917
Multi-Family with 5+ Units	Fuel Oil	MD	<1940	0	0.30158	0	0.69842	0	78	0	5.51059e-06
Multi-Family with 5+ Units	Natural Gas	MD	<1940	0	0.268676	0	0.731324	0	17	6664.42	9.26266e-05
Multi-Family with 5+ Units	None	MD	<1940	0	0	0	0	1	104	0	2.30323e-06
Multi-Family with 5+ Units	Other Fuel	MD	<1940	0	0.30158	0	0.69842	0	78	0	2.99689e-06
Multi-Family with 5+ Units	Propane	MD	<1940	0	0.30158	0	0.69842	0	78	0	2.89505e-06
Single-Family Attached	Electricity	MD	1940s	0.349565	0.133418	0.010113	0.506903	0	23	5469.61	3.86187e-05
Single-Family Attached	Fuel Oil	MD	1940s	0	0.681012	0	0.318988	0	12	1221.12	2.02902e-05
Single-Family Attached	Natural Gas	MD	1940s	0	0.740292	0	0.259708	0	42	11994.8	0.000173995
Single-Family Attached	None	MD	1940s	0	0	0	0	1	10	0	2.18806e-06
Single-Family Attached	Other Fuel	MD	1940s	0	0	0	1	0	21	0	7.43593e-07
Single-Family Attached	Propane	MD	1940s	0	0.778169	0	0.221831	0	13	0	2.36434e-06
Single-Family Attached	Electricity	MD	1950s	0.55003	0.32748	0.00495425	0.117536	0	81	5353.93	7.50592e-05
Single-Family Attached	Fuel Oil	MD	1950s	0	0.717627	0	0.282373	0	13	0	1.77428e-05
Single-Family Attached	Natural Gas	MD	1950s	0	1	0	0	0	13	30728.2	0.00037643
Single-Family Attached	None	MD	1950s	0	0	0	0	1	20	0	3.21052e-06
Single-Family Attached	Other Fuel	MD	1950s	0	0	0	1	0	26	0	1.31322e-06
Single-Family Attached	Propane	MD	1950s	0	0.686449	0	0.313551	0	18	0	4.95158e-06
Single-Family Attached	Electricity	MD	1960s	0.613562	0.195478	0.0243797	0.16658	0	99	5368.47	6.68011e-05
Single-Family Attached	Fuel Oil	MD	1960s	0	0.764321	0	0.235679	0	13	0	5.90163e-06
Single-Family Attached	Natural Gas	MD	1960s	0	0.90787	0	0.0921305	0	16	30240.1	0.000141643
Single-Family Attached	None	MD	1960s	0	0	0	0	1	12	0	1.40999e-06
Single-Family Attached	Other Fuel	MD	1960s	0	0.139537	0	0.860463	0	19	0	1.0186e-06
Single-Family Attached	Propane	MD	1960s	0	0.860399	0	0.139601	0	22	0	1.6573e-06
Single-Family Attached	Electricity	MD	1970s	0.423492	0.507484	0	0.0690237	0	27	28613.1	0.000261227
Single-Family Attached	Fuel Oil	MD	1970s	0	0.72345	0	0.27655	0	12	0	1.09284e-05
Single-Family Attached	Natural Gas	MD	1970s	0	0.95385	0	0.0461497	0	70	16360.2	0.00012857
Single-Family Attached	None	MD	1970s	0	0	0	0	1	15	0	2.14509e-06
Single-Family Attached	Other Fuel	MD	1970s	0	0.138523	0	0.861477	0	11	0	1.42985e-06
Single-Family Attached	Propane	MD	1970s	0	0.601009	0	0.398991	0	13	0	3.49885e-06
Single-Family Attached	Electricity	MD	1980s	0.527064	0.303476	0.0943527	0.0751076	0	12	53954.9	0.000532531
Single-Family Attached	Fuel Oil	MD	1980s	0	0.69619	0	0.30381	0	20	0	4.12566e-06
Single-Family Attached	Natural Gas	MD	1980s	0	0.962647	0	0.0373532	0	21	11488.3	0.000129806
Single-Family Attached	None	MD	1980s	0	0	0	0	1	20	0	3.8514e-06
Single-Family Attached	Other Fuel	MD	1980s	0	0.0994348	0	0.900565	0	10	0	1.36968e-06
Single-Family Attached	Propane	MD	1980s	0	0.706961	0	0.293039	0	10	0	2.53449e-06
Single-Family Attached	Electricity	MD	1990s	0.472192	0.395974	0.0331188	0.0987152	0	30	26991.4	0.000260804
Single-Family Attached	Fuel Oil	MD	1990s	0	0.796669	0	0.203331	0	18	0	2.09547e-06
Single-Family Attached	Natural Gas	MD	1990s	0	0.886778	0	0.113222	0	10	8233.82	0.00028924
Single-Family Attached	None	MD	1990s	0	0	0	0	1	22	0	1.58429e-06
Single-Family Attached	Other Fuel	MD	1990s	0	0	0	1	0	10	0	3.19699e-06
Single-Family Attached	Propane	MD	1990s	0	0.727519	0	0.272481	0	12	0	5.6676e-06
Single-Family Attached	Electricity	MD	2000s	0.510237	0.443147	0	0.0466159	0	48	15785.6	0.000129459
Single-Family Attached	Fuel Oil	MD	2000s	0	0.832721	0	0.167279	0	19	0	1.71888e-06
Single-Family Attached	Natural Gas	MD	2000s	0	1	0	0	0	29	25412.3	0.000252755
Single-Family Attached	None	MD	2000s	0	0	0	0	1	25	0	1.28978e-06
Single-Family Attached	Other Fuel	MD	2000s	0	0	0	1	0	11	0	1.14955e-06
Single-Family Attached	Propane	MD	2000s	0	0.871324	0	0.128676	0	13	4986.38	5.66557e-06
Single-Family Attached	Electricity	MD	2010s	0.482952	0.478459	0.0385893	0	0	30	16325.7	6.50001e-05
Single-Family Attached	Fuel Oil	MD	2010s	0	0.798689	0	0.201311	0	16	0	2.03665e-07
Single-Family Attached	Natural Gas	MD	2010s	0	0.909207	0	0.0907928	0	14	25875	0.00012526
Single-Family Attached	None	MD	2010s	0	0	0	0	1	17	0	1.58406e-07
Single-Family Attached	Other Fuel	MD	2010s	0	0.0638347	0	0.936165	0	16	0	7.95707e-07
Single-Family Attached	Propane	MD	2010s	0	0.798689	0	0.201311	0	16	0	2.69661e-06
Single-Family Attached	Electricity	MD	<1940	0.349565	0.133418	0.010113	0.506903	0	23	14134.7	0.000125759
Single-Family Attached	Fuel Oil	MD	<1940	0	0.681012	0	0.318988	0	12	3155.67	5.03019e-05
Single-Family Attached	Natural Gas	MD	<1940	0	0.740292	0	0.259708	0	42	30997.2	0.00052133
Single-Family Attached	None	MD	<1940	0	0	0	0	1	10	0	3.60436e-06
Single-Family Attached	Other Fuel	MD	<1940	0	0	0	1	0	21	0	2.07426e-06
Single-Family Attached	Propane	MD	<1940	0	0.778169	0	0.221831	0	13	0	5.03705e-06
Single-Family Detached	Electricity	MD	1940s	0.406531	0.402597	0.0687115	0.122161	0	57	12474.9	0.000106969
Single-Family Detached	Fuel Oil	MD	1940s	0	0.709366	0	0.290634	0	10	1796.18	0.000111472
Single-Family Detached	Natural Gas	MD	1940s	0	0.536166	0	0.463834	0	13	25539.4	0.000293911
Single-Family Detached	None	MD	1940s	0	0	0	0	1	10	1690.11	2.09444e-06
Single-Family Detached	Other Fuel	MD	1940s	0	0	0	1	0	21	0	1.96243e-05
Single-Family Detached	Propane	MD	1940s	0	0.784559	0	0.215441	0	12	1906.55	1.75043e-05
Single-Family Detached	Electricity	MD	1950s	0.554022	0.329856	0.0049902	0.111132	0	80	11856.8	0.00023468
Single-Family Detached	Fuel Oil	MD	1950s	0	0.708906	0	0.291094	0	12	34282.5	0.000264325
Single-Family Detached	Natural Gas	MD	1950s	0	1	0	0	0	12	95279.5	0.000718006
Single-Family Detached	None	MD	1950s	0	0	0	0	1	20	0	1.62624e-06
Single-Family Detached	Other Fuel	MD	1950s	0	0	0	1	0	26	6351.04	2.95771e-05
Single-Family Detached	Propane	MD	1950s	0	0.686449	0	0.313551	0	18	7899.89	3.88694e-05
Single-Family Detached	Electricity	MD	1960s	0.617851	0.190728	0.0259958	0.165426	0	91	25774.7	0.000256228
Single-Family Detached	Fuel Oil	MD	1960s	0	0.764321	0	0.235679	0	13	40124.7	0.000219001
Single-Family Detached	Natural Gas	MD	1960s	0	0.908193	0	0.091807	0	20	120219	0.000670104
Single-Family Detached	None	MD	1960s	0	0	0	0	1	11	0	2.61292e-06
Single-Family Detached	Other Fuel	MD	1960s	0	0.139537	0	0.860463	0	19	0	2.83493e-05
Single-Family Detached	Propane	MD	1960s	0	0.860399	0	0.139601	0	22	0	2.857e-05
Single-Family Detached	Electricity	MD	1970s	0.327429	0.37693	0	0.29564	0	13	77778.4	0.000509941
Single-Family Detached	Fuel Oil	MD	1970s	0	0.72345	0	0.27655	0	12	32150.2	0.000269136
Single-Family Detached	Natural Gas	MD	1970s	0	0.905988	0	0.0940118	0	10	51614.2	0.0003558
Single-Family Detached	None	MD	1970s	0	0	0	0	1	11	0	3.47175e-06
Single-Family Detached	Other Fuel	MD	1970s	0	0.138523	0	0.861477	0	11	0	5.404e-05
Single-Family Detached	Propane	MD	1970s	0	0.601009	0	0.398991	0	13	0	4.26158e-05
Single-Family Detached	Electricity	MD	1980s	0.608823	0.282735	0	0.108441	0	29	168341	0.000850746
Single-Family Detached	Fuel Oil	MD	1980s	0	0.69619	0	0.30381	0	20	22893.6	7.46522e-05
Single-Family Detached	Natural Gas	MD	1980s	0	0.954096	0	0.0459035	0	63	33938.6	0.000269297
Single-Family Detached	None	MD	1980s	0	0	0	0	1	17	0	5.83033e-06
Single-Family Detached	Other Fuel	MD	1980s	0	0.0994348	0	0.900565	0	10	4842.42	5.26432e-05
Single-Family Detached	Propane	MD	1980s	0	0.706961	0	0.293039	0	10	0	5.12789e-05
Single-Family Detached	Electricity	MD	1990s	0.771795	0.155654	0	0.0725516	0	13	72170.8	0.000560818
Single-Family Detached	Fuel Oil	MD	1990s	0	0.796669	0	0.203331	0	18	0	7.65591e-05
Single-Family Detached	Natural Gas	MD	1990s	0	1	0	0	0	15	91288.1	0.000509838
Single-Family Detached	None	MD	1990s	0	0	0	0	1	17	10231.6	2.93349e-06
Single-Family Detached	Other Fuel	MD	1990s	0	0	0	1	0	10	7136.4	3.60654e-05
Single-Family Detached	Propane	MD	1990s	0	0.727519	0	0.272481	0	12	0	8.71921e-05
Single-Family Detached	Electricity	MD	2000s	0.44297	0.55703	0	0	0	11	58115.1	0.000377419
Single-Family Detached	Fuel Oil	MD	2000s	0	0.832721	0	0.167279	0	19	4623	3.74164e-05
Single-Family Detached	Natural Gas	MD	2000s	0	0.982165	0	0.0178353	0	104	44544.7	0.000469862
Single-Family Detached	None	MD	2000s	0	0	0	0	1	18	0	2.78715e-06
Single-Family Detached	Other Fuel	MD	2000s	0	0	0	1	0	11	0	3.54212e-05
Single-Family Detached	Propane	MD	2000s	0	0.848552	0	0.151448	0	10	0	0.000132757
Single-Family Detached	Electricity	MD	2010s	0.643754	0.315404	0.0126339	0.0282079	0	142	21470.6	0.000113303
Single-Family Detached	Fuel Oil	MD	2010s	0	0.798689	0	0.201311	0	16	0	2.85727e-06
Single-Family Detached	Natural Gas	MD	2010s	0	1	0	0	0	62	5865.13	0.000162439
Single-Family Detached	None	MD	2010s	0	0	0	0	1	14	0	7.9582e-07
Single-Family Detached	Other Fuel	MD	2010s	0	0.0638347	0	0.936165	0	16	0	1.05543e-05
Single-Family Detached	Propane	MD	2010s	0	0.798689	0	0.201311	0	16	0	3.38835e-05
Single-Family Detached	Electricity	MD	<1940	0.406531	0.402597	0.0687115	0.122161	0	57	32238	0.000188894
Single-Family Detached	Fuel Oil	MD	<1940	0	0.709366	0	0.290634	0	10	4641.74	0.000251808
Single-Family Detached	Natural Gas	MD	<1940	0	0.536166	0	0.463834	0	13	65999.8	0.000449473
Single-Family Detached	None	MD	<1940	0	0	0	0	1	10	4367.64	2.92838e-06
Single-Family Detached	Other Fuel	MD	<1940	0	0	0	1	0	21	0	4.80983e-05
Single-Family Detached	Propane	MD	<1940	0	0.784559	0	0.215441	0	12	4926.96	5.69339e-05
Mobile Home	Electricity	ME	1940s	0.0952195	0.284058	0.232104	0.388619	0	11	0	0
Mobile Home	Fuel Oil	ME	1940s	0	0.587989	0	0.412011	0	138	0	1.16752e-06
Mobile Home	Natural Gas	ME	1940s	0	0.573156	0	0.426844	0	130	0	0
Mobile Home	None	ME	1940s	0	0	0	0	1	88	0	0
Mobile Home	Other Fuel	ME	1940s	0	0	0	1	0	19	0	1.61441e-07
Mobile Home	Propane	ME	1940s	0	0.597296	0	0.402704	0	147	0	1.42723e-07
Mobile Home	Electricity	ME	1950s	0.0608799	0.170993	0.248514	0.519613	0	12	0	0
Mobile Home	Fuel Oil	ME	1950s	0	0.793347	0	0.206653	0	82	2940.12	3.73517e-06
Mobile Home	Natural Gas	ME	1950s	0	0.626846	0	0.373154	0	39	0	0
Mobile Home	None	ME	1950s	0	0	0	0	1	88	0	0
Mobile Home	Other Fuel	ME	1950s	0	0.0503569	0	0.949643	0	37	0	5.01301e-07
Mobile Home	Propane	ME	1950s	0	0.780624	0	0.219376	0	87	0	5.99594e-07
Mobile Home	Electricity	ME	1960s	0.331321	0.32105	0.0445313	0.303098	0	31	0	6.97389e-07
Mobile Home	Fuel Oil	ME	1960s	0	0.564106	0	0.435894	0	62	0	1.68485e-05
Mobile Home	Natural Gas	ME	1960s	0	0.732604	0	0.267396	0	38	0	0
Mobile Home	None	ME	1960s	0	0	0	0	1	143	0	0
Mobile Home	Other Fuel	ME	1960s	0	0.0768967	0	0.923103	0	26	0	2.31122e-06
Mobile Home	Propane	ME	1960s	0	0.562362	0	0.437638	0	68	0	1.96574e-06
Mobile Home	Electricity	ME	1970s	0.089558	0.0962735	0.141966	0.672202	0	24	0	1.47916e-06
Mobile Home	Fuel Oil	ME	1970s	0	0.715091	0	0.284909	0	91	2806.41	7.29947e-05
Mobile Home	Natural Gas	ME	1970s	0	0.669019	0	0.330981	0	45	0	2.02936e-07
Mobile Home	None	ME	1970s	0	0	0	0	1	143	0	1.97415e-07
Mobile Home	Other Fuel	ME	1970s	0	0	0	1	0	11	5612.82	1.29962e-05
Mobile Home	Propane	ME	1970s	0	0.287753	0	0.712247	0	12	2898.68	5.38978e-06
Mobile Home	Electricity	ME	1980s	0.231227	0.0837379	0.171706	0.513329	0	25	0	4.34488e-06
Mobile Home	Fuel Oil	ME	1980s	0	0.731451	0	0.268549	0	68	0	9.35014e-05
Mobile Home	Natural Gas	ME	1980s	0	0.804681	0	0.195319	0	51	2876.23	2.72121e-07
Mobile Home	None	ME	1980s	0	0	0	0	1	145	0	1.04269e-07
Mobile Home	Other Fuel	ME	1980s	0	0.0924621	0	0.907538	0	19	0	1.05441e-05
Mobile Home	Propane	ME	1980s	0	0.629839	0	0.370161	0	24	0	7.69544e-06
Mobile Home	Electricity	ME	1990s	0.326362	0.371036	0.0595254	0.243077	0	25	0	4.84103e-06
Mobile Home	Fuel Oil	ME	1990s	0	0.774939	0	0.225061	0	73	13856.6	9.78182e-05
Mobile Home	Natural Gas	ME	1990s	0	0.792966	0	0.207034	0	42	2575.74	5.68182e-08
Mobile Home	None	ME	1990s	0	0	0	0	1	145	0	0
Mobile Home	Other Fuel	ME	1990s	0	0	0	1	0	10	0	1.08247e-05
Mobile Home	Propane	ME	1990s	0	0.466458	0	0.533542	0	14	0	7.22856e-06
Mobile Home	Electricity	ME	2000s	0.503274	0.320055	0	0.17667	0	31	0	7.29448e-07
Mobile Home	Fuel Oil	ME	2000s	0	0.753891	0	0.246109	0	56	0	5.7056e-05
Mobile Home	Natural Gas	ME	2000s	0	0.870718	0	0.129282	0	38	2397.93	5.94129e-07
Mobile Home	None	ME	2000s	0	0	0	0	1	123	0	1.81454e-07
Mobile Home	Other Fuel	ME	2000s	0	0.06188	0	0.93812	0	10	3058.14	4.71789e-06
Mobile Home	Propane	ME	2000s	0	0.611971	0	0.388029	0	25	2934.13	1.10502e-05
Mobile Home	Electricity	ME	2010s	0.038496	0.218278	0.426695	0.316532	0	10	0	7.31063e-07
Mobile Home	Fuel Oil	ME	2010s	0	0.755107	0	0.244893	0	35	4239.19	1.06713e-05
Mobile Home	Natural Gas	ME	2010s	0	0.940305	0	0.0596952	0	32	0	0
Mobile Home	None	ME	2010s	0	0	0	0	1	123	0	0
Mobile Home	Other Fuel	ME	2010s	0	0.0469848	0	0.953015	0	16	0	4.00221e-07
Mobile Home	Propane	ME	2010s	0	0.743635	0	0.256365	0	28	0	3.56922e-06
Mobile Home	Electricity	ME	<1940	0.0952195	0.284058	0.232104	0.388619	0	11	0	2.89607e-07
Mobile Home	Fuel Oil	ME	<1940	0	0.587989	0	0.412011	0	138	0	1.32659e-06
Mobile Home	Natural Gas	ME	<1940	0	0.573156	0	0.426844	0	130	0	2.33554e-07
Mobile Home	None	ME	<1940	0	0	0	0	1	88	0	4.11055e-07
Mobile Home	Other Fuel	ME	<1940	0	0	0	1	0	19	0	5.04475e-07
Mobile Home	Propane	ME	<1940	0	0.597296	0	0.402704	0	147	0	0
Multi-Family with 2 - 4 Units	Electricity	ME	1940s	0.155596	0.0793462	0.0852712	0.679787	0	27	1382.03	2.07494e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1940s	0	0.483801	0	0.516199	0	23	5869.81	1.67259e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1940s	0	0.460577	0	0.539423	0	50	3776.14	8.47246e-06
Multi-Family with 2 - 4 Units	None	ME	1940s	0	0	0	0	1	12	0	6.76914e-08
Multi-Family with 2 - 4 Units	Other Fuel	ME	1940s	0	0.30158	0	0.69842	0	78	0	3.55454e-07
Multi-Family with 2 - 4 Units	Propane	ME	1940s	0	0.440384	0	0.559616	0	33	944.416	4.47465e-06
Multi-Family with 2 - 4 Units	Electricity	ME	1950s	0.176444	0.15687	0	0.666686	0	21	0	4.27988e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1950s	0	0.328194	0	0.671806	0	67	0	2.09157e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1950s	0	0.240723	0	0.759277	0	50	0	7.01392e-06
Multi-Family with 2 - 4 Units	None	ME	1950s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	ME	1950s	0	0.30158	0	0.69842	0	78	0	3.77918e-07
Multi-Family with 2 - 4 Units	Propane	ME	1950s	0	0.328194	0	0.671806	0	67	0	4.44355e-06
Multi-Family with 2 - 4 Units	Electricity	ME	1960s	0.110875	0.153587	0	0.735538	0	17	0	4.85527e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1960s	0	0.349997	0	0.650003	0	13	0	2.04767e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1960s	0	0.748954	0	0.251046	0	10	3980.62	5.2193e-06
Multi-Family with 2 - 4 Units	None	ME	1960s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	ME	1960s	0	0.283877	0	0.716123	0	39	0	9.67488e-07
Multi-Family with 2 - 4 Units	Propane	ME	1960s	0	0.349997	0	0.650003	0	13	0	3.38691e-06
Multi-Family with 2 - 4 Units	Electricity	ME	1970s	0.0736164	0.172719	0	0.753664	0	20	0	1.88847e-05
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1970s	0	0.200626	0	0.799374	0	14	3584.55	3.16422e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1970s	0	0.522442	0	0.477558	0	14	0	7.74612e-06
Multi-Family with 2 - 4 Units	None	ME	1970s	0	0	0	0	1	12	0	8.22817e-07
Multi-Family with 2 - 4 Units	Other Fuel	ME	1970s	0	0.283877	0	0.716123	0	39	0	4.29355e-07
Multi-Family with 2 - 4 Units	Propane	ME	1970s	0	0.200626	0	0.799374	0	14	0	6.94772e-06
Multi-Family with 2 - 4 Units	Electricity	ME	1980s	0.0553289	0.187231	0	0.75744	0	18	0	1.82787e-05
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1980s	0	0.204876	0	0.795124	0	11	3572.89	2.67488e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1980s	0	0.687491	0	0.312509	0	18	3957.64	1.01355e-05
Multi-Family with 2 - 4 Units	None	ME	1980s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	ME	1980s	0	0.334885	0	0.665115	0	29	0	2.07234e-06
Multi-Family with 2 - 4 Units	Propane	ME	1980s	0	0.204876	0	0.795124	0	11	3563.72	1.05877e-05
Multi-Family with 2 - 4 Units	Electricity	ME	1990s	0	0.116117	0.021897	0.861986	0	12	0	5.53282e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	1990s	0	0.267652	0	0.732348	0	17	3380.88	1.82691e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	1990s	0	0.236421	0	0.763579	0	10	0	6.28171e-06
Multi-Family with 2 - 4 Units	None	ME	1990s	0	0	0	0	1	12	0	6.86288e-07
Multi-Family with 2 - 4 Units	Other Fuel	ME	1990s	0	0.334885	0	0.665115	0	29	0	1.26704e-06
Multi-Family with 2 - 4 Units	Propane	ME	1990s	0	0.267652	0	0.732348	0	17	3186.2	3.73133e-06
Multi-Family with 2 - 4 Units	Electricity	ME	2000s	0	0.279988	0.184703	0.535309	0	11	0	2.92716e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	2000s	0	0.319326	0	0.680674	0	117	0	1.82233e-05
Multi-Family with 2 - 4 Units	Natural Gas	ME	2000s	0	0.669269	0	0.330731	0	24	0	2.94425e-06
Multi-Family with 2 - 4 Units	None	ME	2000s	0	0	0	0	1	12	0	0
Multi-Family with 2 - 4 Units	Other Fuel	ME	2000s	0	0.502224	0	0.497776	0	22	0	9.57169e-08
Multi-Family with 2 - 4 Units	Propane	ME	2000s	0	0.319326	0	0.680674	0	117	0	5.89564e-06
Multi-Family with 2 - 4 Units	Electricity	ME	2010s	0.172033	0.25851	0.0965138	0.472944	0	15	0	1.57078e-06
Multi-Family with 2 - 4 Units	Fuel Oil	ME	2010s	0	0.319326	0	0.680674	0	117	0	3.96828e-06
Multi-Family with 2 - 4 Units	Natural Gas	ME	2010s	0	1	0	0	0	11	0	8.08352e-07
Multi-Family with 2 - 4 Units	None	ME	2010s	0	0	0	0	1	12	0	0
