Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
None	300-400%	Mobile Home	Owner	1980s	0	1	0	0	0.0747171	452.282	2.76301e-05
None	300-400%	Mobile Home	Owner	1990s	0	1	0	0	0.0571366	375.879	3.55338e-05
None	300-400%	Mobile Home	Owner	2000s	0	1	0	0	0.0439512	204.56	9.81353e-06
None	300-400%	Mobile Home	Owner	2010s	0	1	0	0	0.109878	172.84	2.01165e-05
None	300-400%	Mobile Home	Owner	<1940	0	1	0	0	0.443908	26.7727	4.40046e-07
None	300-400%	Mobile Home	Renter	1940s	0	1	0	0	0.00587243	0.106567	3.35844e-07
None	300-400%	Mobile Home	Renter	1950s	0	1	0	0	0.00296529	1.36826	8.54864e-07
None	300-400%	Mobile Home	Renter	1960s	0	1	0	0	0.000639571	2.8417	5.63227e-06
None	300-400%	Mobile Home	Renter	1970s	0	1	0	0	0.000930286	3.90409	1.77118e-05
None	300-400%	Mobile Home	Renter	1980s	0	1	0	0	0.000988429	4.65236	3.6577e-05
None	300-400%	Mobile Home	Renter	1990s	0	1	0	0	0.000755857	3.86644	1.8909e-05
None	300-400%	Mobile Home	Renter	2000s	0	1	0	0	0.000581429	2.10418	1.47849e-05
None	300-400%	Mobile Home	Renter	2010s	0	1	0	0	0.00145357	1.77791	3.47843e-06
None	300-400%	Mobile Home	Renter	<1940	0	1	0	0	0.00587243	0.275395	4.07978e-07
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	0.922814	1661.89	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.384506	2586.02	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.522928	3156.65	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.707491	4135.58	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.522928	3368.68	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.346055	2224.05	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.238394	1186.06	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.0999715	399.655	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	0.922814	4294.7	0
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.0211554	32.9578	3.66886e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.00881476	51.2848	8.87046e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.0119881	62.6012	7.23389e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.0162192	82.0148	8.13874e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.0119881	66.806	6.21221e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.00793328	44.1062	3.82153e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.00546515	23.5214	2.16138e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.00229184	7.92577	2.72359e-06
None	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.0211554	85.1704	0.000165626
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	0.663789	1226.78	0.000235955
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.276579	1908.96	0.000474147
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	0.376147	2330.19	0.000458317
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	0.508905	3052.81	0.00053337
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	0.376147	2486.7	0.000400306
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.248921	1641.75	0.000279191
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.171479	875.529	0.000154767
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.0719105	295.019	2.73616e-05
None	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	0.663789	3170.27	0.00104607
None	300-400%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.73962	3794.4	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.827284	5858.42	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	1.54633	11124.9	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	2.11073	15426.2	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.3685	10158.4	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	0.695847	5098.31	0
None	300-400%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	0.657188	4474.76	0
None	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	0.394313	2555.04	0
None	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.73962	9805.59	0
None	300-400%	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.0389467	86.1952	3.4829e-05
None	300-400%	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.0185213	133.082	8.38278e-05
None	300-400%	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.0346193	252.718	0.00017875
None	300-400%	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.0472553	350.428	0.000236922
None	300-400%	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.030638	230.762	0.000100585
None	300-400%	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.0155787	115.815	5.53322e-05
None	300-400%	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.0147132	101.65	3.17066e-05
None	300-400%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.00882791	58.0414	1.25397e-05
None	300-400%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.0389467	222.748	8.28051e-05
None	300-400%	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	1.25796	2736.81	0.000331627
None	300-400%	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	0.598232	4225.54	0.000700997
None	300-400%	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	1.11819	8024.14	0.00129553
None	300-400%	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	1.52633	11126.5	0.0018957
None	300-400%	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	0.989598	7327.02	0.00124474
None	300-400%	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	0.503186	3677.29	0.000752039
None	300-400%	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	0.475231	3227.54	0.000473421
None	300-400%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	0.285139	1842.89	0.000205885
None	300-400%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	1.25796	7072.55	0.00107466
None	300-400%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.260089	353.533	0
None	300-400%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.169058	484.733	0
None	300-400%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.260089	947.415	0
None	300-400%	Single-Family Attached	Not Available	1970s	0	0	0	1	0.260089	812.313	0
None	300-400%	Single-Family Attached	Not Available	1980s	0	0	0	1	0.286098	1005.28	0
None	300-400%	Single-Family Attached	Not Available	1990s	0	0	0	1	0.195067	771.435	0
None	300-400%	Single-Family Attached	Not Available	2000s	0	0	0	1	0.130045	375.3	0
None	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.23408	67.9538	0
None	300-400%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.260089	913.612	0
None	300-400%	Single-Family Attached	Owner	1940s	0	1	0	0	0.104361	139.348	1.25964e-05
None	300-400%	Single-Family Attached	Owner	1950s	0	1	0	0	0.0678348	191.061	1.89471e-05
None	300-400%	Single-Family Attached	Owner	1960s	0	1	0	0	0.104361	373.431	2.08953e-05
None	300-400%	Single-Family Attached	Owner	1970s	0	1	0	0	0.104361	320.179	2.30159e-05
None	300-400%	Single-Family Attached	Owner	1980s	0	1	0	0	0.114797	396.24	2.89911e-05
None	300-400%	Single-Family Attached	Owner	1990s	0	1	0	0	0.0782709	304.067	1.53158e-05
None	300-400%	Single-Family Attached	Owner	2000s	0	1	0	0	0.0521806	147.927	9.81449e-07
None	300-400%	Single-Family Attached	Owner	2010s	0	1	0	0	0.093925	26.7845	9.20437e-08
None	300-400%	Single-Family Attached	Owner	<1940	0	1	0	0	0.104361	360.107	3.52168e-05
None	300-400%	Single-Family Attached	Renter	1940s	0	1	0	0	0.0349334	48.9709	2.26045e-05
None	300-400%	Single-Family Attached	Renter	1950s	0	1	0	0	0.0227067	67.1444	2.54459e-05
None	300-400%	Single-Family Attached	Renter	1960s	0	1	0	0	0.0349334	131.234	4.10142e-05
None	300-400%	Single-Family Attached	Renter	1970s	0	1	0	0	0.0349334	112.52	5.21624e-05
None	300-400%	Single-Family Attached	Renter	1980s	0	1	0	0	0.0384267	139.25	5.01643e-05
None	300-400%	Single-Family Attached	Renter	1990s	0	1	0	0	0.0262001	106.858	4.02678e-05
None	300-400%	Single-Family Attached	Renter	2000s	0	1	0	0	0.0174667	51.9859	1.9808e-05
None	300-400%	Single-Family Attached	Renter	2010s	0	1	0	0	0.0314401	9.41284	2.40376e-07
None	300-400%	Single-Family Attached	Renter	<1940	0	1	0	0	0.0349334	126.552	5.26939e-05
None	300-400%	Single-Family Detached	Not Available	1940s	0	0	0	1	1.06817	1434.88	0
None	300-400%	Single-Family Detached	Not Available	1950s	0	0	0	1	0.473242	2343.58	0
None	300-400%	Single-Family Detached	Not Available	1960s	0	0	0	1	0.351551	1310.1	0
None	300-400%	Single-Family Detached	Not Available	1970s	0	0	0	1	0.419157	1864.57	0
None	300-400%	Single-Family Detached	Not Available	1980s	0	0	0	1	0.419157	1602.01	0
None	300-400%	Single-Family Detached	Not Available	1990s	0	0	0	1	0.283945	1344.78	0
None	300-400%	Single-Family Detached	Not Available	2000s	0	0	0	1	0.22986	795.756	0
None	300-400%	Single-Family Detached	Not Available	2010s	0	0	0	1	0.202818	563.188	0
None	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	1	1.06817	3708.05	0
None	300-400%	Single-Family Detached	Owner	1940s	0	1	0	0	0.903527	1203.59	7.26756e-05
None	300-400%	Single-Family Detached	Owner	1950s	0	1	0	0	0.400297	1965.81	0.000110234
None	300-400%	Single-Family Detached	Owner	1960s	0	1	0	0	0.297363	1098.92	5.29921e-05
None	300-400%	Single-Family Detached	Owner	1970s	0	1	0	0	0.354548	1564.01	8.31375e-05
None	300-400%	Single-Family Detached	Owner	1980s	0	1	0	0	0.354548	1343.78	4.59447e-05
None	300-400%	Single-Family Detached	Owner	1990s	0	1	0	0	0.240178	1128.02	5.5069e-05
None	300-400%	Single-Family Detached	Owner	2000s	0	1	0	0	0.19443	667.486	4.43138e-05
None	300-400%	Single-Family Detached	Owner	2010s	0	1	0	0	0.171556	472.406	2.18011e-05
None	300-400%	Single-Family Detached	Owner	<1940	0	1	0	0	0.903527	3110.34	0.000128894
None	300-400%	Single-Family Detached	Renter	1940s	0	1	0	0	0.00686935	10.1572	7.46788e-05
None	300-400%	Single-Family Detached	Renter	1950s	0	1	0	0	0.00304338	16.5897	9.02466e-05
None	300-400%	Single-Family Detached	Renter	1960s	0	1	0	0	0.0022608	9.27389	4.72819e-05
None	300-400%	Single-Family Detached	Renter	1970s	0	1	0	0	0.00269557	13.1989	6.45871e-05
None	300-400%	Single-Family Detached	Renter	1980s	0	1	0	0	0.00269557	11.3403	7.64712e-05
None	300-400%	Single-Family Detached	Renter	1990s	0	1	0	0	0.00182603	9.51945	5.82175e-05
None	300-400%	Single-Family Detached	Renter	2000s	0	1	0	0	0.00147821	5.63299	2.87009e-05
None	300-400%	Single-Family Detached	Renter	2010s	0	1	0	0	0.00130431	3.98669	1.67852e-05
None	300-400%	Single-Family Detached	Renter	<1940	0	1	0	0	0.00686935	26.2485	0.000136562
None	400%+	Mobile Home	Not Available	1940s	0	0	0	1	0.746207	17.2071	0
None	400%+	Mobile Home	Not Available	1950s	0	0	0	1	0.376798	220.928	0
None	400%+	Mobile Home	Not Available	1960s	0	0	0	1	0.0812701	458.84	0
None	400%+	Mobile Home	Not Available	1970s	0	0	0	1	0.118211	630.38	0
None	400%+	Mobile Home	Not Available	1980s	0	0	0	1	0.125599	751.201	0
None	400%+	Mobile Home	Not Available	1990s	0	0	0	1	0.0960464	624.302	0
None	400%+	Mobile Home	Not Available	2000s	0	0	0	1	0.0738819	339.756	0
None	400%+	Mobile Home	Not Available	2010s	0	0	0	1	0.184705	287.073	0
None	400%+	Mobile Home	Not Available	<1940	0	0	0	1	0.746207	44.4671	0
None	400%+	Mobile Home	Owner	1940s	0	1	0	0	0.616191	14.2733	9.31328e-07
None	400%+	Mobile Home	Owner	1950s	0	1	0	0	0.311146	183.26	2.35174e-06
None	400%+	Mobile Home	Owner	1960s	0	1	0	0	0.0671099	380.608	1.97358e-05
None	400%+	Mobile Home	Owner	1970s	0	1	0	0	0.0976144	522.9	6.20189e-05
None	400%+	Mobile Home	Owner	1980s	0	1	0	0	0.103715	623.121	0.000130245
None	400%+	Mobile Home	Owner	1990s	0	1	0	0	0.0793117	517.858	9.14233e-05
None	400%+	Mobile Home	Owner	2000s	0	1	0	0	0.061009	281.827	5.14714e-05
None	400%+	Mobile Home	Owner	2010s	0	1	0	0	0.152522	238.127	2.429e-05
None	400%+	Mobile Home	Owner	<1940	0	1	0	0	0.616191	36.8854	1.75725e-06
None	400%+	Mobile Home	Renter	1940s	0	1	0	0	0.00621459	0.137006	2.17214e-07
None	400%+	Mobile Home	Renter	1950s	0	1	0	0	0.00313806	1.75908	5.05263e-07
None	400%+	Mobile Home	Renter	1960s	0	1	0	0	0.000676837	3.65338	3.6151e-06
None	400%+	Mobile Home	Renter	1970s	0	1	0	0	0.00098449	5.01922	9.29364e-06
None	400%+	Mobile Home	Renter	1980s	0	1	0	0	0.00104602	5.98122	2.18246e-05
None	400%+	Mobile Home	Renter	1990s	0	1	0	0	0.000799898	4.97082	1.40862e-05
None	400%+	Mobile Home	Renter	2000s	0	1	0	0	0.000615306	2.70521	7.99507e-06
None	400%+	Mobile Home	Renter	2010s	0	1	0	0	0.00153827	2.28573	6.08505e-06
None	400%+	Mobile Home	Renter	<1940	0	1	0	0	0.00621459	0.354056	3.85104e-07
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	2.99033	7081.74	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	1.24597	11019.7	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	1.69452	13451.3	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	2.29258	17622.8	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	1.69452	14354.8	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	1.12137	9477.24	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.772501	5054.11	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.323952	1703.04	0
None	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	2.99033	18300.9	0
None	400%+	Multi-Family with 2 - 4 Units	Owner	1940s	0	1	0	0	0.13243	322.87	4.87868e-05
None	400%+	Multi-Family with 2 - 4 Units	Owner	1950s	0	1	0	0	0.0551792	502.411	0.000172365
None	400%+	Multi-Family with 2 - 4 Units	Owner	1960s	0	1	0	0	0.0750438	613.272	0.00013613
None	400%+	Multi-Family with 2 - 4 Units	Owner	1970s	0	1	0	0	0.10153	803.457	0.000145801
None	400%+	Multi-Family with 2 - 4 Units	Owner	1980s	0	1	0	0	0.0750438	654.464	0.000119993
None	400%+	Multi-Family with 2 - 4 Units	Owner	1990s	0	1	0	0	0.0496613	432.086	6.96566e-05
None	400%+	Multi-Family with 2 - 4 Units	Owner	2000s	0	1	0	0	0.0342111	230.427	3.69444e-05
None	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	0	0.0143466	77.6447	7.5655e-06
None	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0	0.13243	834.371	0.000249134
None	400%+	Multi-Family with 2 - 4 Units	Renter	1940s	0	1	0	0	1.86404	4380.39	0.000348745
None	400%+	Multi-Family with 2 - 4 Units	Renter	1950s	0	1	0	0	0.776683	6816.21	0.000803073
None	400%+	Multi-Family with 2 - 4 Units	Renter	1960s	0	1	0	0	1.05629	8320.27	0.000730299
None	400%+	Multi-Family with 2 - 4 Units	Renter	1970s	0	1	0	0	1.4291	10900.5	0.000764381
None	400%+	Multi-Family with 2 - 4 Units	Renter	1980s	0	1	0	0	1.05629	8879.12	0.000640233
None	400%+	Multi-Family with 2 - 4 Units	Renter	1990s	0	1	0	0	0.699014	5862.12	0.000424957
None	400%+	Multi-Family with 2 - 4 Units	Renter	2000s	0	1	0	0	0.481543	3126.2	0.000249035
None	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	0	0.201937	1053.41	4.5258e-05
None	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0	1.86404	11319.9	0.00174308
None	400%+	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	15.07	37345.9	0
None	400%+	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	7.16662	57660.8	0
None	400%+	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	13.3955	109496	0
None	400%+	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	18.2849	151830	0
None	400%+	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	11.8551	99982.7	0
None	400%+	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	6.02799	50179.4	0
None	400%+	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	5.69311	44042.2	0
None	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	3.41586	25147.7	0
None	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	15.07	96510.3	0
None	400%+	Multi-Family with 5+ Units	Owner	1940s	0	1	0	0	0.759754	2087.17	0.00022427
None	400%+	Multi-Family with 5+ Units	Owner	1950s	0	1	0	0	0.361305	3222.52	0.000470362
None	400%+	Multi-Family with 5+ Units	Owner	1960s	0	1	0	0	0.675337	6119.44	0.000755299
None	400%+	Multi-Family with 5+ Units	Owner	1970s	0	1	0	0	0.921835	8485.43	0.000802722
None	400%+	Multi-Family with 5+ Units	Owner	1980s	0	1	0	0	0.597673	5587.8	0.000427352
None	400%+	Multi-Family with 5+ Units	Owner	1990s	0	1	0	0	0.303902	2804.41	0.000262021
None	400%+	Multi-Family with 5+ Units	Owner	2000s	0	1	0	0	0.287018	2461.42	0.000217591
None	400%+	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.172211	1405.44	0.000107773
None	400%+	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.759754	5393.73	0.00100217
None	400%+	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	9.05334	21775.5	0.000716531
None	400%+	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	4.30537	33620.6	0.00150205
None	400%+	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	8.04741	63844.2	0.00267614
None	400%+	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	10.9847	88528.6	0.00317743
None	400%+	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	7.12196	58297.6	0.00204363
None	400%+	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	3.62134	29258.4	0.00126234
None	400%+	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	3.42015	25680	0.000884795
None	400%+	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	2.05209	14663	0.000538091
None	400%+	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	9.05334	56272.9	0.00278647
None	400%+	Single-Family Attached	Not Available	1940s	0	0	0	1	2.20422	4022.72	0
None	400%+	Single-Family Attached	Not Available	1950s	0	0	0	1	1.43274	5515.59	0
None	400%+	Single-Family Attached	Not Available	1960s	0	0	0	1	2.20422	10780.3	0
None	400%+	Single-Family Attached	Not Available	1970s	0	0	0	1	2.20422	9243	0
None	400%+	Single-Family Attached	Not Available	1980s	0	0	0	1	2.42464	11438.7	0
None	400%+	Single-Family Attached	Not Available	1990s	0	0	0	1	1.65317	8777.85	0
None	400%+	Single-Family Attached	Not Available	2000s	0	0	0	1	1.10211	4270.39	0
None	400%+	Single-Family Attached	Not Available	2010s	0	0	0	1	1.9838	773.219	0
None	400%+	Single-Family Attached	Not Available	<1940	0	0	0	1	2.20422	10395.6	0
None	400%+	Single-Family Attached	Owner	1940s	0	1	0	0	1.33104	2489.92	3.64401e-05
None	400%+	Single-Family Attached	Owner	1950s	0	1	0	0	0.865177	3413.95	3.43968e-05
None	400%+	Single-Family Attached	Owner	1960s	0	1	0	0	1.33104	6672.6	5.35722e-05
None	400%+	Single-Family Attached	Owner	1970s	0	1	0	0	1.33104	5721.09	9.10831e-05
None	400%+	Single-Family Attached	Owner	1980s	0	1	0	0	1.46415	7080.17	0.000110662
None	400%+	Single-Family Attached	Owner	1990s	0	1	0	0	0.998281	5433.18	7.17205e-05
None	400%+	Single-Family Attached	Owner	2000s	0	1	0	0	0.665521	2643.22	2.63175e-05
None	400%+	Single-Family Attached	Owner	2010s	0	1	0	0	1.19794	478.595	3.88788e-06
None	400%+	Single-Family Attached	Owner	<1940	0	1	0	0	1.33104	6434.52	8.11915e-05
None	400%+	Single-Family Attached	Renter	1940s	0	1	0	0	0.10927	182.947	2.92185e-05
None	400%+	Single-Family Attached	Renter	1950s	0	1	0	0	0.0710253	250.841	3.50343e-05
None	400%+	Single-Family Attached	Renter	1960s	0	1	0	0	0.10927	490.271	5.00901e-05
None	400%+	Single-Family Attached	Renter	1970s	0	1	0	0	0.10927	420.358	4.7776e-05
None	400%+	Single-Family Attached	Renter	1980s	0	1	0	0	0.120197	520.217	6.7955e-05
None	400%+	Single-Family Attached	Renter	1990s	0	1	0	0	0.0819523	399.204	6.89108e-05
None	400%+	Single-Family Attached	Renter	2000s	0	1	0	0	0.0546349	194.211	3.85337e-05
None	400%+	Single-Family Attached	Renter	2010s	0	1	0	0	0.0983427	35.1649	4.82585e-06
None	400%+	Single-Family Attached	Renter	<1940	0	1	0	0	0.10927	472.778	8.02837e-05
None	400%+	Single-Family Detached	Not Available	1940s	0	0	0	1	8.79336	17169	0
None	400%+	Single-Family Detached	Not Available	1950s	0	0	0	1	3.89579	28042	0
None	400%+	Single-Family Detached	Not Available	1960s	0	0	0	1	2.89402	15675.9	0
None	400%+	Single-Family Detached	Not Available	1970s	0	0	0	1	3.45056	22310.4	0
None	400%+	Single-Family Detached	Not Available	1980s	0	0	0	1	3.45056	19168.8	0
None	400%+	Single-Family Detached	Not Available	1990s	0	0	0	1	2.33748	16091	0
None	400%+	Single-Family Detached	Not Available	2000s	0	0	0	1	1.89224	9521.59	0
None	400%+	Single-Family Detached	Not Available	2010s	0	0	0	1	1.66963	6738.8	0
None	400%+	Single-Family Detached	Not Available	<1940	0	0	0	1	8.79336	44368.5	0
None	400%+	Single-Family Detached	Owner	1940s	0	1	0	0	7.8594	15312.3	0.000139466
None	400%+	Single-Family Detached	Owner	1950s	0	1	0	0	3.48201	25009.6	0.000183759
None	400%+	Single-Family Detached	Owner	1960s	0	1	0	0	2.58664	13980.7	9.61031e-05
None	400%+	Single-Family Detached	Owner	1970s	0	1	0	0	3.08407	19897.8	6.21944e-05
None	400%+	Single-Family Detached	Owner	1980s	0	1	0	0	3.08407	17095.9	0.000136282
None	400%+	Single-Family Detached	Owner	1990s	0	1	0	0	2.08921	14350.9	5.80019e-05
None	400%+	Single-Family Detached	Owner	2000s	0	1	0	0	1.69126	8491.94	2.37412e-05
None	400%+	Single-Family Detached	Owner	2010s	0	1	0	0	1.49229	6010.08	4.55273e-05
None	400%+	Single-Family Detached	Owner	<1940	0	1	0	0	7.8594	39570.6	0.000298103
None	400%+	Single-Family Detached	Renter	1940s	0	1	0	0	0.0262015	53.1054	0.000120362
None	400%+	Single-Family Detached	Renter	1950s	0	1	0	0	0.0116083	86.7368	0.000129641
None	400%+	Single-Family Detached	Renter	1960s	0	1	0	0	0.00862328	48.4873	4.38698e-05
None	400%+	Single-Family Detached	Renter	1970s	0	1	0	0	0.0102816	69.0085	9.85725e-05
None	400%+	Single-Family Detached	Renter	1980s	0	1	0	0	0.0102816	59.2912	0.000119173
None	400%+	Single-Family Detached	Renter	1990s	0	1	0	0	0.00696495	49.7711	7.67863e-05
None	400%+	Single-Family Detached	Renter	2000s	0	1	0	0	0.0056383	29.4513	5.21334e-05
None	400%+	Single-Family Detached	Renter	2010s	0	1	0	0	0.00497497	20.8438	3.92519e-05
None	400%+	Single-Family Detached	Renter	<1940	0	1	0	0	0.0262015	137.237	0.000247437
None	Not Available	Mobile Home	Not Available	1940s	0	1	0	0	47.7323	1669.85	2.91917e-06
None	Not Available	Mobile Home	Not Available	1950s	0	1	0	0	24.1024	21439.9	7.62606e-06
None	Not Available	Mobile Home	Not Available	1960s	0	1	0	0	5.19856	44527.8	5.01944e-05
None	Not Available	Mobile Home	Not Available	1970s	0	1	0	0	7.56155	61174.8	0.000193056
None	Not Available	Mobile Home	Not Available	1980s	0	1	0	0	8.03414	72899.7	0.000318289
None	Not Available	Mobile Home	Not Available	1990s	0	1	0	0	6.14376	60585	0.00023201
None	Not Available	Mobile Home	Not Available	2000s	0	1	0	0	4.72597	32971.4	0.0001054
None	Not Available	Mobile Home	Not Available	2010s	0	1	0	0	11.8149	27858.8	3.95763e-05
None	Not Available	Mobile Home	Not Available	<1940	0	1	0	0	47.7323	4315.28	4.20432e-06
None	Not Available	Mobile Home	Owner	1940s	0	0	0	1	29.5655	1035.82	0
None	Not Available	Mobile Home	Owner	1950s	0	0	0	1	14.9291	13299.3	0
None	Not Available	Mobile Home	Owner	1960s	0	0	0	1	3.22001	27621	0
None	Not Available	Mobile Home	Owner	1970s	0	0	0	1	4.68365	37947.3	0
None	Not Available	Mobile Home	Owner	1980s	0	0	0	1	4.97638	45220.4	0
None	Not Available	Mobile Home	Owner	1990s	0	0	0	1	3.80547	37581.4	0
None	Not Available	Mobile Home	Owner	2000s	0	0	0	1	2.92728	20452.4	0
None	Not Available	Mobile Home	Owner	2010s	0	0	0	1	7.31821	17281	0
None	Not Available	Mobile Home	Owner	<1940	0	0	0	1	29.5655	2676.81	0
None	Not Available	Mobile Home	Renter	1940s	0	0	0	1	2.16509	75.3353	0
None	Not Available	Mobile Home	Renter	1950s	0	0	0	1	1.09327	967.259	0
None	Not Available	Mobile Home	Renter	1960s	0	0	0	1	0.235802	2008.87	0
None	Not Available	Mobile Home	Renter	1970s	0	0	0	1	0.342985	2759.9	0
None	Not Available	Mobile Home	Renter	1980s	0	0	0	1	0.364422	3288.87	0
None	Not Available	Mobile Home	Renter	1990s	0	0	0	1	0.278676	2733.29	0
