Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR06	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.12522e-05
CR07	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000430179
CR08	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000149294
CR09	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	6.33311e-05
CR10	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.28852e-05
CR11	<1940	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000135487
CR02	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	5.80809e-06
CR03	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.25538e-05
CR04	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	5.02994e-05
CR05	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	8.76094e-06
CR06	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.3427e-05
CR07	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000233347
CR08	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000101813
CR09	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00010935
CR10	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.51383e-05
CR11	1940s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000184402
CR02	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.19082e-05
CR03	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	2.13446e-05
CR04	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	7.21273e-05
CR05	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.91744e-05
CR06	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	1.76216e-05
CR07	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000270106
CR08	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000159427
CR09	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00022295
CR10	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	5.48556e-05
CR11	1950s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000280177
CR02	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	2.24925e-05
CR03	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	3.19988e-05
CR04	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00010662
CR05	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	2.90139e-05
CR06	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	2.63044e-05
CR07	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000230871
CR08	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000162323
CR09	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000410337
CR10	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000117546
CR11	1960s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000449027
CR02	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	6.04606e-05
CR03	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	6.38317e-05
CR04	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000221973
CR05	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	9.90562e-05
CR06	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	7.34248e-05
CR07	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000282284
CR08	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00035241
CR09	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00112948
CR10	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000327073
CR11	1970s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00104746
CR02	1980s	Single-Family Attached	Slab	0	0.84	0.07	0.09	0	0	0	0	8.49812e-05
CR03	1980s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.000129651
CR04	1980s	Single-Family Attached	Slab	0	0.26	0.14	0.6	0	0	0	0	0.000200503
CR05	1980s	Single-Family Attached	Slab	0	0.83	0.11	0.06	0	0	0	0	0.000119744
CR06	1980s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	4.40977e-05
CR07	1980s	Single-Family Attached	Slab	0	0.45	0.46	0.1	0	0	0	0	0.000403682
CR08	1980s	Single-Family Attached	Slab	0	0.91	0.09	0	0	0	0	0	0.000537553
CR09	1980s	Single-Family Attached	Slab	0	0.86	0.14	0	0	0	0	0	0.00180041
CR10	1980s	Single-Family Attached	Slab	0	0.84	0.16	0	0	0	0	0	0.000325477
CR11	1980s	Single-Family Attached	Slab	0	1	0	0	0	0	0	0	0.00121952
CR02	1990s	Single-Family Attached	Slab	0	0.03	0.39	0.18	0	0.05	0.35	0	0.000118177
CR03	1990s	Single-Family Attached	Slab	0	0.07	0.34	0.32	0	0.02	0.25	0	5.16196e-05
CR04	1990s	Single-Family Attached	Slab	0	0.02	0.17	0.23	0	0.22	0.36	0	0.000285343
CR05	1990s	Single-Family Attached	Slab	0	0.03	0.39	0.01	0	0	0.57	0	0.000108295
CR06	1990s	Single-Family Attached	Slab	0	0.01	0	0.28	0	0	0.71	0	7.24747e-05
CR07	1990s	Single-Family Attached	Slab	0	0.01	0.12	0.08	0	0.65	0.14	0	0.000336184
CR08	1990s	Single-Family Attached	Slab	0	0.03	0.05	0.31	0	0.46	0.15	0	0.000465817
CR09	1990s	Single-Family Attached	Slab	0	0.63	0.14	0.12	0	0.06	0.05	0	0.00111377
CR10	1990s	Single-Family Attached	Slab	0	0.87	0.01	0.01	0	0.08	0.03	0	0.0002211
CR11	1990s	Single-Family Attached	Slab	0	0.54	0.31	0.03	0	0.05	0.07	0	0.000590799
CR02	2000s	Single-Family Attached	Slab	0	0.01	0.05	0.04	0	0.19	0.72	0	0.000175184
CR03	2000s	Single-Family Attached	Slab	0	0.05	0	0.5	0	0	0.45	0	0.000113185
CR04	2000s	Single-Family Attached	Slab	0	0.01	0.04	0.14	0	0.2	0.62	0	0.000455999
CR05	2000s	Single-Family Attached	Slab	0	0.01	0.02	0.14	0	0	0.83	0	0.000241274
CR06	2000s	Single-Family Attached	Slab	0	0.01	0	0.29	0	0	0.7	0	0.000112482
CR07	2000s	Single-Family Attached	Slab	0	0.01	0.51	0.03	0	0.03	0.42	0	0.000445858
CR08	2000s	Single-Family Attached	Slab	0	0.11	0.27	0.03	0	0.38	0.21	0	0.000666551
CR09	2000s	Single-Family Attached	Slab	0	0.67	0.02	0.18	0	0.06	0.08	0	0.00208511
CR10	2000s	Single-Family Attached	Slab	0	0.69	0.1	0.07	0	0.06	0.07	0	0.000262722
CR11	2000s	Single-Family Attached	Slab	0	0.74	0.13	0.01	0	0.11	0.01	0	0.000617601
CR02	2010s	Single-Family Attached	Slab	0	0.01	0.05	0.04	0	0.19	0.72	0	5.11281e-05
CR03	2010s	Single-Family Attached	Slab	0	0.05	0	0.5	0	0	0.45	0	4.34275e-05
CR04	2010s	Single-Family Attached	Slab	0	0.01	0.04	0.14	0	0.2	0.62	0	7.93343e-05
CR05	2010s	Single-Family Attached	Slab	0	0.01	0.02	0.14	0	0	0.83	0	9.34077e-05
CR06	2010s	Single-Family Attached	Slab	0	0.01	0	0.29	0	0	0.7	0	3.65969e-05
CR07	2010s	Single-Family Attached	Slab	0	0.01	0.51	0.03	0	0.03	0.42	0	0.000156351
CR08	2010s	Single-Family Attached	Slab	0	0.11	0.27	0.03	0	0.38	0.21	0	0.0002894
CR09	2010s	Single-Family Attached	Slab	0	0.67	0.02	0.18	0	0.06	0.08	0	0.000707211
CR10	2010s	Single-Family Attached	Slab	0	0.69	0.1	0.07	0	0.06	0.07	0	6.25018e-05
CR11	2010s	Single-Family Attached	Slab	0	0.74	0.13	0.01	0	0.11	0.01	0	0.000243855
CR02	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000575534
CR03	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000417036
CR04	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00128652
CR05	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000308465
CR06	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000491799
CR07	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00121566
CR08	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00111112
CR09	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00201671
CR10	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000200974
CR11	<1940	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00110127
CR02	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000245452
CR03	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000290398
CR04	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00124969
CR05	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000223949
CR06	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000415256
CR07	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000892599
CR08	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000981548
CR09	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00290358
CR10	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000353017
CR11	1940s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00195085
CR02	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000522024
CR03	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000707073
CR04	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00276394
CR05	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000526443
CR06	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000635526
CR07	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00213131
CR08	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00202313
CR09	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00723382
CR10	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00111889
CR11	1950s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00470444
CR02	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000655562
CR03	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000782166
CR04	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00264533
CR05	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000525937
CR06	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000611908
CR07	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00199732
CR08	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00260992
CR09	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.0118872
CR10	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00135123
CR11	1960s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.005104
CR02	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000856804
CR03	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000752841
CR04	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00269452
CR05	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00103121
CR06	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000949585
CR07	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00174525
CR08	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.0031537
CR09	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.0161041
CR10	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00251627
CR11	1970s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.00534238
CR02	1980s	Single-Family Detached	Slab	0	0.84	0.07	0.09	0	0	0	0	0.000637325
CR03	1980s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000670372
CR04	1980s	Single-Family Detached	Slab	0	0.26	0.14	0.6	0	0	0	0	0.00144841
CR05	1980s	Single-Family Detached	Slab	0	0.83	0.11	0.06	0	0	0	0	0.000716646
CR06	1980s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.000566341
CR07	1980s	Single-Family Detached	Slab	0	0.45	0.46	0.1	0	0	0	0	0.00133043
CR08	1980s	Single-Family Detached	Slab	0	0.91	0.09	0	0	0	0	0	0.00273548
CR09	1980s	Single-Family Detached	Slab	0	0.86	0.14	0	0	0	0	0	0.017176
CR10	1980s	Single-Family Detached	Slab	0	0.84	0.16	0	0	0	0	0	0.00232099
CR11	1980s	Single-Family Detached	Slab	0	1	0	0	0	0	0	0	0.0056066
CR02	1990s	Single-Family Detached	Slab	0	0.03	0.39	0.18	0	0.05	0.35	0	0.000827489
CR03	1990s	Single-Family Detached	Slab	0	0.07	0.34	0.32	0	0.02	0.25	0	0.000564008
CR04	1990s	Single-Family Detached	Slab	0	0.02	0.17	0.23	0	0.22	0.36	0	0.00221857
CR05	1990s	Single-Family Detached	Slab	0	0.03	0.39	0.01	0	0	0.57	0	0.00109158
CR06	1990s	Single-Family Detached	Slab	0	0.01	0	0.28	0	0	0.71	0	0.000865367
CR07	1990s	Single-Family Detached	Slab	0	0.01	0.12	0.08	0	0.65	0.14	0	0.00125515
CR08	1990s	Single-Family Detached	Slab	0	0.03	0.05	0.31	0	0.46	0.15	0	0.00315931
CR09	1990s	Single-Family Detached	Slab	0	0.63	0.14	0.12	0	0.06	0.05	0	0.0179233
CR10	1990s	Single-Family Detached	Slab	0	0.87	0.01	0.01	0	0.08	0.03	0	0.00362626
CR11	1990s	Single-Family Detached	Slab	0	0.54	0.31	0.03	0	0.05	0.07	0	0.00479632
CR02	2000s	Single-Family Detached	Slab	0	0.01	0.05	0.04	0	0.19	0.72	0	0.00101212
CR03	2000s	Single-Family Detached	Slab	0	0.05	0	0.5	0	0	0.45	0	0.000683285
CR04	2000s	Single-Family Detached	Slab	0	0.01	0.04	0.14	0	0.2	0.62	0	0.00290069
CR05	2000s	Single-Family Detached	Slab	0	0.01	0.02	0.14	0	0	0.83	0	0.00189513
CR06	2000s	Single-Family Detached	Slab	0	0.01	0	0.29	0	0	0.7	0	0.000976826
CR07	2000s	Single-Family Detached	Slab	0	0.01	0.51	0.03	0	0.03	0.42	0	0.00162957
CR08	2000s	Single-Family Detached	Slab	0	0.11	0.27	0.03	0	0.38	0.21	0	0.00444974
CR09	2000s	Single-Family Detached	Slab	0	0.67	0.02	0.18	0	0.06	0.08	0	0.0252914
CR10	2000s	Single-Family Detached	Slab	0	0.69	0.1	0.07	0	0.06	0.07	0	0.00542467
CR11	2000s	Single-Family Detached	Slab	0	0.74	0.13	0.01	0	0.11	0.01	0	0.00605213
CR02	2010s	Single-Family Detached	Slab	0	0.01	0.05	0.04	0	0.19	0.72	0	0.000346519
CR03	2010s	Single-Family Detached	Slab	0	0.05	0	0.5	0	0	0.45	0	0.000198889
CR04	2010s	Single-Family Detached	Slab	0	0.01	0.04	0.14	0	0.2	0.62	0	0.000739002
CR05	2010s	Single-Family Detached	Slab	0	0.01	0.02	0.14	0	0	0.83	0	0.000662425
CR06	2010s	Single-Family Detached	Slab	0	0.01	0	0.29	0	0	0.7	0	0.000344293
CR07	2010s	Single-Family Detached	Slab	0	0.01	0.51	0.03	0	0.03	0.42	0	0.000459293
CR08	2010s	Single-Family Detached	Slab	0	0.11	0.27	0.03	0	0.38	0.21	0	0.00141437
CR09	2010s	Single-Family Detached	Slab	0	0.67	0.02	0.18	0	0.06	0.08	0	0.00933761
CR10	2010s	Single-Family Detached	Slab	0	0.69	0.1	0.07	0	0.06	0.07	0	0.00121618
CR11	2010s	Single-Family Detached	Slab	0	0.74	0.13	0.01	0	0.11	0.01	0	0.00132826
CR02	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	<1940	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1940s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1950s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1960s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1970s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1980s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	1990s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	2000s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR03	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR04	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR05	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR06	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR07	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR08	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR09	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR10	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR11	2010s	Mobile Home	Unheated Basement	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000746759
CR03	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.00309264
CR04	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.00260169
CR05	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000101162
CR06	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	4.25531e-05
CR07	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.00452691
CR08	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000715283
CR09	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	6.56379e-05
CR10	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	8.41924e-06
CR11	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000310813
CR02	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	9.02675e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000245551
CR04	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000337345
CR05	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	1.65701e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	5.35982e-06
CR07	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000614988
CR08	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000135599
CR09	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	2.46112e-05
CR10	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	1.20175e-06
CR11	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	1.07329e-05
CR02	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000130336
CR03	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000286998
CR04	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000428272
CR05	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	3.46051e-05
CR06	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	6.8112e-06
CR07	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000801184
CR08	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000197283
CR09	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	4.69146e-05
CR10	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	2.74691e-06
CR11	1950s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	1.84409e-05
CR02	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000140364
CR03	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.00021486
CR04	1960s	Multi-Family with 2 - 4 Units	Unheated Basement	1	0	0	0	0	0	0	0	0.000399565
