Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
New England	Single-Family Attached	2500-3999	Vented Crawlspace	4+	1940-59	0	0	0	1	10	0	0
New England	Single-Family Attached	4000+	Vented Crawlspace	4+	1940-59	0	0	0	1	9	0	0
New England	Single-Family Detached	0-1499	Vented Crawlspace	1	1940-59	0.36131	0	0	0.63869	34	5622.33	0.000341572
New England	Single-Family Detached	1500-2499	Vented Crawlspace	1	1940-59	0.301778	0.0799281	0	0.618294	67	7478.5	0.000234507
New England	Single-Family Detached	2500-3999	Vented Crawlspace	1	1940-59	0.135669	0.222211	0	0.64212	24	1154.86	3.21331e-05
New England	Single-Family Detached	4000+	Vented Crawlspace	1	1940-59	0.0621555	0.248869	0	0.688975	30	0	3.24148e-06
New England	Single-Family Detached	0-1499	Vented Crawlspace	2	1940-59	0.0609166	0	0	0.939083	12	7449.15	4.63603e-05
New England	Single-Family Detached	1500-2499	Vented Crawlspace	2	1940-59	0.230302	0.0423333	0	0.727364	27	25741.3	0.000153517
New England	Single-Family Detached	2500-3999	Vented Crawlspace	2	1940-59	0.0838419	0.0835088	0	0.832649	15	7308.09	5.30031e-05
New England	Single-Family Detached	4000+	Vented Crawlspace	2	1940-59	0.163233	0.358636	0	0.478131	13	953.709	7.18844e-06
New England	Single-Family Detached	0-1499	Vented Crawlspace	3	1940-59	0	0	0	1	120	5258.73	4.09693e-07
New England	Single-Family Detached	1500-2499	Vented Crawlspace	3	1940-59	0.190522	0.0833246	0	0.726153	308	0	5.49896e-06
New England	Single-Family Detached	2500-3999	Vented Crawlspace	3	1940-59	0	0	0	1	10	665.764	4.37159e-06
New England	Single-Family Detached	4000+	Vented Crawlspace	3	1940-59	0	0.162995	0	0.837005	10	0	2.5295e-07
New England	Single-Family Detached	0-1499	Vented Crawlspace	4+	1940-59	0	0	0	1	120	0	0
New England	Single-Family Detached	1500-2499	Vented Crawlspace	4+	1940-59	0.190522	0.0833246	0	0.726153	308	516.406	0
New England	Single-Family Detached	2500-3999	Vented Crawlspace	4+	1940-59	0.162399	0.109568	0.0174055	0.710627	139	0	0
New England	Single-Family Detached	4000+	Vented Crawlspace	4+	1940-59	0.0621555	0.248869	0	0.688975	30	0	0
New England	Mobile Home	0-1499	Ambient	1	1960-79	0	0	0	1	16	10989.2	0.000347379
New England	Mobile Home	1500-2499	Ambient	1	1960-79	0	0	0	1	2	1841.74	2.36405e-05
New England	Mobile Home	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	5.9841e-06
New England	Mobile Home	4000+	Ambient	1	1960-79	0	0	0	1	0	0	3.06848e-07
New England	Mobile Home	0-1499	Ambient	2	1960-79	0	0	0	1	16	10989.2	0
New England	Mobile Home	1500-2499	Ambient	2	1960-79	0	0	0	1	2	1841.74	0
New England	Mobile Home	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Ambient	3	1960-79	0	0	0	1	16	10989.2	0
New England	Mobile Home	1500-2499	Ambient	3	1960-79	0	0	0	1	2	1841.74	0
New England	Mobile Home	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Ambient	4+	1960-79	0	0	0	1	16	10989.2	0
New England	Mobile Home	1500-2499	Ambient	4+	1960-79	0	0	0	1	2	1841.74	0
New England	Mobile Home	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	1500-2499	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Ambient	1	1960-79	0	0	0	1	8	0	0
New England	Single-Family Attached	1500-2499	Ambient	1	1960-79	0	0	0	1	2	0	0
New England	Single-Family Attached	2500-3999	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	4000+	Ambient	1	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Ambient	2	1960-79	0	0	0	1	8	0	0
New England	Single-Family Attached	1500-2499	Ambient	2	1960-79	0	0	0	1	2	2551.66	0
New England	Single-Family Attached	2500-3999	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	4000+	Ambient	2	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Ambient	3	1960-79	0	0	0	1	8	0	0
New England	Single-Family Attached	1500-2499	Ambient	3	1960-79	0	0	0	1	2	0	0
New England	Single-Family Attached	2500-3999	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	4000+	Ambient	3	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Ambient	4+	1960-79	0	0	0	1	8	0	0
New England	Single-Family Attached	1500-2499	Ambient	4+	1960-79	0	0	0	1	2	0	0
New England	Single-Family Attached	2500-3999	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Ambient	1	1960-79	0	0	0	1	9	969.493	4.56313e-05
New England	Single-Family Detached	1500-2499	Ambient	1	1960-79	0	0	0	1	17	1485.58	4.1817e-05
New England	Single-Family Detached	2500-3999	Ambient	1	1960-79	0	0	0	1	4	0	1.35239e-05
New England	Single-Family Detached	4000+	Ambient	1	1960-79	0	0	0	1	0	0	1.0775e-06
New England	Single-Family Detached	0-1499	Ambient	2	1960-79	0	0	0	1	9	2104.43	4.56069e-06
New England	Single-Family Detached	1500-2499	Ambient	2	1960-79	0	0	0	1	17	8378.41	1.48974e-05
New England	Single-Family Detached	2500-3999	Ambient	2	1960-79	0	0	0	1	4	1235.89	1.31859e-05
New England	Single-Family Detached	4000+	Ambient	2	1960-79	0	0	0	1	0	0	2.55326e-06
New England	Single-Family Detached	0-1499	Ambient	3	1960-79	0	0	0	1	9	0	3.89742e-07
New England	Single-Family Detached	1500-2499	Ambient	3	1960-79	0	0	0	1	17	1632.13	8.79375e-07
New England	Single-Family Detached	2500-3999	Ambient	3	1960-79	0	0	0	1	4	0	7.60101e-07
New England	Single-Family Detached	4000+	Ambient	3	1960-79	0	0	0	1	0	0	2.06786e-07
New England	Single-Family Detached	0-1499	Ambient	4+	1960-79	0	0	0	1	9	0	0
New England	Single-Family Detached	1500-2499	Ambient	4+	1960-79	0	0	0	1	17	0	0
New England	Single-Family Detached	2500-3999	Ambient	4+	1960-79	0	0	0	1	4	0	0
New England	Single-Family Detached	4000+	Ambient	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	1	1960-79	0	0	0	1	168	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	1	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	1	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	2	1960-79	0	0	0	1	168	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	2	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	2	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	3	1960-79	0	0	0	1	168	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	3	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	3	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Heated Basement	4+	1960-79	0	0	0	1	168	0	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	1	1960-79	0	0	0	1	232	0	0
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	1	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	2	1960-79	0	0	0	1	232	0	0
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	2	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	3	1960-79	0	0	0	1	232	0	0
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	3	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Heated Basement	4+	1960-79	0	0	0	1	232	0	0
New England	Multi-Family with 5+ Units	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	16	0	0
New England	Multi-Family with 5+ Units	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Heated Basement	1	1960-79	0	0	0	1	12	2863.79	6.11583e-05
New England	Single-Family Attached	1500-2499	Heated Basement	1	1960-79	0	0	0	1	10	0	1.17167e-05
New England	Single-Family Attached	2500-3999	Heated Basement	1	1960-79	0	0	0	1	3	0	8.41348e-06
New England	Single-Family Attached	4000+	Heated Basement	1	1960-79	0	0	0	1	0	0	2.03814e-06
New England	Single-Family Attached	0-1499	Heated Basement	2	1960-79	0	0	0	1	12	3515.25	3.29974e-05
New England	Single-Family Attached	1500-2499	Heated Basement	2	1960-79	0	0	0	1	10	3865.38	2.68743e-05
New England	Single-Family Attached	2500-3999	Heated Basement	2	1960-79	0	0	0	1	3	2041.49	4.32507e-06
New England	Single-Family Attached	4000+	Heated Basement	2	1960-79	0	0	0	1	0	0	2.03814e-06
New England	Single-Family Attached	0-1499	Heated Basement	3	1960-79	0	0	0	1	12	0	8.29739e-07
New England	Single-Family Attached	1500-2499	Heated Basement	3	1960-79	0	0	0	1	10	0	1.10342e-06
New England	Single-Family Attached	2500-3999	Heated Basement	3	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Heated Basement	3	1960-79	0	0	0	1	0	0	2.03814e-06
New England	Single-Family Attached	0-1499	Heated Basement	4+	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Heated Basement	4+	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Heated Basement	4+	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Heated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Heated Basement	1	1960-79	0.404924	0	0	0.595076	19	47453.6	0.000887989
New England	Single-Family Detached	1500-2499	Heated Basement	1	1960-79	0.175144	0.202128	0	0.622728	45	85461.6	0.000793237
New England	Single-Family Detached	2500-3999	Heated Basement	1	1960-79	0.210828	0.430887	0	0.358285	17	40121.1	0.000259602
New England	Single-Family Detached	4000+	Heated Basement	1	1960-79	0	0.61437	0.119549	0.266082	32	1794.26	1.87264e-05
New England	Single-Family Detached	0-1499	Heated Basement	2	1960-79	0.148037	0	0	0.851963	22	49397	8.87512e-05
New England	Single-Family Detached	1500-2499	Heated Basement	2	1960-79	0.253447	0.45886	0	0.287693	27	52306.3	0.000282593
New England	Single-Family Detached	2500-3999	Heated Basement	2	1960-79	0.0729009	0.751616	0	0.175483	26	57209.4	0.000253114
New England	Single-Family Detached	4000+	Heated Basement	2	1960-79	0	0.61437	0.119549	0.266082	32	12063.3	4.43744e-05
New England	Single-Family Detached	0-1499	Heated Basement	3	1960-79	0	0	0	1	91	744.809	7.5844e-06
New England	Single-Family Detached	1500-2499	Heated Basement	3	1960-79	0.240096	0.33799	0	0.421914	168	11725.9	1.66811e-05
New England	Single-Family Detached	2500-3999	Heated Basement	3	1960-79	0.141162	0.616982	0	0.241856	91	5664.85	1.45908e-05
New England	Single-Family Detached	4000+	Heated Basement	3	1960-79	0	0.61437	0.119549	0.266082	32	0	3.59384e-06
New England	Single-Family Detached	0-1499	Heated Basement	4+	1960-79	0	0	0	1	91	0	0
New England	Single-Family Detached	1500-2499	Heated Basement	4+	1960-79	0.240096	0.33799	0	0.421914	168	1579.22	0
New England	Single-Family Detached	2500-3999	Heated Basement	4+	1960-79	0.141162	0.616982	0	0.241856	91	0	0
New England	Single-Family Detached	4000+	Heated Basement	4+	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Mobile Home	0-1499	Slab	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Slab	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Slab	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Slab	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Slab	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Slab	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Slab	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Slab	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Slab	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Slab	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Slab	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Slab	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Slab	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Slab	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Slab	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Slab	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Slab	1	1960-79	0	0	0	1	42	16092.8	6.87005e-05
New England	Multi-Family with 2 - 4 Units	1500-2499	Slab	1	1960-79	0	0	0	1	16	258.455	4.69375e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Slab	1	1960-79	0	0	0	1	4	0	2.22421e-07
New England	Multi-Family with 2 - 4 Units	4000+	Slab	1	1960-79	0	0	0	1	0	0	1.16229e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Slab	2	1960-79	0	0	0	1	42	16092.8	0.000313462
New England	Multi-Family with 2 - 4 Units	1500-2499	Slab	2	1960-79	0	0	0	1	16	258.455	2.14163e-05
New England	Multi-Family with 2 - 4 Units	2500-3999	Slab	2	1960-79	0	0	0	1	4	0	1.01485e-06
New England	Multi-Family with 2 - 4 Units	4000+	Slab	2	1960-79	0	0	0	1	0	0	5.30324e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Slab	3	1960-79	0	0	0	1	42	16092.8	6.88622e-05
New England	Multi-Family with 2 - 4 Units	1500-2499	Slab	3	1960-79	0	0	0	1	16	258.455	4.64011e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Slab	3	1960-79	0	0	0	1	4	0	2.43248e-07
New England	Multi-Family with 2 - 4 Units	4000+	Slab	3	1960-79	0	0	0	1	0	0	1.23542e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Slab	4+	1960-79	0	0	0	1	42	16092.8	6.11436e-07
New England	Multi-Family with 2 - 4 Units	1500-2499	Slab	4+	1960-79	0	0	0	1	16	258.455	4.12001e-08
New England	Multi-Family with 2 - 4 Units	2500-3999	Slab	4+	1960-79	0	0	0	1	4	0	2.15983e-09
New England	Multi-Family with 2 - 4 Units	4000+	Slab	4+	1960-79	0	0	0	1	0	0	1.09694e-08
New England	Multi-Family with 5+ Units	0-1499	Slab	1	1960-79	0	0	0	1	58	18878.2	6.58182e-05
New England	Multi-Family with 5+ Units	1500-2499	Slab	1	1960-79	0	0	0	1	16	747.119	7.92964e-07
New England	Multi-Family with 5+ Units	2500-3999	Slab	1	1960-79	0	0	0	1	0	0	1.70149e-07
New England	Multi-Family with 5+ Units	4000+	Slab	1	1960-79	0	0	0	1	0	0	3.13059e-07
New England	Multi-Family with 5+ Units	0-1499	Slab	2	1960-79	0	0	0	1	58	18878.2	0.000337303
New England	Multi-Family with 5+ Units	1500-2499	Slab	2	1960-79	0	0	0	1	16	747.119	4.01071e-06
New England	Multi-Family with 5+ Units	2500-3999	Slab	2	1960-79	0	0	0	1	0	0	8.27868e-07
New England	Multi-Family with 5+ Units	4000+	Slab	2	1960-79	0	0	0	1	0	0	1.5925e-06
New England	Multi-Family with 5+ Units	0-1499	Slab	3	1960-79	0	0	0	1	58	18878.2	0.000281688
New England	Multi-Family with 5+ Units	1500-2499	Slab	3	1960-79	0	0	0	1	16	747.119	3.5266e-06
New England	Multi-Family with 5+ Units	2500-3999	Slab	3	1960-79	0	0	0	1	0	0	7.58778e-07
New England	Multi-Family with 5+ Units	4000+	Slab	3	1960-79	0	0	0	1	0	0	1.34654e-06
New England	Multi-Family with 5+ Units	0-1499	Slab	4+	1960-79	0	0	0	1	58	18878.2	0.000229765
New England	Multi-Family with 5+ Units	1500-2499	Slab	4+	1960-79	0	0	0	1	16	747.119	3.4063e-06
New England	Multi-Family with 5+ Units	2500-3999	Slab	4+	1960-79	0	0	0	1	0	0	9.07042e-07
New England	Multi-Family with 5+ Units	4000+	Slab	4+	1960-79	0	0	0	1	0	0	1.18168e-06
New England	Single-Family Attached	0-1499	Slab	1	1960-79	0	0	0	1	12	1975.64	3.88011e-05
New England	Single-Family Attached	1500-2499	Slab	1	1960-79	0	0	0	1	10	0	7.28353e-06
New England	Single-Family Attached	2500-3999	Slab	1	1960-79	0	0	0	1	3	0	4.3875e-06
New England	Single-Family Attached	4000+	Slab	1	1960-79	0	0	0	1	0	0	1.33923e-06
New England	Single-Family Attached	0-1499	Slab	2	1960-79	0	0	0	1	12	1642.62	2.09347e-05
New England	Single-Family Attached	1500-2499	Slab	2	1960-79	0	0	0	1	10	1083.67	1.6706e-05
New England	Single-Family Attached	2500-3999	Slab	2	1960-79	0	0	0	1	3	0	2.25546e-06
New England	Single-Family Attached	4000+	Slab	2	1960-79	0	0	0	1	0	0	1.33923e-06
New England	Single-Family Attached	0-1499	Slab	3	1960-79	0	0	0	1	12	0	5.26417e-07
New England	Single-Family Attached	1500-2499	Slab	3	1960-79	0	0	0	1	10	0	6.85924e-07
New England	Single-Family Attached	2500-3999	Slab	3	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Slab	3	1960-79	0	0	0	1	0	0	1.33923e-06
New England	Single-Family Attached	0-1499	Slab	4+	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Slab	4+	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Slab	4+	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Slab	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Slab	1	1960-79	0.445612	0	0	0.554388	13	27219.7	0.000502
New England	Single-Family Detached	1500-2499	Slab	1	1960-79	0.261111	0.215734	0	0.523155	80	7361.92	0.000458209
New England	Single-Family Detached	2500-3999	Slab	1	1960-79	0.243773	0.375602	0	0.380625	33	2218.88	0.00014832
New England	Single-Family Detached	4000+	Slab	1	1960-79	0	0.61437	0.119549	0.266082	32	0	1.17214e-05
New England	Single-Family Detached	0-1499	Slab	2	1960-79	0.707928	0	0	0.292072	10	11535.6	5.01731e-05
New England	Single-Family Detached	1500-2499	Slab	2	1960-79	0.154433	0.482737	0	0.36283	10	12963	0.000163238
New England	Single-Family Detached	2500-3999	Slab	2	1960-79	0.0797385	0.756484	0	0.163778	54	4889.83	0.000144614
New England	Single-Family Detached	4000+	Slab	2	1960-79	0	0.61437	0.119549	0.266082	32	0	2.77754e-05
New England	Single-Family Detached	0-1499	Slab	3	1960-79	0	0	0	1	91	744.809	4.28763e-06
New England	Single-Family Detached	1500-2499	Slab	3	1960-79	0.240096	0.33799	0	0.421914	168	1581.03	9.63575e-06
New England	Single-Family Detached	2500-3999	Slab	3	1960-79	0.141162	0.616982	0	0.241856	91	0	8.33626e-06
New England	Single-Family Detached	4000+	Slab	3	1960-79	0	0.61437	0.119549	0.266082	32	0	2.2495e-06
New England	Single-Family Detached	0-1499	Slab	4+	1960-79	0	0	0	1	91	0	0
New England	Single-Family Detached	1500-2499	Slab	4+	1960-79	0.240096	0.33799	0	0.421914	168	1579.22	0
New England	Single-Family Detached	2500-3999	Slab	4+	1960-79	0.141162	0.616982	0	0.241856	91	0	0
New England	Single-Family Detached	4000+	Slab	4+	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Mobile Home	0-1499	Unheated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unheated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unheated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unheated Basement	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unheated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unheated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unheated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unheated Basement	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unheated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unheated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unheated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unheated Basement	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unheated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unheated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unheated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unheated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	1	1960-79	0	0	0	1	42	16092.8	6.75648e-05
