Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts
CO_Pueblo.Mem.AP.724640	50 or more Unit	2000-09s	0.001328	0.000005	0.919984	0.017293	0.060868	0.000521	22.212188
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	<1940	0.463478	0.143511	0.355478	0.020918	0.006337	0.010279	269.222068
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	2010s	0.560913	0.031141	0.379298	0.010465	0.011923	0.006259	337.940886
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	1940-59s	0.324034	0.178162	0.439781	0.006283	0.019794	0.031946	677.371161
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	1960-79s	0.454970	0.155851	0.350929	0.012903	0.007938	0.017408	4563.879165
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	1980-99s	0.520399	0.087073	0.357608	0.009522	0.010910	0.014487	5868.765104
CT_Bridgeport-Sikorsky.Mem.AP.725040	50 or more Unit	2000-09s	0.354782	0.106259	0.515296	0.006174	0.001913	0.015577	1004.170356
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	<1940	0.566698	0.121194	0.288017	0.013286	0.006211	0.004594	341.634472
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	2010s	0.392021	0.115197	0.330259	0.041500	0.023845	0.097179	50.133375
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	1940-59s	0.505527	0.130359	0.299965	0.035541	0.016360	0.012248	568.855078
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	1960-79s	0.545051	0.116609	0.294633	0.019426	0.015307	0.008974	4624.724616
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	1980-99s	0.499816	0.107991	0.338691	0.038834	0.007650	0.007017	5160.152724
CT_Hartford-Bradley.Intl.AP.725080	50 or more Unit	2000-09s	0.370439	0.108251	0.459717	0.008660	0.029216	0.023717	427.277396
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	<1940	0.550226	0.080065	0.348262	0.006622	0.011086	0.003740	52.024125
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	2010s	0.796833	0.020279	0.123040	0.015330	0.018572	0.025947	69.454072
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	1940-59s	0.373691	0.098972	0.469436	0.011925	0.027307	0.018669	231.128505
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	1960-79s	0.545715	0.064626	0.353193	0.007805	0.017396	0.011264	1773.031961
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	1980-99s	0.688523	0.027028	0.219246	0.013432	0.011372	0.040398	1998.455809
DE_Wilmington-New.Castle.County.AP.724089	50 or more Unit	2000-09s	0.778424	0.006059	0.184748	0.010719	0.014725	0.005324	436.648310
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	<1940	0.819428	0.024094	0.129730	0.001761	0.007342	0.017646	4.120134
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	2010s	0.989197	0.003024	0.004983	0.002482	0.000000	0.000313	67.250911
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	1940-59s	0.956557	0.002114	0.002929	0.019221	0.017562	0.001617	64.388020
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	1960-79s	0.921735	0.003647	0.033526	0.033057	0.001779	0.006255	1143.936847
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	1980-99s	0.949154	0.007108	0.031081	0.011813	0.000332	0.000512	2407.851458
FL_Daytona.Beach.Intl.AP.722056	50 or more Unit	2000-09s	0.955278	0.002736	0.033590	0.006618	0.001222	0.000556	477.703974
FL_Jacksonville.Intl.AP.722060	50 or more Unit	<1940	0.886819	0.024892	0.071141	0.006738	0.004032	0.006379	35.391821
FL_Jacksonville.Intl.AP.722060	50 or more Unit	2010s	0.887216	0.000000	0.091972	0.005645	0.001873	0.013294	90.186883
FL_Jacksonville.Intl.AP.722060	50 or more Unit	1940-59s	0.938005	0.003752	0.025538	0.012320	0.013817	0.006568	160.588371
FL_Jacksonville.Intl.AP.722060	50 or more Unit	1960-79s	0.930781	0.005246	0.035904	0.023709	0.002868	0.001493	1897.071138
FL_Jacksonville.Intl.AP.722060	50 or more Unit	1980-99s	0.914574	0.000757	0.055916	0.017286	0.002248	0.009220	3623.456222
FL_Jacksonville.Intl.AP.722060	50 or more Unit	2000-09s	0.954399	0.003643	0.019621	0.017843	0.001113	0.003382	866.487568
FL_Key.West.Intl.AP.722010	50 or more Unit	<1940	0.449900	0.000000	0.002822	0.544463	0.000000	0.002815	0.931778
FL_Key.West.Intl.AP.722010	50 or more Unit	2010s	0.580045	0.000000	0.411585	0.004655	0.000000	0.003714	3.877590
FL_Key.West.Intl.AP.722010	50 or more Unit	1940-59s	0.996552	0.000000	0.001812	0.001636	0.000000	0.000000	7.669692
FL_Key.West.Intl.AP.722010	50 or more Unit	1960-79s	0.822958	0.001840	0.000387	0.174497	0.000000	0.000319	156.846835
FL_Key.West.Intl.AP.722010	50 or more Unit	1980-99s	0.991622	0.006519	0.000290	0.000750	0.000000	0.000819	282.825709
FL_Key.West.Intl.AP.722010	50 or more Unit	2000-09s	0.989987	0.004081	0.001642	0.002124	0.000000	0.002165	16.136836
FL_Miami.Intl.AP.722020	50 or more Unit	<1940	0.919210	0.001218	0.005564	0.065905	0.003197	0.004906	128.631177
FL_Miami.Intl.AP.722020	50 or more Unit	2010s	0.918548	0.000847	0.048304	0.031044	0.000154	0.001103	672.984040
FL_Miami.Intl.AP.722020	50 or more Unit	1940-59s	0.899161	0.004921	0.029596	0.061036	0.001089	0.004198	1387.603074
FL_Miami.Intl.AP.722020	50 or more Unit	1960-79s	0.923398	0.002094	0.021197	0.050561	0.000781	0.001969	32109.654690
FL_Miami.Intl.AP.722020	50 or more Unit	1980-99s	0.930269	0.001660	0.023532	0.042135	0.000578	0.001827	36001.627840
FL_Miami.Intl.AP.722020	50 or more Unit	2000-09s	0.884573	0.001578	0.035809	0.075231	0.001180	0.001629	7335.351513
FL_Orlando.Intl.AP.722050	50 or more Unit	<1940	0.898702	0.006485	0.040924	0.030440	0.007457	0.015994	90.590409
FL_Orlando.Intl.AP.722050	50 or more Unit	2010s	0.961291	0.001812	0.023129	0.008563	0.002483	0.002722	753.331612
FL_Orlando.Intl.AP.722050	50 or more Unit	1940-59s	0.931819	0.003258	0.042420	0.015955	0.002629	0.003919	582.486833
FL_Orlando.Intl.AP.722050	50 or more Unit	1960-79s	0.918844	0.002380	0.060138	0.016221	0.001094	0.001323	11507.906850
FL_Orlando.Intl.AP.722050	50 or more Unit	1980-99s	0.930844	0.000885	0.048237	0.015722	0.000861	0.003450	22270.480140
FL_Orlando.Intl.AP.722050	50 or more Unit	2000-09s	0.933981	0.001135	0.045123	0.015308	0.001760	0.002693	4181.372916
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	<1940	0.902170	0.000237	0.072696	0.002404	0.000000	0.022494	9.829266
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	2010s	0.914094	0.000957	0.083873	0.000429	0.000000	0.000648	71.929588
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	1940-59s	0.781592	0.003852	0.144806	0.020275	0.001944	0.047532	65.893871
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	1960-79s	0.894231	0.001969	0.076858	0.018719	0.002336	0.005886	992.623226
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	1980-99s	0.939748	0.000843	0.040737	0.013126	0.000180	0.005366	2357.725718
FL_Tallahassee.Rgnl.AP.722140	50 or more Unit	2000-09s	0.914558	0.002323	0.061429	0.015206	0.003366	0.003118	574.992472
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	<1940	0.887747	0.005351	0.036336	0.065850	0.003387	0.001330	35.382524
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	2010s	0.903793	0.005765	0.040517	0.037060	0.003974	0.008891	95.672529
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	1940-59s	0.873213	0.004261	0.054351	0.048445	0.003033	0.016696	202.668302
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	1960-79s	0.944292	0.003577	0.025113	0.025193	0.000284	0.001540	6914.381665
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	1980-99s	0.944480	0.002417	0.027786	0.022816	0.001029	0.001472	13862.170770
FL_West.Palm.Beach.Intl.AP.722030	50 or more Unit	2000-09s	0.941058	0.004135	0.037798	0.013625	0.002628	0.000756	1753.057094
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	<1940	0.874220	0.003403	0.041123	0.040227	0.002847	0.038180	3.569313
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	2010s	0.974029	0.000000	0.003655	0.004413	0.002711	0.015191	30.823615
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	1940-59s	0.718457	0.025142	0.223128	0.001907	0.000838	0.030528	22.126456
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	1960-79s	0.792090	0.004254	0.159041	0.022255	0.001857	0.020503	348.604596
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	1980-99s	0.797154	0.000337	0.150326	0.012048	0.005507	0.034628	756.286053
GA_Athens-Ben.Epps.AP.723110	50 or more Unit	2000-09s	0.849033	0.000377	0.145923	0.001352	0.000265	0.003049	237.538601
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	<1940	0.517186	0.000001	0.455572	0.010988	0.002785	0.013469	128.131856
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	2010s	0.905281	0.000053	0.082472	0.005859	0.002138	0.004198	888.960780
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	1940-59s	0.682046	0.001407	0.294299	0.011866	0.007909	0.002472	357.905792
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	1960-79s	0.674131	0.000404	0.288954	0.023418	0.005595	0.007499	3761.332282
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	1980-99s	0.768864	0.000477	0.214345	0.008690	0.001952	0.005672	16009.062370
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	50 or more Unit	2000-09s	0.872861	0.000134	0.119081	0.004617	0.000653	0.002654	6097.715458
GA_Augusta-Bush-Field.722180	50 or more Unit	<1940	0.969302	0.000156	0.001421	0.011645	0.000000	0.017476	25.203670
GA_Augusta-Bush-Field.722180	50 or more Unit	2010s	0.992828	0.000810	0.005285	0.000616	0.000000	0.000461	23.931508
GA_Augusta-Bush-Field.722180	50 or more Unit	1940-59s	0.928325	0.000681	0.066685	0.002896	0.000786	0.000626	34.103998
GA_Augusta-Bush-Field.722180	50 or more Unit	1960-79s	0.972252	0.001521	0.018538	0.002596	0.002792	0.002300	248.514517
GA_Augusta-Bush-Field.722180	50 or more Unit	1980-99s	0.782796	0.002192	0.212211	0.000689	0.001289	0.000823	408.154704
GA_Augusta-Bush-Field.722180	50 or more Unit	2000-09s	0.808592	0.028198	0.160579	0.000773	0.000027	0.001830	23.260734
GA_Columbus.Metro.AP.722255	50 or more Unit	<1940	0.938627	0.004447	0.017201	0.035302	0.002650	0.001772	19.548464
GA_Columbus.Metro.AP.722255	50 or more Unit	2010s	0.885321	0.000000	0.076373	0.008821	0.021181	0.008304	75.691659
GA_Columbus.Metro.AP.722255	50 or more Unit	1940-59s	0.867494	0.000094	0.119214	0.002487	0.006263	0.004448	48.069910
GA_Columbus.Metro.AP.722255	50 or more Unit	1960-79s	0.891559	0.003936	0.085262	0.006399	0.005639	0.007205	304.676679
GA_Columbus.Metro.AP.722255	50 or more Unit	1980-99s	0.875143	0.005574	0.089785	0.020751	0.001936	0.006811	762.054756
GA_Columbus.Metro.AP.722255	50 or more Unit	2000-09s	0.955626	0.000595	0.041186	0.000492	0.001042	0.001059	214.617344
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	<1940	0.751321	0.000000	0.192358	0.002148	0.048964	0.005208	18.314782
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	2010s	0.974893	0.000000	0.013703	0.002758	0.003010	0.005636	30.962093
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	1940-59s	0.965532	0.000000	0.020134	0.000797	0.000689	0.012847	36.737002
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	1960-79s	0.865573	0.000296	0.115017	0.014060	0.000777	0.004278	253.524664
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	1980-99s	0.888538	0.000722	0.101743	0.001868	0.006238	0.000892	572.358282
GA_Macon-Middle.Georgia.Rgnl.AP.722170	50 or more Unit	2000-09s	0.870931	0.000673	0.120426	0.000713	0.004473	0.002784	171.212691
GA_Savannah.Intl.AP.722070	50 or more Unit	<1940	0.965400	0.003193	0.001315	0.025929	0.000919	0.003245	16.025137
GA_Savannah.Intl.AP.722070	50 or more Unit	2010s	0.955517	0.002556	0.021590	0.004331	0.000895	0.015110	43.335934
GA_Savannah.Intl.AP.722070	50 or more Unit	1940-59s	0.866134	0.051584	0.069038	0.005356	0.000814	0.007075	42.028481
GA_Savannah.Intl.AP.722070	50 or more Unit	1960-79s	0.911524	0.000294	0.074745	0.001949	0.003537	0.007951	276.098560
GA_Savannah.Intl.AP.722070	50 or more Unit	1980-99s	0.903321	0.004389	0.082707	0.007342	0.001272	0.000970	1026.208864
GA_Savannah.Intl.AP.722070	50 or more Unit	2000-09s	0.933374	0.000523	0.058527	0.003865	0.000966	0.002744	233.735726
IA_Des.Moines.Intl.AP.725460	50 or more Unit	<1940	0.294437	0.000814	0.597492	0.042098	0.063733	0.001426	43.432020
IA_Des.Moines.Intl.AP.725460	50 or more Unit	2010s	0.760526	0.023287	0.212195	0.000777	0.001844	0.001372	82.270018
IA_Des.Moines.Intl.AP.725460	50 or more Unit	1940-59s	0.550150	0.018783	0.388678	0.003260	0.026397	0.012733	75.011126
IA_Des.Moines.Intl.AP.725460	50 or more Unit	1960-79s	0.463649	0.000992	0.411897	0.026399	0.066499	0.030564	854.140849
IA_Des.Moines.Intl.AP.725460	50 or more Unit	1980-99s	0.539553	0.004984	0.410948	0.011590	0.011438	0.021488	1713.469533
IA_Des.Moines.Intl.AP.725460	50 or more Unit	2000-09s	0.570148	0.000426	0.425423	0.002186	0.001168	0.000649	316.191857
IA_Mason.City.Muni.AP.725485	50 or more Unit	<1940	0.260568	0.000000	0.316941	0.395406	0.024199	0.002886	10.136138
IA_Mason.City.Muni.AP.725485	50 or more Unit	2010s	0.155189	0.124599	0.401729	0.007359	0.130054	0.181069	2.545418
IA_Mason.City.Muni.AP.725485	50 or more Unit	1940-59s	0.585142	0.000000	0.277577	0.095132	0.000000	0.042149	7.348386
IA_Mason.City.Muni.AP.725485	50 or more Unit	1960-79s	0.525813	0.000266	0.431631	0.029478	0.011251	0.001562	199.075166
IA_Mason.City.Muni.AP.725485	50 or more Unit	1980-99s	0.610200	0.019785	0.244593	0.008396	0.106667	0.010358	107.863223
IA_Mason.City.Muni.AP.725485	50 or more Unit	2000-09s	0.405850	0.000082	0.478596	0.003004	0.011136	0.101332	30.695118
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	<1940	0.568752	0.000557	0.279902	0.004038	0.142991	0.003760	11.515318
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	2010s	0.776417	0.000000	0.118585	0.001512	0.045495	0.057991	3.881455
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	1940-59s	0.041774	0.000701	0.883323	0.024487	0.020658	0.029058	8.320551
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	1960-79s	0.731017	0.011498	0.191514	0.004000	0.061428	0.000543	120.139004
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	1980-99s	0.468045	0.003421	0.433888	0.065622	0.027875	0.001149	346.690202
IA_Sioux.City-Sioux.Gateway.AP.725570	50 or more Unit	2000-09s	0.623336	0.007630	0.359344	0.001856	0.001130	0.006704	62.834075
IA_Waterloo.Muni.AP.725480	50 or more Unit	<1940	0.362369	0.001402	0.426890	0.078699	0.126039	0.004602	22.255836
IA_Waterloo.Muni.AP.725480	50 or more Unit	2010s	0.406490	0.000697	0.588670	0.002137	0.000391	0.001615	17.894103
IA_Waterloo.Muni.AP.725480	50 or more Unit	1940-59s	0.540225	0.013102	0.434109	0.008374	0.001994	0.002195	52.162904
IA_Waterloo.Muni.AP.725480	50 or more Unit	1960-79s	0.580587	0.000363	0.329423	0.038242	0.038876	0.012508	472.898032
IA_Waterloo.Muni.AP.725480	50 or more Unit	1980-99s	0.493955	0.000158	0.450724	0.025131	0.008133	0.021898	575.103615
IA_Waterloo.Muni.AP.725480	50 or more Unit	2000-09s	0.394741	0.001381	0.578509	0.002381	0.007315	0.015673	102.852567
ID_Boise.Air.Terminal.726810	50 or more Unit	<1940	0.787818	0.000000	0.145081	0.002170	0.046856	0.018075	5.229347
ID_Boise.Air.Terminal.726810	50 or more Unit	2010s	0.336780	0.000039	0.660912	0.000507	0.000956	0.000806	38.606751
ID_Boise.Air.Terminal.726810	50 or more Unit	1940-59s	0.742820	0.029404	0.150163	0.002215	0.062392	0.013006	18.734505
ID_Boise.Air.Terminal.726810	50 or more Unit	1960-79s	0.761655	0.000689	0.172462	0.002697	0.061346	0.001150	390.236118
ID_Boise.Air.Terminal.726810	50 or more Unit	1980-99s	0.517164	0.001387	0.448684	0.000753	0.002337	0.029675	1080.949609
ID_Boise.Air.Terminal.726810	50 or more Unit	2000-09s	0.662787	0.010497	0.318585	0.000463	0.006615	0.001053	230.333087
ID_Pocatello.Muni.AP.725780	50 or more Unit	<1940	0.288858	0.008128	0.017396	0.000000	0.673840	0.011779	1.360895
ID_Pocatello.Muni.AP.725780	50 or more Unit	2010s	0.992910	0.001691	0.001017	0.000639	0.002264	0.001479	26.673300
ID_Pocatello.Muni.AP.725780	50 or more Unit	1940-59s	0.749673	0.008325	0.157094	0.001197	0.028881	0.054829	11.974617
ID_Pocatello.Muni.AP.725780	50 or more Unit	1960-79s	0.721122	0.002367	0.060484	0.102669	0.107334	0.006024	145.463095
ID_Pocatello.Muni.AP.725780	50 or more Unit	1980-99s	0.963938	0.000610	0.012700	0.003248	0.001806	0.017698	395.297891
ID_Pocatello.Muni.AP.725780	50 or more Unit	2000-09s	0.787297	0.004019	0.151630	0.001538	0.049127	0.006389	50.138281
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	<1940	0.282651	0.009185	0.626938	0.037480	0.034508	0.009239	2316.674453
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	2010s	0.511801	0.001197	0.454268	0.015055	0.010190	0.007490	1026.622070
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	1940-59s	0.322100	0.007496	0.580772	0.037932	0.032239	0.019462	3444.057980
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	1960-79s	0.454896	0.005191	0.491506	0.021845	0.016319	0.010243	29983.795750
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	1980-99s	0.528884	0.000935	0.443043	0.015003	0.004314	0.007820	31491.779890
IL_Chicago-OHare.Intl.AP.725300	50 or more Unit	2000-09s	0.404942	0.001032	0.571183	0.009095	0.007186	0.006562	9059.033991
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	<1940	0.373796	0.001413	0.538350	0.049812	0.031425	0.005204	50.565137
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	2010s	0.776576	0.004676	0.175762	0.031701	0.010843	0.000443	70.316208
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	1940-59s	0.688199	0.008413	0.226796	0.023549	0.044842	0.008201	106.557760
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	1960-79s	0.521682	0.001590	0.409841	0.042973	0.020536	0.003377	1107.302216
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	1980-99s	0.428027	0.001135	0.553500	0.005648	0.010132	0.001558	1196.686031
IL_Moline-Quad.City.Intl.AP.725440	50 or more Unit	2000-09s	0.505250	0.001813	0.439109	0.004469	0.019325	0.030035	260.881545
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	<1940	0.622542	0.000000	0.302633	0.063348	0.010926	0.000551	22.295478
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	2010s	0.834205	0.000000	0.127611	0.000247	0.029443	0.008495	34.193073
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	1940-59s	0.740587	0.000112	0.223291	0.028519	0.006120	0.001371	91.982106
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	1960-79s	0.700028	0.000271	0.239708	0.034526	0.025075	0.000392	1114.154936
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	1980-99s	0.641306	0.000409	0.329339	0.014402	0.001830	0.012714	1435.399627
IL_Peoria-Greater.Peoria.AP.725320	50 or more Unit	2000-09s	0.606143	0.000600	0.346738	0.013833	0.010532	0.022154	267.501370
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	<1940	0.618327	0.002054	0.282688	0.017465	0.075469	0.003997	34.347582
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	2010s	0.178165	0.057766	0.557893	0.018961	0.078297	0.108918	12.523853
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	1940-59s	0.585795	0.001457	0.387169	0.015074	0.003826	0.006679	67.104636
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	1960-79s	0.554382	0.001140	0.354615	0.025539	0.059310	0.005013	986.023034
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	1980-99s	0.747816	0.001121	0.209742	0.025515	0.014709	0.001097	1120.218959
IL_Rockford-Greater.Rockford.AP.725430	50 or more Unit	2000-09s	0.559983	0.008151	0.404984	0.012560	0.007383	0.006938	128.446948
IL_Springfield-Capital.AP.724390	50 or more Unit	<1940	0.553889	0.001638	0.274052	0.114307	0.037418	0.018696	27.902809
IL_Springfield-Capital.AP.724390	50 or more Unit	2010s	0.802500	0.000000	0.162712	0.002244	0.025874	0.006670	45.295083
IL_Springfield-Capital.AP.724390	50 or more Unit	1940-59s	0.627153	0.006525	0.346038	0.017500	0.002256	0.000530	103.178495
IL_Springfield-Capital.AP.724390	50 or more Unit	1960-79s	0.741303	0.000275	0.210102	0.026684	0.021243	0.000392	851.776611
IL_Springfield-Capital.AP.724390	50 or more Unit	1980-99s	0.712657	0.000717	0.262920	0.005960	0.013338	0.004409	1364.778929
IL_Springfield-Capital.AP.724390	50 or more Unit	2000-09s	0.708615	0.000113	0.213959	0.044404	0.030703	0.002207	303.224930
IN_Evansville.Rgnl.AP.724320	50 or more Unit	<1940	0.770370	0.003720	0.101928	0.012144	0.108608	0.003229	28.112242
IN_Evansville.Rgnl.AP.724320	50 or more Unit	2010s	0.618665	0.000000	0.209400	0.106418	0.058057	0.007460	24.105651
IN_Evansville.Rgnl.AP.724320	50 or more Unit	1940-59s	0.650631	0.000880	0.270207	0.067155	0.005798	0.005328	79.877415
IN_Evansville.Rgnl.AP.724320	50 or more Unit	1960-79s	0.791193	0.001278	0.138853	0.027800	0.019108	0.021768	1137.669532
IN_Evansville.Rgnl.AP.724320	50 or more Unit	1980-99s	0.769656	0.000903	0.174698	0.006545	0.021890	0.026307	1239.462981
IN_Evansville.Rgnl.AP.724320	50 or more Unit	2000-09s	0.839086	0.000357	0.134375	0.014993	0.007167	0.004022	152.100321
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	<1940	0.554082	0.008026	0.327157	0.083902	0.023792	0.003041	25.888172
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	2010s	0.728933	0.000000	0.182070	0.016928	0.047876	0.024192	19.243072
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	1940-59s	0.885844	0.016835	0.068126	0.013704	0.006993	0.008498	56.721259
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	1960-79s	0.752016	0.003934	0.224252	0.008911	0.007560	0.003328	932.514580
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	1980-99s	0.647380	0.000559	0.316075	0.007431	0.023933	0.004624	1162.953459
IN_Fort.Wayne.Intl.AP.725330	50 or more Unit	2000-09s	0.569902	0.014068	0.384032	0.013118	0.011627	0.007253	104.506524
IN_Indianapolis.Intl.AP.724380	50 or more Unit	<1940	0.748288	0.001103	0.162784	0.012729	0.066986	0.008111	133.437148
IN_Indianapolis.Intl.AP.724380	50 or more Unit	2010s	0.883608	0.001661	0.089972	0.014422	0.004135	0.006202	271.098390
IN_Indianapolis.Intl.AP.724380	50 or more Unit	1940-59s	0.636868	0.002536	0.273978	0.044390	0.033181	0.009048	241.161141
IN_Indianapolis.Intl.AP.724380	50 or more Unit	1960-79s	0.736657	0.001558	0.233156	0.014910	0.009708	0.004011	2508.941523
IN_Indianapolis.Intl.AP.724380	50 or more Unit	1980-99s	0.747147	0.002833	0.220541	0.009061	0.017268	0.003150	4931.298663
IN_Indianapolis.Intl.AP.724380	50 or more Unit	2000-09s	0.804920	0.002572	0.180322	0.006756	0.002982	0.002447	760.124914
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	<1940	0.240451	0.001323	0.687224	0.006160	0.015228	0.049614	32.791822
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	2010s	0.238576	0.010158	0.710582	0.000000	0.026499	0.014186	23.897302
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	1940-59s	0.391567	0.000637	0.525923	0.013253	0.023094	0.045527	83.514779
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	1960-79s	0.432992	0.000148	0.481991	0.048751	0.013480	0.022637	912.278566
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	1980-99s	0.313584	0.000240	0.644634	0.013873	0.024994	0.002675	1228.427669
IN_South.Bend-Michiana.Rgnl.AP.725350	50 or more Unit	2000-09s	0.385368	0.001697	0.588280	0.008747	0.012245	0.003663	136.606244
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	<1940	0.151374	0.000000	0.337240	0.000000	0.511386	0.000000	0.437278
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	2010s	0.998039	0.000000	0.001192	0.000000	0.000000	0.000769	12.007099
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	1940-59s	0.217087	0.000004	0.739409	0.004954	0.003471	0.035074	11.153626
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	1960-79s	0.818059	0.000012	0.180837	0.000225	0.000633	0.000234	159.591912
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	1980-99s	0.733569	0.000000	0.257841	0.005121	0.001020	0.002448	192.439379
KS_Dodge.City.Rgnl.AP.724510	50 or more Unit	2000-09s	0.656916	0.032288	0.265227	0.001642	0.036779	0.007148	7.143631
KS_Goodland-Renner.Field.724650	50 or more Unit	<1940	0.956270	0.000000	0.003471	0.000000	0.036543	0.003716	0.162211
KS_Goodland-Renner.Field.724650	50 or more Unit	2010s	0.366262	0.054047	0.495675	0.007261	0.026492	0.050262	0.000000
KS_Goodland-Renner.Field.724650	50 or more Unit	1940-59s	0.222983	0.000000	0.751029	0.004453	0.000000	0.021535	1.190266
KS_Goodland-Renner.Field.724650	50 or more Unit	1960-79s	0.390770	0.000095	0.584849	0.000000	0.023973	0.000313	35.715403
KS_Goodland-Renner.Field.724650	50 or more Unit	1980-99s	0.413144	0.002663	0.506374	0.069183	0.001787	0.006849	21.890019
