Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	source_count	source_weight
NV, 00103	5 to 9 Unit	0.005444	0.009650	0.023630	0.325251	0.144748	0.224916	0.204503	0.061858	0.000000	246.000000	8083.000000
NV, 00103	50 or more Unit	0.000000	0.097781	0.053027	0.098909	0.110192	0.365551	0.240692	0.033847	0.000000	116.000000	2659.000000
NV, 00103	Mobile Home	0.001136	0.022973	0.075646	0.291841	0.308351	0.246943	0.044287	0.002883	0.005940	570.000000	11448.000000
NV, 00103	Single-Family Attached	0.010480	0.089870	0.034297	0.254684	0.154652	0.260083	0.153700	0.018736	0.023500	173.000000	3149.000000
NV, 00103	Single-Family Detached	0.008588	0.036514	0.077701	0.137917	0.136193	0.270105	0.293678	0.026173	0.013131	5271.000000	100372.000000
NV, 00200	10 to 19 Unit	0.000000	0.000000	0.072789	0.245028	0.129073	0.391452	0.148963	0.012696	0.000000	83.000000	2363.000000
NV, 00200	2 Unit	0.000000	0.023169	0.304348	0.203375	0.241991	0.140446	0.086670	0.000000	0.000000	125.000000	3496.000000
NV, 00200	20 to 49 Unit	0.000000	0.025520	0.073277	0.309151	0.232957	0.053226	0.129785	0.148378	0.027707	101.000000	2743.000000
NV, 00200	3 or 4 Unit	0.000000	0.000000	0.059373	0.236760	0.235111	0.269379	0.172989	0.019425	0.006964	213.000000	5457.000000
NV, 00200	5 to 9 Unit	0.016418	0.018522	0.014944	0.292570	0.360977	0.118291	0.168596	0.009682	0.000000	161.000000	4751.000000
NV, 00200	50 or more Unit	0.000000	0.010250	0.014734	0.119795	0.376682	0.109545	0.331839	0.037156	0.000000	63.000000	1561.000000
NV, 00200	Mobile Home	0.003346	0.008152	0.063211	0.343493	0.224676	0.258746	0.085721	0.006875	0.005780	1188.000000	16437.000000
NV, 00200	Single-Family Attached	0.007647	0.035762	0.067476	0.271480	0.269681	0.151822	0.146649	0.046784	0.002699	204.000000	4446.000000
NV, 00200	Single-Family Detached	0.010974	0.024333	0.066942	0.159753	0.166496	0.258375	0.280086	0.019783	0.013259	6464.000000	109438.000000
NV, 00300	10 to 19 Unit	0.042872	0.012862	0.329046	0.161844	0.098607	0.150054	0.204716	0.000000	0.000000	39.000000	933.000000
NV, 00300	2 Unit	0.044169	0.006948	0.023821	0.133002	0.230273	0.302730	0.104218	0.004963	0.149876	95.000000	2015.000000
NV, 00300	20 to 49 Unit	0.000000	0.068239	0.045493	0.085931	0.183656	0.443134	0.000000	0.097725	0.075821	44.000000	1187.000000
NV, 00300	3 or 4 Unit	0.036052	0.008454	0.106912	0.270264	0.257832	0.190701	0.083043	0.023869	0.022874	170.000000	4022.000000
NV, 00300	5 to 9 Unit	0.005018	0.069242	0.059709	0.191420	0.237582	0.280231	0.094330	0.060963	0.001505	135.000000	3986.000000
NV, 00300	50 or more Unit	0.000000	0.000000	0.086124	0.000000	0.143541	0.197129	0.042105	0.531100	0.000000	35.000000	1045.000000
NV, 00300	Mobile Home	0.001632	0.008989	0.057773	0.221151	0.274982	0.277393	0.139726	0.017852	0.000502	1869.000000	39828.000000
NV, 00300	Single-Family Attached	0.000000	0.053945	0.080515	0.113124	0.167874	0.263688	0.236312	0.021739	0.062802	139.000000	2484.000000
NV, 00300	Single-Family Detached	0.033740	0.053394	0.046480	0.108065	0.156920	0.253422	0.239704	0.045173	0.063101	5449.000000	100236.000000
NV, 00401	10 to 19 Unit	0.000000	0.000000	0.042667	0.011692	0.230564	0.288410	0.265231	0.159179	0.002256	156.000000	4875.000000
NV, 00401	2 Unit	0.000000	0.000000	0.000000	0.000000	0.412088	0.137363	0.450549	0.000000	0.000000	17.000000	546.000000
NV, 00401	20 to 49 Unit	0.000000	0.000000	0.000000	0.217972	0.088039	0.190043	0.367335	0.136612	0.000000	63.000000	1647.000000
NV, 00401	3 or 4 Unit	0.000000	0.009046	0.054279	0.053917	0.175502	0.197756	0.419938	0.089560	0.000000	216.000000	5527.000000
NV, 00401	5 to 9 Unit	0.000000	0.000000	0.000000	0.078195	0.132957	0.313910	0.396742	0.078195	0.000000	246.000000	7980.000000
NV, 00401	50 or more Unit	0.000000	0.000000	0.049195	0.004412	0.051621	0.227223	0.497463	0.170086	0.000000	175.000000	4533.000000
NV, 00401	Mobile Home	0.000000	0.041182	0.102292	0.488210	0.136500	0.199269	0.032547	0.000000	0.000000	87.000000	3011.000000
NV, 00401	Single-Family Attached	0.000000	0.008298	0.000000	0.069787	0.025106	0.498511	0.398298	0.000000	0.000000	213.000000	4700.000000
NV, 00401	Single-Family Detached	0.000533	0.001785	0.010020	0.052159	0.125293	0.347084	0.374154	0.086468	0.002505	5162.000000	101402.000000
NV, 00402	10 to 19 Unit	0.000000	0.000000	0.000000	0.000000	0.000000	0.355932	0.644068	0.000000	0.000000	42.000000	1475.000000
NV, 00402	2 Unit	0.000000	0.000000	0.000000	0.000000	0.090278	0.071759	0.837963	0.000000	0.000000	12.000000	432.000000
NV, 00402	20 to 49 Unit	0.000000	0.079186	0.000000	0.000000	0.000000	0.244344	0.542986	0.133484	0.000000	20.000000	442.000000
NV, 00402	3 or 4 Unit	0.000000	0.033582	0.000000	0.000000	0.052239	0.384328	0.529851	0.000000	0.000000	45.000000	1072.000000
NV, 00402	5 to 9 Unit	0.000000	0.000000	0.000000	0.136175	0.051975	0.184685	0.627166	0.000000	0.000000	93.000000	2886.000000
NV, 00402	50 or more Unit	0.000000	0.000000	0.022542	0.010645	0.066374	0.232311	0.578585	0.089543	0.000000	68.000000	1597.000000
NV, 00402	Mobile Home	0.052738	0.000000	0.000000	0.529412	0.048682	0.273834	0.060852	0.034483	0.000000	38.000000	493.000000
NV, 00402	Single-Family Attached	0.000000	0.004496	0.000000	0.031098	0.058449	0.292994	0.373548	0.239416	0.000000	128.000000	2669.000000
NV, 00402	Single-Family Detached	0.001098	0.005357	0.006821	0.031141	0.061666	0.304642	0.543368	0.042221	0.003687	5957.000000	112007.000000
NV, 00403	10 to 19 Unit	0.000000	0.050175	0.088569	0.052792	0.047775	0.195244	0.528578	0.036867	0.000000	187.000000	4584.000000
NV, 00403	2 Unit	0.000000	0.124466	0.295567	0.139901	0.172742	0.101806	0.116256	0.000000	0.049261	169.000000	3045.000000
NV, 00403	20 to 49 Unit	0.000000	0.012005	0.025210	0.078631	0.048619	0.259904	0.563625	0.012005	0.000000	66.000000	1666.000000
NV, 00403	3 or 4 Unit	0.000000	0.036787	0.203785	0.084690	0.230382	0.183009	0.246129	0.000000	0.015218	362.000000	7557.000000
NV, 00403	5 to 9 Unit	0.000000	0.053600	0.147078	0.046335	0.120439	0.326929	0.252825	0.045044	0.007749	275.000000	6194.000000
NV, 00403	50 or more Unit	0.000000	0.030070	0.135637	0.071657	0.090211	0.231606	0.381958	0.041587	0.017274	95.000000	1563.000000
NV, 00403	Mobile Home	0.000000	0.000000	0.089873	0.458861	0.040506	0.377848	0.017722	0.015190	0.000000	63.000000	1580.000000
NV, 00403	Single-Family Attached	0.027487	0.014660	0.095026	0.106545	0.061518	0.154188	0.507330	0.013089	0.020157	207.000000	3820.000000
NV, 00403	Single-Family Detached	0.004447	0.044809	0.068670	0.050285	0.033267	0.253727	0.494984	0.045521	0.004289	7232.000000	138968.000000
NV, 00404	10 to 19 Unit	0.000000	0.005552	0.053158	0.064122	0.288827	0.337960	0.250382	0.000000	0.000000	317.000000	7205.000000
NV, 00404	2 Unit	0.000000	0.010617	0.070338	0.156603	0.255474	0.310551	0.196417	0.000000	0.000000	64.000000	1507.000000
NV, 00404	20 to 49 Unit	0.000000	0.010226	0.016842	0.069774	0.248722	0.403008	0.243008	0.008421	0.000000	124.000000	3325.000000
NV, 00404	3 or 4 Unit	0.000000	0.011159	0.089074	0.089657	0.289152	0.341160	0.173006	0.006792	0.000000	508.000000	10306.000000
NV, 00404	5 to 9 Unit	0.000000	0.026366	0.054489	0.086533	0.308410	0.305435	0.207815	0.010952	0.000000	303.000000	7396.000000
NV, 00404	50 or more Unit	0.000000	0.000000	0.036257	0.114986	0.357735	0.389157	0.097376	0.004489	0.000000	175.000000	2896.000000
NV, 00404	Mobile Home	0.000000	0.024844	0.150810	0.371365	0.224512	0.159643	0.058520	0.004785	0.005521	577.000000	10868.000000
NV, 00404	Single-Family Attached	0.000000	0.007644	0.017836	0.058837	0.211258	0.340746	0.278318	0.085360	0.000000	562.000000	8634.000000
NV, 00404	Single-Family Detached	0.002380	0.015381	0.036671	0.107585	0.210710	0.305126	0.269568	0.039075	0.013503	4982.000000	83608.000000
NV, 00405	10 to 19 Unit	0.018672	0.084155	0.096778	0.198291	0.152926	0.289152	0.112426	0.025641	0.021959	374.000000	7605.000000
NV, 00405	2 Unit	0.081886	0.190571	0.117370	0.199504	0.165757	0.105955	0.052357	0.056824	0.029777	216.000000	4030.000000
NV, 00405	20 to 49 Unit	0.036942	0.102695	0.231413	0.140567	0.226301	0.118727	0.099675	0.037639	0.006041	254.000000	4304.000000
NV, 00405	3 or 4 Unit	0.015123	0.107944	0.123327	0.192943	0.177820	0.202242	0.145315	0.012515	0.022771	641.000000	11506.000000
NV, 00405	5 to 9 Unit	0.049923	0.057817	0.122911	0.156535	0.192004	0.237724	0.137775	0.040800	0.004511	505.000000	9755.000000
NV, 00405	50 or more Unit	0.040515	0.034461	0.079168	0.134741	0.121701	0.186122	0.340267	0.047656	0.015368	473.000000	6442.000000
NV, 00405	Mobile Home	0.011781	0.015147	0.012062	0.379523	0.355961	0.108555	0.074895	0.023843	0.018233	215.000000	3565.000000
NV, 00405	Single-Family Attached	0.030608	0.125000	0.154423	0.248223	0.234400	0.138231	0.057070	0.004344	0.007701	293.000000	5064.000000
NV, 00405	Single-Family Detached	0.066006	0.166914	0.208059	0.216119	0.121905	0.139622	0.064208	0.007909	0.009258	3607.000000	60055.000000
NV, 00406	10 to 19 Unit	0.014309	0.004262	0.073270	0.189771	0.308301	0.383093	0.017861	0.000000	0.009133	361.000000	9854.000000
NV, 00406	2 Unit	0.000000	0.000000	0.246795	0.043269	0.338141	0.371795	0.000000	0.000000	0.000000	24.000000	624.000000
NV, 00406	20 to 49 Unit	0.000000	0.033376	0.104204	0.302420	0.346242	0.134268	0.071083	0.000000	0.008408	146.000000	3925.000000
NV, 00406	3 or 4 Unit	0.000000	0.018051	0.067072	0.131674	0.422383	0.301729	0.039426	0.000000	0.019666	438.000000	10526.000000
NV, 00406	5 to 9 Unit	0.000000	0.019753	0.076660	0.188457	0.319471	0.354878	0.034265	0.001142	0.005375	542.000000	14884.000000
NV, 00406	50 or more Unit	0.010084	0.008562	0.103691	0.137938	0.293569	0.387367	0.052702	0.000000	0.006088	278.000000	5256.000000
NV, 00406	Mobile Home	0.000000	0.000000	0.010929	0.457195	0.081056	0.205829	0.186703	0.058288	0.000000	69.000000	1098.000000
NV, 00406	Single-Family Attached	0.015155	0.003078	0.103481	0.278712	0.361118	0.168127	0.070329	0.000000	0.000000	222.000000	4223.000000
NV, 00406	Single-Family Detached	0.015202	0.121147	0.296708	0.227708	0.171590	0.138879	0.024599	0.003512	0.000655	3745.000000	76304.000000
NV, 00407	10 to 19 Unit	0.000000	0.000000	0.002443	0.090594	0.367264	0.453787	0.085912	0.000000	0.000000	180.000000	4912.000000
NV, 00407	2 Unit	0.000000	0.000000	0.000000	0.014925	0.285572	0.607960	0.091542	0.000000	0.000000	43.000000	1005.000000
NV, 00407	20 to 49 Unit	0.000000	0.000000	0.000000	0.000000	0.146530	0.629820	0.187661	0.035990	0.000000	33.000000	778.000000
NV, 00407	3 or 4 Unit	0.000000	0.002967	0.007096	0.060637	0.270417	0.486905	0.145788	0.026190	0.000000	362.000000	7751.000000
NV, 00407	5 to 9 Unit	0.000000	0.006876	0.000000	0.031000	0.233345	0.529140	0.186563	0.013076	0.000000	354.000000	8871.000000
NV, 00407	50 or more Unit	0.006009	0.009014	0.052328	0.033550	0.309965	0.285428	0.265148	0.038558	0.000000	226.000000	3994.000000
NV, 00407	Mobile Home	0.005803	0.043520	0.000000	0.299807	0.298839	0.314313	0.000000	0.000000	0.037718	61.000000	1034.000000
NV, 00407	Single-Family Attached	0.000000	0.005534	0.011313	0.016109	0.152730	0.616208	0.186916	0.011190	0.000000	511.000000	8132.000000
NV, 00407	Single-Family Detached	0.002370	0.001967	0.008059	0.023512	0.166564	0.506410	0.264084	0.025621	0.001412	5570.000000	99139.000000
NV, 00408	10 to 19 Unit	0.000000	0.000000	0.032867	0.071284	0.078860	0.333262	0.466226	0.017501	0.000000	339.000000	9371.000000
NV, 00408	2 Unit	0.000000	0.021758	0.010444	0.161010	0.332463	0.173194	0.194082	0.107050	0.000000	75.000000	1149.000000
NV, 00408	20 to 49 Unit	0.000000	0.000000	0.009148	0.013481	0.100626	0.254935	0.557294	0.064516	0.000000	147.000000	4154.000000
NV, 00408	3 or 4 Unit	0.000000	0.007556	0.063325	0.068646	0.202959	0.375585	0.239889	0.038846	0.003193	429.000000	9396.000000
NV, 00408	5 to 9 Unit	0.002929	0.000000	0.021316	0.049574	0.151923	0.403374	0.351847	0.018495	0.000542	703.000000	18437.000000
NV, 00408	50 or more Unit	0.002234	0.028704	0.000000	0.068065	0.097112	0.315572	0.329151	0.154005	0.005156	306.000000	5818.000000
NV, 00408	Mobile Home	0.002731	0.000000	0.011118	0.439828	0.158962	0.237176	0.111761	0.037059	0.001365	262.000000	5127.000000
NV, 00408	Single-Family Attached	0.000000	0.016043	0.005823	0.164706	0.161973	0.319192	0.291622	0.039216	0.001426	469.000000	8415.000000
NV, 00408	Single-Family Detached	0.000000	0.001230	0.004550	0.102620	0.076271	0.232760	0.497445	0.083297	0.001827	6617.000000	137352.000000
NV, 00409	10 to 19 Unit	0.013483	0.022949	0.139233	0.294535	0.276099	0.207969	0.019261	0.002697	0.023774	682.000000	18171.000000
NV, 00409	2 Unit	0.029367	0.067018	0.053840	0.443148	0.210467	0.126883	0.069277	0.000000	0.000000	128.000000	2656.000000
NV, 00409	20 to 49 Unit	0.003646	0.091506	0.196865	0.268319	0.166849	0.202819	0.058452	0.001701	0.009843	350.000000	8229.000000
NV, 00409	3 or 4 Unit	0.001003	0.025558	0.129580	0.266835	0.349791	0.173107	0.041347	0.010816	0.001963	1079.000000	22928.000000
NV, 00409	5 to 9 Unit	0.007771	0.009952	0.079433	0.234936	0.336681	0.275289	0.048169	0.004499	0.003272	904.000000	22006.000000
NV, 00409	50 or more Unit	0.001419	0.034620	0.122304	0.248922	0.211862	0.173837	0.168729	0.027128	0.011180	1035.000000	17620.000000
NV, 00409	Mobile Home	0.000000	0.025246	0.212459	0.421967	0.196393	0.086230	0.046557	0.011148	0.000000	139.000000	3050.000000
NV, 00409	Single-Family Attached	0.006488	0.017124	0.100191	0.468411	0.246118	0.109232	0.044459	0.004786	0.003191	622.000000	9402.000000
NV, 00409	Single-Family Detached	0.005311	0.016878	0.265882	0.379717	0.200879	0.084447	0.044348	0.002538	0.000000	2060.000000	33891.000000
NV, 00410	10 to 19 Unit	0.000000	0.003170	0.077867	0.127205	0.300028	0.356257	0.118109	0.017365	0.000000	255.000000	7256.000000
NV, 00410	2 Unit	0.000000	0.100124	0.070457	0.070457	0.280593	0.190358	0.129790	0.000000	0.158220	39.000000	809.000000
NV, 00410	20 to 49 Unit	0.000000	0.021514	0.032270	0.243565	0.388014	0.191318	0.084134	0.039186	0.000000	97.000000	2603.000000
NV, 00410	3 or 4 Unit	0.000000	0.024233	0.034651	0.057864	0.259767	0.327369	0.273808	0.020270	0.002038	365.000000	8831.000000
NV, 00410	5 to 9 Unit	0.000526	0.002780	0.004508	0.087910	0.218649	0.487865	0.175220	0.017883	0.004659	479.000000	13309.000000
NV, 00410	50 or more Unit	0.000000	0.013225	0.036195	0.134803	0.244780	0.376566	0.148260	0.046172	0.000000	202.000000	4310.000000
NV, 00410	Mobile Home	0.002957	0.007832	0.069373	0.299233	0.276694	0.201167	0.129476	0.011509	0.001758	670.000000	12512.000000
NV, 00410	Single-Family Attached	0.000000	0.020676	0.027231	0.304589	0.122037	0.214826	0.259708	0.050933	0.000000	244.000000	3966.000000
NV, 00410	Single-Family Detached	0.000897	0.017833	0.081861	0.260062	0.157399	0.212098	0.249303	0.020414	0.000133	4604.000000	82542.000000
NV, 00411	10 to 19 Unit	0.000000	0.000000	0.010206	0.014132	0.131894	0.507556	0.253189	0.083023	0.000000	182.000000	5095.000000
NV, 00411	2 Unit	0.030905	0.000000	0.036056	0.008830	0.077263	0.509198	0.317145	0.020603	0.000000	50.000000	1359.000000
NV, 00411	20 to 49 Unit	0.000000	0.000000	0.000000	0.000000	0.225507	0.225507	0.383446	0.165541	0.000000	61.000000	1184.000000
NV, 00411	3 or 4 Unit	0.001620	0.000000	0.014464	0.027656	0.161884	0.501041	0.272969	0.020366	0.000000	353.000000	8642.000000
NV, 00411	5 to 9 Unit	0.003210	0.001047	0.000000	0.012280	0.178482	0.529235	0.238906	0.030003	0.006838	501.000000	14332.000000
NV, 00411	50 or more Unit	0.000000	0.000000	0.004865	0.064993	0.129208	0.402997	0.238568	0.159370	0.000000	229.000000	5139.000000
NV, 00411	Mobile Home	0.000000	0.155186	0.000000	0.090261	0.140143	0.418844	0.195566	0.000000	0.000000	52.000000	1263.000000
NV, 00411	Single-Family Attached	0.003796	0.000000	0.000949	0.020104	0.168594	0.438481	0.299914	0.054443	0.013719	582.000000	11590.000000
NV, 00411	Single-Family Detached	0.009938	0.008979	0.002982	0.036789	0.111334	0.390355	0.387062	0.051310	0.001251	7804.000000	154257.000000
NV, 00412	10 to 19 Unit	0.000000	0.000000	0.015791	0.060057	0.403055	0.196738	0.181465	0.142894	0.000000	157.000000	3863.000000
NV, 00412	2 Unit	0.000000	0.000000	0.044872	0.493590	0.230769	0.147436	0.000000	0.000000	0.083333	18.000000	312.000000
NV, 00412	20 to 49 Unit	0.000000	0.000000	0.000000	0.094059	0.480198	0.232673	0.169307	0.023762	0.000000	47.000000	1010.000000
NV, 00412	3 or 4 Unit	0.009908	0.000000	0.002595	0.217504	0.197924	0.204529	0.290635	0.076905	0.000000	201.000000	4239.000000
NV, 00412	5 to 9 Unit	0.000000	0.008124	0.031528	0.064797	0.206576	0.366925	0.286267	0.033269	0.002515	228.000000	5170.000000
NV, 00412	50 or more Unit	0.000000	0.000000	0.000000	0.044819	0.120066	0.273026	0.345806	0.216283	0.000000	132.000000	2432.000000
NV, 00412	Mobile Home	0.000000	0.010141	0.102347	0.286009	0.252770	0.172582	0.173709	0.000000	0.002441	238.000000	5325.000000
NV, 00412	Single-Family Attached	0.014953	0.012928	0.011215	0.059502	0.107632	0.204517	0.546417	0.017601	0.025234	345.000000	6420.000000
NV, 00412	Single-Family Detached	0.006442	0.017144	0.018081	0.044950	0.090860	0.165163	0.502557	0.148971	0.005831	6127.000000	122782.000000
NV, 00413	10 to 19 Unit	0.000000	0.010398	0.007951	0.026300	0.142966	0.374618	0.353211	0.084557	0.000000	179.000000	6540.000000
NV, 00413	2 Unit	0.000000	0.000000	0.000000	0.097938	0.300258	0.429124	0.172680	0.000000	0.000000	37.000000	776.000000
NV, 00413	20 to 49 Unit	0.000000	0.000000	0.000000	0.000000	0.052092	0.336465	0.488898	0.122545	0.000000	71.000000	2342.000000
NV, 00413	3 or 4 Unit	0.000000	0.012934	0.005269	0.040958	0.098922	0.336527	0.488144	0.017246	0.000000	228.000000	4175.000000
NV, 00413	5 to 9 Unit	0.000000	0.000000	0.042012	0.018696	0.050835	0.472219	0.401323	0.014914	0.000000	356.000000	9521.000000
NV, 00413	50 or more Unit	0.000000	0.006871	0.009161	0.061018	0.081302	0.321610	0.473744	0.046295	0.000000	263.000000	6113.000000
NV, 00413	Mobile Home	0.093995	0.000000	0.046997	0.116188	0.053525	0.177546	0.511749	0.000000	0.000000	38.000000	766.000000
NV, 00413	Single-Family Attached	0.000000	0.000000	0.008341	0.007105	0.077232	0.291319	0.548656	0.067346	0.000000	145.000000	3237.000000
NV, 00413	Single-Family Detached	0.000886	0.003079	0.015627	0.032691	0.080216	0.327804	0.484858	0.054709	0.000131	5175.000000	107186.000000
NY, 00100	10 to 19 Unit	0.023068	0.118800	0.098039	0.266436	0.287197	0.098039	0.019608	0.000000	0.088812	75.000000	867.000000
NY, 00100	2 Unit	0.035489	0.207827	0.087506	0.097229	0.029169	0.025280	0.005348	0.000000	0.512154	243.000000	4114.000000
NY, 00100	20 to 49 Unit	0.000000	0.166489	0.000000	0.088581	0.211313	0.131270	0.030950	0.000000	0.371398	54.000000	937.000000
NY, 00100	3 or 4 Unit	0.014261	0.133831	0.124835	0.077885	0.183194	0.116937	0.000000	0.010970	0.338087	218.000000	4558.000000
NY, 00100	5 to 9 Unit	0.047951	0.215004	0.145398	0.163960	0.215004	0.032483	0.002320	0.015468	0.162413	87.000000	1293.000000
NY, 00100	50 or more Unit	0.086081	0.064103	0.373016	0.144689	0.124542	0.083028	0.006105	0.028694	0.089744	98.000000	1638.000000
NY, 00100	Mobile Home	0.000000	0.010058	0.088158	0.181476	0.298321	0.261063	0.137047	0.018978	0.004898	967.000000	11434.000000
NY, 00100	Single-Family Attached	0.172897	0.102136	0.000000	0.129506	0.056075	0.087450	0.056075	0.018024	0.377837	118.000000	1498.000000
NY, 00100	Single-Family Detached	0.055082	0.139995	0.063958	0.103814	0.062796	0.075807	0.075104	0.044625	0.378818	6219.000000	74017.000000
NY, 00200	10 to 19 Unit	0.154951	0.050642	0.036281	0.122449	0.237339	0.126228	0.019652	0.073318	0.179138	107.000000	1323.000000
NY, 00200	2 Unit	0.070122	0.083659	0.099268	0.202927	0.056463	0.032927	0.060366	0.012805	0.381463	455.000000	8200.000000
NY, 00200	20 to 49 Unit	0.194792	0.067708	0.095833	0.034375	0.200000	0.091667	0.155208	0.015625	0.144792	74.000000	960.000000
NY, 00200	3 or 4 Unit	0.052562	0.143426	0.108274	0.147903	0.117891	0.043774	0.004311	0.007959	0.373902	305.000000	6031.000000
NY, 00200	5 to 9 Unit	0.042015	0.046578	0.079848	0.153992	0.155894	0.074905	0.063688	0.018821	0.364259	256.000000	5260.000000
NY, 00200	50 or more Unit	0.000000	0.165543	0.095647	0.184549	0.126303	0.062538	0.035561	0.066217	0.263642	96.000000	1631.000000
NY, 00200	Mobile Home	0.002987	0.003806	0.051797	0.146285	0.286162	0.305772	0.170666	0.028428	0.004096	1479.000000	20754.000000
NY, 00200	Single-Family Attached	0.107878	0.214449	0.057535	0.050997	0.148741	0.039555	0.075188	0.033017	0.272638	186.000000	3059.000000
NY, 00200	Single-Family Detached	0.051380	0.105861	0.066486	0.103902	0.094113	0.128989	0.103110	0.025456	0.320702	8714.000000	108699.000000
NY, 00300	10 to 19 Unit	0.060027	0.045020	0.190996	0.124147	0.113233	0.163711	0.106412	0.000000	0.196453	46.000000	733.000000
NY, 00300	2 Unit	0.080566	0.075217	0.101404	0.060285	0.049476	0.050145	0.017829	0.017829	0.547248	460.000000	8974.000000
NY, 00300	20 to 49 Unit	0.061987	0.000000	0.089335	0.079307	0.122151	0.139471	0.102097	0.172288	0.233364	71.000000	1097.000000
NY, 00300	3 or 4 Unit	0.083886	0.053453	0.079399	0.088568	0.061061	0.058135	0.141046	0.025361	0.409091	264.000000	5126.000000
NY, 00300	5 to 9 Unit	0.020451	0.094436	0.032782	0.144962	0.078797	0.095038	0.262256	0.108271	0.163008	156.000000	3325.000000
NY, 00300	50 or more Unit	0.013962	0.073298	0.109075	0.305410	0.011344	0.051483	0.191972	0.132635	0.110820	63.000000	1146.000000
NY, 00300	Mobile Home	0.004912	0.008136	0.051274	0.240405	0.292754	0.268038	0.119589	0.014891	0.000000	517.000000	6514.000000
NY, 00300	Single-Family Attached	0.016216	0.039189	0.059122	0.033108	0.197297	0.092230	0.301351	0.037162	0.224324	170.000000	2960.000000
NY, 00300	Single-Family Detached	0.046351	0.095151	0.072089	0.101409	0.138599	0.114652	0.109732	0.019808	0.302210	6204.000000	88197.000000
NY, 00401	10 to 19 Unit	0.022449	0.055102	0.126531	0.231633	0.027551	0.071429	0.059184	0.000000	0.406122	43.000000	980.000000
NY, 00401	2 Unit	0.085714	0.073263	0.067235	0.058322	0.052949	0.020708	0.043906	0.000655	0.597248	427.000000	7630.000000
NY, 00401	20 to 49 Unit	0.062112	0.000000	0.000000	0.142857	0.201863	0.096273	0.000000	0.000000	0.496894	26.000000	322.000000
NY, 00401	3 or 4 Unit	0.054348	0.127114	0.050725	0.140097	0.040761	0.079408	0.050121	0.013587	0.443841	179.000000	3312.000000
NY, 00401	5 to 9 Unit	0.033564	0.017581	0.059670	0.241875	0.051678	0.033031	0.095898	0.000000	0.466702	86.000000	1877.000000
NY, 00401	50 or more Unit	0.114793	0.014201	0.228402	0.345562	0.170414	0.031953	0.047337	0.000000	0.047337	56.000000	845.000000
NY, 00401	Mobile Home	0.000473	0.001576	0.053175	0.242083	0.256499	0.265480	0.158815	0.020955	0.000945	927.000000	12694.000000
NY, 00401	Single-Family Attached	0.009687	0.181073	0.040238	0.037258	0.087928	0.083458	0.049180	0.000000	0.511177	93.000000	1342.000000
NY, 00401	Single-Family Detached	0.057081	0.117202	0.097639	0.082486	0.094938	0.103494	0.074709	0.019538	0.352913	6345.000000	79589.000000
NY, 00402	10 to 19 Unit	0.063750	0.222500	0.112917	0.147917	0.082083	0.084167	0.022500	0.000000	0.264167	118.000000	2400.000000
NY, 00402	2 Unit	0.100735	0.093343	0.044317	0.021945	0.013346	0.023151	0.011945	0.000000	0.691218	1272.000000	25701.000000
NY, 00402	20 to 49 Unit	0.119494	0.063214	0.128467	0.171697	0.061990	0.078711	0.085644	0.028956	0.261827	110.000000	2452.000000
NY, 00402	3 or 4 Unit	0.076532	0.127443	0.084484	0.107234	0.056764	0.018664	0.014246	0.000000	0.514633	427.000000	9055.000000
NY, 00402	5 to 9 Unit	0.042989	0.130976	0.060265	0.196264	0.156689	0.016673	0.038971	0.012254	0.344918	206.000000	4978.000000
NY, 00402	50 or more Unit	0.071928	0.116171	0.116429	0.223545	0.149288	0.058473	0.048383	0.039586	0.176197	227.000000	3865.000000
NY, 00402	Mobile Home	0.000000	0.000000	0.021969	0.172970	0.295884	0.262792	0.177419	0.063126	0.005840	142.000000	3596.000000
NY, 00402	Single-Family Attached	0.019957	0.007551	0.049622	0.053398	0.128910	0.136462	0.053937	0.006472	0.543689	107.000000	1854.000000
NY, 00402	Single-Family Detached	0.081545	0.234183	0.146879	0.071636	0.061894	0.054204	0.039680	0.014969	0.295011	4985.000000	90122.000000
NY, 00403	10 to 19 Unit	0.080592	0.128289	0.019737	0.309211	0.162829	0.199013	0.029605	0.000000	0.070724	44.000000	608.000000
NY, 00403	2 Unit	0.049992	0.077112	0.017971	0.063552	0.061755	0.035778	0.033981	0.001470	0.658389	496.000000	6121.000000
NY, 00403	20 to 49 Unit	0.025668	0.073797	0.065241	0.159358	0.073797	0.207487	0.110160	0.018182	0.266310	76.000000	935.000000
NY, 00403	3 or 4 Unit	0.027609	0.045593	0.021530	0.095238	0.063830	0.020263	0.072442	0.036474	0.617021	252.000000	3948.000000
NY, 00403	5 to 9 Unit	0.255367	0.016949	0.064407	0.093220	0.070056	0.085876	0.059322	0.014689	0.340113	117.000000	1770.000000
NY, 00403	50 or more Unit	0.045375	0.247818	0.118674	0.116928	0.141361	0.083770	0.034904	0.000000	0.211169	58.000000	573.000000
NY, 00403	Mobile Home	0.001386	0.025436	0.089353	0.189793	0.265775	0.253302	0.145035	0.028453	0.001467	1362.000000	12266.000000
NY, 00403	Single-Family Attached	0.010724	0.058981	0.002681	0.016086	0.168007	0.039321	0.064343	0.000000	0.639857	102.000000	1119.000000
