Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
NC_Asheville.Rgnl.AP.723150	50 or more Unit	1980-99s	0.851792	0.056970	0.022204	0.069034	640.578795
NC_Asheville.Rgnl.AP.723150	50 or more Unit	2000-09s	0.825702	0.139434	0.017432	0.017432	159.902715
NC_Asheville.Rgnl.AP.723150	50 or more Unit	<1940	0.805635	0.072528	0.060918	0.060918	20.748312
NC_Asheville.Rgnl.AP.723150	50 or more Unit	2010s	0.515140	0.184740	0.150060	0.150060	78.257781
NC_Cape.Hatteras.723040	50 or more Unit	1940-59s	0.307380	0.230873	0.230873	0.230873	1.019684
NC_Cape.Hatteras.723040	50 or more Unit	1960-79s	0.730732	0.106987	0.088754	0.073527	6.398508
NC_Cape.Hatteras.723040	50 or more Unit	1980-99s	0.872172	0.031765	0.007692	0.088371	49.674778
NC_Cape.Hatteras.723040	50 or more Unit	2000-09s	0.726618	0.229591	0.021896	0.021896	14.512020
NC_Cape.Hatteras.723040	50 or more Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NC_Cape.Hatteras.723040	50 or more Unit	2010s	0.345192	0.256344	0.199232	0.199232	1.019563
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	1940-59s	0.517118	0.160961	0.160961	0.160961	72.549295
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	1960-79s	0.820784	0.082166	0.053702	0.043347	825.345929
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	1980-99s	0.869770	0.048127	0.013239	0.068863	3828.824619
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	2000-09s	0.823604	0.147138	0.014629	0.014629	1470.796735
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	<1940	0.773152	0.081360	0.072744	0.072744	56.082418
NC_Charlotte-Douglas.Intl.AP.723140	50 or more Unit	2010s	0.578327	0.154820	0.133426	0.133426	280.152399
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	1940-59s	0.312600	0.123567	0.440266	0.123567	77.879918
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	1960-79s	0.300309	0.233276	0.233207	0.233207	826.147058
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	1980-99s	0.565168	0.142893	0.140385	0.151554	1918.301176
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	2000-09s	0.424225	0.197132	0.189322	0.189322	364.732896
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	<1940	0.337539	0.221654	0.220404	0.220404	30.713054
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	50 or more Unit	2010s	0.258307	0.247426	0.247134	0.247134	68.299746
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	1940-59s	0.332780	0.220991	0.225238	0.220991	118.782294
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	1960-79s	0.457785	0.185496	0.179345	0.177374	1040.062448
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	1980-99s	0.489329	0.169588	0.165782	0.175301	3225.137176
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	2000-09s	0.420569	0.201557	0.188937	0.188937	1276.909950
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	<1940	0.359622	0.214977	0.212700	0.212700	58.636987
NC_Raleigh-Durham.Intl.AP.723060	50 or more Unit	2010s	0.287725	0.237589	0.237343	0.237343	337.431682
NC_Wilmington.Intl.AP.723013	50 or more Unit	1940-59s	0.529488	0.156837	0.156837	0.156837	34.731328
NC_Wilmington.Intl.AP.723013	50 or more Unit	1960-79s	0.789080	0.117625	0.059403	0.033891	324.672904
NC_Wilmington.Intl.AP.723013	50 or more Unit	1980-99s	0.859815	0.069857	0.016406	0.053922	1551.462989
NC_Wilmington.Intl.AP.723013	50 or more Unit	2000-09s	0.843343	0.128754	0.013951	0.013951	241.024484
NC_Wilmington.Intl.AP.723013	50 or more Unit	<1940	0.782366	0.076834	0.070400	0.070400	16.042874
NC_Wilmington.Intl.AP.723013	50 or more Unit	2010s	0.362665	0.216433	0.210451	0.210451	42.991245
ND_Bismarck.Muni.AP.727640	50 or more Unit	1940-59s	0.299068	0.233644	0.233644	0.233644	5.670528
ND_Bismarck.Muni.AP.727640	50 or more Unit	1960-79s	0.697681	0.100773	0.100773	0.100773	76.346442
ND_Bismarck.Muni.AP.727640	50 or more Unit	1980-99s	0.841131	0.052956	0.052956	0.052956	382.246574
ND_Bismarck.Muni.AP.727640	50 or more Unit	2000-09s	0.694265	0.101917	0.101909	0.101909	96.389342
ND_Bismarck.Muni.AP.727640	50 or more Unit	<1940	0.252173	0.249276	0.249276	0.249276	12.078529
ND_Bismarck.Muni.AP.727640	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	23.230324
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	1940-59s	0.274454	0.241849	0.241849	0.241849	44.250138
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	1960-79s	0.807189	0.064270	0.064270	0.064270	805.431320
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	1980-99s	0.858069	0.047310	0.047310	0.047310	1661.563433
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	2000-09s	0.953629	0.015518	0.015427	0.015427	328.926289
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	<1940	0.251204	0.249599	0.249599	0.249599	26.119421
ND_Fargo-Hector.Intl.AP.727530	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	87.118126
ND_Minot.Intl.AP.727676	50 or more Unit	1940-59s	0.417408	0.194197	0.194197	0.194197	5.602206
ND_Minot.Intl.AP.727676	50 or more Unit	1960-79s	0.852745	0.049085	0.049085	0.049085	117.063625
ND_Minot.Intl.AP.727676	50 or more Unit	1980-99s	0.983860	0.005380	0.005380	0.005380	123.372455
ND_Minot.Intl.AP.727676	50 or more Unit	2000-09s	0.591769	0.136077	0.136077	0.136077	37.301442
ND_Minot.Intl.AP.727676	50 or more Unit	<1940	0.322583	0.225806	0.225806	0.225806	0.630689
ND_Minot.Intl.AP.727676	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	34.643834
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	1940-59s	0.275364	0.241545	0.241545	0.241545	27.923053
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	1960-79s	0.873985	0.042005	0.042005	0.042005	160.698206
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	1980-99s	0.863737	0.045421	0.045421	0.045421	205.407581
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	2000-09s	0.870352	0.043216	0.043216	0.043216	40.370132
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	<1940	0.251934	0.249355	0.249355	0.249355	4.678128
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	1.487465
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	1940-59s	0.338483	0.220506	0.220506	0.220506	1.667388
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	1960-79s	0.919201	0.026933	0.026933	0.026933	111.789805
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	1980-99s	0.952136	0.015955	0.015955	0.015955	188.268885
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	2000-09s	0.998969	0.000344	0.000344	0.000344	33.180111
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	<1940	0.250944	0.249685	0.249685	0.249685	2.249252
NE_Norfolk-Karl.Stefan.Mem.AP.725560	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	11.811177
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	1940-59s	0.345328	0.218224	0.218224	0.218224	10.970770
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	1960-79s	0.972015	0.009328	0.009328	0.009328	111.370230
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	1980-99s	0.820500	0.059833	0.059833	0.059833	139.944417
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	2000-09s	0.980817	0.006394	0.006394	0.006394	18.202869
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	<1940	0.250508	0.249831	0.249831	0.249831	5.545687
NE_North.Platte.Rgnl.AP.725620	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	1940-59s	0.256990	0.247670	0.247670	0.247670	175.899626
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	1960-79s	0.501439	0.166187	0.166187	0.166187	1686.514655
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	1980-99s	0.604906	0.131698	0.131698	0.131698	3075.423502
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	2000-09s	0.431093	0.189782	0.189562	0.189562	593.551650
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	<1940	0.250271	0.249910	0.249910	0.249910	112.970452
NE_Omaha-Eppley.Airfield.725500	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	135.013597
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	1940-59s	0.741206	0.086265	0.086265	0.086265	0.849623
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	1960-79s	0.651736	0.116088	0.116088	0.116088	64.472064
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	1980-99s	0.835523	0.055719	0.054379	0.054379	106.894944
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	2000-09s	0.809014	0.056753	0.056753	0.077480	4.228492
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	<1940	0.884393	0.038536	0.038536	0.038536	2.605632
NE_Scottsbluff-W.B.Heilig.Field.725660	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NH_Concord.Muni.AP.726050	50 or more Unit	1940-59s	0.264981	0.419672	0.157673	0.157673	46.492842
NH_Concord.Muni.AP.726050	50 or more Unit	1960-79s	0.726426	0.083857	0.082269	0.107448	654.831967
NH_Concord.Muni.AP.726050	50 or more Unit	1980-99s	0.674245	0.112820	0.106467	0.106467	1646.331822
NH_Concord.Muni.AP.726050	50 or more Unit	2000-09s	0.421457	0.185905	0.185905	0.206734	269.707441
NH_Concord.Muni.AP.726050	50 or more Unit	<1940	0.517791	0.160736	0.160736	0.160736	121.242873
NH_Concord.Muni.AP.726050	50 or more Unit	2010s	0.309978	0.230007	0.230007	0.230007	37.131636
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	1940-59s	0.355678	0.217330	0.208121	0.218872	156.008946
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	1960-79s	0.462053	0.192377	0.170986	0.174583	1343.663423
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	1980-99s	0.576614	0.151354	0.131469	0.140563	2786.895578
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	2000-09s	0.560230	0.140381	0.130442	0.168947	496.658334
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	<1940	0.329485	0.224551	0.222657	0.223306	45.230351
NJ_Atlantic.City.Intl.AP.724070	50 or more Unit	2010s	0.373378	0.208977	0.208823	0.208823	58.823529
NJ_Newark.Intl.AP.725020	50 or more Unit	1940-59s	0.879991	0.058814	0.021522	0.039673	9583.662422
NJ_Newark.Intl.AP.725020	50 or more Unit	1960-79s	0.816791	0.070606	0.036931	0.075673	34285.994630
NJ_Newark.Intl.AP.725020	50 or more Unit	1980-99s	0.797012	0.098210	0.034376	0.070401	30216.629680
NJ_Newark.Intl.AP.725020	50 or more Unit	2000-09s	0.686467	0.118697	0.079439	0.115396	8918.517258
NJ_Newark.Intl.AP.725020	50 or more Unit	<1940	0.856656	0.069736	0.025552	0.048055	5400.614204
NJ_Newark.Intl.AP.725020	50 or more Unit	2010s	0.682026	0.105991	0.105991	0.105991	1556.103807
NM_Albuquerque.Intl.AP.723650	50 or more Unit	1940-59s	0.430465	0.189845	0.189845	0.189845	125.777922
NM_Albuquerque.Intl.AP.723650	50 or more Unit	1960-79s	0.621596	0.126258	0.126073	0.126073	1896.979327
NM_Albuquerque.Intl.AP.723650	50 or more Unit	1980-99s	0.555729	0.149044	0.147613	0.147613	2928.211934
NM_Albuquerque.Intl.AP.723650	50 or more Unit	2000-09s	0.351362	0.215810	0.213683	0.219145	326.991256
NM_Albuquerque.Intl.AP.723650	50 or more Unit	<1940	0.250000	0.250000	0.250000	0.250000	7.823499
NM_Albuquerque.Intl.AP.723650	50 or more Unit	2010s	0.311418	0.229527	0.229527	0.229527	47.684329
NM_Tucumcari.AP.723676	50 or more Unit	1940-59s	0.821931	0.059356	0.059356	0.059356	6.744109
NM_Tucumcari.AP.723676	50 or more Unit	1960-79s	0.936912	0.021029	0.021029	0.021029	74.935147
NM_Tucumcari.AP.723676	50 or more Unit	1980-99s	0.874265	0.048748	0.038494	0.038494	149.340852
NM_Tucumcari.AP.723676	50 or more Unit	2000-09s	0.640388	0.119745	0.119745	0.120123	13.686995
NM_Tucumcari.AP.723676	50 or more Unit	<1940	0.641063	0.119646	0.119646	0.119646	0.928965
NM_Tucumcari.AP.723676	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Elko.Muni.AP.725825	50 or more Unit	1940-59s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Elko.Muni.AP.725825	50 or more Unit	1960-79s	0.532986	0.155671	0.155671	0.155671	0.125780
NV_Elko.Muni.AP.725825	50 or more Unit	1980-99s	0.932462	0.025934	0.020802	0.020802	28.924936
NV_Elko.Muni.AP.725825	50 or more Unit	2000-09s	0.884786	0.038405	0.038405	0.038405	0.586060
NV_Elko.Muni.AP.725825	50 or more Unit	<1940	0.635781	0.121406	0.121406	0.121406	0.582379
NV_Elko.Muni.AP.725825	50 or more Unit	2010s	0.884872	0.038376	0.038376	0.038376	11.786377
NV_Ely-Yelland.Field.724860	50 or more Unit	1940-59s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Ely-Yelland.Field.724860	50 or more Unit	1960-79s	0.532986	0.155671	0.155671	0.155671	0.168098
NV_Ely-Yelland.Field.724860	50 or more Unit	1980-99s	0.985130	0.012060	0.001405	0.001405	10.217487
NV_Ely-Yelland.Field.724860	50 or more Unit	2000-09s	0.886432	0.037856	0.037856	0.037856	0.221177
NV_Ely-Yelland.Field.724860	50 or more Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Ely-Yelland.Field.724860	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	1940-59s	0.608006	0.130665	0.130665	0.130665	148.018678
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	1960-79s	0.919346	0.027548	0.026553	0.026553	2353.702714
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	1980-99s	0.922441	0.036207	0.020676	0.020676	8914.166536
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	2000-09s	0.806674	0.053011	0.045846	0.094468	1978.037791
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	<1940	0.861103	0.046299	0.046299	0.046299	13.263131
NV_Las.Vegas-McCarran.Intl.AP.723860	50 or more Unit	2010s	0.577448	0.140851	0.140851	0.140851	262.327090
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	1940-59s	0.762408	0.079197	0.079197	0.079197	80.985033
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	1960-79s	0.818395	0.072115	0.054745	0.054745	1260.672825
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	1980-99s	0.906982	0.041304	0.025857	0.025857	2155.640705
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	2000-09s	0.821666	0.047375	0.045076	0.085883	349.515700
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	<1940	0.694616	0.101795	0.101795	0.101795	13.881519
NV_Reno-Tahoe.Intl.AP.724880	50 or more Unit	2010s	0.466118	0.177961	0.177961	0.177961	35.383249
NV_Tonopah.AP.724855	50 or more Unit	1940-59s	0.539513	0.153496	0.153496	0.153496	0.499395
NV_Tonopah.AP.724855	50 or more Unit	1960-79s	0.671717	0.109428	0.109428	0.109428	4.344773
NV_Tonopah.AP.724855	50 or more Unit	1980-99s	0.988100	0.003971	0.003964	0.003964	0.434097
NV_Tonopah.AP.724855	50 or more Unit	2000-09s	0.886432	0.037856	0.037856	0.037856	2.167746
NV_Tonopah.AP.724855	50 or more Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Tonopah.AP.724855	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Winnemucca.Muni.AP.725830	50 or more Unit	1940-59s	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Winnemucca.Muni.AP.725830	50 or more Unit	1960-79s	0.532986	0.155671	0.155671	0.155671	5.479053
NV_Winnemucca.Muni.AP.725830	50 or more Unit	1980-99s	0.972107	0.013859	0.007017	0.007017	0.082460
NV_Winnemucca.Muni.AP.725830	50 or more Unit	2000-09s	0.783419	0.056142	0.056142	0.104296	0.110319
NV_Winnemucca.Muni.AP.725830	50 or more Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
NV_Winnemucca.Muni.AP.725830	50 or more Unit	2010s	0.326288	0.224571	0.224571	0.224571	0.072317
NY_Albany.County.AP.725180	50 or more Unit	1940-59s	0.382817	0.230291	0.193446	0.193446	168.431109
NY_Albany.County.AP.725180	50 or more Unit	1960-79s	0.542214	0.183991	0.135987	0.137808	2064.338844
NY_Albany.County.AP.725180	50 or more Unit	1980-99s	0.457870	0.183693	0.179218	0.179218	2190.712509
NY_Albany.County.AP.725180	50 or more Unit	2000-09s	0.346659	0.221827	0.215757	0.215757	421.175562
NY_Albany.County.AP.725180	50 or more Unit	<1940	0.514785	0.161738	0.161738	0.161738	130.845026
NY_Albany.County.AP.725180	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	77.460217
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	1940-59s	0.416361	0.194546	0.194546	0.194546	56.082257
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	1960-79s	0.879676	0.040108	0.040108	0.040108	918.433831
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	1980-99s	0.803877	0.104119	0.046002	0.046002	1052.749864
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	2000-09s	0.521266	0.163442	0.157646	0.157646	107.046621
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	<1940	0.383600	0.205467	0.205467	0.205467	51.127644
NY_Binghamton-Edwin.A.Link.Field.725150	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	34.218668
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	1940-59s	0.395904	0.201365	0.201365	0.201365	314.563413
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	1960-79s	0.261410	0.246197	0.246197	0.246197	1546.804192
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	1980-99s	0.419255	0.193604	0.193571	0.193571	1865.400736
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	2000-09s	0.250102	0.249968	0.249965	0.249965	361.818640
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	<1940	0.487836	0.183045	0.164559	0.164559	183.409842
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	50 or more Unit	2010s	0.332855	0.222382	0.222382	0.222382	112.111337
NY_Massena.AP.726223	50 or more Unit	1940-59s	0.323688	0.225437	0.225437	0.225437	38.564153
NY_Massena.AP.726223	50 or more Unit	1960-79s	0.798860	0.067047	0.067047	0.067047	185.298068
NY_Massena.AP.726223	50 or more Unit	1980-99s	0.841721	0.054049	0.052115	0.052115	80.113296
NY_Massena.AP.726223	50 or more Unit	2000-09s	0.343482	0.221070	0.217724	0.217724	5.402628
NY_Massena.AP.726223	50 or more Unit	<1940	0.303372	0.232209	0.232209	0.232209	5.996226
NY_Massena.AP.726223	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	4.681913
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	1940-59s	0.861950	0.067413	0.027518	0.043119	27715.148040
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	1960-79s	0.820273	0.084329	0.037335	0.058063	88236.359000
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	1980-99s	0.760573	0.122225	0.031119	0.086083	42445.047980
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	2000-09s	0.685661	0.115833	0.080563	0.117944	9690.042180
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	<1940	0.822783	0.089105	0.034746	0.053366	10572.850560
NY_New.York-J.F.Kennedy.Intl.AP.744860	50 or more Unit	2010s	0.701974	0.099342	0.099342	0.099342	1903.605597
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	1940-59s	0.250380	0.249873	0.249873	0.249873	152.884725
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	1960-79s	0.586495	0.137835	0.137835	0.137835	2019.396167
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	1980-99s	0.540383	0.153223	0.153197	0.153197	1641.808716
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	2000-09s	0.328169	0.223982	0.223925	0.223925	400.440448
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	<1940	0.383677	0.205441	0.205441	0.205441	114.613396
NY_Rochester-Greater.Rochester.Intl.AP.725290	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	60.823558
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	1940-59s	0.425882	0.191373	0.191373	0.191373	258.654352
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	1960-79s	0.862466	0.045845	0.045845	0.045845	1985.170692
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	1980-99s	0.816822	0.073359	0.054910	0.054910	1947.016992
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	2000-09s	0.523414	0.165564	0.155511	0.155511	71.161168
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	<1940	0.453175	0.182275	0.182275	0.182275	104.565434
NY_Syracuse-Hancock.Intl.AP.725190	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	46.139051
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	1940-59s	0.370364	0.209879	0.209879	0.209879	169.405168
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	1960-79s	0.625995	0.122603	0.128898	0.122503	2227.729355
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	1980-99s	0.295893	0.233949	0.233949	0.236209	1864.667988
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	2000-09s	0.320159	0.226614	0.226614	0.226614	236.778864
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	<1940	0.501130	0.166290	0.166290	0.166290	49.520208
OH_Akron.Canton.Rgnl.AP.725210	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	34.546249
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	1940-59s	0.338305	0.220565	0.220565	0.220565	1214.633572
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	1960-79s	0.596698	0.078027	0.247354	0.077922	9127.005475
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	1980-99s	0.255197	0.246319	0.246319	0.252164	5162.348083
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	2000-09s	0.251159	0.249614	0.249614	0.249614	574.756689
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	<1940	0.572891	0.142370	0.142370	0.142370	409.576160
OH_Cleveland-Hopkins.Intl.AP.725240	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	98.002702
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	1940-59s	0.289533	0.236822	0.236822	0.236822	185.446139
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	1960-79s	0.574482	0.142556	0.141481	0.141481	2250.289498
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	1980-99s	0.420582	0.189894	0.189876	0.199648	4452.714692
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	2000-09s	0.488656	0.170448	0.170448	0.170448	817.618289
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	<1940	0.425072	0.191643	0.191643	0.191643	78.534989
OH_Columbus-Port.Columbus.Intl.AP.724280	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	253.938276
OH_Dayton.Intl.AP.724290	50 or more Unit	1940-59s	0.695855	0.101382	0.101382	0.101382	141.838944
OH_Dayton.Intl.AP.724290	50 or more Unit	1960-79s	0.811359	0.065958	0.061341	0.061341	1403.470682
OH_Dayton.Intl.AP.724290	50 or more Unit	1980-99s	0.752712	0.070970	0.070970	0.105347	1952.633577
OH_Dayton.Intl.AP.724290	50 or more Unit	2000-09s	0.702875	0.099042	0.099042	0.099042	240.267098
OH_Dayton.Intl.AP.724290	50 or more Unit	<1940	0.568090	0.143970	0.143970	0.143970	91.387636
OH_Dayton.Intl.AP.724290	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	39.222340
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	1940-59s	0.477110	0.174297	0.174297	0.174297	6.043482
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	1960-79s	0.835678	0.060772	0.051775	0.051775	108.719768
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	1980-99s	0.748596	0.072718	0.072718	0.105968	293.984439
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	2000-09s	0.724195	0.091935	0.091935	0.091935	84.551827
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	<1940	0.431905	0.189365	0.189365	0.189365	4.632341
OH_Mansfield-Lahm.Muni.AP.725246	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	3.312189
OH_Toledo.Express.AP.725360	50 or more Unit	1940-59s	0.696180	0.101273	0.101273	0.101273	121.804341
OH_Toledo.Express.AP.725360	50 or more Unit	1960-79s	0.877195	0.046826	0.037990	0.037990	898.156487
OH_Toledo.Express.AP.725360	50 or more Unit	1980-99s	0.807286	0.048038	0.050345	0.094330	1605.940856
OH_Toledo.Express.AP.725360	50 or more Unit	2000-09s	0.775512	0.074829	0.074829	0.074829	216.506876
OH_Toledo.Express.AP.725360	50 or more Unit	<1940	0.544909	0.151697	0.151697	0.151697	61.258851
OH_Toledo.Express.AP.725360	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	31.196748
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	1940-59s	0.710078	0.096641	0.096641	0.096641	71.122727
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	1960-79s	0.857238	0.049655	0.047058	0.046048	1110.684315
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	1980-99s	0.729069	0.088374	0.075915	0.106643	970.989829
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	2000-09s	0.606414	0.131349	0.131118	0.131118	86.787663
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	<1940	0.633447	0.122184	0.122184	0.122184	26.581681
