Dependency=Geometry Building Type FPL	Dependency=Location	Option=<1940	Option=1940-59s	Option=1960-79s	Option=1980-99s	Option=2000-09s	Option=2010s	Counts
5 to 9 Unit	TX_Abilene.Rgnl.AP.722660	0.011088926	0.056943855	0.359433893	0.446533985	0.084910878	0.041088464	3157.295179
5 to 9 Unit	TX_Amarillo.Intl.AP.723630	0.032247748	0.083795366	0.380057259	0.329309391	0.128133661	0.046456575	3707.667535
5 to 9 Unit	TX_Austin-Mueller.Muni.AP.722540	0.005808921	0.01286045	0.267189069	0.466664317	0.210686711	0.036790532	31614.04135
5 to 9 Unit	TX_Brownsville-South.Padre.Island.AP.722500	0.013519946	0.034679198	0.244581573	0.373823731	0.280008294	0.053387258	10770.8591
5 to 9 Unit	TX_Corpus.Christi.Intl.AP.722510	0.009272563	0.073008304	0.361467719	0.406308553	0.122422624	0.027520237	12181.5579
5 to 9 Unit	TX_Dallas-Fort.Worth.Intl.AP.722590	0.010274582	0.030237502	0.323362737	0.478400849	0.13993588	0.017788449	155277.9952
5 to 9 Unit	TX_El.Paso.Intl.AP.722700	0.049170506	0.101180485	0.327849042	0.273512189	0.17942688	0.068860898	16325.09934
5 to 9 Unit	TX_Houston-Bush.Intercontinental.AP.722430	0.011030075	0.039296592	0.391639713	0.361132233	0.168867564	0.028033823	98302.66986
5 to 9 Unit	TX_Lubbock.Intl.AP.722670	0.024114436	0.07214613	0.329357441	0.29713274	0.236616151	0.040633102	4087.638265
5 to 9 Unit	TX_Lufkin-Angelina.Co.AP.722446	0.016221238	0.061363369	0.358235867	0.405779924	0.108833167	0.049566434	4752.651901
5 to 9 Unit	TX_Midland.Intl.AP.722650	0.002476748	0.041138631	0.340452599	0.501226896	0.081966395	0.032738731	6544.117944
5 to 9 Unit	TX_Port.Arthur-Jefferson.Co.AP.722410	0.010533847	0.071094859	0.294970478	0.350835941	0.201837868	0.070727008	7877.292921
5 to 9 Unit	TX_San.Angelo-Mathis.AP.722630	0.00442278	0.030245154	0.372481544	0.485720493	0.068817089	0.038312939	1764.467637
5 to 9 Unit	TX_San.Antonio.Intl.AP.722530	0.014477969	0.047718915	0.337752491	0.403967561	0.168552902	0.027530163	41137.69665
5 to 9 Unit	TX_Victoria.Rgnl.AP.722550	0.006511311	0.055119549	0.465553355	0.391858764	0.061857012	0.019100008	2995.56624
5 to 9 Unit	TX_Waco.Rgnl.AP.722560	0.00991822	0.043406592	0.395408332	0.384645452	0.134404705	0.032216699	9449.441632
5 to 9 Unit	TX_Wichita.Falls.Muni.AP.723510	0.02323548	0.06133829	0.457556141	0.308082163	0.116707009	0.033080916	5967.787054
5 to 9 Unit	UT_Cedar.City.Muni.AP.724755	0.042074467	0.008649803	0.19482397	0.52807783	0.203211566	0.023162364	2430.787273
5 to 9 Unit	UT_Salt.Lake.City.Intl.AP.725720	0.049179352	0.04584448	0.295253965	0.412439453	0.172727401	0.024555348	25824.63277
5 to 9 Unit	VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.06463005	0.05320275	0.328307877	0.365831718	0.152420226	0.035607379	5856.977329
5 to 9 Unit	VA_Norfolk.Intl.AP.723080	0.02712142	0.080900198	0.38792398	0.397914949	0.091237939	0.014901514	46924.40214
5 to 9 Unit	VA_Richmond.Intl.AP.724010	0.056424044	0.079497963	0.39702504	0.327344256	0.118699952	0.021008745	26389.35595
5 to 9 Unit	VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.07260574	0.094875031	0.419649179	0.302131938	0.099027813	0.011710299	9707.134108
5 to 9 Unit	VA_Sterling-Washington.Dulles.Intl.AP.724030	0.055180537	0.157476581	0.33875065	0.352616037	0.082772693	0.013203502	68153.95147
5 to 9 Unit	VT_Burlington.Intl.AP.726170	0.32474308	0.082244089	0.265157095	0.237119586	0.07867878	0.01205737	10845.07596
5 to 9 Unit	WA_Olympia.AP.727920	0.036874428	0.019706964	0.273480914	0.388069439	0.229841075	0.052027179	7666.575912
5 to 9 Unit	WA_Quillayute.State.AP.727970	0.074359607	0.038191746	0.259910018	0.39510256	0.215329304	0.017106766	2562.781459
5 to 9 Unit	WA_Seattle-Tacoma.Intl.AP.727930	0.051516407	0.057655098	0.312953558	0.441335404	0.123158421	0.013381113	81216.76152
5 to 9 Unit	WA_Spokane.Intl.AP.727850	0.104899809	0.066505739	0.291384408	0.31433612	0.19107275	0.031801175	13471.03335
5 to 9 Unit	WA_Yakima.Air.Terminal-McAllister.Field.727810	0.085359145	0.128533395	0.340757714	0.289424958	0.144558461	0.011366328	5418.65885
5 to 9 Unit	WI_Eau.Claire.County.AP.726435	0.110356795	0.054710558	0.246900049	0.387758257	0.187569252	0.012705089	8099.000225
5 to 9 Unit	WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.035090685	0.041995924	0.253644397	0.437605177	0.188492248	0.043171568	27992.52545
5 to 9 Unit	WI_La.Crosse.Muni.AP.726430	0.101440242	0.098235178	0.336243194	0.27389889	0.170488973	0.019693523	4719.072528
5 to 9 Unit	WI_Madison-Dane.County.Rgnl.AP.726410	0.07267481	0.057942387	0.306769635	0.415959488	0.134159216	0.012494463	23039.37925
5 to 9 Unit	WI_Milwaukee-Mitchell.Intl.AP.726400	0.079530424	0.114619461	0.3307738	0.365473001	0.105890349	0.003712965	46249.35086
5 to 9 Unit	WV_Charleston-Yeager.AP.724140	0.101904663	0.086814239	0.307842029	0.335632452	0.152723135	0.015083482	6918.076248
5 to 9 Unit	WV_Elkins-Randolph.County.AP.724170	0.105686324	0.090404177	0.313622484	0.364951045	0.114705713	0.010630257	6755.308845
5 to 9 Unit	WV_Huntington-Tri.State.Walker.Long.Field.724250	0.053383888	0.080398913	0.388901572	0.380838718	0.080887353	0.015589556	7430.187688
5 to 9 Unit	WY_Casper-Natrona.County.Intl.AP.725690	0.030575748	0.106239383	0.353388073	0.283082839	0.156876034	0.069837923	1049.775114
5 to 9 Unit	WY_Cheyenne.Muni.AP.725640	0.088749475	0.0517823	0.315803441	0.300712569	0.210977914	0.031974301	2648.005199
5 to 9 Unit	WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.036299883	0.136316931	0.305489999	0.232141679	0.190094439	0.099657068	1081.35351
5 to 9 Unit	WY_Lander-Hunt.Field.725760	0.125002958	0.122260865	0.202540633	0.405059937	0.145014847	0.00012076	780.7525422
5 to 9 Unit	WY_Sheridan.County.AP.726660	0.04994772	0.061493436	0.254151121	0.353408908	0.273321389	0.007677425	1210.334575
50 or more Unit	AL_Birmingham.Muni.AP.722280	0.012272194	0.02686463	0.283477329	0.541344064	0.100994772	0.035047011	3708.245229
50 or more Unit	AL_Huntsville.Intl.AP-Jones.Field.723230	0.004067038	0.028223851	0.318407388	0.53060353	0.093915034	0.024783159	1693.527205
50 or more Unit	AL_Mobile-Rgnl.AP.722230	0.002142195	0.01425655	0.226024844	0.589910211	0.138496324	0.029169875	5485.124515
50 or more Unit	AL_Montgomery-Dannelly.Field.722260	0.006365872	0.024926835	0.273681087	0.571423628	0.096921986	0.026680591	1544.089361
50 or more Unit	AR_Fort.Smith.Rgnl.AP.723440	0.005549577	0.018768815	0.332999866	0.479899527	0.114554263	0.048227952	1024.204884
50 or more Unit	AR_Little.Rock-Adams.Field.723403	0.004025099	0.031209621	0.249720438	0.611089427	0.087895137	0.016060278	4451.682381
50 or more Unit	AZ_Flagstaff-Pulliam.AP.723755	8.82E-05	0.015255783	0.155563119	0.692187037	0.124380222	0.012525643	583.0705877
50 or more Unit	AZ_Phoenix-Sky.Harbor.Intl.AP.722780	0.001296328	0.012632758	0.198603064	0.661002952	0.110844156	0.015620743	26736.5979
50 or more Unit	AZ_Prescott-Love.Field.723723	0.009073103	0.001940784	0.093653442	0.762909783	0.125408228	0.00701466	633.5963819
50 or more Unit	AZ_Tucson.Intl.AP.722740	0.001818888	0.019345937	0.251297199	0.661622442	0.05508707	0.010828464	8608.261803
50 or more Unit	CA_Arcata.AP.725945	0.00639776	0.010782324	0.288429889	0.599731378	0.07441446	0.020244188	898.6261172
50 or more Unit	CA_Bakersfield-Meadows.Field.723840	0.001243674	0.017988829	0.261160728	0.580703375	0.118972559	0.019930835	2171.524657
50 or more Unit	CA_Barstow.Daggett.AP.723815	0.001766937	0.015704256	0.229068847	0.655376655	0.090963348	0.007119957	5751.831556
50 or more Unit	CA_Fresno.Air.Terminal.723890	0.006526799	0.018297677	0.305573245	0.578098653	0.080226408	0.011277218	4975.230437
50 or more Unit	CA_Long.Beach-Daugherty.Field.722970	0.002904741	0.025836562	0.347277236	0.528089344	0.081664544	0.014227573	61666.59698
50 or more Unit	CA_Los.Angeles.Intl.AP.722950	0.017028966	0.04018678	0.358947259	0.475457299	0.09296299	0.015416706	77245.74579
50 or more Unit	CA_Sacramento.Exec.AP.724830	0.00342646	0.02103998	0.292015985	0.579565482	0.09436224	0.009589854	22063.31305
50 or more Unit	CA_San.Diego-Lindbergh.Field.722900	0.002358661	0.014804304	0.287900263	0.566698909	0.114179941	0.014057921	33775.8798
50 or more Unit	CA_San.Francisco.Intl.AP.724940	0.014526804	0.024877585	0.312943563	0.512692225	0.116930448	0.018029375	69648.55681
50 or more Unit	CA_Santa.Maria.Public.AP.723940	0.004537102	0.022735437	0.367965864	0.489288823	0.101086553	0.014386221	2037.416777
50 or more Unit	CO_Alamosa.Muni.AP.724620	0	0	0.20233622	0.708018637	0.089645143	0	278.0020105
50 or more Unit	CO_Boulder-Broomfield-Jefferson.County.AP.724699	0.006724266	0.023803235	0.363046442	0.432290614	0.137588395	0.036547048	23733.7937
50 or more Unit	CO_Colorado.Springs-Peterson.Field.724660	0.002018961	0.015130893	0.25784708	0.563965181	0.133453344	0.027584541	4648.344775
50 or more Unit	CO_Eagle.County.Rgnl.AP.724675	0	0.012880972	0.408739415	0.490609661	0.087769951	0	308.9864754
50 or more Unit	CO_Grand.Junction-Walker.Field.724760	0.006282041	0.026496247	0.217143991	0.702231583	0.047846138	0	410.668629
50 or more Unit	CO_Pueblo.Mem.AP.724640	0.015984178	0.031855346	0.508844852	0.398716615	0.038940787	0.005658221	570.4093227
50 or more Unit	CT_Bridgeport-Sikorsky.Mem.AP.725040	0.021163013	0.053246804	0.358757492	0.461331988	0.078935841	0.026564863	12721.34874
50 or more Unit	CT_Hartford-Bradley.Intl.AP.725080	0.030577398	0.050914383	0.41392792	0.46185048	0.038242719	0.0044871	11172.77766
50 or more Unit	DE_Wilmington-New.Castle.County.AP.724089	0.011406941	0.050677821	0.388759473	0.438186476	0.095740613	0.015228676	4560.742783
50 or more Unit	FL_Daytona.Beach.Intl.AP.722056	0.000989168	0.015458376	0.274638132	0.578080711	0.114687911	0.016145703	4165.251345
50 or more Unit	FL_Jacksonville.Intl.AP.722060	0.00530359	0.024064737	0.284282841	0.542987771	0.129846236	0.013514824	6673.182003
50 or more Unit	FL_Key.West.Intl.AP.722010	0.001989752	0.016378137	0.334936379	0.603956204	0.034459181	0.008280346	468.2884405
50 or more Unit	FL_Miami.Intl.AP.722020	0.001656853	0.017873225	0.413593124	0.463724256	0.094484073	0.00866847	77635.85233
50 or more Unit	FL_Orlando.Intl.AP.722050	0.002300056	0.014789121	0.292181423	0.565439108	0.106163484	0.019126806	39386.16876
50 or more Unit	FL_Tallahassee.Rgnl.AP.722140	0.002413278	0.016178238	0.243708484	0.578867938	0.141171937	0.017660125	4072.994141
50 or more Unit	FL_West.Palm.Beach.Intl.AP.722030	0.001547566	0.008864338	0.302422298	0.606305775	0.076675483	0.00418454	22863.33288
50 or more Unit	GA_Athens-Ben.Epps.AP.723110	0.002551425	0.01581649	0.249190419	0.540610309	0.169797943	0.022033415	1398.948635
50 or more Unit	GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	0.004703276	0.01313748	0.138065459	0.587637139	0.22382598	0.032630666	27243.10854
50 or more Unit	GA_Augusta-Bush-Field.722180	0.033025012	0.044687339	0.325634918	0.534815532	0.030479133	0.031358066	763.1691302
50 or more Unit	GA_Columbus.Metro.AP.722255	0.013721505	0.033741349	0.2138594	0.53490334	0.150644731	0.053129674	1424.658811
50 or more Unit	GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.016909446	0.033918086	0.234071127	0.528439899	0.158075142	0.0285863	1083.109513
50 or more Unit	GA_Savannah.Intl.AP.722070	0.009786745	0.025667303	0.168616738	0.626718193	0.142745241	0.02646578	1637.432703
50 or more Unit	IA_Des.Moines.Intl.AP.725460	0.014080662	0.02431861	0.276912493	0.555506882	0.102509411	0.026671943	3084.515403
50 or more Unit	IA_Mason.City.Muni.AP.725485	0.028339877	0.020545531	0.556599136	0.301577429	0.085821232	0.007116796	357.6634474
50 or more Unit	IA_Sioux.City-Sioux.Gateway.AP.725570	0.020809037	0.015035856	0.217100136	0.626495036	0.113545856	0.007014079	553.3806047
50 or more Unit	IA_Waterloo.Muni.AP.725480	0.01790253	0.04195969	0.380397815	0.462611692	0.082734309	0.014393965	1243.167057
50 or more Unit	ID_Boise.Air.Terminal.726810	0.002964332	0.010619929	0.221211076	0.612752165	0.130567694	0.021884804	1764.089417
50 or more Unit	ID_Pocatello.Muni.AP.725780	0.002157042	0.018979971	0.230561471	0.626553857	0.079470026	0.042277632	630.9080799
50 or more Unit	IL_Chicago-OHare.Intl.AP.725300	0.029961402	0.044541781	0.387778506	0.407281168	0.117159905	0.013277237	77321.96414
50 or more Unit	IL_Moline-Quad.City.Intl.AP.725440	0.018108719	0.038161165	0.396554341	0.42856506	0.093428612	0.025182102	2792.308897
50 or more Unit	IL_Peoria-Greater.Peoria.AP.725320	0.007518219	0.031017124	0.375702224	0.484028581	0.090203666	0.011530186	2965.52659
50 or more Unit	IL_Rockford-Greater.Rockford.AP.725430	0.0146243	0.028571395	0.419822763	0.47695987	0.054689343	0.005332328	2348.665011
50 or more Unit	IL_Springfield-Capital.AP.724390	0.010349104	0.038268729	0.315922499	0.506194187	0.112465612	0.016799869	2696.156856
50 or more Unit	IN_Evansville.Rgnl.AP.724320	0.010563238	0.030014117	0.42748187	0.465730986	0.057152036	0.009057752	2661.328143
50 or more Unit	IN_Fort.Wayne.Intl.AP.725330	0.011246793	0.024641842	0.405119305	0.505230595	0.045401553	0.008359912	2301.827066
50 or more Unit	IN_Indianapolis.Intl.AP.724380	0.015084356	0.027261978	0.283622428	0.557456955	0.085928058	0.030646224	8846.061778
50 or more Unit	IN_South.Bend-Michiana.Rgnl.AP.725350	0.013564261	0.034545693	0.377361896	0.508136233	0.056506853	0.009885063	2417.516383
50 or more Unit	KS_Dodge.City.Rgnl.AP.724510	0.001142395	0.029139016	0.416936261	0.502750758	0.018662844	0.031368726	382.7729254
50 or more Unit	KS_Goodland-Renner.Field.724650	0.0027513	0.020188414	0.605778082	0.371282204	0	0	58.95789877
50 or more Unit	KS_Topeka-Phillip.Billard.Muni.AP.724560	0.005969993	0.017608073	0.437132334	0.455558447	0.064447234	0.019283918	1833.157875
50 or more Unit	KS_Wichita-Mid.Continent.AP.724500	0.011805045	0.023671603	0.350755515	0.514615895	0.093452245	0.005699696	2455.351678
50 or more Unit	KY_Cincinnati-Northern.Kentucky.AP.724210	0.020650435	0.03898664	0.402261956	0.464535689	0.055634011	0.017931269	7165.575045
50 or more Unit	KY_Lexington-Bluegrass.AP.724220	0.004441188	0.016774081	0.31437233	0.569252469	0.080298602	0.01486133	2617.561328
50 or more Unit	KY_Louisville-Standiford.Field.724230	0.019705956	0.040317683	0.33819831	0.518300547	0.069530434	0.013947071	4120.64592
50 or more Unit	LA_Baton.Rouge-Ryan.AP.722317	0.003078774	0.013991104	0.296763596	0.558282968	0.10909162	0.018791938	3906.634439
50 or more Unit	LA_Lake.Charles.Rgnl.AP.722400	0.002305098	0.011072948	0.209765368	0.700285218	0.041125981	0.035445386	643.1920619
50 or more Unit	LA_New.Orleans.Intl.AP.722310	0.017314565	0.032416716	0.342452252	0.478665329	0.102209009	0.02694213	5925.22247
50 or more Unit	LA_Shreveport.Rgnl.AP.722480	0.00567324	0.02842016	0.284125124	0.596904764	0.06327299	0.021603723	2991.825311
50 or more Unit	MA_Boston-Logan.Intl.AP.725090	0.030832042	0.029619601	0.347114366	0.465347971	0.113829277	0.013256743	34236.84794
50 or more Unit	MA_Worcester.Rgnl.AP.725095	0.040618289	0.034571008	0.398168783	0.461108403	0.056753247	0.008780271	4317.022185
50 or more Unit	MD_Baltimore-Washington.Intl.AP.724060	0.019074166	0.03643002	0.297960113	0.465081133	0.147576356	0.033878211	33400.56972
50 or more Unit	ME_Caribou.Muni.AP.727120	0.007664312	0.023936594	0.151687276	0.769774687	0.046937131	0	76.84956929
50 or more Unit	ME_Portland.Intl.Jetport.726060	0.048074208	0.033780773	0.354842472	0.488054063	0.067105835	0.008142649	2077.645841
50 or more Unit	MI_Alpena.County.Rgnl.AP.726390	0	0.08850377	0.672114212	0.239382017	0	0	67.19088659
50 or more Unit	MI_Detroit.Metro.AP.725370	0.016881998	0.05174343	0.38780659	0.477225581	0.059532305	0.006810096	21855.93474
50 or more Unit	MI_Flint-Bishop.Intl.AP.726370	0.008322211	0.033390137	0.322886381	0.552366624	0.076596587	0.00643806	4739.008941
50 or more Unit	MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.02009798	0.026701472	0.284107914	0.56976565	0.085530811	0.013796173	3852.324984
50 or more Unit	MI_Houghton-Lake.Roscommon.County.AP.726380	0.004056885	0.026461611	0.463615832	0.45372443	0.039152114	0.012989127	321.7929659
50 or more Unit	MI_Lansing-Capital.City.AP.725390	0.013452058	0.025442117	0.333743531	0.553557977	0.069864333	0.003939983	2932.625339
50 or more Unit	MI_Muskegon.County.AP.726360	0.011855783	0.014209157	0.369678604	0.543936004	0.050848043	0.009472409	1499.224873
50 or more Unit	MI_Sault.Ste.Marie-Sanderson.Field.727340	0.006692409	0.010000249	0.275213248	0.507448773	0.165384671	0.03526065	157.9123861
50 or more Unit	MI_Traverse.City-Cherry.Capital.AP.726387	0.003725825	0.017931899	0.386161391	0.502112495	0.090068391	0	735.1667
50 or more Unit	MN_Duluth.Intl.AP.727450	0.011810366	0.032149489	0.472767199	0.426672756	0.049795957	0.006804233	1744.99375
50 or more Unit	MN_International.Falls.Intl.AP.727470	0.000550082	0.017747396	0.341681275	0.586908837	0.040915469	0.012196941	267.8316116
50 or more Unit	MN_Minneapolis-St.Paul.Intl.AP.726580	0.008515288	0.018406819	0.3111195	0.545305439	0.101582515	0.015070439	43499.98055
50 or more Unit	MN_Rochester.Intl.AP.726440	0.002418469	0.008949701	0.27434078	0.574293222	0.125521667	0.014476161	1433.154674
50 or more Unit	MN_St.Cloud.Muni.AP.726550	0.008112539	0.02052194	0.27036155	0.538056822	0.141054561	0.021892588	2780.72292
50 or more Unit	MO_Columbia.Rgnl.AP.724450	0.01270575	0.017289151	0.430057074	0.439418662	0.073145534	0.027383829	1122.256617
50 or more Unit	MO_Kansas.City.Intl.AP.724460	0.026758154	0.035373657	0.318091354	0.496235567	0.107446995	0.016094272	8150.28471
50 or more Unit	MO_Springfield.Rgnl.AP.724400	0.005956059	0.015366119	0.215633808	0.630732819	0.126988055	0.005323139	2484.829636
50 or more Unit	MO_St.Louis-Lambert.Intl.AP.724340	0.032749178	0.040263306	0.314487746	0.500507313	0.099732526	0.012259931	10089.06652
50 or more Unit	MS_Jackson.Intl.AP.722350	0.007800313	0.037537584	0.206682862	0.672553916	0.051456969	0.023968356	1387.544413
50 or more Unit	MS_Meridian-Key.Field.722340	0.007286506	0.006855339	0.28166517	0.656597322	0.047595664	0	701.276243
50 or more Unit	MT_Billings-Logan.Intl.AP.726770	0.004923264	0.022285867	0.219363248	0.639142656	0.091968832	0.022316133	718.6794229
50 or more Unit	MT_Cut.Bank.Muni.AP.727796	0.036654967	0	0.772210847	0.191134186	0	0	17.59965326
50 or more Unit	MT_Glasgow.Intl.AP.727680	0	0.04230217	0.618327468	0.255408827	0.083961535	0	49.51611429
50 or more Unit	MT_Great.Falls.Intl.AP.727750	0.028419317	0.050297885	0.710378699	0.175610403	0.033723141	0.001570554	169.4226848
50 or more Unit	MT_Helena.Rgnl.AP.727720	0.011194093	0.007126716	0.257684156	0.607926479	0.113280134	0.002788422	543.5784522
50 or more Unit	MT_Kalispell-Glacier.Park.Intl.AP.727790	0.006735891	0.007479684	0.54738329	0.419680225	0.016375924	0.002344986	166.1411864
50 or more Unit	MT_Lewistown.Muni.AP.726776	0.00738962	0.071775335	0.686586044	0.207182998	0.027066002	0	51.76805424
50 or more Unit	MT_Miles.City.Muni.AP.742300	0.051219753	0.063191903	0.723367218	0.152017179	0.010203947	0	38.67383262
50 or more Unit	MT_Missoula.Intl.AP.727730	0.009008885	0.006652834	0.335659244	0.566536376	0.064864906	0.017277755	434.4535972
50 or more Unit	NC_Asheville.Rgnl.AP.723150	0.016869402	0.01983968	0.248832488	0.520822188	0.130008802	0.06362744	1229.937607
50 or more Unit	NC_Cape.Hatteras.723040	0	0.014040489	0.088103916	0.683994267	0.199822504	0.014038824	72.62455343
50 or more Unit	NC_Charlotte-Douglas.Intl.AP.723140	0.008583494	0.011103773	0.126320375	0.586007086	0.225107545	0.042877726	6533.751396
50 or more Unit	NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.009346429	0.02369999	0.251408549	0.58376691	0.110993518	0.020784605	3286.073849
50 or more Unit	NC_Raleigh-Durham.Intl.AP.723060	0.009680926	0.019610875	0.171713592	0.53246792	0.210816951	0.055709738	6056.960537
50 or more Unit	NC_Wilmington.Intl.AP.723013	0.007256179	0.015708952	0.146849298	0.701725482	0.109015183	0.019444906	2210.925824
50 or more Unit	ND_Bismarck.Muni.AP.727640	0.020267289	0.009514919	0.128106281	0.641394488	0.161737467	0.038979556	595.9617393
50 or more Unit	ND_Fargo-Hector.Intl.AP.727530	0.008843822	0.014982734	0.272712447	0.562591766	0.111371747	0.029497484	2953.408728
50 or more Unit	ND_Minot.Intl.AP.727676	0.001979475	0.017583036	0.367414906	0.387215746	0.11707399	0.108732846	318.6142517
50 or more Unit	NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.010618484	0.06338016	0.364755177	0.466237181	0.091632727	0.00337627	440.5645643
50 or more Unit	NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.006445464	0.004778072	0.32034527	0.539503996	0.095081045	0.033846153	348.9666176
50 or more Unit	NE_North.Platte.Rgnl.AP.725620	0.01938821	0.038354778	0.389360148	0.489258027	0.063638837	0	286.0339734
50 or more Unit	NE_Omaha-Eppley.Airfield.725500	0.01954718	0.03043576	0.291816174	0.532137871	0.102701729	0.023361286	5779.373483
50 or more Unit	NE_Scottsbluff-W.B.Heilig.Field.725660	0.014552475	0.004745153	0.360077028	0.59700918	0.023616163	0	179.0507548
50 or more Unit	NH_Concord.Muni.AP.726050	0.0436795	0.016749719	0.235912694	0.593114868	0.097166009	0.013377209	2775.73858
50 or more Unit	NJ_Atlantic.City.Intl.AP.724070	0.009254708	0.031921425	0.274930714	0.570234463	0.101622644	0.012036046	4887.28016
50 or more Unit	NJ_Newark.Intl.AP.725020	0.06003249	0.106530683	0.381118437	0.335883931	0.099137021	0.017297438	89961.522
50 or more Unit	NM_Albuquerque.Intl.AP.723650	0.001466869	0.023582764	0.355674625	0.549025847	0.061309309	0.008940586	5333.468266
50 or more Unit	NM_Tucumcari.AP.723676	0.003781877	0.027455695	0.305065734	0.607976072	0.055720622	0	245.6360679
50 or more Unit	NV_Elko.Muni.AP.725825	0.013864337	0	0.002994358	0.688598269	0.013951964	0.280591071	42.00553133
50 or more Unit	NV_Ely-Yelland.Field.724860	0	0	0.015848189	0.96329934	0.020852471	0	10.60676196
50 or more Unit	NV_Las.Vegas-McCarran.Intl.AP.723860	0.000970271	0.010828377	0.172186252	0.652120132	0.144704304	0.019190664	13669.51594
50 or more Unit	NV_Reno-Tahoe.Intl.AP.724880	0.003562946	0.020786291	0.323574757	0.553284645	0.089709602	0.009081759	3896.07903
50 or more Unit	NV_Tonopah.AP.724855	0	0.067068756	0.583503428	0.058299306	0.291128509	0	7.446011377
50 or more Unit	NV_Winnemucca.Muni.AP.725830	0	0	0.953849336	0.01435541	0.019205518	0.012589736	5.744149619
50 or more Unit	NY_Albany.County.AP.725180	0.025894712	0.033333135	0.408540244	0.433550056	0.083352191	0.015329662	5052.963267
50 or more Unit	NY_Binghamton-Edwin.A.Link.Field.725150	0.02303401	0.02526616	0.413772511	0.474284527	0.048226609	0.015416183	2219.658887
50 or more Unit	NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.041835154	0.071750833	0.352820719	0.425491495	0.082529588	0.025572211	4384.10816
50 or more Unit	NY_Massena.AP.726223	0.01873491	0.120491785	0.578954631	0.250310024	0.016880244	0.014628407	320.0562849
50 or more Unit	NY_New.York-J.F.Kennedy.Intl.AP.744860	0.058554895	0.153492907	0.488673388	0.235070504	0.053665697	0.010542609	180563.0533
50 or more Unit	NY_Rochester-Greater.Rochester.Intl.AP.725290	0.026108031	0.034825939	0.460002584	0.373991128	0.091217188	0.013855129	4389.967009
50 or more Unit	NY_Syracuse-Hancock.Intl.AP.725190	0.023696433	0.058615791	0.449875866	0.441229542	0.016126418	0.01045595	4412.707688
50 or more Unit	OH_Akron.Canton.Rgnl.AP.725210	0.010806025	0.036966656	0.486122747	0.406897509	0.051668571	0.007538491	4582.647833
50 or more Unit	OH_Cleveland-Hopkins.Intl.AP.725240	0.024693609	0.073231035	0.550272996	0.311241267	0.034652448	0.005908646	16586.32268
50 or more Unit	OH_Columbus-Port.Columbus.Intl.AP.724280	0.009769805	0.023069624	0.279937522	0.553920693	0.101712263	0.031590092	8038.541884
50 or more Unit	OH_Dayton.Intl.AP.724290	0.023621577	0.036662066	0.362764507	0.504710335	0.062103453	0.010138062	3868.820276
50 or more Unit	OH_Mansfield-Lahm.Muni.AP.725246	0.009241688	0.012056966	0.216899868	0.586509588	0.168683953	0.006607937	501.244047
50 or more Unit	OH_Toledo.Express.AP.725360	0.020872806	0.041502548	0.306030003	0.547194272	0.073770663	0.010629708	2934.86416
50 or more Unit	OH_Youngstown.Rgnl.AP.725250	0.011687855	0.03127237	0.488363317	0.426940227	0.038160178	0.003576053	2274.299229
50 or more Unit	OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.004526084	0.021146537	0.300738584	0.563133636	0.083084457	0.027370703	5356.202731
50 or more Unit	OK_Tulsa.Intl.AP.723560	0.005491618	0.023441438	0.382043273	0.504879744	0.070160215	0.013983712	3967.508779
50 or more Unit	OR_Astoria.Rgnl.AP.727910	0.023472889	0.051336817	0.254952125	0.544355424	0.097519984	0.028362761	142.5233216
50 or more Unit	OR_Burns.Muni.AP.726830	0	0	0.467792441	0.309225835	0.221605443	0.001376282	22.93375881
50 or more Unit	OR_Eugene-Mahlon.Sweet.AP.726930	0.003364509	0.025478904	0.327208323	0.536868329	0.081384996	0.02569494	1847.652294
50 or more Unit	OR_Medford-Rogue.Valley.Intl.AP.725970	0.004685749	0.027524771	0.235400431	0.630955134	0.099606826	0.001827089	1389.941747
50 or more Unit	OR_North.Bend.Muni.AP.726917	0.020721882	0.043385746	0.305023269	0.531327321	0.069585916	0.029955866	726.6928833
50 or more Unit	OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.006616806	0.021362432	0.323333552	0.498109157	0.132822819	0.017755234	1260.699922
50 or more Unit	OR_Portland.Intl.AP.726980	0.011624746	0.016814229	0.22638211	0.593917363	0.133841796	0.017419756	20276.3485
50 or more Unit	OR_Redmond-Roberts.Field.726835	0.001367394	0.02235606	0.130653827	0.582245243	0.250115361	0.013262116	558.3308504
50 or more Unit	OR_Salem-McNary.Field.726940	0.004936803	0.015443707	0.279255706	0.607435013	0.084770019	0.008158752	3532.325981
