Dependency=County Name	Option=Single-Family Detached	Option=Single-Family Attached	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home
"Passaic County, NJ"	0.417579435	0.050672065	0.229339018	0.094694164	0.062315161	0.045175664	0.037383442	0.060799692	0.002041359
"Salem County, NJ"	0.732598608	0.050645302	0.038971868	0.028241009	0.027987239	0.03400522	0.010948376	0.03125	0.045352378
"Somerset County, NJ"	0.585868545	0.159459932	0.051875765	0.046619806	0.044027608	0.054523624	0.024824669	0.031496	0.001304051
"Sussex County, NJ"	0.791216379	0.057037334	0.026784424	0.023813729	0.042890405	0.022240064	0.007659574	0.012541148	0.015816941
"Union County, NJ"	0.522333972	0.045343076	0.16539252	0.077784176	0.038502398	0.036839388	0.05281421	0.058180518	0.002809742
"Warren County, NJ"	0.656372527	0.10751575	0.053218203	0.040596502	0.05222697	0.043702366	0.01517688	0.020022908	0.011167893
"Bernalillo County, NM"	0.64829491	0.054369819	0.015750655	0.05191361	0.041645626	0.049718481	0.032318902	0.04870508	0.057282917
"Catron County, NM"	0.68225	0.007	0.001	0.002	0	0	0	0	0.30775
"Chaves County, NM"	0.745726417	0.026029167	0.019420343	0.02063873	0.012479232	0.011076241	0.015395976	0.027506	0.121727894
"Cibola County, NM"	0.580134442	0.025384751	0.005837608	0.03378737	0.030780117	0.008844861	0.0127366	0.007518132	0.294976119
"Colfax County, NM"	0.659645341	0.018516704	0.022337611	0.032428725	0.029489566	0.034682081	0.015283629	0.000293916	0.187322426
"Curry County, NM"	0.709545735	0.037309536	0.031755827	0.055537096	0.030711539	0.01604405	0.009208715	0.003844876	0.106042626
"De Baca County, NM"	0.771653543	0.015748031	0.006999125	0.02712161	0	0	0	0	0.17847769
"Dona Ana County, NM"	0.583509244	0.031292769	0.02988935	0.042462131	0.041035515	0.02438006	0.017049804	0.017757313	0.212623814
"Eddy County, NM"	0.701678397	0.009454	0.019282829	0.025071842	0.023114406	0.010328599	0.01857482	0.012535921	0.179959185
"Grant County, NM"	0.604745989	0.010561497	0.019385027	0.018582888	0.009959893	0.006283422	0.00855615	0.001938503	0.319986631
"Guadalupe County, NM"	0.577261809	0	0.026020817	0.050040032	0	0.002802242	0.018414732	0.007205765	0.318254604
"Harding County, NM"	0.776595745	0.003546099	0.005319149	0	0	0	0	0.00177305	0.212765957
"Hidalgo County, NM"	0.565217391	0.02707137	0.009433962	0.007383101	0	0	0.004922067	0	0.385972108
"Lea County, NM"	0.665959826	0.017118402	0.014342445	0.017928056	0.024135405	0.011489378	0.016771408	0.030458418	0.201796661
"Lincoln County, NM"	0.662772586	0.021973743	0.010458389	0.033377837	0.036771251	0.014129951	0.007788162	0.001724522	0.21100356
"Los Alamos County, NM"	0.638829152	0.098088411	0.048506571	0.048626045	0.045041816	0.049223417	0.024133811	0.018160096	0.029390681
"Luna County, NM"	0.498439312	0.010791046	0.015963614	0.026665478	0.023187372	0.017212164	0.026487113	0.022206368	0.359047534
"McKinley County, NM"	0.645873944	0.026258457	0.01914918	0.032068188	0.023659366	0.003134197	0.003210641	0.004357298	0.242288728
"Mora County, NM"	0.669801085	0.003254973	0.004339964	0.001084991	0	0.000723327	0	0	0.32079566
"Otero County, NM"	0.613668768	0.02867463	0.0126105	0.033775863	0.012863978	0.012452077	0.002883305	0.000506955	0.282563924
"Quay County, NM"	0.694822407	0.003357484	0.025799611	0.007068387	0.014843612	0.009188903	0	0	0.244919597
"Rio Arriba County, NM"	0.551272436	0.015149243	0.021748913	0.009699515	0.00419979	1.00E-04	0.002449878	0.000699965	0.394680266
"Roosevelt County, NM"	0.662082049	0.011145364	0.04849419	0.05880958	0.018022291	0.001422812	0.00154138	0.003319896	0.195162438
"Sandoval County, NM"	0.819861139	0.031415985	0.006054783	0.021518047	0.012508384	0.005075866	0.003498722	0.014266809	0.085800265
"San Juan County, NM"	0.57463128	0.023247102	0.013822068	0.025672372	0.016050162	0.013013645	0.004613929	0.004042117	0.324907327
"San Miguel County, NM"	0.548541549	0.015183015	0.032886033	0.031626032	0.012789013	0.002898003	0.003780004	0.003528004	0.348768349
"Santa Fe County, NM"	0.645052649	0.061804085	0.021733154	0.038036456	0.037898991	0.02664064	0.01887389	0.016523245	0.13343689
"Sierra County, NM"	0.468551237	0.006360424	0.003886926	0.030742049	0.027561837	0.021672556	0.008009423	0.002473498	0.430742049
"Socorro County, NM"	0.552757061	0.011615112	0.021273994	0.007702653	0.004646045	0.01014794	0.019929087	0.011492848	0.360435261
"Taos County, NM"	0.659861976	0.025433135	0.030017856	0.034843878	0.023164905	0.015539791	0.007142512	0.000144781	0.203851165
"Torrance County, NM"	0.564705882	0.005506884	0.006132666	0.002377972	0.004130163	0	0.001126408	0	0.416020025
"Union County, NM"	0.815620999	0.000853606	0.028595817	0.000853606	0.006402049	0	0	0	0.147673922
"Valencia County, NM"	0.634589241	0.02217259	0.009613517	0.021233897	0.008092186	0.00566453	0.005502687	0.001974493	0.291156859
"Albany County, NY"	0.499064874	0.038754212	0.161327166	0.103584889	0.063338758	0.04235195	0.023556622	0.052980983	0.015040546
"Allegany County, NY"	0.720863091	0.007749582	0.044218204	0.033353594	0.016486856	0.007977511	0.008699286	0.002621182	0.158030694
"Bronx County, NY"	0.056563735	0.047606428	0.091332881	0.088631198	0.036460319	0.054306295	0.256194613	0.365899696	0.003004835
"Broome County, NY"	0.607007837	0.022044154	0.112392121	0.07800324	0.051164482	0.033925954	0.023289649	0.023421914	0.048750648
"Cattaraugus County, NY"	0.669933142	0.031087833	0.065868553	0.041683763	0.025101977	0.008978784	0.017547247	0.010813159	0.128985542
"Cayuga County, NY"	0.683341467	0.019494604	0.069763028	0.041185402	0.020172442	0.018626973	0.01596985	0.028821647	0.102624587
"Chautauqua County, NY"	0.681973243	0.016819436	0.109504316	0.060262229	0.020824063	0.016315149	0.014980274	0.012859304	0.066461986
"Chemung County, NY"	0.669100384	0.023477206	0.101209979	0.058951007	0.036789557	0.019968525	0.009623075	0.026263512	0.054616754
"Chenango County, NY"	0.623689105	0.009774823	0.052633662	0.055205984	0.023348767	0.007993985	0.011001623	0.006331869	0.210020183
"Clinton County, NY"	0.610585387	0.02550066	0.050808759	0.067066461	0.045086928	0.019366197	0.013121699	0.020961708	0.147502201
"Columbia County, NY"	0.736707566	0.019186816	0.060236978	0.040959942	0.032449176	0.010826416	0.008931794	0.014886323	0.075814989
"Cortland County, NY"	0.609438332	0.013462652	0.105095541	0.088255163	0.052885543	0.019783826	0.016647365	0.0193978	0.075033777
"Delaware County, NY"	0.740959269	0.006598147	0.033847228	0.037431798	0.027534577	0.008786956	0.009675168	0.00425073	0.130916127
"Dutchess County, NY"	0.644469601	0.051658121	0.064610109	0.072234801	0.059748951	0.02885896	0.01940301	0.027252447	0.031764001
"Erie County, NY"	0.585465428	0.027858948	0.186612671	0.058762179	0.047153501	0.023752924	0.017734828	0.038593804	0.014065715
"Essex County, NY"	0.786244926	0.018227771	0.038140461	0.039557326	0.02370376	0.007773608	0.006969442	0.010186107	0.0691966
"Franklin County, NY"	0.728910953	0.009186147	0.042647174	0.043624423	0.028926589	0.014072395	0.004143538	0.011453366	0.117035416
"Fulton County, NY"	0.689249759	0.007067991	0.114225624	0.048579506	0.016342573	0.009067715	0.010653703	0.006516343	0.098296787
"Genesee County, NY"	0.720791848	0.019601742	0.084513068	0.043403858	0.027457996	0.010228687	0.015129123	0.014506845	0.064366833
"Greene County, NY"	0.74950211	0.026632911	0.045265823	0.044691983	0.026261603	0.020489451	0.009451477	0.003105485	0.074599156
"Hamilton County, NY"	0.88441193	0.004614519	0.004952167	0.004164322	0.00146314	0.001913337	0.000450197	0.000112549	0.097917839
"Herkimer County, NY"	0.694716243	0.010703908	0.085008599	0.039998814	0.02736761	0.016396845	0.012334697	0.016011386	0.097461899
"Jefferson County, NY"	0.571699666	0.063983072	0.054528356	0.073017952	0.050531513	0.016726283	0.019161335	0.024148992	0.126202831
"Kings County, NY"	0.052179003	0.086355959	0.179307709	0.168084264	0.107345221	0.057662369	0.1290385	0.218038416	0.001988559
"Lewis County, NY"	0.786133127	0.006508151	0.032025259	0.029447774	0.00811908	0.004446163	0.005219408	0.004832786	0.123268252
"Livingston County, NY"	0.692383418	0.014183104	0.053487439	0.055675065	0.0432056	0.020235534	0.012906989	0.00346374	0.10445911
"Madison County, NY"	0.726016741	0.010610822	0.061393409	0.035130846	0.03712232	0.015682858	0.005787721	0.011450976	0.096804307
"Monroe County, NY"	0.633645164	0.056872242	0.068510641	0.061294956	0.070134247	0.029590139	0.025311677	0.045881443	0.008759491
"Montgomery County, NY"	0.573551959	0.033603066	0.198083475	0.070911414	0.019931857	0.013586031	0.007367973	0.010945486	0.072018739
"Nassau County, NY"	0.76129172	0.028826128	0.066929777	0.020790564	0.014776098	0.021253378	0.026189359	0.057873049	0.002069927
"New York County, NY"	0.010562142	0.007532273	0.009996047	0.021509319	0.053752671	0.108339588	0.232787674	0.554382366	0.00113792
"Niagara County, NY"	0.694397826	0.022166946	0.091394949	0.057330376	0.039828578	0.021327819	0.016153201	0.022196915	0.035203388
"Oneida County, NY"	0.614459323	0.015238385	0.133469209	0.069820378	0.036372121	0.019086078	0.016724128	0.031152974	0.063677403
"Onondaga County, NY"	0.627177599	0.043331866	0.086165442	0.050240195	0.063244109	0.042373988	0.029897391	0.047100485	0.010468925
"Ontario County, NY"	0.670507649	0.046950513	0.04319607	0.0495267	0.048388385	0.020929025	0.024144266	0.023485242	0.072872149
"Orange County, NY"	0.620341642	0.066914971	0.067876149	0.069565279	0.062646209	0.043973907	0.017682854	0.025994219	0.025004771
"Orleans County, NY"	0.730515976	0.015813903	0.05931563	0.035783679	0.032653282	0.01414076	0.008689551	0.003993955	0.099093264
"Oswego County, NY"	0.660853712	0.010459635	0.059590454	0.04233574	0.032962581	0.014437242	0.008765468	0.014142605	0.156452563
"Otsego County, NY"	0.699594829	0.011254743	0.060646987	0.0494244	0.030162711	0.005788154	0.01038652	0.007395974	0.125345681
"Putnam County, NY"	0.780755871	0.072243247	0.045751465	0.03004303	0.029498678	0.01202758	0.014671574	0.006817357	0.008191197
"Queens County, NY"	0.189811646	0.086348895	0.205388619	0.110954326	0.056416697	0.03787061	0.099244846	0.212215818	0.001748544
"Rensselaer County, NY"	0.566780893	0.030070325	0.138144585	0.080082022	0.062493979	0.036621114	0.026038011	0.030882292	0.028886779
"Richmond County, NY"	0.345481334	0.255448462	0.230479018	0.034033006	0.017859236	0.014265065	0.023328627	0.0763873	0.002717952
"Rockland County, NY"	0.570652895	0.082857955	0.063555387	0.081711362	0.073353549	0.037070027	0.031583436	0.046356486	0.012858903
"St. Lawrence County, NY"	0.712236335	0.01392984	0.041657216	0.05282755	0.021301126	0.013079307	0.011472745	0.020374991	0.113120889
"Saratoga County, NY"	0.62901143	0.046759054	0.060241312	0.060703891	0.04529422	0.032669661	0.020112561	0.027128346	0.078079525
"Schenectady County, NY"	0.588905621	0.019344936	0.177072775	0.061611306	0.049882714	0.04164374	0.025194753	0.02872781	0.007616345
"Schoharie County, NY"	0.725794446	0.004695104	0.041740624	0.048267965	0.024849699	0.012367592	0.01568852	0.003721729	0.12287432
"Schuyler County, NY"	0.709214735	0.003611598	0.032091631	0.029718295	0.015581467	0.005365803	0.010834795	0.010215664	0.18336601
"Seneca County, NY"	0.703369545	0.011845578	0.04989873	0.044865893	0.030565273	0.007058246	0.016448782	0.000859265	0.135088688
"Steuben County, NY"	0.67196078	0.014423759	0.063590138	0.038429593	0.026943257	0.01049369	0.008326074	0.013957823	0.151874886
"Suffolk County, NY"	0.800465576	0.044813021	0.038585024	0.022178423	0.028005962	0.024422731	0.015123393	0.017298056	0.009107814
"Sullivan County, NY"	0.708850932	0.024088231	0.053631151	0.042005096	0.046663481	0.012641344	0.010690397	0.005096353	0.096333015
"Tioga County, NY"	0.695902261	0.006420832	0.062246399	0.02911669	0.012262006	0.012172827	0.008561109	0.009229946	0.16408793
"Tompkins County, NY"	0.509771339	0.035340651	0.08315585	0.082430313	0.08140052	0.043883259	0.035551291	0.048727971	0.079738807
"Ulster County, NY"	0.698618971	0.027088969	0.069925691	0.046924286	0.03969426	0.022717875	0.012806124	0.015854076	0.066369747
"Warren County, NY"	0.716828029	0.025455649	0.074976617	0.052908314	0.036831062	0.015622235	0.012866857	0.013726333	0.050784904
"Washington County, NY"	0.746450097	0.014642286	0.068376068	0.049307045	0.031361733	0.003303027	0.011271155	0.009398304	0.065890285
"Wayne County, NY"	0.737975506	0.019393181	0.051370275	0.042323332	0.030028151	0.009335675	0.017275811	0.006688963	0.085609105
"Westchester County, NY"	0.443472763	0.056666559	0.083965641	0.08473995	0.050364917	0.04260843	0.074197023	0.161951152	0.002033566
"Wyoming County, NY"	0.759192701	0.015371855	0.062648604	0.041304949	0.026928394	0.009621233	0.0129389	0.00049765	0.071495715
"Yates County, NY"	0.794132597	0.005954542	0.0363808	0.019170721	0.02018735	0.008496115	0.006608089	0.009440128	0.099629657
"Alamance County, NC"	0.679807094	0.029529754	0.02574983	0.030891106	0.039754377	0.035887558	0.020246492	0.011962519	0.12617127
"Alexander County, NC"	0.638712436	0.006840948	0.028890789	0.009345224	0.008306865	0.001588077	0.001160518	0.000305399	0.304849743
"Alleghany County, NC"	0.781775758	0.00884195	0.013262925	0.009824389	0.012280486	0.006999877	0.003315731	0	0.163698882
"Anson County, NC"	0.660652624	0.007510359	0.012258287	0.025293508	0.024084945	0.000258978	0.003970994	0.006129144	0.25984116
"Ashe County, NC"	0.696836955	0.010922744	0.022357492	0.008135169	0.010012516	0.016839231	0.002901354	0.002787575	0.229206963
"Avery County, NC"	0.627072998	0.028348689	0.019277108	0.043515237	0.033947555	0.02303331	0.016017009	0.038625089	0.170163005
"Beaufort County, NC"	0.653319365	0.008536065	0.015558918	0.016296124	0.024444186	0.009312071	0.007410856	0.001901214	0.2632212
"Bertie County, NC"	0.598091952	0.009032782	0.018065564	0.001420887	0.001826855	0.003349234	0.002232822	0.001014919	0.364964985
"Bladen County, NC"	0.556758273	0.001850813	0.024453169	0.029444756	0.009141896	0.004991587	0.004879417	0	0.36848009
"Brunswick County, NC"	0.637422965	0.028865906	0.010885221	0.02002314	0.028192959	0.024958088	0.011959576	0.002821657	0.234870487
"Buncombe County, NC"	0.619242622	0.030139349	0.02768566	0.041327505	0.048420594	0.032425552	0.023037886	0.025022611	0.152698221
"Burke County, NC"	0.647954329	0.010905365	0.018029227	0.019468638	0.028641831	0.007880163	0.00395228	0.004049867	0.2591183
"Cabarrus County, NC"	0.784525422	0.028755991	0.017568764	0.012528652	0.036140342	0.03257189	0.011994686	0.009103459	0.066810794
"Caldwell County, NC"	0.70414732	0.008785352	0.020921275	0.027516885	0.028677712	0.010183622	0.004379485	0.006437315	0.188951034
"Camden County, NC"	0.794376936	0.012628068	0.003812247	0	0	0.026209197	0	0	0.162973553
"Carteret County, NC"	0.598910851	0.033985478	0.023840258	0.032210569	0.032573618	0.025978217	0.033763614	0.034146833	0.184590561
"Caswell County, NC"	0.675288426	0.001953852	0.003163379	0.017119464	0.007257164	0.005489393	0.006791961	0.000651284	0.282285076
"Catawba County, NC"	0.669924757	0.025977062	0.032580904	0.027218935	0.053181387	0.023303382	0.013835927	0.011293739	0.142683907
"Chatham County, NC"	0.726877393	0.041799182	0.017135068	0.00898942	0.010774323	0.005776595	0.016550918	0.009898098	0.162199
"Cherokee County, NC"	0.754913424	0.003953009	0.010133066	0.011413618	0.0081844	0.000556762	0.000890819	0.000779467	0.209175436
"Chowan County, NC"	0.681519057	0.00808884	0.007677543	0.054702495	0.014258294	0.003427475	0.007814642	0.005483959	0.217027694
"Clay County, NC"	0.756745651	0.002465416	0.000958773	0.022325709	0.003561156	0.002876318	0.002739351	0.012874949	0.195452678
"Cleveland County, NC"	0.713940871	0.009034898	0.026116143	0.020897513	0.016437537	0.011103959	0.009816543	0.005701412	0.186951124
"Columbus County, NC"	0.618046547	0.003815338	0.013773369	0.021289584	0.012209081	0.006791301	0.004616559	0	0.319458222
"Craven County, NC"	0.665123889	0.057800357	0.017695305	0.033108734	0.039007169	0.016618948	0.0226896	0.01209825	0.135857749
"Cumberland County, NC"	0.634840444	0.033138052	0.025149907	0.037349232	0.070135778	0.056130678	0.040671307	0.009042663	0.093541939
"Currituck County, NC"	0.832898343	0.004958893	0.00417591	0.006263865	0.006394363	0.004371656	0	0	0.14093697
"Dare County, NC"	0.792942549	0.014027413	0.026275882	0.019247594	0.041149023	0.028025663	0.014435696	0.004811899	0.059084281
"Davidson County, NC"	0.728324326	0.018638168	0.031045552	0.02560039	0.018638168	0.015387324	0.010321427	0.002546494	0.149498151
"Davie County, NC"	0.727174325	0.029712616	0.002056611	0.006332197	0.01455864	0.010661904	0.010228933	0.007360502	0.191914272
"Duplin County, NC"	0.582913989	0.005961136	0.015677015	0.021444608	0.003909577	0.003019277	0.009444918	0.001509638	0.356119842
"Durham County, NC"	0.57086563	0.083020254	0.027323993	0.035756096	0.079316862	0.104712643	0.044134638	0.040852086	0.014017798
"Edgecombe County, NC"	0.608936752	0.008759945	0.048983364	0.040785984	0.040745801	0.006389134	0.009804709	0.009804709	0.225789601
"Forsyth County, NC"	0.668742586	0.040597815	0.012331949	0.035352412	0.070951957	0.084192121	0.026702748	0.022952501	0.038175909
"Franklin County, NC"	0.676181174	0.005752116	0.015230446	0.012770422	0.006728891	0.006403299	0.004811519	0.001266189	0.270855944
"Gaston County, NC"	0.722088539	0.017909923	0.017624243	0.025886981	0.051850875	0.028963532	0.009284592	0.012712749	0.113678566
"Gates County, NC"	0.688972667	0.001885014	0.007540057	0	0.001885014	0	0	0	0.299717248
"Graham County, NC"	0.709215131	0.001999667	0.005332445	0.0089985	0.002166306	0	0.007832028	0.003332778	0.261123146
"Granville County, NC"	0.678607467	0.021148671	0.018794147	0.024007736	0.017785066	0.00588631	0.00887151	0.001429532	0.223469559
"Greene County, NC"	0.586560502	0.007479792	0.003619254	0.012546749	0.015080227	0.001809627	0.005428882	0.001206418	0.366268549
"Guilford County, NC"	0.628885956	0.050815745	0.020545845	0.037225178	0.08963197	0.085094374	0.032825354	0.023399064	0.031576515
"Halifax County, NC"	0.669280995	0.012363327	0.030212881	0.021365375	0.019124522	0.016729127	0.009079318	0.003168103	0.218676351
"Harnett County, NC"	0.683332674	0.032606545	0.02374263	0.027363381	0.012346168	0.002532547	0.005737802	0.002987614	0.209350639
"Haywood County, NC"	0.719932002	0.013118005	0.025952685	0.025046041	0.017651225	0.00679983	0.003909902	0.002719932	0.184870378
"Henderson County, NC"	0.68798539	0.040728395	0.018458101	0.040675201	0.02473492	0.010354977	0.010319515	0.012571368	0.154172134
"Hertford County, NC"	0.628651949	0.010991076	0.060028182	0.026209488	0.010427431	0.003945514	0.012400188	9.39E-05	0.247252231
"Hoke County, NC"	0.732987369	0.005874865	0.029472241	0.002594732	0.012435132	0.007931068	0.002888475	0.000489572	0.205326545
"Hyde County, NC"	0.741165811	0	0.017215343	0.006946542	0.031712474	0.006342495	0.004832377	0	0.191784959
"Iredell County, NC"	0.73297546	0.022657557	0.014877301	0.018809258	0.033881762	0.021583938	0.012451199	0.006748466	0.136015059
"Jackson County, NC"	0.696837635	0.005289232	0.014042537	0.033560547	0.023764294	0.017096882	0.017320371	0.006294931	0.185793571
"Johnston County, NC"	0.734848905	0.020973108	0.019531467	0.020113668	0.015858054	0.00651511	0.010091489	0.002689215	0.169378985
"Jones County, NC"	0.602263541	0.007881973	0.022433306	0.009094584	0.00222312	0.004244139	0.007881973	0	0.343977365
"Lee County, NC"	0.702315099	0.013972547	0.034419176	0.027043639	0.047039541	0.011923786	0.012087687	0.007129687	0.144068838
"Lenoir County, NC"	0.596649344	0.016825962	0.0391031	0.033070466	0.042410146	0.006141658	0.011374786	0.015699386	0.238725152
"Lincoln County, NC"	0.697797281	0.013712867	0.026213228	0.018072115	0.018649499	0.010912555	0.001501198	0.002309535	0.210831721
"McDowell County, NC"	0.617239102	0.008114739	0.020334025	0.012549538	0.014153614	0.006274769	0.000660502	0.004623514	0.316050198
"Macon County, NC"	0.776797962	0.010777974	0.013952577	0.019831472	0.022104644	0.008269645	0.003213796	0	0.14505193
"Madison County, NC"	0.689963168	0.010128913	0.018139963	0.017127072	0.004327808	0.002025783	0.002209945	0.000460405	0.255616943
"Martin County, NC"	0.695090439	0.007665805	0.026012059	0.02377261	0.019638243	0.001894918	0.003617571	0.00327304	0.219035314
"Mecklenburg County, NC"	0.592021381	0.074520468	0.012429439	0.028973161	0.06933666	0.091185887	0.066788051	0.048978216	0.015766736
"Mitchell County, NC"	0.746022727	0.012045455	0.010340909	0.022727273	0.017272727	0.005909091	0.010454545	0.000340909	0.174886364
"Montgomery County, NC"	0.686354379	0.003085848	0.019193976	0.008702092	0.012775412	0.001110905	0.00407332	0.001110905	0.263593162
"Moore County, NC"	0.698934762	0.027032304	0.01540364	0.043260365	0.036599918	0.007918773	0.013798191	0.010587291	0.146464756
"Nash County, NC"	0.637016252	0.024038349	0.039237694	0.04484976	0.040266573	0.012346545	0.004629954	0.00512101	0.192493862
"New Hanover County, NC"	0.608257504	0.077992717	0.029943466	0.035969414	0.059803109	0.074146169	0.044985052	0.023703304	0.045199266
"Northampton County, NC"	0.723871632	0.006607174	0.016389223	0.009009782	0.008580745	0.000600652	0.004805217	0.00034323	0.229792346
"Onslow County, NC"	0.602597704	0.088014667	0.02739726	0.036964353	0.033245969	0.019818471	0.027849147	0.014021407	0.150091023
"Orange County, NC"	0.592139232	0.072232662	0.023111642	0.029205669	0.056321456	0.087652131	0.036792469	0.026395743	0.076148996
"Pamlico County, NC"	0.658254195	0.015220502	0.014830233	0.022245349	0.005984129	0.004032783	0.002731885	0.00026018	0.276440744
"Pasquotank County, NC"	0.7179186	0.012157162	0.034415928	0.043812768	0.025019087	0.017031773	0.013273037	0.014800023	0.121571622
"Pender County, NC"	0.671278677	0.028170016	0.005264094	0.008714209	0.019704784	0.0085008	0.008998755	0.000355682	0.249012982
"Perquimans County, NC"	0.74614522	0.002803476	0.003504345	0.012895991	0.004065041	0.001682086	0.011494253	0	0.217409588
"Person County, NC"	0.665614283	0.019215067	0.027597844	0.032769038	0.018670731	0.002939415	0.001306407	0.006477601	0.225409613
"Pitt County, NC"	0.495895585	0.07134874	0.036907622	0.023881402	0.103015043	0.087715016	0.040787226	0.014259471	0.126189895
"Polk County, NC"	0.743600793	0.016633629	0.01197966	0.020425752	0.017840214	0.008446092	0.007325692	0.029475136	0.144273033
"Randolph County, NC"	0.66172102	0.015531159	0.028446884	0.024782047	0.032014853	0.01688731	0.007345819	0.004391346	0.208879561
"Richmond County, NC"	0.645662617	0.008806631	0.031270604	0.026985024	0.030940944	0.003202411	0.004709428	0.001271546	0.247150796
"Robeson County, NC"	0.509985479	0.009561167	0.033002056	0.023233447	0.02129104	0.008712543	0.005921512	0.002677881	0.385614875
"Rockingham County, NC"	0.723352857	0.009138768	0.011554502	0.026162857	0.028738121	0.009412247	0.014767884	0.005378427	0.171494337
"Rowan County, NC"	0.706270681	0.012941061	0.024391443	0.023801723	0.027536612	0.022261901	0.009288078	0.010582184	0.162926318
"Rutherford County, NC"	0.704221644	0.01249232	0.012375296	0.025335713	0.022614903	0.006524092	0.007372517	0.000234048	0.208829467
"Sampson County, NC"	0.594518955	0.004943118	0.016028786	0.016174172	0.009849889	0.001671937	0.00338022	0.000763276	0.352669647
"Scotland County, NC"	0.606754811	0.010407121	0.034494044	0.043919361	0.035083126	0.013417987	0.007003534	0.005759916	0.243160099
"Stanly County, NC"	0.787561375	0.006764866	0.020258229	0.022004001	0.016257501	0.005091835	0.000691035	0.003782506	0.137588652
"Stokes County, NC"	0.688102021	0.010943789	0.005471894	0.010536788	0.021073577	0.00637634	0.004205671	0.000633112	0.252656808
"Surry County, NC"	0.653755523	0.012106038	0.013048601	0.02173785	0.021826215	0.010250368	0.009248895	0.00371134	0.254315169
"Swain County, NC"	0.690003366	0.003926848	0.012229328	0.010658589	0.008751262	0.007180523	0.001570739	0.000448783	0.265230562
"Transylvania County, NC"	0.753655158	0.015184938	0.019648079	0.032267994	0.023239111	0.003693634	0.003847535	0.003231929	0.145231622
"Tyrrell County, NC"	0.613847584	0	0.024628253	0.014869888	0.001858736	0	0	0	0.344795539
"Union County, NC"	0.871721049	0.021522713	0.008496481	0.009584133	0.016148433	0.009584133	0.003928343	0.00268714	0.056327575
"Vance County, NC"	0.617109057	0.011531961	0.035341485	0.030967293	0.040262452	0.007853663	0.008698678	0.005964808	0.242270603
"Wake County, NC"	0.603116376	0.10351479	0.0121905	0.029067225	0.054347087	0.082250651	0.044255549	0.037397481	0.033860341
"Warren County, NC"	0.604313528	0.008727761	0.009818731	0.008392078	0.009063444	0.002937227	0.004951326	0.001426653	0.350369251
"Washington County, NC"	0.62772369	0.003090712	0.080667594	0.033379694	0.010662958	0.010353887	0.006645032	0	0.227476433
"Watauga County, NC"	0.652530656	0.019716278	0.029303919	0.035555422	0.059359221	0.061402981	0.04183698	0.010849964	0.089444578
"Wayne County, NC"	0.584208378	0.020667137	0.034469964	0.034469964	0.039831546	0.007921784	0.015639494	0.008960706	0.253831027
"Wilkes County, NC"	0.662785825	0.007123189	0.009816832	0.014485813	0.017927691	0.007123189	0.007781635	0.008470011	0.264485813
"Wilson County, NC"	0.648652415	0.016165445	0.080576382	0.05451657	0.037570724	0.009727138	0.010925611	0.00554642	0.136319295
"Yadkin County, NC"	0.695956811	0.005915461	0.008959338	0.013151849	0.006719504	0.005111417	0.009303928	0	0.254881691
"Yancey County, NC"	0.687914056	0.007341092	0.016830797	0.024171889	0.012354521	0.010026858	0.00957923	0.000984781	0.230796777
"Adams County, ND"	0.745519713	0.017204301	0.01218638	0.04516129	0.048028674	0.030824373	0.014336918	0.002150538	0.084587814
"Barnes County, ND"	0.724167525	0.02248541	0.011500172	0.049090285	0.03312736	0.029007896	0.05835908	0.005492619	0.066769653
"Benson County, ND"	0.740765172	0.00560686	0.027044855	0.031992084	0.019459103	0.01055409	0.010224274	0	0.154353562
"Billings County, ND"	0.775700935	0.009345794	0	0.046728972	0.020560748	0.028037383	0	0	0.119626168
"Bottineau County, ND"	0.809082693	0.014911884	0.008811568	0.032083145	0.022819702	0.012200633	0.007004067	0	0.093086308
"Bowman County, ND"	0.78493387	0.010350776	0.021276596	0.004600345	0.053479011	0.026451984	0	0.002875216	0.096032202
"Burke County, ND"	0.852646638	0.001430615	0.005722461	0.042203147	0.009298999	0.006437768	0.003576538	0	0.078683834
"Burleigh County, ND"	0.548086514	0.074836387	0.027954164	0.041432499	0.045665766	0.057854658	0.073960538	0.044789918	0.085419556
"Cass County, ND"	0.429398549	0.092252391	0.021939791	0.030836382	0.044020797	0.083625393	0.194210155	0.082226074	0.021490468
"Cavalier County, ND"	0.824434003	0.003844511	0.003417343	0.049124306	0.040580948	0.012815036	0.002990175	0	0.062793678
"Dickey County, ND"	0.734456929	0.001498127	0.005243446	0.039325843	0.083895131	0.042696629	0.017602996	0.002996255	0.072284644
"Divide County, ND"	0.817112998	0.015676029	0.006531679	0.033964729	0.041802743	0.023514043	0	0	0.061397779
"Dunn County, ND"	0.682917162	0.025762981	0.00554895	0.007134364	0.016250495	0	0.011494253	0.001189061	0.249702735
"Eddy County, ND"	0.81231003	0.003799392	0.017477204	0.039513678	0.034194529	0.025075988	0.023556231	0	0.044072948
"Emmons County, ND"	0.808080808	0.001836547	0.002754821	0.015151515	0.006427916	0.019283747	0.004591368	0	0.141873278
"Foster County, ND"	0.756431308	0.016967707	0.012588944	0.0591133	0.062397373	0.01532567	0.006568144	0	0.070607553
