Dependency=AHS Region	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=0-499	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	Option=500-749	Option=750-999	sample_count	sample_weight
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	2000-09s	0.255752	0.471001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.273246	4.000000	5510.869141
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1070.960449
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 2 - 4 Units	<1940	0.078762	0.335423	0.026597	0.033987	0.052670	0.000000	0.032678	0.248371	0.191512	36.000000	41469.046875
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	1940-59s	0.194896	0.158168	0.036546	0.000000	0.000000	0.000000	0.000000	0.229683	0.380707	33.000000	39483.460938
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	1960-79s	0.031888	0.244630	0.014689	0.000000	0.000000	0.000000	0.000000	0.371045	0.337749	65.000000	73766.312500
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	1980-99s	0.053283	0.290292	0.024969	0.031142	0.000000	0.000000	0.000000	0.279208	0.321106	42.000000	45257.566406
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	2000-09s	0.119415	0.394718	0.088904	0.000000	0.000000	0.000000	0.000000	0.118724	0.278239	25.000000	28902.085938
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	2010s	0.000000	0.306542	0.085283	0.000000	0.000000	0.000000	0.000000	0.122451	0.485725	11.000000	12316.467773
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Multi-Family with 5+ Units	<1940	0.120581	0.150688	0.056213	0.000000	0.000000	0.008018	0.027715	0.364425	0.272361	38.000000	40773.656250
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	1940-59s	0.036566	0.535234	0.156197	0.052548	0.033874	0.000000	0.011451	0.041671	0.132459	103.000000	123083.703125
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	1960-79s	0.000000	0.459263	0.215704	0.132861	0.056745	0.015872	0.000000	0.019464	0.100091	87.000000	98549.007812
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	1980-99s	0.031930	0.233264	0.336621	0.222416	0.059829	0.052124	0.010719	0.020391	0.032705	95.000000	106109.843750
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	2000-09s	0.000000	0.112186	0.310354	0.267576	0.117612	0.000000	0.116507	0.000000	0.075766	26.000000	31375.748047
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	2010s	0.000000	0.088559	0.372535	0.213948	0.111469	0.042371	0.115105	0.056012	0.000000	20.000000	22368.134766
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Attached	<1940	0.030054	0.434645	0.211800	0.059514	0.078220	0.023887	0.039655	0.013698	0.108528	130.000000	151489.734375
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	1940-59s	0.012381	0.322154	0.302990	0.150134	0.050890	0.084203	0.021440	0.000000	0.055809	180.000000	205970.953125
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	1960-79s	0.000000	0.105800	0.308203	0.286810	0.152256	0.091534	0.012163	0.009090	0.034144	233.000000	276718.125000
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	1980-99s	0.004745	0.075928	0.199321	0.220672	0.205751	0.211498	0.082084	0.000000	0.000000	193.000000	223785.515625
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	2000-09s	0.000000	0.014037	0.101608	0.189496	0.283573	0.249999	0.161287	0.000000	0.000000	82.000000	97243.523438
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	2010s	0.000000	0.000000	0.069443	0.401111	0.212478	0.254051	0.062917	0.000000	0.000000	14.000000	16706.041016
CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Single-Family Detached	<1940	0.000000	0.225126	0.250552	0.186108	0.095408	0.124986	0.067769	0.010537	0.039515	104.000000	122038.906250
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	1940-59s	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.313698	0.686302	3.000000	2252.673340
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	1960-79s	0.126318	0.303465	0.129360	0.000000	0.000000	0.000000	0.019651	0.151464	0.269742	39.000000	29853.861328
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	1980-99s	0.052015	0.479575	0.080181	0.048497	0.000000	0.000000	0.026712	0.141678	0.171341	40.000000	32273.316406
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	2000-09s	0.148891	0.077612	0.364895	0.192599	0.000000	0.000000	0.000000	0.067112	0.148891	14.000000	10814.782227
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	2010s	0.000000	0.706467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.293533	3.000000	2373.917236
CBSA Phoenix-Mesa-Scottsdale, AZ	Mobile Home	<1940	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	1940-59s	0.432231	0.140812	0.000000	0.000000	0.000000	0.000000	0.000000	0.426957	0.000000	7.000000	5519.011719
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	1960-79s	0.063303	0.281702	0.036473	0.000000	0.000000	0.000000	0.000000	0.306102	0.312421	29.000000	21835.339844
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	1980-99s	0.057569	0.284573	0.128675	0.000000	0.000000	0.000000	0.000000	0.096651	0.432532	34.000000	27601.388672
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.674625	0.000000	0.000000	0.000000	0.000000	0.000000	0.092091	0.233284	15.000000	11626.115234
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1100.776367
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 2 - 4 Units	<1940	0.000000	0.694183	0.000000	0.000000	0.000000	0.000000	0.000000	0.305817	0.000000	3.000000	2259.899170
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	1940-59s	0.091808	0.285982	0.000000	0.000000	0.000000	0.000000	0.000000	0.416921	0.205289	16.000000	11818.912109
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	1960-79s	0.120669	0.267423	0.009629	0.000000	0.000000	0.000000	0.000000	0.211044	0.391235	99.000000	73980.132812
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	1980-99s	0.071686	0.288071	0.014640	0.000000	0.000000	0.000000	0.000000	0.260488	0.365115	146.000000	113651.929688
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	2000-09s	0.042859	0.354887	0.057130	0.018390	0.000000	0.000000	0.000000	0.178099	0.348636	53.000000	42258.968750
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	2010s	0.032919	0.453834	0.173587	0.039995	0.032001	0.028459	0.000000	0.070255	0.168950	29.000000	26016.070312
CBSA Phoenix-Mesa-Scottsdale, AZ	Multi-Family with 5+ Units	<1940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	897.868713
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	1940-59s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	3852.173828
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	1960-79s	0.000000	0.426086	0.152714	0.115795	0.056819	0.000000	0.000000	0.107801	0.140786	37.000000	29542.345703
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	1980-99s	0.000000	0.515464	0.210073	0.098705	0.023441	0.000000	0.021189	0.011232	0.119896	49.000000	40416.855469
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	2000-09s	0.000000	0.366923	0.188555	0.217322	0.000000	0.227200	0.000000	0.000000	0.000000	10.000000	8481.825195
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	3547.547363
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Attached	<1940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	712.371643
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	1940-59s	0.000000	0.384437	0.322555	0.098893	0.012351	0.033784	0.009461	0.009897	0.128621	101.000000	79899.656250
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	1960-79s	0.000000	0.318017	0.381708	0.168860	0.035757	0.033485	0.017746	0.000000	0.044428	280.000000	232375.609375
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	1980-99s	0.000000	0.208306	0.336169	0.193306	0.113998	0.093895	0.041747	0.000000	0.012580	421.000000	357890.156250
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	2000-09s	0.002315	0.134522	0.284051	0.221325	0.122764	0.168456	0.060323	0.000000	0.006245	412.000000	344593.968750
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	2010s	0.000000	0.045362	0.223983	0.387692	0.093226	0.185516	0.064221	0.000000	0.000000	78.000000	73524.687500
CBSA Phoenix-Mesa-Scottsdale, AZ	Single-Family Detached	<1940	0.000000	0.306340	0.194976	0.109099	0.131159	0.076033	0.000000	0.000000	0.182393	16.000000	12864.332031
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	1940-59s	0.000000	0.279510	0.000000	0.000000	0.000000	0.000000	0.000000	0.720490	0.000000	3.000000	1928.534790
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	1960-79s	0.060851	0.515114	0.135291	0.000000	0.016635	0.000000	0.000000	0.121106	0.151003	73.000000	42658.796875
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	1980-99s	0.063807	0.432022	0.254456	0.077633	0.000000	0.018083	0.000000	0.023806	0.130192	43.000000	26576.976562
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	2000-09s	0.000000	0.404172	0.175124	0.101449	0.000000	0.000000	0.000000	0.094495	0.224761	12.000000	6695.500488
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	2010s	0.000000	0.706152	0.000000	0.293848	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	1972.122681
CBSA Riverside-San Bernardino-Ontario, CA	Mobile Home	<1940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	709.632935
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	1940-59s	0.067634	0.049802	0.000000	0.000000	0.000000	0.000000	0.000000	0.319126	0.563438	16.000000	10181.928711
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	1960-79s	0.096044	0.301363	0.099950	0.000000	0.000000	0.000000	0.000000	0.178177	0.324467	20.000000	12270.162109
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.309496	0.029275	0.000000	0.000000	0.000000	0.000000	0.173156	0.488073	38.000000	23258.304688
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.431568	0.000000	0.000000	0.000000	0.000000	0.000000	0.086982	0.481450	11.000000	6305.509766
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.337966	0.000000	0.000000	0.000000	0.000000	0.338524	0.323510	3.000000	2128.670410
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 2 - 4 Units	<1940	0.000000	0.234481	0.000000	0.000000	0.000000	0.000000	0.000000	0.470133	0.295385	5.000000	2858.740723
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	1940-59s	0.032526	0.265386	0.000000	0.000000	0.000000	0.000000	0.000000	0.291855	0.410233	26.000000	15869.809570
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	1960-79s	0.067465	0.220993	0.000000	0.000000	0.000000	0.000000	0.000000	0.313010	0.398532	65.000000	38097.292969
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	1980-99s	0.029361	0.196684	0.034804	0.000000	0.000000	0.000000	0.005360	0.321435	0.412356	92.000000	52998.648438
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	2000-09s	0.076736	0.308975	0.101504	0.000000	0.013448	0.000000	0.000000	0.230256	0.269080	42.000000	23416.158203
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	2010s	0.000000	0.779382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.220618	8.000000	4955.170410
CBSA Riverside-San Bernardino-Ontario, CA	Multi-Family with 5+ Units	<1940	0.155837	0.177607	0.084893	0.000000	0.000000	0.000000	0.107812	0.223621	0.250230	11.000000	5703.723633
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	1940-59s	0.032412	0.167519	0.121914	0.069419	0.000000	0.000000	0.000000	0.289662	0.319075	18.000000	9934.762695
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	1960-79s	0.000000	0.536218	0.142377	0.038633	0.035990	0.000000	0.000000	0.042827	0.203955	25.000000	14555.922852
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	1980-99s	0.022920	0.331306	0.262355	0.105620	0.023261	0.000000	0.023751	0.060795	0.169991	49.000000	29648.058594
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	2000-09s	0.000000	0.141097	0.296506	0.275860	0.045991	0.073805	0.129030	0.000000	0.037712	23.000000	14514.691406
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	2010s	0.000000	0.658267	0.088077	0.181271	0.000000	0.000000	0.000000	0.000000	0.072384	12.000000	7818.658691
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Attached	<1940	0.000000	0.308135	0.000000	0.000000	0.000000	0.000000	0.000000	0.691865	0.000000	4.000000	2209.716064
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	1940-59s	0.004762	0.487295	0.285432	0.035667	0.021779	0.020821	0.024422	0.026765	0.093057	177.000000	108617.125000
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	1960-79s	0.020870	0.371491	0.345216	0.138196	0.039757	0.015273	0.002803	0.002984	0.063410	298.000000	177730.234375
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	1980-99s	0.002079	0.233522	0.341916	0.207372	0.105596	0.048021	0.015814	0.011902	0.033778	541.000000	326863.593750
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	2000-09s	0.000000	0.053570	0.227557	0.255038	0.179591	0.234891	0.049353	0.000000	0.000000	340.000000	201903.671875
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	2010s	0.000000	0.020341	0.233300	0.258039	0.285225	0.159576	0.043520	0.000000	0.000000	53.000000	35859.617188
CBSA Riverside-San Bernardino-Ontario, CA	Single-Family Detached	<1940	0.019050	0.336619	0.196375	0.095573	0.024411	0.068230	0.000000	0.115295	0.144446	47.000000	27837.115234
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	1940-59s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	1960-79s	0.196300	0.180452	0.319244	0.000000	0.000000	0.000000	0.000000	0.304004	0.000000	10.000000	8470.068359
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	1980-99s	0.500505	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.499495	2.000000	1803.255737
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	2000-09s	0.239184	0.241226	0.239184	0.000000	0.280405	0.000000	0.000000	0.000000	0.000000	4.000000	3218.690918
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	2010s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1670.577881
CBSA San Francisco-Oakland-Hayward, CA	Mobile Home	<1940	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	902.538574
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	1940-59s	0.106163	0.203995	0.074522	0.035388	0.000000	0.000000	0.000000	0.310824	0.269108	28.000000	21938.208984
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	1960-79s	0.000000	0.292440	0.098882	0.039527	0.021678	0.019932	0.000000	0.211549	0.315993	48.000000	38080.015625
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	1980-99s	0.000000	0.376413	0.166817	0.054214	0.000000	0.000000	0.000000	0.273361	0.129195	18.000000	14000.394531
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	2000-09s	0.073678	0.660719	0.000000	0.000000	0.000000	0.000000	0.000000	0.112157	0.153447	13.000000	10520.246094
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	2010s	0.000000	0.408685	0.000000	0.170235	0.000000	0.000000	0.000000	0.000000	0.421080	5.000000	4736.095215
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 2 - 4 Units	<1940	0.103190	0.300103	0.094404	0.040104	0.013006	0.020151	0.012608	0.205746	0.210688	75.000000	59692.535156
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	1940-59s	0.164617	0.047685	0.032362	0.035221	0.016573	0.000000	0.000000	0.345470	0.358073	62.000000	47244.906250
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	1960-79s	0.103518	0.195210	0.049418	0.007317	0.005996	0.000000	0.000000	0.336912	0.301630	161.000000	126594.132812
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	1980-99s	0.101607	0.194962	0.065363	0.000000	0.008609	0.000000	0.000000	0.265563	0.363895	114.000000	87418.914062
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	2000-09s	0.106680	0.276004	0.037667	0.000000	0.017970	0.000000	0.000000	0.275283	0.286395	55.000000	41879.445312
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	2010s	0.137958	0.185733	0.000000	0.000000	0.000000	0.000000	0.000000	0.423057	0.253252	20.000000	18004.396484
CBSA San Francisco-Oakland-Hayward, CA	Multi-Family with 5+ Units	<1940	0.269333	0.082094	0.017265	0.008697	0.026589	0.000000	0.000000	0.387802	0.208220	110.000000	87271.164062
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	1940-59s	0.031874	0.249933	0.095222	0.189456	0.180252	0.000000	0.031874	0.014360	0.207028	31.000000	23611.761719
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	1960-79s	0.021859	0.356119	0.282778	0.018608	0.018805	0.000000	0.000000	0.068043	0.233789	48.000000	40444.804688
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	1980-99s	0.000000	0.450809	0.266347	0.070488	0.013499	0.000000	0.000000	0.045235	0.153621	70.000000	55864.214844
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	2000-09s	0.000000	0.164701	0.366907	0.170685	0.053929	0.000000	0.056734	0.055519	0.131526	17.000000	13955.150391
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	2010s	0.000000	0.471729	0.105659	0.000000	0.422612	0.000000	0.000000	0.000000	0.000000	8.000000	7137.232422
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Attached	<1940	0.000000	0.426670	0.196301	0.143657	0.022558	0.000000	0.026499	0.022367	0.161948	43.000000	33647.402344
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	1940-59s	0.007937	0.437661	0.247094	0.109697	0.044644	0.022040	0.006026	0.018139	0.106762	304.000000	253531.453125
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	1960-79s	0.004988	0.254356	0.367027	0.189223	0.081750	0.055341	0.008152	0.008070	0.031093	234.000000	192000.437500
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	1980-99s	0.007482	0.130258	0.263655	0.271573	0.137559	0.140144	0.034777	0.000000	0.014550	193.000000	160677.125000
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	2000-09s	0.000000	0.079729	0.188061	0.209577	0.186714	0.255403	0.054595	0.025921	0.000000	72.000000	58793.128906
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	2010s	0.000000	0.000000	0.106772	0.495606	0.173134	0.171437	0.053051	0.000000	0.000000	17.000000	15051.238281
CBSA San Francisco-Oakland-Hayward, CA	Single-Family Detached	<1940	0.016227	0.380003	0.190760	0.129325	0.047654	0.092866	0.026600	0.015442	0.101122	198.000000	158547.625000
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	1940-59s	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	1960-79s	0.038413	0.473180	0.191522	0.000000	0.037127	0.000000	0.000000	0.033929	0.225829	27.000000	15120.639648
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	1980-99s	0.000000	0.409221	0.408116	0.041074	0.020537	0.000000	0.000000	0.061882	0.059171	46.000000	27075.486328
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	2000-09s	0.157413	0.454482	0.388106	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	4633.524902
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	2010s	0.000000	0.368010	0.294456	0.000000	0.000000	0.000000	0.000000	0.337534	0.000000	3.000000	2224.447998
CBSA Seattle-Tacoma-Bellevue, WA	Mobile Home	<1940	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	729.375671
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	1940-59s	0.000000	0.462809	0.000000	0.104122	0.000000	0.000000	0.000000	0.104010	0.329060	11.000000	6562.655273
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	1960-79s	0.051443	0.278763	0.023553	0.025852	0.000000	0.000000	0.000000	0.244311	0.376077	38.000000	25322.882812
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	1980-99s	0.024388	0.486239	0.024257	0.023384	0.000000	0.000000	0.000000	0.082929	0.358801	42.000000	26732.464844
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	2000-09s	0.000000	0.585228	0.223263	0.000000	0.000000	0.000000	0.000000	0.073537	0.117972	13.000000	8854.262695
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	2010s	0.323150	0.293174	0.383676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	2235.977051
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 2 - 4 Units	<1940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.328664	0.671336	8.000000	5143.176758
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	1940-59s	0.089841	0.098528	0.064603	0.000000	0.000000	0.000000	0.000000	0.409973	0.337056	23.000000	14160.776367
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	1960-79s	0.055760	0.174291	0.029895	0.014462	0.000000	0.000000	0.000000	0.348123	0.377469	138.000000	90409.593750
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	1980-99s	0.044690	0.262749	0.031253	0.000000	0.000000	0.000000	0.004647	0.279630	0.377030	226.000000	147050.171875
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	2000-09s	0.093651	0.288346	0.039555	0.031329	0.000000	0.000000	0.000000	0.293750	0.253368	101.000000	64525.570312
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	2010s	0.076678	0.182620	0.000000	0.000000	0.000000	0.000000	0.000000	0.384029	0.356673	43.000000	31632.425781
CBSA Seattle-Tacoma-Bellevue, WA	Multi-Family with 5+ Units	<1940	0.210858	0.167890	0.019346	0.000000	0.000000	0.000000	0.000000	0.397224	0.204683	49.000000	33620.816406
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	1940-59s	0.000000	0.000000	0.461695	0.000000	0.000000	0.000000	0.000000	0.177040	0.361265	5.000000	3513.793213
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	1960-79s	0.000000	0.298868	0.167164	0.079460	0.033079	0.045856	0.000000	0.072702	0.302870	26.000000	18011.505859
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	1980-99s	0.000000	0.388285	0.208169	0.138413	0.021986	0.024064	0.024064	0.000000	0.195018	42.000000	27092.785156
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	2000-09s	0.000000	0.382347	0.423012	0.081082	0.000000	0.025079	0.000000	0.061344	0.027137	37.000000	23782.660156
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	2010s	0.000000	0.593976	0.331273	0.000000	0.000000	0.074751	0.000000	0.000000	0.000000	11.000000	8712.396484
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Attached	<1940	0.000000	0.340425	0.000000	0.000000	0.659575	0.000000	0.000000	0.000000	0.000000	3.000000	1981.255859
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	1940-59s	0.000000	0.252049	0.272932	0.183700	0.045292	0.092498	0.033597	0.033908	0.086025	206.000000	136439.734375
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	1960-79s	0.003578	0.218268	0.243601	0.243134	0.120318	0.085706	0.029204	0.002400	0.053792	307.000000	200002.375000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	1980-99s	0.002872	0.148961	0.335406	0.202141	0.155632	0.102565	0.038073	0.002436	0.011915	328.000000	215626.875000
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	2000-09s	0.000000	0.087380	0.147308	0.315018	0.183237	0.202908	0.037070	0.011289	0.015791	181.000000	121461.171875
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	2010s	0.029168	0.047833	0.137242	0.221102	0.197367	0.279516	0.072974	0.000000	0.014796	63.000000	47398.812500
CBSA Seattle-Tacoma-Bellevue, WA	Single-Family Detached	<1940	0.005149	0.215772	0.228563	0.207800	0.047868	0.126185	0.031956	0.037964	0.098742	188.000000	127134.375000
