Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type	Option=Uninsulated	Option=Wall R-5	Option=Wall R-10	Option=Wall R-15	Option=None
CR11	1970s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR02	1980s	Heated Basement	Multi-Family with 5+ Units	0.3	0.34	0.36	0	0
CR05	1980s	Heated Basement	Multi-Family with 5+ Units	0.33	0.23	0.44	0	0
CR03	1980s	Heated Basement	Multi-Family with 5+ Units	0.31	0.34	0.35	0	0
CR04	1980s	Heated Basement	Multi-Family with 5+ Units	0.37	0.26	0.37	0	0
CR06	1980s	Heated Basement	Multi-Family with 5+ Units	0.4	0.04	0.56	0	0
CR07	1980s	Heated Basement	Multi-Family with 5+ Units	0.38	0.33	0.29	0	0
CR08	1980s	Heated Basement	Multi-Family with 5+ Units	0.11	0.15	0.74	0	0
CR09	1980s	Heated Basement	Multi-Family with 5+ Units	0.33	0.35	0.32	0	0
CR10	1980s	Heated Basement	Multi-Family with 5+ Units	0.91	0	0.09	0	0
CR11	1980s	Heated Basement	Multi-Family with 5+ Units	0.4	0.04	0.56	0	0
CR02	1990s	Heated Basement	Multi-Family with 5+ Units	0.06	0.26	0.45	0.23	0
CR05	1990s	Heated Basement	Multi-Family with 5+ Units	0.02	0.09	0.78	0.11	0
CR03	1990s	Heated Basement	Multi-Family with 5+ Units	0.1	0.34	0.43	0.12	0
CR04	1990s	Heated Basement	Multi-Family with 5+ Units	0.12	0.37	0.44	0.07	0
CR06	1990s	Heated Basement	Multi-Family with 5+ Units	0.02	0.34	0.28	0.36	0
CR07	1990s	Heated Basement	Multi-Family with 5+ Units	0.08	0.46	0.46	0	0
CR08	1990s	Heated Basement	Multi-Family with 5+ Units	0.07	0.06	0.69	0.19	0
CR09	1990s	Heated Basement	Multi-Family with 5+ Units	0.55	0.04	0.22	0.19	0
CR10	1990s	Heated Basement	Multi-Family with 5+ Units	0.3	0	0.7	0	0
CR11	1990s	Heated Basement	Multi-Family with 5+ Units	0.67	0.17	0.07	0.09	0
CR02	2000s	Heated Basement	Multi-Family with 5+ Units	0.01	0.3	0.51	0.18	0
CR05	2000s	Heated Basement	Multi-Family with 5+ Units	0.02	0.05	0.58	0.36	0
CR03	2000s	Heated Basement	Multi-Family with 5+ Units	0.06	0.15	0.56	0.22	0
CR04	2000s	Heated Basement	Multi-Family with 5+ Units	0.13	0.24	0.53	0.1	0
CR06	2000s	Heated Basement	Multi-Family with 5+ Units	0.03	0.04	0.07	0.87	0
CR07	2000s	Heated Basement	Multi-Family with 5+ Units	0.05	0.08	0.79	0.09	0
CR08	2000s	Heated Basement	Multi-Family with 5+ Units	0.09	0.23	0.51	0.17	0
CR09	2000s	Heated Basement	Multi-Family with 5+ Units	0.45	0.09	0.21	0.25	0
CR10	2000s	Heated Basement	Multi-Family with 5+ Units	0	0.51	0	0.49	0
CR11	2000s	Heated Basement	Multi-Family with 5+ Units	0.24	0	0.4	0.36	0
CR02	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR05	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR03	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR04	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR06	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR07	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR08	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR09	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR10	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR11	1940s	Heated Basement	Single-Family Detached	1	0	0	0	0
CR02	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR05	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR03	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR04	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR06	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR07	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR08	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR09	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR10	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR11	1940s	Heated Basement	Single-Family Attached	1	0	0	0	0
CR02	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR05	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR03	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR04	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR06	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR07	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR08	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR09	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR10	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR11	1940s	Heated Basement	Mobile Home	1	0	0	0	0
CR02	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR05	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR03	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR04	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR06	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR07	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR08	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR09	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR10	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR11	1940s	Heated Basement	Multi-Family with 2 - 4 Units	1	0	0	0	0
CR02	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR05	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR03	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR04	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR06	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR07	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR08	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR09	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR10	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR11	1940s	Heated Basement	Multi-Family with 5+ Units	1	0	0	0	0
CR02	2010s	Heated Basement	Single-Family Detached	0.01	0.3	0.51	0.18	0
CR05	2010s	Heated Basement	Single-Family Detached	0.02	0.05	0.58	0.36	0
CR03	2010s	Heated Basement	Single-Family Detached	0.06	0.15	0.56	0.22	0
CR04	2010s	Heated Basement	Single-Family Detached	0.13	0.24	0.53	0.1	0
CR06	2010s	Heated Basement	Single-Family Detached	0.03	0.04	0.07	0.87	0
CR07	2010s	Heated Basement	Single-Family Detached	0.05	0.08	0.79	0.09	0
CR08	2010s	Heated Basement	Single-Family Detached	0.09	0.23	0.51	0.17	0
CR09	2010s	Heated Basement	Single-Family Detached	0.45	0.09	0.21	0.25	0
CR10	2010s	Heated Basement	Single-Family Detached	0	0.51	0	0.49	0
CR11	2010s	Heated Basement	Single-Family Detached	0.24	0	0.4	0.36	0
CR02	2010s	Heated Basement	Single-Family Attached	0.01	0.3	0.51	0.18	0
CR05	2010s	Heated Basement	Single-Family Attached	0.02	0.05	0.58	0.36	0
CR03	2010s	Heated Basement	Single-Family Attached	0.06	0.15	0.56	0.22	0
CR04	2010s	Heated Basement	Single-Family Attached	0.13	0.24	0.53	0.1	0
CR06	2010s	Heated Basement	Single-Family Attached	0.03	0.04	0.07	0.87	0
CR07	2010s	Heated Basement	Single-Family Attached	0.05	0.08	0.79	0.09	0
CR08	2010s	Heated Basement	Single-Family Attached	0.09	0.23	0.51	0.17	0
CR09	2010s	Heated Basement	Single-Family Attached	0.45	0.09	0.21	0.25	0
CR10	2010s	Heated Basement	Single-Family Attached	0	0.51	0	0.49	0
CR11	2010s	Heated Basement	Single-Family Attached	0.24	0	0.4	0.36	0
CR02	2010s	Heated Basement	Mobile Home	0.01	0.3	0.51	0.18	0
CR05	2010s	Heated Basement	Mobile Home	0.02	0.05	0.58	0.36	0
CR03	2010s	Heated Basement	Mobile Home	0.06	0.15	0.56	0.22	0
CR04	2010s	Heated Basement	Mobile Home	0.13	0.24	0.53	0.1	0
CR06	2010s	Heated Basement	Mobile Home	0.03	0.04	0.07	0.87	0
CR07	2010s	Heated Basement	Mobile Home	0.05	0.08	0.79	0.09	0
CR08	2010s	Heated Basement	Mobile Home	0.09	0.23	0.51	0.17	0
CR09	2010s	Heated Basement	Mobile Home	0.45	0.09	0.21	0.25	0
CR10	2010s	Heated Basement	Mobile Home	0	0.51	0	0.49	0
CR11	2010s	Heated Basement	Mobile Home	0.24	0	0.4	0.36	0
CR02	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.01	0.3	0.51	0.18	0
CR05	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.02	0.05	0.58	0.36	0
CR03	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.06	0.15	0.56	0.22	0
CR04	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.13	0.24	0.53	0.1	0
CR06	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.03	0.04	0.07	0.87	0
CR07	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.05	0.08	0.79	0.09	0
CR08	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.09	0.23	0.51	0.17	0
CR09	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.45	0.09	0.21	0.25	0
CR10	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0	0.51	0	0.49	0
CR11	2010s	Heated Basement	Multi-Family with 2 - 4 Units	0.24	0	0.4	0.36	0
CR02	2010s	Heated Basement	Multi-Family with 5+ Units	0.01	0.3	0.51	0.18	0
CR05	2010s	Heated Basement	Multi-Family with 5+ Units	0.02	0.05	0.58	0.36	0
CR03	2010s	Heated Basement	Multi-Family with 5+ Units	0.06	0.15	0.56	0.22	0
CR04	2010s	Heated Basement	Multi-Family with 5+ Units	0.13	0.24	0.53	0.1	0
CR06	2010s	Heated Basement	Multi-Family with 5+ Units	0.03	0.04	0.07	0.87	0
CR07	2010s	Heated Basement	Multi-Family with 5+ Units	0.05	0.08	0.79	0.09	0
CR08	2010s	Heated Basement	Multi-Family with 5+ Units	0.09	0.23	0.51	0.17	0
CR09	2010s	Heated Basement	Multi-Family with 5+ Units	0.45	0.09	0.21	0.25	0
CR10	2010s	Heated Basement	Multi-Family with 5+ Units	0	0.51	0	0.49	0
CR11	2010s	Heated Basement	Multi-Family with 5+ Units	0.24	0	0.4	0.36	0
CR02	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	<1940	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	1950s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	1960s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	1970s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	1980s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	1990s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR05	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR03	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR04	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR06	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR07	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR08	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR09	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR10	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR11	2000s	Pier and Beam	Single-Family Attached	0	0	0	0	1
CR02	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	<1940	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	1950s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	1960s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	1970s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	1980s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	1990s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR05	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR03	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR04	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR06	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR07	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR08	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR09	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR10	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR11	2000s	Pier and Beam	Mobile Home	0	0	0	0	1
CR02	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	<1940	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	1950s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	1960s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	1970s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	1980s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	1990s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR05	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR03	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR04	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR06	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR07	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR08	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR09	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR10	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR11	2000s	Pier and Beam	Multi-Family with 2 - 4 Units	0	0	0	0	1
CR02	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR05	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR03	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR04	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR06	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR07	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR08	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR09	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR10	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR11	<1940	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR02	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR05	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR03	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR04	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR06	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR07	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR08	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
CR09	1950s	Pier and Beam	Multi-Family with 5+ Units	0	0	0	0	1
