Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
4C	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.17928	198.235
4C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	3.61703	38911.7
4C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.445674	0.344284	0.0789166	0.0406893	0.0904355	0	0	1.03994	10455.8
4C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.0293557	0.970644	0	0	0.127468	1424.47
4C	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	430.154
4C	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	52.0814
4C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.113	11717.4
4C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.59228	0.256473	0.0594899	0.0368587	0.0548987	0	0	0.443623	4355.66
4C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.0301662	0.969834	0	0	0.0257432	290.274
4C	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	63.3126
4C	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	7.66566
4C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.131666	1338.61
4C	Multi-Family with 5+ Units	4000+	Room AC	0	0.634512	0.182835	0.0624733	0.0265361	0.0936436	0	0	0.0410732	431.169
4C	Single-Family Attached	0-1499	Central AC	0	0	0	0	0.0384121	0.961588	0	0	6.75144	75836.1
4C	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	6.16763	54640.7
4C	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	6.16763	6615.69
4C	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	53.4603	561929
4C	Single-Family Attached	0-1499	Room AC	0.00212292	0.543436	0.245519	0.0816952	0.0285163	0.098711	0	0	18.1202	191007
4C	Single-Family Attached	1500-2499	Central AC	0	0	0	0	0.0898381	0.910162	0	0	4.74355	50012.7
4C	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	7.11442	57834
4C	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	7.11442	7002.32
4C	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	14.1828	136249
4C	Single-Family Attached	1500-2499	Room AC	0.0953016	0.590726	0.190919	0.0509521	0.044344	0.0277565	0	0	2.66663	24919.2
4C	Single-Family Attached	2500-3999	Central AC	0	0	0	0	0.154052	0.845948	0	0	2.20492	22481
4C	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.85467	15194.5
4C	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.85467	1839.69
4C	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	4.36419	41028.1
4C	Single-Family Attached	2500-3999	Room AC	0.121234	0.67456	0.122208	0.0330037	0.034516	0.0144781	0	0	1.13754	10380.8
4C	Single-Family Attached	4000+	Central AC	0	0	0	0	0.157746	0.842254	0	0	0.445301	4581.09
4C	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319678	2236.41
4C	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319678	270.777
4C	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.516277	4687.11
4C	Single-Family Attached	4000+	Room AC	0.0650868	0.755745	0.0911082	0.0362456	0.0259871	0.0258267	0	0	0.10532	1027.6
4C	Single-Family Detached	0-1499	Central AC	0	0	0	0	0.0384121	0.961588	0	0	6.75144	75836.1
4C	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	6.16763	54640.7
4C	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	6.16763	6615.69
4C	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	53.4603	561929
4C	Single-Family Detached	0-1499	Room AC	0.00212292	0.543436	0.245519	0.0816952	0.0285163	0.098711	0	0	18.1202	191007
4C	Single-Family Detached	1500-2499	Central AC	0	0	0	0	0.0898381	0.910162	0	0	4.74355	50012.7
4C	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	7.11442	57834
4C	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	7.11442	7002.32
4C	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	14.1828	136249
4C	Single-Family Detached	1500-2499	Room AC	0.0953016	0.590726	0.190919	0.0509521	0.044344	0.0277565	0	0	2.66663	24919.2
4C	Single-Family Detached	2500-3999	Central AC	0	0	0	0	0.154052	0.845948	0	0	2.20492	22481
4C	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.85467	15194.5
4C	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.85467	1839.69
4C	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	4.36419	41028.1
4C	Single-Family Detached	2500-3999	Room AC	0.121234	0.67456	0.122208	0.0330037	0.034516	0.0144781	0	0	1.13754	10380.8
4C	Single-Family Detached	4000+	Central AC	0	0	0	0	0.157746	0.842254	0	0	0.445301	4581.09
4C	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319678	2236.41
4C	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
4C	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319678	270.777
4C	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.516277	4687.11
4C	Single-Family Detached	4000+	Room AC	0.0650868	0.755745	0.0911082	0.0362456	0.0259871	0.0258267	0	0	0.10532	1027.6
5A	Mobile Home	0-1499	Central AC	0	0	0	0.00116388	0.0228758	0.97596	0	0	1.29078	45030.7
5A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.188333	6355.25
5A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.188333	769.47
5A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	1.54944	46618.5
5A	Mobile Home	0-1499	Room AC	0	0.320462	0.221505	0.324491	0.00512419	0.128417	0	0	8.5984	220943
5A	Mobile Home	1500-2499	Central AC	0	0	0	0.00445747	0.0545024	0.94104	0	0	0.9069	29697
5A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.217244	6726.65
5A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.217244	814.438
5A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.41106	11303.4
5A	Mobile Home	1500-2499	Room AC	0	0.454139	0.224555	0.263841	0.0103882	0.0470756	0	0	1.26537	28824.6
5A	Mobile Home	2500-3999	Central AC	0	0	0	0.0102378	0.0955502	0.894212	0	0	0.421549	13349
5A	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0566338	1767.27
5A	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0566338	213.974
5A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.126487	3403.76
5A	Mobile Home	2500-3999	Room AC	0	0.598923	0.166005	0.197374	0.00933845	0.028359	0	0	0.539784	12007.7
5A	Mobile Home	4000+	Central AC	0	0	0	0.00958911	0.0980652	0.892346	0	0	0.0851352	2720.21
5A	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00976162	260.117
5A	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00976162	31.494
5A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0149633	388.85
5A	Mobile Home	4000+	Room AC	0	0.627608	0.115756	0.202743	0.00657621	0.0473164	0	0	0.0499763	1188.65
5A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00265423	0.00970784	0.987638	0	0	14.2462	190278
5A	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	3112.93
5A	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	376.902
5A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	29.801	349591
5A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.226036	0.420555	0.200407	0.0176937	0.135308	0	0	97.451	1.00002e+06
5A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0103139	0.0234673	0.966219	0	0	10.0093	125485
5A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	3294.86
5A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	398.929
5A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	7.90608	84764
5A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.321904	0.428449	0.163753	0.0360473	0.0498465	0	0	14.3412	130464
5A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0240991	0.0418543	0.934047	0	0	4.65259	56406.3
5A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	865.644
5A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	104.809
5A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	2.43278	25524.7
5A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.458358	0.341973	0.132262	0.0349865	0.032421	0	0	6.1177	54348.4
5A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0226259	0.0430582	0.934316	0	0	0.939627	11494.3
5A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	127.411
5A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	15.4264
5A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.287795	2915.97
5A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.514604	0.255484	0.14556	0.0263969	0.0579559	0	0	0.566412	5379.99
5A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00265423	0.00970784	0.987638	0	0	14.2462	190278
5A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	3112.93
5A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.237989	376.902
5A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	29.801	349591
5A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.226036	0.420555	0.200407	0.0176937	0.135308	0	0	97.451	1.00002e+06
5A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0103139	0.0234673	0.966219	0	0	10.0093	125485
5A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	3294.86
5A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.274523	398.929
5A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	7.90608	84764
5A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.321904	0.428449	0.163753	0.0360473	0.0498465	0	0	14.3412	130464
5A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0240991	0.0418543	0.934047	0	0	4.65259	56406.3
5A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	865.644
5A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0715658	104.809
5A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	2.43278	25524.7
5A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.458358	0.341973	0.132262	0.0349865	0.032421	0	0	6.1177	54348.4
5A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0226259	0.0430582	0.934316	0	0	0.939627	11494.3
5A	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	127.411
5A	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0123353	15.4264
5A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.287795	2915.97
5A	Multi-Family with 5+ Units	4000+	Room AC	0	0.514604	0.255484	0.14556	0.0263969	0.0579559	0	0	0.566412	5379.99
5A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0284885	0.0542867	0.917225	0	0	246.427	3.00296e+06
5A	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	109959
5A	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	13313.5
5A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	116.853	1.22409e+06
5A	Single-Family Attached	0-1499	Room AC	0.00201883	0.41354	0.321904	0.178599	0.0266162	0.057322	0	0	249.884	2.38332e+06
5A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0971692	0.115189	0.787642	0	0	173.14	1.9804e+06
5A	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	116385
5A	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	14091.5
5A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	31.0006	296800
5A	Single-Family Attached	1500-2499	Room AC	0.0944671	0.468564	0.260919	0.116107	0.0431421	0.0168009	0	0	36.7737	310933
5A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.190169	0.172075	0.637756	0	0	80.4795	890201
5A	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	30577.4
5A	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	3702.2
5A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	9.5392	89374.3
5A	Single-Family Attached	2500-3999	Room AC	0.127871	0.569335	0.177713	0.0800246	0.0357315	0.00932494	0	0	15.687	129528
5A	Single-Family Attached	4000+	Central AC	0	0	0	0.17971	0.178182	0.642108	0	0	16.2535	181402
5A	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	4500.57
5A	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	544.912
5A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	1.12847	10210.2
5A	Single-Family Attached	4000+	Room AC	0.0707424	0.657302	0.136527	0.0905645	0.0277224	0.0171414	0	0	1.45239	12822.1
5A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0284885	0.0542867	0.917225	0	0	246.427	3.00296e+06
5A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	109959
5A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	9.44418	13313.5
5A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	116.853	1.22409e+06
5A	Single-Family Detached	0-1499	Room AC	0.00201883	0.41354	0.321904	0.178599	0.0266162	0.057322	0	0	249.884	2.38332e+06
5A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0971692	0.115189	0.787642	0	0	173.14	1.9804e+06
5A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	116385
5A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.8939	14091.5
5A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	31.0006	296800
5A	Single-Family Detached	1500-2499	Room AC	0.0944671	0.468564	0.260919	0.116107	0.0431421	0.0168009	0	0	36.7737	310933
5A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.190169	0.172075	0.637756	0	0	80.4795	890201
5A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	30577.4
5A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.83996	3702.2
5A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	9.5392	89374.3
5A	Single-Family Detached	2500-3999	Room AC	0.127871	0.569335	0.177713	0.0800246	0.0357315	0.00932494	0	0	15.687	129528
5A	Single-Family Detached	4000+	Central AC	0	0	0	0.17971	0.178182	0.642108	0	0	16.2535	181402
5A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	4500.57
5A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.489507	544.912
5A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	1.12847	10210.2
5A	Single-Family Detached	4000+	Room AC	0.0707424	0.657302	0.136527	0.0905645	0.0277224	0.0171414	0	0	1.45239	12822.1
5B	Mobile Home	0-1499	Central AC	0	0	0	0.000797337	0.0125791	0.986624	0	0	0.249904	5642.37
5B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0345919	1437.01
5B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0345919	173.988
5B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.716616	17872.7
5B	Mobile Home	0-1499	Room AC	0	0.521075	0.225359	0.18452	0.00371245	0.0653344	0	0	0.693906	17863.4
5B	Mobile Home	1500-2499	Central AC	0	0	0	0.00310224	0.0304468	0.966451	0	0	0.175583	3721.05
5B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.039902	1520.99
5B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.039902	184.156
5B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.190115	4333.52
5B	Mobile Home	1500-2499	Room AC	0	0.643009	0.198939	0.130643	0.00655363	0.0208555	0	0	0.102117	2330.5
5B	Mobile Home	2500-3999	Central AC	0	0	0	0.00727903	0.0545302	0.938191	0	0	0.081615	1672.63
5B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0104021	399.605
5B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0104021	48.3826
5B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0585004	1304.94
5B	Mobile Home	2500-3999	Room AC	0	0.763103	0.132343	0.0879467	0.0053015	0.0113058	0	0	0.0435615	970.836
5B	Mobile Home	4000+	Central AC	0	0	0	0.00682452	0.0560206	0.937155	0	0	0.0164828	340.843
5B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00179295	58.8162
5B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00179295	7.12124
5B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00692051	149.078
5B	Mobile Home	4000+	Room AC	0	0.795776	0.0918357	0.0899011	0.00371526	0.018772	0	0	0.00403317	96.1037
5B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00180824	0.00530857	0.992883	0	0	2.75816	23841.9
5B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0437123	703.88
5B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0437123	85.2231
5B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	13.783	134027
5B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.370864	0.431745	0.114992	0.0129351	0.0694638	0	0	7.86446	80852.3
5B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00708881	0.0129465	0.979965	0	0	1.93788	15723.4
5B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0504225	745.015
5B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0504225	90.2036
5B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	3.65656	32497
5B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.474148	0.39487	0.0843517	0.0236577	0.022973	0	0	1.15736	10548.2
5B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0167819	0.0233947	0.959823	0	0	0.900775	7067.73
5B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0131447	195.735
5B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0131447	23.6988
5B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.12516	9785.7
5B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.615809	0.287476	0.062143	0.0209437	0.013629	0	0	0.493709	4394.13
5B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0157571	0.0240695	0.960173	0	0	0.181919	1440.24
5B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00226568	28.8094
5B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00226568	3.48814
5B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.133105	1117.93
5B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.681359	0.211658	0.0674	0.0155728	0.0240102	0	0	0.0457104	434.978
5B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00180824	0.00530857	0.992883	0	0	2.75816	23841.9
5B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0437123	703.88
5B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0437123	85.2231
