Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	fallback_count	fallback_weight
NE, Howard County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Howard County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Howard County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Howard County	Single-Family Detached	Occupied	0.999654	0.00034601	0.964182	3007	282	815006
NE, Howard County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Jefferson County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Jefferson County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Jefferson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Jefferson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Jefferson County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Jefferson County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Jefferson County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Jefferson County	Single-Family Detached	Occupied	0.999654	0.00034601	1.05519	3903	282	815006
NE, Jefferson County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Johnson County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Johnson County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Johnson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Johnson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Johnson County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Johnson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Johnson County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Johnson County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Johnson County	Single-Family Detached	Occupied	0.999654	0.00034601	0.758521	2162	282	815006
NE, Johnson County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Kearney County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Kearney County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Kearney County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Kearney County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Kearney County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Kearney County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Kearney County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Kearney County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Kearney County	Single-Family Detached	Occupied	0.999654	0.00034601	0.988154	2924	282	815006
NE, Kearney County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Keith County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Keith County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Keith County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Keith County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Keith County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Keith County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Keith County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Keith County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Keith County	Single-Family Detached	Occupied	0.999654	0.00034601	1.19718	5365	282	815006
NE, Keith County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Keya Paha County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Keya Paha County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Keya Paha County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Keya Paha County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Keya Paha County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Keya Paha County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Keya Paha County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Keya Paha County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Keya Paha County	Single-Family Detached	Occupied	0.999654	0.00034601	0	506	282	815006
NE, Keya Paha County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Kimball County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Kimball County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Kimball County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Kimball County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Kimball County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Kimball County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Kimball County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Kimball County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Kimball County	Single-Family Detached	Occupied	0.999654	0.00034601	0.530317	1970	282	815006
NE, Kimball County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Knox County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Knox County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Knox County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Knox County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Knox County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Knox County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Knox County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Knox County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Knox County	Single-Family Detached	Occupied	0.999654	0.00034601	1.24924	4840	282	815006
NE, Knox County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Lancaster County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Lancaster County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Lancaster County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Lancaster County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Lancaster County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Lancaster County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Lancaster County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Lancaster County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Lancaster County	Single-Family Detached	Occupied	0.99962	0.00037971	47.5575	125247	47.5575	125247
NE, Lancaster County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Lincoln County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Lincoln County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Lincoln County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Lincoln County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Lincoln County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Lincoln County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Lincoln County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Lincoln County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Lincoln County	Single-Family Detached	Occupied	0.999654	0.00034601	5.20858	16632	282	815006
NE, Lincoln County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Logan County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Logan County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Logan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Logan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Logan County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Logan County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Logan County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Logan County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Logan County	Single-Family Detached	Occupied	0.999654	0.00034601	0	421	282	815006
NE, Logan County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Loup County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Loup County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Loup County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Loup County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Loup County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Loup County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Loup County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Loup County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Loup County	Single-Family Detached	Occupied	0.999654	0.00034601	0	417	282	815006
NE, Loup County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Madison County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Madison County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Madison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Madison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Madison County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Madison County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Madison County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Madison County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Madison County	Single-Family Detached	Occupied	0.999654	0.00034601	5.23634	15101	282	815006
NE, Madison County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, McPherson County	Mobile Home	Occupied	1	0	0	1	0	93
NE, McPherson County	Mobile Home	Vacant	1	0	0	1	0	93
NE, McPherson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, McPherson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, McPherson County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, McPherson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, McPherson County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, McPherson County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, McPherson County	Single-Family Detached	Occupied	0.999654	0.00034601	0	240	282	815006
NE, McPherson County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Merrick County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Merrick County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Merrick County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Merrick County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Merrick County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Merrick County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Merrick County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Merrick County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Merrick County	Single-Family Detached	Occupied	0.999654	0.00034601	1.16538	3740	282	815006
NE, Merrick County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Morrill County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Morrill County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Morrill County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Morrill County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Morrill County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Morrill County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Morrill County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Morrill County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Morrill County	Single-Family Detached	Occupied	0.999654	0.00034601	0.692972	2422	282	815006
NE, Morrill County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Nance County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Nance County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Nance County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Nance County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Nance County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Nance County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Nance County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Nance County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Nance County	Single-Family Detached	Occupied	0.999654	0.00034601	0.523166	1838	282	815006
NE, Nance County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Nemaha County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Nemaha County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Nemaha County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Nemaha County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Nemaha County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Nemaha County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Nemaha County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Nemaha County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Nemaha County	Single-Family Detached	Occupied	0.999654	0.00034601	1.04324	3499	282	815006
NE, Nemaha County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Nuckolls County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Nuckolls County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Nuckolls County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Nuckolls County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Nuckolls County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Nuckolls County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Nuckolls County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Nuckolls County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Nuckolls County	Single-Family Detached	Occupied	0.999654	0.00034601	0.622186	2454	282	815006
NE, Nuckolls County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Otoe County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Otoe County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Otoe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Otoe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Otoe County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Otoe County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Otoe County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Otoe County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Otoe County	Single-Family Detached	Occupied	0.999654	0.00034601	2.38906	7073	282	815006
NE, Otoe County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Pawnee County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Pawnee County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Pawnee County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Pawnee County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Pawnee County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Pawnee County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Pawnee County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Pawnee County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Pawnee County	Single-Family Detached	Occupied	0.999654	0.00034601	0	1601	282	815006
NE, Pawnee County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Perkins County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Perkins County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Perkins County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Perkins County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Perkins County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Perkins County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Perkins County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Perkins County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Perkins County	Single-Family Detached	Occupied	0.999654	0.00034601	0.432021	1444	282	815006
NE, Perkins County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Phelps County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Phelps County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Phelps County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Phelps County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Phelps County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Phelps County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Phelps County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Phelps County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Phelps County	Single-Family Detached	Occupied	0.999654	0.00034601	1.34521	4208	282	815006
NE, Phelps County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Pierce County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Pierce County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Pierce County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Pierce County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Pierce County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Pierce County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Pierce County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Pierce County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Pierce County	Single-Family Detached	Occupied	0.999654	0.00034601	1.06741	3224	282	815006
NE, Pierce County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Platte County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Platte County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Platte County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Platte County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Platte County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Platte County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Platte County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Platte County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Platte County	Single-Family Detached	Occupied	0.999654	0.00034601	4.98233	13606	282	815006
NE, Platte County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Polk County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Polk County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Polk County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Polk County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Polk County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Polk County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Polk County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Polk County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Polk County	Single-Family Detached	Occupied	0.999654	0.00034601	0	2707	282	815006
NE, Polk County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Red Willow County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Red Willow County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Red Willow County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Red Willow County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Red Willow County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Red Willow County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Red Willow County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Red Willow County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Red Willow County	Single-Family Detached	Occupied	0.999654	0.00034601	1.59907	5275	282	815006
NE, Red Willow County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Richardson County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Richardson County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Richardson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Richardson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Richardson County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Richardson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Richardson County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Richardson County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Richardson County	Single-Family Detached	Occupied	0.999654	0.00034601	1.17579	4390	282	815006
NE, Richardson County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Rock County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Rock County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Rock County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Rock County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Rock County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Rock County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Rock County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Rock County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Rock County	Single-Family Detached	Occupied	0.999654	0.00034601	0	878	282	815006
NE, Rock County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Saline County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Saline County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Saline County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Saline County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Saline County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Saline County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Saline County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Saline County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Saline County	Single-Family Detached	Occupied	0.999654	0.00034601	2.12105	5790	282	815006
NE, Saline County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Sarpy County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Sarpy County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Sarpy County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Sarpy County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Sarpy County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Sarpy County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Sarpy County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Sarpy County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Sarpy County	Single-Family Detached	Occupied	0.999577	0.000423452	27.8424	65751	27.8424	65751
NE, Sarpy County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Saunders County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Saunders County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Saunders County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Saunders County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Saunders County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Saunders County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Saunders County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Saunders County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Saunders County	Single-Family Detached	Occupied	0.999654	0.00034601	3.22052	9380	282	815006
NE, Saunders County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Scotts Bluff County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Scotts Bluff County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Scotts Bluff County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Scotts Bluff County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Scotts Bluff County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Scotts Bluff County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Scotts Bluff County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Scotts Bluff County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Scotts Bluff County	Single-Family Detached	Occupied	0.999654	0.00034601	5.32756	16327	282	815006
NE, Scotts Bluff County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Seward County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Seward County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Seward County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Seward County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Seward County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Seward County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Seward County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Seward County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Seward County	Single-Family Detached	Occupied	0.999654	0.00034601	2.58052	6993	282	815006
NE, Seward County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Sheridan County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Sheridan County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Sheridan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Sheridan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Sheridan County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Sheridan County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Sheridan County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Sheridan County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Sheridan County	Single-Family Detached	Occupied	0.999654	0.00034601	0.774837	2901	282	815006
NE, Sheridan County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Sherman County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Sherman County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Sherman County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Sherman County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Sherman County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Sherman County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Sherman County	Single-Family Attached	Occupied	1	0	0	1	0	93
NE, Sherman County	Single-Family Attached	Vacant	1	0	0	1	0	93
NE, Sherman County	Single-Family Detached	Occupied	0.999654	0.00034601	0.448894	1940	282	815006
NE, Sherman County	Single-Family Detached	Vacant	1	0	0	1	0	93
NE, Sioux County	Mobile Home	Occupied	1	0	0	1	0	93
NE, Sioux County	Mobile Home	Vacant	1	0	0	1	0	93
NE, Sioux County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	93
NE, Sioux County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	93
NE, Sioux County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	93
NE, Sioux County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	93
NE, Sioux County	Single-Family Attached	Occupied	1	0	0	1	0	93
