Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
3C	Multi-Family with 5+ Units	4000+	Room AC	0	0.718102	0.170879	0.111019	0	0	0	0.00228092	17.3522	1.04241e-06
3C	Single-Family Attached	0-1499	Central AC	0	0	0	0	0.00820049	0.9918	0	17.4674	132035	0.000260973
3C	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	2.31233e-17	2.35987e-17	0
3C	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	83.3333	669128	0.000932931
3C	Single-Family Attached	0-1499	Room AC	0	0.436469	0.259587	0.218686	0	0.085258	0	11.7378	92871.1	9.35788e-05
3C	Single-Family Attached	1500-2499	Central AC	0	0	0	0	0.016905	0.983095	0	9.46892	68743.5	0.000148893
3C	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.0662e-17	1.95941e-17	0
3C	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	10.672	77655.3	0.000516542
3C	Single-Family Attached	1500-2499	Room AC	0	0.649085	0.187178	0.156061	0	0.00767622	0	0.889696	6596.64	5.16439e-05
3C	Single-Family Attached	2500-3999	Central AC	0	0	0	0	0.0289209	0.971079	0	2.86403	20203	3.18823e-05
3C	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	3.99623e-18	3.71061e-18	0
3C	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.37776	10263.1	7.77216e-05
3C	Single-Family Attached	2500-3999	Room AC	0	0.729652	0.167199	0.0847868	0	0.0183622	0	0.133781	964.989	6.10953e-06
3C	Single-Family Attached	4000+	Central AC	0	0	0	0	0.0362924	0.963708	0	0.386627	2689.58	6.67489e-06
3C	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	5.31705e-19	4.22196e-19	0
3C	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.131769	855.342	2.50979e-05
3C	Single-Family Attached	4000+	Room AC	0	0.850999	0.0848313	0.0641694	0	0	0	0.00580496	41.0993	2.28619e-06
3C	Single-Family Detached	0-1499	Central AC	0	0	0	0	0.00820049	0.9918	0	17.4674	132035	0.000656874
3C	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	2.31233e-17	2.35987e-17	0
3C	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	83.3333	669128	0.00313261
3C	Single-Family Detached	0-1499	Room AC	0	0.436469	0.259587	0.218686	0	0.085258	0	11.7378	92871.1	0.000419349
3C	Single-Family Detached	1500-2499	Central AC	0	0	0	0	0.016905	0.983095	0	9.46892	68743.5	0.00115338
3C	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	2.0662e-17	1.95941e-17	0
3C	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	10.672	77655.3	0.00417325
3C	Single-Family Detached	1500-2499	Room AC	0	0.649085	0.187178	0.156061	0	0.00767622	0	0.889696	6596.64	0.000467575
3C	Single-Family Detached	2500-3999	Central AC	0	0	0	0	0.0289209	0.971079	0	2.86403	20203	0.000499884
3C	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	3.99623e-18	3.71061e-18	0
3C	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.37776	10263.1	0.00148859
3C	Single-Family Detached	2500-3999	Room AC	0	0.729652	0.167199	0.0847868	0	0.0183622	0	0.133781	964.989	0.000147808
3C	Single-Family Detached	4000+	Central AC	0	0	0	0	0.0362924	0.963708	0	0.386627	2689.58	8.41068e-05
3C	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	5.31705e-19	4.22196e-19	0
3C	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.131769	855.342	0.000300952
3C	Single-Family Detached	4000+	Room AC	0	0.850999	0.0848313	0.0641694	0	0	0	0.00580496	41.0993	3.21628e-05
4A	Mobile Home	0-1499	Central AC	0	0	0	0.000874794	0.0116556	0.98747	0	2.20864	55258.2	0.00300014
4A	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	1.47788	46494.8	0.00255853
4A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.881993	26086.5	0.000552418
4A	Mobile Home	0-1499	Room AC	0	0.186291	0.203614	0.416531	0.0107469	0.182818	0	6.83227	189809	0.00266847
4A	Mobile Home	1500-2499	Central AC	0	0	0	0.00276677	0.0238933	0.97334	0	1.19729	28769.9	0.000984041
4A	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	1.32057	38604.8	0.000883313
4A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.112952	3027.45	0.000134577
4A	Mobile Home	1500-2499	Room AC	0	0.367102	0.194548	0.393883	0.0226564	0.0218111	0	0.517871	13482.1	0.000672489
4A	Mobile Home	2500-3999	Central AC	0	0	0	0.00629018	0.0405254	0.953184	0	0.362139	8455.2	6.79244e-05
4A	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.255411	7310.75	5.16633e-05
4A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0145821	400.114	8.31501e-06
4A	Mobile Home	2500-3999	Room AC	0	0.479757	0.202035	0.248784	0.0087681	0.0606564	0	0.0778707	1972.23	4.13226e-05
4A	Mobile Home	4000+	Central AC	0	0	0	0.00708739	0.0506562	0.942256	0	0.0488866	1125.62	1.90643e-05
4A	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.0339829	831.822	1.63304e-05
4A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00139463	33.3462	2.21336e-06
4A	Mobile Home	4000+	Room AC	0	0.658026	0.120547	0.221427	0	0	0	0.00337893	83.9983	1.41089e-05
4A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00198819	0.00599035	0.992021	0	24.4351	234057	0.00595975
4A	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.91707	23336.3	0.00211046
4A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	17.7512	204109	0.00222375
4A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.13916	0.384329	0.255751	0.0368924	0.183868	0	79.174	879728	0.00630462
4A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00631095	0.0123243	0.981365	0	13.2461	121861	0.000903485
4A	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	1.71302	19376.3	0.00022468
4A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.27329	23687.8	0.000298903
4A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.278969	0.373567	0.246027	0.0791205	0.0223157	0	6.00121	62487.1	0.000846954
4A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0144011	0.020981	0.964618	0	4.00648	35813.6	0.000131153
4A	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.331314	3669.36	2.49618e-05
4A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.293483	3130.62	7.07126e-05
4A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.364361	0.387712	0.155302	0.0306016	0.0620227	0	0.902384	9140.92	0.000205987
4A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0162913	0.0263311	0.957378	0	0.540852	4767.78	0.000102764
4A	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0440818	417.502	2.681e-05
4A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0280685	260.911	3.55979e-05
4A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.574882	0.266112	0.159005	0	0	0	0.0391559	389.316	0.00010081
4A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00198819	0.00599035	0.992021	0	24.4351	234057	0.0165542
4A	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	1.91707	23336.3	0.00786713
4A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	17.7512	204109	0.0045821
4A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.13916	0.384329	0.255751	0.0368924	0.183868	0	79.174	879728	0.013052
4A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00631095	0.0123243	0.981365	0	13.2461	121861	0.00127406
4A	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	1.71302	19376.3	0.000595636
4A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	2.27329	23687.8	0.000311059
4A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.278969	0.373567	0.246027	0.0791205	0.0223157	0	6.00121	62487.1	0.000870056
4A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0144011	0.020981	0.964618	0	4.00648	35813.6	0.000206303
4A	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.331314	3669.36	7.5215e-05
4A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.293483	3130.62	6.86581e-05
4A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.364361	0.387712	0.155302	0.0306016	0.0620227	0	0.902384	9140.92	0.000191078
4A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0162913	0.0263311	0.957378	0	0.540852	4767.78	8.77957e-05
4A	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.0440818	417.502	5.06513e-05
4A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0280685	260.911	3.01823e-05
4A	Multi-Family with 5+ Units	4000+	Room AC	0	0.574882	0.266112	0.159005	0	0	0	0.0391559	389.316	8.10905e-05
4A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0217975	0.0342168	0.943986	0	425.221	3.71702e+06	0.00537662
4A	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	76.0756	824318	0.0011747
4A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	68.1818	698519	0.000663668
4A	Single-Family Attached	0-1499	Room AC	0.000811035	0.281224	0.325362	0.252081	0.0613793	0.0791424	0	201.498	2.08367e+06	0.00261091
4A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0644568	0.0655809	0.869962	0	230.509	1.93525e+06	0.00492589
4A	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	67.9781	684434	0.00111997
4A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	8.73166	81066.3	0.000408726
4A	Single-Family Attached	1500-2499	Room AC	0.0125908	0.440485	0.247097	0.189471	0.102851	0.00750501	0	15.2731	148003	0.00151439
4A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.132052	0.100234	0.767714	0	69.7211	568750	0.00101383
4A	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	13.1476	129614	0.000190206
4A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.12726	10713.9	9.02416e-05
4A	Single-Family Attached	2500-3999	Room AC	0.0375857	0.547121	0.243885	0.113741	0.0378306	0.0198366	0	2.29657	21650.6	0.000372809
4A	Single-Family Attached	4000+	Central AC	0	0	0	0.144036	0.12129	0.734674	0	9.41195	75716.3	0.000173747
4A	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	1.74931	14747.6	2.55051e-05
4A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.107811	892.912	2.72367e-05
4A	Single-Family Attached	4000+	Room AC	0.0222348	0.735816	0.142686	0.0992632	0	0	0	0.0996518	922.108	0.000127914
4A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0217975	0.0342168	0.943986	0	425.221	3.71702e+06	0.0202569
4A	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	76.0756	824318	0.00457581
4A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	68.1818	698519	0.00270543
4A	Single-Family Detached	0-1499	Room AC	0.000811035	0.281224	0.325362	0.252081	0.0613793	0.0791424	0	201.498	2.08367e+06	0.00984982
4A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0644568	0.0655809	0.869962	0	230.509	1.93525e+06	0.0309496
4A	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	67.9781	684434	0.00700163
4A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	8.73166	81066.3	0.00297644
4A	Single-Family Detached	1500-2499	Room AC	0.0125908	0.440485	0.247097	0.189471	0.102851	0.00750501	0	15.2731	148003	0.0105251
4A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.132052	0.100234	0.767714	0	69.7211	568750	0.0160771
4A	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	13.1476	129614	0.00359841
4A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.12726	10713.9	0.00118324
4A	Single-Family Detached	2500-3999	Room AC	0.0375857	0.547121	0.243885	0.113741	0.0378306	0.0198366	0	2.29657	21650.6	0.00418843
4A	Single-Family Detached	4000+	Central AC	0	0	0	0.144036	0.12129	0.734674	0	9.41195	75716.3	0.00374964
4A	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	1.74931	14747.6	0.000850398
4A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.107811	892.912	0.000261134
4A	Single-Family Detached	4000+	Room AC	0.0222348	0.735816	0.142686	0.0992632	0	0	0	0.0996518	922.108	0.000949863
4B	Mobile Home	0-1499	Central AC	0	0	0	0.000516236	0.0103278	0.989156	0	1.11141	1810.13	0.000266607
4B	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.256046	449.526	3.96323e-05
4B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	1.42099	2230.31	0.000311158
4B	Mobile Home	0-1499	Room AC	0	0.140528	0.0916584	0.236488	0.0018338	0.529492	0	2.58698	3674.67	9.6159e-05
4B	Mobile Home	1500-2499	Central AC	0	0	0	0.00163633	0.021218	0.977146	0	0.602486	942.434	8.48333e-05
4B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.228792	373.243	1.40663e-05
4B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.181978	258.838	9.14667e-05
4B	Mobile Home	1500-2499	Room AC	0	0.422675	0.133672	0.341332	0.00590074	0.0964201	0	0.196087	261.012	1.7862e-05
4B	Mobile Home	2500-3999	Central AC	0	0	0	0.00373276	0.0361099	0.960157	0	0.182232	276.972	5.16137e-06
4B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0442506	70.6826	7.71564e-07
4B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0234934	34.2084	7.21726e-06
4B	Mobile Home	2500-3999	Room AC	0	0.469228	0.117919	0.183137	0.00193983	0.227777	0	0.029485	38.1821	1.63737e-06
4B	Mobile Home	4000+	Central AC	0	0	0	0.00421219	0.0452051	0.950583	0	0.0246002	36.8726	7.95675e-07
4B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00588761	8.04231	8.094e-08
4B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.0022469	2.85099	9.27985e-07
4B	Mobile Home	4000+	Room AC	0	0.733897	0.0802311	0.185872	0	0	0	0.0012794	1.62619	5.28065e-07
4B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	7667.13	0.000206549
4B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	225.623	2.66607e-05
4B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	28.5991	17450.7	0.000113713
4B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	17031.4	4.50139e-05
4B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	3991.86	1.86986e-05
4B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	187.336	2.43015e-06
4B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	2025.23	8.1463e-06
4B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	1209.74	3.1036e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	1173.17	1.58953e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	35.4765	2.24661e-07
4B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	267.658	1.23253e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	176.967	6.27687e-07
4B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	156.181	1.19407e-06
4B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	4.03654	1.92191e-07
4B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0452215	22.3071	9.32237e-07
4B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	7.53708	4.93662e-07
4B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00117305	0.00530691	0.99352	0	12.2959	7667.13	0.000390201
4B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.332137	225.623	7.21498e-05
4B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	28.5991	17450.7	0.000192746
4B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.10912	0.17984	0.150937	0.00654367	0.55356	0	29.9785	17031.4	7.11386e-05
4B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00373288	0.0109458	0.985321	0	6.66554	3991.86	1.00892e-05
4B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.296784	187.336	2.24852e-06
4B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	3.66252	2025.23	4.23417e-06
4B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.352838	0.281956	0.234202	0.0226362	0.108368	0	2.2723	1209.74	1.4425e-06
4B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.00855529	0.0187154	0.972729	0	2.0161	1173.17	1.08499e-06
4B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0574008	35.4765	2.05377e-07
4B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.472833	267.658	2.84029e-07
4B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.380465	0.241594	0.122054	0.00722809	0.248659	0	0.34168	176.967	8.75085e-08
4B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0096918	0.0235207	0.966787	0	0.272162	156.181	5.04203e-07
4B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00763728	4.03654	1.39361e-07
4B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.0452215	22.3071	3.85647e-07
4B	Multi-Family with 5+ Units	4000+	Room AC	0	0.673669	0.186092	0.140239	0	0	0	0.014826	7.53708	1.57336e-07
4B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	121761	9.43736e-05
4B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	7969.76	6.94621e-06
4B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	109.848	59721.1	3.01524e-05
4B	Single-Family Attached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	40339.4	1.37524e-05
4B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	63394.1	5.03341e-05
4B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	6617.33	4.15377e-06
4B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	14.0677	6930.9	1.32284e-05
4B	Single-Family Attached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	2865.31	5.98479e-06
4B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	18630.9	1.00334e-05
4B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	1253.15	8.83322e-07
4B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	1.81614	916.001	2.98321e-06
4B	Single-Family Attached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	419.151	1.44977e-06
4B	Single-Family Attached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	2480.28	2.96698e-06
4B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	142.584	1.75879e-07
4B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.173695	76.3411	6.53136e-07
4B	Single-Family Attached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	17.8518	2.79728e-07
4B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0130091	0.0306631	0.956328	0	213.975	121761	0.00111271
4B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	13.1803	7969.76	6.14685e-05
4B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	109.848	59721.1	0.000511182
4B	Single-Family Detached	0-1499	Room AC	0	0.286128	0.197546	0.193037	0.0141262	0.309163	0	76.2954	40339.4	0.000265206
4B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0393113	0.0600563	0.900632	0	115.994	63394.1	0.00148106
4B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	11.7774	6617.33	8.59102e-05
4B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	14.0677	6930.9	0.000528081
4B	Single-Family Detached	1500-2499	Room AC	0	0.56283	0.188412	0.182213	0.0297271	0.0368186	0	5.78302	2865.31	0.000254203
4B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0832758	0.0949122	0.821812	0	35.0843	18630.9	0.000626985
4B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	2.27785	1253.15	3.84362e-05
4B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	1.81614	916.001	0.000164884
4B	Single-Family Detached	2500-3999	Room AC	0	0.633986	0.168646	0.099198	0.00991598	0.088254	0	0.869576	419.151	7.5255e-05
4B	Single-Family Detached	4000+	Central AC	0	0	0	0.0915541	0.115761	0.792685	0	4.73618	2480.28	0.000157637
4B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.303072	142.584	9.46592e-06
4B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.173695	76.3411	3.57912e-05
4B	Single-Family Detached	4000+	Room AC	0	0.821522	0.0950658	0.0834121	0	0	0	0.0377323	17.8518	1.60017e-05
4C	Mobile Home	0-1499	Central AC	0	0	0	0	0.0169383	0.983062	0	0.0411108	1290.05	0.000238893
4C	Mobile Home	0-1499	Heat Pump	0	0	0	0	0	1	0	0.139253	3937.65	0.00021797
4C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0.801812	23793.3	0.000271366
4C	Mobile Home	0-1499	Room AC	0	0.418635	0.181008	0.153217	0.00706394	0.240076	0	0.674383	18771	0.000533507
4C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.0345941	0.965406	0	0.0222858	671.656	0.000100111
4C	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.124431	3269.45	8.96725e-05
4C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.102683	2761.32	0.000114652
4C	Mobile Home	1500-2499	Room AC	0	0.695388	0.145785	0.12213	0.012553	0.0241437	0	0.0511167	1333.31	0.000152001
4C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.058436	0.941564	0	0.00674071	197.393	8.85533e-06
4C	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0240661	619.148	7.36612e-06
4C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.0132565	364.941	9.88402e-06
4C	Mobile Home	2500-3999	Room AC	0	0.751484	0.12519	0.0637874	0.00401718	0.0555213	0	0.00768627	195.043	1.10554e-05
4C	Mobile Home	4000+	Central AC	0	0	0	0	0.0727667	0.927233	0	0.000909957	26.2784	2.00543e-06
4C	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.00320203	70.4471	2.03202e-06
4C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.00126784	30.4148	2.38136e-06
4C	Mobile Home	4000+	Room AC	0	0.886878	0.0642722	0.04885	0	0	0	0.000333519	8.30695	3.93032e-06
4C	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0	0.00873775	0.991262	0	0.454825	5464.23	2.18788e-05
4C	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.180636	1976.36	0.000260858
4C	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	16.1374	186166	0.00116239
4C	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.308356	0.33689	0.0927615	0.0239107	0.238083	0	7.81491	87000.1	0.000220877
4C	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0	0.0180021	0.981998	0	0.246557	2844.93	1.80285e-06
4C	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.161409	1640.98	2.68455e-05
4C	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	2.06663	21605.4	0.000104892
4C	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.554387	0.293678	0.08003	0.0459899	0.0259151	0	0.592352	6179.62	2.13161e-05
4C	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0	0.0307735	0.969226	0	0.074575	836.096	1.31516e-07
4C	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.031218	310.759	6.07909e-07
4C	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.266803	2855.41	4.68454e-06
4C	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.61929	0.260687	0.0432071	0.0152133	0.0616025	0	0.0890703	903.986	7.6306e-07
4C	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0	0.0385985	0.961402	0	0.0100672	111.307	1.02935e-07
4C	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.00415361	35.3583	1.74151e-06
4C	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.0255169	237.975	9.38769e-06
4C	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.814072	0.149072	0.0368561	0	0	0	0.0038649	38.5011	1.14613e-06
4C	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0	0.00873775	0.991262	0	0.454825	5464.23	4.26644e-05
