ParameterName=Heating Equipment																																							
Dependency=Location	Dependency=Vintage	Dependency=Heating Fuel	"Gas Boiler, 80% AFUE"	"Gas Boiler, 76% AFUE"	"Gas Boiler, 72% AFUE"	"Propane Boiler, 80% AFUE"	"Propane Boiler, 76% AFUE"	"Propane Boiler, 72% AFUE"	"Oil Boiler, 90% AFUE"	"Oil Boiler, 80% AFUE"	"Oil Boiler, 76% AFUE"	"Electric Boiler, 100% AFUE"	"Gas Furnace, 96% AFUE"	"Gas Furnace, 92.5% AFUE"	"Gas Furnace, 80% AFUE"	"Gas Furnace, 76% AFUE"	"Gas Furnace, 60% AFUE"	"Propane Furnace, 96% AFUE"	"Propane Furnace, 92% AFUE"	"Propane Furnace, 80% AFUE"	"Propane Furnace, 76% AFUE"	"Propane Furnace, 60% AFUE"	"Oil Furnace, 95% AFUE"	"Oil Furnace, 90% AFUE"	"Oil Furnace, 80% AFUE"	"Oil Furnace, 76% AFUE"	"Gas Wall/Floor Furnace, 68% AFUE"	"Gas Wall/Floor Furnace, 60% AFUE"	"Propane Wall/Floor Furnace, 68% AFUE"	"Propane Wall/Floor Furnace, 60% AFUE"	"Oil Wall/Floor Furnace, 68% AFUE"	"Oil Wall/Floor Furnace, 60% AFUE"	"Electric Furnace, 100% AFUE"	"Electric Baseboard, 100% Efficiency"	"ASHP, SEER 15, 8.5 HSPF"	"ASHP, SEER 13, 7.7 HSPF"	"ASHP, SEER 10, 6.2 HSPF"	"ASHP, SEER 8, 6.0 HSPF"	No Heating
CR03	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	2000s	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	2000s	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	Natural Gas	0.13	0.01	0	0	0	0	0	0	0	0	0	0.29	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR03	pre-1950	Natural Gas	0.06	0	0	0	0	0	0	0	0	0	0	0.27	0.52	0	0	0	0	0	0	0	0	0	0	0	0.11	0.05	0	0	0	0	0	0	0	0	0	0	0
CR04	pre-1950	Natural Gas	0.4	0.03	0	0	0	0	0	0	0	0	0	0.17	0.33	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0.01
CR05	pre-1950	Natural Gas	0.11	0.01	0	0	0	0	0	0	0	0	0	0.3	0.57	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
CR06	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.29	0.56	0	0	0	0	0	0	0	0	0	0	0	0.11	0.05	0	0	0	0	0	0	0	0	0	0	0
CR07	pre-1950	Natural Gas	0.32	0.03	0	0	0	0	0	0	0	0	0	0.22	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR08	pre-1950	Natural Gas	0.1	0.01	0	0	0	0	0	0	0	0	0	0.26	0.5	0	0	0	0	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0	0	0	0	0	0
CR09	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.23	0.44	0	0	0	0	0	0	0	0	0	0	0	0.24	0.1	0	0	0	0	0	0	0	0	0	0	0
CR10	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.34	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR11	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0.2	0.39	0	0	0	0	0	0	0	0	0	0	0	0.29	0.12	0	0	0	0	0	0	0	0	0	0	0
CR12	pre-1950	Natural Gas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	Propane/LPG	0	0	0	0.13	0.01	0	0	0	0	0	0	0	0	0	0	0	0.29	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
CR03	pre-1950	Propane/LPG	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.52	0	0	0	0	0	0	0	0	0.11	0.05	0	0	0	0	0	0	0	0	0
CR04	pre-1950	Propane/LPG	0	0	0	0.4	0.03	0	0	0	0	0	0	0	0	0	0	0	0.17	0.33	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0	0	0.01
CR05	pre-1950	Propane/LPG	0	0	0	0.11	0.01	0	0	0	0	0	0	0	0	0	0	0	0.3	0.57	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
CR06	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.56	0	0	0	0	0	0	0	0	0.11	0.05	0	0	0	0	0	0	0	0	0
CR07	pre-1950	Propane/LPG	0	0	0	0.32	0.03	0	0	0	0	0	0	0	0	0	0	0	0.22	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR08	pre-1950	Propane/LPG	0	0	0	0.1	0.01	0	0	0	0	0	0	0	0	0	0	0	0.26	0.5	0	0	0	0	0	0	0	0	0.09	0.04	0	0	0	0	0	0	0	0	0
CR09	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.44	0	0	0	0	0	0	0	0	0.24	0.1	0	0	0	0	0	0	0	0	0
CR10	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR11	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.39	0	0	0	0	0	0	0	0	0.29	0.12	0	0	0	0	0	0	0	0	0
CR12	pre-1950	Propane/LPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	Fuel Oil	0	0	0	0	0	0	0.04	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.74	0	0	0	0	0	0.04	0.02	0	0	0	0	0	0	0
CR03	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	pre-1950	Fuel Oil	0	0	0	0	0	0	0.17	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.4	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
CR05	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR06	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR07	pre-1950	Fuel Oil	0	0	0	0	0	0	0.21	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.28	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0
CR08	pre-1950	Fuel Oil	0	0	0	0	0	0	0.13	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR09	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR10	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	pre-1950	Fuel Oil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0.17	0.02	0.17	0.04	0	0.01
CR03	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CR04	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.33	0	0	0	0	0
CR05	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.41	0.02	0.2	0.05	0	0
CR06	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0.7	0.01	0.07	0.02	0	0
CR07	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0.03	0.25	0.06	0	0
CR08	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.44	0.03	0.25	0.06	0	0
CR09	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0.17	0.03	0.26	0.06	0	0.01
CR10	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.74	0.18	0	0
CR11	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0.38	0	0.05	0.01	0	0
CR12	pre-1950	Electricity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	pre-1950	Other Fuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR01	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR02	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR03	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR04	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR05	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR06	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR07	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR08	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR09	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR10	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR11	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR12	pre-1950	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
