Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.0	0.91	0.0	0.02	0.05
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.18	0.0	0.82	0.0	0.0	0.0
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.07	0.0	0.75	0.0	0.0	0.18
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.15	0.0	0.79	0.0	0.0	0.05
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.05	0.0	0.95	0.0	0.0	0.0
0884454_United_States_IL_Cook_17031_725300_41.97_-87.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.03	0.0	0.87	0.0	0.0	0.09
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.0	0.96	0.0	0.02	0.0
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.0	0.91	0.0	0.02	0.05
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	1960s	0.18	0.0	0.82	0.0	0.0	0.0
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	1970s	0.07	0.0	0.75	0.0	0.0	0.18
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	1980s	0.15	0.0	0.79	0.0	0.0	0.05
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	1990s	0.05	0.0	0.95	0.0	0.0	0.0
0824582_United_States_IL_Rock_Island_17161_725440.0_41.45_-90.50_NSRDB_2.0.1_2012_AMY.epw	2000s	0.03	0.0	0.87	0.0	0.0	0.09
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.0	0.96	0.0	0.02	0.0
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.0	0.91	0.0	0.02	0.05
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.18	0.0	0.82	0.0	0.0	0.0
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.07	0.0	0.75	0.0	0.0	0.18
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.15	0.0	0.79	0.0	0.0	0.05
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.05	0.0	0.95	0.0	0.0	0.0
0843663_United_States_IL_Peoria_17143_725320_40.65_-89.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.03	0.0	0.87	0.0	0.0	0.09
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.0	0.96	0.0	0.02	0.0
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.0	0.91	0.0	0.02	0.05
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.18	0.0	0.82	0.0	0.0	0.0
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.07	0.0	0.75	0.0	0.0	0.18
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.15	0.0	0.79	0.0	0.0	0.05
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.05	0.0	0.95	0.0	0.0	0.0
0857218_United_States_IL_Winnebago_17201_725430_42.21_-89.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.03	0.0	0.87	0.0	0.0	0.09
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.02	0.0	0.96	0.0	0.02	0.0
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.0	0.91	0.0	0.02	0.05
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.18	0.0	0.82	0.0	0.0	0.0
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.07	0.0	0.75	0.0	0.0	0.18
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.15	0.0	0.79	0.0	0.0	0.05
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.05	0.0	0.95	0.0	0.0	0.0
0843767_United_States_IL_Sangamon_17167_724390_39.85_-89.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.03	0.0	0.87	0.0	0.0	0.09
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0891926_United_States_IN_Vanderburgh_18163_724320_38.05_-87.54_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0939310_United_States_IN_Allen_18003_725330_41.01_-85.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0918490_United_States_IN_Marion_18097_724380_39.73_-86.26_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.01	0.74	0.01	0.04	0.08
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.04	0.1	0.86	0.0	0.0	0.0
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.17	0.0	0.8	0.0	0.0	0.03
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.48	0.03	0.41	0.0	0.0	0.08
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.08	0.11
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.09	0.0	0.8	0.0	0.0	0.1
0916470_United_States_IN_St._Joseph_18141_725350.0_41.69_-86.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.13	0.0	0.62	0.0	0.0	0.25
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0603294_United_States_KS_Ford_20057_724510_37.77_-99.98_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0557418_United_States_KS_Sherman_20181_724650_39.37_-101.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0716134_United_States_KS_Shawnee_20177_724560_39.05_-95.62_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.0	0.75	0.0	0.04	0.11
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.08	0.0	0.92	0.0	0.0	0.0
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.0	0.96	0.0	0.0	0.0
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.12	0.0	0.76	0.0	0.06	0.07
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.57	0.0	0.0	0.05
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.14	0.0	0.86	0.0	0.0	0.0
0674071_United_States_KS_Sedgwick_20173_724500_37.65_-97.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.19	0.0	0.68	0.0	0.0	0.13
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	<1950	0.28	0.0	0.43	0.0	0.06	0.23
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.66	0.0	0.1	0.03
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.0	0.53	0.0	0.08	0.09
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	1970s	0.54	0.0	0.23	0.0	0.04	0.18
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	1980s	0.5	0.0	0.26	0.0	0.1	0.14
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.22	0.0	0.03	0.12
0951484_United_States_KY_Boone_21015_724210_39.05_-84.66_NSRDB_2.0.1_2012_AMY.epw	2000s	0.55	0.0	0.29	0.0	0.05	0.11
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.28	0.0	0.43	0.0	0.06	0.23
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.66	0.0	0.1	0.03
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.0	0.53	0.0	0.08	0.09
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.54	0.0	0.23	0.0	0.04	0.18
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.5	0.0	0.26	0.0	0.1	0.14
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.22	0.0	0.03	0.12
0952710_United_States_KY_Fayette_21067_724220_38.05_-84.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.55	0.0	0.29	0.0	0.05	0.11
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.28	0.0	0.43	0.0	0.06	0.23
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.66	0.0	0.1	0.03
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.0	0.53	0.0	0.08	0.09
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.54	0.0	0.23	0.0	0.04	0.18
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.5	0.0	0.26	0.0	0.1	0.14
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.22	0.0	0.03	0.12
0928593_United_States_KY_Jefferson_21111_724230_38.17_-85.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.55	0.0	0.29	0.0	0.05	0.11
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0809786_United_States_LA_East_Baton_Rouge_22033.0_722320.0_30.53_-91.14_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0766075_United_States_LA_Calcasieu_22019_722400_30.13_-93.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0830233_United_States_LA_Jefferson_22051_722310_30.01_-90.26_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.2	0.0	0.68	0.0	0.0	0.12
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.3	0.0	0.7	0.0	0.0	0.0
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.13	0.0	0.71	0.03	0.0	0.13
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.35	0.0	0.55	0.0	0.0	0.1
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.37	0.0	0.33	0.0	0.06	0.24
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.31	0.0	0.06	0.0
0753608_United_States_LA_Caddo_22017_722480_32.45_-93.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.66	0.0	0.14	0.0	0.14	0.07
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	<1950	0.03	0.56	0.39	0.0	0.01	0.01
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.51	0.45	0.0	0.0	0.0
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	1960s	0.03	0.2	0.7	0.0	0.07	0.0
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	1970s	0.13	0.48	0.39	0.0	0.0	0.0
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.34	0.48	0.0	0.04	0.0
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	1990s	0.1	0.4	0.43	0.0	0.0	0.07
1327892_United_States_MA_Suffolk_25025_725090_42.37_-71.02_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.57	0.17	0.0	0.14	0.08
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.03	0.56	0.39	0.0	0.01	0.01
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.51	0.45	0.0	0.0	0.0
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.03	0.2	0.7	0.0	0.07	0.0
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.13	0.48	0.39	0.0	0.0	0.0
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.34	0.48	0.0	0.04	0.0
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.1	0.4	0.43	0.0	0.0	0.07
1299055_United_States_MA_Worcester_25027_725100_42.25_-71.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.05	0.57	0.17	0.0	0.14	0.08
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	<1950	0.11	0.38	0.4	0.0	0.11	0.0
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	1950s	0.16	0.2	0.39	0.0	0.06	0.19
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	1960s	0.51	0.17	0.27	0.0	0.05	0.0
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	1970s	0.49	0.13	0.39	0.0	0.0	0.0
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	1980s	0.82	0.04	0.09	0.0	0.04	0.0
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	1990s	0.31	0.04	0.62	0.0	0.04	0.0
1142439_United_States_MD_Anne_Arundel_24003_724060.0_39.17_-76.70_NSRDB_2.0.1_2012_AMY.epw	2000s	0.47	0.0	0.27	0.0	0.0	0.25
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1423380_United_States_ME_Aroostook_23003_727120_46.85_-68.02_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
