County,electricity_fixed_charge,electricity_marginal_rate,natural_gas_fixed_charge,natural_gas_marginal_rate,propane_fixed_charge,propane_marginal_rate,fuel_oil_fixed_charge,fuel_oil_marginal_rate,wood_fixed_charge,wood_marginal_rate
"MN, Itasca County",,,,,,,,,,
"MN, Jackson County",,,,,,,,,,
"MN, Kanabec County",,,,,,,,,,
"MN, Kandiyohi County",,,,,,,,,,
"MN, Kittson County",,,,,,,,,,
"MN, Koochiching County",,,,,,,,,,
"MN, Lac qui Parle County",,,,,,,,,,
"MN, Lake County",,,,,,,,,,
"MN, Lake of the Woods County",,,,,,,,,,
"MN, Le Sueur County",,,,,,,,,,
"MN, Lincoln County",,,,,,,,,,
"MN, Lyon County",,,,,,,,,,
"MN, Mahnomen County",,,,,,,,,,
"MN, Marshall County",,,,,,,,,,
"MN, Martin County",,,,,,,,,,
"MN, McLeod County",,,,,,,,,,
"MN, Meeker County",,,,,,,,,,
"MN, Mille Lacs County",,,,,,,,,,
"MN, Morrison County",,,,,,,,,,
"MN, Mower County",,,,,,,,,,
"MN, Murray County",,,,,,,,,,
"MN, Nicollet County",,,,,,,,,,
"MN, Nobles County",,,,,,,,,,
"MN, Norman County",,,,,,,,,,
"MN, Olmsted County",,,,,,,,,,
"MN, Otter Tail County",,,,,,,,,,
"MN, Pennington County",,,,,,,,,,
"MN, Pine County",,,,,,,,,,
"MN, Pipestone County",,,,,,,,,,
"MN, Polk County",,,,,,,,,,
"MN, Pope County",,,,,,,,,,
"MN, Ramsey County",,,,,,,,,,
"MN, Red Lake County",,,,,,,,,,
"MN, Redwood County",,,,,,,,,,
"MN, Renville County",,,,,,,,,,
"MN, Rice County",,,,,,,,,,
"MN, Rock County",,,,,,,,,,
"MN, Roseau County",,,,,,,,,,
"MN, Scott County",,,,,,,,,,
"MN, Sherburne County",,,,,,,,,,
"MN, Sibley County",,,,,,,,,,
"MN, St. Louis County",,,,,,,,,,
"MN, Stearns County",,,,,,,,,,
"MN, Steele County",,,,,,,,,,
"MN, Stevens County",,,,,,,,,,
"MN, Swift County",,,,,,,,,,
"MN, Todd County",,,,,,,,,,
"MN, Traverse County",,,,,,,,,,
"MN, Wabasha County",,,,,,,,,,
"MN, Wadena County",,,,,,,,,,
"MN, Waseca County",,,,,,,,,,
"MN, Washington County",,,,,,,,,,
"MN, Watonwan County",,,,,,,,,,
"MN, Wilkin County",,,,,,,,,,
"MN, Winona County",,,,,,,,,,
"MN, Wright County",,,,,,,,,,
"MN, Yellow Medicine County",,,,,,,,,,
"MO, Adair County",,,,,,,,,,
"MO, Andrew County",,,,,,,,,,
"MO, Atchison County",,,,,,,,,,
"MO, Audrain County",,,,,,,,,,
"MO, Barry County",,,,,,,,,,
"MO, Barton County",,,,,,,,,,
"MO, Bates County",,,,,,,,,,
"MO, Benton County",,,,,,,,,,
"MO, Bollinger County",,,,,,,,,,
"MO, Boone County",,,,,,,,,,
"MO, Buchanan County",,,,,,,,,,
"MO, Butler County",,,,,,,,,,
"MO, Caldwell County",,,,,,,,,,
"MO, Callaway County",,,,,,,,,,
"MO, Camden County",,,,,,,,,,
"MO, Cape Girardeau County",,,,,,,,,,
"MO, Carroll County",,,,,,,,,,
"MO, Carter County",,,,,,,,,,
"MO, Cass County",,,,,,,,,,
"MO, Cedar County",,,,,,,,,,
"MO, Chariton County",,,,,,,,,,
"MO, Christian County",,,,,,,,,,
"MO, Clark County",,,,,,,,,,
"MO, Clay County",,,,,,,,,,
"MO, Clinton County",,,,,,,,,,
"MO, Cole County",,,,,,,,,,
"MO, Cooper County",,,,,,,,,,
"MO, Crawford County",,,,,,,,,,
"MO, Dade County",,,,,,,,,,
"MO, Dallas County",,,,,,,,,,
"MO, Daviess County",,,,,,,,,,
"MO, DeKalb County",,,,,,,,,,
"MO, Dent County",,,,,,,,,,
"MO, Douglas County",,,,,,,,,,
"MO, Dunklin County",,,,,,,,,,
"MO, Franklin County",,,,,,,,,,
"MO, Gasconade County",,,,,,,,,,
"MO, Gentry County",,,,,,,,,,
"MO, Greene County",,,,,,,,,,
"MO, Grundy County",,,,,,,,,,
"MO, Harrison County",,,,,,,,,,
"MO, Henry County",,,,,,,,,,
"MO, Hickory County",,,,,,,,,,
"MO, Holt County",,,,,,,,,,
"MO, Howard County",,,,,,,,,,
"MO, Howell County",,,,,,,,,,
"MO, Iron County",,,,,,,,,,
"MO, Jackson County",,,,,,,,,,
"MO, Jasper County",,,,,,,,,,
"MO, Jefferson County",,,,,,,,,,
"MO, Johnson County",,,,,,,,,,
"MO, Knox County",,,,,,,,,,
"MO, Laclede County",,,,,,,,,,
"MO, Lafayette County",,,,,,,,,,
"MO, Lawrence County",,,,,,,,,,
"MO, Lewis County",,,,,,,,,,
"MO, Lincoln County",,,,,,,,,,
"MO, Linn County",,,,,,,,,,
"MO, Livingston County",,,,,,,,,,
"MO, Macon County",,,,,,,,,,
"MO, Madison County",,,,,,,,,,
"MO, Maries County",,,,,,,,,,
"MO, Marion County",,,,,,,,,,
"MO, McDonald County",,,,,,,,,,
"MO, Mercer County",,,,,,,,,,
"MO, Miller County",,,,,,,,,,
"MO, Mississippi County",,,,,,,,,,
"MO, Moniteau County",,,,,,,,,,
"MO, Monroe County",,,,,,,,,,
"MO, Montgomery County",,,,,,,,,,
"MO, Morgan County",,,,,,,,,,
"MO, New Madrid County",,,,,,,,,,
"MO, Newton County",,,,,,,,,,
"MO, Nodaway County",,,,,,,,,,
"MO, Oregon County",,,,,,,,,,
"MO, Osage County",,,,,,,,,,
"MO, Ozark County",,,,,,,,,,
"MO, Pemiscot County",,,,,,,,,,
"MO, Perry County",,,,,,,,,,
"MO, Pettis County",,,,,,,,,,
"MO, Phelps County",,,,,,,,,,
"MO, Pike County",,,,,,,,,,
"MO, Platte County",,,,,,,,,,
"MO, Polk County",,,,,,,,,,
"MO, Pulaski County",,,,,,,,,,
"MO, Putnam County",,,,,,,,,,
"MO, Ralls County",,,,,,,,,,
"MO, Randolph County",,,,,,,,,,
"MO, Ray County",,,,,,,,,,
"MO, Reynolds County",,,,,,,,,,
"MO, Ripley County",,,,,,,,,,
"MO, Saline County",,,,,,,,,,
"MO, Schuyler County",,,,,,,,,,
"MO, Scotland County",,,,,,,,,,
"MO, Scott County",,,,,,,,,,
"MO, Shannon County",,,,,,,,,,
"MO, Shelby County",,,,,,,,,,
"MO, St. Charles County",,,,,,,,,,
"MO, St. Clair County",,,,,,,,,,
"MO, St. Francois County",,,,,,,,,,
"MO, St. Louis city",,,,,,,,,,
"MO, St. Louis County",,,,,,,,,,
"MO, Ste. Genevieve County",,,,,,,,,,
"MO, Stoddard County",,,,,,,,,,
"MO, Stone County",,,,,,,,,,
"MO, Sullivan County",,,,,,,,,,
"MO, Taney County",,,,,,,,,,
"MO, Texas County",,,,,,,,,,
"MO, Vernon County",,,,,,,,,,
"MO, Warren County",,,,,,,,,,
"MO, Washington County",,,,,,,,,,
"MO, Wayne County",,,,,,,,,,
"MO, Webster County",,,,,,,,,,
"MO, Worth County",,,,,,,,,,
"MO, Wright County",,,,,,,,,,
"MS, Adams County",,,,,,,,,,
"MS, Alcorn County",,,,,,,,,,
"MS, Amite County",,,,,,,,,,
"MS, Attala County",,,,,,,,,,
"MS, Benton County",,,,,,,,,,
"MS, Bolivar County",,,,,,,,,,
"MS, Calhoun County",,,,,,,,,,
"MS, Carroll County",,,,,,,,,,
"MS, Chickasaw County",,,,,,,,,,
"MS, Choctaw County",,,,,,,,,,
"MS, Claiborne County",,,,,,,,,,
"MS, Clarke County",,,,,,,,,,
"MS, Clay County",,,,,,,,,,
"MS, Coahoma County",,,,,,,,,,
"MS, Copiah County",,,,,,,,,,
"MS, Covington County",,,,,,,,,,
"MS, DeSoto County",,,,,,,,,,
"MS, Forrest County",,,,,,,,,,
"MS, Franklin County",,,,,,,,,,
"MS, George County",,,,,,,,,,
"MS, Greene County",,,,,,,,,,
"MS, Grenada County",,,,,,,,,,
"MS, Hancock County",,,,,,,,,,
"MS, Harrison County",,,,,,,,,,
"MS, Hinds County",,,,,,,,,,
"MS, Holmes County",,,,,,,,,,
"MS, Humphreys County",,,,,,,,,,
"MS, Issaquena County",,,,,,,,,,
"MS, Itawamba County",,,,,,,,,,
"MS, Jackson County",,,,,,,,,,
"MS, Jasper County",,,,,,,,,,
"MS, Jefferson County",,,,,,,,,,
"MS, Jefferson Davis County",,,,,,,,,,
"MS, Jones County",,,,,,,,,,
"MS, Kemper County",,,,,,,,,,
"MS, Lafayette County",,,,,,,,,,
"MS, Lamar County",,,,,,,,,,
"MS, Lauderdale County",,,,,,,,,,
"MS, Lawrence County",,,,,,,,,,
"MS, Leake County",,,,,,,,,,
"MS, Lee County",,,,,,,,,,
"MS, Leflore County",,,,,,,,,,
"MS, Lincoln County",,,,,,,,,,
"MS, Lowndes County",,,,,,,,,,
"MS, Madison County",,,,,,,,,,
"MS, Marion County",,,,,,,,,,
"MS, Marshall County",,,,,,,,,,
"MS, Monroe County",,,,,,,,,,
"MS, Montgomery County",,,,,,,,,,
"MS, Neshoba County",,,,,,,,,,
"MS, Newton County",,,,,,,,,,
"MS, Noxubee County",,,,,,,,,,
"MS, Oktibbeha County",,,,,,,,,,
"MS, Panola County",,,,,,,,,,
"MS, Pearl River County",,,,,,,,,,
"MS, Perry County",,,,,,,,,,
"MS, Pike County",,,,,,,,,,
"MS, Pontotoc County",,,,,,,,,,
"MS, Prentiss County",,,,,,,,,,
"MS, Quitman County",,,,,,,,,,
"MS, Rankin County",,,,,,,,,,
"MS, Scott County",,,,,,,,,,
"MS, Sharkey County",,,,,,,,,,
"MS, Simpson County",,,,,,,,,,
"MS, Smith County",,,,,,,,,,
"MS, Stone County",,,,,,,,,,
"MS, Sunflower County",,,,,,,,,,
"MS, Tallahatchie County",,,,,,,,,,
"MS, Tate County",,,,,,,,,,
"MS, Tippah County",,,,,,,,,,
"MS, Tishomingo County",,,,,,,,,,
"MS, Tunica County",,,,,,,,,,
"MS, Union County",,,,,,,,,,
"MS, Walthall County",,,,,,,,,,
"MS, Warren County",,,,,,,,,,
"MS, Washington County",,,,,,,,,,
"MS, Wayne County",,,,,,,,,,
"MS, Webster County",,,,,,,,,,
"MS, Wilkinson County",,,,,,,,,,
"MS, Winston County",,,,,,,,,,
"MS, Yalobusha County",,,,,,,,,,
"MS, Yazoo County",,,,,,,,,,
"MT, Beaverhead County",,,,,,,,,,
"MT, Big Horn County",,,,,,,,,,
"MT, Blaine County",,,,,,,,,,
"MT, Broadwater County",,,,,,,,,,
"MT, Carbon County",,,,,,,,,,
"MT, Carter County",,,,,,,,,,
"MT, Cascade County",,,,,,,,,,
"MT, Chouteau County",,,,,,,,,,
"MT, Custer County",,,,,,,,,,
"MT, Daniels County",,,,,,,,,,
"MT, Dawson County",,,,,,,,,,
"MT, Deer Lodge County",,,,,,,,,,
"MT, Fallon County",,,,,,,,,,
"MT, Fergus County",,,,,,,,,,
"MT, Flathead County",,,,,,,,,,
"MT, Gallatin County",,,,,,,,,,
"MT, Garfield County",,,,,,,,,,
"MT, Glacier County",,,,,,,,,,
"MT, Golden Valley County",,,,,,,,,,
"MT, Granite County",,,,,,,,,,
"MT, Hill County",,,,,,,,,,
"MT, Jefferson County",,,,,,,,,,
"MT, Judith Basin County",,,,,,,,,,
"MT, Lake County",,,,,,,,,,
"MT, Lewis and Clark County",,,,,,,,,,
"MT, Liberty County",,,,,,,,,,
"MT, Lincoln County",,,,,,,,,,
"MT, Madison County",,,,,,,,,,
"MT, McCone County",,,,,,,,,,
"MT, Meagher County",,,,,,,,,,
"MT, Mineral County",,,,,,,,,,
"MT, Missoula County",,,,,,,,,,
"MT, Musselshell County",,,,,,,,,,
"MT, Park County",,,,,,,,,,
"MT, Petroleum County",,,,,,,,,,
"MT, Phillips County",,,,,,,,,,
"MT, Pondera County",,,,,,,,,,
"MT, Powder River County",,,,,,,,,,
"MT, Powell County",,,,,,,,,,
"MT, Prairie County",,,,,,,,,,
"MT, Ravalli County",,,,,,,,,,
"MT, Richland County",,,,,,,,,,
"MT, Roosevelt County",,,,,,,,,,
"MT, Rosebud County",,,,,,,,,,
"MT, Sanders County",,,,,,,,,,
"MT, Sheridan County",,,,,,,,,,
"MT, Silver Bow County",,,,,,,,,,
"MT, Stillwater County",,,,,,,,,,
"MT, Sweet Grass County",,,,,,,,,,
"MT, Teton County",,,,,,,,,,
"MT, Toole County",,,,,,,,,,
"MT, Treasure County",,,,,,,,,,
"MT, Valley County",,,,,,,,,,
"MT, Wheatland County",,,,,,,,,,
"MT, Wibaux County",,,,,,,,,,
"MT, Yellowstone County",,,,,,,,,,
"NC, Alamance County",,,,,,,,,,
"NC, Alexander County",,,,,,,,,,
"NC, Alleghany County",,,,,,,,,,
"NC, Anson County",,,,,,,,,,
"NC, Ashe County",,,,,,,,,,
"NC, Avery County",,,,,,,,,,
"NC, Beaufort County",,,,,,,,,,
"NC, Bertie County",,,,,,,,,,
"NC, Bladen County",,,,,,,,,,
"NC, Brunswick County",,,,,,,,,,
"NC, Buncombe County",,,,,,,,,,
"NC, Burke County",,,,,,,,,,
"NC, Cabarrus County",,,,,,,,,,
"NC, Caldwell County",,,,,,,,,,
"NC, Camden County",,,,,,,,,,
"NC, Carteret County",,,,,,,,,,
"NC, Caswell County",,,,,,,,,,
"NC, Catawba County",,,,,,,,,,
"NC, Chatham County",,,,,,,,,,
"NC, Cherokee County",,,,,,,,,,
"NC, Chowan County",,,,,,,,,,
"NC, Clay County",,,,,,,,,,
"NC, Cleveland County",,,,,,,,,,
"NC, Columbus County",,,,,,,,,,
"NC, Craven County",,,,,,,,,,
"NC, Cumberland County",,,,,,,,,,
"NC, Currituck County",,,,,,,,,,
"NC, Dare County",,,,,,,,,,
"NC, Davidson County",,,,,,,,,,
"NC, Davie County",,,,,,,,,,
"NC, Duplin County",,,,,,,,,,
"NC, Durham County",,,,,,,,,,
"NC, Edgecombe County",,,,,,,,,,
"NC, Forsyth County",,,,,,,,,,
"NC, Franklin County",,,,,,,,,,
"NC, Gaston County",,,,,,,,,,
"NC, Gates County",,,,,,,,,,
"NC, Graham County",,,,,,,,,,
"NC, Granville County",,,,,,,,,,
"NC, Greene County",,,,,,,,,,
"NC, Guilford County",,,,,,,,,,
"NC, Halifax County",,,,,,,,,,
"NC, Harnett County",,,,,,,,,,
"NC, Haywood County",,,,,,,,,,
"NC, Henderson County",,,,,,,,,,
"NC, Hertford County",,,,,,,,,,
"NC, Hoke County",,,,,,,,,,
"NC, Hyde County",,,,,,,,,,
"NC, Iredell County",,,,,,,,,,
"NC, Jackson County",,,,,,,,,,
"NC, Johnston County",,,,,,,,,,
"NC, Jones County",,,,,,,,,,
"NC, Lee County",,,,,,,,,,
"NC, Lenoir County",,,,,,,,,,
"NC, Lincoln County",,,,,,,,,,
"NC, Macon County",,,,,,,,,,
"NC, Madison County",,,,,,,,,,
"NC, Martin County",,,,,,,,,,
"NC, McDowell County",,,,,,,,,,
"NC, Mecklenburg County",,,,,,,,,,
"NC, Mitchell County",,,,,,,,,,
"NC, Montgomery County",,,,,,,,,,
"NC, Moore County",,,,,,,,,,
"NC, Nash County",,,,,,,,,,
"NC, New Hanover County",,,,,,,,,,
"NC, Northampton County",,,,,,,,,,
"NC, Onslow County",,,,,,,,,,
"NC, Orange County",,,,,,,,,,
"NC, Pamlico County",,,,,,,,,,
"NC, Pasquotank County",,,,,,,,,,
"NC, Pender County",,,,,,,,,,
"NC, Perquimans County",,,,,,,,,,
"NC, Person County",,,,,,,,,,
"NC, Pitt County",,,,,,,,,,
"NC, Polk County",,,,,,,,,,
"NC, Randolph County",,,,,,,,,,
"NC, Richmond County",,,,,,,,,,
"NC, Robeson County",,,,,,,,,,
"NC, Rockingham County",,,,,,,,,,
"NC, Rowan County",,,,,,,,,,
"NC, Rutherford County",,,,,,,,,,
"NC, Sampson County",,,,,,,,,,
"NC, Scotland County",,,,,,,,,,
"NC, Stanly County",,,,,,,,,,
"NC, Stokes County",,,,,,,,,,
"NC, Surry County",,,,,,,,,,
"NC, Swain County",,,,,,,,,,
"NC, Transylvania County",,,,,,,,,,
"NC, Tyrrell County",,,,,,,,,,
"NC, Union County",,,,,,,,,,
"NC, Vance County",,,,,,,,,,
"NC, Wake County",,,,,,,,,,
"NC, Warren County",,,,,,,,,,
"NC, Washington County",,,,,,,,,,
"NC, Watauga County",,,,,,,,,,
"NC, Wayne County",,,,,,,,,,
"NC, Wilkes County",,,,,,,,,,
"NC, Wilson County",,,,,,,,,,
"NC, Yadkin County",,,,,,,,,,
"NC, Yancey County",,,,,,,,,,
"ND, Adams County",,,,,,,,,,
"ND, Barnes County",,,,,,,,,,
"ND, Benson County",,,,,,,,,,
"ND, Billings County",,,,,,,,,,
"ND, Bottineau County",,,,,,,,,,
"ND, Bowman County",,,,,,,,,,
"ND, Burke County",,,,,,,,,,
"ND, Burleigh County",,,,,,,,,,
"ND, Cass County",,,,,,,,,,
"ND, Cavalier County",,,,,,,,,,
"ND, Dickey County",,,,,,,,,,
"ND, Divide County",,,,,,,,,,
"ND, Dunn County",,,,,,,,,,
"ND, Eddy County",,,,,,,,,,
"ND, Emmons County",,,,,,,,,,
"ND, Foster County",,,,,,,,,,
"ND, Golden Valley County",,,,,,,,,,
"ND, Grand Forks County",,,,,,,,,,
"ND, Grant County",,,,,,,,,,
"ND, Griggs County",,,,,,,,,,
"ND, Hettinger County",,,,,,,,,,
"ND, Kidder County",,,,,,,,,,
"ND, LaMoure County",,,,,,,,,,
"ND, Logan County",,,,,,,,,,
"ND, McHenry County",,,,,,,,,,
"ND, McIntosh County",,,,,,,,,,
"ND, McKenzie County",,,,,,,,,,
"ND, McLean County",,,,,,,,,,
"ND, Mercer County",,,,,,,,,,
"ND, Morton County",,,,,,,,,,
"ND, Mountrail County",,,,,,,,,,
"ND, Nelson County",,,,,,,,,,
"ND, Oliver County",,,,,,,,,,
"ND, Pembina County",,,,,,,,,,
"ND, Pierce County",,,,,,,,,,
"ND, Ramsey County",,,,,,,,,,
"ND, Ransom County",,,,,,,,,,
"ND, Renville County",,,,,,,,,,
"ND, Richland County",,,,,,,,,,
"ND, Rolette County",,,,,,,,,,
"ND, Sargent County",,,,,,,,,,
"ND, Sheridan County",,,,,,,,,,
"ND, Sioux County",,,,,,,,,,
"ND, Slope County",,,,,,,,,,
"ND, Stark County",,,,,,,,,,
"ND, Steele County",,,,,,,,,,
"ND, Stutsman County",,,,,,,,,,
"ND, Towner County",,,,,,,,,,
"ND, Traill County",,,,,,,,,,
"ND, Walsh County",,,,,,,,,,
"ND, Ward County",,,,,,,,,,
"ND, Wells County",,,,,,,,,,
"ND, Williams County",,,,,,,,,,
"NE, Adams County",,,,,,,,,,
"NE, Antelope County",,,,,,,,,,
"NE, Arthur County",,,,,,,,,,
"NE, Banner County",,,,,,,,,,
"NE, Blaine County",,,,,,,,,,
"NE, Boone County",,,,,,,,,,
"NE, Box Butte County",,,,,,,,,,
"NE, Boyd County",,,,,,,,,,
"NE, Brown County",,,,,,,,,,
"NE, Buffalo County",,,,,,,,,,
"NE, Burt County",,,,,,,,,,
"NE, Butler County",,,,,,,,,,
"NE, Cass County",,,,,,,,,,
"NE, Cedar County",,,,,,,,,,
"NE, Chase County",,,,,,,,,,
"NE, Cherry County",,,,,,,,,,
"NE, Cheyenne County",,,,,,,,,,
"NE, Clay County",,,,,,,,,,
"NE, Colfax County",,,,,,,,,,
"NE, Cuming County",,,,,,,,,,
"NE, Custer County",,,,,,,,,,
"NE, Dakota County",,,,,,,,,,
"NE, Dawes County",,,,,,,,,,
"NE, Dawson County",,,,,,,,,,
"NE, Deuel County",,,,,,,,,,
"NE, Dixon County",,,,,,,,,,
"NE, Dodge County",,,,,,,,,,
"NE, Douglas County",,,,,,,,,,
"NE, Dundy County",,,,,,,,,,
"NE, Fillmore County",,,,,,,,,,
"NE, Franklin County",,,,,,,,,,
"NE, Frontier County",,,,,,,,,,
"NE, Furnas County",,,,,,,,,,
"NE, Gage County",,,,,,,,,,
"NE, Garden County",,,,,,,,,,
"NE, Garfield County",,,,,,,,,,
"NE, Gosper County",,,,,,,,,,
"NE, Grant County",,,,,,,,,,
"NE, Greeley County",,,,,,,,,,
"NE, Hall County",,,,,,,,,,
"NE, Hamilton County",,,,,,,,,,
"NE, Harlan County",,,,,,,,,,
"NE, Hayes County",,,,,,,,,,
"NE, Hitchcock County",,,,,,,,,,
"NE, Holt County",,,,,,,,,,
"NE, Hooker County",,,,,,,,,,
"NE, Howard County",,,,,,,,,,
"NE, Jefferson County",,,,,,,,,,
"NE, Johnson County",,,,,,,,,,
"NE, Kearney County",,,,,,,,,,
"NE, Keith County",,,,,,,,,,
"NE, Keya Paha County",,,,,,,,,,
"NE, Kimball County",,,,,,,,,,
"NE, Knox County",,,,,,,,,,
"NE, Lancaster County",,,,,,,,,,
"NE, Lincoln County",,,,,,,,,,
"NE, Logan County",,,,,,,,,,
"NE, Loup County",,,,,,,,,,
"NE, Madison County",,,,,,,,,,
"NE, McPherson County",,,,,,,,,,
"NE, Merrick County",,,,,,,,,,
"NE, Morrill County",,,,,,,,,,
"NE, Nance County",,,,,,,,,,
"NE, Nemaha County",,,,,,,,,,
"NE, Nuckolls County",,,,,,,,,,
"NE, Otoe County",,,,,,,,,,
"NE, Pawnee County",,,,,,,,,,
"NE, Perkins County",,,,,,,,,,
"NE, Phelps County",,,,,,,,,,
"NE, Pierce County",,,,,,,,,,
"NE, Platte County",,,,,,,,,,
"NE, Polk County",,,,,,,,,,
"NE, Red Willow County",,,,,,,,,,
"NE, Richardson County",,,,,,,,,,
"NE, Rock County",,,,,,,,,,
"NE, Saline County",,,,,,,,,,
"NE, Sarpy County",,,,,,,,,,
"NE, Saunders County",,,,,,,,,,
"NE, Scotts Bluff County",,,,,,,,,,
"NE, Seward County",,,,,,,,,,
"NE, Sheridan County",,,,,,,,,,
"NE, Sherman County",,,,,,,,,,
"NE, Sioux County",,,,,,,,,,
"NE, Stanton County",,,,,,,,,,
"NE, Thayer County",,,,,,,,,,
"NE, Thomas County",,,,,,,,,,
"NE, Thurston County",,,,,,,,,,
"NE, Valley County",,,,,,,,,,
"NE, Washington County",,,,,,,,,,
"NE, Wayne County",,,,,,,,,,
"NE, Webster County",,,,,,,,,,
"NE, Wheeler County",,,,,,,,,,
"NE, York County",,,,,,,,,,
"NH, Belknap County",,,,,,,,,,
"NH, Carroll County",,,,,,,,,,
"NH, Cheshire County",,,,,,,,,,
"NH, Coos County",,,,,,,,,,
"NH, Grafton County",,,,,,,,,,
"NH, Hillsborough County",,,,,,,,,,
"NH, Merrimack County",,,,,,,,,,
"NH, Rockingham County",,,,,,,,,,
"NH, Strafford County",,,,,,,,,,
"NH, Sullivan County",,,,,,,,,,
"NJ, Atlantic County",,,,,,,,,,
"NJ, Bergen County",,,,,,,,,,
"NJ, Burlington County",,,,,,,,,,
"NJ, Camden County",,,,,,,,,,
"NJ, Cape May County",,,,,,,,,,
"NJ, Cumberland County",,,,,,,,,,
"NJ, Essex County",,,,,,,,,,
"NJ, Gloucester County",,,,,,,,,,
"NJ, Hudson County",,,,,,,,,,
"NJ, Hunterdon County",,,,,,,,,,
"NJ, Mercer County",,,,,,,,,,
"NJ, Middlesex County",,,,,,,,,,
"NJ, Monmouth County",,,,,,,,,,
"NJ, Morris County",,,,,,,,,,
"NJ, Ocean County",,,,,,,,,,
"NJ, Passaic County",,,,,,,,,,
"NJ, Salem County",,,,,,,,,,
"NJ, Somerset County",,,,,,,,,,
"NJ, Sussex County",,,,,,,,,,
"NJ, Union County",,,,,,,,,,
"NJ, Warren County",,,,,,,,,,
"NM, Bernalillo County",,,,,,,,,,
"NM, Catron County",,,,,,,,,,
"NM, Chaves County",,,,,,,,,,
"NM, Cibola County",,,,,,,,,,
"NM, Colfax County",,,,,,,,,,
"NM, Curry County",,,,,,,,,,
"NM, De Baca County",,,,,,,,,,
"NM, Dona Ana County",,,,,,,,,,
"NM, Eddy County",,,,,,,,,,
"NM, Grant County",,,,,,,,,,
"NM, Guadalupe County",,,,,,,,,,
"NM, Harding County",,,,,,,,,,
"NM, Hidalgo County",,,,,,,,,,
"NM, Lea County",,,,,,,,,,
"NM, Lincoln County",,,,,,,,,,
"NM, Los Alamos County",,,,,,,,,,
"NM, Luna County",,,,,,,,,,
"NM, McKinley County",,,,,,,,,,
"NM, Mora County",,,,,,,,,,
"NM, Otero County",,,,,,,,,,
"NM, Quay County",,,,,,,,,,
"NM, Rio Arriba County",,,,,,,,,,
"NM, Roosevelt County",,,,,,,,,,
"NM, San Juan County",,,,,,,,,,
"NM, San Miguel County",,,,,,,,,,
"NM, Sandoval County",,,,,,,,,,
"NM, Santa Fe County",,,,,,,,,,
"NM, Sierra County",,,,,,,,,,
"NM, Socorro County",,,,,,,,,,
"NM, Taos County",,,,,,,,,,
"NM, Torrance County",,,,,,,,,,
"NM, Union County",,,,,,,,,,
"NM, Valencia County",,,,,,,,,,
"NV, Carson City",,,,,,,,,,
"NV, Churchill County",,,,,,,,,,
"NV, Clark County",,,,,,,,,,
"NV, Douglas County",,,,,,,,,,
"NV, Elko County",,,,,,,,,,
"NV, Esmeralda County",,,,,,,,,,
"NV, Eureka County",,,,,,,,,,
"NV, Humboldt County",,,,,,,,,,
"NV, Lander County",,,,,,,,,,
"NV, Lincoln County",,,,,,,,,,
"NV, Lyon County",,,,,,,,,,
"NV, Mineral County",,,,,,,,,,
"NV, Nye County",,,,,,,,,,
"NV, Pershing County",,,,,,,,,,
"NV, Storey County",,,,,,,,,,
"NV, Washoe County",,,,,,,,,,
"NV, White Pine County",,,,,,,,,,
"NY, Albany County",,,,,,,,,,
"NY, Allegany County",,,,,,,,,,
"NY, Bronx County",,,,,,,,,,
"NY, Broome County",,,,,,,,,,
"NY, Cattaraugus County",,,,,,,,,,
"NY, Cayuga County",,,,,,,,,,
"NY, Chautauqua County",,,,,,,,,,
"NY, Chemung County",,,,,,,,,,
"NY, Chenango County",,,,,,,,,,
"NY, Clinton County",,,,,,,,,,
"NY, Columbia County",,,,,,,,,,
"NY, Cortland County",,,,,,,,,,
"NY, Delaware County",,,,,,,,,,
"NY, Dutchess County",,,,,,,,,,
"NY, Erie County",,,,,,,,,,
"NY, Essex County",,,,,,,,,,
"NY, Franklin County",,,,,,,,,,
"NY, Fulton County",,,,,,,,,,
"NY, Genesee County",,,,,,,,,,
"NY, Greene County",,,,,,,,,,
"NY, Hamilton County",,,,,,,,,,
"NY, Herkimer County",,,,,,,,,,
"NY, Jefferson County",,,,,,,,,,
"NY, Kings County",,,,,,,,,,
"NY, Lewis County",,,,,,,,,,
"NY, Livingston County",,,,,,,,,,
"NY, Madison County",,,,,,,,,,
"NY, Monroe County",,,,,,,,,,
"NY, Montgomery County",,,,,,,,,,
"NY, Nassau County",,,,,,,,,,
"NY, New York County",,,,,,,,,,
"NY, Niagara County",,,,,,,,,,
"NY, Oneida County",,,,,,,,,,
"NY, Onondaga County",,,,,,,,,,
"NY, Ontario County",,,,,,,,,,
"NY, Orange County",,,,,,,,,,
"NY, Orleans County",,,,,,,,,,
"NY, Oswego County",,,,,,,,,,
"NY, Otsego County",,,,,,,,,,
"NY, Putnam County",,,,,,,,,,
"NY, Queens County",,,,,,,,,,
"NY, Rensselaer County",,,,,,,,,,
"NY, Richmond County",,,,,,,,,,
"NY, Rockland County",,,,,,,,,,
"NY, Saratoga County",,,,,,,,,,
"NY, Schenectady County",,,,,,,,,,
"NY, Schoharie County",,,,,,,,,,
"NY, Schuyler County",,,,,,,,,,
"NY, Seneca County",,,,,,,,,,
"NY, St. Lawrence County",,,,,,,,,,
"NY, Steuben County",,,,,,,,,,
"NY, Suffolk County",,,,,,,,,,
"NY, Sullivan County",,,,,,,,,,
