Building,Schedules,Usage Level,Orientation,Eaves,Door Area,Overhangs,Interior Shading,Doors,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC Secondary Heating Type And Fuel,HVAC Secondary Heating Efficiency,HVAC System Is Faulted,Dehumidifier,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Load Diversity,Electric Vehicle,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,ASHRAE IECC Climate Zone 2004,County and PUMA,CEC Climate Zone,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,State,Location Region,Census Division,Census Division RECS,Census Region,ISO RTO Region,Building America Climate Zone,PUMA,Geometry Building Type ACS,Vintage,Vintage ACS,Geometry Building Type RECS,Heating Fuel,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Foundation Type,Corridor,Vacancy Status,Tenure,Income,Income RECS2015,Income RECS2020,Neighbors,Radiant Barrier,Roof Material,Insulation Slab,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Windows,Water Heater In Unit,Water Heater Fuel,Water Heater Efficiency,HVAC Heating Type,HVAC Cooling Type,HVAC Has Shared System,HVAC Shared Efficiencies,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Cooling Efficiency,HVAC System Single Speed AC Airflow,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Charge,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Heating Setpoint Offset Period,Cooling Setpoint Offset Period,Ceiling Fan,Refrigerator,Cooking Range,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Plug Loads,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,HVAC Has Ducts,Ducts,Has PV,PV System Size,PV Orientation,PUMA Metro Status,Geometry Floor Area,Geometry Floor Area Bin,Geometry Stories,Geometry Building Type Height,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Stories Low Rise,Geometry Attic Type,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,Geometry Garage,Bedrooms,Occupants,Federal Poverty Level,Window Areas,Insulation Ceiling,Insulation Roof,Insulation Wall,HVAC Cooling Partial Space Conditioning,Infiltration,REEDS Balancing Area,Generation And Emissions Assessment Region,City,Area Median Income
1720,Stochastic,Medium,Northwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour21,Hour18,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",3 or 4 Unit,1990s,1980-99,Multi-Family with 2 - 4 Units,Propane,None,None,Slab,Double-Loaded Interior,Occupied,Renter,10000-14999,<20000,<20000,7,None,"Asphalt Shingles, Medium","2ft R10 Perimeter, Vertical",None,None,None,"Double, Clear, Non-metal, Air",No,Electricity,Electric Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Propane Fuel Furnace,"AC, SEER 10",None,None,None,None,70F,72F,Yes,No,6F,0F,Day and Night -5h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,None,None,None,100% LED,119%,None,None,None,None,None,None,Yes,"10% Leakage, R-4",No,None,None,"In metro area, principal city",750-999,0-1499,3,Multifamily with 2-4 Units,Bottom,3,Not Applicable,3,None,<8,Wood Frame,"Vinyl, Light",None,2,2,0-100%,F18 B18 L18 R18,None,"Finished, R-13","Wood Stud, R-11",100% Conditioned,15 ACH50,115,RFCWc,"PA, Pittsburgh",0-30%
1721,Stochastic,Low,Southeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour22,Hour8,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",20 to 49 Unit,1950s,1940-59,Multi-Family with 5+ Units,Natural Gas,None,None,Vented Crawlspace,Double-Loaded Interior,Occupied,Renter,15000-19999,<20000,<20000,None,None,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",No,Natural Gas,Natural Gas Standard,Ducted Heating,None,Heating Only,"Boiler Baseboards Heating Only, Natural Gas",Shared Heating,No,Natural Gas Shared Heating,None,None,None,None,None,68F,68F,No,No,0F,0F,None,None,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 80% Usage",None,None,None,None,100% Incandescent,89%,None,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,"In metro area, principal city",1000-1499,0-1499,7,"Multifamily with 5+ units, 4-7 stories",Bottom,24,Middle,4+,None,<8,Brick,None,None,2,1,150-200%,F18 B18 L18 R18,None,"Finished, R-30","Brick, 12-in, 3-wythe, Uninsulated",None,15 ACH50,115,RFCWc,"PA, Pittsburgh",0-30%
1722,Stochastic,Low,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour21,Hour16,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,20,Middle,Vented Crawlspace,Not Applicable,Occupied,Renter,<10000,<20000,<20000,4,No,Slate,None,Uninsulated,Uninsulated,Uninsulated,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,Heating Only,"Boiler Baseboards Heating Only, Natural Gas",Shared Heating,No,Natural Gas Shared Heating,"AC, SEER 13",None,None,None,None,68F,72F,Yes,Yes,3F,9F,Night +5h,Day Setup and Night Setback,Standard Efficiency,"EF 17.6, 100% Usage",None,"290 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% Incandescent,108%,None,None,None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,"In metro area, principal city",1000-1499,0-1499,3,Single-Family Attached,None,None,None,3,Vented Attic,<8,Brick,None,None,3,3,0-100%,F9 B9 L9 R9,R-7,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",100% Conditioned,30 ACH50,115,RFCWc,"PA, Pittsburgh",0-30%
1723,Stochastic,Low,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour17,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,1950s,1940-59,Single-Family Attached,Propane,20,Middle,Heated Basement,Not Applicable,Occupied,Owner,20000-24999,20000-39999,20000-39999,12,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Propane,Propane Standard,Ducted Heating,Room AC,None,None,"Fuel Furnace, 92.5% AFUE",No,Propane Fuel Furnace,"Room AC, EER 10.7",None,None,None,None,70F,68F,No,Yes,0F,2F,None,Day Setup and Night Setback -3h,Standard Efficiency,"EF 10.2, 100% Usage","Electric, 80% Usage",None,Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% CFL,108%,None,"EF 12, National Average",None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,"In metro area, principal city",2000-2499,1500-2499,2,Single-Family Attached,None,None,None,2,Vented Attic,<8,Brick,None,None,2,2,100-150%,F9 B9 L9 R9,Uninsulated,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",<10% Conditioned,30 ACH50,115,RFCWc,"PA, Pittsburgh",30-60%
1724,Stochastic,Medium,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour2,Hour15,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",10 to 19 Unit,1960s,1960-79,Multi-Family with 5+ Units,Natural Gas,None,None,Unheated Basement,Double-Loaded Interior,Occupied,Renter,15000-19999,<20000,<20000,12,None,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",No,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,72F,72F,No,Yes,0F,5F,None,Night Setup +3h,Standard Efficiency,"EF 19.9, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% CFL,89%,None,None,None,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,"In metro area, principal city",500-749,0-1499,1,"Multifamily with 5+ units, 1-3 stories",Bottom,10,Right,1,None,<8,Brick,None,None,2,1,150-200%,F18 B18 L18 R18,None,"Finished, R-13","Brick, 12-in, 3-wythe, Uninsulated",100% Conditioned,20 ACH50,115,RFCWc,"PA, Pittsburgh",30-60%
1725,Stochastic,High,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour16,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",5 to 9 Unit,1950s,1940-59,Multi-Family with 5+ Units,None,None,None,Unheated Basement,Double-Loaded Interior,Occupied,Renter,15000-19999,<20000,<20000,12,None,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",No,Electricity,Electric Standard,None,Room AC,None,None,None,No,None,"Room AC, EER 10.7",None,None,None,None,68F,70F,No,No,0F,0F,None,None,None,"EF 17.6, 100% Usage",None,None,Yes,"EnergyStar, 120% Usage",None,100% CFL,89%,None,None,None,None,None,None,No,None,No,None,None,"In metro area, principal city",500-749,0-1499,3,"Multifamily with 5+ units, 1-3 stories",Top,5,Right,3,None,<8,Brick,None,None,1,3,0-100%,F15 B15 L15 R15,None,"Finished, R-19","Brick, 12-in, 3-wythe, Uninsulated",20% Conditioned,40 ACH50,115,RFCWc,"PA, Pittsburgh",0-30%
1726,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour7,Hour6,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,1960s,1960-79,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,200000+,140000+,150000+,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,60F,75F,No,Yes,0F,2F,None,Day and Night Setup -1h,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,101%,None,None,None,None,None,None,Yes,"10% Leakage, Uninsulated",No,None,None,"In metro area, principal city",2500-2999,2500-3999,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",2 Car,3,5,400%+,F12 B12 L12 R12,R-38,"Unfinished, Uninsulated","Wood Stud, Uninsulated",60% Conditioned,5 ACH50,115,RFCWc,"PA, Pittsburgh",150%+
1727,Stochastic,Low,Southwest,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour11,Hour7,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,6,Left,Heated Basement,Not Applicable,Vacant,Renter,100000-119999,100000-119999,100000-149999,12,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air, Exterior Clear Storm",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,None,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,55F,70F,No,No,0F,0F,None,None,"Standard Efficiency, No usage","EF 17.6, 100% Usage","Gas, 80% Usage","318 Rated kWh, 80% Usage",Yes,"EnergyStar, 80% Usage","Electric, 80% Usage",100% LED,108%,None,"EF 12, National Average",None,None,None,None,Yes,"0% Leakage, Uninsulated",No,None,None,"In metro area, principal city",1000-1499,0-1499,2,Single-Family Attached,None,None,None,2,Vented Attic,<8,Brick,None,None,2,2,400%+,F15 B15 L15 R15,R-38,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",None,20 ACH50,115,RFCWc,"PA, Pittsburgh",150%+
1728,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour4,Hour10,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,30000-34999,20000-39999,20000-39999,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Premium,Ducted Heating,Central AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,70F,72F,No,Yes,0F,2F,None,Night Setback +3h,Standard Efficiency,"EF 17.6, 100% Usage",None,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% LED,101%,None,None,Electric,None,None,None,Yes,"20% Leakage, Uninsulated",No,None,None,"In metro area, principal city",2000-2499,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",None,3,5,100-150%,F18 B18 L18 R18,R-38,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,7 ACH50,115,RFCWc,"PA, Pittsburgh",30-60%
1729,Stochastic,High,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour22,Hour17,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Vented Crawlspace,Not Applicable,Occupied,Owner,40000-44999,40000-59999,40000-59999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Double, Clear, Non-metal, Air",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Room AC,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"Room AC, EER 9.8",None,None,None,None,75F,72F,Yes,Yes,6F,2F,Night +4h,Night Setup +5h,Standard Efficiency,"EF 17.6, 100% Usage","Gas, 120% Usage","290 Rated kWh, 120% Usage",Yes,"EnergyStar, 120% Usage","Gas, 120% Usage",100% CFL,101%,None,None,None,None,None,None,No,None,No,None,None,"In metro area, principal city",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Brick,None,None,4,2,200-300%,F9 B9 L9 R9,R-49,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",20% Conditioned,40 ACH50,115,RFCWc,"PA, Pittsburgh",60-80%
1730,Stochastic,Medium,Southeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour1,Hour22,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,5,Middle,Unheated Basement,Not Applicable,Occupied,Renter,100000-119999,100000-119999,100000-149999,7,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",No,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,68F,65F,No,No,0F,0F,None,None,None,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,108%,None,None,None,None,None,None,Yes,"30% Leakage, Uninsulated",No,None,None,"In metro area, principal city",1000-1499,0-1499,2,Single-Family Attached,None,None,None,2,Vented Attic,<8,Brick,None,None,3,3,400%+,F12 B12 L12 R12,R-19,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",80% Conditioned,30 ACH50,115,RFCWc,"PA, Pittsburgh",120-150%
1731,Stochastic,Medium,North,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour7,Hour14,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,<1940,<1940,Single-Family Attached,Natural Gas,6,Middle,Unheated Basement,Not Applicable,Occupied,Renter,10000-14999,<20000,<20000,12,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Room AC,None,None,"Fuel Boiler, 76% AFUE",No,Natural Gas Fuel Boiler,"Room AC, EER 9.8",None,None,None,None,75F,78F,Yes,No,3F,0F,Day and Night +4h,None,Standard Efficiency,"EF 17.6, 100% Usage","Electric, 100% Usage",None,Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,108%,None,None,None,None,None,None,No,None,No,None,None,"In metro area, principal city",1000-1499,0-1499,1,Single-Family Attached,None,None,None,1,Vented Attic,<8,Wood Frame,"Brick, Medium/Dark",None,2,2,0-100%,F18 B18 L18 R18,R-30,"Unfinished, Uninsulated","Wood Stud, Uninsulated",20% Conditioned,15 ACH50,115,RFCWc,"PA, Pittsburgh",0-30%
1732,Stochastic,Low,South,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour3,Hour17,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Ambient,Not Applicable,Occupied,Owner,70000-79999,60000-79999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,None,None,"Double, Low-E, Non-metal, Air, M-Gain",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Central AC,None,None,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,"AC, SEER 13",None,None,None,None,60F,68F,Yes,Yes,6F,2F,Day and Night +1h,Night Setback -5h,None,"EF 17.6, 100% Usage","Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Gas, 80% Usage",100% LED,101%,EF 15.9,"EF 12, National Average",None,Has Pool,None,1.0 HP Pump,Yes,"30% Leakage, R-4",No,None,None,"In metro area, principal city",1500-1999,1500-2499,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,4,5,200-300%,F9 B9 L9 R9,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",100% Conditioned,20 ACH50,115,RFCWc,"PA, Pittsburgh",80-100%
1733,Stochastic,Low,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,50% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,50%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour5,Hour18,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Attached,1940s,1940-59,Single-Family Attached,Natural Gas,15,Middle,Slab,Not Applicable,Occupied,Renter,40000-44999,40000-59999,40000-59999,27,No,Composition Shingles,Uninsulated,None,None,None,"Double, Clear, Metal, Air",Yes,Natural Gas,Natural Gas Standard,Ducted Heating,Room AC,None,None,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,"Room AC, EER 12.0",None,None,None,None,72F,76F,No,No,0F,0F,None,None,None,None,"Gas, 80% Usage",None,Yes,"Standard, 80% Usage","Electric, 80% Usage",100% CFL,108%,None,None,None,None,None,None,Yes,"20% Leakage, R-4",No,None,None,"In metro area, principal city",750-999,0-1499,2,Single-Family Attached,None,None,None,2,Vented Attic,<8,Brick,None,None,2,4,150-200%,F9 B9 L9 R9,R-13,"Unfinished, Uninsulated","Brick, 12-in, 3-wythe, Uninsulated",40% Conditioned,15 ACH50,115,RFCWc,"PA, Pittsburgh",60-80%
1734,Stochastic,Medium,West,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,100% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,100%,None,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",None,Hour16,Hour12,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,60000-69999,60000-79999,60000-99999,Left/Right at 15ft,No,Composition Shingles,None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,None,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,60F,72F,Yes,No,3F,0F,Day and Night -2h,None,None,"EF 17.6, 100% Usage","Gas, 100% Usage",None,Yes,"Standard, 100% Usage","Electric, 100% Usage",100% LED,101%,None,"EF 12, National Average",None,None,None,None,No,None,No,None,None,"In metro area, principal city",1000-1499,0-1499,1,Single-Family Detached,None,None,None,1,Vented Attic,<8,Wood Frame,"Wood, Medium/Dark",None,1,1,400%+,F12 B12 L12 R12,R-7,"Unfinished, Uninsulated","Wood Stud, Uninsulated",None,40 ACH50,115,RFCWc,"PA, Pittsburgh",100-120%
1735,Stochastic,High,Northeast,2 ft,20 ft^2,None,"Summer = 0.7, Winter = 0.85",Fiberglass,200% Usage,Uninsulated,None,None,None,No,None,100% Usage,100% Usage,No Exterior Use,200%,None,None,None,None,None,"Cooling Season, 7 days/wk",None,Hour23,Hour21,5A,"G4200030, G42001701",None,"PA, Allegheny County",Non-CBSA Middle Atlantic,5A,PA,CR07,Middle Atlantic,Middle Atlantic,Northeast,PJM,Cold,"PA, 01701",Single-Family Detached,<1940,<1940,Single-Family Detached,Natural Gas,None,None,Unheated Basement,Not Applicable,Occupied,Owner,60000-69999,60000-79999,60000-99999,Left/Right at 15ft,No,"Asphalt Shingles, Medium",None,Uninsulated,Uninsulated,Uninsulated,"Single, Clear, Non-metal",Yes,Natural Gas,Natural Gas Standard,Non-Ducted Heating,Room AC,None,None,"Fuel Wall/Floor Furnace, 60% AFUE",No,Natural Gas Fuel Wall/Floor Furnace,"Room AC, EER 9.8",None,None,None,None,75F,75F,Yes,No,3F,0F,Night +3h,None,Standard Efficiency,"EF 19.9, 100% Usage","Gas, 120% Usage",None,Yes,"Standard, 120% Usage","Electric, 120% Usage",100% Incandescent,101%,None,None,None,None,None,None,No,None,No,None,None,"In metro area, principal city",3000-3999,2500-3999,2,Single-Family Detached,None,None,None,2,Vented Attic,<8,Wood Frame,"Vinyl, Light",None,4,4,200-300%,F12 B12 L12 R12,R-38,"Unfinished, Uninsulated","Wood Stud, Uninsulated",40% Conditioned,15 ACH50,115,RFCWc,"PA, Pittsburgh",60-80%
