Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	sample_count	sample_weight
4B	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000	1.000000	139.112579
4B	Mobile Home	None	2000-09	0.000000	0.000000	1.000000	0.000000	1.000000	139.112579
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	4.000000	677.130310
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	24.000000	4080.650146
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 2 - 4 Units	None	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	4.000000	677.130310
4B	Multi-Family with 5+ Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000	24.000000	4080.650146
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 5+ Units	None	2000-09	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	8.000000	1167.760986
4B	Single-Family Attached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774	87.000000	11910.859375
4B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Attached	None	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	8.000000	1167.760986
4B	Single-Family Detached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774	87.000000	11910.859375
4B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Detached	None	2000-09	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	1.000000	336.712250
4B	Mobile Home	Ducted Heating	2010s	0.863013	0.000000	0.136987	0.000000	5.000000	1921.721924
4B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000	1.000000	139.112579
4B	Mobile Home	None	2010s	0.000000	0.000000	1.000000	0.000000	1.000000	139.112579
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	4.000000	677.130310
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	24.000000	4080.650146
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 2 - 4 Units	None	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	4.000000	677.130310
4B	Multi-Family with 5+ Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000	24.000000	4080.650146
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Multi-Family with 5+ Units	None	2010s	0.873140	0.000000	0.126860	0.000000	7.000000	455.312469
4B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	8.000000	1167.760986
4B	Single-Family Attached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774	87.000000	11910.859375
4B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Attached	None	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	8.000000	1167.760986
4B	Single-Family Detached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774	87.000000	11910.859375
4B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Single-Family Detached	None	2010s	0.906552	0.000000	0.093448	0.000000	7.000000	467.537354
4B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000	2.000000	967.828430
4B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000	4.000000	1198.591431
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945	22.000000	3093.604004
4B	Multi-Family with 2 - 4 Units	None	<1940	0.100793	0.000000	0.641262	0.257945	22.000000	3093.604004
4B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000	4.000000	1198.591431
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945	22.000000	3093.604004
4B	Multi-Family with 5+ Units	None	<1940	0.100793	0.000000	0.641262	0.257945	22.000000	3093.604004
4B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	237.956253
4B	Single-Family Attached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469	36.000000	9926.612305
4B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387	34.000000	4845.438477
4B	Single-Family Attached	None	<1940	0.022289	0.000000	0.697324	0.280387	34.000000	4845.438477
4B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	237.956253
4B	Single-Family Detached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469	36.000000	9926.612305
4B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387	34.000000	4845.438477
4B	Single-Family Detached	None	<1940	0.022289	0.000000	0.697324	0.280387	34.000000	4845.438477
4C	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000	2.000000	9997.464844
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.837611	0.162389	6.000000	16680.623047
4C	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.837611	0.162389	6.000000	16680.623047
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000	2.000000	9997.464844
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.837611	0.162389	6.000000	16680.623047
4C	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.837611	0.162389	6.000000	16680.623047
4C	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	4700.595215
4C	Single-Family Attached	Ducted Heating	1940-59	0.266805	0.000000	0.410636	0.322559	12.000000	61527.585938
4C	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	1940-59	0.091906	0.000000	0.693779	0.214314	12.000000	33443.054688
4C	Single-Family Attached	None	1940-59	0.091906	0.000000	0.693779	0.214314	12.000000	33443.054688
4C	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	4700.595215
4C	Single-Family Detached	Ducted Heating	1940-59	0.266805	0.000000	0.410636	0.322559	12.000000	61527.585938
4C	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	1940-59	0.091906	0.000000	0.693779	0.214314	12.000000	33443.054688
4C	Single-Family Detached	None	1940-59	0.091906	0.000000	0.693779	0.214314	12.000000	33443.054688
4C	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	1.000000	12102.540039
4C	Mobile Home	Ducted Heating	1960-79	0.476367	0.000000	0.523633	0.000000	2.000000	21061.810547
4C	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	1960-79	0.000000	0.000000	0.000000	1.000000	2.000000	14292.134766
4C	Mobile Home	None	1960-79	0.000000	0.000000	0.000000	1.000000	2.000000	14292.134766
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.000000	0.000000	1.000000	0.000000	1.000000	6590.589844
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.902712	0.097288	24.000000	67538.953125
4C	Multi-Family with 2 - 4 Units	None	1960-79	0.000000	0.000000	0.902712	0.097288	24.000000	67538.953125
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.000000	0.000000	1.000000	0.000000	1.000000	6590.589844
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.902712	0.097288	24.000000	67538.953125
4C	Multi-Family with 5+ Units	None	1960-79	0.000000	0.000000	0.902712	0.097288	24.000000	67538.953125
4C	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	9.000000	41946.921875
4C	Single-Family Attached	Ducted Heating	1960-79	0.330476	0.000000	0.628772	0.040751	21.000000	112039.843750
4C	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	1960-79	0.000000	0.000000	0.593206	0.406794	17.000000	40586.531250
4C	Single-Family Attached	None	1960-79	0.000000	0.000000	0.593206	0.406794	17.000000	40586.531250
4C	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	9.000000	41946.921875
4C	Single-Family Detached	Ducted Heating	1960-79	0.330476	0.000000	0.628772	0.040751	21.000000	112039.843750
4C	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	1960-79	0.000000	0.000000	0.593206	0.406794	17.000000	40586.531250
4C	Single-Family Detached	None	1960-79	0.000000	0.000000	0.593206	0.406794	17.000000	40586.531250
4C	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	4.000000	39739.628906
4C	Mobile Home	Ducted Heating	1980-99	0.000000	0.000000	0.000000	1.000000	1.000000	10774.589844
4C	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	1980-99	0.452110	0.000000	0.547890	0.000000	2.000000	9000.825195
4C	Mobile Home	None	1980-99	0.452110	0.000000	0.547890	0.000000	2.000000	9000.825195
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.000000	0.000000	0.684068	0.315932	4.000000	24835.865234
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.752226	0.247774	31.000000	88473.210938
4C	Multi-Family with 2 - 4 Units	None	1980-99	0.000000	0.000000	0.752226	0.247774	31.000000	88473.210938
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.000000	0.000000	0.684068	0.315932	4.000000	24835.865234
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.752226	0.247774	31.000000	88473.210938
4C	Multi-Family with 5+ Units	None	1980-99	0.000000	0.000000	0.752226	0.247774	31.000000	88473.210938
4C	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	17.000000	79985.281250
4C	Single-Family Attached	Ducted Heating	1980-99	0.250788	0.000000	0.510747	0.238465	40.000000	208775.687500
4C	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	1980-99	0.000000	0.000000	0.805317	0.194683	15.000000	36595.464844
4C	Single-Family Attached	None	1980-99	0.000000	0.000000	0.805317	0.194683	15.000000	36595.464844
4C	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	17.000000	79985.281250
4C	Single-Family Detached	Ducted Heating	1980-99	0.250788	0.000000	0.510747	0.238465	40.000000	208775.687500
4C	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	1980-99	0.000000	0.000000	0.805317	0.194683	15.000000	36595.464844
4C	Single-Family Detached	None	1980-99	0.000000	0.000000	0.805317	0.194683	15.000000	36595.464844
4C	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	1.000000	6051.270020
4C	Mobile Home	Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000	2.000000	4796.490234
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 2 - 4 Units	None	2000-09	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000	2.000000	4796.490234
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 5+ Units	None	2000-09	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	5.000000	11703.570312
4C	Single-Family Attached	Ducted Heating	2000-09	0.200566	0.000000	0.592278	0.207156	26.000000	68114.859375
4C	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	2000-09	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Attached	None	2000-09	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	5.000000	11703.570312
4C	Single-Family Detached	Ducted Heating	2000-09	0.200566	0.000000	0.592278	0.207156	26.000000	68114.859375
4C	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	2000-09	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Detached	None	2000-09	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	1.000000	6051.270020
4C	Mobile Home	Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000	2.000000	4796.490234
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 2 - 4 Units	None	2010s	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000	2.000000	4796.490234
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Multi-Family with 5+ Units	None	2010s	0.000000	0.000000	0.539287	0.460713	6.000000	8524.309570
4C	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	5.000000	11703.570312
4C	Single-Family Attached	Ducted Heating	2010s	0.200566	0.000000	0.592278	0.207156	26.000000	68114.859375
4C	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	2010s	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Attached	None	2010s	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	5.000000	11703.570312
4C	Single-Family Detached	Ducted Heating	2010s	0.200566	0.000000	0.592278	0.207156	26.000000	68114.859375
4C	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	2010s	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Single-Family Detached	None	2010s	0.120593	0.000000	0.355850	0.523556	8.000000	9043.813477
4C	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000	7.000000	19631.273438
4C	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	1.000000	0.000000	7.000000	19631.273438
4C	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000	7.000000	19631.273438
4C	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	1.000000	0.000000	7.000000	19631.273438
4C	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	4631.629883
4C	Single-Family Attached	Ducted Heating	<1940	0.000000	0.000000	0.771098	0.228902	16.000000	85852.359375
4C	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	<1940	0.000000	0.000000	0.597163	0.402837	10.000000	23528.992188
4C	Single-Family Attached	None	<1940	0.000000	0.000000	0.597163	0.402837	10.000000	23528.992188
4C	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	1.000000	4631.629883
4C	Single-Family Detached	Ducted Heating	<1940	0.000000	0.000000	0.771098	0.228902	16.000000	85852.359375
4C	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	<1940	0.000000	0.000000	0.597163	0.402837	10.000000	23528.992188
4C	Single-Family Detached	None	<1940	0.000000	0.000000	0.597163	0.402837	10.000000	23528.992188
5A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
5A	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
5A	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	3557.125000
5A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.336503	0.000000	0.344080	0.319417	29.000000	199802.859375
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.023774	0.000000	0.291477	0.684749	54.000000	147745.062500
5A	Multi-Family with 2 - 4 Units	None	1940-59	0.023774	0.000000	0.291477	0.684749	54.000000	147745.062500
5A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	1.000000	3557.125000
5A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.336503	0.000000	0.344080	0.319417	29.000000	199802.859375
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
