lighting_exterior,lighting_exterior_holiday,refrigerator,extra_refrigerator,freezer,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,permanent_spa_pump,permanent_spa_heater,hot_water_recirculation_pump,general_water_use
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.445,0,0.791,0.791,0.791,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,1,0.315
0.412,0,0.771,0.771,0.771,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,1,0.288
0.412,0,0.752,0.752,0.752,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,1,0.288
0.401,0,0.732,0.732,0.732,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,1,0.342
0.367,0,0.712,0.712,0.712,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,1,0.37
0.401,0,0.712,0.712,0.712,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,1,0.521
0.478,0,0.752,0.752,0.752,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,1,0.603
0.523,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,1,0.534
0.378,0,0.811,0.811,0.811,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,1,0.507
0.256,0,0.811,0.811,0.811,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,1,0.507
0.267,0,0.791,0.791,0.791,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,1,0.466
0.278,0,0.791,0.791,0.791,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,1,0.479
0.267,0,0.831,0.831,0.831,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,1,0.479
0.312,0,0.831,0.831,0.831,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,1,0.479
0.345,0,0.831,0.831,0.831,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,1,0.534
0.356,0,0.811,0.811,0.811,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,1,0.589
0.434,0,0.87,0.87,0.87,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,1,0.699
0.59,0,0.949,0.949,0.949,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,1,0.877
0.701,0,0.989,0.989,0.989,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,1,0.89
0.745,0,0.949,0.949,0.949,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,1,0.986
0.79,0,0.93,0.93,0.93,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,1,1
0.768,0,0.91,0.91,0.91,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,1,0.863
0.656,0,0.87,0.87,0.87,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,1,0.616
0.556,0,0.811,0.811,0.811,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
