Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	source_count	source_weight	sampling_probability
Mobile Home	CA, 03726	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	11	1.3087e-06
Multi-Family with 2 - 4 Units	CA, 03726	1940s	0.257133	0.00100602	0.66116	0.0642833	0.00314928	0.0132678	1	8	9.51777e-07
Multi-Family with 2 - 4 Units	CA, 03726	1950s	0.252543	0.000514998	0.666475	0.0621459	0.00411154	0.0142089	5	94	1.11834e-05
Multi-Family with 2 - 4 Units	CA, 03726	1960s	0.314509	0.00068541	0.59464	0.0724384	0.00391759	0.013809	7	179	2.1296e-05
Multi-Family with 2 - 4 Units	CA, 03726	1970s	0.525568	0	0.474432	0	0	0	24	704	8.37563e-05
Multi-Family with 2 - 4 Units	CA, 03726	1980s	0.550308	0	0.449692	0	0	0	16	487	5.79394e-05
Multi-Family with 2 - 4 Units	CA, 03726	1990s	0.307692	0	0.389423	0.264423	0	0.0384615	11	208	2.47461e-05
Multi-Family with 2 - 4 Units	CA, 03726	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	3	53	6.30551e-06
Multi-Family with 2 - 4 Units	CA, 03726	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	17	2.02253e-06
Multi-Family with 2 - 4 Units	CA, 03726	<1940	0.22255	0.000937785	0.699453	0.0569101	0.00583436	0.0143146	3	52	6.18655e-06
Multi-Family with 5+ Units	CA, 03726	1940s	0.337284	0.00137054	0.551069	0.0921662	0.00555776	0.0125522	2	38	4.52093e-06
Multi-Family with 5+ Units	CA, 03726	1950s	0.48227	0	0.390071	0	0.12766	0	11	141	1.67751e-05
Multi-Family with 5+ Units	CA, 03726	1960s	0.468303	0	0.531697	0	0	0	18	489	5.81774e-05
Multi-Family with 5+ Units	CA, 03726	1970s	0.458556	0	0.421123	0.120321	0	0	25	748	8.89911e-05
Multi-Family with 5+ Units	CA, 03726	1980s	0.335577	0	0.620192	0.0211538	0	0.0230769	39	1040	0.000123731
Multi-Family with 5+ Units	CA, 03726	1990s	0.5632	0	0.3776	0	0	0.0592	27	625	7.43576e-05
Multi-Family with 5+ Units	CA, 03726	2000s	0.334337	0	0.626506	0	0	0.0391566	13	332	3.94988e-05
Multi-Family with 5+ Units	CA, 03726	2010s	0.550985	0.000687278	0.393285	0.0364662	0.00800477	0.010572	4	130	1.54664e-05
Multi-Family with 5+ Units	CA, 03726	<1940	0.342642	0.00203135	0.522612	0.102219	0.0197163	0.0107792	2	32	3.80711e-06
Single-Family Attached	CA, 03726	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	2	29	3.45017e-06
Single-Family Attached	CA, 03726	1950s	0.241165	0.0021092	0.659477	0.0742465	0.00854293	0.0144593	2	31	3.68812e-06
Single-Family Attached	CA, 03726	1960s	0.58363	0	0.41637	0	0	0	22	562	6.6862e-05
Single-Family Attached	CA, 03726	1970s	0.373737	0	0.614567	0.00744285	0	0.00425306	84	1881	0.000223785
Single-Family Attached	CA, 03726	1980s	0.233066	0	0.735615	0	0	0.0313183	65	1373	0.000163348
Single-Family Attached	CA, 03726	1990s	0.0775194	0	0.922481	0	0	0	13	258	3.06947e-05
Single-Family Attached	CA, 03726	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	8	155	1.84406e-05
Single-Family Attached	CA, 03726	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	13	1.54663e-06
Single-Family Attached	CA, 03726	<1940	0.232409	0.00100237	0.668846	0.0764595	0.0076343	0.0136485	1	25	2.97429e-06
Single-Family Detached	CA, 03726	1940s	0.222636	0	0.599404	0	0.0580789	0.119881	63	1343	0.00015978
Single-Family Detached	CA, 03726	1950s	0.195013	0	0.756234	0	0.0119092	0.0368441	148	2687	0.000319679
Single-Family Detached	CA, 03726	1960s	0.173811	0	0.744154	0	0.0327358	0.0492985	264	5132	0.000610566
Single-Family Detached	CA, 03726	1970s	0.14502	0.00467202	0.768641	0.00130817	0.0265371	0.0538217	293	5351	0.000636621
Single-Family Detached	CA, 03726	1980s	0.139895	0.00411455	0.80316	0.00115207	0.0131666	0.0385122	288	6076	0.000722873
Single-Family Detached	CA, 03726	1990s	0.183475	0	0.715067	0	0.0461725	0.0552855	169	3292	0.000391655
Single-Family Detached	CA, 03726	2000s	0.152284	0.0261059	0.716461	0	0.0130529	0.0920957	79	1379	0.000164063
Single-Family Detached	CA, 03726	2010s	0.0913706	0.0659898	0.771574	0	0.0228426	0.0482234	21	394	4.68749e-05
Single-Family Detached	CA, 03726	<1940	0.316297	0	0.32594	0.021215	0.0935391	0.243009	57	1037	0.000123374
Mobile Home	CA, 03727	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03727	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	19	1.42148e-05
Mobile Home	CA, 03727	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03727	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03727	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03727	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03727	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03727	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03727	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03727	1940s	0.403846	0	0.596154	0	0	0	11	312	0.000233421
Multi-Family with 2 - 4 Units	CA, 03727	1950s	0.382838	0	0.617162	0	0	0	13	303	0.000226688
Multi-Family with 2 - 4 Units	CA, 03727	1960s	0.314509	0.00068541	0.59464	0.0724384	0.00391759	0.013809	8	154	0.000115214
Multi-Family with 2 - 4 Units	CA, 03727	1970s	0.568421	0	0.431579	0	0	0	15	380	0.000284295
Multi-Family with 2 - 4 Units	CA, 03727	1980s	0.381514	0.000568711	0.552781	0.0454061	0.00449524	0.0152342	9	243	0.000181799
Multi-Family with 2 - 4 Units	CA, 03727	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	2	40	2.99257e-05
Multi-Family with 2 - 4 Units	CA, 03727	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	2	52	3.89036e-05
Multi-Family with 2 - 4 Units	CA, 03727	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	0	0	0
Multi-Family with 2 - 4 Units	CA, 03727	<1940	0.257261	0	0.688797	0.0539419	0	0	12	241	0.000180303
Multi-Family with 5+ Units	CA, 03727	1940s	0.327994	0	0.658276	0.01373	0	0	52	1311	0.000980817
Multi-Family with 5+ Units	CA, 03727	1950s	0.334292	0	0.601266	0.056962	0	0.00747986	154	3476	0.00260055
Multi-Family with 5+ Units	CA, 03727	1960s	0.450997	0	0.515832	0.0294857	0	0.00368571	267	5969	0.00446566
Multi-Family with 5+ Units	CA, 03727	1970s	0.512833	0	0.441335	0.0343437	0.00525544	0.00623319	383	8182	0.00612131
Multi-Family with 5+ Units	CA, 03727	1980s	0.483339	0	0.481593	0.0226912	0.00333228	0.00904475	281	6302	0.0047148
Multi-Family with 5+ Units	CA, 03727	1990s	0.587465	0	0.396096	0.00873362	0.00410994	0.0035962	161	3893	0.00291252
Multi-Family with 5+ Units	CA, 03727	2000s	0.613855	0	0.383434	0.00271084	0	0	143	3320	0.00248384
Multi-Family with 5+ Units	CA, 03727	2010s	0.557084	0	0.442916	0	0	0	30	727	0.0005439
Multi-Family with 5+ Units	CA, 03727	<1940	0.342642	0.00203135	0.522612	0.102219	0.0197163	0.0107792	7	203	0.000151873
Single-Family Attached	CA, 03727	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	3	55	4.11479e-05
Single-Family Attached	CA, 03727	1950s	0.162544	0	0.798587	0	0	0.0388693	14	283	0.000211725
Single-Family Attached	CA, 03727	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	6	95	7.10737e-05
Single-Family Attached	CA, 03727	1970s	0.16436	0	0.811419	0	0	0.0242215	37	578	0.000432427
Single-Family Attached	CA, 03727	1980s	0.15873	0	0.84127	0	0	0	25	315	0.000235665
Single-Family Attached	CA, 03727	1990s	0.3375	0	0.6625	0	0	0	10	160	0.000119703
Single-Family Attached	CA, 03727	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	7	108	8.07995e-05
Single-Family Attached	CA, 03727	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	0	0	0
Single-Family Attached	CA, 03727	<1940	0.232409	0.00100237	0.668846	0.0764595	0.0076343	0.0136485	2	58	4.33924e-05
Single-Family Detached	CA, 03727	1940s	0.185302	0	0.807294	0.00240652	0	0.00499815	287	5402	0.00404147
Single-Family Detached	CA, 03727	1950s	0.130216	0	0.858415	0.00128714	0.00128714	0.00879545	541	9323	0.00697494
Single-Family Detached	CA, 03727	1960s	0.18953	0	0.791576	0	0.0163354	0.00255855	303	5081	0.00380132
Single-Family Detached	CA, 03727	1970s	0.166011	0.00524246	0.797291	0.0192224	0.0122324	0	136	2289	0.0017125
Single-Family Detached	CA, 03727	1980s	0.209463	0	0.731102	0.00577034	0.0288517	0.0248125	102	1733	0.00129653
Single-Family Detached	CA, 03727	1990s	0.194481	0	0.767411	0	0.0243101	0.0137976	93	1522	0.00113867
Single-Family Detached	CA, 03727	2000s	0.151197	0	0.809691	0	0.0251022	0.0140105	106	1713	0.00128157
Single-Family Detached	CA, 03727	2010s	0.238095	0	0.705069	0	0.0568356	0	32	651	0.000487043
Single-Family Detached	CA, 03727	<1940	0.1975	0.00185157	0.774572	0.00385743	0.0149668	0.00725197	336	6481	0.00484873
Mobile Home	CA, 03728	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	1	22	2.04805e-06
Mobile Home	CA, 03728	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03728	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03728	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03728	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	21	1.95496e-06
Mobile Home	CA, 03728	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	26	2.42042e-06
Mobile Home	CA, 03728	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03728	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	22	2.04805e-06
Mobile Home	CA, 03728	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03728	1940s	0.0726979	0	0.854604	0.0516963	0	0.0210016	51	1238	0.00011525
Multi-Family with 2 - 4 Units	CA, 03728	1950s	0.111657	0	0.808287	0.0674157	0	0.0126404	73	1424	0.000132566
Multi-Family with 2 - 4 Units	CA, 03728	1960s	0.1	0	0.837383	0.0626168	0	0	47	1070	9.96104e-05
Multi-Family with 2 - 4 Units	CA, 03728	1970s	0.221607	0	0.705448	0.023084	0.0387812	0.0110803	38	1083	0.00010082
Multi-Family with 2 - 4 Units	CA, 03728	1980s	0.216179	0	0.570432	0.157601	0	0.055788	28	717	6.67483e-05
Multi-Family with 2 - 4 Units	CA, 03728	1990s	0.314516	0	0.508065	0.177419	0	0	20	372	3.46309e-05
Multi-Family with 2 - 4 Units	CA, 03728	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	6	265	2.46698e-05
Multi-Family with 2 - 4 Units	CA, 03728	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	4	60	5.58562e-06
Multi-Family with 2 - 4 Units	CA, 03728	<1940	0.16991	0	0.698353	0.112275	0	0.0194611	48	1336	0.000124373
Multi-Family with 5+ Units	CA, 03728	1940s	0.247496	0	0.66619	0.0686695	0	0.0176443	81	2097	0.000195217
Multi-Family with 5+ Units	CA, 03728	1950s	0.281637	0	0.626549	0.0818584	0	0.00995575	201	4520	0.000420783
Multi-Family with 5+ Units	CA, 03728	1960s	0.366834	0	0.552916	0.0522309	0.0114207	0.0165981	246	6567	0.000611346
Multi-Family with 5+ Units	CA, 03728	1970s	0.446257	0	0.436394	0.0830804	0	0.0342691	331	7908	0.000736184
Multi-Family with 5+ Units	CA, 03728	1980s	0.43122	0	0.479434	0.0647336	0.0074174	0.0171949	135	2966	0.000276116
Multi-Family with 5+ Units	CA, 03728	1990s	0.405202	0	0.456069	0.117341	0.0132948	0.00809249	66	1730	0.000161052
Multi-Family with 5+ Units	CA, 03728	2000s	0.511802	0	0.283627	0.183215	0.00524541	0.0161109	77	2669	0.000248467
Multi-Family with 5+ Units	CA, 03728	2010s	0.593182	0	0.352273	0.0545455	0	0	28	880	8.19224e-05
Multi-Family with 5+ Units	CA, 03728	<1940	0.392415	0	0.478153	0.0865622	0.0272053	0.0156636	83	2426	0.000225846
Single-Family Attached	CA, 03728	1940s	0.245283	0	0.754717	0	0	0	13	318	2.96037e-05
Single-Family Attached	CA, 03728	1950s	0.0660377	0	0.933962	0	0	0	12	212	1.97358e-05
Single-Family Attached	CA, 03728	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	9	179	1.66637e-05
Single-Family Attached	CA, 03728	1970s	0.318255	0	0.662359	0.0193861	0	0	33	619	5.76248e-05
Single-Family Attached	CA, 03728	1980s	0.324324	0	0.675676	0	0	0	18	333	3.1e-05
Single-Family Attached	CA, 03728	1990s	0.328704	0	0.671296	0	0	0	12	216	2.01082e-05
Single-Family Attached	CA, 03728	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	9	161	1.4988e-05
Single-Family Attached	CA, 03728	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	0	0	0
Single-Family Attached	CA, 03728	<1940	0.229935	0	0.672451	0.0976139	0	0	21	461	4.29161e-05
Single-Family Detached	CA, 03728	1940s	0.13245	0	0.812086	0.0364238	0.00993377	0.00910596	138	2416	0.000224914
Single-Family Detached	CA, 03728	1950s	0.166802	0	0.811336	0.0218623	0	0	83	1235	0.00011497
Single-Family Detached	CA, 03728	1960s	0.111111	0	0.82	0.0444444	0.0244444	0	27	450	4.1892e-05
Single-Family Detached	CA, 03728	1970s	0.114625	0	0.735178	0	0	0.150198	16	253	2.35527e-05
Single-Family Detached	CA, 03728	1980s	0.366906	0	0.633094	0	0	0	21	417	3.882e-05
Single-Family Detached	CA, 03728	1990s	0.297645	0	0.702355	0	0	0	26	467	4.34747e-05
Single-Family Detached	CA, 03728	2000s	0.170213	0	0.768085	0	0.0617021	0	21	470	4.3754e-05
Single-Family Detached	CA, 03728	2010s	0.0594796	0	0.70632	0	0.204461	0.0297398	12	269	2.50421e-05
Single-Family Detached	CA, 03728	<1940	0.125365	0	0.840935	0.0280836	0.00561672	0	228	4451	0.00041436
Mobile Home	CA, 03729	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03729	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03729	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03729	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	2	34	2.53128e-05
Mobile Home	CA, 03729	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03729	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	2	24	1.78678e-05
Mobile Home	CA, 03729	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	1	12	8.93389e-06
Mobile Home	CA, 03729	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03729	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	15	1.11674e-05
Multi-Family with 2 - 4 Units	CA, 03729	1940s	0.113139	0	0.857664	0	0	0.0291971	35	548	0.000407982
Multi-Family with 2 - 4 Units	CA, 03729	1950s	0.0250896	0	0.959379	0.0155317	0	0	37	837	0.000623141
Multi-Family with 2 - 4 Units	CA, 03729	1960s	0.157609	0	0.806677	0	0	0.0357143	50	1288	0.000958907
Multi-Family with 2 - 4 Units	CA, 03729	1970s	0.225641	0	0.591026	0.141026	0.024359	0.0179487	35	780	0.000580703
Multi-Family with 2 - 4 Units	CA, 03729	1980s	0.199719	0	0.71308	0.0731364	0	0.0140647	30	711	0.000529334
Multi-Family with 2 - 4 Units	CA, 03729	1990s	0.132203	0	0.772881	0.0949153	0	0	13	295	0.000219625
Multi-Family with 2 - 4 Units	CA, 03729	2000s	0.237931	0	0.762069	0	0	0	11	290	0.000215903
Multi-Family with 2 - 4 Units	CA, 03729	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	12	8.93391e-06
Multi-Family with 2 - 4 Units	CA, 03729	<1940	0.241164	0	0.619543	0.043659	0.024948	0.0706861	24	481	0.000358102
Multi-Family with 5+ Units	CA, 03729	1940s	0.28169	0	0.624617	0.0936926	0	0	71	1633	0.00121576
Multi-Family with 5+ Units	CA, 03729	1950s	0.243405	0	0.650754	0.0986181	0.00392588	0.00329774	272	6368	0.00474093
Multi-Family with 5+ Units	CA, 03729	1960s	0.396527	0.00248051	0.514263	0.0684798	0.00186038	0.0163891	530	11288	0.00840384
Multi-Family with 5+ Units	CA, 03729	1970s	0.423938	0	0.477369	0.0858042	0.00350962	0.00937916	745	16526	0.0123035
Multi-Family with 5+ Units	CA, 03729	1980s	0.455049	0	0.474799	0.0529937	0.00241287	0.0147453	548	11190	0.00833088
Multi-Family with 5+ Units	CA, 03729	1990s	0.461401	0	0.481187	0.0497892	0	0.00762245	297	6166	0.00459055
Multi-Family with 5+ Units	CA, 03729	2000s	0.522701	0	0.420716	0.0508784	0	0.00570386	198	4383	0.00326311
Multi-Family with 5+ Units	CA, 03729	2010s	0.515917	0	0.442371	0	0	0.0417124	45	911	0.000678234
Multi-Family with 5+ Units	CA, 03729	<1940	0.306573	0	0.588901	0.0883621	0.00915948	0.00700431	74	1856	0.00138178
Single-Family Attached	CA, 03729	1940s	0.25788	0	0.74212	0	0	0	15	349	0.000259828
Single-Family Attached	CA, 03729	1950s	0	0	1	0	0	0	15	330	0.000245683
Single-Family Attached	CA, 03729	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	8	124	9.23172e-05
Single-Family Attached	CA, 03729	1970s	0.192941	0	0.734118	0	0	0.0729412	27	425	0.00031641
Single-Family Attached	CA, 03729	1980s	0.262821	0	0.737179	0	0	0	22	468	0.000348423
Single-Family Attached	CA, 03729	1990s	0.232068	0	0.767932	0	0	0	14	237	0.000176445
Single-Family Attached	CA, 03729	2000s	0.184906	0	0.815094	0	0	0	10	265	0.00019729
Single-Family Attached	CA, 03729	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	15	1.11674e-05
Single-Family Attached	CA, 03729	<1940	0.0947368	0	0.905263	0	0	0	15	380	0.000282907
Single-Family Detached	CA, 03729	1940s	0.111715	0	0.852683	0.0192915	0.0136794	0.00263066	368	5702	0.00424509
Single-Family Detached	CA, 03729	1950s	0.137746	0	0.843514	0.00194695	0.00803115	0.00876126	250	4109	0.00305912
Single-Family Detached	CA, 03729	1960s	0.167852	0	0.832148	0	0	0	40	703	0.000523378
Single-Family Detached	CA, 03729	1970s	0.0234234	0	0.873874	0	0.0216216	0.0810811	34	555	0.000413194
Single-Family Detached	CA, 03729	1980s	0.129032	0	0.693548	0.105991	0	0.0714286	24	434	0.00032311
Single-Family Detached	CA, 03729	1990s	0.206304	0	0.759312	0	0	0.034384	19	349	0.000259828
Single-Family Detached	CA, 03729	2000s	0.268065	0	0.680653	0	0.0512821	0	27	429	0.000319387
Single-Family Detached	CA, 03729	2010s	0.256604	0	0.65283	0.090566	0	0	13	265	0.000197291
Single-Family Detached	CA, 03729	<1940	0.110478	0.00269825	0.862539	0.00869435	0.00629591	0.00929396	388	6671	0.00496651
Mobile Home	CA, 03730	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	2	37	2.77305e-05
Mobile Home	CA, 03730	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	36	2.6981e-05
Mobile Home	CA, 03730	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	1	12	8.99364e-06
Mobile Home	CA, 03730	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03730	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	34	2.5482e-05
Mobile Home	CA, 03730	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03730	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03730	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03730	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03730	1940s	0.174986	0	0.790591	0.0344234	0	0	93	1743	0.00130632
Multi-Family with 2 - 4 Units	CA, 03730	1950s	0.164826	0	0.787066	0	0.00946372	0.0386435	64	1268	0.000950326
Multi-Family with 2 - 4 Units	CA, 03730	1960s	0.318059	0	0.610512	0.0188679	0	0.0525606	39	742	0.000556106
Multi-Family with 2 - 4 Units	CA, 03730	1970s	0.227926	0	0.73922	0.0328542	0	0	41	974	0.000729983
Multi-Family with 2 - 4 Units	CA, 03730	1980s	0.380313	0	0.527964	0.064877	0	0.0268456	21	447	0.000335012
Multi-Family with 2 - 4 Units	CA, 03730	1990s	0.0340136	0	0.857143	0.108844	0	0	12	294	0.000220344
Multi-Family with 2 - 4 Units	CA, 03730	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	9	323	0.000242079
Multi-Family with 2 - 4 Units	CA, 03730	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	13	9.74314e-06
Multi-Family with 2 - 4 Units	CA, 03730	<1940	0.150747	0	0.806847	0.0246548	0.00169062	0.0160609	341	7098	0.00531974
Multi-Family with 5+ Units	CA, 03730	1940s	0.160355	0	0.782515	0.0354902	0.00735771	0.0142826	217	4621	0.00346331
Multi-Family with 5+ Units	CA, 03730	1950s	0.266744	0	0.667777	0.0483172	0	0.0171609	258	6002	0.00449832
Multi-Family with 5+ Units	CA, 03730	1960s	0.407654	0	0.538917	0.0462193	0	0.00721021	262	5409	0.00405388
Multi-Family with 5+ Units	CA, 03730	1970s	0.431413	0	0.486737	0.052482	0.00246305	0.0269041	262	5278	0.00395571
Multi-Family with 5+ Units	CA, 03730	1980s	0.454977	0.00831551	0.470658	0.0494179	0.00617724	0.0104538	211	4209	0.00315452
Multi-Family with 5+ Units	CA, 03730	1990s	0.44892	0	0.492104	0.0357718	0	0.0232034	155	3103	0.00232561
Multi-Family with 5+ Units	CA, 03730	2000s	0.415953	0	0.544756	0.0301329	0	0.00915805	146	3385	0.00253696
Multi-Family with 5+ Units	CA, 03730	2010s	0.463497	0	0.536503	0	0	0	27	589	0.000441439
Multi-Family with 5+ Units	CA, 03730	<1940	0.28066	0.00446582	0.633917	0.0603458	0.00240467	0.0182068	408	8733	0.00654512
Single-Family Attached	CA, 03730	1940s	0.453988	0	0.546012	0	0	0	13	163	0.000122164
Single-Family Attached	CA, 03730	1950s	0.101695	0	0.584746	0.313559	0	0	11	236	0.000176876
Single-Family Attached	CA, 03730	1960s	0.344697	0	0.606061	0.0492424	0	0	13	264	0.000197861
Single-Family Attached	CA, 03730	1970s	0.299743	0.000849697	0.65369	0.0239771	0.00649481	0.0152457	8	131	9.81808e-05
Single-Family Attached	CA, 03730	1980s	0.274009	0.000619145	0.684407	0.0196868	0.00505384	0.0162236	4	49	3.6724e-05
Single-Family Attached	CA, 03730	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	4	77	5.77093e-05
Single-Family Attached	CA, 03730	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	2	29	2.17347e-05
Single-Family Attached	CA, 03730	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	2	59	4.42187e-05
Single-Family Attached	CA, 03730	<1940	0.282934	0	0.663174	0.0261976	0	0.0276946	69	1336	0.00100129
Single-Family Detached	CA, 03730	1940s	0.108869	0	0.884561	0	0.00656969	0	127	2131	0.00159712
Single-Family Detached	CA, 03730	1950s	0.148618	0	0.837558	0.0138249	0	0	95	1736	0.00130108
Single-Family Detached	CA, 03730	1960s	0.26601	0	0.684729	0	0	0.0492611	26	406	0.000304286
Single-Family Detached	CA, 03730	1970s	0.259494	0	0.648734	0	0.0696203	0.0221519	17	316	0.000236833
Single-Family Detached	CA, 03730	1980s	0.0880361	0	0.851016	0.0609481	0	0	19	443	0.000332017
Single-Family Detached	CA, 03730	1990s	0.30198	0	0.579208	0.0594059	0	0.0594059	14	202	0.000151394
Single-Family Detached	CA, 03730	2000s	0.270701	0	0.598726	0	0.130573	0	17	314	0.000235335
Single-Family Detached	CA, 03730	2010s	0.244898	0	0.608163	0.0285714	0.0734694	0.044898	18	245	0.000183621
Single-Family Detached	CA, 03730	<1940	0.128675	0	0.841729	0.0113681	0.00127401	0.0169541	615	10204	0.00764763
Mobile Home	CA, 03731	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03731	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03731	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03731	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	3	89	2.5211e-05
Mobile Home	CA, 03731	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	20	5.66538e-06
Mobile Home	CA, 03731	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03731	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	2	23	6.51518e-06
Mobile Home	CA, 03731	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03731	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	0	0	0
Multi-Family with 2 - 4 Units	CA, 03731	1940s	0.327052	0	0.577389	0.0524899	0	0.0430686	27	743	0.000210469
Multi-Family with 2 - 4 Units	CA, 03731	1950s	0.281893	0	0.697531	0	0	0.0205761	19	486	0.000137669
Multi-Family with 2 - 4 Units	CA, 03731	1960s	0.354486	0	0.599562	0	0	0.0459519	15	457	0.000129454
Multi-Family with 2 - 4 Units	CA, 03731	1970s	0.117932	0	0.799677	0.082391	0	0	19	619	0.000175343
