Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR09	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1950s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000557871
CR02	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1960s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0.000159641
CR02	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1970s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	8.43391e-05
CR02	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1980s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1990s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2000s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	5.19653e-05
CR02	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2010s	Single-Family Detached	Heated Basement	1	0	0	0	0	0	0	0	1.37307e-05
CR02	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	<1940	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000380922
CR02	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1940s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000207955
CR02	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1950s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000458102
CR02	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1960s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00105636
CR02	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1970s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00199436
CR02	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1980s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00101046
CR02	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	1990s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000638523
CR02	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	2000s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.00077413
CR02	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR03	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR04	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR05	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR06	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR07	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR08	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR09	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR10	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0
CR11	2010s	Mobile Home	Ambient	1	0	0	0	0	0	0	0	0.000256716
CR02	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR06	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR07	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR08	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR09	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR10	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR11	1990s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR02	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR03	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR04	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
CR05	2000s	Multi-Family with 5+ Units	Ambient	1	0	0	0	0	0	0	0	0
