Dependency=HVAC Has Ducts	Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Geometry Foundation Type	Option=None	Option=10% Leakage, Uninsulated	Option=20% Leakage, Uninsulated	Option=30% Leakage, Uninsulated	Option=10% Leakage, R-4	Option=20% Leakage, R-4	Option=30% Leakage, R-4	Option=10% Leakage, R-6	Option=20% Leakage, R-6	Option=30% Leakage, R-6	Option=10% Leakage, R-8	Option=20% Leakage, R-8	Option=30% Leakage, R-8	Option=0% Leakage, Uninsulated	sampling_probability
Yes	Single-Family Detached	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00753335
Yes	Single-Family Detached	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00118786
Yes	Single-Family Detached	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000705339
Yes	Single-Family Detached	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000398538
Yes	Single-Family Detached	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	6.53e-05
Yes	Single-Family Detached	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	5.0493e-05
Yes	Single-Family Detached	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.000153946
Yes	Single-Family Attached	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00138464
Yes	Single-Family Attached	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	8.5842e-05
Yes	Single-Family Attached	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	6.94922e-05
Yes	Single-Family Attached	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000142486
Yes	Single-Family Attached	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	2.8028e-05
Yes	Single-Family Attached	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	1.43413e-05
Yes	Single-Family Attached	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	3.93045e-05
Yes	Multi-Family with 2 - 4 Units	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00217965
Yes	Multi-Family with 2 - 4 Units	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000140092
Yes	Multi-Family with 2 - 4 Units	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000153089
Yes	Multi-Family with 2 - 4 Units	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000159108
Yes	Multi-Family with 2 - 4 Units	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	2.79477e-05
Yes	Multi-Family with 2 - 4 Units	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	1.7263e-05
Yes	Multi-Family with 2 - 4 Units	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	4.04998e-05
Yes	Multi-Family with 5+ Units	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00509692
Yes	Multi-Family with 5+ Units	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000507155
Yes	Multi-Family with 5+ Units	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000916565
Yes	Multi-Family with 5+ Units	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.00129952
Yes	Multi-Family with 5+ Units	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000261324
Yes	Multi-Family with 5+ Units	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000156102
Yes	Multi-Family with 5+ Units	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.000529594
Yes	Mobile Home	<1940	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1950s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1960s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1970s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1980s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	1990s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Mobile Home	2000s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0
Yes	Single-Family Detached	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000341698
Yes	Single-Family Attached	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	3.79852e-05
Yes	Multi-Family with 2 - 4 Units	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	4.39353e-05
Yes	Multi-Family with 5+ Units	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0.000114119
Yes	Mobile Home	1940s	Unheated Basement	0	0.26	0.47	0.27	0	0	0	0	0	0	0	0	0	0	0
Yes	Single-Family Detached	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	4.02976e-05
Yes	Single-Family Attached	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	1.37792e-05
Yes	Multi-Family with 2 - 4 Units	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	9.66065e-06
Yes	Multi-Family with 5+ Units	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0.000181517
Yes	Mobile Home	2010s	Unheated Basement	0	0	0	0	0	0	0	0.26	0.47	0.27	0	0	0	0	0
No	Single-Family Detached	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763318
No	Single-Family Detached	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577196
No	Single-Family Detached	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251778
No	Single-Family Detached	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105954
No	Single-Family Detached	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53578e-05
No	Single-Family Detached	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6049e-06
No	Single-Family Detached	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20231e-06
No	Single-Family Attached	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161822
No	Single-Family Attached	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96497e-05
No	Single-Family Attached	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71455e-05
No	Single-Family Attached	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89751e-05
No	Single-Family Attached	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76313e-06
No	Single-Family Attached	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69584e-06
No	Single-Family Attached	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52015e-07
No	Multi-Family with 2 - 4 Units	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189224
No	Multi-Family with 2 - 4 Units	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.89707e-05
No	Multi-Family with 2 - 4 Units	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73521e-05
No	Multi-Family with 2 - 4 Units	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62948e-05
No	Multi-Family with 2 - 4 Units	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20739e-06
No	Multi-Family with 2 - 4 Units	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88022e-06
No	Multi-Family with 2 - 4 Units	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88032e-07
No	Multi-Family with 5+ Units	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00527509
No	Multi-Family with 5+ Units	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000377378
No	Multi-Family with 5+ Units	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522431
No	Multi-Family with 5+ Units	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000576588
No	Multi-Family with 5+ Units	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89555e-05
No	Multi-Family with 5+ Units	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64571e-05
No	Multi-Family with 5+ Units	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83039e-06
No	Mobile Home	<1940	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1950s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1960s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1970s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1980s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	1990s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Mobile Home	2000s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Single-Family Detached	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000632709
No	Single-Family Attached	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05133e-05
No	Multi-Family with 2 - 4 Units	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000138567
No	Multi-Family with 5+ Units	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348831
No	Mobile Home	1940s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	Single-Family Detached	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06483e-07
No	Single-Family Attached	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66848e-07
No	Multi-Family with 2 - 4 Units	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33719e-07
No	Multi-Family with 5+ Units	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96019e-06
No	Mobile Home	2010s	Unheated Basement	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
# Source, duct insulation as a function of location: IECC 2009
# Source, leakage distribution: Lucas and Cole, 'Impacts of the 2009 IECC for Residential Buildings at State Level', 2009
# Source, duct location: Wilson et al., 'Building America House Simulation Protocols', 2014
