utility,eiaid,name,label
"Big Horn County Elec Coop, Inc",1683,Residential Rate,539fc0eeec4f024c27d8a1b5
"Town of Danvers, Massachusetts (Utility Company)",5480,RESIDENTIAL RATE R-1,560d96025457a39d5a8b4568
Tri-County Elec Member Corp (North Carolina),18957,Rate Schedule 2: Residential Service,539fc0eeec4f024c27d8a1d1
"Alaska Village Elec Coop, Inc",221,Residential Rate: Nulato Village,539fc0eeec4f024c27d8a1d9
"City of Niles, Michigan (Utility Company)",13604,DOMESTIC USE - IN CITY,539fc0eeec4f024c27d8a1e1
"City of Fairfax, Minnesota (Utility Company)",6138,Residential Rates,539fc100ec4f024c27d8a21b
"Farmers' Electric Coop, Inc (New Mexico)",6198,Residential With Add On Heat Pump,539fc100ec4f024c27d8a223
"City of Pasadena, California (Utility Company)",14534,Residential Single-Family Service TOU,539fc100ec4f024c27d8a22d
"City of Hondo, Texas (Utility Company)",8801,Residential (A),539fc100ec4f024c27d8a235
Hart Electric Member Corp,8210,Schedule A-EM-10 Residential Energy Management,539fc101ec4f024c27d8a241
"City of Soda Springs, Idaho (Utility Company)",17493,Residential /Trailer Court /RV Monthly Bill,539fc101ec4f024c27d8a245
Tri-County Elec Member Corp,18956,Residential Prepay- Single Phase,539fc101ec4f024c27d8a247
"Inside Passage Elec Coop, Inc",18963,Residential Single Phase,539fc101ec4f024c27d8a26b
"Crawfordsville Elec, Lgt & Pwr",4508,Residential,560db3815457a3413b8b4569
"City of Bryan, Texas (Utility Company)",2442,Residential- City,539fc102ec4f024c27d8a29f
Jones-Onslow Elec Member Corp,9837,Residential Rate,539fc102ec4f024c27d8a2a7
"Alaska Village Elec Coop, Inc",221,Residential Rate: Koyuk Village,539fc112ec4f024c27d8a2b1
Panhandle Rural El Member Assn,14426,Residential Service- Rate class 15,560da1795457a35a5a8b4568
"City of Southport, North Carolina (Utility Company)",17668,Residential (R - 09),539fc113ec4f024c27d8a2fb
Otter Tail Power Co (South Dakota),14232,Residential Demand Control Service( Rate Code 241),539fc114ec4f024c27d8a353
New London Electric&Water Util,13467,Rg-1 Residential Service Single Phase,539fc114ec4f024c27d8a355
Cedar Falls Utilities,3203,Residential,539fc124ec4f024c27d8a37b
"City of Escanaba, Michigan (Utility Company)",24558,Suburban Residential Energy Rate,539fc124ec4f024c27d8a37d
North East Mississippi E P A,40302,Residential,539fc124ec4f024c27d8a395
"City of Kimball, Nebraska (Utility Company)",10260,Residential- In City,539fc125ec4f024c27d8a3b9
PUD No 1 of Benton County,1579,Residential Multi-Phase,539fc125ec4f024c27d8a3e1
Mitchell Electric Member Corp,12706,SCHEDULE A-14 RESIDENTIAL SERVICE Single Phase,539fc125ec4f024c27d8a3e3
Roosevelt County Elec Coop Inc,22690,General Service Home Heating,539fc126ec4f024c27d8a3e9
"City of Olivia, Minnesota (Utility Company)",14107,Residential service rate (Outside Service Area),539fc126ec4f024c27d8a41d
"City of New Smyrna Beach, Florida (Utility Company)",13485,Residential Service Electric Rate Schedule - RS-ERS (Three Phase),539fc127ec4f024c27d8a42d
"City of Eudora, Kansas (Utility Company)",6019,Electric Rate,539fc136ec4f024c27d8a465
"United Electric Co-op, Inc",19502,RESIDENTIAL RATE,539fc136ec4f024c27d8a48b
"City of Leland, Mississippi (Utility Company)",10892,Residential Rate,539fc137ec4f024c27d8a49b
Florence Utility Comm,6424,Rg-1 Residential Service Three Phase,539fc138ec4f024c27d8a4df
"City of Fayette, Missouri (Utility Company)",6231,Residential,539fc138ec4f024c27d8a4e7
Mississippi County Electric Coop,12681,Rate #1- Single Phase Service,539fc148ec4f024c27d8a509
"City of Southport, North Carolina (Utility Company)",17668,Residential (R - 02),539fc149ec4f024c27d8a521
"Mora-San Miguel Elec Coop, Inc",12901,Residential Service,539fc149ec4f024c27d8a53b
"Columbia Basin Elec Cooperative, Inc",4005,Residential Service (Three Phase),539fc149ec4f024c27d8a53f
Oconto Falls Water & Light Comm,13965,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,539fc149ec4f024c27d8a541
"Village of Edgerton, Ohio (Utility Company)",5653,Residential,539fc14aec4f024c27d8a557
Payson City Corporation (Utility Company),14600,Residential,539fc14aec4f024c27d8a58f
Black Hills Power Inc (Wyoming),19545,Residential Demand Service (Optional),557864a85457a32f148ba37a
"City of Blackwell, Oklahoma (Utility Company)",1800,Residential,539fc14bec4f024c27d8a5a3
"Rio Grande Electric Coop, Inc",16057,Residential,539fc15cec4f024c27d8a5c7
Sleepy Eye Public Utility Comm,17320,Residential,539fc15dec4f024c27d8a5f3
"Pedernales Electric Coop, Inc",14626,Residential and Farm/Ranch,575f1ee05457a3ad3eba0c10
"City of Paton, Iowa (Utility Company)",14473,Residential Electric,539fc15dec4f024c27d8a611
Withlacoochee River Elec Coop,20885,Residential Service,539fc15dec4f024c27d8a615
"City of New Bern, North Carolina (Utility Company)",13416,Residential- Three Phase (100% A/C Control Rate),539fc15dec4f024c27d8a623
French Broad Elec Member Corp,6784,Residential Generation,539fc15dec4f024c27d8a625
"City of Beloit, Kansas (Utility Company)",1525,Residential Urban Metered Use,539fc15eec4f024c27d8a631
"City of Randolph, Nebraska (Utility Company)",15674,Standard Electric Current,539fc15eec4f024c27d8a653
"City of Benton, Arkansas (Utility Company)",1581,Residential Class 1 Rate: (100 & 106),539fc15eec4f024c27d8a657
"City of Monroe, North Carolina (Utility Company)",12801,Residential Service,539fc15eec4f024c27d8a659
"City of Evansville, Wisconsin (Utility Company)",6043,Rg-2 Residential Service Optional Time-of-Day,539fc15eec4f024c27d8a65d
Los Alamos County,11204,County Time Of Use,539fc15fec4f024c27d8a679
"City of Santa Clara, California (Utility Company)",16655,DOMESTIC SERVICE,539fc15fec4f024c27d8a685
Big Sandy Rural Elec Coop Corp,1708,Farm & Home Service (Schedule A-1),539fc16fec4f024c27d8a6b1
"City of Riverside, California (Utility Company)",16088,Domestic TOU- Small Residence,539fc170ec4f024c27d8a6bd
"City of Lawrenceburg, Tennessee (Utility Company)",10799,Residential Service (Code 22),539fc170ec4f024c27d8a6dd
"Village of Lyndonville, Vermont (Utility Company)",11359,Residential Service (LP),539fc172ec4f024c27d8a745
"City of Loveland, Colorado (Utility Company)",11256,Schedule R- Residential,539fc183ec4f024c27d8a79d
"Duncan Valley Elec Coop, Inc (New Mexico)",5438,Single Phase ( Greater than 15 KVA),539fc183ec4f024c27d8a7af
Rural Electric Conven Coop,16420,Residential and Farm Service (Rate 1),539fc184ec4f024c27d8a7d9
Okefenoke Rural El Member Corp (Florida),31833,Residential Service,539fc184ec4f024c27d8a7eb
"Town of Ferdinand, Indiana (Utility Company)",6276,Residential,539fc184ec4f024c27d8a7ef
"City of Hastings, Nebraska (Utility Company)",8245,Residential - Urban RS-U,539fc184ec4f024c27d8a80b
Juneau Utility Comm,9936,Rg-2 Residential Optional Time-of-Day Service Three Phase 7am-7pm,539fc185ec4f024c27d8a80f
"Village of Monroeville, Ohio (Utility Company)",12811,Residential,539fc193ec4f024c27d8a81b
Roosevelt Public Power Dist,16164,Residential -General Purpose,539fc194ec4f024c27d8a84b
Harrison County Rural E M C,8179,Rate Schedule TOU-P - Residential Time of Use Service,539fc196ec4f024c27d8a8d7
"City of Hertford, North Carolina (Utility Company)",8517,Residential- Rural,539fc196ec4f024c27d8a8d9
"City of Wray, Colorado (Utility Company)",21021,Residential,539fc1a5ec4f024c27d8a8ef
"City of Flora, Illinois (Utility Company)",6417,Residential General Service,539fc1a6ec4f024c27d8a901
"City of Hunnewell, Missouri (Utility Company)",9025,Residential,539fc1a6ec4f024c27d8a913
"City of Odessa, Missouri (Utility Company)",13971,Residential,539fc1a6ec4f024c27d8a917
"Town of Smithfield, North Carolina (Utility Company)",17451,Residential service rate - Three phase,539fc1a7ec4f024c27d8a941
"City of Harbor Springs, Michigan (Utility Company)",8083,Residential Resort Outside City,539fc1a7ec4f024c27d8a96d
Midwest Energy Inc,12524,M System Residential Service,539fc1a8ec4f024c27d8a9a3
"Town of Clayton, North Carolina (Utility Company)",3731,RESIDENTIAL SERVICE THREE PHASE,539fc1b7ec4f024c27d8a9b5
"City of Hearne, Texas (Utility Company)",8359,Small Commercial,539fc1b7ec4f024c27d8a9c3
KEM Electric Coop Inc,10153,Sub-metered EH-1 RC-1,539fc1b7ec4f024c27d8a9c7
"Rich Mountain Elec Coop, Inc",15811,Three Phase Service- 50 kW or less,539fc1b7ec4f024c27d8a9cf
Wisconsin Rapids W W & L Comm,20862,Residential TOU,539fc1b8ec4f024c27d8a9e3
"City of Hastings, Nebraska (Utility Company)",8245,Residential - Rural RS-R,539fc1b8ec4f024c27d8a9f5
"Village of Theresa, New York (Utility Company)",18813,Residential,539fc1b9ec4f024c27d8aa17
"Cherry-Todd Electric Coop, Inc",3435,"Schedule GS,Residential Three-Phase 100KW or less",539fc1b9ec4f024c27d8aa19
"City of Medford, Wisconsin (Utility Company)",12265,Gs-2 Residential Single Phase Optional Time-of-Day Service,539fc1b9ec4f024c27d8aa2b
"City of Stanhope, Iowa (Utility Company)",27269,Residential Rate #1 (Three Phase) Composite rate,539fc1b9ec4f024c27d8aa31
"Village of Northfield, Vermont (Utility Company)",13789,Residential Rate: R,55e474685457a3115b8e8005
Tecumseh Utility Authority,18524,Residential Rate,539fc1baec4f024c27d8aa67
"Hill County Electric Coop, Inc",8632,Rural Residential,539fc1c9ec4f024c27d8aa77
Florence Utility Comm,6424,Rg-1 Residential Service Rural Rate Single Phase,539fc1caec4f024c27d8aa7f
"City of Coffeyville, Kansas (Utility Company)",3892,Residential Rural Domestic Service Under KCC Jurisdiction- Single Phase,539fc1caec4f024c27d8aa93
"City of Spooner, Wisconsin (Utility Company)",17811,Residential,539fc1ccec4f024c27d8aaff
"Village of Ilion, New York (Utility Company)",9200,Residential sc-1,539fc1ccec4f024c27d8ab27
Clearwater-Polk Elec Coop Inc,3764,Electric Dual Heat Short Term Rate,539fc1dcec4f024c27d8ab6b
"Kiwash Electric Coop, Inc",10375,Residential and Farm & Home Service (Rate 101),539fc1dcec4f024c27d8ab6f
"Broad River Electric Coop, Inc",2212,"Rate Code 30, Residential Service Single-Phase",539fc1deec4f024c27d8abdd
"Village of Morrill, Nebraska (Utility Company)",12952,Rural,539fc1eeec4f024c27d8abf9
"City of Plaquemine, Louisiana (Utility Company)",15137,Residential Electrical Rates (Outside City),539fc1eeec4f024c27d8ac1d
Hamilton County Elec Coop Assn,7979,Rate 01 Residential,539fc1efec4f024c27d8ac43
Butler Rural Electric Coop Inc,2651,Residential Time-Of-Day,539fc1efec4f024c27d8ac47
"Lorain-Medina R E C, Inc",11200,Residential Rate TOD,55a40f4f5457a3a8237fe132
"City of Hinton, Iowa (Utility Company)",8610,Residential Service,539fc1f0ec4f024c27d8ac79
"City of Lake View, Iowa (Utility Company)",10617,Residential Service,539fc1f0ec4f024c27d8ac7b
"City of Bangor, Wisconsin (Utility Company)",1181,Rg-1 Residential Service Single Phase,539fc1f0ec4f024c27d8ac99
"City of Marlow, Oklahoma (Utility Company)",11691,Residential,539fc1f0ec4f024c27d8ac9b
"City of Delta, Colorado (Utility Company)",5036,Residential,539fc1f0ec4f024c27d8aca3
Kootenai Electric Cooperative,10454,Smart Pay Residential Service,539fc202ec4f024c27d8accb
"Village of De Witt, Nebraska (Utility Company)",4934,Residential,539fc203ec4f024c27d8ace3
"Village of Montpelier, Ohio (Utility Company)",12861,Residential-Outside corporation limits,55ad4fac5457a3a23291234e
"City of Kaukauna, Wisconsin (Utility Company)",10056,Residential Service- Optional Time-of-Day (Single Phase),539fc204ec4f024c27d8ad2f
East-Central Iowa Rural Elec Coop,5588,Rural Farm and Residential Service 15 kVA,539fc204ec4f024c27d8ad33
Mid-South Electric Coop Assn,12452,Residential Service (RS) Single Phase,539fc204ec4f024c27d8ad5d
"Broad River Electric Coop, Inc",2212,"Residential Service Single Phase (Rate code 10, 410)",539fc205ec4f024c27d8ad61
Verdigris Valley Elec Coop Inc,19785,Residential,539fc205ec4f024c27d8ad7f
"City of Sturgeon Bay, Wisconsin (Utility Company)",18249,Residential TOU Three Phase - 8am - 8pm,539fc216ec4f024c27d8adb7
"City of Hingham, Massachusetts (Utility Company)",8796,SCHEDULE R-1 RESIDENTIAL RATE,539fc216ec4f024c27d8adf7
"City of Charlevoix, Michigan (Utility Company)",3384,"Residential - In City, Senior (Rate 112)",539fc217ec4f024c27d8adf9
"City of Coffeyville, Kansas (Utility Company)",3892,Residential Rural Domestic Service Under KCC Jurisdiction- Three Phase,539fc217ec4f024c27d8ae27
"City of Covington, Indiana (Utility Company)",4429,Residential,539fc218ec4f024c27d8ae3b
"Consumers Power, Inc",4743,Three-Phase Residential Service(Schedule 8),539fc218ec4f024c27d8ae3f
Dubois Rural Electric Coop Inc,5394,Residential (Single Phase),539fc227ec4f024c27d8ae6b
"City of State Center, Iowa (Utility Company)",18014,Residential Rural,539fc228ec4f024c27d8ae8d
"City of Vermillion, South Dakota (Utility Company)",19788,Residential Electric Utility Rates,539fc228ec4f024c27d8ae91
Intermountain Rural Elec Assn,9336,Residential Incorporated City or Town Demand Metered Time of Use (CSD-TOU),539fc228ec4f024c27d8aead
Salt River Electric Coop Corp,16587,Schedule A5- Farm & Home Service TOD Option B,539fc229ec4f024c27d8aebb
"City of Coffeyville, Kansas (Utility Company)",3892,Residential Urban Domestic Service- Three Phase,539fc229ec4f024c27d8aec1
"Village of Centuria, Wisconsin (Utility Company)",3298,Rg-1 - Residential Service,539fc229ec4f024c27d8aee5
"City of Naperville, Illinois (Utility Company)",13208,Residential Forward Energy,539fc22aec4f024c27d8af01
Williamstown Utility Comm,20731,RESIDENTIAL RATE A-2,539fc22aec4f024c27d8af03
"City of Petoskey, Michigan (Utility Company)",14867,Multi-Res Rate,539fc23aec4f024c27d8af3f
Glencoe Light & Power Comm,7292,Residential  Service,539fc23aec4f024c27d8af4d
"City of Webster City, Iowa (Utility Company)",20259,City Residential Service Rate,539fc23aec4f024c27d8af4f
Nodak Electric Coop Inc,12301,GS Urban-Three Phase Short Term,539fc23aec4f024c27d8af59
Tanana Power Co Inc,18474,"Rate Schedule 1 - Residential/Commercial(0-1,000kWh)",539fc23cec4f024c27d8afb5
Black Hills Power Inc (Wyoming),19545,Residential Service (R),557862295457a3c9128ba377
"City of Blountstown, Florida (Utility Company)",1876,Residential,539fc24bec4f024c27d8b003
Thurmont Municipal Light Co,18901,RESIDENTIAL SERVICE,539fc24cec4f024c27d8b02b
"Tricounty Rural Elec Coop, Inc",19176,General Service (Rate 02),539fc24cec4f024c27d8b039
"Town of Basin, Wyoming (Utility Company)",1779,Residential Service,55ef33a05457a3dd1e51fd7b
"Village of Oak Harbor, Ohio (Utility Company)",13932,Residential Service,539fc25dec4f024c27d8b0d9
"Barton Village, Inc (Utility Company)",1299,Residential Demand Service,539fc25eec4f024c27d8b107
"City of Key West, Florida (Utility Company)",10226,Residential - Senior Citizen and/or Disabled Veteran (RS-111),539fc25eec4f024c27d8b111
French Broad Elec Member Corp,6784,Primary Residential Rate,539fc25eec4f024c27d8b115
"City of Milton-Freewater, Oregon (Utility Company)",12615,Residential (Outside City Limits),55c10a535457a31f3fe28f88
Egegik Light & Power Co,5553,Residential Rate,539fc260ec4f024c27d8b165
"City of Hermiston, Oregon (Utility Company)",8515,Residential (R1) Single Phase,539fc270ec4f024c27d8b183
Wisconsin Dells Electric Util,20844,Residential Service- Three Phase,55ba6fef5457a3b47d995e9a
Norris Public Power District,13664,"SCHEDULE 3 - TOWN, VILLAGE, AND COMMUNITY RESIDENTIAL",539fc271ec4f024c27d8b1db
Bamberg Board of Public Works,1170,Residential service rate,539fc271ec4f024c27d8b1df
Inter County Energy Coop Corp,9292,Residential Schedule 1 Farm and Home Service,539fc272ec4f024c27d8b1f1
"City of Quitman, Georgia (Utility Company)",15573,Residential Power,539fc272ec4f024c27d8b1f3
Slash Pine Elec Member Corp,17290,Residential Service (Rate 1),539fc272ec4f024c27d8b1f9
"City of Fulton, Kentucky (Utility Company)",6840,Residential,539fc272ec4f024c27d8b227
Merced Irrigation District,12312,SCHEDULE RES-2 RESIDENTIAL GENERAL SERVICE,539fc284ec4f024c27d8b255
"City of Moreno Valley,, California (Utility Company)",55787,Residential Single-Family Medical,539fc284ec4f024c27d8b259
"Town of North Attleborough, Massachusetts (Utility Company)",13679,RESIDENTIAL ASSISTANCE A5,539fc284ec4f024c27d8b25b
Twin Valley Electric Coop Inc,18962,Farm and Residential,539fc285ec4f024c27d8b275
"Empire Electric Assn, Inc",5862,Residential and Farm and Home: 1-Phase,539fc285ec4f024c27d8b28b
"City of Hartley, Iowa (Utility Company)",8214,Residential Service,539fc285ec4f024c27d8b293
"City of Riverside, California (Utility Company)",16088,Domestic TOU Tiered - Large Residence,539fc287ec4f024c27d8b2e3
"City of Brundidge, Alabama (Utility Company)",2423,Residential,539fc287ec4f024c27d8b2e5
PUD No 1 of Mason County,22355,Residential Service,539fc29aec4f024c27d8b319
"Borough of Wampum, Pennsylvania (Utility Company)",20070,Residential Rate,539fc29bec4f024c27d8b381
Algoma Utility Comm,307,Residential Service Single-Phase,55b91eb25457a3f005995e8c
"City of Riverside, California (Utility Company)",16088,Domestic TOU Tiered - Very Large Residence,539fc29cec4f024c27d8b3a9
Parkland Light & Water Company,14505,Residential Rate,55e9c00e5457a3092b8e8004
"City of Helper, Utah (Utility Company)",8428,Residential,539fc2aeec4f024c27d8b3d1
"City of Sullivan, Illinois (Utility Company)",18277,Residential Electric Service- Outside City Limits,539fc2aeec4f024c27d8b3dd
Co-Mo Electric Coop Inc,4063,Residential Single-Phase Up To 200 Amps,539fc2aeec4f024c27d8b3e3
"City of Osawatomie, Kansas (Utility Company)",14203,Residential,539fc2aeec4f024c27d8b3f5
"Village of Pardeeville, Wisconsin (Utility Company)",14451,Rg-1 Residential Service Three Phase,539fc2afec4f024c27d8b40b
"Town of West Boylston, Massachusetts (Utility Company)",20326,Residential,539fc2afec4f024c27d8b417
"Village of Mazomanie, Wisconsin (Utility Company)",11895,Rg-1 Residential Service Single Phase,55b259bf5457a3db50912351
Northeastern Rural E M C,20603,SCHEDULE 10-1 RESIDENTIAL SERVICE,55783d4c5457a39d428ba375
Henry County Rural E M C,8466,"Rate 101- General Service, single phase below 50 KVA",539fc2b0ec4f024c27d8b43f
Bancroft Municipal Utilities,1172,Schedule 1,539fc2b0ec4f024c27d8b441
"City of Westby, Wisconsin (Utility Company)",20434,Residential TOU(8am-8pm peak time),539fc2b0ec4f024c27d8b457
Bear Valley Electric Service,17612,DM Monthly Domestic Multi-Family,539fc2b0ec4f024c27d8b463
A & N Electric Coop (Virginia),84,Farm and Home Service - Schedule A (Three Phase),539fc2b1ec4f024c27d8b473
"City of Rock Falls, Illinois (Utility Company)",16198,Rate R (Residential),539fc2c0ec4f024c27d8b499
"City of Ortonville, Minnesota (Utility Company)",14196,Residential- Rural,539fc2c0ec4f024c27d8b49f
PPL EnergyPlus LLC,28802,Rate NO. 1,576c16c05457a3db28d4b920
"Town of Manilla, Iowa (Utility Company)",11568,Residential-Rural,539fc2c0ec4f024c27d8b4b5
Northwestern Wisconsin Elec Co,13815,Rural Residential Service Optional Time-of-Day Fg-2 Option A,539fc2c0ec4f024c27d8b4bd
"City of Cleveland, Tennessee (Utility Company)",3758,Residential -- schedule RS,539fc2c1ec4f024c27d8b4c3
"Village of Morrill, Nebraska (Utility Company)",12952,Residential,539fc2c3ec4f024c27d8b543
"City of Springfield, Illinois (Utility Company)",17828,Regular Residential (Rate 30),539fc2c3ec4f024c27d8b549
Rock Rapids Municipal Utility,16206,Residential Power,539fc2d2ec4f024c27d8b559
Intermountain Rural Elec Assn,9336,Residential Incorporated City or Town Service- Demand Metered (CSD),539fc2d2ec4f024c27d8b55f
"Village of Hazel Green, Wisconsin (Utility Company)",8336,Rg-1 Residential Service Single Phase,539fc2d2ec4f024c27d8b569
"City of Olive Hill, Kentucky (Utility Company)",14103,Residential Electric Service,539fc2d2ec4f024c27d8b573
"Consumers Power, Inc",4743,Three-Phase Residential Service (Schedule 7),539fc2d2ec4f024c27d8b581
Progress Energy Carolinas Inc,3046,Residential Time of Use (R-TOU-36) - Three Phase,56cbab5d5457a3c847fd6d38
Wisconsin Dells Electric Util,20844,Residential Service- Single Phase,55ba6f5a5457a3b94c995e97
"HILCO Electric Cooperative, Inc.",8620,Residential,539fc2e4ec4f024c27d8b621
Kissimmee Utility Authority,10376,RESIDENTIAL SERVICE,539fc2e4ec4f024c27d8b637
"Village of Winnetka, Illinois (Utility Company)",20824,Rate 1- Residential: Three Phase,539fc2e5ec4f024c27d8b651
"City of Richland, Missouri (Utility Company)",15981,Residential- Out-Town,539fc2e5ec4f024c27d8b655
Powder River Energy Corporation,19156,RESIDENTIAL HEAT RATE (RHR) - Over 200 amps,539fc2e5ec4f024c27d8b65b
"City of Eagle River, Wisconsin (Utility Company)",5551,Rg-2 Residential Service Single Phase -  Optional Time-of-Day 7am-7pm,539fc2e5ec4f024c27d8b65f
"City of Lyons, Nebraska (Utility Company)",11372,RES EL 11,539fc2e6ec4f024c27d8b693
"Village of Trempealeau, Wisconsin (Utility Company)",19114,Residential Time-of-Day Single Phase,539fc2e6ec4f024c27d8b6af
"City of Sutton, Nebraska (Utility Company)",18354,RESIDENTIAL SERVICE,539fc2f9ec4f024c27d8b6ed
"Town of Oak City, North Carolina (Utility Company)",13931,Residential Electric Service,539fc2faec4f024c27d8b6fb
"Town of Crane, Indiana (Utility Company)",4486,Electric Rate Residential,539fc2faec4f024c27d8b6fd
"City of Kiel, Wisconsin (Utility Company)",10243,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,539fc2faec4f024c27d8b70b
"Village of Greenport, New York (Utility Company)",7630,"Residential (1,1)",539fc2faec4f024c27d8b723
South Utah Valley Electric Service District,18206,Residential Single Phase Service (R1),539fc2fbec4f024c27d8b769
"City of Pond Creek, Oklahoma (Utility Company)",15923,Residential Rate,539fc2fcec4f024c27d8b783
Bagley Public Utilities Comm,1101,Residential Electric,560db52b5457a33b3b8b456a
"Village of Pardeeville, Wisconsin (Utility Company)",14451,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,539fc2fcec4f024c27d8b79b
"City of Worthington, Minnesota (Utility Company)",21013,Residential service rate,539fc2fcec4f024c27d8b79d
"City of Riverside, California (Utility Company)",16088,Domestic TOU - Very Large Residence,539fc30dec4f024c27d8b7b9
"Town of Paragonah, Utah (Utility Company)",14443,Electric Rate- 150kWh or More,539fc30dec4f024c27d8b7c7
Bremen Electric Light & Power Co,2192,Residential,539fc31fec4f024c27d8b87f
Craig-Botetourt Electric Coop,4471,SCHEDULE RS-10-U,539fc320ec4f024c27d8b893
"Village of Arcade, New York (Utility Company)",122,Residential,539fc320ec4f024c27d8b8a9
"City of Osceola, Arkansas (Utility Company)",14216,Residential,539fc320ec4f024c27d8b8bd
North Central Power Co Inc,13697,Residential Service Rg-1,539fc321ec4f024c27d8b8c3
"City of Lake City, Minnesota (Utility Company)",10595,Residential Urban,539fc321ec4f024c27d8b8c9
"City of Seneca, Kansas (Utility Company)",16922,Residential,539fc321ec4f024c27d8b8cf
Reedsburg Utility Comm,15804,Residential Service-Optional Time-of-Day-Three Phase,539fc322ec4f024c27d8b909
"Borough of Tarentum, Pennsylvania (Utility Company)",18456,Residential Service,539fc322ec4f024c27d8b91f
"City of Marshall, Michigan (Utility Company)",11713,Residential Service Rate A,539fc331ec4f024c27d8b949
"Sheridan Electric Coop, Inc",16759,Residential,539fc331ec4f024c27d8b963
"Village of Genoa, Ohio (Utility Company)",7100,Residential Service,539fc332ec4f024c27d8b97f
Powder River Energy Corporation,19156,Schedule RHR: Residential Heat Rate (200 Amps and Under),539fc332ec4f024c27d8b995
Jefferson Utilities,9690,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,55b10fb55457a3b87791234d
Heber Light & Power Company,8366,Residential-Net-metering(Avoided cost Feed-In Rate),539fc333ec4f024c27d8b9c5
"Mountain View Elec Assn, Inc",13058,16.05 RESIDENTIAL TIME OF DAY SERVICE RATE,539fc333ec4f024c27d8b9d1
Altamaha Electric Member Corp,407,Residential Farm Home Service- RFS-8,539fc334ec4f024c27d8b9ef
"City of Purcell, Oklahoma (Utility Company)",15515,Residential,539fc343ec4f024c27d8b9fb
"City of Forest Grove, Oregon (Utility Company)",6582,RESIDENTIAL SERVICE,539fc343ec4f024c27d8ba09
"Alaska Village Elec Coop, Inc",221,Residential Rate: Kotlik Village,539fc343ec4f024c27d8ba19
"Village of Sherburne, New York (Utility Company)",17079,Residential,539fc343ec4f024c27d8ba2b
"City of Menasha, Wisconsin (Utility Company)",12298,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,539fc343ec4f024c27d8ba33
Ontonagon County R E A,14156,Schedule A,539fc344ec4f024c27d8ba37
PUD No 1 of Kittitas County,10326,Large Residential and Farm Service- Three Phase Schedule 1094,539fc344ec4f024c27d8ba39
Matanuska Electric Assn Inc,11824,Residential / Single-Phase Charges,539fc344ec4f024c27d8ba47
Community Electric Coop,4117,Schedule A- Residential Service,539fc344ec4f024c27d8ba4d
"City of Ukiah, California (Utility Company)",19397,Residential All Eletric,539fc344ec4f024c27d8ba67
Aitkin Public Utilities Comm,174,Residential (Peak 12:00 p.m. - 5:00 p.m.),539fc344ec4f024c27d8ba6f
"City of Banning, California (Utility Company)",1192,Residential,539fc344ec4f024c27d8ba71
"City of Udall, Kansas (Utility Company)",19344,Residential,539fc345ec4f024c27d8ba75
"City of Monroe, Utah (Utility Company)",12797,Residential Service,539fc345ec4f024c27d8ba79
"City of Mountain Iron, Minnesota (Utility Company)",13044,Residential Service Rate,539fc345ec4f024c27d8baad
"Midstate Electric Coop, Inc",12439,Residential,539fc345ec4f024c27d8bab1
"Village of L'Anse, Michigan (Utility Company)",10508,Residential Energy Rate (RX),539fc346ec4f024c27d8bab7
Aiken Electric Coop Inc,162,Residential Time of Use,539fc355ec4f024c27d8bad7
"City of Malden, Missouri (Utility Company)",11540,Residential Electrical Rates (City Resident),539fc355ec4f024c27d8bae3
Dahlberg Light & Power Co,4715,Residential Service,539fc355ec4f024c27d8baed
"Town of Etna Green, Indiana (Utility Company)",5928,"Residential Services ""R""",539fc355ec4f024c27d8baf5
Public Utility District No 2,14324,Residential & Farm Single Phase,539fc356ec4f024c27d8bb11
"City of Rich Hill, Missouri (Utility Company)",15943,Residential,539fc356ec4f024c27d8bb17
"Arrowhead Electric Coop, Inc",887,GS Residential,539fc356ec4f024c27d8bb2d
"City of Mansfield, Georgia (Utility Company)",11587,Residential Electric Rates,539fc356ec4f024c27d8bb37
Salem Electric,16555,Schedule 1- Residential Overhead Service,539fc357ec4f024c27d8bb45
Northern Virginia Elec Coop,13640,"Schedule R-TOU, Residental Time Of Use Service",539fc357ec4f024c27d8bb4b
New London Electric&Water Util,13467,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,539fc357ec4f024c27d8bb63
SEMO Electric Cooperative,16805,Residential,5581de395457a3957c6c88ad
"City of Glendale, California (Utility Company)",7294,Residential L-1-D Customer Owned Generation Standard,539fc369ec4f024c27d8bb9b
"Village of Bartley, Nebraska (Utility Company)",1326,Single Phase,539fc369ec4f024c27d8bbb5
"City of Woodbine, Iowa (Utility Company)",20949,#7 Residential Additive,539fc369ec4f024c27d8bbbf
"Wild Rice Electric Coop, Inc",20639,Village and Residential Service,539fc36bec4f024c27d8bc07
Oklahoma Gas & Electric Co (Arkansas),14063,Residential Service (R-1),539fc36bec4f024c27d8bc0f
Prince George Electric Coop,15410,SCHEDULE A-7 RESIDENTIAL SERVICE Single Phase,539fc37bec4f024c27d8bc4f
