Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating Only	Option=Heating and Cooling	Option=None	sample_count	sample_weight
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1980s	0.000000	0.330246	0.000000	0.669754	124.000000	193683.203125
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1980s	0.116836	0.000000	0.098401	0.784763	22.000000	31093.648438
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1980s	0.116836	0.000000	0.098401	0.784763	22.000000	31093.648438
Multi-Family with 5+ Units	None	Non-Ducted Heating	1980s	0.000000	0.330246	0.000000	0.669754	124.000000	193683.203125
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1980s	0.000000	0.330246	0.000000	0.669754	124.000000	193683.203125
Multi-Family with 5+ Units	Central AC	None	1980s	0.129587	0.000000	0.000000	0.870413	22.000000	32035.880859
Multi-Family with 5+ Units	Heat Pump	None	1980s	0.129587	0.000000	0.000000	0.870413	22.000000	32035.880859
Multi-Family with 5+ Units	None	None	1980s	0.000000	0.000000	0.000000	1.000000	124.000000	199552.390625
Multi-Family with 5+ Units	Room AC	None	1980s	0.000000	0.000000	0.000000	1.000000	124.000000	199552.390625
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	1990s	0.003860	0.025910	0.058887	0.911343	154.000000	426830.093750
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	1990s	0.003860	0.025910	0.058887	0.911343	154.000000	426830.093750
Multi-Family with 5+ Units	None	Ducted Heat Pump	1990s	0.000000	0.379300	0.000000	0.620700	11.000000	23097.619141
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	1990s	0.000000	0.379300	0.000000	0.620700	11.000000	23097.619141
Multi-Family with 5+ Units	Central AC	Ducted Heating	1990s	0.003860	0.025910	0.058887	0.911343	154.000000	426830.093750
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	1990s	0.003860	0.025910	0.058887	0.911343	154.000000	426830.093750
Multi-Family with 5+ Units	None	Ducted Heating	1990s	0.000000	0.379300	0.000000	0.620700	11.000000	23097.619141
Multi-Family with 5+ Units	Room AC	Ducted Heating	1990s	0.000000	0.379300	0.000000	0.620700	11.000000	23097.619141
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	1990s	0.204448	0.000000	0.133295	0.662258	13.000000	19509.085938
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	1990s	0.204448	0.000000	0.133295	0.662258	13.000000	19509.085938
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	1990s	0.000000	0.269610	0.000000	0.730390	55.000000	94275.171875
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	1990s	0.000000	0.269610	0.000000	0.730390	55.000000	94275.171875
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	1990s	0.204448	0.000000	0.133295	0.662258	13.000000	19509.085938
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	1990s	0.204448	0.000000	0.133295	0.662258	13.000000	19509.085938
Multi-Family with 5+ Units	None	Non-Ducted Heating	1990s	0.000000	0.269610	0.000000	0.730390	55.000000	94275.171875
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	1990s	0.000000	0.269610	0.000000	0.730390	55.000000	94275.171875
Multi-Family with 5+ Units	Central AC	None	1990s	0.235891	0.000000	0.000000	0.764109	13.000000	20100.269531
Multi-Family with 5+ Units	Heat Pump	None	1990s	0.235891	0.000000	0.000000	0.764109	13.000000	20100.269531
Multi-Family with 5+ Units	None	None	1990s	0.000000	0.000000	0.000000	1.000000	55.000000	97131.992188
Multi-Family with 5+ Units	Room AC	None	1990s	0.000000	0.000000	0.000000	1.000000	55.000000	97131.992188
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	2000s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	2000s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	None	Ducted Heat Pump	2000s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	2000s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Central AC	Ducted Heating	2000s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	2000s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	None	Ducted Heating	2000s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Room AC	Ducted Heating	2000s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	2000s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	2000s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	2000s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	2000s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	2000s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	2000s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	None	Non-Ducted Heating	2000s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	2000s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Central AC	None	2000s	0.044881	0.000000	0.000000	0.955119	24.000000	18281.005859
Multi-Family with 5+ Units	Heat Pump	None	2000s	0.044881	0.000000	0.000000	0.955119	24.000000	18281.005859
Multi-Family with 5+ Units	None	None	2000s	0.000000	0.000000	0.000000	1.000000	26.000000	22352.777344
Multi-Family with 5+ Units	Room AC	None	2000s	0.000000	0.000000	0.000000	1.000000	26.000000	22352.777344
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	2010s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	2010s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	None	Ducted Heat Pump	2010s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	2010s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Central AC	Ducted Heating	2010s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	2010s	0.026765	0.026293	0.029443	0.917499	171.000000	224561.312500
Multi-Family with 5+ Units	None	Ducted Heating	2010s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Room AC	Ducted Heating	2010s	0.000000	0.253926	0.000000	0.746074	13.000000	16384.601562
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	2010s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	2010s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	2010s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	2010s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	2010s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	2010s	0.034064	0.104801	0.136205	0.724930	24.000000	17743.330078
Multi-Family with 5+ Units	None	Non-Ducted Heating	2010s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	2010s	0.000000	0.552340	0.000000	0.447660	26.000000	21695.343750
Multi-Family with 5+ Units	Central AC	None	2010s	0.044881	0.000000	0.000000	0.955119	24.000000	18281.005859
Multi-Family with 5+ Units	Heat Pump	None	2010s	0.044881	0.000000	0.000000	0.955119	24.000000	18281.005859
Multi-Family with 5+ Units	None	None	2010s	0.000000	0.000000	0.000000	1.000000	26.000000	22352.777344
Multi-Family with 5+ Units	Room AC	None	2010s	0.000000	0.000000	0.000000	1.000000	26.000000	22352.777344
Multi-Family with 5+ Units	Central AC	Ducted Heat Pump	<1940	0.000000	0.000000	0.251796	0.748204	16.000000	37314.281250
Multi-Family with 5+ Units	Heat Pump	Ducted Heat Pump	<1940	0.000000	0.000000	0.251796	0.748204	16.000000	37314.281250
Multi-Family with 5+ Units	None	Ducted Heat Pump	<1940	0.000000	0.834268	0.000000	0.165732	13.000000	43027.421875
Multi-Family with 5+ Units	Room AC	Ducted Heat Pump	<1940	0.000000	0.834268	0.000000	0.165732	13.000000	43027.421875
Multi-Family with 5+ Units	Central AC	Ducted Heating	<1940	0.000000	0.000000	0.251796	0.748204	16.000000	37314.281250
Multi-Family with 5+ Units	Heat Pump	Ducted Heating	<1940	0.000000	0.000000	0.251796	0.748204	16.000000	37314.281250
Multi-Family with 5+ Units	None	Ducted Heating	<1940	0.000000	0.834268	0.000000	0.165732	13.000000	43027.421875
Multi-Family with 5+ Units	Room AC	Ducted Heating	<1940	0.000000	0.834268	0.000000	0.165732	13.000000	43027.421875
Multi-Family with 5+ Units	Central AC	Non-Ducted Heat Pump	<1940	0.000000	0.337652	0.418448	0.243900	8.000000	14670.289062
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heat Pump	<1940	0.000000	0.337652	0.418448	0.243900	8.000000	14670.289062
Multi-Family with 5+ Units	None	Non-Ducted Heat Pump	<1940	0.000000	0.727825	0.000000	0.272175	163.000000	270062.562500
Multi-Family with 5+ Units	Room AC	Non-Ducted Heat Pump	<1940	0.000000	0.727825	0.000000	0.272175	163.000000	270062.562500
Multi-Family with 5+ Units	Central AC	Non-Ducted Heating	<1940	0.000000	0.337652	0.418448	0.243900	8.000000	14670.289062
Multi-Family with 5+ Units	Heat Pump	Non-Ducted Heating	<1940	0.000000	0.337652	0.418448	0.243900	8.000000	14670.289062
Multi-Family with 5+ Units	None	Non-Ducted Heating	<1940	0.000000	0.727825	0.000000	0.272175	163.000000	270062.562500
Multi-Family with 5+ Units	Room AC	Non-Ducted Heating	<1940	0.000000	0.727825	0.000000	0.272175	163.000000	270062.562500
Multi-Family with 5+ Units	Central AC	None	<1940	0.000000	0.000000	0.000000	1.000000	8.000000	15114.842773
Multi-Family with 5+ Units	Heat Pump	None	<1940	0.000000	0.000000	0.000000	1.000000	8.000000	15114.842773
Multi-Family with 5+ Units	None	None	<1940	0.000000	0.000000	0.000000	1.000000	163.000000	278246.281250
Multi-Family with 5+ Units	Room AC	None	<1940	0.000000	0.000000	0.000000	1.000000	163.000000	278246.281250
Single-Family Attached	Central AC	Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	6.000000	10275.592773
Single-Family Attached	Heat Pump	Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	6.000000	10275.592773
Single-Family Attached	None	Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	9.000000	18827.152344
Single-Family Attached	Room AC	Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	9.000000	18827.152344
Single-Family Attached	Central AC	Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	6.000000	10275.592773
Single-Family Attached	Heat Pump	Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	6.000000	10275.592773
Single-Family Attached	None	Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	9.000000	18827.152344
Single-Family Attached	Room AC	Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	9.000000	18827.152344
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2038.124512
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2038.124512
Single-Family Attached	None	Non-Ducted Heat Pump	1940s	0.000000	0.126055	0.000000	0.873945	12.000000	15815.707031
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1940s	0.000000	0.126055	0.000000	0.873945	12.000000	15815.707031
Single-Family Attached	Central AC	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2038.124512
Single-Family Attached	Heat Pump	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2038.124512
Single-Family Attached	None	Non-Ducted Heating	1940s	0.000000	0.126055	0.000000	0.873945	12.000000	15815.707031
Single-Family Attached	Room AC	Non-Ducted Heating	1940s	0.000000	0.126055	0.000000	0.873945	12.000000	15815.707031
Single-Family Attached	Central AC	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2099.885986
Single-Family Attached	Heat Pump	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	2099.885986
Single-Family Attached	None	None	1940s	0.000000	0.000000	0.000000	1.000000	12.000000	16294.970703
Single-Family Attached	Room AC	None	1940s	0.000000	0.000000	0.000000	1.000000	12.000000	16294.970703
Single-Family Attached	Central AC	Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	24.000000	50581.246094
Single-Family Attached	Heat Pump	Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	24.000000	50581.246094
Single-Family Attached	None	Ducted Heat Pump	1950s	0.000000	0.063655	0.000000	0.936345	19.000000	39952.308594
Single-Family Attached	Room AC	Ducted Heat Pump	1950s	0.000000	0.063655	0.000000	0.936345	19.000000	39952.308594
Single-Family Attached	Central AC	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	24.000000	50581.246094
Single-Family Attached	Heat Pump	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	24.000000	50581.246094
Single-Family Attached	None	Ducted Heating	1950s	0.000000	0.063655	0.000000	0.936345	19.000000	39952.308594
Single-Family Attached	Room AC	Ducted Heating	1950s	0.000000	0.063655	0.000000	0.936345	19.000000	39952.308594
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2164.702637
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2164.702637
Single-Family Attached	None	Non-Ducted Heat Pump	1950s	0.000000	0.283067	0.000000	0.716933	26.000000	33056.242188
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1950s	0.000000	0.283067	0.000000	0.716933	26.000000	33056.242188
Single-Family Attached	Central AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2164.702637
Single-Family Attached	Heat Pump	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2164.702637
Single-Family Attached	None	Non-Ducted Heating	1950s	0.000000	0.283067	0.000000	0.716933	26.000000	33056.242188
Single-Family Attached	Room AC	Non-Ducted Heating	1950s	0.000000	0.283067	0.000000	0.716933	26.000000	33056.242188
Single-Family Attached	Central AC	None	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2230.299805
Single-Family Attached	Heat Pump	None	1950s	0.000000	0.000000	0.000000	1.000000	2.000000	2230.299805
Single-Family Attached	None	None	1950s	0.000000	0.000000	0.000000	1.000000	26.000000	34057.945312
Single-Family Attached	Room AC	None	1950s	0.000000	0.000000	0.000000	1.000000	26.000000	34057.945312
Single-Family Attached	Central AC	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	24.000000	44772.574219
Single-Family Attached	Heat Pump	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	24.000000	44772.574219
Single-Family Attached	None	Ducted Heat Pump	1960s	0.000000	0.101128	0.000000	0.898872	18.000000	34427.460938
Single-Family Attached	Room AC	Ducted Heat Pump	1960s	0.000000	0.101128	0.000000	0.898872	18.000000	34427.460938
Single-Family Attached	Central AC	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	24.000000	44772.574219
Single-Family Attached	Heat Pump	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	24.000000	44772.574219
Single-Family Attached	None	Ducted Heating	1960s	0.000000	0.101128	0.000000	0.898872	18.000000	34427.460938
Single-Family Attached	Room AC	Ducted Heating	1960s	0.000000	0.101128	0.000000	0.898872	18.000000	34427.460938
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1960s	0.250000	0.250000	0.250000	0.250000	0.000000	0.000000
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1960s	0.250000	0.250000	0.250000	0.250000	0.000000	0.000000
Single-Family Attached	None	Non-Ducted Heat Pump	1960s	0.000000	0.149030	0.000000	0.850970	31.000000	30789.439453
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1960s	0.000000	0.149030	0.000000	0.850970	31.000000	30789.439453
Single-Family Attached	Central AC	Non-Ducted Heating	1960s	0.250000	0.250000	0.250000	0.250000	0.000000	0.000000
Single-Family Attached	Heat Pump	Non-Ducted Heating	1960s	0.250000	0.250000	0.250000	0.250000	0.000000	0.000000
Single-Family Attached	None	Non-Ducted Heating	1960s	0.000000	0.149030	0.000000	0.850970	31.000000	30789.439453
Single-Family Attached	Room AC	Non-Ducted Heating	1960s	0.000000	0.149030	0.000000	0.850970	31.000000	30789.439453
Single-Family Attached	Central AC	None	1960s	0.500000	0.000000	0.000000	0.500000	0.000000	0.000000
Single-Family Attached	Heat Pump	None	1960s	0.500000	0.000000	0.000000	0.500000	0.000000	0.000000
Single-Family Attached	None	None	1960s	0.000000	0.000000	0.000000	1.000000	31.000000	31722.453125
Single-Family Attached	Room AC	None	1960s	0.000000	0.000000	0.000000	1.000000	31.000000	31722.453125
Single-Family Attached	Central AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	81.000000	170389.906250
Single-Family Attached	Heat Pump	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	81.000000	170389.906250
Single-Family Attached	None	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	23.000000	45240.718750
Single-Family Attached	Room AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	23.000000	45240.718750
Single-Family Attached	Central AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	81.000000	170389.906250
Single-Family Attached	Heat Pump	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	81.000000	170389.906250
Single-Family Attached	None	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	23.000000	45240.718750
Single-Family Attached	Room AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	23.000000	45240.718750
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13058.594727
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13058.594727
Single-Family Attached	None	Non-Ducted Heat Pump	1970s	0.000000	0.092227	0.000000	0.907773	21.000000	21705.310547
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1970s	0.000000	0.092227	0.000000	0.907773	21.000000	21705.310547
Single-Family Attached	Central AC	Non-Ducted Heating	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13058.594727
Single-Family Attached	Heat Pump	Non-Ducted Heating	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13058.594727
Single-Family Attached	None	Non-Ducted Heating	1970s	0.000000	0.092227	0.000000	0.907773	21.000000	21705.310547
Single-Family Attached	Room AC	Non-Ducted Heating	1970s	0.000000	0.092227	0.000000	0.907773	21.000000	21705.310547
Single-Family Attached	Central AC	None	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13454.309570
Single-Family Attached	Heat Pump	None	1970s	0.066552	0.000000	0.000000	0.933448	11.000000	13454.309570
Single-Family Attached	None	None	1970s	0.000000	0.000000	0.000000	1.000000	21.000000	22363.046875
Single-Family Attached	Room AC	None	1970s	0.000000	0.000000	0.000000	1.000000	21.000000	22363.046875
Single-Family Attached	Central AC	Ducted Heat Pump	1980s	0.004599	0.000000	0.006032	0.989369	132.000000	239550.781250
Single-Family Attached	Heat Pump	Ducted Heat Pump	1980s	0.004599	0.000000	0.006032	0.989369	132.000000	239550.781250
Single-Family Attached	None	Ducted Heat Pump	1980s	0.000000	0.030138	0.000000	0.969862	29.000000	54206.535156
Single-Family Attached	Room AC	Ducted Heat Pump	1980s	0.000000	0.030138	0.000000	0.969862	29.000000	54206.535156
Single-Family Attached	Central AC	Ducted Heating	1980s	0.004599	0.000000	0.006032	0.989369	132.000000	239550.781250
Single-Family Attached	Heat Pump	Ducted Heating	1980s	0.004599	0.000000	0.006032	0.989369	132.000000	239550.781250
Single-Family Attached	None	Ducted Heating	1980s	0.000000	0.030138	0.000000	0.969862	29.000000	54206.535156
Single-Family Attached	Room AC	Ducted Heating	1980s	0.000000	0.030138	0.000000	0.969862	29.000000	54206.535156
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	12837.906250
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	12837.906250
Single-Family Attached	None	Non-Ducted Heat Pump	1980s	0.000000	0.020576	0.000000	0.979424	24.000000	24184.539062
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1980s	0.000000	0.020576	0.000000	0.979424	24.000000	24184.539062
Single-Family Attached	Central AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	12837.906250
Single-Family Attached	Heat Pump	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	12837.906250
Single-Family Attached	None	Non-Ducted Heating	1980s	0.000000	0.020576	0.000000	0.979424	24.000000	24184.539062
Single-Family Attached	Room AC	Non-Ducted Heating	1980s	0.000000	0.020576	0.000000	0.979424	24.000000	24184.539062
Single-Family Attached	Central AC	None	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	13226.933594
Single-Family Attached	Heat Pump	None	1980s	0.000000	0.000000	0.000000	1.000000	9.000000	13226.933594
Single-Family Attached	None	None	1980s	0.000000	0.000000	0.000000	1.000000	24.000000	24917.402344
Single-Family Attached	Room AC	None	1980s	0.000000	0.000000	0.000000	1.000000	24.000000	24917.402344
Single-Family Attached	Central AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.013214	0.986786	80.000000	144946.734375
Single-Family Attached	Heat Pump	Ducted Heat Pump	1990s	0.000000	0.000000	0.013214	0.986786	80.000000	144946.734375
Single-Family Attached	None	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	19193.560547
Single-Family Attached	Room AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	19193.560547
Single-Family Attached	Central AC	Ducted Heating	1990s	0.000000	0.000000	0.013214	0.986786	80.000000	144946.734375
Single-Family Attached	Heat Pump	Ducted Heating	1990s	0.000000	0.000000	0.013214	0.986786	80.000000	144946.734375
Single-Family Attached	None	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	19193.560547
Single-Family Attached	Room AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	17.000000	19193.560547
Single-Family Attached	Central AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.109251	0.890749	7.000000	8769.797852
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.109251	0.890749	7.000000	8769.797852
Single-Family Attached	None	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8254.335938
Single-Family Attached	Room AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8254.335938
Single-Family Attached	Central AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.109251	0.890749	7.000000	8769.797852
Single-Family Attached	Heat Pump	Non-Ducted Heating	1990s	0.000000	0.000000	0.109251	0.890749	7.000000	8769.797852
Single-Family Attached	None	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8254.335938
Single-Family Attached	Room AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8254.335938
Single-Family Attached	Central AC	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	9035.548828
Single-Family Attached	Heat Pump	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	9035.548828
Single-Family Attached	None	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8504.467773
Single-Family Attached	Room AC	None	1990s	0.000000	0.000000	0.000000	1.000000	7.000000	8504.467773
Single-Family Attached	Central AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	Heat Pump	Ducted Heat Pump	2000s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	None	Ducted Heat Pump	2000s	0.000000	0.122273	0.000000	0.877727	13.000000	11719.950195
Single-Family Attached	Room AC	Ducted Heat Pump	2000s	0.000000	0.122273	0.000000	0.877727	13.000000	11719.950195
Single-Family Attached	Central AC	Ducted Heating	2000s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	Heat Pump	Ducted Heating	2000s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	None	Ducted Heating	2000s	0.000000	0.122273	0.000000	0.877727	13.000000	11719.950195
Single-Family Attached	Room AC	Ducted Heating	2000s	0.000000	0.122273	0.000000	0.877727	13.000000	11719.950195
Single-Family Attached	Central AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1868.265259
Single-Family Attached	Heat Pump	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1868.265259
Single-Family Attached	None	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2674.397461
Single-Family Attached	Room AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2674.397461
Single-Family Attached	Central AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1868.265259
Single-Family Attached	Heat Pump	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1868.265259
Single-Family Attached	None	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2674.397461
Single-Family Attached	Room AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2674.397461
Single-Family Attached	Central AC	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1924.879395
Single-Family Attached	Heat Pump	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	1924.879395
Single-Family Attached	None	None	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2755.439941
Single-Family Attached	Room AC	None	2000s	0.000000	0.000000	0.000000	1.000000	6.000000	2755.439941
Single-Family Attached	Central AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	Heat Pump	Ducted Heat Pump	2010s	0.000000	0.000000	0.007560	0.992440	128.000000	109877.554688
Single-Family Attached	None	Ducted Heat Pump	2010s	0.000000	0.122273	0.000000	0.877727	13.000000	11719.950195
